"gene","p-adj-N0 (mol+)-N0","p-adj-N1-N0","p-adj-N1-N0 (mol+)","p-adj-N2-N0","p-adj-N2-N0 (mol+)","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N0 (mol+)","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N0 (mol+)","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N0 (mol+)","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N0 (mol+)","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N0 (mol+)","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N0 (mol+)","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N0 (mol+)","count-N1","count-N2","count-N3","count-NX"
"KRBA2",0.851990628826976,0.172791944794946,0.918153077782278,0.96919809041798,0.888966889494693,0.971520743791263,0.999999999996505,0.854863101584168,0.799683156613973,0.99413007272123,0.613453789670709,0.974338798917136,0.949051834908363,0.848578413421861,0.702436121225862,65.6959256355932,116.7523,73.0471388059701,69.3357963963964,65.6529485294118,82.7032176470588,1.89508820050264,NA,2.59399234044267,4.34794396382569,4.17165903401327,12.3212997910429,37.5705,116.7523,39.91555,42.1085,42.415175,59.3889,83.222825,116.7523,95.83735,85.3784,87.0017,99.6828,472,1,335,111,68,17
"ZNF93",0.999907040798899,0.999377776589716,0.999946444536986,0.999951924120914,0.999943361158678,0.999999997826767,0.990625244755972,0.999988297490475,0.998571439959847,0.999086574112629,0.647805548663017,0.999992614318855,0.717117249233603,0.74889549421738,0.881834516054793,162.308292372881,138.1295,159.766731343284,160.07836036036,154.149391176471,123.210776470588,4.72150405406001,NA,6.15989566679757,8.45203623097508,11.2961972617119,19.2712761900103,96.7918,138.1295,93.001,105.30395,95.4994,93.1119,201.08065,138.1295,202.6815,191.1543,195.181375,133.6466,472,1,335,111,68,17
"ZFP90",0.999765784781236,0.112320535147823,0.997369909141396,0.517558800631517,0.997411886528913,1,0.759305582567291,0.999998163522329,0.0803123896220307,0.189713275258831,0.981433578803519,0.99999829701607,0.708243102159349,0.747999716154782,1,603.089391949153,541.0072,643.264069552239,643.225033333333,564.518864705882,564.663888235294,10.1803061519319,NA,12.1388381691712,21.417660178679,25.8348215501692,45.4905874505907,470.365475,541.0072,494.8768,490.1036,405.3681,404.7228,698.643675,541.0072,744.55135,737.5483,650.65515,667.6965,472,1,335,111,68,17
"ZNF479",0.999998253242584,0.884601912077006,0.999999998122437,0.985760783350214,0.999999993154096,0.999999712638202,0.999990470421077,0.999999379154623,0.997843196973254,0.999474247869077,0.999193866511213,0.999999999892488,0.999999973943867,0.999999696660928,0.999843018131209,0.253553389830508,0,0.064570447761194,0.0838927927927928,0.207372058823529,0.0374411764705882,0.159667837131612,NA,0.0232316159643467,0.0424049958948408,0.151758330706234,0.0256342502082082,0,0,0,0,0,0,0,0,0,0,0,0,472,1,335,111,68,17
"ZNF445",0.946089114281147,0.992754320268959,0.955678332912697,0.999602775815674,0.938381757915361,0.984677515911146,0.919303775175517,0.909831257631221,0.796572317456948,0.989212410833711,0.999598142609656,0.967157906194505,0.999990643653259,0.998264941613478,0.973770767281014,637.828604872881,846.8654,647.309099104478,630.192658558559,607.913836764706,655.740835294118,11.1289873757482,NA,12.5147268458249,20.8241209397519,23.2861182740385,50.6465434991887,448.997975,846.8654,488.59105,440.33435,474.572425,553.3473,778.974925,846.8654,786.4696,770.63745,730.06215,693.662,472,1,335,111,68,17
"ZNF74",0.974421582215182,0.885968722467286,0.984222430766623,0.389360373288427,0.99386712729267,0.864229257721897,0.263131274957167,0.996974731667585,0.657365418849283,0.996400466047127,0.999663977716524,0.965881152489912,0.990124098994149,0.895276250842538,0.78351760235655,371.803944067797,246.6598,358.964327761194,338.339687387387,325.790807352941,384.114394117647,8.16970385490231,NA,9.07694715044896,12.330683177866,14.4934053552655,34.6683109226997,253.27925,246.6598,260.22115,246.55865,244.7423,299.0387,434.22125,246.6598,411.2564,390.88205,385.82935,412.1274,472,1,335,111,68,17
"ZNF829",0.99996117025225,0.992894796535295,0.999987891199188,0.968150787060971,0.999776459827152,0.86487683258908,0.97749171862374,0.999998663971295,0.998501618550122,0.853350718844975,0.999486568072088,0.999997679005582,0.999983994769541,0.988392583627953,0.999999946889143,31.6031338983051,27.1326,30.6696805970149,33.5267234234234,29.4183779411765,29.7409470588235,1.02045989303576,NA,1.19051959870606,2.79477672533278,2.58353430760087,5.21112361063358,15.8824,27.1326,16.3595,16.39405,14.8606,8.9591,41.8516,27.1326,41.24525,44.04655,38.199725,43.4427,472,1,335,111,68,17
"ZNF267",0.999854048936275,0.612802573776842,0.999126647886296,0.999922108536892,0.999777908963672,0.965062638887238,0.407271090303037,0.996281055298231,0.918739418634074,0.702269775363941,0.156867962458907,0.963126510919394,0.384204692064899,0.24579840815706,0.795869553120362,424.717508474576,467.0092,406.025893134328,420.793330630631,384.035639705882,326.502323529412,8.01758029011806,NA,8.49369058226796,16.7597421338322,17.3376429797241,30.1041591345653,308.257275,467.0092,304.0848,303.0916,292.99265,287.7473,501.6934,467.0092,478.80445,495.67455,444.3486,410.7571,472,1,335,111,68,17
"ZNF566",0.998918196928123,0.735324152648208,0.999747491240873,0.999999536208674,0.999044612185353,0.962517344045816,0.0265114557466654,0.999999999927439,0.215584186977832,0.115741671514473,0.983010501514609,0.999946655889596,0.999737102345646,0.989419016161844,0.959830942724631,218.288747881356,182.1172,208.970176716418,217.493063963964,180.801097058824,202.249135294118,4.6967126762122,NA,4.75396649013126,9.30567836097171,8.25205473334491,11.230063814345,161.990025,182.1172,161.60315,155.64785,136.1731,168.8082,252.21445,182.1172,235.7077,256.0817,200.599075,236.9424,472,1,335,111,68,17
"ZNF224",0.997191172915029,0.762943093929798,0.999063813704397,0.99884947329135,0.995887776021534,0.812751068613596,0.99859983417121,0.998456376089733,0.9995243061707,0.990498352039273,0.999936037258456,0.995895853045064,0.991101762028088,0.999999968075924,0.998832182039351,219.672811440678,267.963,229.525283880597,215.447954054054,225.083510294118,214.189658823529,4.41148864322732,NA,6.47761088807456,8.88253477616737,9.725244670809,24.6651425133731,153.05875,267.963,160.60475,152.3413,174.0667,148.1538,283.020125,267.963,283.4277,275.6674,273.6828,270.7391,472,1,335,111,68,17
"ZNF529",0.98622334368866,0.262910159964012,0.995969269053321,0.0995388581546648,0.998912071731188,0.882725227200602,0.100863142653365,0.999542711318785,0.744868320143144,0.998625755165847,0.418516255214249,0.999964469084085,0.815125064615304,0.978758920561096,0.997200651913012,347.594181144068,252.0041,325.351375522388,307.950898198198,298.948639705882,280.559382352941,7.29654076360699,NA,7.35123766384992,13.5973845447034,12.4219588505531,19.0707723054197,252.087525,252.0041,247.86635,210.33695,220.103775,206.8127,404.388775,252.0041,375.86605,366.39695,376.2198,325.3982,472,1,335,111,68,17
"ZNF284",0.999962177673048,0.997876353696828,0.999984354652758,0.771974042093629,0.999999933483255,0.922250828878963,0.994978285041506,0.99999581871416,0.999771220426739,0.997414278260806,0.995091351315585,0.999999868836844,0.998737357092173,0.999999991066206,0.999918491377594,48.6067506355932,43.5766,47.789208358209,44.9905234234234,46.8269735294118,45.2358470588235,1.21325590188561,NA,1.50229903796576,2.15671023284885,2.2498648378158,6.03123228514386,30.7465,43.5766,30.58335,29.24545,31.911575,32.8516,62.52725,43.5766,62.11905,57.31955,59.799625,55.0084,472,1,335,111,68,17
"ZNF749",0.993288458908476,0.978355630114924,0.989926564985908,0.843028905728743,0.983461766797856,0.985371896165462,0.99891410960704,0.995773907012417,0.973039513744974,0.865873980222303,0.997530509169968,0.997941019495853,0.985925833243241,0.943215460987757,0.999909701583358,94.0389985169491,60.0206,97.1792349253731,101.589581081081,91.03355,87.2525176470588,2.57910611720929,NA,3.288764129325,8.25650706073507,4.3708200962991,8.32179527274983,61.5502,60.0206,62.55815,66.04255,69.4409,63.6659,115.340025,60.0206,117.57535,120.92735,108.921275,99.7815,472,1,335,111,68,17
"ZNF17",0.999998956569634,0.909820999506433,0.999999999398665,0.94714771364918,1,0.999960032588169,0.99991582370802,0.999996062739341,0.972083094133105,0.966314894777288,0.936670415151354,0.999576407104961,0.824408714463439,0.810709825988536,0.976249023567333,157.30744809322,165.2621,163.473420298507,165.283618918919,154.815355882353,137.802982352941,3.53065130021273,NA,4.23511691318832,13.2308338526849,5.51537287010001,10.6495567868775,118.376475,165.2621,122.4185,120.98205,122.966775,106.7768,178.19105,165.2621,186.20065,185.17625,184.055825,172.2468,472,1,335,111,68,17
"ZNF555",0.999267844635998,0.994168310434733,0.998787690559865,0.999999827091251,0.999208838512733,0.999708669932244,0.781668988436664,0.999970965476999,0.620184262922379,0.862241113005984,0.656024769540564,0.981044604837642,0.75964174269827,0.722617320614397,0.341699483528178,91.285804661017,79.3422,92.6014823880597,91.5195099099099,85.5807705882353,103.8615,1.64564215023741,NA,1.77808798325725,2.89399415264661,3.29882264572133,9.36269332145498,66.76215,79.3422,69.20535,69.4097,67.1839,86.6735,110.089725,79.3422,113.8603,108.89575,99.0829,125.2731,472,1,335,111,68,17
"ZNF75D",0.999999933618824,0.780710625308495,0.999990271924797,0.865573406897993,0.9999781993153,0.999885623833152,0.844647057317567,0.999948554379629,0.997632758169893,0.999932878965773,0.901294227506129,0.999651271513377,0.98564619545878,0.994835037572293,0.998860655837181,352.922303177966,345.3854,365.872932537313,369.555756756757,374.204769117647,388.793294117647,6.62038002262894,NA,6.98377904769057,13.2086212310501,15.2499607047132,53.5265378341686,264.3147,345.3854,276.0914,280.2848,298.196675,266.2652,428.99085,345.3854,436.701,439.9467,421.020075,453.5841,472,1,335,111,68,17
"ZNF197",0.976661445079218,0.637360956803868,0.988676698200121,0.999999999840795,0.976776446952,0.910899698937076,0.951046779292381,0.95780273066478,0.540600212874453,0.978111664573914,0.988332994218673,0.952667255621993,0.891707933852212,0.991323490609266,0.999986721119912,474.999424576271,591.5725,492.290840895522,474.730285585586,457.055964705882,450.365947058824,7.35250079414981,NA,8.19011184537421,16.2288106408329,18.2600964213069,35.6314443585835,358.95435,591.5725,374.4942,363.05755,339.7585,371.3389,580.864625,591.5725,591.39205,575.8911,549.968775,518.3888,472,1,335,111,68,17
"ZNF732",0.998970528759952,0.887342243857029,0.999661404545036,0.856399618099678,0.99615805720929,0.450849472507008,0.999447551111861,0.999445310611172,0.999848791262604,0.891261667248651,0.997481202964365,0.999839315874309,0.999991741203595,0.945719517939374,0.999848421660178,11.4656677966102,6.9887,10.5535241791045,12.9033207207207,10.955325,10.1357647058824,0.549696767979801,NA,0.576577548854142,1.41837051314657,1.33935716195329,1.94802422618521,3.4728,6.9887,3.7927,3.75535,3.8579,5.4372,14.511625,6.9887,13.3311,15.43035,14.39795,14.1725,472,1,335,111,68,17
"ZNF546",0.951649867923268,0.924039497447411,0.966080106237287,0.961760656696241,0.929540292464695,0.702293048084396,0.810738863186179,0.906383972612828,0.500202710366222,0.996672778942558,0.988361880369776,0.981689848055545,0.999321395432457,0.93641636331316,0.84774260713944,77.4180082627119,110.9969,80.093851641791,74.0706486486486,71.2157588235294,83.4055529411765,1.80508146775899,NA,2.18433519589489,2.90877898678024,3.78912825434105,10.1881299954903,48.91625,110.9969,53.71125,47.8036,48.5916,55.4393,98.71025,110.9969,99.8582,95.72705,94.205925,108.9866,472,1,335,111,68,17
"ZNF286A",0.999998823416621,0.598711949067921,0.999999999764615,0.97347545587909,0.999999999848502,0.999628980134596,0.446213150163332,0.999992588739864,0.939817236754298,0.911624761247593,0.597165972960132,0.999722858208698,0.868344333753343,0.832312823089017,0.992153608801514,377.248357627119,353.9568,349.718591044776,357.849095495495,320.052329411765,281.979958823529,12.8340188399558,NA,10.8835270057185,21.784757636788,21.3875773993754,22.5389553784127,239.04585,353.9568,233.0804,245.35145,218.814875,246.6036,440.6186,353.9568,400.0414,387.49295,362.5629,346.035,472,1,335,111,68,17
"ZKSCAN4",0.998199500751331,0.912305860104258,0.999269930935915,0.814034415567112,0.999702968696718,0.994668883565249,0.691087006080814,0.999899305531438,0.952280048045218,0.999039050948219,0.903395407476393,0.999982995732733,0.97647262314518,0.99673281808262,0.999862956193306,132.464332627119,150.8736,135.594651641791,138.126193693694,140.612452941176,143.552717647059,1.99619233519842,NA,2.30232261114761,3.96603895366944,6.00643501011208,7.87498386085291,104.7244,150.8736,109.9324,110.89995,107.8122,125.3041,157.427125,150.8736,156.48015,158.08045,166.5685,164.5164,472,1,335,111,68,17
"ZNF643",0.972180628723677,0.986477426041565,0.978919006659088,0.999591766254302,0.97739583394203,0.999995667285678,0.277560265847018,0.996382695066532,0.522053021052076,0.618276048446188,0.999255132788153,0.985597844321401,0.999983349960479,0.999944338629525,0.983021125478567,60.3546690677966,18.9106,57.8394226865672,58.5763801801802,45.6056014705882,55.6468117647059,2.01856433222143,NA,3.99708728269256,3.12581776404292,2.94275666554056,8.18703230216884,35.397375,18.9106,33.41365,35.73245,28.102825,36.5121,72.0707,18.9106,65.62045,71.635,53.862625,65.164,472,1,335,111,68,17
"ZNF642",0.997342404932389,0.999987887132426,0.997635413428707,0.810559847031312,0.991508055340651,0.781193806440095,0.408317808255511,0.981518451262742,0.386213650231603,0.977618081547049,0.763677835036471,0.97224804003636,0.743290604424373,0.973867043919456,0.999595804133665,120.294762288136,148.407,120.963049850746,112.281867567568,105.420955882353,100.262470588235,2.09939410702219,NA,4.70124695024544,3.41826718328281,3.29854825842557,9.63280132078122,91.031625,148.407,92.03445,91.60435,89.382325,72.1443,142.436575,148.407,140.1597,133.1847,120.450425,125.9628,472,1,335,111,68,17
"ZNF490",0.988732594596142,0.998339754975733,0.986112407766441,0.961680922245755,0.980050568751769,0.995098407721393,0.0544277524625602,0.921029364124176,0.116608435247585,0.459850126376553,0.989086798696877,0.997335836384707,0.97654413318704,0.938669081781778,0.389544805587755,313.369632415254,379.8561,310.212024477612,304.133763063063,274.785470588235,329.651270588235,4.84855073839937,NA,6.23030725290968,7.98928756577099,11.2960985167359,22.4621362647557,238.664975,379.8561,234.44475,244.03555,209.0901,270.073,374.089525,379.8561,364.9295,354.27945,306.77775,379.582,472,1,335,111,68,17
"ZNF626",0.99962900258998,0.999660344597166,0.999740730445311,0.96650082888675,0.999925313603438,0.992421525543556,0.99998973735595,0.999738057268426,0.999999999794053,0.998211469502153,0.936027058425028,0.99999968154339,0.9586490446172,0.993233527751097,0.97016872133872,378.140157627119,463.3094,384.109658507463,401.600084684685,383.4816,442.191705882353,13.1554256800529,NA,13.8689976068324,27.9121572025662,29.632914595874,96.2278007361826,180.508625,463.3094,216.98885,233.95245,223.4662,247.8748,517.1664,463.3094,495.5077,504.9401,518.639075,499.2717,472,1,335,111,68,17
"ZNF793",0.999928714781259,0.947205112083236,0.999987027530381,0.95366848681892,0.999995136280797,0.999861274847357,0.857310038483684,0.999999760775951,0.987447209401945,0.998993542209992,0.916541337288094,0.999999998177535,0.976956026871385,0.991049801266757,0.999195780028895,162.154875847458,141.8294,156.252697910448,153.708079279279,148.34265,139.322105882353,4.59690517081592,NA,4.5546105088158,8.48441103799442,9.93018432988037,20.6318891976636,104.47415,141.8294,104.7903,99.9756,92.037225,84.2074,191.9512,141.8294,192.36935,191.3276,176.325925,178.4771,472,1,335,111,68,17
"ZNF383",0.999948190550979,0.961836194981884,0.999820447879485,0.999999626385617,0.999938400066827,0.997208352781407,0.670094641857007,0.99872326991729,0.915353743411491,0.835325286268822,0.991019818398181,0.999355962217467,0.999237023676344,0.994607784549763,0.999982137057188,99.7561665254237,107.7081,97.4759417910448,99.4449702702703,92.3240926470588,94.0620176470588,1.78519519587901,NA,1.9564641604956,4.73284823001261,3.38463003572967,6.403205858122,74.78445,107.7081,75.1932,76.5274,76.3278,77.2225,115.35105,107.7081,113.1936,108.3145,104.620575,114.6584,472,1,335,111,68,17
"ZNF669",0.993633625212316,0.999973204170484,0.992931668333084,0.99127212226021,0.996429839896443,0.982777282425004,0.590785450077632,0.999345210280557,0.552601624012996,0.933487839802676,0.979243524693451,0.999109468998567,0.972613310406191,0.997849834048663,0.999997368449757,142.013587923729,104.8304,142.875284477612,137.819515315315,128.078760294118,130.130435294118,3.22469842931628,NA,3.67570535054622,5.71989874520742,5.8246192212248,14.2644835780807,95.233475,104.8304,99.06975,94.18895,90.570075,88.1838,175.192875,104.8304,173.83095,178.22375,148.308975,154.5078,472,1,335,111,68,17
"ZNF559",0.99882044368442,0.465069406869805,0.999832092839337,0.996431084801587,0.997886505616126,0.565496421101534,0.999470704944453,0.999349213086931,0.987569127705379,0.989829091007695,0.551336387901269,0.999999999485408,0.863869122135874,0.476900999273964,0.749335264218008,245.914797033898,199.9137,230.786854029851,252.023848648649,240.861075,197.428741176471,5.66508166604258,NA,5.81029563940869,12.7486540276838,11.6400251346045,31.6487742941177,169.170525,199.9137,159.02405,177.3435,174.808725,97.2856,306.36325,199.9137,286.74425,312.78565,293.4105,281.6272,472,1,335,111,68,17
"ZNF177",0.964647587365954,0.995810251157659,0.971026608438494,0.962954530776648,0.978698986530685,0.997371871529274,0.999251884738151,0.973259067057684,0.999999703623752,0.999822537944348,0.999985356543807,0.97471141464232,0.999999999954566,0.99997230025383,0.999999998795872,76.0615082627119,31.5355,74.0762641791045,71.318018018018,73.5448264705882,73.9048588235294,2.4421152291181,NA,3.18537656197885,4.40367522125666,5.30759801707337,22.6567617464153,36.678425,31.5355,36.2806,35.33155,42.623225,19.045,102.143725,31.5355,99.3814,96.94205,105.611125,92.7151,472,1,335,111,68,17
"ZNF548",0.999999988163404,0.565471885303224,0.999999562477296,0.999982229329311,0.999999999447195,0.942525781908907,0.977182288896405,0.999994154693256,0.594899559485641,0.977486485314739,0.867220150722176,0.999621771289419,0.598701775524573,0.86358021466228,0.984215517556417,343.894195762712,350.668,364.625499701493,346.985511711712,327.060614705882,294.660364705882,7.41202304771706,NA,9.91788512469911,23.2569736851251,12.798633110997,33.3636921300917,264.97535,350.668,270.23275,235.72635,257.9566,177.8203,397.629725,350.668,410.31825,400.82705,382.2733,405.681,472,1,335,111,68,17
"ZNF563",0.999906690455749,0.927151993467729,0.99998382777189,0.992897662131165,0.999979118871984,0.999999427476475,0.995998376140217,0.999693885148771,0.9134578557753,0.964621451266681,0.0530733945472699,0.997598077620477,0.115025386233425,0.138781476624237,0.0549352736215695,80.6109080508475,92.0863,84.0251880597015,83.5742882882883,77.3871367647059,115.053988235294,2.4383454837521,NA,2.47921257754573,4.3642911443554,4.46181802904395,17.82039689412,51.5067,92.0863,56.5142,54.4736,51.451675,64.3722,97.8804,92.0863,100.68165,102.5962,96.0034,144.1813,472,1,335,111,68,17
"ZNF567",0.999717822995147,0.739251885034646,0.999963180904421,0.779046897163919,0.999988430563814,0.999180488931389,0.624643942170271,0.999999231525743,0.970722413369209,0.998396366478689,0.517456682605062,0.999994923959365,0.777702697506123,0.880952876210764,0.963685919562574,172.585570974576,148.8181,164.557041791045,161.322197297297,156.095695588235,137.962835294118,4.22841406288319,NA,3.89853724854449,7.70751955547685,6.15344134672593,13.1647396062554,123.87295,148.8181,124.4549,113.32825,120.559125,106.1715,195.0558,148.8181,186.43385,190.01185,190.974775,172.6742,472,1,335,111,68,17
"ZNF573",0.991497294202368,0.999895772980113,0.992582176956377,0.441312418599818,0.998713191849348,0.588365799625953,0.999999992747741,0.99144417869571,0.999984589564521,0.791268637246172,0.999937800319479,0.995159362144937,0.99999122810816,0.994441991740445,0.999941355338176,28.8838271186441,41.11,29.2340552238806,32.8769630630631,28.790675,29.9740411764706,0.972617695530879,NA,1.04049443383534,2.20730234041908,2.49483346149043,3.72298626411627,13.82775,41.11,14.74205,18.4382,14.44835,20.5311,38.6514,41.11,38.7804,43.7415,36.649375,39.7235,472,1,335,111,68,17
"ZNF527",0.998578687126778,0.977339419983644,0.997458427144565,0.847831807544327,0.995029583334192,0.986783793631894,0.397820380288665,0.98711654125988,0.686842111044193,0.967400185551696,0.999921991110789,0.997700965139405,0.999999999974526,0.999826919316349,0.980982851628438,128.125623728814,149.6403,125.34214238806,121.558954954955,115.037966176471,125.194029411765,2.82588073238321,NA,2.44262527701327,4.4942601221456,4.28951802329228,8.13790054414403,96.815225,149.6403,97.1756,90.91285,89.80085,104.9548,148.791875,149.6403,143.0221,148.3951,135.7376,159.2633,472,1,335,111,68,17
"ZNF33A",0.98927643693179,0.999970367141259,0.988224961972773,0.999936817962501,0.987574816965779,0.999999311081241,0.790264769047292,0.969874671943085,0.855927454093518,0.936123712919829,0.999330898517023,0.995250097063351,0.998707363238318,0.998393621147764,0.937678439720625,1458.34699809322,1808.4275,1450.9513919403,1445.62410900901,1364.51175588235,1506.47781764706,26.9311057125291,NA,29.6378232779625,54.3402408185937,55.2961652742014,121.922234282873,1040.5719,1808.4275,1069.3834,1008.3846,1056.3865,1083.159,1758.2791,1808.4275,1744.94405,1723.83285,1669.654175,1818.7736,472,1,335,111,68,17
"ZKSCAN3",0.996691925816292,0.935412490066926,0.998381866791809,0.972873990696516,0.998640547151686,0.999995812580278,0.999457211327425,0.997941008957496,0.999973082537977,0.999879817361747,0.69387968917407,0.999996079171111,0.849846597999441,0.894373407019813,0.853828463264233,86.7612131355932,104.4193,89.2099265671642,89.7063891891892,88.3334647058823,99.8158705882353,1.67462420542179,NA,2.036802517326,3.22370058599402,4.35576738281749,8.5071414805564,60.944075,104.4193,66.02415,66.2957,64.245925,74.3854,107.138775,104.4193,107.0824,109.36505,106.44475,117.9138,472,1,335,111,68,17
"ZNF676",0.999431796056367,0.979171480376222,0.998866422523611,0.824362117383654,0.997319527072324,0.980891276814506,0.995755128749192,0.999811782464339,0.94971485395366,0.801354028709565,0.834263874192791,0.989851480906407,0.921393023912925,0.987405818255387,0.761416890103205,20.6448646186441,3.6999,23.2435862686567,27.1509747747748,17.3081882352941,35.6217823529412,2.34907756439065,NA,2.62510244700652,5.0984622646413,3.59659345924843,23.7469116025104,1.426475,3.6999,2.45625,3.3694,2.8793,1.2362,12.689925,3.6999,16.14985,18.6855,14.81535,19.2242,472,1,335,111,68,17
"ZNF699",0.999821982408055,0.964796724983999,0.999530544702853,0.797579530843336,0.998704699594766,0.982127201801185,0.992815897516446,0.99996578883539,0.919395571569596,0.752947076909664,0.998351314708198,0.999986494332478,0.98703860038578,0.942851404052481,0.999997953625357,30.3710220338983,25.0771,31.5312402985075,33.0552468468468,28.8927779411765,28.3095882352941,0.929208712125382,NA,1.10476402309492,1.7233288645797,2.24901654442799,5.54570858568536,14.150675,25.0771,16.2857,21.01835,13.3106,11.5301,43.64685,25.0771,44.1874,42.62605,40.969525,37.1812,472,1,335,111,68,17
"ZNF250",0.998958525617432,0.999999893045673,0.999015825187524,0.244474041870096,0.990369816343313,0.26460948599596,0.99913145148232,0.998218428190285,0.998834263346979,0.842105878032008,0.403616164464835,0.962705731290882,0.401255509890393,0.943110771893837,0.629968366304638,350.522745762712,280.1192,349.734690746269,393.111885585586,359.309573529412,437.025594117647,8.56499222268314,NA,9.56123117074884,18.0055873730501,23.1688199712577,62.3493318720078,236.8175,280.1192,238.7196,255.14255,255.37625,264.8754,395.116875,280.1192,407.49265,470.5106,389.479125,486.7745,472,1,335,111,68,17
"ZNF79",0.99988303406032,0.983943692337137,0.999714143121621,0.962499079261615,0.999484001662464,0.999291541926666,0.981948044415432,0.999988710568072,0.901118556212629,0.857371054721357,0.487848314860402,0.999968687901177,0.372070803248878,0.337393616893748,0.799442086783953,121.4692375,136.074,118.553144477612,116.245998198198,126.903914705882,147.576482352941,3.58687322193676,NA,1.89459042475506,3.78835434847444,4.45354821529263,13.3212583487553,91.4236,136.074,93.36935,87.50025,103.845875,115.9773,141.285075,136.074,140.42115,138.27805,148.136775,167.1953,472,1,335,111,68,17
"ZNF681",0.995773033202692,0.371774508685038,0.999080957962179,0.945484132039057,0.998445536175705,0.998656017664602,0.980500546303231,0.991090506827571,0.503960218601387,0.82754090703123,0.998272392096355,0.998755927633653,0.999992429727357,0.999999992688031,0.978768647784579,234.121309957627,357.2456,267.685420895522,257.090708108108,211.873972058824,259.282158823529,6.49220269121209,NA,20.0497412530222,13.9519678502795,13.4008980348616,35.3359972078279,141.425125,357.2456,153.3287,149.0645,139.47315,166.521,291.637025,357.2456,321.5456,320.26275,268.948475,350.2492,472,1,335,111,68,17
"ZNF766",0.999102665213598,0.999980698124712,0.998953402803064,0.999906245920129,0.999368198833437,0.999442947404091,0.999978824357396,0.999357259242249,0.999841252536041,0.999999999917031,0.999747704292476,0.99971969025202,0.999469841488379,0.999976881468699,0.999976115073422,631.871457627119,532.7852,635.113565970149,625.285746846847,625.874157352941,613.028864705882,13.9874633064971,NA,13.2658946309373,21.6833138339517,22.9005379184858,33.2110330083762,483.6303,532.7852,494.14735,488.8182,507.654,554.4239,716.409375,532.7852,728.58155,728.7812,719.71755,680.3697,472,1,335,111,68,17
"ZNF471",0.935324731411964,0.999987533866808,0.938477922214232,0.719781112287593,0.969061148558005,0.807283961812802,0.999989928824289,0.931548141556803,0.99991536029352,0.884491995818962,0.83342316018032,0.989003159862032,0.858291381198069,0.992791754138253,0.851022333380752,120.098793644068,25.0771,118.982596716418,105.098862162162,122.040317647059,90.0856058823529,4.3339796452372,NA,6.10465449927297,8.81392206361267,12.1174825948599,24.1124240261382,45.547225,25.0771,34.99905,33.7333,35.791925,18.0997,172.908675,25.0771,166.93375,144.922,195.265525,152.0056,472,1,335,111,68,17
"ZNF836",0.999854372002664,0.999997612957422,0.999875692149873,0.99999558291323,0.999816129705604,0.999962231670461,0.999970452501127,0.999780389682807,0.999892062797504,0.999999777747768,0.971653745209536,0.998052793601892,0.967199630397066,0.983741343756475,0.989770107060026,193.623274152542,225.2826,194.610388955224,191.974164864865,190.651763235294,169.869188235294,5.70452212502486,NA,7.47325874807417,9.99426722687378,11.3789855131272,17.186287030715,123.605675,225.2826,124.9408,128.94505,133.633375,137.0641,232.330575,225.2826,229.7532,237.5625,228.1612,228.8732,472,1,335,111,68,17
"ZNF493",0.29786925167283,0.999985064608969,0.292262209543891,0.999999952157725,0.298816547076997,0.999999923093638,0.999080710422187,0.279618975860093,0.999785315244785,0.999776731129345,0.999937854553786,0.358407242664552,0.999841653251148,0.99992312539943,0.999062253297305,247.275542372881,541.0072,245.655146268657,246.518936036036,240.485116176471,254.739135294118,6.74036773886811,NA,7.51880208113119,13.1133960210257,14.3559861370761,36.900763312492,138.810425,541.0072,139.4918,153.2304,149.3878,145.7032,332.69605,541.0072,335.97305,311.9179,298.762975,307.3175,472,1,335,111,68,17
"ZNF167",0.999660954720547,0.999944780732637,0.999736064141395,0.943167128107288,0.998722249367666,0.912579898960645,0.799042020955634,0.99729364914055,0.75373373255031,0.997735425075068,0.668416866483828,0.986821095535213,0.636144681611233,0.90220380057175,0.975444176194659,61.9993413135593,73.5868,62.571523880597,58.3144207207207,55.6767926470588,47.8952470588235,1.63000594687136,NA,2.32941855189053,3.53747141873223,4.00959820275642,11.535268962382,35.31975,73.5868,32.43255,30.4479,29.11715,16.5711,82.968725,73.5868,79.7115,74.8266,76.781325,54.8133,472,1,335,111,68,17
"ZNF565",0.996395533866783,0.984164299784328,0.997800983203976,0.959144011193236,0.998627539537835,0.999102581005697,0.560737507216943,0.999779087598381,0.811500429422421,0.96434854626781,0.998654886025457,0.998919061115066,0.999951974770225,0.999999987405735,0.998199652562453,82.9665389830509,67.0092,81.3986002985075,80.0921792792793,76.0279235294118,79.7646588235294,1.58859636062894,NA,1.67599745097662,3.07373088125546,2.99403228075168,5.62119749598143,62.5701,67.0092,63.9612,59.63435,59.346975,70.6517,93.4963,67.0092,93.0596,94.56645,92.7601,88.2728,472,1,335,111,68,17
