"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","count-Alive","count-Dead"
"ZNF195",0.132997677111266,380.352131412429,401.512454621849,4.82012439779385,13.710442296101,295.7123,297.3102,445.0132,482.9629,885,119
"ZNF263",0.876649662845047,952.806765084746,947.898196638655,10.8823472875851,29.7272501407198,721.4264,731.8845,1114.6674,1105.24,885,119
"ZNF200",0.305893801837971,266.298748474576,274.627422689076,2.81730396068767,7.24982733152844,212.5506,217.65635,305.0847,319.30495,885,119
"ZNF582",0.792822602733187,53.6521327683616,52.8215294117647,1.07040982988055,3.31387812369093,29.6865,21.82395,74.2981,77.0303,885,119
"ZNF285",0.19351236541275,90.6882948022599,98.7417949579832,2.08304575121603,6.70920645671287,47.5952,44.41535,121.3608,139.1201,885,119
"ZNF275",0.592396568437929,601.630914689266,614.774510084034,8.56056440798241,20.6321443276786,421.015,466.91935,741.8033,755.1863,885,119
"ZNF37A",0.0359672773242328,700.625048813559,766.836018487395,10.6752313959273,33.0246016687378,487.4498,544.34315,849.2335,883.02075,885,119
"ZNF510",0.0317319387723006,329.272945988701,355.568651260504,4.21808079868428,11.2946696612243,236.9903,272.67355,410.4066,413.19755,885,119
"ZNF506",0.0812846269379525,427.264793107345,457.166221848739,5.8392231900133,17.2637928606993,317.4216,329.0349,531.1532,598.0106,885,119
"ZNF324",0.775790169512436,214.962404180791,211.922994117647,3.71546022584108,9.10313540337728,165.6285,154.6024,248.4195,251.05745,885,119
"ZNF671",0.326029852696844,147.857536949153,135.768512605042,4.21122194815214,12.0362625536573,60.7914,45.1478,205.8693,175.50055,885,119
"ZNF416",0.473581280622595,142.515913559322,147.36484789916,2.28306773867773,7.21045471274606,106.7847,106.09315,164.8896,171.76615,885,119
"ZNF586",0.794149860522129,245.467225649718,242.058379831933,4.33039605146434,15.2345821563363,171.4619,159.7951,291.0044,267.26995,885,119
"ZNF446",0.00832025273481707,316.307166666667,267.127193277311,6.52193517376373,14.8246749877864,204.6509,170.40735,381.5193,324.34655,885,119
"ZNF8",0.436102130201599,113.567253446328,117.875246218487,1.91219883534961,5.01318135197976,81.3276,79.85425,134.6914,140.54645,885,119
"ZNF264",0.0960654222634776,893.116179887006,965.069920168067,14.7169296413726,43.5707855754447,658.2887,688.31595,1042.2585,1135.77235,885,119
