"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","p-adj-stage Tis-stage I","p-adj-stage Tis-stage II","p-adj-stage Tis-stage III","p-adj-stage Tis-stage IV","p-adj-stage X-stage I","p-adj-stage X-stage II","p-adj-stage X-stage III","p-adj-stage X-stage IV","p-adj-stage X-stage Tis","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","mean-stage Tis","mean-stage X","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","SEM-stage Tis","SEM-stage X","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q1-stage Tis","Q1-stage X","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","Q3-stage Tis","Q3-stage X","count-stage I","count-stage II","count-stage III","count-stage IV","count-stage Tis","count-stage X"
"ZNF708",0.99958647076262,0.9078155971878,0.923349337582315,0.725913446716479,0.763279262899365,0.910411195911792,0.998659697477617,0.999039040644808,0.9996906280797,0.999999998845251,0.801784537353726,0.712166684731507,0.531422126286849,0.355780084366846,0.981344205312595,208.356903550296,205.748439514731,198.424867410714,172.6161,170.2557,238.916623529412,6.08846620371298,4.18626844387985,5.93175912677445,22.5246505738322,NA,26.1665850736953,153.65,135.6798,134.348625,105.61435,170.2557,134.658,245.7457,251.4254,247.8992,208.93215,170.2557,294.3838,169,577,224,15,1,17
"ZNF721",0.084582265496648,0.363052366903065,0.998508928277969,0.859839198936454,0.999695226425616,0.998489824173783,0.999307546365585,0.999996720474522,0.999989202013463,0.999999985623283,0.982647695563136,0.999916390165576,0.999998956588607,0.999013323093767,0.99998043855514,573.395475147929,525.77105389948,532.387467857143,509.912646666667,501.4536,537.245717647059,15.573933672572,8.5234496297323,13.6842955679359,70.296261193025,NA,37.4385785299699,434.401,377.7994,388.815775,270.21145,501.4536,454.3676,693.2094,655.248,658.474375,610.314,501.4536,620.4605,169,577,224,15,1,17
"ZNF662",0.890358510137459,0.179438902519306,0.446614177369755,0.824458669796069,0.946030933347631,0.999364193716654,0.73607102441674,0.675823737248088,0.582813826641358,0.555570278545824,0.999258086046151,0.975432017522916,0.78140165167562,0.843104332450459,0.8055123723362,171.39085739645,158.022880069324,137.585439732143,124.564166666667,368.4388,184.213917647059,10.5897717628293,6.2459001389005,8.3359812461995,29.5404682271814,NA,30.6137776485958,56.5749,45.3471,40.064175,37.0388,368.4388,99.047,261.5235,217.4436,184.303975,192.02435,368.4388,210.5827,169,577,224,15,1,17
"ZNF320",0.700484830788937,0.999696153443277,0.826929250414473,0.994624052841493,0.999999746009699,0.998136808373186,0.749091618188951,0.817093805139424,0.765974384732097,0.844779034302693,0.999992619537219,0.999113473930314,0.999999999373643,0.999627502042997,0.788334867190843,585.021986982249,555.271301906413,577.915358482143,550.890986666667,262.786,576.648235294118,18.3903685322758,9.77227728304504,15.7251300180261,66.5244855055969,NA,52.8352640691718,458.2517,401.68,453.700825,412.161,262.786,451.6902,679.5941,663.7478,669.57985,675.96105,262.786,652.4357,169,577,224,15,1,17
"ZNF530",0.991869099746569,0.99845379173148,0.999996879819244,0.762416252380724,0.844488894615906,0.838915486801432,0.968404163978286,0.976162497879197,0.974985233198897,0.998289837433273,0.92923212045449,0.969630461025174,0.966231010053323,0.99950408404479,0.994672246025622,82.5883816568047,80.2440389948007,80.6659602678571,66.11404,46.2147,71.4006588235294,4.29726390808405,1.72330005066975,3.2879362849684,6.4368099595093,NA,7.48643596264103,54.6497,54.7172,54.677425,52.3625,46.2147,53.7781,91.1139,95.0837,96.000825,84.4315,46.2147,94.3802,169,577,224,15,1,17
"ZFP1",0.999777656696953,0.999783346102104,0.999999960398654,0.999963588713516,0.99971930958679,0.99967511431858,0.911519385804709,0.902246236695146,0.901365902340506,0.936113256420994,0.999948321862787,0.999604299623865,0.999548682483338,1,0.935337230607871,248.004332544379,245.590894107452,245.207693303571,253.158113333333,349.5962,253.228064705882,7.4144192226449,4.22453331036424,6.53424311801588,19.8946183326568,NA,22.3243158296373,181.3804,174.0603,181.3144,202.38125,349.5962,184.4314,293.9874,292.5416,288.2604,326.37915,349.5962,287.1626,169,577,224,15,1,17
"KRBA2",0.999982100398699,0.999999999852714,0.999983231040807,0.99999740356617,0.999999883179528,0.99999792346441,0.859348609160549,0.864729549881436,0.859702816878133,0.885849014368644,0.539770708019546,0.462858525921749,0.522630466900585,0.785765632439429,0.638244807434588,69.0602905325444,68.4216181975737,68.98895625,67.72542,18.5061,87.8604117647059,2.94290603012867,1.86513786260323,2.93214162424926,12.783015393535,NA,12.6401325760711,45.0227,37.594,40.9502,32.2686,18.5061,59.3889,87.9963,88.1724,86.869125,86.98875,18.5061,124.3612,169,577,224,15,1,17
"ZNF93",0.81431616036393,0.999992284947803,0.836335008408857,0.999999999087947,0.998794435845752,0.999999996262282,0.996275792780712,0.998843249371036,0.996745832921114,0.99694578209969,0.992196440959143,0.999985722538383,0.994883583773937,0.998671715185255,0.99939576557706,152.78599408284,164.098570017331,154.276842410714,153.430646666667,204.576,168.173476470588,6.47006251068604,4.64090265846977,6.47123071644188,22.3763399320542,NA,27.8181013708773,100.0834,93.121,96.32635,97.48685,204.576,107.9137,179.8884,207.707,194.4507,162.52495,204.576,239.1598,169,577,224,15,1,17
"ZFP90",0.999946520700805,0.999997420491522,0.999999385925055,0.999692463864615,0.999900195561869,0.999849613622554,0.983093835024681,0.984862918560072,0.984271840725004,0.991543714988204,0.999921220563216,0.999638713496137,0.999794219987377,0.998874126759999,0.978503619083495,614.624840236686,618.672272097054,617.187343303571,632.402,768.5061,601.891858823529,15.018333437498,9.52579260055716,14.8264516991019,47.8623503539135,NA,69.1084729203312,477.5246,475.265,465.222675,513.18275,768.5061,385.5393,727.0392,711.5574,710.36075,778.74735,768.5061,667.6965,169,577,224,15,1,17
"ZNF479",0.928409929465664,0.99946591126477,0.9876063995367,0.999999210624498,0.999909553778646,0.999999990535053,0.999999999971883,0.999998861200276,0.999999973333444,0.999999993212862,0.999999999993865,0.999287997921066,0.999991663472941,0.999999690706975,0.999999999991237,0.0279284023668639,0.232813691507799,0.109940178571429,0.08616,0,0.0226941176470588,0.010776519419414,0.131225462463387,0.0508933592939911,0.0381950430590897,NA,0.0226941176470588,0,0,0,0,0,0,0,0,0,0.1589,0,0,169,577,224,15,1,17
"ZNF445",0.605690381148652,0.707308259911037,0.999999276120082,0.72412890368799,0.942567653371033,0.953118792121101,0.451970975500665,0.540832169735231,0.546954076723183,0.725380433541846,0.998351193437892,0.918521793168662,0.916680907215258,0.745377543844605,0.415434382571549,666.250518934911,634.145478509532,632.552136160714,578.847593333333,244.2799,690.876147058824,16.9727755538477,10.0211206162185,14.2613507754934,59.0254095407881,NA,51.4166696312774,504.435,449.5932,479.17135,411.9568,244.2799,592.0713,799.2083,777.9175,766.68555,705.114,244.2799,849.1122,169,577,224,15,1,17
"ZNF74",0.834850971709215,0.858214417856912,0.0533292131774458,0.99776203597394,0.955135729866515,0.999999999984245,0.384861079520361,0.44816465393745,0.316027774897218,0.348795761789169,0.639490122781133,0.854548140792263,0.329655622371638,0.699589710812548,0.664439513495131,353.77131183432,371.093646793761,334.429725446429,333.98094,671.9381,418.135817647059,12.0436144703695,7.30718231915254,8.20870160869953,31.2045999423464,NA,74.9168826363685,246.6598,258.9286,246.99005,245.9925,671.9381,251.7789,414.2779,436.459,387.8476,379.66415,671.9381,410.5733,169,577,224,15,1,17
"ZNF829",0.999932176811563,0.99947797335233,0.999969866991175,0.99933512782674,0.998117434994332,0.996934152780117,0.925564029928411,0.918931995164789,0.914603454492945,0.95639378611008,0.800319455666008,0.818260455339594,0.858984299807624,0.847477162953325,0.803627702460736,30.8256289940828,31.2628133448873,31.5968700892857,28.6825466666667,8.4118,38.2368235294118,1.55058637605222,0.936951759288773,1.70164499267081,5.1351154881701,NA,6.79804529651144,16.5496,15.9277,15.47635,13.3132,8.4118,23.2822,41.6809,41.2445,42.671325,36.53715,8.4118,47.1228,169,577,224,15,1,17
"ZNF267",0.51807069731755,0.0329871806679233,0.360550978282532,0.963943205018208,0.999810583746471,0.999569026819813,0.838471084385617,0.901106042940972,0.948267690598668,0.933669055478921,0.972941249996194,0.999972886282357,0.99794201306644,0.999999720807258,0.925275683693499,440.573659171598,415.620085095321,389.91504375,403.966993333333,241.5882,408.2198,12.3173945481046,7.13638221179262,10.4537854991547,46.8547982257186,NA,29.9085656888477,317.008,304.4474,285.315925,298.99605,241.5882,316.1689,521.8775,487.8489,458.032025,434.20435,241.5882,441.7762,169,577,224,15,1,17
"ZNF566",0.99895257918227,0.332430563794266,0.243926336844509,0.868493921997558,0.905236651373534,0.999080714243006,0.998283242804212,0.997507883453126,0.988937798216365,0.981307998239634,0.998387334950635,0.993105413271968,0.817332180254499,0.85577146197399,0.99962574591993,218.290959763314,215.159363084922,198.989221875,189.694073333333,258.0754,228.253452941176,7.20521615602594,4.09630169808815,5.41076712620722,18.7409062285266,NA,26.779699888115,170.347,159.9177,151.75805,139.2464,258.0754,168.8082,248.5894,244.187,232.267425,225.4057,258.0754,241.9574,169,577,224,15,1,17
"ZNF224",0.613073344468084,0.517840180518785,0.997022449466717,0.689569565036553,0.925335774244776,0.964301125911857,0.999929848300413,0.999228539882018,0.998761618577745,0.991415704802253,0.999109519305488,0.935354535447849,0.893129846236803,0.74165404354646,0.999996077666474,235.577420118343,221.389709012132,217.552724553571,195.138913333333,258.2301,245.224023529412,6.86850007888344,4.67160083660547,5.64504042332443,28.8314071107449,NA,25.0466952879598,169.7651,149.8873,163.439775,116.0383,258.2301,156.1953,293.0851,280.8447,273.443025,230.4414,258.2301,327.1348,169,577,224,15,1,17
"ZNF529",0.615031545805155,0.00318110763165458,0.0300976240139614,0.534534804079595,0.826885470780656,0.999661670357383,0.999993817197248,0.999796580263765,0.995787202112522,0.992736156447572,0.864272384077581,0.989620311380501,0.999382114549405,0.997125933067064,0.998456365704809,355.766710059172,335.986002772964,301.745150446429,290.163846666667,375.1682,314.102735294118,12.566283599768,6.09959480449687,8.05637665252169,26.3003200525843,NA,33.6933583690225,273.5824,244.6441,220.862,205.7434,375.1682,246.4183,399.2039,391.6034,371.60745,354.72005,375.1682,331.4865,169,577,224,15,1,17
"ZNF284",0.926500129027872,0.485382332860864,0.831753092966362,0.99828093062638,0.999997736405893,0.999869148390903,0.997427648009796,0.99422051634846,0.987932170555755,0.993655594318706,0.0319980269700237,0.00748012581395219,0.00246355449583269,0.130021623054084,0.99969635638147,49.7742893491124,47.5856571923743,45.1342674107143,46.8447066666667,61.6386,69.4698588235294,1.70428737614343,1.15347336058865,1.35852740129712,5.06368551026834,NA,11.7142833277656,34.2433,29.0155,30.672225,34.16495,61.6386,37.9361,62.8918,62.4406,58.97755,52.89595,61.6386,82.4649,169,577,224,15,1,17
"ZNF749",0.985584949519034,0.942675919477921,0.997808162486549,0.913206787626312,0.963441625747482,0.984656246287518,0.986255460736035,0.990896723672673,0.993142996570136,0.999033635432559,0.999999942521467,0.999719137683156,0.998255795335385,0.965841742895505,0.986594480086978,99.0838597633136,95.5705693240901,93.4583316964286,82.5962733333333,59.2194,99.8940294117647,4.68894997445053,2.44158081709635,4.44030628926912,9.91201516524488,NA,8.02913919203857,65.7444,60.9731,65.589,53.57625,59.2194,66.0144,121.2205,115.7556,110.6092,108.37775,59.2194,117.765,169,577,224,15,1,17
"ZNF17",0.480098413656853,0.566490205309914,0.999986643193242,0.687086376730843,0.94304507881266,0.957986339977318,0.955929226533696,0.981287153576604,0.982815935152003,0.997621377258877,0.999175072152501,0.999848989070831,0.999673409072442,0.957287083351504,0.975806380933238,171.156559763314,158.056847140381,157.014009375,137.933393333333,98.5868,163.376011764706,7.54935998658202,3.01131361707472,6.8666253286858,16.558061596767,NA,9.49094535462106,131.0954,117.7327,119.684675,99.0858,98.5868,141.7004,179.8572,182.6166,184.438,169.9046,98.5868,191.8239,169,577,224,15,1,17
"ZNF555",0.994159395030563,0.65834075700604,0.759351651220502,0.934822205917422,0.969267661997582,0.999006524685413,0.476985912650925,0.443643101949961,0.379401674529975,0.355592407610947,0.977612067470806,0.93204264481026,0.754245267565039,0.814005397354621,0.62747224153909,93.5983834319527,91.9885499133449,88.4250580357143,85.0395866666667,153.7685,99.8870235294118,2.52819013619073,1.4703184435335,1.99627104306224,6.31389136953377,NA,8.7544609558605,69.9571,67.5901,65.71925,68.9646,153.7685,86.6735,114.9647,111.4033,107.5413,98.6009,153.7685,112.942,169,577,224,15,1,17
"ZNF75D",0.97328481800719,0.879924751188825,0.992414096195395,0.999900760298059,0.999999999949297,0.999971297309557,0.994002449931175,0.989716152531084,0.98587399261799,0.991320705665632,0.995871533506463,0.999857830430551,0.999999811585303,0.999969558255697,0.985958083544668,352.116087573964,361.394655285962,367.713923214286,360.925713333333,275.572,370.049588235294,9.67141383480923,6.01219582086371,8.96385917436426,38.3113663797248,NA,26.3633736920209,268.5405,267.2984,281.50935,271.75605,275.572,312.17,419.805,436.8522,437.753275,430.0927,275.572,399.8352,169,577,224,15,1,17
"ZNF197",0.773089541697793,0.968182412881698,0.997966479653863,0.03526820502054,0.0923395369258023,0.0755403880397699,0.954019592930529,0.974859854353999,0.969632676964734,0.9999998190896,0.999965035660792,0.999798132025684,0.999994960260202,0.27424836012816,0.967730120787994,494.739692307692,476.628928249567,482.029370089286,369.088406666667,358.3445,487.1273,10.9963148461948,6.70162972271029,10.5955334063753,38.9945646814533,NA,26.2526806413426,394.8578,355.7492,372.3388,258.50965,358.3445,391.8425,586.4314,586.7347,569.568975,497.7852,358.3445,584.1195,169,577,224,15,1,17
"ZNF732",0.999919210545481,0.989129110907785,0.896588252459341,0.86666752620267,0.88395046784041,0.735665533751045,0.99925879260376,0.99943297930995,0.998351332988024,0.999999960980105,0.989938345396233,0.979960562632589,0.99911005368154,0.782203643612064,0.99623315367924,11.2602355029586,11.0273800693241,12.0108388392857,7.65976666666667,7.0659,13.1032882352941,0.865098709046719,0.475428830639333,0.889620668734665,1.68025684050489,NA,2.48424051281394,4.3309,3.5146,3.716525,1.6618,7.0659,5.4813,14.2768,13.8946,15.081975,8.9583,7.0659,21.2212,169,577,224,15,1,17
"ZNF546",0.759773350183654,0.231771370848236,0.74376048214896,0.691122016198315,0.899893743443895,0.989045781770127,0.921873255954204,0.953036522403334,0.973504235136033,0.992402504632218,0.658286783635734,0.321077946073669,0.149030669389214,0.241802163817485,0.764838206865797,82.1571479289941,77.6760131715771,73.5607638392857,67.19228,44.4145,96.7879235294118,2.92051094203217,1.68842323154055,2.08880030176735,8.72164791521484,NA,9.26169085699945,55.0984,49.1703,51.28915,41.7956,44.4145,65.776,106.6667,96.1538,95.4943,91.0156,44.4145,128.728,169,577,224,15,1,17
"ZNF286A",0.836104675959643,0.989288320232174,0.266303441148041,0.999968233697546,0.999945341191533,0.998186801423073,0.999819588490768,0.999076240118068,0.999952738996606,0.999634499472643,0.99578481858676,0.999998559907827,0.97266476235175,0.999922647401333,0.998896574689767,348.681226035503,374.025547140381,333.357283482143,360.847966666667,284.3203,379.994682352941,17.2239823913638,10.7729831070439,14.352703301606,35.3255915973374,NA,39.1166392380694,243.8033,240.6753,220.270025,262.7378,284.3203,285.0653,395.9559,420.9273,373.31425,473.1382,284.3203,398.2301,169,577,224,15,1,17
"ZKSCAN4",0.676279628321141,0.999997321082339,0.470430474749534,0.955878601750203,0.998835141649608,0.94355562903384,0.94493504601395,0.905157366824032,0.947635747722923,0.879664526585689,0.805052794545056,0.445160927304808,0.821448033300769,0.624622273033377,0.992869549090644,137.897602366864,132.325759618718,138.396779464286,127.940233333333,176.9852,151.717094117647,3.35708924922445,1.77404935766494,2.800861837149,12.0932309669724,NA,14.2101163173161,112.2665,106.385,109.590275,99.9484,176.9852,113.4604,158.1706,156.4145,159.810525,151.7227,176.9852,164.5164,169,577,224,15,1,17
"ZNF643",0.91811042576497,0.921508068440445,0.160426002067838,0.970327095221334,0.997066469445741,0.851444505940701,0.99997984097607,0.999999417908955,0.99980075804219,0.999999988251407,0.999378036333389,1,0.975894977340352,0.999312881598291,0.999999485712368,56.4227538461538,61.1102048526863,51.0202450892857,67.73952,65.6124,61.0971,3.20734013036138,2.6653965969751,1.85127975160272,10.8556358403769,NA,7.82231139689072,32.538,35.0101,31.5367,37.39945,65.6124,40.318,65.8213,71.1076,63.612325,93.84265,65.6124,72.7794,169,577,224,15,1,17
"ZNF642",0.995937432821817,0.259286139743598,0.225451044143915,0.792259233344511,0.857304192786458,0.996966606754819,0.958095377775638,0.966346752088701,0.988751751848676,0.996562588051715,0.995711435943466,0.999313491546255,0.999257474114339,0.990268890384848,0.981837529937494,123.315015384615,120.62870797227,109.988538839286,102.287426666667,71.6689,115.410194117647,2.93008873984776,3.06314485932303,2.34178405372989,9.35790417224909,NA,6.74079897269272,96.4027,90.5757,89.114825,90.796,71.6689,99.5806,144.8481,141.9206,129.72865,112.62355,71.6689,134.171,169,577,224,15,1,17
"ZNF490",0.99997150614159,0.337282349209742,0.157901817312007,0.990177917037163,0.992975551088701,0.999989613054405,0.999700746245129,0.99976997492393,0.999999131784865,0.99999542856725,0.990041492298442,0.981958379081205,0.705617304594386,0.944905972222998,0.997932551680938,314.852044970414,313.161849046794,293.255015178571,297.461633333333,283.6474,331.325447058823,7.83898260968134,4.69162540290333,6.01318618585373,22.2664011017597,NA,20.8284491069891,233.8149,238.7782,232.830875,244.5761,283.6474,300.2396,383.4452,365.6939,347.553425,364.22275,283.6474,358.7474,169,577,224,15,1,17
"ZNF626",0.535039857400173,0.901851331657156,0.995018161068149,0.999430086044586,0.999928954513894,0.999999891266133,0.999999999983639,0.999986134030939,0.999996974712266,0.99999874863991,0.999970412015925,0.998486094573642,0.999897582071716,0.999996020220456,0.999999924749227,415.047095857988,374.12654610052,385.614516517857,390.027253333333,417.9004,402.084429411765,21.1319866158321,11.4238076397191,18.2219248514243,109.634437343393,NA,52.3925421160953,258.3605,179.2757,199.5048,149.2015,417.9004,267.5574,520.1075,509.7771,509.567525,440.6246,417.9004,473.9465,169,577,224,15,1,17
"ZNF793",0.999953048683476,0.872928698563351,0.54841713906269,0.98752759593784,0.977959624938314,0.999923991934032,0.996067459541583,0.995326773566755,0.99884331071623,0.999553213639184,0.976168894204114,0.982122414848589,0.83329364562545,0.909357852302658,0.984718389824192,159.4448,161.074860485269,148.945061160714,143.466533333333,113.0552,176.881517647059,5.97619743969164,4.05048610894999,5.62731897178019,16.508890820313,NA,34.6231189876583,113.4693,103.0105,98.564125,96.7261,113.0552,97.4212,187.2264,195.1307,178.908575,166.4404,113.0552,200.5889,169,577,224,15,1,17
"ZNF383",0.999657664828106,0.815092292633257,0.374224953277638,0.980216114511393,0.960483123631155,0.999876122373429,0.998208386425673,0.998670069220235,0.993851285633924,0.991004085859173,0.99652332281185,0.998700675639438,0.918182159232554,0.947645233473765,0.99970347500431,98.634075739645,99.6327003466205,93.8622928571429,91.3860133333333,114.7376,103.328652941176,2.42441168707212,1.66046643045593,2.43085913080521,9.37013966057866,NA,7.82061034998284,79.3134,73.7554,76.15605,71.8369,114.7376,75.0716,112.9118,113.9663,107.221575,97.09505,114.7376,115.5415,169,577,224,15,1,17
"ZNF669",0.642246196417635,0.999652785081241,0.289058657082122,0.978152604318707,0.803660268258582,0.989432989044828,0.973894855980268,0.947379504681688,0.978181402206415,0.994104437382163,0.0713422869767414,0.206597532668481,0.0467897546926948,0.121316759824891,0.717780667470954,135.403246153846,144.303051993068,133.348068303571,122.34662,84.7914,181.384976470588,4.45829247889343,2.93883389769931,3.80758310687491,12.3026996696203,NA,26.8071096430284,93.5858,98.1912,92.623375,104.50675,84.7914,128.2729,175.0667,174.7914,163.781125,130.70775,84.7914,213.5256,169,577,224,15,1,17
"ZNF559",0.295179846259291,0.820868231675443,0.979159800727751,0.56058689239159,0.914887882601392,0.835393616963354,0.951481768723459,0.982098616474182,0.974829363498997,0.998306289986336,0.899427318746425,0.99933187362073,0.993138400381371,0.996041043725947,0.991281985932788,257.574529585799,236.144624610052,242.827697767857,205.143806666667,154.0276,226.095976470588,8.96979037208551,4.86374340634309,8.13383908664102,26.1022852973624,NA,23.8199021308223,183.7089,160.5502,171.17625,114.3402,154.0276,156.774,318.6493,294.4497,310.7264,268.7211,154.0276,281.6272,169,577,224,15,1,17
"ZNF177",0.77932088138738,0.431819636672932,0.935233185282237,0.510688069332246,0.759060119533901,0.903726061160605,0.949392462238254,0.916518618509197,0.890495127153939,0.77718761110204,0.751405020029627,0.936138912510594,0.98926243576729,0.999391911625594,0.8361163986762,81.215125443787,74.9861901213172,70.9523776785714,55.85442,129.6198,62.4203823529412,4.50373637645725,2.33636229914367,3.15358266409299,10.8399525966904,NA,10.9890640868321,41.564,35.4557,35.5649,19.65425,129.6198,37.6572,104.3816,99.8819,98.72175,79.62935,129.6198,68.7459,169,577,224,15,1,17
"ZNF548",0.471858602344152,0.228363780067276,0.949894570639706,0.309532147445419,0.649658470921324,0.821285780474969,0.999999991019056,0.999996522575658,0.999966348677842,0.996104732100112,0.937700435516994,0.99948976693267,0.999999975243084,0.947579881758482,0.999960748817443,376.202085798817,348.665644714038,336.407108928571,278.671926666667,369.7847,334.435394117647,16.0758622893037,6.72718433049969,12.6581641995627,30.4279797510942,NA,28.5637982102571,290.8082,261.8928,246.4132,194.6569,369.7847,262.6181,411.0511,402.7368,398.948275,316.60105,369.7847,437.3498,169,577,224,15,1,17
"ZNF563",0.9796252069344,0.997109606059137,0.999966674152323,0.992477825039896,0.960844653952546,0.97346973375567,0.999951407881954,0.999815543277131,0.999861791129531,0.999999966161378,0.999296802410419,0.999997976535354,0.999983308766492,0.982879252736161,0.999743941175203,84.7677224852071,81.6576982668978,82.3936875,92.4618666666667,94.8856,80.3474882352941,3.32592355310735,2.12364644527424,3.26082679846344,18.7649399016019,NA,8.26709970026868,54.4753,52.0291,54.1467,53.3577,94.8856,56.3518,105.2894,99.6646,96.520075,106.3726,94.8856,101.7221,169,577,224,15,1,17
"ZNF567",0.999995056767785,0.266258499336332,0.0420562724790641,0.870689062902252,0.835570154817354,0.999563011087425,0.999897850032782,0.999870310295216,0.999999999605045,0.9999998563646,0.998975690520981,0.999340184267793,0.810938781242613,0.869347014696308,0.999519196731973,170.225318934911,171.132579029463,152.649178125,145.805026666667,151.0767,178.004235294118,5.90347331310115,3.65115312993165,4.14827150714009,13.7185801789484,NA,22.9585179806924,129.2685,123.38,118.08705,110.0151,151.0767,128.56,192.8504,195.5925,173.88725,168.2099,151.0767,183.0539,169,577,224,15,1,17
"ZNF573",0.987981420719356,0.938634145980842,0.996400575337258,0.998596364042865,0.999951939000515,0.99999993580979,0.909738541214784,0.888360757642038,0.873190115043675,0.881142294258916,0.751309810006398,0.847290448373991,0.918607943699975,0.985355411329399,0.765555475826329,28.1947082840237,29.3450764298094,30.144059375,30.4399533333333,7.0659,35.3064882352941,1.39518058005599,0.872748467008302,1.42419030777177,5.01768589443634,NA,4.87119481418938,14.4875,14.6442,14.097725,19.0875,7.0659,23.2822,38.9412,38.5557,41.13385,41.86905,7.0659,44.1004,169,577,224,15,1,17
"ZNF527",0.999999434021485,0.683586214346911,0.345680363247158,0.750688447619643,0.709087541027881,0.96523809027617,0.959714265621535,0.957844494064044,0.982805855139873,0.997370311183134,0.999334808264873,0.999485602034317,0.934150024391987,0.793757239681223,0.945051037845372,127.368796449704,127.75450779896,119.452220535714,107.995526666667,82.7725,132.041123529412,3.00571799640232,2.50157754516359,2.75515988059899,8.84862820349366,NA,14.0132480098889,104.4686,95.6964,92.08025,87.93635,82.7725,93.5252,148.3113,147.264,141.755775,128.2916,82.7725,159.2633,169,577,224,15,1,17
"ZNF33A",0.163419793727105,0.0967645499621917,0.978796840293724,0.992651963607257,0.999950771998187,0.998430323593424,0.987046115405514,0.997838160473771,0.998893109292925,0.996798296520409,0.999994456549081,0.980716656937381,0.940900376059869,0.999379898659014,0.99095175231647,1551.71898757396,1435.22889220104,1403.28764151786,1465.14452666667,1187.0794,1532.96522352941,43.0188334205559,23.6131093473106,36.801159797534,112.025463224536,NA,113.142739802158,1175.911,1003.1686,1005.060725,1143.0451,1187.0794,1282.9776,1808.4275,1746.2566,1708.294325,1783.28975,1187.0794,1769.0768,169,577,224,15,1,17
"ZKSCAN3",0.899238179501642,0.904192761775745,0.999977023826568,0.450869097469435,0.647447814749866,0.69952182314993,0.999879906900554,0.999988200739537,0.999992667777054,0.999896534519782,0.55530453427179,0.758501602717565,0.80521444975802,0.999965055811977,0.999978640028914,84.9446366863905,88.2950362218371,88.7970183035714,102.799926666667,93.8762,100.341923529412,2.42421901951941,1.55690192269012,2.35353737024423,10.8138255403044,NA,12.5791285572908,62.5324,63.0473,64.455025,76.1491,93.8762,70.7152,104.4193,107.4696,106.872925,128.3088,93.8762,117.748,169,577,224,15,1,17
"ZNF676",0.90203918605559,0.893185841524317,0.999925426089836,0.850434722253125,0.956461601989756,0.971775180984931,0.997695345139072,0.999220401524529,0.999392715955016,0.999994654033543,0.534227212447013,0.274465246277459,0.262806701658798,0.283011288385771,0.956283909569543,26.0246047337278,21.4239391681109,20.5434013392857,10.15954,3.3647,47.7267352941176,3.99998549007915,2.12293801475089,2.62380782664167,3.1482316774251,NA,28.5196524694221,2.1536,1.6454,2.921525,1.1491,3.3647,1.7036,17.7566,12.792,14.8531,14.7544,3.3647,11.1748,169,577,224,15,1,17
"ZNF699",0.841396324574025,0.894233860056136,0.999999903425526,0.979594243867084,0.999375380017721,0.999561118767726,0.642455948412141,0.70690145847354,0.710960262693606,0.784165369265119,0.975239053780834,0.836732118011882,0.84051065176971,0.886601650718885,0.544849449572976,32.634649704142,30.561824610052,30.4700785714286,28.7766733333333,2.0188,36.4412764705882,1.56448334458798,0.850376999712645,1.19872016878389,4.94108390518158,NA,5.48807132044348,17.0228,14.2471,17.1266,17.77755,2.0188,21.581,44.843,44.0878,41.265225,36.9182,2.0188,50.3744,169,577,224,15,1,17
"ZNF250",0.953724925773002,0.88708174183427,0.997926998253985,0.99809835422575,0.999987969204911,0.999999999384231,0.566270883678721,0.614532731755264,0.638684149613852,0.671802249194502,0.453980008897194,0.617544290898571,0.727227781130411,0.924923153081657,0.856914882868686,342.097614792899,356.151858578856,362.548686607143,363.59864,647.749,427.6396,12.1505658066207,8.021740656319,12.2093178748994,50.3253783394752,NA,43.206005963142,241.0123,238.5086,247.88455,247.83645,647.749,357.5629,383.6437,414.1158,436.589575,389.55235,647.749,457.8122,169,577,224,15,1,17
"ZNF79",0.654820955407275,0.711646158912494,0.999984710057181,0.996176970734607,0.999999999994088,0.999999986580233,0.999862462362165,0.998908134327933,0.998730813155669,0.999035838422234,0.983617483828346,0.813626186006432,0.80136198164885,0.953065810790705,0.999999641907455,127.190664497041,119.251473830156,118.488908035714,119.1194,142.3284,137.634676470588,3.80754868944615,2.89456904264789,2.58014973271204,13.283529670869,NA,7.21119106951097,99.8973,90.8367,92.055925,90.29105,142.3284,127.7835,146.4989,140.046,139.617825,123.52665,142.3284,158.0092,169,577,224,15,1,17
"ZNF681",0.971359311137017,0.999998286562548,0.918546424903208,0.998620122161593,0.984567350984154,0.99911783656788,0.999999373410698,0.999988277865749,0.99999967581893,0.999999999158666,0.999913984300631,0.999999986652554,0.999792455368837,0.997099158951097,0.999992621657975,238.31594556213,254.725698440208,235.753620535714,212.046,217.6985,252.384482352941,10.0650343240216,12.3588156731925,8.92526386875267,33.7727996933994,NA,30.3127611400507,154.6066,147.8223,143.958175,148.93265,217.6985,162.0418,291.6021,311.2895,297.4682,257.54315,217.6985,299.3034,169,577,224,15,1,17
