"gene","p-adj-Negative-Equivocal","p-adj-Not Available-Equivocal","p-adj-Not Available-Negative","p-adj-Positive-Equivocal","p-adj-Positive-Negative","p-adj-Positive-Not Available","mean-Equivocal","mean-Negative","mean-Not Available","mean-Positive","SEM-Equivocal","SEM-Negative","SEM-Not Available","SEM-Positive","Q1-Equivocal","Q1-Negative","Q1-Not Available","Q1-Positive","Q3-Equivocal","Q3-Negative","Q3-Not Available","Q3-Positive","count-Equivocal","count-Negative","count-Not Available","count-Positive"
"ZNF208",0.239301905209523,0.122776634161067,0.653569642707202,0.342380455421923,0.963858109167314,0.577375831911015,195.63408,88.7038320061256,34.6035733333333,97.3589495652174,126.38142194186,6.45646412159225,9.00632908602911,21.4817021750487,23.98395,14.3585,13.1858,12.7582,150.822675,75.3363,45.135,63.96195,10,653,15,115
"ZNF714",0.871469245763298,0.986351145223666,0.978833130577524,0.617677042533465,0.402924759300429,0.776847082007666,187.53187,225.094515467075,209.06746,249.481152173913,40.1521083840633,5.94553251548292,41.5169152222249,15.9209033325406,131.701225,131.2,103.2682,127.4041,247.53375,280.0563,289.3779,328.0968,10,653,15,115
"ZNF394",0.366169988074793,0.856900934092232,0.881687206129055,0.999529874390717,1.38795148211246e-05,0.719888697093071,335.50148,392.276294640123,371.114746666667,339.465366956522,22.7875928919118,4.43810746243851,17.9162067409341,8.77234088677283,274.3348,318.7732,299.8439,281.13545,381.5804,447.8431,425.7535,394.88235,10,653,15,115
"ZNF333",0.99857304876441,0.746400676858781,0.513763920272388,0.887485498797516,0.246250354015643,0.92394966377031,218.15061,213.743313016845,182.413093333333,197.361877391304,27.5409280212416,3.39363949519193,14.9829109395575,8.57789057259812,152.19405,158.2375,134.82235,136.87925,274.086975,254.4761,222.7003,234.9442,10,653,15,115
"ZNF382",0.536301590008022,0.926127514386046,0.0461462479955463,0.138379195787725,0.0283491349101525,0.00273852633037674,77.82767,63.1517186830015,86.49504,53.5007913043478,20.9724289435124,1.34507024890781,9.83879151327516,2.74777039187495,15.385775,40.8641,52.89625,32.4918,124.7793,79.0783,109.43695,74.29135,10,653,15,115
"ZNF577",0.917611303538854,0.767418967978932,0.885804382451838,0.988870079431192,0.0120037139807885,0.263582269502384,156.59159,182.577082542113,206.655273333333,143.317310434783,35.4174045059219,5.10479471269713,32.2854033325049,9.65716234115469,55.772675,98.4302,111.8775,67.616,215.351975,234.4186,285.4102,190.61135,10,653,15,115
"ZNF75A",0.0508939268976318,0.0410980383014441,0.745890515751909,0.024776192694554,0.672672383789263,0.948743762294836,699.2628,499.470346248086,435.31238,471.629303478261,112.819288245486,9.65842387748461,59.2720963949529,20.3805216579884,468.486525,332.7013,276.73265,324.1188,956.017925,612.7965,547.78175,572.25805,10,653,15,115
"ZNF496",0.772409422806722,0.959892252024184,0.979107265630679,0.998022456808568,0.00190578492767224,0.777230264616393,300.46413,349.990938744257,333.285366666667,291.000553913043,55.651024381114,6.52855734629018,42.2452712842623,12.0353638823897,166.87135,238.2105,205.84215,201.51675,429.05545,428.2389,395.9968,374.19,10,653,15,115
"ZNF2",0.999350999776954,0.972421172723178,0.951474897169602,0.97879085881077,0.799565976294079,0.998248224751569,150.52974,152.047462480858,157.464253333333,155.640445217391,11.8684601156848,1.47749912955185,6.25247841637421,4.38921004557961,124.148025,127.2666,141.39645,129.51895,172.407025,177.0988,170.07095,170.7335,10,653,15,115
"ZNF589",0.720160242143604,0.992075812495714,0.836299114233328,0.964958106655373,0.291206506065554,0.998864117662627,257.62286,294.016581316998,270.2029,274.597810434783,38.4043103785708,4.28777535672661,29.8142944780999,9.54316146889134,164.296875,214.5476,193.0144,198.33075,294.914425,360.621,340.79935,344.85555,10,653,15,115
"PRDM9",0.993876857846353,0.999988706179068,0.993318951989028,0.999595692103739,0.963933015675028,0.999828925706808,0,0.157268606431853,0.0245066666666667,0.0653069565217391,0,0.0817817057841652,0.0245066666666667,0.0236166698525123,0,0,0,0,0,0,0,0,10,653,15,115
"ZNF12",0.865911758267062,0.934729055895507,0.999996707463533,0.979930173406529,0.645287656791609,0.976482171370827,826.19834,894.552790811639,893.039726666667,861.756533043478,75.6461952892722,11.0140185838891,78.317231057553,23.1898889157569,602.435375,695.1591,778.6235,662.5406,987.00035,1042.9102,922.8623,1033.8069,10,653,15,115
"ZNF202",0.19832817093934,0.746480893309821,0.836069695361815,0.257620072779607,0.995113060922802,0.893488301020753,180.35506,241.890161102603,220.477466666667,239.513063478261,20.1425352233316,3.89443955729953,21.2119910614855,8.53728128939499,144.716975,177.1133,173.93255,175.68805,212.7387,285.5222,233.30295,289.8164,10,653,15,115
"ZNF3",0.964541300906502,0.784274113209033,0.811683086403377,0.674594823239052,0.133057697016856,0.999967374659074,939.20952,898.415501531394,836.01368,839.338262608696,101.682815483502,10.588084655925,47.2823784173315,24.9221158368985,719.55815,713.4072,780.20285,636.67185,1071.534475,1039.0944,926.76005,957.54095,10,653,15,115
"ZNF606",0.988369478758221,0.999963218347586,0.966242423844492,0.999097734445238,0.940110843725508,0.99553520680219,418.84238,447.143022511485,413.5875,431.198153043478,89.477803795321,11.0006777502127,55.1752312949768,22.849318726456,280.31585,303.1187,290.018,296.54715,411.940925,526.5534,560.3108,498.28755,10,653,15,115
"ZNF91",0.452447168868827,0.381874156849671,0.899880124649653,0.924481432655839,0.0445615689065593,0.365995303334989,1101.14351,858.511732618683,765.191986666667,995.073025217391,279.553024770339,19.881143452533,111.183094339455,49.4313951227446,444.0996,489.2756,433.8986,600.22675,1645.997075,1125.3649,905.4692,1259.7401,10,653,15,115
"ZNF226",0.999856496326869,0.987296658078591,0.973283215511051,0.897019894577058,0.0584269109487481,0.540436018047697,323.68789,326.953988361409,342.584373333333,291.575027826087,37.5975449778822,5.57820639126885,45.5703943098832,10.5492301055071,252.6083,241.7564,230.9962,204.0122,413.94395,394.931,410.49405,353.1215,10,653,15,115
"ZNF229",0.996906014346899,0.909743730091353,0.858899583463987,0.999850462544679,0.808680862656353,0.701516175879158,161.47277,172.906564471669,208.85092,157.183316521739,63.4783395977628,6.94284129690315,55.5173615566846,13.537727316305,22.774025,44.9857,21.0249,38.1,204.99525,248.4655,308.4476,255.37785,10,653,15,115
"ZNF180",0.966994947536578,0.998503574849789,0.846159688185131,0.982006248385601,0.0373658862012954,0.996705749438228,231.6985,246.575513629403,225.05922,219.238211304348,25.8848098768971,4.11882554598869,19.3793504363332,7.04154546031053,165.35085,184.9979,157.3061,175.3895,278.57195,287.2217,264.10735,242.88605,10,653,15,115
"ZNF641",0.732218162376586,0.950310600995335,0.975314914568945,0.749770484969073,0.999998879746826,0.977775041523799,152.15378,177.830635068913,169.27518,177.946262608696,19.0565733997356,3.08760060682287,14.2019644581881,7.31084315735423,98.545825,124.8678,137.99815,119.14805,180.0816,225.821,196.5149,215.7081,10,653,15,115
"ZNF610",0.532097858672365,0.719096176763921,0.999999997581123,0.816516527023347,0.50674844986745,0.956759368735729,95.69048,129.714697856049,129.675666666667,118.595645217391,24.954925288883,3.15316196615975,26.7653182512364,6.21147408950859,39.69575,73.5552,39.34,74.46,153.238275,168.691,232.71265,153.6917,10,653,15,115
"ZNF528",0.298275921771543,0.750042694293064,0.93972783970959,0.507410001548768,0.75418515144618,0.997892364469527,204.53772,322.359118836141,290.6765,301.174840869565,49.7600345610741,8.44285947102079,58.2970114912126,17.2806280526591,113.2092,173.5291,113.87495,154.57505,221.602325,439.4673,510.5159,401.46645,10,653,15,115
"ZNF701",0.999838081801998,0.999999684627351,0.999542044616827,0.994677920498849,0.942424431157807,0.989532744422562,212.00011,214.594725574273,211.58526,220.659380869565,30.5684781838033,4.25594821479348,22.2752395199154,8.69217580706244,160.47665,151.0791,148.1247,161.09585,275.1153,258.4388,263.71725,265.02385,10,653,15,115
"ZNF283",0.972001047723944,0.997102695831814,0.996311519972662,0.999232547917498,0.77369499736555,0.998918951884875,78.62995,84.389765237366,82.03026,80.3882113043478,11.7532829459617,1.66777702006805,7.06394789213106,3.27685642118524,58.06405,60.4592,62.7547,54.8492,96.2755,99.0043,104.2619,95.89215,10,653,15,115
"ZNF558",0.596301407064329,0.998270565995805,0.279914793213193,0.991876698924317,0.0146805192535904,0.933606309909087,362.90261,434.4243618683,350.46498,379.835464347826,32.2215448480859,7.31559036293079,31.5292560291507,13.6055737650129,273.44665,322.3801,270.75955,280.961,413.763175,504.1307,408.05375,474.83875,10,653,15,115
"ZNF597",0.90627482747617,0.953330310860161,0.354784120381607,0.796341919759889,0.826994582957179,0.23785992562154,63.7909,71.7143142419602,55.9211,74.9029947826087,11.8293778086593,1.44432128350752,10.7730794178514,3.30503998879714,49.4758,50.0894,27.75505,54.4479,90.9095,88.5102,67.9996,91.1948,10,653,15,115
"ZNF30",0.70192400214268,0.462613075279371,0.769919933165563,0.972081753403949,0.197043562529605,0.353477389586038,133.31765,158.554743491577,177.01946,143.881722608696,13.9887528006074,2.87620984183244,19.0610785710338,6.92099977870576,116.180075,110.969,122.18945,93.1304,157.68425,190.7297,200.27895,183.0742,10,653,15,115
"ZNF354A",0.985168597481371,0.996296702617537,0.999772427295335,0.940598186066993,0.873611014289651,0.983935017973171,328.94278,345.812711332312,342.426306666667,357.365653913044,49.858261745563,5.83530522692893,36.6228484129388,15.0264995857859,189.772625,257.6082,253.70955,275.0208,463.512975,390.1039,377.2638,404.212,10,653,15,115
"ZNF764",0.489266226371571,0.813797330705519,0.985471823884192,0.5698967390358,0.993862260186152,0.9953856824409,285.77633,241.691747166922,250.577566666667,244.25643826087,42.6782959968883,3.81944591450079,28.2839074693833,8.65771636290054,204.50455,174.0593,189.8795,178.34185,327.2288,286.633,271.03315,289.30195,10,653,15,115
"ZNF747",0.982547493081874,0.990838109419343,0.999999324331823,0.999558079005011,0.426491890399854,0.940607375684566,297.74463,313.808722970904,314.246526666667,292.940053913043,34.528712204425,5.54309693607077,35.2407245918797,9.20336456472154,209.3933,224.4626,231.3916,231.83795,357.876375,374.8181,358.64385,338.977,10,653,15,115
"ZNF778",0.9580638151835,0.993743009240074,0.996875840154474,0.969298549660675,0.99943666749476,0.998704530411386,81.75791,90.0402382848392,87.25798,89.4337669565217,12.8961430211814,2.03086003265137,14.9750758189644,4.60653412059032,52.5367,57.1658,53.2994,58.29195,97.666725,106.5632,85.69155,106.2753,10,653,15,115
"ZNF212",0.65451795042071,0.995231981560269,0.281897141006731,0.0668674143836057,7.89075014380192e-05,0.00536524666931626,381.47549,338.724716539051,392.766433333333,287.323137391304,29.4092825167476,4.69980449577277,39.0630144411524,7.89347298154865,329.7179,268.9335,297.998,227.05425,452.5223,386.3185,479.3444,338.03805,10,653,15,115
"ZNF282",0.991235182645041,0.706505526014549,0.551161742904953,0.819384059362083,0.00102119718958549,0.04175351999621,702.67112,726.833363246554,815.937906666667,628.29678173913,66.0961929636946,10.4426367351373,91.1708276089433,17.9961894112823,546.52895,556.723,536.6765,491.4151,852.74685,825.2452,983.22,733.59045,10,653,15,115
"ZNF160",0.965787104023966,0.999996346876787,0.930054315107577,0.999922733788408,0.338264760199472,0.999977420858755,662.68833,701.225396630934,660.409053333333,657.595913043478,45.2396341716642,10.4696370937748,49.5212835107144,19.6254837415879,593.10285,550.7874,542.52215,522.17175,729.784875,796.7742,768.15145,757.1743,10,653,15,115
"ZNF415",0.475565279160687,0.323831863597253,0.802872706162335,0.983365920377262,0.00480635250410333,0.156851845306595,193.03144,250.857058652374,280.627506666667,208.212252173913,48.0386998157139,4.8858639246054,51.0671478759499,11.172347119912,114.27185,173.2017,173.7377,117.13505,238.57535,321.8182,378.2769,287.51225,10,653,15,115
"ZNF439",0.94854522802821,0.971805182834731,0.533008276013593,0.570522418810045,2.32147264744853e-08,0.807198482042744,154.59597,172.640149770291,135.914046666667,110.253806086957,29.2820709788318,4.20997069356012,22.0245730659489,8.15294114565221,96.306925,105.753,50.9812,36.14185,195.44525,218.3348,205.28545,155.65215,10,653,15,115
"ZNF440",0.915230353000761,0.399078467643251,0.349544890328635,0.832017362336194,0.893274833932218,0.556103918135165,392.36217,356.124354977029,280.70164,343.585147826087,34.1143396111438,6.99107070435083,19.7488464686827,15.3507529113892,331.18055,237.6351,228.4228,233.10355,412.760975,432.4516,312.8286,423.1654,10,653,15,115
"ZNF562",0.920459942853682,0.957741009648067,0.398654644065859,0.944025614859713,0.997927991149887,0.484928850738227,632.74382,690.710612710567,573.672686666667,685.501145217391,44.5996437860782,11.2676778161004,45.2551888564435,27.5385896574738,584.966125,495.6989,483.1322,492.01995,641.420925,823.2058,644.59615,827.55275,10,653,15,115
"ZNF561",0.358057015266782,0.988066671827408,0.444616626174803,0.61588976990928,0.632971608600145,0.762128074438016,732.89947,878.911827718224,770.102506666667,845.219614782609,62.8325717287053,11.4148183639233,59.6470208602803,19.9202815895831,575.147925,675.7866,572.2989,685.3403,872.95955,999.1111,964.52885,967.89455,10,653,15,115
"ZNF584",0.833828733842802,0.995252547367352,0.91322774303371,0.989433814629075,0.35777348656959,0.999996592836376,165.69249,190.834144563553,174.78726,175.330967826087,12.9895443303318,3.7882311347201,15.9070282620302,7.47201636393229,138.5145,146.122,139.6107,133.69965,186.239125,216.0072,208.7829,199.54675,10,653,15,115
"ZNF274",0.981615511089038,0.997346631213499,0.869370844833894,0.996443926499088,0.962074767312895,0.946483291161283,436.08109,469.737544257274,413.754486666667,455.980890434783,42.6113280730643,10.9519428861451,52.9035594397299,27.395804882122,335.281575,312.3045,270.16695,300.97845,506.7153,561.2896,486.64685,541.50825,10,653,15,115
"ZIK1",0.969536309928678,0.797752478336466,0.816196683925647,0.62839885360208,0.0629190062134808,0.999814266864655,116.71448,96.8443644716692,65.0969933333333,62.0451260869565,55.9268909925544,5.76251194289299,21.9746716208597,6.76423737127829,14.9775,22.6103,19.49335,18.83365,136.2912,117.5487,57.1552,78.8082,10,653,15,115
"ZNF540",0.103742635880439,0.374010631279723,0.993443528965132,0.863131302593785,2.4652951993942e-05,0.465367654783411,35.64397,76.9025663093415,72.9629266666667,50.2698860869565,5.42457032086516,2.38445594284512,11.6991190342508,2.68165473776055,24.18655,39.0291,35.86255,29.24115,41.476775,95.2967,96.28025,60.94085,10,653,15,115
"ZNF570",0.69456974988046,0.0753837100864325,0.0705090646608293,0.917767966616413,0.536186097317349,0.0256241344188755,67.44141,85.0582687595712,117.325613333333,78.185227826087,8.95146714710251,2.04100703843424,22.513218755008,3.21390060964028,47.8528,56.4712,66.5783,57.33065,84.680475,100.3451,135.872,94.39815,10,653,15,115
"ZNF57",0.622542859499174,0.782130778644636,1,0.941831704733636,0.206346122368287,0.889123818000102,129.4659,113.172407350689,113.172186666667,121.546126956522,23.8607025775623,1.50756054772582,8.81851037924458,5.3894686829475,95.4755,88.1783,95.6226,85.30495,132.56045,132.8978,126.26445,138.6559,10,653,15,115
"ZNF556",0.244101801090745,0.221743097287953,0.888739714554103,0.173631140473144,0.863416555699661,0.978571192589222,15.34416,6.33933889739663,3.48617333333333,5.14362608695652,6.97863451191802,0.612157960628404,1.93585418851403,1.12041205245148,0.660375,0.3305,0.23,0.33675,35.331175,3.1824,1.6616,2.3833,10,653,15,115
"ZNF554",0.927285031614071,0.859156335750697,0.96264448167017,0.591018671860489,0.135999252496457,0.98708544110119,155.09525,145.097237059724,138.64926,133.96343826087,28.3013951548417,1.88761218091579,11.834979740795,5.75855300148047,100.942525,112.2713,104.7345,89.23165,181.549375,169.9192,164.03475,168.5223,10,653,15,115
"ZNF738",0.6648051469532,0.225959425690309,0.385015652264366,0.418906646614901,0.498666971551596,0.751740604539604,310.82571,255.81429280245,192.942886666667,234.34912,55.7611808248025,5.90973901863049,27.2909677526866,14.5834197864834,183.803475,160.505,110.88755,137.6513,399.48095,317.7699,245.4135,302.0447,10,653,15,115
"ZNF596",0.10891382279409,0.606915201414001,0.840293152993345,0.988658923574959,4.54498971791395e-09,0.470283004372794,44.83022,79.1148470137825,68.7882466666667,49.8580034782609,8.58820237227015,1.98381162234979,10.3598900079832,2.57210224871906,23.696975,45.1159,34.1516,29.1342,70.270825,101.421,100.34435,65.02565,10,653,15,115
"ZNF621",0.996476630131309,0.779943034004885,0.616611555527559,0.774571918587238,0.000916151315758729,0.0526617010428638,730.17019,749.103261562021,836.7903,643.18594173913,92.6213417895063,10.6967720719022,142.010520381437,22.0982079111419,489.959,565.4762,442.80065,465.77565,986.2116,893.3578,994.71795,778.5231,10,653,15,115
"ZNF680",0.665099328130274,0.425901924416923,0.757603549163395,0.586767345102383,0.952486104695426,0.879413006422361,566.85942,468.238118376723,398.31864,453.756713043478,96.9442558077703,10.7048196617504,33.7318364446208,25.202774089483,364.973075,282.4859,303.25985,268.68945,748.04085,576.3077,468.8981,573.73145,10,653,15,115
"ZNF483",0.609192578365664,0.545911607571143,0.939201160202256,0.996204701284363,0.00917974596729776,0.31990811687297,15.34156,23.9772343032159,27.2981266666667,16.9474973913043,3.1096921448272,0.906186649989814,6.26332694361518,1.39664284117666,9.977975,8.6557,13.939,6.1306,15.73895,29.9241,31.7687,22.2575,10,653,15,115
"ZNF417",0.983413671476468,0.994926837661302,0.842384559145217,0.999990327384344,0.597275447714876,0.988025324182225,219.46921,233.955453139357,207.07826,218.237424347826,29.2518368432573,5.02647138350855,23.1228228457715,10.0245986232494,165.8858,154.0819,120.2566,140.08315,241.251875,285.9848,285.45855,262.34855,10,653,15,115
"ZNF791",0.697180145176841,0.997933864721327,0.374459837183939,0.969339246659119,0.206061398844283,0.849913832014608,282.21672,328.729763246554,272.363026666667,302.192779130435,24.9155561352822,5.46280290504802,24.2692437152173,10.0552075612337,229.0349,243.5591,211.1714,220.89485,319.1575,398.6871,315.5626,366.31945,10,653,15,115
"ZNF519",0.976999331080903,0.991861120897568,0.999951020217025,0.989671459238156,0.0995245853756787,0.855678536259322,52.55766,56.9174294027565,56.4670333333333,49.1334565217391,8.44273178499576,1.36122555784725,9.27181737186953,2.35066673820967,27.276775,34.5382,33.85145,33.03815,65.837975,68.5734,70.93825,62.0975,10,653,15,115
"ZNF25",0.798991245699858,0.716239301009141,0.949297818341246,0.989749562301041,0.000657463791163382,0.211354669588644,291.72449,327.850686370597,345.389626666667,279.03911826087,44.683989122681,5.00754532479151,33.7179651991175,9.26635283399487,211.76855,239.5683,280.4812,203.9088,321.0894,409.0582,408.3956,327.61165,10,653,15,115
"ZNF77",0.338315733603356,0.173161771970903,0.657471205944156,0.306732112497286,0.981431613184722,0.774445666433666,133.19342,102.250377947933,84.79896,100.025726956522,25.5881767916825,2.0083707609789,7.75710314698912,8.13308857559619,80.46465,72.587,63.72395,63.15635,171.31485,115.1883,98.79825,113.6341,10,653,15,115
"ZNF169",0.945469209464028,0.993999489961183,0.992880340552511,0.918238910747958,0.000767404294093721,0.655728947536806,67.3985,72.3695274119449,70.36116,61.4353973913043,7.98575172927105,1.12823333395626,7.3620867198538,2.25507939830908,55.04825,51.4084,44.88025,42.21395,74.262725,88.0309,88.3684,79.83735,10,653,15,115
"ZNF613",0.823892197627752,0.86037714930226,0.998021600205274,0.262639024926288,0.00709918945563648,0.73751409733788,145.05335,186.848484839204,193.88322,236.45811826087,15.0488724013555,5.06042945105146,34.6946393217813,23.1869111708236,119.16115,120.841,113.41855,133.73955,159.895125,214.791,223.12375,231.9906,10,653,15,115
"ZNF404",0.99865351841701,0.49721788556355,0.187063017651162,0.994064875458904,0.985739548252929,0.283972456135011,54.08674,56.5371237366003,82.38254,58.2654704347826,14.1756476167499,2.00068359747031,19.0263673422157,3.08429924974096,15.717875,28.8391,23.65355,33.5732,72.074,70.4194,113.52735,72.98205,10,653,15,115
"ZNF135",0.999884817861148,0.997652897082236,0.996728549887625,0.766579994039341,0.0173875712193714,0.812272617341911,241.92515,237.940978866769,227.92906,183.521768695652,77.544328985054,7.35511280311184,40.2700582545085,13.53149196237,80.09905,111.6458,82.39995,52.9292,305.225675,323.4381,344.21875,270.80865,10,653,15,115
"ZNF620",0.946500340622906,0.850157463194217,0.934009250327209,0.998570125491979,0.110505799907176,0.503344774745773,56.24724,62.6913467075038,68.38986,54.3210339130435,10.0792671269647,1.47913133914412,10.0582490716862,2.81970780736446,30.125175,38.3523,46.93885,29.92325,80.013625,77.8228,91.6449,74.20425,10,653,15,115
"ZNF619",0.999857487273947,0.944185497078776,0.770517244835941,0.752170902153055,0.00300709315580849,0.983434746691987,107.34224,108.65559770291,94.55434,88.9436773913043,17.4390408467336,2.26673044573771,11.9271542142282,4.24128938732485,60.875125,66.3344,59.3117,53.4057,158.3554,139.3364,123.0553,113.4053,10,653,15,115
"ZNF354C",0.776930469580843,0.942713300307645,0.99238225382219,0.987149697259159,0.224973988952589,0.971978651180593,45.06231,59.1529831546707,55.7615866666667,50.180367826087,11.8966314036411,1.87372808179882,8.47819054516248,3.72127022626941,16.11345,23.2956,24.5009,20.77285,60.169525,83.2634,79.35565,67.82395,10,653,15,115
"ZNF114",0.880432678422884,0.900316822948861,0.998033435108443,0.631209551619539,0.404945720138274,0.977583003992803,18.63958,13.4263301684533,12.4065533333333,9.95382782608696,9.17530217272676,0.903973281789455,4.09486066491095,1.39480158501485,4.22565,2.8149,3.22255,1.93995,20.4724,13.2602,14.4754,10.39985,10,653,15,115
"ZNF454",0.959313280188166,0.991147233088121,0.998821364892373,0.989931675768309,0.0501095664267901,0.851449196446057,15.88192,19.0738793261868,18.2927266666667,13.8476939130435,5.5390003898377,0.823516968937447,4.65864172313354,1.2971295010249,7.22315,6.5253,5.03205,5.7759,16.57645,22.6853,24.1846,17.1947,10,653,15,115
"ZNF543",0.994095943088184,0.804144728743452,0.691921440463394,0.952205881396627,0.796862658068847,0.894804224750585,178.41583,170.639842419602,143.37834,161.828694782609,17.2751432534022,3.88135061272236,17.2378124346168,7.04656547581246,144.18235,125,110.6499,114.0747,218.3147,197.031,164.04815,182.786,10,653,15,115
"ZNF354B",0.718099597597656,0.921137441002612,0.991129492935878,0.977797120927197,0.187586102452302,0.968058393176449,95.63435,112.721050689127,108.807846666667,102.405733043478,10.3711492222442,2.02877547774934,9.23350035857973,4.50091513534441,77.194275,77.821,87.1353,72.55335,101.598175,137.5027,123.36335,119.8765,10,653,15,115
"ZNF223",0.91473143429498,0.975386581801273,0.998970745749946,0.956288850601937,0.980299294851246,0.999999869118326,96.9567,108.277742419602,106.253006666667,106.146246086957,17.6702898077284,2.12306000677247,14.5565659488554,5.15805965615305,69.5741,75.6797,64.701,70.6265,118.5404,134.3727,148.9789,127.68065,10,653,15,115
"ZNF713",0.920748279247006,0.999661911106281,0.925259806246221,0.912552846010853,0.998882793325292,0.917308979736106,76.63102,103.535945022971,81.95682,105.503882608696,12.3498759310349,5.15885602305946,12.1773310999547,14.0270666308544,41.1795,58.6421,50.381,61.48955,113.168975,118.0085,89.21795,117.44005,10,653,15,115
"ZNF552",0.918702783420285,0.959296517083283,0.401086356760374,0.75483195930874,0.620546958675517,0.215569161248367,1681.81589,1439.48101332312,1923.53649333333,1294.25424956522,310.235992923481,47.1561946490605,463.527038907913,91.8014384525127,1088.925,533.8554,628.60305,592.84775,2228.456725,1959.8763,2489.8557,1528.4209,10,653,15,115
"ZNF154",0.399576501367976,0.467790598815507,0.984079176300364,0.697804020422659,0.507779140802767,0.828921257441456,17.57082,47.6868767228178,53.3588666666667,39.2128669565217,2.78890833440853,2.50420082506676,15.0836946798274,3.50151212422863,13.93545,16.5649,8.67115,16.47635,22.4757,57.6718,78.65785,48.48255,10,653,15,115
"ZNF571",0.907653423144902,0.00119530592309136,4.13031194790303e-06,0.999960681420441,0.203596525264597,3.3083331751893e-07,103.95421,114.97675467075,182.23682,104.766011304348,12.7821544119348,1.82287435663452,47.7376044487743,3.73158658485048,70.326225,85.7715,109.1664,77.1438,132.6593,132.1147,167.5945,124.342,10,653,15,115
"ZNF443",0.869498176244786,0.672781539470238,0.841723339655061,0.875479092428637,0.999978954284017,0.866968714520938,193.54598,175.040982848392,158.681333333333,174.743443478261,24.9584081893938,2.96913520663722,17.6436691669998,7.06132855092154,126.69075,123.788,118.4421,117.44195,251.100225,206.5663,183.2833,206.17955,10,653,15,115
"ZNF792",0.887787646063196,0.883938368379575,0.993637353155145,0.907849557955591,5.33589487337061e-05,0.230507587313106,162.57611,178.122426799387,182.752626666667,147.64349826087,24.0269461264891,2.69493654386729,13.8819244439134,5.55853517060322,108.224725,133.1195,156.56145,108.9733,197.099575,209.7003,210.4026,183.71405,10,653,15,115
"ZFP82",0.93654182533252,0.140730011254172,0.0425439959588905,0.922083360504826,0.00060111528554796,0.000506131309444102,126.59595,141.395958346095,196.00982,110.087039130435,39.3627152960154,3.03835139632231,51.9440838267378,5.0434538315321,61.046375,98.8132,98.33665,72.4062,123.196775,166.1721,197.9868,138.03325,10,653,15,115
"ZNF707",0.875444733648952,0.895981140833724,0.182413409534126,0.780059772930424,0.892564496438229,0.12936743091234,336.01218,291.139004441041,389.681886666667,277.680444347826,86.1423575972107,7.30183064448405,70.2489485668632,15.6296265514424,168.5329,176.5549,204.77425,168.7915,380.7265,349.5464,459.1416,333.504,10,653,15,115
"ZNF746",0.999983966207229,0.492346518028272,0.134403562073381,0.901426463023662,0.0864306091921865,0.018479015172844,459.47791,460.958004134763,534.954933333333,429.742203478261,46.1343419571255,5.06494025673262,68.6592657256901,10.4389953092552,399.2764,383.726,372.5967,339.96155,567.9153,522.4643,540.9107,489.74735,10,653,15,115
"ZNF678",0.864250877380151,0.999986509466473,0.748206444940844,0.701446873809893,0.70759648026125,0.532774174849718,96.8622,115.707382388974,95.8235933333333,123.933372173913,13.6877510933519,2.96703848049383,10.6608517580756,7.64378879035152,59.520575,61.6414,64.4732,70.3118,115.8323,152.2264,122.49115,151.7982,10,653,15,115
"HKR1",0.831375898390407,0.425976712298956,0.536851343207247,0.99905417977906,0.00999776874170966,0.0729788226424943,765.94069,854.836434303216,970.0599,750.932810434783,74.0709123260383,12.9710270260093,100.203704529302,29.1574067884207,645.093025,642.3294,693.1421,541.49125,824.907175,1010.0194,1256.5741,867.6116,10,653,15,115
"ZNF101",1,0.935920961140369,0.795230123093225,0.988740001674525,0.725620801333418,0.961328193876876,168.70106,168.697992343032,138.419566666667,155.407733913043,26.5667373468328,5.12641353442197,17.7722502234152,9.82814705997176,110.720725,107.8549,103.36075,105.912,217.718925,188.15,152.12075,171.36015,10,653,15,115
"ZNF716",0.145584411488284,0.472358566425268,0.986750323178596,0.366896009216431,0.491454694144692,0.997189399215279,11.56213,2.65402098009188,3.81294666666667,4.53283043478261,6.53933216372793,0.483719765106858,3.29923095793502,1.5282457613677,0,0,0,0,17.52095,0,0.1564,0.45935,10,653,15,115
"ZNF708",0.995370149170847,0.866356931539864,0.793371710858818,0.96819065561179,0.877826680668181,0.93164585988687,222.29457,215.018472894334,191.737933333333,207.707379130435,41.8682829376899,3.79331136287341,21.6642322997029,8.74153368582514,116.44505,146.7355,135.4253,145.16355,292.093325,263.8076,239.6759,253.48765,10,653,15,115
"ZNF721",0.993826724373051,0.735190711132999,0.573431101840835,0.528260359194721,0.00193749869964499,0.999601497124495,584.81075,567.920789280245,499.610026666667,493.814176521739,85.7276736069427,8.09485449550168,51.0191178815489,16.6652769327255,388.114575,420.1593,341.72825,376.29145,824.3658,695.4139,653.83755,579.9447,10,653,15,115
"ZNF662",0.822376824113822,0.9842214091269,0.959887880955619,0.971322212657924,0.56891768479509,0.999999985917802,116.02084,155.458456202144,136.933286666667,136.800048695652,40.6128184694745,5.60333471406574,25.1503683518076,13.7130737481904,20.544475,46.6945,61.3309,32.229,173.6641,214.9918,192.0556,179.15495,10,653,15,115
