"gene","p-adj-Negative-Equivocal","p-adj-Not Available-Equivocal","p-adj-Not Available-Negative","p-adj-Positive-Equivocal","p-adj-Positive-Negative","p-adj-Positive-Not Available","mean-Equivocal","mean-Negative","mean-Not Available","mean-Positive","SEM-Equivocal","SEM-Negative","SEM-Not Available","SEM-Positive","Q1-Equivocal","Q1-Negative","Q1-Not Available","Q1-Positive","Q3-Equivocal","Q3-Negative","Q3-Not Available","Q3-Positive","count-Equivocal","count-Negative","count-Not Available","count-Positive"
"ZNF586",0.965786182657828,0.746261165630553,0.749833295297385,0.65866811698045,0.105928785856889,0.999465439792379,269.17125,249.223975650842,214.407633333333,218.594742608696,31.4510692042037,5.33729687733949,23.8339244223652,11.4100203422288,196.497175,173.591,148.77365,148.06835,297.17305,289.6375,283.60865,254.74985,10,653,15,115
"ZNF446",0.795223369863398,0.846068304896393,0.998586936122642,0.505767926277926,0.356707022730338,0.968935440210227,331.0827,282.414221898928,275.5359,254.82053826087,40.491857601885,6.75064012852192,32.4016419239446,12.5638110731849,268.5508,189.653,189.4787,185.02845,449.279,344.2108,331.2205,295.9192,10,653,15,115
"ZNF8",0.997810402227645,0.995323151454547,0.933889664813863,0.991883346949664,0.984905534214712,0.898964513795959,112.51084,115.929274272588,106.85452,118.017668695652,17.7851880214483,2.35724908953286,8.69463521836858,4.70282177954738,80.62995,82.4632,79.8179,80.2779,138.859225,137.9886,132.81005,140.7406,10,653,15,115
"ZNF264",0.994904043127853,0.755423540157271,0.595447804298179,0.892808539480982,0.408587029518982,0.926357484717323,1003.31748,967.335653751914,816.20646,894.774528695652,98.5448249886211,18.4517193367113,100.398020209596,40.3036715117131,803.21465,730.683,620.92855,647.30865,1158.858975,1111.0912,1038.5988,1022.61855,10,653,15,115
"ZNF213",0.855969041764154,0.97799295018217,0.98607296370857,0.271257553498227,0.00426549604451165,0.395982116061235,862.95097,777.634200765697,807.77334,662.84146173913,113.546023165597,13.7288900983504,111.607171990395,19.7332286127481,660.373425,535.295,580.8615,510.54585,1112.557775,937.1069,801.32045,776.697,10,653,15,115
"ZNF343",0.917309427505486,0.999990678680492,0.838668893284278,0.999120795810013,0.383804348508217,0.996898287089078,307.789,329.486586676876,306.51312,312.489465217391,27.1791445576403,4.23471345436265,27.2089042512578,8.45978684173329,256.0315,258.3618,254.58925,240.53925,354.5612,383.7321,332.80975,368.3398,10,653,15,115
"ZNF302",0.998383326167281,0.999752154149402,0.999906544419318,0.703038931548676,0.0150917321921534,0.650261977907056,786.61785,770.471019601838,775.572893333333,677.870570434783,74.0232678410065,11.9356468521698,85.0884127916769,29.2167794596356,601.160825,553.8648,598.83825,489.9937,909.758775,933.4463,967.9002,809.0188,10,653,15,115
"ZNF268",0.487368179217945,0.979667417002052,0.676929067220837,0.818222707549928,0.366133815754781,0.966025884220527,388.5814,481.162904134763,421.271106666667,447.569233913043,60.3367351556984,7.84678240648404,55.3002476855828,21.149826397328,287.85945,349.3413,236.8244,284.0877,504.064975,601.0621,539.8586,577.4251,10,653,15,115
"ZNF184",0.876289969303202,0.849391209869549,0.985120896611828,0.880391286330138,0.999953709881006,0.98911792125143,305.48193,337.628835222052,349.95392,338.315163478261,24.5648409105374,5.45902915898863,38.623032769079,9.51686786226671,253.2674,253.1865,248.11405,268.7475,336.051225,386.4446,385.8246,407.59585,10,653,15,115
"ZNF500",0.414747663278839,0.229176609009498,0.694893169097221,0.0407859264488701,0.000921240956870295,0.984165090670316,341.75606,288.317518836141,257.253306666667,246.515851304348,35.5060970611847,4.44212060238522,23.4594168382569,7.52181639196777,287.8574,210.2984,179.38,188.0106,432.223725,346.7912,328.8432,292.78505,10,653,15,115
"ZNF419",0.446728864118163,0.262470686888429,0.726095148192341,0.192766325418265,0.271526422007996,0.988237314732159,252.3103,200.366724502297,170.569706666667,180.332089565217,52.8945055509045,4.43797497665102,26.9760058331217,7.36466580755052,156.52235,137.7325,88.2159,129.3341,290.65365,238.5755,205.6088,217.655,10,653,15,115
"ZNF175",0.994118397929425,0.790279702218801,0.666596799804602,0.994572112210924,0.999999937429832,0.702042648287128,181.03667,171.958756049005,138.902853333333,171.895907826087,44.1513995186262,4.38351660416698,23.9853697926046,9.95160626524134,108.821675,110.6497,79.4729,109.37055,171.2748,209.9595,192.0331,203.56055,10,653,15,115
"ZNF14",0.808336580960935,0.9999681785055,0.737600716394202,0.999995294745517,0.0205199597463059,0.999696705990648,252.13056,281.39428085758,254.001486666667,251.33174173913,42.2554689245446,4.01830534882841,27.5847205886414,9.34180885302834,164.042675,210.5387,185.0746,201.36935,321.107425,339.0736,340.48145,286.0687,10,653,15,115
"ZNF85",0.851535285821343,0.998474506907238,0.603058522091006,0.797236893748927,0.97142415389803,0.537923602972913,160.10939,180.778964471669,154.773846666667,184.363045217391,26.0712694927042,3.13746742779109,17.487721260666,7.77052514346307,99.65235,132.4503,115.738,133.50855,189.763,214.1878,190.50245,224.7746,10,653,15,115
"ZKSCAN1",0.582431382743337,0.535508345879237,0.946380214956013,0.837681684945023,0.577097064419671,0.752507712850282,1362.85334,1822.27570290965,1985.53709333333,1675.50810347826,151.224949338811,45.2042375584391,427.445332957876,90.2086650657423,992.714275,1011.3097,908.6701,964.7299,1641.210175,2352.1816,2276.0419,2227.84275,10,653,15,115
"ZNF862",0.971986826544933,0.999996012502869,0.959322704342393,0.220581942408183,0,0.0903140228567694,515.94694,556.035201990812,518.565746666667,333.918953043478,70.9309993835421,11.8828003766463,65.1083422254475,17.0512302910623,395.218875,344.7806,335.7038,200.85505,622.4722,681.1008,614.35645,445.7628,10,653,15,115
"ZNF684",0.973208728617645,0.557684397200775,0.425772062259938,0.981685341142338,0.0483657281791008,0.078034568678865,52.37194,55.3852681470138,64.1034933333333,49.6399930434783,5.71980394503168,0.862762772536843,10.2120534199658,1.71847388848141,45.533125,41.6069,32.76295,37.18105,56.6956,65.5206,81.0114,56.60805,10,653,15,115
"ZNF430",0.997092516628915,0.909850637145273,0.571278643457848,0.999979702686982,0.872031306405949,0.780892745386141,163.55708,167.931343491577,145.056073333333,162.696316521739,30.8065142113475,2.70401049610903,15.720996993728,5.54275682693053,96.4849,121.2822,109.30485,128.6216,188.8924,208.5786,165.34385,188.3627,10,653,15,115
"ZFP30",0.993502767387557,0.349686562415606,0.0196054827135062,0.838198755101136,0.235123762007983,0.0031902199864563,364.18263,350.227809954058,475.805126666667,318.686060869565,39.1922578683258,6.46779873628718,91.3173572345323,12.0152083728296,296.966375,246.9027,264.5802,230.51005,406.447425,412.9935,517.6737,384.03745,10,653,15,115
"ZNF549",0.994570001710503,0.928138021844379,0.914347413018674,0.814633565408271,0.157917042563256,0.99885485937877,260.17789,247.363474425727,219.815786666667,213.277347826087,53.8450805488186,6.570500061913,37.2858652204199,11.1469474027374,145.8814,148.3108,85.0276,142.15775,416.058075,319.5682,287.9669,283.6636,10,653,15,115
"ZNF211",0.923465684437296,0.992721512840651,0.630264909562537,0.999999010110995,0.216624473528876,0.974028301587138,217.43203,247.442223124043,200.553373333333,218.126413913043,20.7404389680592,6.20402628633991,24.9550025633329,9.7982500741278,168.72845,161.8341,126.5355,150.95075,265.159025,293.325,258.3253,254.82125,10,653,15,115
"ZNF205",0.87118156734773,0.718972891950062,0.891768117522457,0.433298753238797,0.0588184596918526,0.994723843448666,331.60973,296.558847320061,269.687346666667,259.919805217391,63.6771569813855,5.84760573946304,29.0857109037768,9.99700870288479,188.145025,196.5902,215.4502,186.81585,376.751675,363.328,342.1788,304.47715,10,653,15,115
"ZNF45",0.540494658215851,0.791708054531441,0.997781228576556,0.888563709872576,0.248034999577602,0.957061364230948,275.00924,335.302837672282,328.487133333333,308.707870434783,35.1597900900137,5.7301991178741,33.5518257391708,10.7345620817458,231.992325,251.4147,229.78085,221.5827,337.94935,400.8826,399.32795,385.2666,10,653,15,115
"ZNF133",0.567951201301612,0.379957769120456,0.793076217085026,0.211436439995196,0.108885799993928,0.999966721263508,355.70886,297.866741194487,264.049826666667,265.794339130435,86.4169824073952,5.66898051350258,32.0902137237425,8.69674271062687,179.606875,208.3333,182.4665,206.59775,364.341725,342.4221,303.6152,315.05635,10,653,15,115
"ZNF436",0.586955496090406,0.992775184712746,0.682372354203937,0.521491722208224,0.965087793180661,0.606825628156719,867.50461,1031.52954349158,913.177193333333,1051.01109043478,62.3397142402238,15.9197037363818,70.6876929737564,40.7806279549106,718.062775,747.15,730.8685,693.10195,1037.59215,1243.7614,1053.5611,1326.4199,10,653,15,115
"ZNF484",0.354597725715924,0.487891268046168,0.996618330371553,0.910567806324736,0.0141028692260393,0.555193942002873,79.7327,102.930292496172,105.385513333333,89.4282826086957,12.6951178094486,1.76520166815007,11.4034335935398,3.69608314856153,59.1627,71.2055,75.29245,61.68545,113.526275,129.3656,136.3112,115.10315,10,653,15,115
"ZNF780B",0.991218015895862,0.930391352869761,0.56053280689295,0.545939453042765,0.00391196288461482,0.061627209771721,342.84593,325.831076569678,387.838266666667,263.191689565217,43.3270684676888,7.37300435914538,67.2870140498317,12.0063964206005,257.663875,212.4619,208.6946,180.30215,390.19575,397.8038,525.7977,330.2994,10,653,15,115
"ZNF557",0.88905766681141,0.999993462178598,0.79423727621238,0.940454932129468,0.977549671024515,0.886745280040056,204.62486,224.86913338438,203.677726666667,221.256734782609,20.9506593425611,3.44024029900929,17.0658066824515,8.73526128129367,170.613775,168.1217,151.50295,162.72615,223.35995,268.9342,248.4797,264.4279,10,653,15,115
"ZNF337",0.472077363959387,0.500606890164832,0.974357461382313,0.0952026510538814,0.0147414729836581,0.896356176033788,611.65954,512.157563246554,488.210433333333,446.55128173913,65.1435371899063,8.75909608564021,63.4718357143062,15.1094928869347,455.337675,367.9803,336.36255,320.43495,688.881325,610.1112,546.2342,554.84535,10,653,15,115
"ZNF317",0.39419952122764,0.998315196849071,0.346935735510155,0.819780369546699,0.147950276574967,0.856039864528132,686.44768,819.298903828484,704.609946666667,762.53378173913,56.7538942866709,10.9454071185478,32.8540084513941,17.1309512306759,594.596725,680.8511,604.22665,650.04155,740.497575,904.343,797.3016,856.1731,10,653,15,115
"ZNF426",0.112809074265569,0.676773230171505,0.758564732986596,0.179761472610129,0.96653440344181,0.870336638493551,99.18098,160.253176416539,138.288406666667,156.229047826087,14.1432282981707,3.43583658562114,15.6865387629268,7.13572512232742,76.824725,95.5519,102.8883,101.6278,120.301775,212.2809,169.7269,204.48465,10,653,15,115
"ZNF331",0.892256948167016,0.928446203378959,0.999765207270069,0.999998283023016,0.127076167045317,0.810543866490578,430.18528,485.568961408882,491.103413333333,431.54023826087,74.613065910646,9.7597432039403,54.3095142811853,20.1317165978974,270.63035,351.0773,318.9594,312.16775,539.521325,569.4279,662.03095,511.00325,10,653,15,115
"ZNF227",0.774886902149396,0.954249349857845,0.984992249471478,0.998699914992798,0.0594763408443264,0.935512863022886,303.19466,346.382147013783,333.32698,310.396585217391,39.3594656019255,5.73667493061656,34.9374806341668,10.6205797200459,232.437475,271.2245,235.8223,243.2072,311.17695,396.7146,416.2119,355.2632,10,653,15,115
"ZNF141",0.999998199587101,0.978756441317043,0.93201500162275,0.61077761543362,0.000510681547100655,0.814704582293506,92.45495,92.238271669219,86.00952,76.3964052173913,15.2445798425849,1.60659679638046,8.80407683980877,2.89945368438039,63.08905,62.42,58.56005,51.90205,118.229625,115.3189,105.36785,97.62405,10,653,15,115
"ZNF304",0.974133977493343,0.656644687360936,0.57369443206649,0.852897371712248,0.576971054905815,0.876642064131221,540.24201,501.197005666156,404.64246,463.955705217391,62.0729356218517,11.8191721874477,44.0920581081012,19.986821081821,377.762,365.5171,269.90705,333.33455,611.82805,579.6443,510.57055,548.7892,10,653,15,115
"ZNF132",0.981347580870165,0.99576436314422,0.844356654690162,0.937207998074518,0.0108758651930088,0.984081920569295,79.76213,86.3911790199081,74.6392866666667,69.2320556521739,16.6799282993866,2.22000446417708,12.0371443111604,4.04389231250233,55.071625,49.5149,48.0381,38.58185,86.7344,108.2369,78.60435,87.15275,10,653,15,115
"ZNF20",0.990955515807013,0.977220019283471,0.750762064002368,0.998175343725638,0.440509509356125,0.978626340528167,192.91405,199.858406738132,180.69102,188.730375652174,19.2751470154431,2.91857965925754,21.6742324490653,6.24520041855443,152.20365,147.6148,118.6448,144.4181,226.705625,243.2094,195.1364,220.44345,10,653,15,115
"ZNF670",0.717270984904462,0.401310407919458,0.655699478458402,0.634501532056312,0.946283488486846,0.807262668582157,143.95468,121.979334915773,102.260173333333,118.335288695652,19.4517880297062,2.5898325843553,14.3068595702117,5.80614819821169,107.5886,79.9905,64.2042,74.5693,171.486975,148.5737,121.2092,155.9864,10,653,15,115
"ZFP37",0.0989673389793981,0.236946662331364,0.999121881533786,0.389223095362981,0.158329452928479,0.806365506052105,35.55471,66.2780739663093,67.7560733333333,57.4302443478261,8.28826696402746,1.68111216245247,11.6926413796821,3.37098345567349,16.1166,32.8029,40.18495,32.57295,58.402875,90.709,78.3985,74.4915,10,653,15,115
"ZNF189",0.801417359473494,0.99975542603525,0.767493659756289,0.750477815161938,0.9786169163715,0.709235602971752,495.04348,545.630222970904,501.338126666667,552.682050434783,27.924409531411,6.73448465574529,43.4011391178986,18.3773038186776,463.4805,425.2119,390.30635,404.85815,553.217225,644.2346,631.68015,642.2114,10,653,15,115
"ZNF434",0.382374541040348,0.363818493531791,0.932540146338342,0.196605458941907,0.4812065467681,0.999972136813333,532.43286,456.16099754977,432.69944,434.457017391304,64.2103006580671,6.05408435213933,45.8029030924032,10.2107901225687,389.951825,344.9016,348.71105,356.7631,705.150925,541.9684,475.23835,504.16655,10,653,15,115
"ZNF287",0.997412041209499,0.998528547521151,0.961861849995538,0.550390303222249,0.00135575287911816,0.262765991640332,167.15028,162.38254042879,172.203333333333,133.58384,20.3995947709796,3.0934040249093,25.1005528429321,5.85740936377537,130.182875,111.9575,113.39475,96.3719,208.1978,203.7944,185.4815,161.2109,10,653,15,115
"ZIM3",0.993041777215131,1,0.987528520957523,0.999989598120053,0.875097793518492,0.999981985153774,0,0.0506359877488515,0,0.00593652173913043,0,0.0252356114281418,0,0.0042267845459542,0,0,0,0,0,0,0,0,10,653,15,115
"ZFP14",0.932915387048543,0.651569503652458,0.69787887957062,0.889463367550289,0.000155482374403437,0.047926192586067,279.04363,301.507032924962,335.003006666667,251.052872173913,39.5860530038493,4.69806177713415,43.1962451015181,9.0121631644366,197.67035,222.2033,196.09785,175.8525,316.8759,375.1957,448.61215,330.50785,10,653,15,115
"ZNF473",0.999406246940701,0.992877504154111,0.992134660769921,0.999988083169678,0.963978277136646,0.970624047805979,343.05756,349.069689280245,360.824673333333,341.369795652174,40.5357869687602,6.3356390752258,33.1687079291374,13.9852722306225,230.70855,249.6602,261.21475,247.1028,434.980875,399.8956,430.7531,408.22055,10,653,15,115
"ZNF614",0.647942578880746,0.968398470274009,0.892947924631777,0.720106183365473,0.99422903516977,0.937439040322925,230.70198,304.53129295559,267.689666666667,299.424825217391,35.8391036789017,7.75875662560897,33.5069725706466,19.772425463183,156.62345,211.8329,208.07955,212.7471,312.551625,353.3216,321.9669,330.97285,10,653,15,115
"POGK",0.823174881075188,0.958400734671371,0.993210382676785,0.992568709039294,0.264382458721758,0.975905629731058,2246.63972,2526.75723277182,2455.39436666667,2339.53908956522,256.926295954824,40.7880375060603,199.701745758447,84.3586868299809,1798.74605,1791.5771,1796.67925,1757.9932,2790.7947,2922.6037,3142.0926,2718.74515,10,653,15,115
"ZNF514",0.945106105215078,0.999367847874509,0.822109271099555,0.936154908758581,0.998473308031025,0.813074829700625,301.81153,280.306782388974,307.811233333333,278.309845217391,42.0688691235377,4.77112808988395,24.7902340863046,11.3011864059781,246.6941,195.4474,234.87995,192.0141,315.407225,339.3574,373.3709,345.96025,10,653,15,115
"ZNF300",0.999355030793696,0.999997324155328,0.99941222799413,0.713687519263916,0.0117146649306998,0.598614333123769,95.30798,91.8662611026034,94.6007066666667,64.2856026086957,36.1003370892166,3.60954775371938,30.1054732636355,5.21695966948826,31.378475,27.4066,19.3984,24.7415,112.672825,127.6771,149.8935,85.9106,10,653,15,115
"RBAK",0.996647211055326,0.996853668796762,0.937450294463636,0.867489877930692,0.252164867141487,0.605235308075653,652.53962,667.646178407351,633.594946666667,709.481183478261,37.6813667397261,8.78820196007355,54.9661447660552,21.2776897375811,575.828825,508.8924,494.0335,523.23945,711.18695,779.3317,672.6663,816.95935,10,653,15,115
"ZNF92",0.999998639902758,0.984640988525513,0.939786513191181,0.879997286941636,0.0836840070540321,0.487518616163449,946.65815,941.558063705972,1095.57935333333,695.326120869565,280.762553340079,42.0964009928736,423.022003598357,50.4100409896654,440.4057,377.4599,337.727,365.7732,997.864825,1024.6551,1131.25845,812.9722,10,653,15,115
"ZNF157",0.524352588956727,0.567032240991928,0.983723476604968,0.996847148923416,0.00183104403063572,0.337466001466901,0.96897,2.08191944869832,2.32474,1.14440260869565,0.607827621223503,0.10456754311052,0.683998534654515,0.176868252615645,0,0.353,0.4911,0,0.9208,2.7866,3.07385,1.60915,10,653,15,115
"ZNF182",0.729073112879087,0.993846277317687,0.82731140430796,0.12970975865285,0.00074622050516493,0.11567223303556,258.7797,231.588241347626,250.029226666667,199.508979130435,25.5059378424885,3.25168015471353,31.169953818348,6.77612240743283,202.776275,174.5438,182.76755,150.16235,292.6067,278.3988,278.9828,253.11405,10,653,15,115
"ZNF673",0.982436568796395,0.999600239456241,0.926993400849319,0.136159591675701,3.29448940350474e-08,0.0313480004922898,220.44901,212.552553292496,223.270926666667,173.051449565217,19.2183584117516,2.69003149734634,19.7086404251596,4.84041976227708,189.4763,170.8225,159.6307,136.6431,269.80015,246.0962,284.7109,207.807,10,653,15,115
"ZNF41",0.92515521115068,0.953214635525311,0.999917739761405,0.724528728180221,0.474933910742068,0.965183784636937,301.87662,322.901507963247,324.5977,338.354844347826,22.7921778048854,4.15222913706536,25.312537723265,10.2131707859779,242.109125,250.2669,247.5012,256.7303,359.01545,391.0812,426.57555,390.03495,10,653,15,115
"ZNF7",0.673469920107808,0.49471903849242,0.00210049167780646,0.829339237428444,0.867951529990106,0.0101968291826805,725.19062,617.843593721286,897.137646666667,641.140871304348,100.507070563955,11.3886093570212,125.840328058912,29.1690996354345,507.12095,421.4782,559.7315,446.1503,946.998825,735.5708,1106.3718,735.2138,10,653,15,115
"ZNF214",0.152558609957152,0.324386269356953,0.999740870577072,0.816920836086989,0.000997457332501783,0.453163793878952,28.51359,61.4289946401225,62.57954,42.7029452173913,8.7875123591688,1.91813254455259,14.4332454177311,4.65500529260826,6.22495,15.1413,21.80895,10.0287,38.747725,95.4853,96.39725,64.3117,10,653,15,115
"ZNF215",0.983048945491132,0.751358555670228,0.683608609066693,0.952539325608838,0.943654673269352,0.830814363058734,24.64973,21.6374667687596,14.18026,20.1788469565217,10.1100467793516,1.04929079375417,3.36042772651396,1.79071169734902,4.355,6.84,6.2613,9.17535,36.6258,25.7472,19.6752,22.1185,10,653,15,115
"ZNF547",0.326727435133725,0.37484765099628,0.97067416962482,0.1478092077749,0.398069616388812,0.998686079933999,86.31439,67.1959980091884,63.0881733333333,61.5872339130435,14.4887876305741,1.40903303148607,10.1709513294455,2.79249513220354,58.48625,46.2681,31.10665,43.56455,120.3002,80.2128,90.47875,74.4057,10,653,15,115
"ZNF773",0.99999985408653,0.724647536459195,0.357668822742369,0.943711701071595,0.2507515898523,0.816833448450313,164.40417,164.630238284839,123.63312,146.701443478261,31.9477736362682,3.86082998628685,20.7188007620183,7.39305382228548,90.15405,116.2669,49.3474,95.6588,235.34165,199.6401,179.02355,185.3467,10,653,15,115
"ZNF776",0.966819490143419,0.999999997453399,0.94286500127309,0.999965464583359,0.372417215569835,0.999930403775441,583.3836,651.983859877488,583.74724,576.378699130435,79.9708971359095,19.2987413850854,80.6899304767464,26.5072207207403,351.788625,446.5142,394.3819,400.13315,774.812375,760.1945,735.7472,674.80515,10,653,15,115
"ZNF256",0.997545769488333,0.671797619872436,0.418665534692671,0.98213811535948,0.925963978984061,0.60827277649077,149.47696,144.550107350689,112.084566666667,139.469603478261,30.1411544732049,3.28205299409206,14.4486149423946,6.06705018001077,80.0416,99.9279,73.51965,102.8101,165.03085,166.0798,158.8289,163.18905,10,653,15,115
"ZNF599",0.943016527448811,0.995195095267051,0.713745079427247,0.0481920565561444,0,0.00314100585529498,118.94005,111.394358958652,123.04558,83.0345426086956,20.489365557811,1.69125581294395,11.5701518246087,2.9361078153087,65.98505,83.5392,90.8838,57.95535,144.329875,132.6959,152.8942,106.2337,10,653,15,115
"ZNF18",0.995051515329614,0.745480975355378,0.242527673424481,0.580501090963077,6.5692454311872e-06,0.999988809792279,210.07456,217.02307856049,172.9457,172.165552173913,23.4908185195843,3.64202042171963,11.6417970775298,7.37248195076295,158.1913,153.3442,142.6272,132.62595,234.71975,255.0544,190.1051,196.97225,10,653,15,115
"ZKSCAN2",0.700562546857706,0.999125967563518,0.683655738095233,0.269885730999211,0.0626898684948144,0.199543947945218,340.73813,294.917579019908,333.42694,261.494573913043,47.9712569800733,5.30279355456854,29.8119032624663,10.9305988762815,202.046625,197.0228,256.12165,185.07575,496.4806,360.9109,410.1908,316.26325,10,653,15,115
"ZNF689",0.9999901716497,0.981899093430741,0.946344208545318,0.851253280171596,0.0553938295194196,0.976722544782733,305.44105,312.927978713629,425.097766666667,512.888553043478,58.5730867821699,16.2175769286782,128.981840522597,166.653975662267,177.3631,154.1356,160.1509,149.69455,371.865925,310.0065,378.612,361.0061,10,653,15,115
"ZNF19",0.96543442485855,0.999969234723342,0.917808789249426,0.857307957974416,0.687276368492337,0.73848736045187,86.97413,80.9601820826953,87.6953266666667,76.486252173913,17.1133825873142,1.56977946986583,11.5068074031583,3.53721925531524,63.35335,55.6369,50.9032,49.28135,88.753175,100.4738,116.43845,92.3469,10,653,15,115
"ZNF230",0.967427373980825,0.993307544678689,0.998919962891585,0.999994398342385,0.517561289693335,0.983012950463185,122.65208,132.654169984686,130.082653333333,123.212606956522,13.8339131157521,2.80136795489465,13.956941120576,4.41883265415494,97.64015,95.6599,93.36785,94.6966,144.6303,157.7664,161.7973,145.0656,10,653,15,115
"ZNF222",0.993948531638402,0.999370182733396,0.999276156969207,0.993929834622191,0.999991125171195,0.999195339047167,70.21758,74.8322709035222,72.9805933333333,74.9973026086956,11.1154887334826,2.33441106428263,9.2055076298996,3.13421623747763,52.643825,49.3141,46.95125,53.7345,83.852775,86.3978,99.47855,84.77205,10,653,15,115
"ZNF221",0.693096243921474,0.973147635089547,0.911465085189849,0.787257268368694,0.977171564206932,0.963670580025985,19.83617,26.9110542113323,23.406,26.0753956521739,5.74301475537505,0.794823652128026,4.67006883154128,1.9186927973187,7.698875,13.7131,9.66135,12.6781,23.059675,33.8191,36.99295,33.03345,10,653,15,115
"ZNF233",0.437416435781989,0.999373987780871,0.181529487372858,0.332114758018679,0.870107560955845,0.123215091692988,84.743,62.2614090352221,87.05604,58.6237939130435,19.1347275462298,1.85060401186223,20.7389099395012,3.51719187532265,38.084075,31.3138,46.6426,28.04225,122.2711,80.1622,115.21535,80.2169,10,653,15,115
"ZNF235",0.982791062821368,0.99897205287744,0.995811463705505,0.999990864422332,0.589061783783274,0.994710114752031,99.77333,94.8650742725881,97.3504333333333,100.17764173913,13.6775780686498,1.5911749531231,10.7473062209745,4.39731739137368,71.025975,70.7896,67.1339,69.03575,128.485975,110.5961,104.6805,112.8543,10,653,15,115
