"gene","p-adj-Negative-Indeterminate","p-adj-Not Performed-Indeterminate","p-adj-Not Performed-Negative","p-adj-Performed but Not Available-Indeterminate","p-adj-Performed but Not Available-Negative","p-adj-Performed but Not Available-Not Performed","p-adj-Positive-Indeterminate","p-adj-Positive-Negative","p-adj-Positive-Not Performed","p-adj-Positive-Performed but Not Available","mean-Indeterminate","mean-Negative","mean-Not Performed","mean-Performed but Not Available","mean-Positive","SEM-Indeterminate","SEM-Negative","SEM-Not Performed","SEM-Performed but Not Available","SEM-Positive","Q1-Indeterminate","Q1-Negative","Q1-Not Performed","Q1-Performed but Not Available","Q1-Positive","Q3-Indeterminate","Q3-Negative","Q3-Not Performed","Q3-Performed but Not Available","Q3-Positive","count-Indeterminate","count-Negative","count-Not Performed","count-Performed but Not Available","count-Positive"
"ZNF561",0.999975004899083,0.99991712482527,0.999901500942643,0.999997478584858,0.998877468112616,0.99799594016723,0.997712686627694,0.367696096203521,0.959863323966555,0.973001587599423,814.3058,834.725918435754,842.607012903226,800.776,877.898995356551,191.9349,24.8577964469001,47.4262752885217,63.0515043334336,10.75418539117,718.33835,632.3536,636.7003,741.1191,689.3454,910.27325,955.5178,1042.28295,806.3134,995.0659,2,179,31,5,603
"ZNF584",0.999994969157964,0.993826379028447,0.371656317519361,0.99959467732043,0.998772571105732,0.861790520663888,0.980243911716826,1.81398808440925e-06,0.984723974647691,0.707626157641745,160.7277,156.262436871508,188.376493548387,144.9164,197.236644112769,16.6869,5.03321972688966,18.715390522058,15.7266864967799,3.95672274875837,152.38425,109.2458,137.67145,120.3042,154.0807,169.07115,184.27965,212.23055,175.1825,217.05285,2,179,31,5,603
"ZNF274",0.848181915546466,0.63310977905654,0.558059579513275,0.729870193003178,0.958847006142884,0.999999422602996,0.826144200009942,0.996834376161246,0.607746910867259,0.970262883110115,674.25265,474.612956424581,393.5634,388.2429,466.413102155887,77.81875,11.7597340984471,27.3448142969969,88.6246550858845,12.5313571663709,635.343275,355.6526,292.46585,296.1315,302.0305,713.162025,564.60105,445.9804,427.0575,550.53335,2,179,31,5,603
"ZIK1",0.882841114512571,0.987743677035397,0.522854439001091,0.99942237565422,0.831365151145906,0.996463866198056,0.96117689899258,0.189234071139183,0.967971834302891,0.966934542443029,20.7347,111.917570391061,70.3066774193548,46.6306,86.5237734660033,5.1197,9.33153145442963,12.2318095255681,15.113401638215,5.83983415725662,18.17485,19.97055,19.4277,19.975,21.995,23.29455,168.50125,101.41605,54.9079,103.94645,2,179,31,5,603
"ZNF540",0.999789136473008,0.999084903146613,0.997951729346785,0.999814723738603,0.976919854065153,0.961032658531589,0.999995991776867,0.887700653304601,0.942868589068503,0.993596023453233,68.6551,75.8227776536313,79.3117451612903,60.49142,71.2979686567164,19.6209,6.23261642709046,8.61032320264315,6.85167614357246,1.95691791853706,58.84465,29.3117,37.44095,50.0564,38.2671,78.46555,91.4976,101.8209,75.5244,90.1131,2,179,31,5,603
"ZNF570",0.998573291287732,0.943727864618218,0.383037034795355,0.999974220036467,0.969105094615712,0.679295332820149,0.999999966565523,0.0835677352389866,0.0194535707494506,0.999846794321153,80.98635,91.1207659217877,108.53525483871,76.64994,80.2905421227197,7.28645,5.20821316932504,15.2811579004284,10.3040881289709,1.63142274339571,77.343125,51.92185,62.9946,72.4144,56.1681,84.629575,100.9495,111.88335,81.12,98.4683,2,179,31,5,603
"ZNF57",0.00444609889881586,0.0116053178602984,0.952301494950194,0.00865829146850694,0.972672381868049,0.908239985010039,0.00308227880988121,0.950053460878575,0.809082056669231,0.988881470089909,227.18965,116.645316759777,122.851274193548,104.25546,113.894304975124,6.98564999999999,4.53615296616558,6.80139043499854,14.539713317552,1.57841982268051,223.696825,76.16265,96.91045,85.4124,89.97985,230.682475,141.9263,146.71225,130.7779,130.9099,2,179,31,5,603
"ZNF556",0.97840233180964,0.999067778869995,0.778029091527448,0.999912999163101,0.967315656244084,0.999906813860232,0.987123948726935,0.968441623459959,0.888381190986359,0.984127535362373,0.7537,6.93043854748603,3.55433225806452,2.5195,6.11036915422886,0.435,1.05840336521377,1.6668273194511,1.99197010494636,0.634787587489371,0.5362,0.2975,0.43635,0.3585,0.33675,0.9712,5.6089,2.3005,0.908,3.06065,2,179,31,5,603
"ZNF554",0.110543878136911,0.466211264870159,0.060035918635497,0.28517895782668,0.999788154057007,0.89268747404479,0.358941398224056,5.92191682358134e-06,0.988262638725767,0.937320765253481,212.15875,126.193611731844,152.083974193548,130.16382,147.576080431177,77.83485,4.30051536255532,8.65801688788504,11.093463465636,1.93398026746887,173.241325,84.76995,116.75715,116.3525,112.32265,251.076175,150.7206,169.51625,151.3367,174.2635,2,179,31,5,603
"ZNF738",0.95230768838904,0.997189981135126,0.654836263735115,0.999860985878612,0.91958222178815,0.999292710636871,0.999189361683528,0.000799456947833677,0.99499692355018,0.999982077274187,215.441,292.285393296089,252.540577419355,235.29822,241.672792703151,30.8942,15.3226350465319,22.9840150566982,23.7535850768342,5.36880763723433,199.9939,149.82465,178.5901,228.1849,157.3959,230.8881,380.31205,305.73765,266.4748,301.7892,2,179,31,5,603
"ZNF596",0.99726609844522,0.960041696086517,0.00151764677442112,0.990868610846021,0.997717333701207,0.356170522333686,0.999947140248476,0.00128159975355824,0.169091438876114,0.831775381375254,73.08395,61.4621798882682,97.3666838709677,54.38624,77.3520273631841,1.16715,3.72614682816708,9.03712915128899,17.7553910869234,1.96965808475031,72.500375,29.8332,58.2592,32.2324,44.495,73.667525,76.7339,137.77685,62.3768,99.37835,2,179,31,5,603
"ZNF621",0.999999161689886,0.949766158634609,0.0762533518336863,0.696620455701311,0.141346507086698,0.78604538598924,0.916367473091981,4.83121431749112e-10,0.996309319760105,0.820378322918789,607.2021,615.619957541899,750.811341935484,898.96554,768.841364179105,67.6865,19.4764091301094,36.7838031785037,196.36125632991,11.1714030098067,573.35885,435.28635,661.67395,631.8771,583.7875,641.04535,720.9247,883.20355,1125.2126,912.78445,2,179,31,5,603
"ZNF680",0.999100493389111,0.99552429822812,0.129584084908257,0.800878383211168,0.104333584932984,0.658877030337694,0.932348335671834,4.85167461761193e-14,0.533872407665718,0.925367503155873,365.5538,318.593855307263,438.200174193548,608.40572,512.515322719735,3.53979999999999,14.3936507546282,33.5630407754503,188.343527825955,11.4137232477485,363.7839,197.74985,266.36755,345.4772,317.3822,367.3237,363.92875,547.85295,766.7146,623.9096,2,179,31,5,603
"ZNF483",0.999792979096164,0.987304396356893,0.088337901096548,0.996714209918974,0.888144018040385,0.999895104279676,0.968256214664824,2.13410511484824e-10,0.988936017111186,0.996573417373976,15.90655,13.2367575418994,23.7705580645161,22.24544,25.6846925373134,1.93925,0.915764340200533,3.56033313710641,10.3548605970143,0.963812306114421,14.936925,4.8028,10.48155,6.0943,9.86075,16.876175,16.7754,29.7685,28.3484,33.45665,2,179,31,5,603
"ZNF417",0.999999999939316,0.958165077632176,0.0692777282688426,0.999413060408864,0.993194546701934,0.965852808223225,0.962661996325273,2.69751881054603e-07,0.999840678729357,0.969322494507546,184.8369,184.487766480447,246.173238709677,207.8842,242.522025373134,26.4558,6.6573072210933,20.3310664372418,41.0318042608779,5.29776189136263,171.609,118.06185,168.2521,189.1274,163.39665,198.0648,235.1654,314.506,282.4879,292.2069,2,179,31,5,603
"ZNF791",0.99578631368011,0.999989882562774,0.44823970933795,0.995697196167064,0.999969616649038,0.936773812842175,0.999994774229549,0.00205374114565193,0.999997541799959,0.926943731885708,324.5915,288.832477094972,332.587309677419,282.28702,331.170797014925,49.2569,11.6514661001275,24.5047844083292,53.632432811382,5.16873723438599,299.96305,191.204,263.1747,198.9604,251.2033,349.21995,343.8818,375.45715,378.6905,401.8669,2,179,31,5,603
"ZNF519",0.999999997651892,0.916424749037153,0.0121758313760966,0.999926851957472,0.99893960261887,0.8337565061306,0.936959844389735,9.6842167618405e-10,0.996587229007675,0.865648453159873,69.63795,69.8707530726257,49.622435483871,65.99106,51.7470762852405,12.58005,3.6574269131299,5.48953131577478,8.53203273643508,1.05389859047593,63.347925,37.10475,31.4684,52.7716,33.80525,75.927975,87.2167,61.34875,81.3766,63.81135,2,179,31,5,603
"ZNF25",0.989247411024577,0.60989360593485,0.00306751677309713,0.345157726941021,0.0603559159911893,0.831004710233814,0.653393626289009,6.1425309283436e-12,0.993210133277799,0.689544568583791,219.7039,261.223341899441,346.659758064516,408.43748,337.127850912106,42.8837,8.43812664934788,20.8525708189661,111.932221308734,5.02892418280174,198.26205,179.6708,261.21135,317.6196,255.58915,241.14575,317.81925,414.1602,478.0477,413.5122,2,179,31,5,603
"ZNF77",0.951829142526102,0.708268631445937,0.204563845230696,0.724595654080198,0.769354036728141,0.999314023267582,0.625931828609296,2.12948945921276e-07,0.996604571307018,0.999969599552146,151.942,122.990391061453,99.468864516129,93.04104,95.7749913764511,22.3729,6.69163090232904,5.13061404309202,15.2888992065354,1.77759697015936,140.75555,77.5207,75.4462,69.2316,70.3021,163.12845,141.3023,118.90345,126.9045,105.7384,2,179,31,5,603
"ZNF169",0.955666750106228,0.724598132810691,0.221446639149689,0.776638334112788,0.842059943796007,0.999952226780716,0.827409043203121,0.0283132932061448,0.910953902609997,0.988944365901371,51.0562,65.1807463687151,76.7076741935484,78.34892,72.2309034825871,13.134,2.22587362973205,4.73423686690435,11.7198143789652,1.13509613999307,44.4892,43.8689,61.38685,65.4193,51.2944,57.6232,81.0874,89.82935,93.9734,89.3013,2,179,31,5,603
"ZNF613",0.935009613439354,0.996021770454557,0.574211981510623,0.958398086370304,0.99999910025213,0.968391652847768,0.980871945820431,0.313392971182479,0.959975385418748,0.994239191937784,260.6581,173.934402234637,218.750583870968,170.79016,199.181880099502,30.5752,14.4145265984201,40.0629968879605,27.9125091502824,5.64096786975965,245.3705,113.1644,117.2063,161.894,126.723,275.9457,181.0986,229.2832,200.0358,226.28025,2,179,31,5,603
"ZNF404",0.569566820356504,0.670854296779651,0.991761424091103,0.917658485724897,0.935351718463786,0.981068572634406,0.666203357100655,0.695755876442638,0.99994373571253,0.982396421359783,105.11075,53.0176882681564,57.2914032258064,70.49376,58.4298824212272,33.19395,2.59894226373126,6.99969424912672,25.9402569039437,2.16090922000296,88.513775,27.76045,29.3455,41.3988,29.38485,121.707725,62.23365,77.35775,95.7161,74.1087,2,179,31,5,603
"ZNF135",0.891427995170934,0.780193825491491,0.869705353324943,0.971190718998784,0.998617815027411,0.965555634352547,0.792716817492066,0.41435748576301,0.99946872565167,0.973033317311893,90.1293,208.59202849162,242.888409677419,185.30068,235.466042620232,65.5914,11.8515245891491,25.9302290054438,48.5356988729368,7.76783199740382,57.3336,100.69775,137.5079,158.6229,93.3243,122.925,286.3927,344.64315,236.7531,323.6303,2,179,31,5,603
"ZNF620",0.71026367929314,0.980869062786787,0.0821001199027092,0.86220369683846,0.999798432832638,0.909929551879424,0.996016336311854,1.43141054564921e-12,0.933352611936567,0.720971493150046,75.7472,43.747769273743,61.2976935483871,46.53252,66.4605509121061,28.2647,2.79162696924576,4.81883490089063,18.701074331503,1.43375104102714,61.61485,22.2623,45.95275,13.9797,43.1374,89.87955,52.62485,84.35475,71.089,81.9189,2,179,31,5,603
"ZNF619",0.889737776761218,0.999894697018776,0.000948670527638917,0.999993555257436,0.687642168115989,0.996799472625441,0.999442715134517,5.37347943918576e-14,0.998687559154108,0.988364473960121,105.74555,70.7541446927374,111.494867741935,102.4724,114.239592703151,2.92235,3.32835328530525,10.765704894842,30.0065881176118,2.26353880614087,104.284375,40.713,74.1015,53.1648,75.03935,107.206725,88.57235,127.70045,132.1076,147.9656,2,179,31,5,603
"ZNF354C",0.997919323442945,0.998220855049091,0.999999984150027,0.979876335798588,0.981433286886634,0.984506046105741,0.994346231104668,0.943234857833636,0.996169942172469,0.993703202005402,70.0951,59.7186301675978,59.8660838709677,48.003,56.7224860696517,38.8915,3.90927416789014,11.0894516930726,12.1409584215992,1.79151322283596,50.64935,24.3426,15.57815,36.2072,22.4765,89.54085,76.4532,92.76175,64.5471,78.8877,2,179,31,5,603
"ZNF114",0.9989934001799,0.999720254039741,0.4619937113787,0.974067276655853,0.545077364001164,0.939645944465974,0.999715299964051,0.0018039348282719,0.999999973229314,0.920649663068068,14.4883,18.5333022346369,11.4862129032258,3.38742,11.5608593698176,12.2576,2.17725212223242,2.16804201929156,1.00650512735902,0.803281573364802,8.3595,2.5449,2.46235,1.3619,2.70855,20.6171,18.9301,19.3427,3.922,11.458,2,179,31,5,603
"ZNF454",0.0889941859736806,0.983089531358321,1.88183912896989e-11,0.292266644654673,0.99704865323918,0.0777641575287218,0.986039081777947,5.6621374255883e-15,0.999829243649427,0.0391804638815015,6.43415,37.1891899441341,13.2228806451613,34.51664,12.6960300165837,0.69805,2.23373729233194,1.75141634105927,13.009304618795,0.458972488200852,6.085125,12.01395,6.64195,17.009,5.85735,6.783175,52.42735,16.35115,44.0135,15.6326,2,179,31,5,603
"ZNF543",0.990504457175449,0.998340298015494,0.977026992326298,0.998518035733894,0.999660346895116,0.999998460597525,0.999995645268719,0.000107298386280985,0.611819738298306,0.968628149679307,172.14745,141.430947486034,152.068829032258,149.77694,176.516681260365,28.74405,4.1325136380261,10.1058618825899,21.7994369817342,4.20714813377671,157.775425,98.454,121.4261,138.1414,129.86155,186.519475,179.30015,182.1946,188.5643,198.46385,2,179,31,5,603
"ZNF354B",0.986527552589698,0.999991322567175,0.521212933349315,0.999790410693968,0.795850936623965,0.993323982650985,0.999244641186345,0.167399308223812,0.972193269672542,0.954856023626144,121.8127,103.517759217877,118.90864516129,129.2169,113.148202155887,16.9689,4.62537780131597,8.64755804457149,15.5654700740132,1.9137705856847,113.32825,67.4057,90.6228,103.9613,81.61755,130.29715,123.9113,151.57895,139.3461,139.14615,2,179,31,5,603
"ZNF223",0.464216260983904,0.867509947807092,0.11832145642131,0.980665517186296,0.52502641253859,0.987369284181103,0.75331629772977,0.00121588230748781,0.94464006384382,0.916792369657317,155.9628,93.1202083798883,118.012838709677,130.89804,110.631378109453,42.89,4.0542374412081,10.1636256234881,14.6094703809413,2.16622335370328,134.5178,55.6104,66.9728,129.5303,79.90105,177.4078,113.22115,145.9218,151.0709,134.85515,2,179,31,5,603
"ZNF713",0.874275328811245,0.976277814631523,0.705601193965852,0.978545445296937,0.992399936853563,0.999973620988206,0.975167505749367,0.0229259296289438,0.9999994245753,0.999939655508478,39.39425,128.21818603352,95.7874129032258,102.32798,94.8279044776119,21.22985,18.8314260914798,8.46482105723858,27.4522730677334,2.63056681610331,28.779325,59.0186,64.356,70.2894,58.2845,50.009175,123.59315,116.49595,103.2443,114.35395,2,179,31,5,603
"ZNF552",0.984255411534313,0.791484588186836,1.07720647957166e-08,0.999993471580049,0.957328228550487,0.353815142290321,0.778433205832484,5.6621374255883e-15,0.999999499075576,0.289797328865631,845.31735,446.321055307263,1716.7269516129,780.43088,1709.21325505804,449.77505,33.8072011686732,202.958863056079,224.902538010089,48.0184533979092,620.429825,177.381,844.87085,390.0207,904.77395,1070.204875,523.4604,2337.21325,1181.9094,2234.10275,2,179,31,5,603
"ZNF154",0.999995673629254,0.99784803115256,0.880336933196871,0.999890986320533,0.999812098290705,0.999477955528252,0.983453033102102,0.000916434015704182,0.925834523137059,0.97926280199932,28.4904,31.2924497206704,42.2197129032258,35.89266,51.17567960199,5.6078,2.58546830903864,6.4787098569991,5.92772320065639,2.69887137384403,25.6865,11.4973,17.56375,32.2638,18.14885,31.2943,33.03555,61.51005,46.6658,60.26995,2,179,31,5,603
"ZNF571",0.999969786805198,0.903175411067137,0.00210151813235471,0.99978417339195,0.999865271661738,0.470468904591222,0.996726113608957,0.00133127598724758,0.201692464032991,0.903274395467157,104.7718,100.834843575419,137.94025483871,97.18114,117.590909784411,10.2696,5.31159112321909,18.7671380462065,13.8004613046304,1.60051916935291,99.637,67.3727,85.3987,69.4476,91.09455,109.9066,110.7891,136.59635,121.1461,134.7857,2,179,31,5,603
"ZNF443",0.996882187386413,0.982076298084106,0.00813224365761422,0.999160407401116,0.854172287792127,0.994619191487709,0.999704230646725,8.05804774118846e-05,0.601531617369222,0.999846123528923,170.47945,151.57767877095,201.142632258065,186.39178,180.826750580431,6.04355,5.96344130489591,14.407181577133,12.342949624883,3.08280559597383,167.457675,103.8532,145.4717,169.1068,128.9422,173.501225,182.23155,252.90475,207.43,215.61195,2,179,31,5,603
"ZNF792",0.975797986398816,0.999955333659734,0.0675931052642371,0.965414929385489,0.99869218617689,0.679242288437678,0.998640779843593,6.49136300268083e-12,0.973573566144322,0.455758699058918,169.1087,141.171639664804,174.820735483871,132.85256,182.232072139303,16.3598,5.29860299602285,9.17379614391435,22.3239572480015,2.6594616346327,160.9288,93.9999,149.8149,110.0897,139.56545,177.2886,172.44545,197.6777,119.403,212.66335,2,179,31,5,603
"ZFP82",0.901312265490457,0.989355928066107,0.592546707891118,0.98480849167414,0.127025731333513,0.475433119395253,0.999998993823138,4.16061629593401e-11,0.424430648028369,0.831507091863708,123.79875,174.579172625698,151.828480645161,88.47234,126.412335655058,9.08845,9.5346445216354,9.72580308658024,23.6225149425204,2.50285575705664,119.254525,106.6028,119.16125,58.7919,90.34245,128.342975,210.4475,172.59185,116.3525,155.26935,2,179,31,5,603
"ZNF707",0.99943217972588,0.999961462158163,0.994934798037971,0.967915594495443,0.537109790807331,0.697864493622235,0.999859608452606,0.980280740267691,0.99986913526639,0.597026455587463,269.2806,299.195620111732,284.878474193548,168.65286,290.230353233831,3.82490000000001,14.2612539605529,35.0093416832812,48.5783401386729,7.57764164028903,267.36815,174.0461,161.55465,114.1737,176.7275,271.19305,368.49905,340.2292,186.6632,342.89755,2,179,31,5,603
"ZNF746",0.999698375445877,0.972761769823152,0.494736947120068,0.999090253168707,0.999825401471723,0.988236228687033,0.996977320483344,0.71334290057942,0.800866364927105,0.999994264984365,487.3216,469.421213407821,428.429809677419,459.47504,455.292627363184,26.1999,11.5862734123145,31.6471422884256,47.0454437960851,4.9230011800629,474.22165,364.38035,329.43955,383.2228,384.6237,500.42155,570.55235,493.5916,564.5998,511.85635,2,179,31,5,603
"ZNF678",0.0506827713155732,0.402308005086915,0.00630168970297573,0.512127942165777,0.648330824344043,0.999987661617276,0.328880327912619,1.91068272314965e-11,0.998502023509485,0.999999899513173,222.2793,80.0803625698324,128.57514516129,125.5404,124.691579767828,6.52889999999999,4.26235786507824,22.9668461089518,40.2319988831154,3.00370034194686,219.01485,41.32285,43.63585,57.5226,71.1431,225.54375,97.95055,162.77405,182.7261,158.8664,2,179,31,5,603
"HKR1",0.90249070753176,0.999236601988225,0.000363177884659338,0.990667399192316,0.98358240694276,0.769532375868339,0.999998560851822,2.2948309919002e-13,0.939871359320512,0.881609013134726,874.48715,671.880339106145,931.441609677419,750.1499,885.933085074627,44.97795,26.1100402146306,78.1629932416865,93.0576280477425,12.5222398015289,851.998175,475.1671,678.63235,721.0823,684.6203,896.976125,748.35135,1120.1741,742.5645,1034.8997,2,179,31,5,603
"ZNF101",0.998928482024031,0.999815921944705,0.997413372778549,0.99995865224788,0.970380212568934,0.990916156621147,0.995906866775761,0.900161517491853,0.941483444697259,0.929376688059809,136.7088,160.347263687151,152.2486,124.46188,169.891932504146,30.9139,6.71211474381623,12.645507503006,27.0213864979464,5.5794915478065,121.25185,103.78015,109.3422,78.0158,108.0722,152.16575,188.61485,163.82835,153.5174,184.64055,2,179,31,5,603
"ZNF716",0.987132843603375,0.969695357468524,0.983399681484919,0.999999989818665,0.926141013982206,0.862748142409783,0.999248341519557,0.185493910231678,0.511404159022868,0.994176168271749,0.15935,4.83496480446927,6.20405806451613,0,2.39813880597015,0.15935,1.17521526521036,4.00373770373875,0,0.47153299391592,0.079675,0,0,0,0,0.239025,0,0.2731,0,0.1001,2,179,31,5,603
"ZNF708",0.649985676637471,0.662191153786215,0.999997420423975,0.994693363024962,0.623619579014895,0.661945326127892,0.562090242833162,0.815320426905037,0.992273877091541,0.481448016888125,313.12045,219.738517877095,218.651935483871,281.07374,210.872493864013,67.05805,7.87031992429714,18.0041272024031,62.0123525335042,3.77663911972586,279.591425,150.3855,144.55885,191.3062,144.0141,346.649475,259.0689,295.063,394.7339,256.93015,2,179,31,5,603
"ZNF721",0.0138828439086449,0.243198222368471,0.00106476770591424,0.292750689270251,0.647996421455808,0.998678410766598,0.324212419732825,4.94049245958195e-14,0.912140292249704,0.966485498543811,853.62945,421.049777653631,566.147864516129,540.3299,596.507112106136,180.91435,12.2225180430388,35.5591313486664,81.0305017067524,8.1273722870195,763.172275,312.896,466.734,428.6449,453.7752,944.086625,501.1674,725.3926,634.3593,716.6263,2,179,31,5,603
"ZNF662",0.0176769600408521,0.0400561973892659,0.947695678771927,0.0170656522675773,0.905545082316164,0.794797163709587,0.0246958153362857,0.852028494693067,0.997909202845646,0.818956458343933,455.31895,142.674545810056,163.094093548387,86.10536,154.880147097844,176.47895,8.50716184644242,26.0119833165946,37.8445782218484,6.09564517077047,367.079475,54.27535,52.2552,26.3307,39.92125,543.558425,197.9157,221.5622,159.4945,211.84875,2,179,31,5,603
"ZNF320",0.381115273121828,0.862755097926319,0.0363925286481631,0.841307864243054,0.895746729687341,0.998239089952903,0.70056320718475,0.000235304887611587,0.833833017611079,0.999970262732333,816.9658,507.379121787709,642.261506451613,607.07446,595.362829850746,128.948,16.6047687942867,64.081233662332,48.8265372835367,9.90723337673376,752.4918,351.0856,407.56705,568.276,452.7137,881.4398,609.31455,773.51115,679.5941,693.71985,2,179,31,5,603
"ZNF530",0.700560885081737,0.651933584366708,0.993909525172421,0.700697713042266,0.996576902716435,0.999821765327311,0.626706672603618,0.885433221536911,0.999999999616984,0.99975008741354,126.7672,84.1341290502793,80.3873225806452,76.61122,80.4423892205639,18.3383,3.14792937481573,6.74226739395633,13.0728863010201,1.97240283808569,117.59805,57.679,56.1093,66.2773,54.0609,135.93635,100.63465,97.5479,75.6379,93.03625,2,179,31,5,603
"ZFP1",0.999995709068065,0.999600956150512,0.849568049775021,0.99882909651328,0.97475524233824,0.999861132808682,0.994921908890189,0.00131127219306848,0.956655539148333,0.999956987430666,280.56765,285.272599441341,265.509690322581,257.88542,252.592353399668,28.49625,8.81698969193848,13.2807445307579,51.9447050347521,3.89411151789617,266.319525,199.89905,218.10385,172.7071,186.07885,294.815775,341.4519,302.46945,352.7514,295.8422,2,179,31,5,603
"KRBA2",0.988916666551404,0.99999981970355,0.33054953381379,0.986474161657741,0.436514462711433,0.918519946876697,0.997905750021806,5.6310200946541e-10,0.813156003413157,0.991225968569016,67.10945,52.3227782122905,68.0473096774193,85.45128,76.6699394693201,15.80285,2.16722084454529,5.65757348925201,31.1803104394328,1.9010793964436,59.208025,30.23835,46.1065,41.5845,45.037,75.010875,66.70205,90.73185,157.9843,96.22825,2,179,31,5,603
"ZNF93",0.882997754004061,0.999820677524975,0.000535625689655039,0.985540655681728,0.98628302996292,0.777351035142988,0.999875043916132,5.3179682879545e-14,0.999992596360075,0.746929697800995,165.06385,233.03218547486,152.527861290323,209.36062,153.950542454395,142.77555,10.7037701281534,16.7487157289988,68.5311150308048,3.50560890287076,93.676075,142.8312,89.9112,117.8073,100.23375,236.451625,283.3828,198.91285,269.7462,188.48105,2,179,31,5,603
"ZFP90",0.983102850991941,0.999759478477089,0.69409525923422,0.94297347560715,0.982244683395276,0.837644626477496,0.998940787029993,0.139299481782381,0.998329863133267,0.858691870218077,694.10145,606.445018994413,663.953903225806,549.80108,651.521081923715,86.96925,18.4767673954025,31.9822669042401,100.863964601355,9.14979988185989,650.616825,425.17485,524.54195,471.0522,501.00715,737.586075,737.77135,745.8763,681.421,744.55135,2,179,31,5,603
"ZNF479",0.999436011107946,0.999999984140017,0.941924597821854,0.999994154695657,0.988853216303488,0.999891168624806,0.999999349745009,0.173929665536578,0.999454846902643,0.99999518569602,0.15935,0.586048044692737,0.191045161290323,0,0.0814739635157546,0.15935,0.419244600292429,0.159826527723884,0,0.0232683227539087,0.079675,0,0,0,0,0.239025,0,0,0,0,2,179,31,5,603
"ZNF445",0.996750015146119,0.999297624438095,0.191130470834666,0.794356439628547,0.0672369602214502,0.503981977002422,0.985009403207344,7.64022178856294e-12,0.820971589425283,0.711485092129994,610.3483,554.891938547486,648.843835483871,819.2126,692.723910116086,40.066,16.9377914939487,35.6701511979732,137.11170729231,9.02477521104065,590.3153,392.072,521.5409,662.8173,534.32495,630.3813,672.85,790.1017,1009.2023,834.5556,2,179,31,5,603
"ZNF74",0.931944471132384,0.999608381193775,0.00234666086491442,0.997124892257423,0.331817011226949,0.998649816562803,0.996126411837688,5.15143483426073e-14,0.974984164628551,0.999998010667133,367.15475,457.398923463687,343.317170967742,321.76834,325.667662189055,15.89175,17.029669678011,31.3430415625937,34.1138371016015,5.39634491218579,359.208875,301.12865,234.7604,282.4879,237.88605,375.100625,537.8848,397.42095,374.7588,387.7166,2,179,31,5,603
"ZNF829",0.999983187932033,0.993850046437645,0.744096517325503,0.999797702244178,0.99979336687096,0.997573923557394,0.999957891604893,0.999664729310827,0.75725443541606,0.999916793648521,31.86495,33.4161301675978,38.9584903225806,35.27292,33.8099147595357,0.958550000000001,1.95605803203442,5.60975249940185,8.26471695531069,0.90508044044985,31.385675,16.6975,19.8232,23.1529,18.8525,32.344225,41.0067,49.81665,45.7935,43.90885,2,179,31,5,603
"ZNF267",0.91021152417421,0.911509332012932,0.999995130591031,0.882817024152688,0.995856782093653,0.997618166901455,0.997574916867596,7.50776309216272e-05,0.198880407726355,0.733433494777318,379.41365,480.261134636872,482.437277419355,508.08896,417.287324378109,20.58635,14.587184646736,35.445240692923,56.2787194304259,6.20769497742645,369.120475,360.5899,334.3595,459.2438,313.54565,389.706825,557.13805,582.94595,615.164,495.13055,2,179,31,5,603
"ZNF566",0.996407848888975,0.999928721204817,0.925812095570793,0.999894964595771,0.998385046902373,0.99999816651135,0.985211752152941,0.672235061182068,0.578023704381253,0.982138047730555,250.87715,226.550410055866,241.630467741935,239.18856,215.789026533997,15.21595,10.1650025144486,13.7521221460469,17.2755000755,3.27137736530929,243.269175,156.23605,193.99925,217.1922,166.70475,258.485125,258.18155,284.96385,273.5257,246.2847,2,179,31,5,603
"ZNF224",0.144649568164374,0.781923504219062,0.000396473818871534,0.87907117668902,0.335221312664901,0.999982479827537,0.71288990100203,4.82947015711943e-14,0.997592756941364,0.999337401300962,332.47625,168.751716759777,248.913829032258,253.43272,242.934527197347,72.08395,5.71042787588943,21.7003725539588,18.6221004352463,4.27924746510222,296.434275,107.49835,173.42115,257.9223,177.01435,368.518225,216.5374,304.33345,267.8401,294.78805,2,179,31,5,603
"ZNF529",0.829518378561167,0.980751093693593,0.399731176045068,0.929402015572495,0.999810769706133,0.982082438974825,0.990903764849829,7.0826675093727e-06,0.991283060332898,0.937818072961287,270.3529,375.359073184358,327.504174193548,364.53638,315.814800165837,70.9473,14.7335452703155,23.2079760096626,33.3552787708842,4.84683857164776,234.87925,242.463,252.66925,314.6312,242.12475,305.82655,444.53255,388.55835,430.0231,372.51355,2,179,31,5,603
"ZNF284",0.879050695675905,0.99417783129957,0.304741247881938,0.999991327594215,0.667968828848119,0.989080060194843,0.972429702772391,0.0460146188290839,0.942933550129445,0.922510393898497,62.93495,45.4452005586592,55.1900903225806,61.22234,51.567363681592,6.85475,2.10835630402216,4.56301165060254,11.1949235817669,1.03415875806208,59.507575,27.3082,36.0134,45.5039,35.60195,66.362325,56.801,65.75645,78.0671,64.15415,2,179,31,5,603
