"gene","p-adj-Negative-Indeterminate","p-adj-Not Performed-Indeterminate","p-adj-Not Performed-Negative","p-adj-Performed but Not Available-Indeterminate","p-adj-Performed but Not Available-Negative","p-adj-Performed but Not Available-Not Performed","p-adj-Positive-Indeterminate","p-adj-Positive-Negative","p-adj-Positive-Not Performed","p-adj-Positive-Performed but Not Available","mean-Indeterminate","mean-Negative","mean-Not Performed","mean-Performed but Not Available","mean-Positive","SEM-Indeterminate","SEM-Negative","SEM-Not Performed","SEM-Performed but Not Available","SEM-Positive","Q1-Indeterminate","Q1-Negative","Q1-Not Performed","Q1-Performed but Not Available","Q1-Positive","Q3-Indeterminate","Q3-Negative","Q3-Not Performed","Q3-Performed but Not Available","Q3-Positive","count-Indeterminate","count-Negative","count-Not Performed","count-Performed but Not Available","count-Positive"
"ZNF300",0.999998461843091,0.965876158876926,0.273764772119167,0.590255442546763,0.217305956988451,0.0471868645237941,0.837233996829391,1.92109661512063e-11,0.873531052631771,0.0078685289184357,118.258675,120.494963241107,88.092946875,203.3056,72.9159408745247,54.3553757232649,7.66306220602138,16.2302679551201,48.5758167870804,2.74151731697978,33.29425,26.4995,22.697575,133.7836,27.07105,195.313175,177.5444,127.99925,272.1598,97.160475,4,253,32,5,526
"RBAK",0.636993146706502,0.963584013712847,0.351428584622036,0.774207403687277,0.999782499145117,0.902981791359394,0.645967759824351,0.999938226320518,0.350299111713286,0.999647841116612,824.356425,668.666230039526,745.615309375,650.89002,670.860969201521,32.5165093461351,15.3301108700757,47.5713176838885,101.439225365577,9.13816079024046,808.530975,494.5784,515.2808,456.9474,518.898125,850.6073,768.4729,954.949275,711.236,778.867475,4,253,32,5,526
"ZNF92",0.313700424570373,0.674398895784967,0.644437443475885,0.929418490066427,0.883201346610826,0.997057257123918,0.934601058372686,3.19089199507516e-12,0.435803830394372,0.997675308784768,1478.3733,527.910370355731,782.75555,945.32398,1088.31043498099,598.197109304695,27.9625427040136,89.0934716049144,310.378241636205,51.4951518033585,763.4984,304.4824,424.704425,499.6618,450.020225,1916.4536,581.6327,1006.3876,1156.9629,1299.1327,4,253,32,5,526
"ZNF157",0.999993417719756,0.999496795165709,0.993521558923845,0.960635658075901,0.810265875643452,0.757172142181751,0.999875915137694,0.569768536511268,0.827877050055679,0.916467544172676,2.00815,2.1028790513834,2.3043875,0.8392,1.81114429657795,0.282852271512887,0.187536685581033,0.477019700782343,0.328903558813218,0.101972772032298,1.7637,0.3224,0.2814,0.227,0.311575,2.3637,2.8478,3.486475,1.3529,2.400325,4,253,32,5,526
"ZNF182",0.145024416548082,0.993257083395739,7.44060855195627e-06,0.960820543576493,0.523800604587942,0.989107778103382,0.908024336809047,5.36237720893951e-14,0.772960538173456,0.999999183740107,278.837075,187.690588932806,261.179653125,243.02172,244.55883269962,45.9997349188263,4.741263546763,16.7731801329022,25.678374754283,3.44519779047719,203.35625,135.3802,193.663625,199.0979,194.851575,342.432425,224.0071,324.9943,293.2031,287.394625,4,253,32,5,526
"ZNF673",0.964524759524046,0.985836423665904,0.997754598279113,0.515050212825225,0.498333795051879,0.480912038861522,0.980559483401135,0.961815606520796,0.999999048764358,0.420826430665267,187.3555,210.087711462451,206.002953125,259.3599,206.565056844106,69.3565887970758,5.51400122113329,8.68178839202215,26.6445197483648,2.48738850143047,107.65825,153.9527,167.477825,221.3749,170.5732,272.78105,255.7689,234.533325,311.8839,235.927925,4,253,32,5,526
"ZNF41",0.0564939485607295,0.365554191010736,0.224685578792541,0.561052900920509,0.939654198556894,0.999981918787915,0.312466670140862,2.83033472625593e-06,0.99999996384404,0.99996777639937,435.6684,294.84078458498,335.6268625,330.90062,336.004893726236,20.9265044265639,6.17626131979082,21.6547343759008,39.3142863087377,4.6109510966091,418.057475,217.9888,253.69405,327.3181,264.6294,458.344325,361.0424,437.92095,368.9651,397.759225,4,253,32,5,526
"ZNF7",0.74515386304996,0.806972957703769,0.999900620924803,0.998896110953144,0.874768782413441,0.91778761008308,0.866148899658143,0.51462584934629,0.986184741856074,0.958133035053989,468.660975,651.659551778656,643.50071875,522.22642,615.543036121673,26.9308927414341,21.2685273811381,43.1256584956106,122.031486002504,12.3795557940575,427.846375,417.6959,467.0633,370.2669,422.0815,509.69655,791.0059,799.372925,769.6325,729.81735,4,253,32,5,526
"ZNF214",0.985578570682424,0.891239908343198,0.000724222239493533,0.999999466397894,0.985385742724319,0.825181553307767,0.777501599265594,3.67483821150927e-14,0.985726520439904,0.661510983412012,43.9664,31.9161501976285,66.368559375,42.75346,70.7104218631179,15.3730154791331,2.3013035019016,8.66062228488629,28.8739483632668,2.17483801061819,18.988175,6.2799,22.3494,7.1697,29.9043,68.061075,45.7736,103.401175,36.6053,100.87685,4,253,32,5,526
"ZNF215",0.966990708146696,0.99999168736877,0.286334683906824,0.999993734119237,0.921022075881403,0.999999987482576,0.99964067618365,3.20395393216266e-07,0.997569571669865,0.999959759262645,20.6816,28.9412782608696,19.63768125,19.45134,18.1382551330798,5.26391179779829,2.25438265212204,3.93062453907341,6.31346340795605,0.809056448703716,12.52155,7.2965,6.33295,11.1131,7.08535,29.1546,37.2841,23.502275,22.097,21.078025,4,253,32,5,526
"ZNF547",0.867207289107874,0.999962516502266,0.147995183539019,0.958401835715233,0.999997174869665,0.918396077355701,0.994523698090692,0.00159534336436995,0.937451788989519,0.977528088589355,76.82665,59.4987162055336,74.699915625,60.4466,69.7071817490494,8.70738836089789,1.7568200178571,7.04630408232621,14.891556133091,1.66524345308837,68.296975,39.2897,40.8222,47.0191,48.02065,84.081275,73.6334,99.4667,90.7654,80.6635,4,253,32,5,526
"ZNF773",0.89937253455859,0.979286884424928,0.93452720456376,0.997877238128886,0.984304881116,0.999705586939025,0.96480191322465,0.525859055140624,0.999865605556474,0.998878389485137,195.2379,152.427248616601,166.4600375,175.17366,163.751958174905,7.91806111126118,4.52275887648615,10.6733802213682,39.0992157191497,4.6304006568789,189.989775,106.3586,137.03325,111.2129,113.8214,205.743625,195.0322,197.396675,252.5366,198.539925,4,253,32,5,526
"ZNF776",0.956488091489941,0.999675087112142,0.673881774084903,0.996798919245079,0.998964913955857,0.998797217843163,0.999273401689248,1.00450840978539e-08,0.734426828432544,0.933756634155001,653.5596,495.265878656126,607.06795,548.3469,707.485552471483,85.3127952544927,14.8280347295463,41.4775178328224,112.070211890154,23.1552513140089,535.57595,337.814,458.4917,485.9963,493.437675,790.3688,625.9329,725.903225,661.3895,781.8778,4,253,32,5,526
"ZNF256",0.759859860087286,0.793433239447697,0.999999999919942,0.998321771133281,0.903309309301748,0.92220048932661,0.768102009235576,0.999941605863562,0.99999870858766,0.909407704017831,96.010225,144.369292094862,144.303471875,112.09726,143.583457604563,27.5396125864295,4.45009846879645,15.4210128466073,28.9347580678083,3.71806717485526,81.0349,104.6525,91.8676,93.7677,99.458175,131.248525,168.4435,171.960225,108.23,165.45895,4,253,32,5,526
"ZNF599",0.990503784060863,0.999057152918242,0.282537106777755,0.91477720558487,0.945764441359758,0.583885062896669,0.999774509367203,0.000259589929023529,0.999084392825943,0.583770789995,107.95805,97.9402209486166,113.77415625,83.51362,111.792157794677,18.0564848949761,3.25035593582237,6.95654821976605,11.778595692416,1.66983088314013,102.33025,65.5384,84.59535,74.4081,86.3621,125.8606,115.3527,144.834725,88.027,132.987475,4,253,32,5,526
"ZNF18",0.828348642840584,0.999994340042938,0.0643443335959175,0.999964012558877,0.662110155988999,0.999328334146348,0.999998475142203,6.15422712790803e-10,0.999995813437674,0.999435318733857,225.86905,178.433601185771,222.530565625,232.58074,223.593429847909,54.3539761418074,4.38216307986738,16.2108623992262,28.9148216972645,4.22304988979932,174.884075,139.2557,157.298925,178.6687,157.75145,234.783775,207.3439,279.847975,272.1598,262.386425,4,253,32,5,526
"ZKSCAN2",0.959111018447625,0.681378582513989,3.50436578089308e-07,0.999767166526918,0.839394894816984,0.751028537156731,0.999405969305059,2.5820091176243e-08,0.0121736947535849,0.999999991242876,290.517175,245.403362055336,381.342190625,306.19824,305.378762357414,56.9390102450036,7.57020786869354,24.0322106149836,96.0510786541546,5.82013785479281,193.360075,159.9352,292.737375,144.6781,209.37545,388.25435,312.0498,461.47255,327.5328,371.884275,4,253,32,5,526
"ZNF689",0.999847740912443,0.987553283081595,0.86688808938914,0.999807602154235,0.992593732785051,0.934112148294872,0.999207052220008,0.982812493269528,0.937594732681682,0.984380362024187,252.96395,315.763251778656,456.868315625,164.2985,347.822823764259,62.2758294876445,76.6211626195808,77.8154970864468,30.8007128662146,19.5433754960103,155.345875,104.4177,226.43605,141.6276,183.372225,339.599675,231.5858,379.032025,221.5413,341.005125,4,253,32,5,526
"ZNF19",0.53944561277657,0.937994236002632,0.298880790705518,0.918248538626672,0.990259684090525,0.997807874202842,0.978103998572456,4.43217407219976e-09,0.965073660478931,0.974128807891089,97.76095,67.5546549407115,81.734496875,75.78192,86.4128290874525,21.8801518487456,2.61894875027698,5.50329082255249,14.4345514606932,1.66366998316849,86.57695,39.57,58.5295,55.3437,62.05445,125.17585,80.3792,101.9523,85.5135,102.86995,4,253,32,5,526
"ZNF230",0.229895612731129,0.625174049384521,0.487034678908085,0.959348321879439,0.691018972009748,0.976500266533266,0.666474960784133,1.08922065843453e-05,0.994751461373385,0.98991427051095,183.1126,113.411658102767,133.586284375,152.47276,138.395378136882,25.873646479027,3.06118020654937,9.47462100989966,16.1261114486599,3.24364746215429,146.073825,79.6015,89.3438,146.1032,104.606225,209.108575,137.2245,157.0134,181.3945,162.031675,4,253,32,5,526
"ZNF222",0.847387665892415,0.89690921920333,0.999716032089547,0.920688172271206,0.999976957120017,0.999821292935675,0.859409521921567,0.999642979184535,0.99996630914224,0.999925084644161,102.395125,73.9708873517787,75.935009375,71.45516,74.8194317490494,6.30054970000965,2.5922524476895,6.67718248662297,15.0716523978162,2.70941074939237,96.525075,49.4198,54.074925,41.4322,50.0761,108.25315,90.0684,91.37695,94.9991,84.672975,4,253,32,5,526
"ZNF221",0.994962466101313,0.999585410227361,0.990149072062422,0.999930028144998,0.969233742447543,0.993822772708293,0.99999975848569,0.122551761136376,0.98571142428091,0.999335467581348,27.908025,23.9239300395257,25.691215625,29.69994,27.5836952471483,4.70415695269886,1.22519224965727,3.03040178596124,7.91034917545363,0.899876720039642,23.788575,11.2685,11.6871,19.1742,14.191725,32.94245,30.696,32.849775,33.6978,35.89005,4,253,32,5,526
"ZNF233",0.588947586261097,0.656595244984322,0.999984738873309,0.633767651653532,0.992431168152207,0.99183442533143,0.799099458095109,0.143723815409289,0.905744408386518,0.920725691620241,91.418675,56.8373138339921,57.636571875,47.56358,65.1329608365019,23.0561297625084,2.71798514428442,6.70848875225094,13.1914288805042,2.14894439160293,65.788825,25.3139,30.56855,24.8393,34.0583,99.92755,75.1108,77.12575,68.4711,82.796075,4,253,32,5,526
"ZNF235",0.904308635025108,0.952190319704548,0.9973928694566,0.930831956594032,0.999604558068685,0.997669754048003,0.693383250001066,0.0532965587536243,0.575443722410603,0.999065896207465,119.2542,100.998580632411,103.559678125,97.18176,92.4611321292776,10.8244656683367,3.02768127154935,10.7338379277042,9.0738397199091,1.56880720158712,109.024725,70.7896,73.903125,86.0538,69.6788,121.172725,117.3167,110.773,111.9948,107.57815,4,253,32,5,526
"ZNF208",0.997764925129704,0.999999741608309,0.94086938601114,0.995926112689797,0.893827867534718,0.981339033718405,0.999923704891226,0.746022553213385,0.998675749315479,0.954962769142057,75.312875,104.624920158103,78.474165625,29.78168,87.7399821292776,28.8658120095779,15.1152114971989,36.7508400767483,12.3342303488463,6.37549280438919,36.357575,9.0369,13.13405,14.7543,17.807375,120.5093,56.1224,51.51125,27.4761,85.0189,4,253,32,5,526
"ZNF714",0.670831363097694,0.805124517668347,0.990592752568946,0.984791159231622,0.954932880254793,0.98887155378068,0.900894215655454,0.0274571245776422,0.941686628683626,0.999574229203916,147.5764,250.485083794466,237.18863125,201.56614,215.966261977186,15.3465602263721,10.7567002890701,33.2038265197744,57.5086598879125,6.19436330017436,138.8721,134.2365,98.70655,79.8196,128.9213,161.30045,321.7321,296.489875,309.3744,264.23925,4,253,32,5,526
"ZNF394",0.114697997478819,0.0428907767796889,0.613203385922914,0.29097784974041,0.999531553638005,0.99664206571494,0.018406383850442,0.000162115625173986,0.996637226630359,0.985128797594312,544.986325,409.639788142293,379.843678125,398.8382,372.649225285171,136.970607762592,8.10352009555945,18.3502475554216,73.9980189984097,4.38127778312523,406.059975,327.2702,299.328275,361.3551,303.4121,571.1165,473.9749,444.8671,369.1034,429.181925,4,253,32,5,526
"ZNF333",0.966667263072805,0.999900996199413,0.668738905234528,0.989278375638947,0.99999999106763,0.986579030708257,0.999999977888853,0.000332600958822038,0.995870941615693,0.957590345450149,220.2202,191.953670355731,213.589753125,192.50262,219.45495608365,33.5876406742371,5.47143166569639,14.6537243306234,29.4843922007288,3.76725919443127,173.940275,135.6615,161.317225,144.1118,163.365275,275.312725,219.7199,232.898875,251.8793,258.933975,4,253,32,5,526
"ZNF382",0.990879480299897,0.995936889030306,0.999756685356773,0.891465029674499,0.916048611354468,0.90943867001667,0.963757654198639,0.66528295326798,0.944271042946268,0.971577989676189,72.858025,64.8048766798419,65.991903125,51.49428,61.2295365019011,8.42312981610508,2.48983258179926,6.3724533050316,9.26937922675515,1.41240989895177,62.256275,38.785,42.0407,40.0915,40.185575,86.613,82.5507,84.432,56.2606,77.807325,4,253,32,5,526
"ZNF577",0.878405284684348,0.992278655072792,0.690139305248919,0.999999993053489,0.818800402013294,0.987097862835481,0.976566319251773,0.125837238821292,0.996872634464457,0.961001033438317,223.8759,161.978609881423,193.664684375,225.02672,185.459051140684,90.3328580053884,6.46629435712863,22.2353783885967,56.7510913029732,6.13564844377642,133.76475,83.4579,111.1639,199.3189,95.2257,260.1624,214.7604,270.281925,204.8153,236.43535,4,253,32,5,526
"ZNF75A",0.996710714333709,0.601022074918005,0.0155906297637654,0.962101023042662,0.973908421538961,0.96661519230669,0.866779492322721,0.000487547298213986,0.554591292973148,0.999989304709505,400.6794,443.700292490119,586.087390625,510.2544,519.290211977186,34.8804387403838,12.7514978028791,55.4036532384897,89.739017606418,11.1548986107753,397.38295,309.8088,352.37755,376.77,342.5409,435.0896,512.3726,697.9506,647.1251,641.633675,4,253,32,5,526
"ZNF496",0.992758569593421,0.946296577074829,0.881163544269311,0.79068907467871,0.753464708716817,0.942711988296329,0.920127924054805,0.066885459528095,0.999927177755243,0.943027166490963,396.01855,360.686149802372,332.047675,272.9587,328.083596958175,73.885479973419,12.8247862236543,25.0180642647782,42.7233479291593,6.0996555139265,325.5715,220.6669,234.63525,202.4742,224.07195,426.51405,453.8574,409.692225,291.7702,404.052825,4,253,32,5,526
"ZNF2",0.6388788902517,0.987898164617796,0.14044199712611,0.999999998138328,0.525455932795639,0.980892173964982,0.86491493217317,0.0564669794069638,0.71715638179013,0.802752657399106,173.396025,146.336027272727,163.21725,173.64388,154.324311787072,23.3509956367808,2.55776688121932,6.05612896597323,14.0759694292578,1.66426288269198,146.017175,116.1826,139.292225,153.0813,129.6897,192.9268,170.435,190.451225,172.717,175.834025,4,253,32,5,526
"ZNF589",0.990891160050669,0.999945128749996,0.50759667832245,0.999327816374472,0.911181062459277,0.99971062620006,0.970357485941969,1.96240801386693e-11,0.646769750971055,0.996697819977558,276.893125,252.1834,283.97549375,293.73074,310.65705095057,24.1505013480526,6.33097025328945,18.3527047442132,51.6983633509959,4.80178713399713,245.51885,177.7673,217.037975,218.7148,226.968125,297.418075,301.4136,360.524625,344.5418,378.399375,4,253,32,5,526
"PRDM9",0.996010586508989,0.999649570754842,0.992829596364629,1,0.993910206470914,0.999483724157093,0.999999574914683,0.183020534397269,0.98933929522202,0.999999338408661,0,0.348021343873518,0.19714375,0,0.0346636882129278,0,0.20942097043403,0.156386408646096,0,0.00856898116834348,0,0,0,0,0,0,0,0,0,0,4,253,32,5,526
"ZNF12",0.410273301752785,0.973353183525812,0.0274317922486478,0.921766861425715,0.954188751722695,0.988999634437095,0.81001238596883,0.000198574895002523,0.731437991633795,0.999999985981659,1062.9934,823.296714624506,974.3765,910.99988,912.936606844106,72.560577899148,17.9892444592582,61.3556872932587,85.564511100756,11.4753326998066,1031.990025,616.8916,668.687525,772.9425,727.050225,1129.308875,954.0927,1258.867875,1075.4738,1046.118025,4,253,32,5,526
"ZNF202",0.999999990909543,0.999538302251822,0.968213743176888,0.924356265950875,0.74975319683758,0.640786124117189,0.986285173206618,0.00541403884503522,0.934470282629482,0.376800830962825,257.189275,257.88136284585,246.197184375,310.62544,232.288964258555,67.8345789293506,6.63072180349313,10.1877099395696,54.0645423645535,4.10939529524402,174.40465,187.3365,205.8908,274.3251,168.66645,312.166825,298.4751,278.355975,355.5943,276.785775,4,253,32,5,526
"ZNF3",0.784211090755015,0.846819069048461,0.999723809307347,0.932334272772544,0.999981938538881,0.999999986489454,0.681310058676783,0.799996469495298,0.964613941173822,0.998568539891989,1058.0825,902.830511462451,912.32311875,914.34954,879.864613307985,287.20339142034,17.4042682751475,52.5327663362402,70.4724659945542,11.4484789457721,765.923525,711.2706,699.552375,860,709.9538,1100.281125,1053.3966,1149.376325,967.9118,1010.926,4,253,32,5,526
"ZNF606",0.982894555287402,0.9995639583827,0.242975738811856,0.998842298556333,0.999610196268028,0.973847152592496,0.997965443786205,2.74493275775889e-07,0.999206590811593,0.94453027634058,438.077925,365.021108695652,467.92390625,389.72754,479.846636501901,99.7787292041359,10.9897528359258,44.897059719914,104.702960189675,13.2204154634602,345.708975,238.8956,307.252225,241.4337,336.396875,574.3147,468.5301,531.3146,452.7018,553.854225,4,253,32,5,526
"ZNF91",0.933899999174639,0.965597297047211,0.000739775976899004,0.990845215307025,0.999657173934306,0.651256157565349,0.997263635930615,3.50108830815543e-12,0.862492468068733,0.826663771855493,879.361525,680.482994071146,1053.32144375,725.22874,963.665354372624,247.328725371398,31.5120049277484,112.798162962078,174.244740653716,21.426174219332,553.12425,336.6111,603.945475,461.4882,605.8022,1208.101975,923.2892,1427.53855,957.303,1193.81365,4,253,32,5,526
"ZNF226",0.164386285877196,0.625593120470453,0.237566059906051,0.913218454136891,0.730438363658803,0.996568980380893,0.592736010571282,1.95650267797998e-06,0.999990867820014,0.996834745771236,439.070375,283.449969565217,336.681528125,360.21852,338.677503802281,66.0013052255708,7.44784212543794,25.2918391946423,51.5121437242851,6.35318716903198,375.466375,190.4187,229.126575,297.6359,259.2869,512.6557,351.6652,418.85425,430.1846,400.7798,4,253,32,5,526
"ZNF229",0.929879276717643,0.996841678162285,0.768169108442523,0.9087429487653,0.994953181644712,0.922616357020693,0.999999439140909,6.13154922324277e-06,0.894934880849949,0.721447943480582,145.653225,214.768344268775,177.22525625,245.11322,149.054580988593,62.3839439050409,13.6870352534525,38.5092554875969,116.775059573316,6.04057198023983,63.089375,53.8869,46.08115,60.3791,39.032075,196.00785,301.04,209.027825,447.7505,224.14795,4,253,32,5,526
"ZNF180",0.58341877787898,0.953619446326671,0.302464061991393,0.975892216285502,0.943126903619013,0.999999185233869,0.816125786989179,0.0755620630334319,0.894890192691935,0.997722690683698,300.4476,226.61744743083,262.73715625,260.64854,246.290670532319,32.1652482734343,6.67368301024525,21.1350855331219,33.0556785561513,4.16765776989289,260.896975,164.86,173.815925,206.333,193.792425,348.964125,267.6153,303.514675,295.8286,286.877575,4,253,32,5,526
"ZNF641",0.999740100009189,0.999782156394453,0.857540116612354,0.99999903120692,0.999917096495421,0.999021555751089,0.999731340851583,0.10641050393297,0.999999999999631,0.998730817544935,172.875475,165.571293675889,180.22786875,170.482,180.211120342205,18.0666748885148,5.46065776014257,12.9174871681423,39.926131581309,3.25102938806541,153.3409,102.4335,134.63545,145.1873,127.3591,178.364075,211.7971,230.16045,191.4606,225.88295,4,253,32,5,526
"ZNF610",0.995639026079581,0.994413414270967,0.999946381534182,0.922419257761491,0.465735064917295,0.498973910757662,0.976565844787225,0.642260314564491,0.991458537747129,0.321824412127669,147.61275,132.468482213439,130.6187,191.6338,124.100525285171,36.2910301968567,5.60038949207789,17.9974368880554,55.5323106559326,3.1491911019952,96.4568,72.4179,54.155975,75.1334,73.404475,206.53405,175.9453,153.8756,251.2995,165.109175,4,253,32,5,526
"ZNF528",0.881097613724936,0.999650907891558,0.0177373575641655,0.987794200303008,0.382948866765793,0.989861494178283,0.999785505662226,5.70834845781132e-06,0.824734900839997,0.882791681823276,357.8482,260.078413438735,379.615071875,426.41786,339.6282878327,84.4795380751753,11.6308990696307,83.2451218903668,65.2689665360698,8.30061453527376,215.760825,117.9529,168.1878,326.8641,191.058175,484.134525,363.7083,440.13725,549.2672,448.11235,4,253,32,5,526
"ZNF701",0.220714994292227,0.842462862766537,0.0496317796134802,0.908601720768518,0.829418983724007,0.99999203593808,0.696605077966274,1.05440203668206e-06,0.979918617507483,0.999895303454903,294.1774,184.855050988142,237.8803875,234.05612,227.239451140684,54.212677410931,5.19413017382621,25.2252488646184,40.9451282448767,4.76575562408095,239.8503,124.7888,139.176675,157.3844,164.7012,327.33775,225.646,284.69675,251.5038,271.85605,4,253,32,5,526
"ZNF283",0.581799665600323,0.678648876455061,0.999492206290563,0.94664712578826,0.983161520067342,0.993396735062189,0.471729577308002,0.819400505379936,0.961361733741815,0.950596335925233,115.4234,85.0557039525692,86.736625,95.04234,81.6859226235741,12.3043374466757,2.51437676945887,5.45636755072723,11.2101651015317,1.83622784438392,100.891175,59.5491,72.1035,85.9174,59.5599,121.215825,101.6496,100.33655,88.027,96.655175,4,253,32,5,526
"ZNF558",0.99976516131446,0.984514127869585,0.851580035795039,0.973342643531854,0.802029606711192,0.605427938470159,0.99996699491929,0.990449957851366,0.731340081212861,0.838994104806669,410.6057,426.96802687747,461.09435,336.6554,420.559849239544,49.243914899322,13.1776408973067,30.2558870392633,53.6409900560103,7.23420316855482,390.421275,290.1606,352.4063,231.3978,315.533625,450.488275,502.4331,592.568575,450.5073,495.500425,4,253,32,5,526
"ZNF597",0.596312835896042,0.995018011004339,7.01569163852334e-06,0.999847743721028,0.642846545036247,0.965280730812842,0.995912930789603,2.73151501417601e-11,0.193261684286038,0.999790917694722,83.482925,57.6146201581028,90.8459,79.6462,76.8627180608365,6.3272473083186,2.35046764805985,10.1748459392127,21.3903984047516,1.42258208983645,73.944725,32.6327,56.294975,56.2825,56.172925,92.42495,80.3426,107.606625,67.1097,91.60845,4,253,32,5,526
"ZNF30",0.768787086770774,0.982862234712489,0.492282193533024,0.833316499682253,0.999137450080484,0.910484904824783,0.9989590301027,3.27486016082901e-08,0.912526136911789,0.709726225178211,176.301225,133.935104743083,155.62869375,125.81732,166.838442015209,25.0896036426902,4.41286364694029,13.3774297431352,15.5321616374991,3.17258560619378,154.608775,87.7052,110.45915,114.1755,119.9977,200.7615,166.362,179.2958,126.546,198.183775,4,253,32,5,526
"ZNF354A",0.896625242479603,0.982673545124207,0.90357277393488,0.998724733683996,0.617909875814016,0.862058304597465,0.999466010076736,8.33692360348026e-05,0.867045139106488,0.964806065193279,316.047125,383.354871936759,358.818090625,288.57388,332.529573003802,32.1551206684455,12.9283226798217,16.8372605372112,20.8582334942679,5.02091360103332,277.376425,257.1878,280.350625,240.3608,259.47985,366.19365,440.5909,440.3346,321.2045,380.585775,4,253,32,5,526
"ZNF764",0.99806710040101,0.673630438418461,5.28876052681149e-05,0.998999036582721,0.949894591457596,0.80522307926851,0.978893904390426,1.02930275969193e-07,0.149823985712515,0.999097558420031,226.5443,211.900662055336,293.19863125,243.02864,253.783624334601,57.3099744511081,5.98393971180817,22.0728429256289,33.3743307414785,4.02293143591181,159.7211,150.4914,198.4728,188.2558,189.227525,258.5759,248.6496,374.2125,263.5342,293.958775,4,253,32,5,526
"ZNF747",0.9998148015641,0.386892763993191,5.57823956470749e-07,0.99999814809961,0.999967177038462,0.249766366257328,0.804546718036781,6.08402217494586e-14,0.205326133397922,0.683334243976916,262.82355,251.819079841897,384.293384375,258.2053,334.176553041825,35.8318476252272,6.83901525470864,34.3676077016049,40.389753073063,5.80841819680263,229.80485,174.5258,266.835525,190.9267,249.6722,288.18995,304.8749,439.268975,343.171,393.09145,4,253,32,5,526
"ZNF778",0.974996953479913,0.56425036454685,0.0676235254979058,0.306801324305338,0.186910411526166,0.842284940681337,0.464160587307721,1.15028986336085e-10,0.999689448821987,0.845140331753566,122.11125,107.116768379447,82.758165625,58.2586,81.0158747148289,46.7741645002613,3.76688487235964,6.06495321167199,9.23446669970714,1.93270301712147,68.94315,66.5254,61.18205,41.8684,52.743,135.43705,128.9073,97.855875,73.7714,96.572025,4,253,32,5,526
"ZNF212",0.877974027587902,0.990503082447709,0.730617251361998,0.999863475624252,0.923082431827762,0.998407725630812,0.987445331591982,0.0255005108771186,0.9999999059414,0.99764360759462,294.853725,350.468580237154,323.481703125,307.11836,324.019505893536,14.8690257146848,8.75696835931089,31.4276323582627,36.3086295086389,4.31832290230141,284.89475,245.583,230.148425,264.9526,266.231275,308.097625,414.9034,342.137675,344.1057,366.657375,4,253,32,5,526
"ZNF282",0.936181753680496,0.991452628193395,0.923802247010799,0.997840954692762,0.994502402281459,0.999997659294954,0.983994733828256,0.466165739493174,0.999873259373469,0.99994819200631,633.76165,736.306894071146,696.100375,688.99614,703.414507794677,63.1565994130133,17.2697154421398,73.265956978909,133.54285304272,10.5301556242678,541.1249,547.9452,459.101875,497.2219,541.615125,687.60525,863.5624,748.044975,980.8343,794.3829,4,253,32,5,526
"ZNF160",0.767895256581106,0.96982702406019,0.65446209759524,0.996152268248912,0.941199757684958,0.999732297075677,0.998055774431915,1.70359548468113e-07,0.858192627922116,0.999617365685062,767.585275,618.985253359684,683.161953125,705.6876,728.719802471483,163.73734183175,12.2928628552215,34.9419690463227,71.9439527439451,12.0946822533091,584.577725,498.67,528.251975,658.0237,575.841325,868.9633,738.0792,827.494075,754.9392,817.873925,4,253,32,5,526
"ZNF415",0.806609761344737,0.959111446400301,0.85083816290528,0.999971149859103,0.82220390719948,0.973476965695925,0.985892530747459,0.00112068100711993,0.977383453938872,0.993704939511175,289.013325,219.703730434783,243.39843125,280.09642,256.703530228137,55.7443586097788,7.31996945697988,20.8832063153585,32.462863656868,5.65656969990593,208.677225,132.3802,164.6807,248.4316,178.066,364.7049,288.5468,318.8515,349.0576,327.950525,4,253,32,5,526
"ZNF439",0.99990271103351,0.996779073487928,0.642758595999435,0.992961105297965,0.989523789861662,0.862534988319157,0.999982418721424,0.997319139576651,0.704594507270617,0.983700011928786,168.597875,160.798706719368,188.520665625,137.73962,163.540508935361,59.7303548192817,8.44326375770079,21.669121523862,45.3879764323262,3.94193867457725,98.58965,65.1747,106.6315,29.7544,101.198875,247.009325,216.1278,226.80165,208.0335,214.415125,4,253,32,5,526
"ZNF440",0.995754279915243,0.952123282859382,0.0204305026972312,0.999212362441215,0.999997693415664,0.788501313781365,0.999933309329933,0.00788146700408665,0.414224739236676,0.986248021532983,354.355325,321.082790909091,421.33778125,325.56234,365.918359125475,38.763998444484,12.4832769843039,47.8420666178587,80.5676347069752,6.80529980622146,323.855125,202.211,268.195725,219.3942,264.30855,396.72805,386.1671,500.716425,367.7961,434.20945,4,253,32,5,526
"ZNF562",0.968782351843903,0.881858411352786,0.88188122029126,0.999986035408609,0.977936205343131,0.892606893365882,0.998062020978595,0.185328753748209,0.325519349481654,0.999559698511458,621.458425,713.327912648221,763.619553125,638.44228,665.515602661597,96.5529107763836,20.6363713287802,55.8836734779611,84.8258679055476,11.4170956677668,508.017,495.6989,580.959575,479.8196,484.3337,746.863075,839.128,888.117525,826.4669,797.83565,4,253,32,5,526
