"gene","p-adj-Recurred/Progressed-DiseaseFree","mean-DiseaseFree","mean-Recurred/Progressed","SEM-DiseaseFree","SEM-Recurred/Progressed","Q1-DiseaseFree","Q1-Recurred/Progressed","Q3-DiseaseFree","Q3-Recurred/Progressed","count-DiseaseFree","count-Recurred/Progressed"
"ZNF195",0.652241143817463,379.381341764706,387.553710294118,4.56906500490345,29.2164578060961,296.116775,281.050175,447.046925,422.92655,850,68
"ZNF263",0.0590840022914141,955.271000705882,878.725435294118,11.124189113449,34.1288554261255,725.556225,683.728975,1114.097825,1057.475475,850,68
"ZNF200",0.715665661527723,266.076799176471,262.243102941176,2.8542590468248,10.5325199557687,212.750175,205.5719,304.959375,310.946225,850,68
"ZNF582",0.0886526543324512,53.7510710588235,46.9069338235294,1.09933429748148,3.56443366754181,29.596275,25.64475,74.56945,64.692725,850,68
"ZNF285",0.0902046424773326,90.4215894117647,103.709239705882,2.13892309025485,7.23027385497091,46.748325,63.43985,121.33795,138.902075,850,68
"ZNF275",0.380653878653001,601.240583647059,573.201195588235,8.68176125322954,31.58900223736,423.674425,387.395275,740.82605,714.355575,850,68
"ZNF37A",0.251972087133648,698.875011411765,745.563357352941,10.698616328116,53.5727545838324,487.4635,485.5832,848.49645,884.8221,850,68
"ZNF510",0.234277308015011,329.555621058824,310.796204411765,4.32741533962775,13.3655201298677,236.949575,228.761225,410.420475,381.4116,850,68
"ZNF506",0.995414185334925,427.120506117647,427.2471,5.94315884249091,23.308808838548,317.033925,312.49515,531.990775,507.89685,850,68
"ZNF324",0.265121156129989,216.312076,200.844460294118,3.83585906554266,10.2600922514422,166.0205,146.199625,248.864075,234.71855,850,68
"ZNF671",0.0606364360045543,148.18379,118.773891176471,4.33869005824561,11.0150868999073,60.986875,45.38275,204.8996,183.623775,850,68
"ZNF416",0.44400376360721,142.981069176471,136.396964705882,2.32711843515954,8.83219135628487,107.118475,97.46785,165.51225,156.570075,850,68
"ZNF586",0.108654058402871,246.446882941176,220.075364705882,4.46229433482333,16.1250304723328,171.5768,148.684475,291.809125,249.5464,850,68
"ZNF446",0.141847164310017,317.499482470588,281.931570588235,6.68607205203687,18.1117335810358,206.1996,182.87985,381.3097,371.990475,850,68
"ZNF8",0.842903731426051,113.880090352941,112.459245588235,1.9755018853382,5.67060546007864,81.316125,75.53935,135.3155,137.63085,850,68
"ZNF264",0.131691411964426,896.572302588235,814.180191176471,15.1918059843092,34.5259444339287,658.72455,616.731125,1044.355525,1003.230625,850,68
"ZNF213",0.182457779236979,767.418947764706,823.681161764706,11.3227901000752,46.9280782605593,542.8618,582.85815,915.731,994.0161,850,68
"ZNF343",0.306770262723853,318.915475647059,332.053058823529,3.45469841066667,14.1053726892168,252.1986,257.512425,366.851325,400.4029,850,68
"ZNF302",0.996570450231581,735.703841176471,735.540366176471,10.283198257524,39.3854822307072,536.4845,548.71885,887.39345,899.0432,850,68
"ZNF268",0.332609213700523,431.788516117647,406.522813235294,7.0762795593152,25.8443610440986,279.779825,248.204175,551.1134,539.7419,850,68
"ZNF184",0.626659059424469,318.67859,310.152138235294,4.75887712764022,17.3096587034346,236.8903,224.512825,371.638475,364.357025,850,68
"ZNF500",0.230689646675367,299.588150117647,281.013994117647,4.20249716416535,15.4456496889332,213.03475,186.589225,368.3419,335.826725,850,68
"ZNF419",0.632683731428588,197.489345411765,191.265116176471,3.55198077810456,12.1237007258513,141.998925,135.3905,236.426225,214.2824,850,68
"ZNF175",0.107566251984187,162.139813411765,141.6043,3.50173667724034,10.7302872394491,102.95505,85.64715,202.127825,192.61205,850,68
"ZNF14",0.639873717691433,262.039438588235,256.175817647059,3.39557272150592,12.6739292403677,197.576925,177.4102,314.78055,313.9245,850,68
"ZNF85",0.047915983480868,171.013129529412,190.131948529412,2.3757074421937,16.893544267809,128.1915,113.026025,202.1534,232.118675,850,68
"ZKSCAN1",0.15036479276446,1651.36847223529,1447.96284558824,38.5278955766142,132.854842519428,856.6482,726.8936,2199.00405,1996.6661,850,68
"ZNF862",0.548200216821451,558.470425176471,582.480625,10.9653225801738,34.3550746845231,327.35205,388.63395,695.3142,746.25435,850,68
"ZNF684",0.569733690851456,54.8251835294118,53.2530352941176,0.755406143442874,2.52453591740094,40.70715,41.420475,65.04805,60.1259,850,68
"ZNF430",0.159618922720725,153.648141882353,141.197301470588,2.40996624027294,8.40530324799538,105.505575,95.28285,197.649925,175.647775,850,68
"ZFP30",0.644440989009463,321.605014470588,312.071141176471,5.64139451336883,18.9192299812824,220.653625,206.61605,384.21545,379.8687,850,68
"ZNF549",0.299198705751762,231.223321764706,211.069329411765,5.3888688507868,12.8706463345607,140.592825,133.327825,297.37595,266.9793,850,68
"ZNF211",0.0980367877220152,240.937203411765,211.772217647059,4.91827661949445,9.71098585664428,163.04845,158.877725,284.12415,275.328425,850,68
"ZNF205",0.855825934647944,348.614825176471,353.451338235294,7.33346883200518,21.1330801945628,214.34765,226.055175,423.507725,454.7094,850,68
"ZNF45",0.0316999071110547,316.364917529412,279.236777941176,4.75400932602811,13.7871888289237,234.8029,191.4577,382.246975,350.342925,850,68
"ZNF133",0.0155072628478866,321.351293764706,379.486575,6.44025944831004,26.5797212658563,217.351575,231.44165,377.5074,482.64945,850,68
"ZNF436",0.984649092025866,977.17606,978.279502941176,15.6796372057763,51.674316984382,681.527075,660.92255,1180.171525,1160.47695,850,68
"ZNF484",0.0987588704741772,94.0558787058823,84.6994794117647,1.54312224232642,5.34816173128566,61.34345,58.696975,121.34955,116.5526,850,68
"ZNF780B",0.114980204539933,309.745838,274.209108823529,6.23353734805111,16.362282721939,200.154075,195.483975,383.0423,320.93605,850,68
