"gene","Stage IA-Stage I","Stage IB-Stage I","Stage IB-Stage IA","Stage II-Stage I","Stage II-Stage IA","Stage II-Stage IB","Stage IIA-Stage I","Stage IIA-Stage IA","Stage IIA-Stage IB","Stage IIA-Stage II","Stage IIB-Stage I","Stage IIB-Stage IA","Stage IIB-Stage IB","Stage IIB-Stage II","Stage IIB-Stage IIA","Stage III-Stage I","Stage III-Stage IA","Stage III-Stage IB","Stage III-Stage II","Stage III-Stage IIA","Stage III-Stage IIB","Stage IIIA-Stage I","Stage IIIA-Stage IA","Stage IIIA-Stage IB","Stage IIIA-Stage II","Stage IIIA-Stage IIA","Stage IIIA-Stage IIB","Stage IIIA-Stage III","Stage IIIB-Stage I","Stage IIIB-Stage IA","Stage IIIB-Stage IB","Stage IIIB-Stage II","Stage IIIB-Stage IIA","Stage IIIB-Stage IIB","Stage IIIB-Stage III","Stage IIIB-Stage IIIA","Stage IV-Stage I","Stage IV-Stage IA","Stage IV-Stage IB","Stage IV-Stage II","Stage IV-Stage IIA","Stage IV-Stage IIB","Stage IV-Stage III","Stage IV-Stage IIIA","Stage IV-Stage IIIB","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IV","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IV","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IV","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IV","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF101",0.999990643888361,0.99999828306145,0.999999601056737,1,0.999999747716841,0.999999963587336,0.999998665113252,0.999999900708652,1,0.999999969822846,0.999999999986404,0.737351828617065,0.774027638438748,0.999999999990946,0.92827379518696,0.999999987837597,0.999999999942148,1,0.999999999091675,1,0.999998595922166,1,0.964189097191161,0.983540991475787,1,0.995639742822877,0.999996596843772,0.999999951547442,0.999988338603146,0.999999999995336,0.999999872886252,0.999999561643629,0.999999916924885,0.970167283146366,0.999999999567572,0.996124704785513,0.999998106971857,0.979128428062951,0.987916376571498,0.999999596966897,0.990590980747775,0.999986654215716,0.999924188656526,0.999840849782354,0.986070650031342,112.865675,126.10178452381,123.649727631579,113.8496,123.532755555556,109.950825842697,122.164533333333,113.759258064516,127.339533333333,99.3720571428571,33.5411295284207,6.9678083819417,5.34959037789601,14.2593,6.71398091170303,5.14235759792927,12.4426475420002,6.8952038940618,13.886524583406,16.9311939541424,77.621225,83.230975,82.9242,106.71995,83.72215,77.1521,110.3991,71.824875,83.3775,70.9658,122.70845,145.065025,147.848175,120.97925,152.0856,134.1461,131.55375,132.139425,145.3119,116.69,107.578841176471,119.522792215569,98.8064,108.5472,80.41215,118.43225,81.4856,141.7526,6.49376156677461,2.62579841732671,1.11102509479076,1.09858470706351,0.151891403334847,0.135646113956848,"LUSC"
"ZNF716",0.999996766496485,0.999989747973189,0.999999994084457,0.99999999999594,0.99999999721585,0.999999984371014,0.998186187813997,0.938046810499341,0.943225371315,0.999975225758313,0.999998432853104,0.999999999970847,0.999999497040616,0.999999999177082,0.901290937356942,1,0.999999504759574,0.999998313573339,0.99999999999983,0.999536563288573,0.999999776449274,0.999935539680675,0.999967676583798,0.999996546607566,0.999999731861024,0.998628894441498,0.999845778464808,0.99998714407667,0.999331761497926,0.9983659963577,0.999216317271444,0.999990735675579,0.999999999943925,0.996890622024212,0.999820688009256,0.999987860628353,1,0.999968590392078,0.999897095340563,0.99999999999174,0.987547685290034,0.999984441691205,1,0.999453403470226,0.996161261892898,0,2.2747119047619,2.57123421052632,0.8404,4.87981746031746,2.09130224719101,0.165666666666667,3.24610161290323,4.55305238095238,0,0,0.982177611517529,0.933929137569594,0.8404,2.01806757273858,1.0424078904777,0.165666666666667,1.49780021398648,2.75584672874149,0,0,0,0,0.4202,0,0,0,0,0,0,0,0.0827,0,1.2606,0,0,0.2485,0.206925,0.5176,0,0.0222156862745098,2.98469600798403,0,0,0,0,0,0,0.0222156862745098,0.5356563311923,134.350835310843,NA,7.06986148094393,NA,"LUSC"
"ZNF708",0.999994266546161,0.999042321534034,0.958451819065953,1,0.999999962661413,0.999979714635955,0.999853196514012,0.999861088677458,0.999975131703188,0.999997718478094,0.963073369954965,0.13287497275,0.660277036833222,0.998024557738035,0.601691001365573,0.999389704052521,0.99990446751558,0.999999806468332,0.99993082211849,0.999995547924678,0.999999999005941,0.984557359515361,0.50982351735213,0.970502555423141,0.999323855341463,0.917242189356856,0.999990075344242,1,0.999999926113157,0.999999620465572,0.987842985541072,0.999999999852392,0.999557548648611,0.547573267769211,0.99967000310782,0.793407515033184,0.999897931826245,0.999996970017849,1,0.999995977011696,0.999999999824595,0.99946545754074,0.999999865180522,0.999962973935883,0.999961392632815,142.17225,126.985703571429,114.532628947368,138.97935,119.80296984127,96.2129438202247,102.769633333333,101.442574193548,132.297628571429,116.135828571429,36.9649943539493,8.83260413837014,6.53161537736672,41.49015,7.92488500945345,6.19575447979166,60.1202723802139,7.79400833890135,15.2412705498358,20.5797922072984,97.945125,88.521125,66.761575,118.234275,77.95805,61.1354,42.7327,55.222,101.0598,104.21355,163.572025,155.736925,143.758425,159.724425,147.70555,119.5906,135.5286,143.77405,146.8029,146.00825,149.013403921569,113.994875848303,148.0394,104.285,120.0555,167.5433,71.522,144.1369,7.3073308009294,3.18950155942304,0.76499746229744,0.704440844802127,-0.386473132882035,-0.505449533127235,"LUSC"
"ZNF721",0.999999999997175,0.999999999748519,0.999999993566225,0.999999930132797,0.999999942310993,0.999999985569663,0.999999999996507,1,0.999999998300478,0.999999947855607,0.999999999379022,0.999999975279624,1,0.999999991442244,0.999999991414872,0.981497889675687,0.875799072269669,0.849930159898357,0.974714897288797,0.878600154814268,0.848697139829471,0.999999983732433,0.999994959851673,0.999999815352578,0.999999999313807,0.999997611652879,0.999999987121533,0.825159253304405,0.997085827070246,0.506736887972339,0.362089301913825,0.995070622627771,0.551054496611228,0.402357804070114,0.999811972833965,0.372136605427005,0.999999628759334,0.999997465898359,0.999999460336969,1,0.999997901399811,0.999999738052386,0.881693727997485,0.999999990467833,0.87941589995448,369.67335,358.839052380952,352.041341447368,313.0837,358.496988888889,349.994364044944,594.5426,341.054570967742,494.333195238095,320.220857142857,107.172737099798,14.4162431201664,13.1398971578643,70.6751,18.5576151332791,17.4813555509378,243.237796448297,19.4803168564518,225.017005285094,36.3358130188114,283.39335,266.672375,247.099875,277.74615,277.7092,228.6782,351.9457,249.490125,210.0694,292.9965,524.1383,453.575675,430.165575,348.42125,398.46835,449.8097,731.12265,385.09705,354.3284,387.79375,368.065382352941,360.504234730539,364.3397,331.4247,319.98475,400.39175,250.5706,428.0778,11.2539358743082,11.5435964926522,0.979457053053819,0.909658486297266,-0.0299458598775468,-0.13660307990694,"LUSC"
"ZNF662",0.983986967514385,0.99999189555359,0.239830015096857,0.99999999999781,0.999533484327703,0.999999985422159,0.999999600952718,0.297471419241088,0.999995237685891,0.999999999871951,0.999964542718362,0.596364629130086,0.999999336140778,0.999999866663563,0.999791912651865,0.997588678288306,0.999999999353184,0.999174220651457,0.999762427439495,0.997919471584895,0.999665111524136,0.999995166040973,0.506158577737541,1,0.999999992195147,0.999999746755004,0.99999948534965,0.999132312468799,0.999978277979298,0.965292763811997,0.999999992791131,0.999999891905043,0.999993413097878,1,0.999788119280984,0.999999982903075,0.999994948888164,0.998710183930759,0.999999999985886,0.999999963079958,0.999999940322545,1,0.999901570920391,0.999999999928808,1,48.9403,91.8143083333333,65.4527342105263,54.12015,60.8582333333333,68.7210011235955,98.4176333333333,64.7856741935484,68.8782952380952,68.2896857142857,19.0737779866758,8.77956947467587,6.23272581967731,23.02445,7.48024562946037,8.42435848684038,90.3112310728172,9.71454147037441,16.3098992938549,15.3004366164348,29.119075,29.3359,19.775925,42.607925,17.08625,13.9282,8.11635,17.399175,15.9495,49.30585,52.496675,138.4204,84.966775,65.632375,94.4558,101.7027,144.7291,85.5763,100.2198,73.1887,146.412662745098,69.5800914171657,136.6281,40.2635,107.3008,185.4332,17.7009,97.292,7.57716747490411,3.3796855510125,0.475232743620703,0.294694136857645,-1.07329385337877,-1.76270973754912,"LUSC"
"ZNF320",0.991810467298054,0.998674494893583,0.997957460990592,1,0.999671246777527,0.99996510188161,0.992659145384644,1,0.999279224845316,0.999701988305946,0.999938439597456,0.869071687894411,0.995836802748207,0.99999906323049,0.92299020058589,0.991664176115424,0.999991134477625,0.99978358576811,0.998536752018414,0.999990399994223,0.997939921316939,0.99726165929561,0.999995942145373,0.999999491148818,0.999909006305642,0.999998647364412,0.990526361895863,0.999938840440311,0.999998487276706,0.949380175908251,0.99667776708971,0.999999985565537,0.961692911486734,0.999998655327433,0.995257762879411,0.991635608252336,0.924925936545358,0.995375861962287,0.965054611798896,0.988760968522567,0.995452940279561,0.877066908947599,0.999999998669612,0.985903333639217,0.859106753351545,236.31805,398.162953571429,362.402505263158,248.3513,396.956884126984,323.875796629213,478.445466666667,377.254159677419,297.174219047619,513.3132,72.055376193181,29.2949006607376,25.3581744723136,79.426,46.5594156688891,28.9560913586945,169.990532615754,47.9023700358127,62.8115535005652,131.318561536863,155.745125,189.711,115.97305,208.6383,163.23555,108.8348,321.55895,124.8948,145.4945,343.54675,327.117525,568.859075,539.03745,288.0643,511.39935,463.4941,613.5681,454.163425,407.6087,644.7274,322.599103921569,367.349703393214,304.3214,288.2766,278.90925,359.2044,130.0448,518.5185,12.2203480467845,13.8974634347273,1.13871892056627,0.947276793547874,0.187411678609714,-0.0781420532154352,"LUSC"
"ZNF530",0.998494611423276,0.99877948500509,0.999999999957117,0.982589008565543,0.998837430506103,0.998507552843567,0.995909703839826,0.999998146506354,0.999968640061349,0.999553203553032,0.979795846111462,0.980814973433025,0.925162251584835,0.999944893419362,0.999606316446963,0.999998072854427,0.975713668402659,0.977904118450021,0.936475888987198,0.959488796256959,0.902936438706677,0.999983428714494,0.990961496579357,0.989999857720728,0.991370839843488,0.954844402984456,0.544771500334522,0.997009148847299,0.999999997215675,0.953782342976036,0.954169134458054,0.974910622182374,0.892886120725078,0.586889624354321,0.999850299423914,0.999899376472973,0.999942978454169,0.999999994991195,0.999999999232408,0.998744087658707,0.999999063615538,0.999801469374588,0.996592281769733,0.99999994415527,0.999925513803969,119.787525,98.8888666666667,99.6450085526316,70.6119,95.8172142857143,90.1281011235955,133.926366666667,107.553729032258,114.954823809524,102.610342857143,21.0821421971446,4.60983271008031,4.33919134888742,10.177,5.8833544069051,5.3240542736833,47.6388837286074,6.98773401739432,11.8777592934861,25.0705148558721,110.3719,67.723,61.62815,65.5234,61.42855,63.7998,96.98645,72.927025,70.5882,55.357,140.581975,119.879375,124.5998,75.7004,110.61885,105.6371,178.4478,128.049925,151.4295,139.7659,47.6600098039216,99.2446784431138,44.1176,90.7294,38.7917,55.00625,64.3768,123.9512,2.23216455041282,2.28339311324941,2.08234700016675,2.05653526030428,1.05821049789113,1.04021580776342,"LUSC"
"ZFP1",0.999992957288699,0.998718316629176,0.942500913875192,0.999999999999363,0.999996733883856,0.999743456025132,0.999412579408625,0.996008808638862,0.999999988715001,0.999865712762471,0.999952807483617,0.999998640274828,0.99373791871024,0.999984891776969,0.999860895256683,0.964762562531979,0.963984365636405,0.994879279394289,0.983860112921969,0.993082962432516,0.977989354593146,0.999946186070322,0.999998329333678,0.998350407574655,0.99998273723505,0.999962040593253,1,0.98039721546084,0.97411017614986,0.756289299047064,0.987708723232044,0.994346688663665,0.984039013830058,0.868313686159417,0.999975072963352,0.903972650151145,0.998007936610494,0.998844241957048,0.999999404387103,0.999325157379771,0.999996808100114,0.999750734946487,0.999821366392349,0.999825105536573,0.999999779770837,179.807925,203.185751190476,222.912111184211,173.2646,219.610431746032,208.941341573034,282.305966666667,209.671191935484,249.660414285714,236.228085714286,29.2002104948856,8.97944079127698,8.15625095517161,27.451,10.4969725347633,16.4717418456829,42.7446287392671,10.9280523633326,28.3490786557402,47.220723447532,140.745525,146.829375,154.3949,159.5391,164.0363,140.8778,260.2534,165.5484,171.308,137.64595,212.9474,234.277625,247.735675,186.9901,267.89845,236.3434,325.0433,231.0144,280.8275,314.3697,198.837243137255,216.30105489022,195.2503,190.4548,174.74695,223.25635,150.7927,248.3251,7.11691040155535,4.88855209096814,1.08782968158993,0.975439218275209,0.121452695595399,-0.0358761166967687,"LUSC"
"KRBA2",0.999995911275002,0.999412859779179,0.976683324474424,0.997783635250365,0.999234418017936,0.99995872371613,0.999444151075967,0.993396194839187,1,0.999965194667372,0.999999529881401,0.99999971487217,0.881647704437956,0.998533162511803,0.961616471352971,0.976403596440583,0.975780041152705,0.996064515821591,0.999999996888869,0.996646323934208,0.963204597126804,0.99994571428682,0.999990330552539,0.999915283353773,0.999781871947871,0.999970812498179,0.999418278973929,0.989365365819444,0.999998680320945,1,0.999248651364146,0.999291673372234,0.999522350648913,0.999999999786737,0.980327445171002,0.999998901987829,0.999999966120004,0.996846887225327,0.950591199894738,0.985122775255222,0.957022340514906,0.998900622212227,0.8896567553616,0.988258397388278,0.998955157991465,37.04905,41.7010095238095,45.3313552631579,53.791,45.4232126984127,40.6798573033708,57.4797,43.3815806451613,41.4066333333333,33.7394,8.80316815645557,2.11680940631301,1.88911738955096,10.0889,3.75746303871226,2.12053349415693,23.0573862044971,2.89373821810608,4.54031455053257,4.56623582958968,28.527075,27.0239,27.9441,48.74655,25.9811,25.79,37.58545,28.7626,29.1532,28.9876,40.229775,53.7079,58.17875,58.83545,61.6677,52.2327,77.5212,51.727575,54.3649,40.4514,62.4172,43.4434894211577,61.2901,39.2215,44.3038,75.09765,26.8592,55.5616,3.72813566005063,1.01999033354508,0.696017915272676,0.639932060805905,-0.522803653838638,-0.644009347182835,"LUSC"
"ZNF93",0.999999646191143,0.999996189225441,0.999999041888555,0.998852142009382,0.999337409452795,0.999673904959979,0.999999981895481,0.999999909813419,0.9998755498908,0.998786894048086,1,0.97938250697711,0.821916177069629,0.993708676300861,0.998581709672088,0.999818651066854,0.999939699561532,0.999982811296801,0.999999978830703,0.999834038056126,0.997867804446538,0.999999999009011,0.99999006254798,0.998655136022309,0.998159276963202,0.999999997563235,0.999843550323306,0.999675352778947,0.999997558833494,0.999999987277307,1,0.999782124618032,0.999997771122743,0.995518031661124,0.999990944495419,0.999974214106773,0.999993122751974,0.999999806039297,0.999999998065986,0.999965015548505,0.999996881496208,0.999335886952701,0.999999627650591,0.999984902171646,0.999999999666996,66.366,80.9606773809524,85.3017703947368,130.19285,76.8873063492064,64.4236101123596,111.2362,73.9711790322581,85.7458666666667,91.4426285714286,23.8783183884111,11.7630424421202,10.1199387766097,70.52275,8.95429256164256,5.54885589932819,79.6095267588622,8.38729487550632,12.6907384357974,23.136525496853,42.56245,32.450525,24.527025,94.931475,27.67685,26.0241,32.1365,26.767975,46.2926,59.05575,81.6829,96.5573,106.129375,165.454225,93.4116,84.5189,158.57615,94.92655,119.9438,110.70075,34.2868490196078,79.594472255489,31.275,58.0132,24.2476,42.45165,28.8344,100.8534,1.98754443961145,4.18404347287729,2.32142860984312,1.85493844924061,1.21501291484428,0.891371315984305,"LUSC"
"ZFP90",1,0.99999999999189,0.999998800702638,0.997451185151307,0.989349942056375,0.993094849635654,0.99383641133458,0.0829591046604973,0.0778429545267272,0.999998865760062,0.999999999909048,0.99999614479513,0.998532365056531,0.981592001339311,0.0249624225575924,0.879128532382859,0.605299596133433,0.650827743819567,0.999984548928019,0.980980440705995,0.53118307562563,0.9999999999491,0.999998981883093,0.999567986225669,0.982678463848506,0.0605251595767027,1,0.54560128507362,0.999999527193617,0.999514358988528,0.999951097682906,0.998842172205215,0.95161435388121,0.994617456013126,0.838113751710951,0.996421231494315,0.758405694161,0.135884429954975,0.16154585288828,0.999988690273918,0.88396080098985,0.0902649327635946,0.999999999989465,0.104191581482616,0.498424366892532,453.7389,453.588339285714,462.070768421053,588.35585,543.827198412698,442.74248988764,664.748233333333,443.334858064516,484.361304761905,653.068157142857,30.339914381636,16.5152674797734,14.2832684199207,103.85115,30.5084400820279,18.5363057570122,244.973708950208,18.9552944226361,36.9526613145325,83.6180617690337,420.949175,341.66325,326.69785,536.430275,398.7644,328.4376,420.44505,317.398675,375.5274,542.50445,480.165575,520.756125,574.759675,640.281425,636.9366,523.0694,802.58595,529.106925,628.7992,720.66625,521.031354901961,470.077733932136,522.9904,433.223,457.65055,578.37765,335.6511,562.8207,14.4739195075389,8.25028238235394,0.902206229067706,0.828357461245943,-0.148470848051925,-0.271674626342554,"LUSC"
"ZNF479",1,1,1,1,1,1,1,1,1,1,0.999994595268891,0.859084154887856,0.741277243172057,0.999998360752857,0.921886245759797,1,1,1,1,1,0.999990853861644,1,0.999999975830493,0.999999949763777,0.999999999998723,0.99999999766369,0.968245069525789,0.999999999992192,1,0.999999953445592,0.999999938031263,0.999999999979265,0.999999988025544,0.999164962327212,0.99999999989423,0.999999999996224,0.999999999998872,1,1,1,1,0.999723189948326,1,0.999999999730317,0.999999997637482,0.273225,0.0969511904761905,0.101988815789474,0,0.136026984126984,1.51361123595506,0,0.317035483870968,0.442152380952381,0,0.273225,0.039670602858962,0.0675686073340487,0,0.0553059506120235,1.44150804352299,0,0.226215116544953,0.351944670138649,0,0,0,0,0,0,0,0,0,0,0,0.273225,0,0,0,0,0,0,0,0,0,0,0.394171057884232,0,0,0,0,0,0,0,0.258887016482162,Inf,NA,Inf,NA,"LUSC"
"ZNF445",0.999991004571265,0.99959536907725,0.996221413885778,0.999020432228686,0.966456254052563,0.922452884463169,0.999999989962666,0.999424124730421,0.83948181800643,0.987779236215693,0.999981029784293,0.999999999797138,0.998883338388442,0.961137170914979,0.997843137111673,0.998359930335337,0.914859192705703,0.817124030567804,1,0.967628901006231,0.902363022174168,0.99998486109993,0.999999999989172,0.999424762775813,0.963383239137876,0.999113643465282,1,0.908627277186196,0.963535118808513,0.680627392509709,0.912739587476114,0.725767642944597,0.393856147818691,0.727458730304098,0.519306447363196,0.761650155511078,0.895514797715302,0.729698027961207,0.883222283361201,0.607138986790036,0.539515447114783,0.758810533751195,0.420706294070624,0.769140998164771,0.999900094755112,497.501175,459.571402380952,438.591058552632,609.8715,479.81413015873,456.197015730337,603.275033333333,456.891016129032,381.408028571429,338.528857142857,9.15821873058793,14.9700099236238,14.4530772913547,15.4043,20.9955489008853,17.6538716733499,157.136953523748,25.5696753538397,37.7241160747119,40.1434046498411,482.371375,370.035225,304.073975,602.16935,378.3822,344.5631,466.0148,344.001275,312.263,297.3536,509.74505,538.97535,546.567075,617.57365,555.1031,540.2433,738.1527,550.39805,446.6019,402.02425,537.057292156863,451.538713173653,550.4547,429.9308,451.4998,631.4947,335.8482,546.2452,17.4736575875425,7.63783093189221,0.840764513894298,0.781046651068653,-0.250226316059568,-0.3565193733378,"LUSC"
"ZNF74",0.999999878222615,0.999999998731752,0.999994842304194,0.999999943727602,0.999999999970347,0.999999995598129,0.999996417635394,0.999996341920674,0.998458484154354,1,0.999906733321528,0.990554264830589,0.854446323444401,0.999999999943393,0.999932809776831,0.992913166979846,0.988876108963622,0.978611083667486,0.99987422202282,0.995304620100258,0.998764110189954,0.999978720230765,0.999667107878008,0.983568357286714,1,0.999999907322934,0.999999871556274,0.997597866656479,0.682424759268248,0.0109839296398493,0.00232030209642231,0.984600893332266,0.0380387912197344,0.0783105295797768,0.999990019058117,0.0666756764694713,0.999999989591691,0.999657856297046,0.999945180862191,0.999993098127299,0.998168046928955,0.987393123055963,0.958554497179919,0.995015640684842,0.201547841191504,391.1844,451.970126190476,427.247759210526,485.4835,481.104925396825,521.475903370787,726.633433333333,501.709062903226,847.745523809524,334.713214285714,68.1440313156748,24.8726071243606,17.5556979109552,156.4573,24.9772067990608,41.116233827454,231.881618151593,52.8295009860561,366.113134827999,58.0529895824801,353.882025,282.3172,285.2647,407.25485,341.3056,302.1077,607.2558,279.288475,218.4265,203.0503,439.617475,579.5163,507.918,563.71215,579.2614,639.4036,958.48075,533.361225,541.5112,453.02365,186.513790196078,483.785516766467,193.1131,408.6294,162.7128,222.23875,290.1207,567.8044,7.5405883621244,19.8583428247379,2.59383242524787,2.11601077296154,1.37508527717128,1.0813469724702,"LUSC"
"ZNF829",0.970053426560366,0.997046841392533,0.954324511047818,1,0.997659058299291,0.999844158409842,0.997322528892522,0.989368096055522,1,0.999849188395425,0.985678962806799,0.999992752965908,0.997984421210273,0.999024929535817,0.999681415838527,0.998230530676804,1,0.999999489838142,0.999634134232694,0.999999593761944,0.999999999891355,0.999777133043388,0.765922546315014,0.998882624354837,0.999990060687255,0.999674434458796,0.932739135857137,0.999966767218665,0.963062447027017,0.999999912654327,0.990581879723121,0.996173212962304,0.995086398757816,0.999955388455636,0.999999999992275,0.924183232889926,0.999072633653634,0.99999773591509,0.999999999998167,0.99989944723861,0.999999999999418,0.99999998678167,0.999999976552307,0.999997924990105,0.999979672277466,26.713175,14.9271511904762,18.2710032894737,26.4971,18.2284777777778,16.1538561797753,14.7989333333333,20.4885241935484,13.7368333333333,17.7029714285714,17.2861307896617,1.45279119639397,1.8196656039192,24.8163,2.34906150985967,1.75697698475653,11.2911321833159,2.64644076382589,2.35738910235893,4.79825049871673,5.265275,5.105825,4.838375,14.08895,4.48245,3.8412,3.56155,6.804525,6.9999,10.7665,35.7422,21.1963,21.824425,38.90525,26.839,21.7984,21.3706,26.323825,16.5805,22.38375,11.7335980392157,17.6819,10.6593,12.2241,8.54735,15.2805,4.7567,23.7226,0.631883022492018,0.851001138418288,1.50694611669021,1.14680138470631,0.591627831949933,0.197615551675487,"LUSC"
"ZNF267",0.999995945353266,1,0.940924529070659,0.999998117804513,0.999348221539404,0.999982482627439,1,0.984145840100656,1,0.999983963996908,1,0.981162619493542,0.999999999995478,0.999977537319954,0.999999999999167,0.999999968642983,0.999752248585215,0.999999117998659,0.999999999115192,0.999999230576969,0.99999862894258,0.999995609162632,1,0.965090341097147,0.999334137346222,0.98899604689913,0.98791163574611,0.999745672349741,1,0.994938500575349,0.999999991001486,0.999996563351938,0.999999995888718,0.999999955643622,0.999999952060405,0.995613932863398,0.999999978085727,0.999999998194321,0.99999959312733,0.999916595520094,0.999999679003574,0.999999855410505,0.999987280435932,0.999999997443334,0.999997434258249,465.390325,429.791292857143,461.942243421053,520.56635,462.011315873016,459.943337078652,496.014733333333,429.175698387097,470.057366666667,441.249171428571,39.0086882640986,13.2595248041381,17.4505946501991,74.45415,19.1708293397488,17.366306978081,73.2785002239478,21.9945640474742,37.6942964128952,51.5004605005334,434.75875,337.337925,331.5657,483.339275,349.2459,369.2405,422.9286,308.44,322.3629,356.2016,512.112375,497.799175,531.119525,557.793425,567.1153,556.7416,537.1531,533.56985,558.0583,518.89165,355.319039215686,453.568896007984,313.6891,426.1783,269.22305,441.31685,340.5439,540.4656,16.6107840164791,7.78914132346433,1.27651165839345,1.35860092046552,0.352206713953111,0.442121736739359,"LUSC"
"ZNF566",0.999996998310457,0.999999997583885,0.998499220863645,0.999427531224764,0.99988238482967,0.999182131968247,0.999999999995762,0.995922751734222,0.999999754747701,0.998580963393482,0.999763735187862,0.997496686346747,0.73547443091965,0.999995082944555,0.78286636243571,0.999999970231449,1,0.999999999328422,0.999976826958061,0.999999977922579,0.99999989954443,0.999999990297435,0.999928719357092,0.999999999956918,0.99941215496129,0.999999107904053,0.94072714531774,0.999999999910742,0.999996891400931,1,0.999952109708952,0.999933117726215,0.999693404213251,0.99997848537523,1,0.999993084456173,0.999953799072881,0.999998957227789,0.9997949677229,0.999998355733147,0.99938764326008,1,0.999999971451347,0.999912113689756,0.999999840519175,177.73755,159.527585714286,169.667815789474,120.48765,173.678266666667,147.411506741573,161.617233333333,168.135680645161,158.2477,147.120671428571,51.5328537072145,6.80023738268059,8.20825633012245,39.38665,15.3502559507022,9.50506953530094,43.455918510959,10.8295284748049,12.9525981392777,30.566747293016,107.59335,120.3414,115.66235,100.794325,101.911,97.4114,122.2182,108.250775,118.209,79.67855,224.3155,189.46175,193.7187,140.180975,193.85235,168.6691,197.1944,190.486725,174.6894,210.21895,140.836554901961,165.128344710579,137.7813,143.3002,111.38225,154.66155,111.0635,193.1464,5.39276460759852,4.31452057901763,1.17248213594495,1.04005550825838,0.229565941862213,0.0566605277433464,"LUSC"
"ZNF224",0.993575908859944,0.903513783578508,0.728781402657229,0.838885017493981,0.961342317845225,0.995684887976306,0.968584918682289,0.998682099016112,0.999031275315451,0.98700102761447,0.822826951671478,0.413146617859348,0.999235921100788,0.998817895746044,0.955089545392869,0.999988542053605,0.999999882500073,0.999563609010563,0.977772188168025,0.999976255682811,0.99763103920195,0.86319199817072,0.70072393875308,0.999992593741284,0.998174980317104,0.992377260469068,0.999999986445407,0.998716878293702,0.79651914990002,0.763803917277642,0.998818666629714,0.999757742058908,0.975912822042948,0.999998896447524,0.994806709042653,0.999983981931491,0.781108454062532,0.89929650580906,0.997238557794388,0.999995735393073,0.981323609279822,0.999850677974586,0.987262880452358,0.999598243037689,0.999998506559384,246.5916,201.377271428571,179.051548026316,119.43905,189.405420634921,170.09797752809,215.5474,173.227641935484,162.55849047619,148.519457142857,44.0966728767035,9.18192090068781,8.19233095111452,55.60455,11.9216944465127,7.9444236157506,54.6075008573914,11.6747253597893,19.1134816893319,27.9259491004237,187.0605,141.388,105.68075,91.636775,125.95335,116.69,161.16455,116.499775,92.0242,109.6463,300.37695,241.676475,230.66165,147.241325,231.8454,217.1278,247.0241,214.011325,222.3694,186.14005,207.627933333333,180.3686750499,200.022,164.3405,164.272,246.3213,112.7982,229.2843,9.62251135443104,4.04864717894563,0.868711026277615,0.821612122666507,-0.203051745567913,-0.283470626495829,"LUSC"
"ZNF529",0.991746865280042,0.99782062207049,0.99974017970325,0.999921789142633,1,0.999999999997023,0.999506800171248,0.99553571181748,0.999989440203754,0.999999997372541,0.938061143292791,0.974335486479645,0.591783296772988,0.999999712557069,0.575370521320177,0.999996139797408,0.999998121283265,0.999999981629292,0.999999990020038,0.999999999980694,0.999650215635659,0.997218956998561,0.999996127378165,0.999999999471835,1,0.999973481516476,0.895690750463425,0.999999932391789,0.994736822070218,1,0.999996964638401,1,0.999821207642265,0.999252147174462,0.999998705356144,0.999999873943092,0.99976493920074,0.999999734973839,0.999999999999479,0.999999999969299,0.999999999980893,0.999130120668074,0.999999999512247,0.999999999892683,0.999999881902053,389.94395,289.845333333333,306.937518421053,295.6513,319.844814285714,254.840198876404,331.353766666667,302.694277419355,289.563852380952,312.094428571429,77.1376088239766,15.0812633825247,16.7590904521138,104.0345,35.311549116559,14.9959638464129,126.758650699986,26.0509584528072,30.7814549106799,60.6759458120319,306.5232,211.109775,178.9522,243.63405,184.43155,166.1099,204.6984,179.699,212.2321,166.55285,504.3474,377.8568,359.838975,347.66855,353.31645,312.5549,399.11205,343.4339,324.5342,446.3726,244.423621568627,299.960522355289,237.2161,257.5178,201.81245,280.90065,181.7761,354.7832,8.90124550857926,8.86905653784133,1.2272157675688,1.08558314549476,0.295388924171852,0.118470227103852,"LUSC"
