"gene","Stage IA-Stage I","Stage IB-Stage I","Stage IB-Stage IA","Stage II-Stage I","Stage II-Stage IA","Stage II-Stage IB","Stage IIA-Stage I","Stage IIA-Stage IA","Stage IIA-Stage IB","Stage IIA-Stage II","Stage IIB-Stage I","Stage IIB-Stage IA","Stage IIB-Stage IB","Stage IIB-Stage II","Stage IIB-Stage IIA","Stage III-Stage I","Stage III-Stage IA","Stage III-Stage IB","Stage III-Stage II","Stage III-Stage IIA","Stage III-Stage IIB","Stage IIIA-Stage I","Stage IIIA-Stage IA","Stage IIIA-Stage IB","Stage IIIA-Stage II","Stage IIIA-Stage IIA","Stage IIIA-Stage IIB","Stage IIIA-Stage III","Stage IIIB-Stage I","Stage IIIB-Stage IA","Stage IIIB-Stage IB","Stage IIIB-Stage II","Stage IIIB-Stage IIA","Stage IIIB-Stage IIB","Stage IIIB-Stage III","Stage IIIB-Stage IIIA","Stage IV-Stage I","Stage IV-Stage IA","Stage IV-Stage IB","Stage IV-Stage II","Stage IV-Stage IIA","Stage IV-Stage IIB","Stage IV-Stage III","Stage IV-Stage IIIA","Stage IV-Stage IIIB","mean-Stage I","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage III","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IV","SEM-Stage I","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage III","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IV","Q1-Stage I","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage III","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IV","Q3-Stage I","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage III","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IV","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"PRDM9",0.999999999863943,0.999999978068347,0.955752527671245,0.999999999017377,0.999999999982897,0.999998800143668,0.99999987669228,0.970652359530815,0.999999997067467,0.999997301222771,1,0.999999954647311,0.989546646930588,0.999999999293219,0.991965411896063,1,0.999999999972696,0.99999999234859,0.999999999483429,0.999999956780446,1,0.999999999893156,0.999094374999723,0.999999319625552,0.999999843234743,0.999993412526142,0.99993889728583,0.999999999955023,0.999999992696543,0.999999997381238,0.99525826940817,1,0.993844975939953,0.999999319996054,0.999999998050134,0.999663204979373,0.99999999833723,0.999999999980453,0.999927702821928,1,0.999851876549991,0.999999993131387,0.999999999438073,0.999993937629812,1,1.8294,0.962290476190476,3.34405131578947,0,3.70170476190476,1.45583707865169,1.7948,2.68026612903226,0.387266666666667,0.425257142857143,1.48757361330457,0.394375790118232,1.5092759552831,0,2.55831676192257,0.615095070257859,1.59233907297828,1.26877776654654,0.26157331161494,0.222549649738299,0,0,0,0,0,0,0.20695,0,0,0,2.37585,0.481,0.550125,0,0.5467,0.7138,2.6922,1.549725,0,0.75,0,2.36499161676647,0,0,0,0,0,0.6762,0,0.597178053771208,Inf,NA,Inf,NA,"LUSC"
"ZNF12",0.467195853373239,0.914222308910404,0.11717457688472,0.953395559938036,1,0.999925686550634,0.793404707091427,0.911925845876701,0.992461658686556,0.999998828326148,0.810950386674696,0.771498621552883,0.995099738943651,0.999997276376835,0.999999999487513,0.902245197892086,1,0.999616477749958,1,0.999993756160418,0.999985327539139,0.512960011485906,0.999999999395659,0.313077529642991,1,0.970703270694915,0.909927825289073,1,0.88258958127008,0.974820243327265,0.999990763026435,0.999995825506957,0.999999994600867,0.999999999985432,0.999980445078176,0.98930008746161,0.812144315279674,0.999999995316292,0.99824918529225,0.999999999982607,0.999993150932392,0.999975619067708,0.99999999993951,0.999999999897698,0.999973460568001,1002.211075,719.160020238095,817.823156578947,717.46815,780.110855555556,786.130952808989,717.6929,725.395617741935,792.096804761905,737.577771428571,275.112405105854,21.5407995536767,20.8927781099607,114.97225,30.6800298907816,29.5676935574368,115.265295646232,30.5346067799072,60.427359600042,124.966879951771,716.64915,590.040925,641.20165,659.982025,611.13475,601.4829,605.3059,550.7858,623.8806,519.79995,1049.103775,836.461825,926.764325,774.954275,890.08485,963.2841,796.0548,829.9437,886.9903,914.2269,539.316466666667,782.790715369262,514.5952,738.2089,475.12475,575.42545,608.4412,906.3959,14.775670726185,11.7793483822792,1.45144968446342,1.43454291839489,0.537494560780781,0.520591131040859,"LUSC"
"ZNF202",0.999995073088516,1,0.940405535189218,0.999987510180479,0.997934422666835,0.999889666187595,1,0.988713480668154,1,0.999878744690687,0.999999999978195,0.790075249459132,0.999911044417465,0.999980903777934,0.999962936088084,0.999999939212066,0.999635973779688,0.999998094630413,0.999999975547161,0.999997608627442,0.999999964171542,0.999999999989877,0.879614459959384,0.999979523056639,0.999979830466166,0.999987745605989,1,0.99999995702679,0.99999999958043,0.976674844576199,0.99999119055879,0.999992692166883,0.999991036647055,0.999999999974096,0.999999996279331,0.999999999935908,0.999995570860751,0.999999999952359,0.999882419415029,0.998531961886673,0.999933927987284,0.99890399637049,0.999771112117471,0.999125009149139,0.99911207356969,306.48855,331.753204761905,309.408358552632,258.89075,310.446988888889,300.174556179775,283.5937,300.636569354839,297.119566666667,337.054985714286,37.8288164145734,16.4358863246198,8.34725973963879,25.25275,13.8364199334833,13.4094343786563,9.76009102894709,14.7661745602468,32.3545443908097,52.460371533688,263.092525,252.722525,239.20355,246.264375,229.247,210.1033,273.8996,229.34825,200.3106,289.9863,336.677175,384.262425,377.82365,271.517125,376.7172,365.836,289.422,366.690175,356.1181,402.09655,203.282482352941,310.290664670659,199.1602,293.5277,171.0667,227.3769,234.077,371.435,6.62826646703504,5.3625553931838,1.52640139513807,1.47382709999287,0.610134395086729,0.559567286567476,"LUSC"
"ZNF3",0.999999999955931,0.999999999988233,0.99896614941419,0.999886979047093,0.999791553118539,0.998821010714454,0.999999995795149,0.999999969816921,0.994633033678793,0.999903221715993,0.999908232619433,0.870682472586177,0.24517968403319,0.999999645108735,0.971897336849822,0.985226287680556,0.885009608687393,0.941262151965603,0.903082297888628,0.860728541859779,0.655129094085438,0.999999999443007,0.999999999941963,0.998283303544494,0.999859155721613,0.999999999967372,0.950859792890616,0.875350145487443,1,0.999999997022654,0.999999889445838,0.999665935451022,0.999999371989263,0.979165794652073,0.934463051313802,0.999999942484294,0.999980635950643,0.999829691477192,0.996544578821832,0.999999900827487,0.999963738605616,1,0.826419978271442,0.999923283382776,0.99972141340965,836.990725,819.182071428571,852.207782894737,676.43115,807.15406031746,744.552525842697,1101.19033333333,813.174222580645,832.764923809524,742.577957142857,147.072402110873,32.4022017351473,30.6142060377109,41.2719499999999,30.7032397040224,24.9097244861708,312.88035047967,43.0028824087935,70.2115573011052,104.064720337796,709.836125,593.62965,616.291025,655.795175,589.8835,601.4067,852.04375,564.125525,596.5378,563.199,1045.3726,979.77885,1016.899325,697.067125,922.6078,878.5189,1389.6693,1015.6749,993.8027,864.9618,497.014907843137,812.516657684631,488.6911,755.3226,433.7394,567.41075,592.5955,965.8431,13.3353455110756,14.1179469237208,1.63479333288141,1.54560334739061,0.709108264792144,0.628170123806643,"LUSC"
"ZNF606",0.999999999613704,1,0.999972194790449,0.998172379364558,0.984669926156665,0.991599654374669,1,0.999999641460516,0.999999999932881,0.990660358631901,0.999967795774734,0.479803196978901,0.623387564586044,0.999769107573214,0.795966730337713,0.989298523416475,0.966253106613987,0.938183532804746,0.818860235676231,0.950238595901031,0.735628979855489,0.99999999999431,0.999517535286108,0.999999246132939,0.995365907668235,0.999997678400204,0.956154934646678,0.918640428455086,0.999999973092857,0.999999985752979,0.999965247480231,0.981229396523705,0.999995477900214,0.861605899676776,0.985205105270585,0.999673848126861,0.999999999997852,0.99999956973077,0.99999999965001,0.998092643137008,0.999999996736468,0.999949998210344,0.967665280267434,1,0.999996186351698,231.9106,241.4159,232.463682236842,137.1446,234.753677777778,197.672085393258,337.692433333333,225.910461290323,248.198604761905,225.362342857143,26.4166641647843,13.2681900926107,13.3262474694356,3.00030000000001,15.2987902867821,10.3592514541042,132.541477309386,13.5183751712727,32.8310063717288,40.5624673451295,206.065425,157.760525,143.552775,135.64445,148.816,134.1798,212.70745,147.01705,138.1332,137.33745,259.991175,281.1977,280.4819,138.64475,284.75385,258.6545,438.3883,294.981225,288.4621,282.48115,161.799450980392,229.386948303393,157.4208,204.9772,122.36965,191.36845,142.4332,280.6011,7.57732607794367,6.07980409335198,1.41772389778499,1.30209730861487,0.50357659457924,0.38083726832711,"LUSC"
"ZNF91",0.984344889091239,0.998763232861694,0.968284640660878,0.999948435460223,0.999999999555904,0.999999999992175,0.987559926174093,0.999999999995995,0.991187653236112,0.999999999887033,0.999983525502286,0.500654088708298,0.973504343605845,0.999999504580073,0.67525610726827,0.9997010194667,0.999999999973504,0.999999996224574,1,0.999999999997661,0.999988012456295,0.999852167971203,0.889724714859844,0.999912693556789,0.999999986071122,0.946249377995141,0.999989512009221,0.999999339968431,0.999991768765452,0.941612999757488,0.999518192136593,0.999999578964162,0.963703337506867,1,0.999991271093004,0.999999605743871,0.999515811569723,0.999999377962452,0.999999999973509,1,0.999999804165382,0.999966626073484,0.999999999988778,0.999999464197505,0.999984320890465,147.803325,260.241695238095,227.076991447368,239.95515,257.437976190476,195.394417977528,248.072266666667,210.011783870968,194.678447619048,235.083242857143,93.0272295242937,18.8188762656979,17.5627422553869,126.91805,31.2866148492653,18.7852294427915,159.569110206522,23.7087767386078,25.5390327185641,52.8514118783111,48.881825,160.445725,80.29025,176.496125,108.96435,68.9774,92.6888,89.922475,87.4007,153.9792,171.6164,321.175975,292.439575,303.414175,340.5666,240.5619,357.20775,265.236825,252.2409,306.82215,296.811131372549,227.180084830339,294.8298,187.4829,257.4084,322.53175,97.2071,300.7271,12.0406770909058,8.81055133490489,0.765402846516525,0.635902137436582,-0.385708828519524,-0.653123336765022,"LUSC"
"ZNF226",0.865568885058834,0.595390223443296,0.851410726538958,0.628748179936251,0.963098304750433,0.994417607908737,0.581954846063614,0.904400564051179,0.999999994901144,0.99619659613244,0.4724291464329,0.551579202820128,0.999279201071427,0.998358817546031,0.999992745835022,0.996186728976338,0.99999999632239,0.999930668341432,0.984777169418771,0.999875275774682,0.999409315898692,0.546885270893722,0.840317764948014,0.999998376047204,0.997214508993379,0.999999999474748,0.999999881044426,0.999774681435443,0.847942184440798,0.999999651782964,0.999830493335438,0.983338859811613,0.999614739265914,0.99252023210502,0.999999743316795,0.998818538096501,0.972889137311679,0.999999999830759,0.999562474650605,0.974991689866669,0.999231094661585,0.995466016790182,0.99999999999737,0.998506204463132,0.999999794171591,381.2535,285.431179761905,259.478894078947,177.97085,256.122420634921,247.736421348315,298.120533333333,253.013908064516,276.643780952381,291.455942857143,50.4552186092777,14.6162697454382,10.4511003425897,52.30545,12.1289144702931,12.2599363706059,58.4732926388716,14.0580976414948,23.3205314053504,41.4075215048452,313.75925,213.87315,166.951975,151.818125,192.8353,167.956,242.4417,173.429975,195.2327,252.3757,460.38255,329.061975,318.3514,204.123575,299.6475,302.0928,341.4275,301.929075,322.3629,339.03455,250.075264705882,262.035370658683,233.4654,239.138,197.13235,297.94875,183.1858,319.6741,10.0944116937123,5.34310621824019,1.04782602536427,1.0242973905341,0.0673992004825464,0.0346346426418794,"LUSC"
"ZNF229",0.999996284091505,0.99992456062484,0.99986272093422,0.999997071392348,0.999999995975444,0.999999999999505,0.99997013497321,0.999998933785846,0.999999998352802,0.99999999997735,0.999739118433878,0.997628998477304,0.99999821796736,1,0.999989567626228,0.999999994247009,0.999999999986425,0.9999999574302,0.999999988480276,0.999999993463835,0.999999430169698,0.999999999986015,0.891530024941936,0.452116027285926,0.999950774610104,0.782198406077705,0.388276697896921,0.999999221244982,0.999581168662518,0.999451454031954,0.99999629182286,1,0.999985221261614,0.999999996622463,0.999997705794722,0.805830282615465,0.999999999996207,0.99999737236836,0.999870191465348,0.999998732691745,0.999961374847869,0.999450749980776,0.999999999750243,0.999999912389885,0.999250651073643,176.88405,141.490320238095,127.157680921053,118.60185,131.495552380952,118.67104494382,151.4542,185.660917741935,111.060771428571,167.638828571429,70.3026233539155,18.1833574819031,14.2079320715773,6.20115,21.4710137190702,17.0353793928009,92.3598979034191,27.6928814585962,35.8056058228458,64.4940125326143,108.29325,29.723325,16.335125,115.501275,11.6174,10.1652,66.1057,24.98595,6.9532,13.7039,218.7121,198.979525,167.096,121.702425,192.4565,191.8746,224.69785,257.89735,167.0886,330.7576,53.2396274509804,137.257684830339,50.1008,74.7855,37.60905,64.74855,14.5812,193.314,3.09639442254144,7.80268101924252,2.57811129419937,1.49270071535784,1.36631454458544,0.577924935900123,"LUSC"
"ZNF180",0.983703978119578,0.904932501456776,0.956338867884402,0.900805401556004,0.992503310948387,0.999106788273225,0.904423261545301,0.981007342503638,0.999999999989533,0.999329006231101,0.894330071492436,0.955959772001657,0.999999998874318,0.999376114139089,1,0.999999999932999,0.983005607396563,0.919232461021676,0.892880896870242,0.917686526659493,0.910326313891444,0.974652922179123,0.999999914844931,0.997101423681632,0.995413815551851,0.998320894652481,0.995605037489293,0.974906166827621,0.995712310171689,0.999999890546599,0.990480673523731,0.989019396759961,0.991887270692667,0.987049541300752,0.994312616204669,0.999992769176333,0.698553943895838,0.885889685533307,0.985620499120789,0.99999999950276,0.990885259551485,0.991053753574992,0.726410923431413,0.930873581502126,0.886700616559709,238.06265,191.584566666667,177.258251973684,133.31355,176.107920634921,175.532740449438,245.271533333333,188.06960483871,196.853304761905,142.775314285714,40.5870310367015,8.8073350788095,5.86703440991184,45.69685,7.58827316802216,8.96592541449591,104.976683778468,14.0435656964701,19.1188789875503,24.1794647167643,178.963025,139.403575,124.46215,110.465125,139.132,119.5371,149.3237,125.47185,146.8029,101.662,278.920575,224.804525,210.34485,156.161975,206.87855,208.4507,330.1316,214.6496,227.9927,178.82585,157.288031372549,181.79259760479,151.3823,166.6851,131.4849,180.2181,126.5678,216.7133,5.48392326830838,3.68116990369739,1.15579422044008,1.10108711520435,0.208884560834009,0.138928615770046,"LUSC"
"ZNF641",0.999998720282149,1,0.930306222660471,0.989439667420607,0.991427824999089,0.956999227449553,0.999999990695755,0.801898478892292,0.999825148975211,0.926742301177264,1,0.981905482066136,0.999999999779177,0.963092769336071,0.999662415631039,0.985240761461459,0.781134472048578,0.922579208415057,0.666485662464274,0.96577598332553,0.915913949224946,0.999999999861148,0.999613951594812,0.999971558466668,0.97687762973676,0.995186973490392,0.999998750037617,0.883169789065924,0.975772958758252,0.670916445645315,0.139501028830688,0.999998533544349,0.0941496507323176,0.213856387848178,0.33312218840747,0.40128975333841,0.997767492747149,0.99655436804198,0.926852343450578,0.999984422213672,0.852185988033108,0.945267915746844,0.614150290356898,0.976567572456613,0.999999924323011,183.57595,199.339852380952,182.642136184211,263.4239,174.461204761905,184.195543820225,109.742533333333,189.277441935484,240.272785714286,230.511,39.8021723155596,10.0070878602972,7.83729222252306,11.3949,7.67655654957811,8.66807618910757,39.2819388626348,10.2572958344161,29.3586837138985,18.6404341969152,132.960225,131.95035,121.4388,257.72645,134.8539,130.0981,75.00285,131.08165,164.6602,215.2611,209.125525,243.724275,222.484525,269.12135,212.185,225.0316,142.9922,235.121725,275.1703,267.20745,190.644866666667,189.434792015968,188.7379,176.729,157.98535,228.14365,130.8216,233.3292,6.09440427670232,4.03358251059634,0.993652728909746,0.936372609846777,-0.00918636162872081,-0.0948453605828456,"LUSC"
"ZNF610",0.99968903260887,0.999911424005778,0.999997786441084,0.99998993210788,1,0.999999999775499,0.999993261676517,0.999317307712025,0.999981201293489,0.999999967951407,0.999999999994331,0.646885260542113,0.719314473854497,0.999982075073171,0.989100742774789,0.925707356686616,0.963943418692972,0.942587744007722,0.999085868102286,0.911563337307445,0.765655289897797,0.999971800406569,0.999974974608826,0.999999985242349,0.999999997196966,0.999999978052291,0.957657931118671,0.932939329017662,0.999829575727561,1,0.999999988928699,1,0.999982519637838,0.972257844813267,0.973171428471386,0.999999492538137,0.999598522465558,0.999999971190243,0.999998235313949,1,0.999952328607613,0.993453640469872,0.995296425415606,0.999991980250045,0.999999984725964,31.734,47.2524047619048,44.9429717105263,49.24215,41.6861587301587,33.7870573033708,80.8589,43.4898016129032,47.1168142857143,51.3417714285714,10.0287753400735,4.77037661414995,4.16383057213329,34.53475,5.03770877038416,3.2281267174492,14.9560779652733,7.13493142346541,11.3242702307652,17.096244105229,24.330775,12.539775,10.3001,31.974775,15.21085,9.8067,66.0434,8.283775,15.5127,18.09965,44.305875,75.58915,61.97165,66.509525,51.1999,48.8909,90.03835,62.145025,64.6154,68.74725,52.9674431372549,42.86850499002,52.5069,27.3331,37.60385,64.7402,11.3287,61.3405,2.89220323248185,2.02594603916311,0.809336876596714,0.520562059462661,-0.305187763018848,-0.941857928400284,"LUSC"
"ZNF528",0.999998608110917,0.999999107844503,0.999999999997992,0.978731790911914,0.979833808836905,0.977196137545584,0.999410744378464,0.980883425044276,0.945514459389826,0.997100091952165,0.998301068054564,0.864690428721851,0.694545253690435,0.998394117017189,0.999999692836073,0.998462690989259,0.999204409514266,0.998973788092789,0.999993683625805,0.999993613099508,0.999999006384092,0.999558445269218,0.988609808184915,0.965254175222912,0.996627684691767,0.999999999999261,0.999997739535606,0.99999017275215,0.999999205580415,1,1,0.984011166058394,0.99913748069602,0.993231617207295,0.999465414208884,0.999516020812992,0.999991275157214,0.979188955567755,0.980061664795169,0.855246837798303,0.843236553583424,0.761307410951959,0.956090835260572,0.859106559137553,0.989925418726601,251.1548,220.60340952381,222.4083375,81.6901,188.496501587302,180.216639325843,146.493233333333,190.65400483871,220.600133333333,297.337871428571,124.105135250729,16.3467528905977,16.4724474910669,54.7965,16.4402341871744,14.5782873938058,51.8504473183319,21.1260848787697,46.6825807684813,53.882576450453,129.77645,105.399975,82.06095,54.29185,81.15465,77.1521,103.1819,76.788725,113.2028,177.4435,285.374,308.672075,301.92905,109.08835,259.8936,234.4162,192.8359,239.891425,259.3256,388.0012,239.495741176471,206.367465668663,244.4134,170.4937,183.6455,285.18085,85.6731,274.4425,9.29187726480781,7.538803245731,0.861674886805617,0.697562817750582,-0.214784457205551,-0.519604952817934,"LUSC"
"ZNF701",0.999999750919723,0.999996818715338,0.999998630575598,0.999991715463847,0.999315962872042,0.998567132213554,0.999999996377895,0.999999163288717,0.99957495056708,0.999734347195472,1,0.993169205644186,0.900881435859213,0.999958285845767,0.999908836995425,0.999999966700695,1,1,0.999857787797474,0.999999999586766,0.99999963277515,0.999353999151426,0.9421026762827,0.975180522893399,0.989625757433572,0.862166702122164,0.413347786588241,0.999999118117455,0.999550723959969,0.995003272406485,0.998810490215086,0.991274003444285,0.981332046433536,0.865473268507881,0.999999274296831,1,0.992043705522288,0.968811442246952,0.982640199266441,0.963711026807983,0.942669833290475,0.845834491770599,0.999713602841941,0.999767015788571,0.999904516120586,87.0932,97.1935559523809,100.449225,61.60195,93.4200317460317,87.0044842696629,99.1097333333333,112.57435,112.860004761905,129.9597,22.8284527861979,6.39323057812412,5.54927465525564,45.21365,8.11607447392091,5.87022064987161,45.3721352085298,11.1562270144361,19.768148323502,32.0384368223619,66.1748,58.484225,51.473075,38.995125,54.23315,45.3336,61.33765,44.732625,55.4104,73.23645,112.38515,128.693075,139.6531,84.208775,111.30015,120.1635,139.7656,152.911025,128.3582,149.7572,115.188974509804,98.7053816367265,107.7107,87.1177,94.6629,128.15095,51.057,134.0087,4.83181919308184,3.02570578646256,0.85689956054193,0.808811937904034,-0.222801982731614,-0.306123803596181,"LUSC"
"ZNF283",0.822261489133103,0.752172983696083,0.999996448748519,0.853813033396607,0.99922203763264,0.9996561272243,0.721859618145539,0.999917474926664,0.999999852383956,0.999847991323707,0.69382842722341,0.999461986082537,0.999994894423532,0.999878881468308,0.999999999996701,0.995687835341846,0.999999956284045,0.999999184505206,0.999280516255748,0.999996100395498,0.999993240856815,0.89498306513975,0.999988617148312,0.997691020814029,0.997858909273928,0.994860486248406,0.984192519422431,0.9999999999574,0.778577038446261,0.999995367443885,0.999999992772431,0.999891173751224,1,1,0.999996863446983,0.999579395578827,0.685959182491604,0.997896802890933,0.999399812532084,0.999999934398477,0.999874061498307,0.999913264255956,0.999604973684362,0.991169459679066,0.999950121071625,68.50165,48.2042392857143,46.9254625,35.4648,45.9435015873016,45.6166033707865,51.5617666666667,50.0052241935484,45.8383523809524,40.2603857142857,20.5150814671589,2.50727747024419,1.90340275596243,8.2373,2.94357795941549,2.42425457774565,17.2744778005331,3.54999469042712,5.16936118785078,8.013012332463,42.87345,34.692425,30.12795,31.34615,31.65335,30.2449,37.6728,31.705575,31.6418,30.8751,94.61725,56.694075,57.1775,39.58345,56.59705,58.2926,67.40165,62.08125,59.589,49.91155,38.7774137254902,47.1977361277445,37.9175,43.6508,34.7334,42.57745,31.0391,58.2926,1.19272982724511,1.07443129239017,1.21714502317929,1.15120458891013,0.283501075821987,0.203144248046215,"LUSC"
"ZNF558",0.988496966135323,0.996334597410708,0.999849499223412,1,0.998633747062762,0.999595015250311,0.973800282958943,0.999990439088466,0.989760920201089,0.996613317016257,0.997607397457061,0.999615831288084,0.9999999989616,0.999727868620641,0.987170763283391,0.999995812214584,0.999995656339333,0.999999895530196,0.999998049817333,0.999957447904358,0.999999973342267,0.977287657640222,0.999998243484885,0.994716577476583,0.997096344642501,0.999999999999293,0.992736193795793,0.999970317912483,0.945439648772914,0.998958504624336,0.977875843336673,0.990836057210587,0.999987154399293,0.972357922037619,0.999587696784558,0.999968929196666,0.998586367988484,0.999999999980988,0.999999999950814,0.999694418038356,0.999999798834963,0.999999998512547,0.999999788754597,0.999999930642169,0.999958902387322,573.365,436.500922619048,457.395378947368,580.7079,417.970958730159,462.686911235955,496.151633333333,421.176217741935,388.982152380952,446.486957142857,112.039205764262,21.1814362153005,23.4440025502871,122.7273,20.7826928468691,30.703362089508,60.1254402713287,34.9938320925258,42.2377195274835,75.4898217459144,417.1369,311.187325,304.115425,519.34425,304.25,315.1884,460.0801,276.982675,286.9198,351.1808,672.65,514.249375,522.171425,642.07155,515.49665,528.1941,555.84595,515.17185,450.8778,538.24675,256.018631372549,444.238948702595,245.1113,407.923,224.9769,279.97435,301.9171,520.6186,6.51015052853377,11.179818468589,1.73518210889955,1.66423579818637,0.79508708287215,0.734859857020683,"LUSC"
"ZNF597",0.999994970638985,0.999690182405334,0.995375296713941,0.999973885669699,0.999999598802143,0.999999999815671,1,0.982555276114765,0.534791440612535,0.999918030718589,0.99999902839117,0.999999958753361,0.969266694184413,0.999998458333207,0.995951347385788,0.999988397084987,0.999999969554659,1,0.999999999990857,0.999940665155038,0.999999747418951,0.999999882263653,0.999992576241727,0.950213873057877,0.999995383389248,0.999750235333925,0.999999982921687,0.999998743373404,0.991749608047864,0.927426729546124,0.995740168170926,0.99999999824838,0.532052647101309,0.868963700917353,0.999999081622496,0.830919483049527,0.999999999997082,0.999995701900851,0.999272588019052,0.999983051422078,0.999999999998929,0.999999549172878,0.999993097128228,0.999999981559927,0.980000313383761,32.882025,39.5048464285714,43.5284118421053,46.44485,33.5758222222222,38.3632,43.7666,37.2387258064516,50.3433285714286,34.5049142857143,9.07150957672564,2.91103960034956,2.84715504505789,9.44335,3.12542577269267,3.78409979514406,27.1959859553452,3.80848798432077,7.17729576458904,9.48390719940209,26.789575,13.875225,12.571925,41.723175,12.39955,8.6337,17.7266,9.784075,29.1446,12.8885,44.6341,59.168875,66.194675,51.166525,49.7435,55.3705,63.58035,54.756575,63.6646,51.64515,100.046482352941,40.1280966067864,95.9337,37.3782,80.61715,112.9636,12.1858,59.2306,3.55211694807555,1.42608614099947,0.401094527893781,0.389625334996982,-1.31798581119407,-1.35984060461766,"LUSC"
"ZNF30",0.999999999786555,0.999987228970701,0.972688363330285,0.999999999304036,0.999999999994558,0.999999999595069,0.999924181792589,0.506013775976345,0.0209053038465171,0.999893950881383,0.999874785090484,0.870073085027555,0.999933710510322,0.999999947289135,0.0132289252959392,0.999969194949225,0.998968995705508,0.988702847503242,0.999919963103711,0.999999998580394,0.976427133781446,1,0.999999193275642,0.911644928065654,0.999999998418009,0.808278081238367,0.758834060242063,0.999659596539117,0.999999985752512,0.999197167937318,0.900221944527766,0.999999211952075,0.999565141901097,0.782963762258405,0.999990821611473,0.999970722549538,0.999999797245787,0.999999814790006,0.999999999701746,1,0.976767811164374,0.999999375653265,0.998374578170694,0.999994110829524,0.999664647140024,86.607225,83.2598452380952,75.1443256578947,80.14435,100.981955555556,71.4820584269663,105.7573,86.0205612903226,92.3136142857143,77.7689285714286,20.5868203874216,4.59184026290782,4.04521464725961,6.83955,9.1813509889062,4.35677919140978,27.9503449025827,5.44451419942919,10.7790310747596,19.3221130649601,70.69105,55.821525,45.5537,76.724575,52.83685,43.6962,80.3612,54.4688,55.2399,48.67315,108.139625,101.794925,90.7162,83.564125,112.2761,97.4598,128.5645,111.4279,126.2938,95.42585,71.731968627451,82.0690147704591,72.3931,70.8512,55.55755,85.79985,49.8871,100.8403,3.53268906346503,2.25789376493735,1.14410654469411,0.9787010087978,0.194221409060728,-0.0310599082011231,"LUSC"
"ZNF354A",0.999998803222917,0.999999925508786,0.999998269229789,0.997293575343594,0.998516763642302,0.997083332353278,0.999999999568729,0.891788986381287,0.943412409785374,0.979244726685446,0.999999999960823,0.998593284724271,0.999940991297953,0.99356341391086,0.998814796682302,0.895630300613306,0.431828575341496,0.477709690686873,0.549237240674622,0.733422577032552,0.575476044726888,0.999950556568072,0.999895675133861,0.993745285195334,0.999676807234749,0.640860451595529,0.94840417143606,0.334532852558032,0.999998677178068,1,0.999999864945982,0.99906416702627,0.989104335302312,0.999925618432632,0.490649803772242,0.999999202469259,0.999988168582281,0.977016207059872,0.988131392102304,0.955770355937441,0.999956174123089,0.997500330563206,0.96529519019471,0.928712357223369,0.986196284933144,280.77845,255.317038095238,262.371570394737,172.5669,291.302598412698,272.793016853933,444.606266666667,241.330277419355,253.325176190476,321.339,45.9566860706633,16.5470367171578,11.3081504701579,61.9115,20.5798210958741,16.2214668788232,51.8463281071519,15.978339455925,23.5408802118933,41.66555191961,225.537575,159.922475,189.25265,141.61115,191.48325,184.9668,392.8146,158.676825,202.3881,254.14895,314.933425,289.79535,293.599475,203.52265,365.61685,346.016,472.56335,288.096975,263.301,352.8254,193.649054901961,265.827050299401,190.2761,234.4802,168.2682,221.71215,183.7886,318.4345,5.62421221741221,6.40881764739282,1.37272578187372,1.23231556669492,0.457043458957364,0.301371743215769,"LUSC"
