"gene","Lung Clear Cell Squamous Cell Carcinoma-Lung Basaloid Squamous Cell Carcinoma","Lung Papillary Squamous Cell Caricnoma-Lung Basaloid Squamous Cell Carcinoma","Lung Papillary Squamous Cell Caricnoma-Lung Clear Cell Squamous Cell Carcinoma","Lung Small Cell Squamous Cell Carcinoma-Lung Basaloid Squamous Cell Carcinoma","Lung Small Cell Squamous Cell Carcinoma-Lung Clear Cell Squamous Cell Carcinoma","Lung Small Cell Squamous Cell Carcinoma-Lung Papillary Squamous Cell Caricnoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Basaloid Squamous Cell Carcinoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Clear Cell Squamous Cell Carcinoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Papillary Squamous Cell Caricnoma","Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)-Lung Small Cell Squamous Cell Carcinoma","mean-Lung Basaloid Squamous Cell Carcinoma","mean-Lung Clear Cell Squamous Cell Carcinoma","mean-Lung Papillary Squamous Cell Caricnoma","mean-Lung Small Cell Squamous Cell Carcinoma","mean-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)","SEM-Lung Basaloid Squamous Cell Carcinoma","SEM-Lung Clear Cell Squamous Cell Carcinoma","SEM-Lung Papillary Squamous Cell Caricnoma","SEM-Lung Small Cell Squamous Cell Carcinoma","SEM-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)","Q1-Lung Basaloid Squamous Cell Carcinoma","Q1-Lung Clear Cell Squamous Cell Carcinoma","Q1-Lung Papillary Squamous Cell Caricnoma","Q1-Lung Small Cell Squamous Cell Carcinoma","Q1-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)","Q3-Lung Basaloid Squamous Cell Carcinoma","Q3-Lung Clear Cell Squamous Cell Carcinoma","Q3-Lung Papillary Squamous Cell Caricnoma","Q3-Lung Small Cell Squamous Cell Carcinoma","Q3-Lung Squamous Cell Carcinoma- Not Otherwise Specified (NOS)"
"ZNF300",0.560361797304309,0.884225513817614,0.343278220145551,0.453672913554644,0.999951376408259,0.260919393753776,0.0158658783868408,0.949080738183926,0.0177185919831121,0.895823857359739,193.163146666667,27.6163,241.164916666667,9.3608,105.669066809422,45.464783793742,NA,89.0112783193134,NA,4.7145681327833,47.5971,27.6163,84.32845,9.3608,38.7347,336.53835,27.6163,339.14035,9.3608,139.8836
"RBAK",0.977382283822302,0.316755110398971,0.998396501875962,0.999629667563462,0.978802655439839,0.834567272395847,0.566645587972415,0.999557010442318,0.701270156087119,0.975084136625255,687.20892,549.7723,477.7664,734.6884,597.923036188437,60.5880662613838,NA,79.4000989000098,NA,10.5458513766132,524.7385,549.7723,329.785875,734.6884,442.04785,770.8246,549.7723,567.6339,734.6884,723.5143
"ZNF92",0.926396036652074,0.498691665400584,0.999996442816857,0.10970502195822,0.126175986333601,0.0211746131000325,0.147886946143539,0.999291061879561,0.99382473430971,0.0170742905847195,283.53748,197.6744,204.6174,539.7165,222.001777730193,38.2384663323717,NA,33.897654086844,NA,4.65792711922566,185.21865,197.6744,146.25285,539.7165,155.9999,339.64285,197.6744,236.603825,539.7165,265.3648
"ZNF157",0.000316641196456358,0.118059082088225,5.34949231001391e-06,0.811221569814229,0.15832046755188,0.215398664841873,0.00162895413617981,1.61143195587243e-06,0.994496748029905,0.214533261105156,7.80874,27.1318,2.6426,12.8377,3.37960471092077,1.96498875614861,NA,0.628926519820347,NA,0.20153750332912,2.67335,27.1318,1.37195,12.8377,0.72875,10.7224,27.1318,3.563025,12.8377,4.5182
"ZNF182",0.489509386215262,0.408862829659346,0.139670069039823,0.827237532468795,0.994349734452504,0.379321970710227,5.05101686003595e-05,0.0343733619562222,0.898858317482963,0.14633612072849,254.9859,369.9612,196.9063,330.4734,171.543970021413,31.8269794080611,NA,34.854623614962,NA,3.07671196195891,186.5103,369.9612,141.0269,330.4734,128.2377,271.5846,369.9612,208.008,330.4734,204.7915
"ZNF673",0.997311462959742,0.907830244456114,0.954548161875513,0.629501071663156,0.9372570355567,0.419271031651454,0.249058231209168,0.904615780735474,0.998670926847084,0.279235263291945,307.232393333333,348.3527,257.1523,479.2725,243.489643683084,25.4424641119049,NA,48.6637388347491,NA,5.54147765693808,243.0246,348.3527,194.6817,479.2725,177.7831,355.8282,348.3527,356.4233,479.2725,278.7858
"ZNF41",0.981422244177491,0.999997611887843,0.986935396092465,0.981960492646313,0.999999999976599,0.98733777308728,0.385154126001971,0.99997295495179,0.821437560392958,0.999977308482367,242.32574,201.0659,240.342216666667,201.3907,208.613593361884,19.5998356825712,NA,40.9852660952804,NA,3.31469878243272,187.16695,201.0659,158.495475,201.3907,161.23645,298.621,201.0659,292.943225,201.3907,246.14955
"ZNF7",0.998892346481819,0.493172850295893,0.990442181534863,0.825774025192591,0.868473983727995,0.413643298361876,0.266616414621464,0.999140579225317,0.973171195009036,0.484993358476722,659.901286666667,607.6696,512.458416666667,868.192,560.201853747323,62.1911945601258,NA,31.1898887935863,NA,8.74493441734993,481.31575,607.6696,485.27815,868.192,422.1388,836.3967,607.6696,564.352925,868.192,660.2277
"ZNF214",0.977356312387373,0.60989548969408,0.752920689071175,0.0673186238959692,0.568982335201257,0.0149141449212378,0.0219385483766806,0.630853478800796,0.999104740180734,0.00458060299792573,38.1886533333333,51.3566,23.1404833333333,97.3522,20.8785740899358,9.29845730849948,NA,11.2071892109609,NA,0.979803097842588,5.159,51.3566,3.226,97.3522,5.91385,55.2536,51.3566,28.280725,97.3522,27.4088
"ZNF215",0.156370135430851,0.998906497302317,0.149978466957053,0.899133025238848,0.143158471664011,0.947999609761721,0.999999999984604,0.133253271958662,0.997983856751628,0.888585663161161,48.6786333333333,152.6163,42.9938166666667,7.7561,48.6452644539615,15.0817474531765,NA,19.7752631514967,NA,2.02626263463459,3.2478,152.6163,7.513325,7.7561,15.1275,70.78945,152.6163,73.14175,7.7561,67.41835
"ZNF547",0.999376817715527,0.792728426030879,0.950986775876896,0.614549180037306,0.907973164325243,0.339381354459175,0.780571424992374,0.983294923128411,0.976444884372149,0.39434648403736,43.3951333333333,48.1202,32.58515,72.5568,37.4084509635974,6.36255662372908,NA,8.92104336636136,NA,0.911155857487476,26.14585,48.1202,17.374575,72.5568,23.81655,49.08695,48.1202,46.524375,72.5568,47.80325
"ZNF773",0.514073426582348,0.999481239860797,0.49521368342688,0.942073620249588,0.431980777264071,0.970612372823244,0.999999989251356,0.484455020088656,0.998868814488614,0.934354424531492,117.566193333333,227.2287,110.410383333333,64.7232,117.826889721627,15.7662464457384,NA,23.9352518217157,NA,3.13170956871616,75.80305,227.2287,65.64395,64.7232,76.5618,169.78475,227.2287,149.606375,64.7232,147.99215
"ZNF776",0.839063586736097,0.5214880027088,0.441751330190293,0.282710302789118,0.960245778289944,0.0752385309666398,0.03276728318689,0.360405719381039,0.999999999692353,0.043528133698163,450.993626666667,608.4254,339.7395,750.5403,339.372529122056,59.4434908311883,NA,71.5478130798466,NA,6.65062851445312,293.30965,608.4254,214.827225,750.5403,239.3554,572.3034,608.4254,383.860425,750.5403,420.201
"ZNF256",0.957091704855292,0.813114911240022,0.778169279062476,0.878557111423008,0.999753909706531,0.633687095508087,0.967099674213744,0.901026855173988,0.909532598560888,0.781910930066997,138.011186666667,190.407,99.7858,209.1468,125.652569807281,15.2648671267621,NA,20.7931922648416,NA,3.39431054401841,94.15875,190.407,68.7794,209.1468,76.61315,183.68665,190.407,105.023075,209.1468,167.4998
"ZNF599",0.775192493529576,0.0896077186870327,0.999999984830797,0.988818937397359,0.988057314008914,0.964568405150351,6.22759996460331e-07,0.999195777023824,0.981159367419987,0.880680949012236,172.94198,108.5271,107.592316666667,146.0283,95.2877736616702,29.2686294263544,NA,19.7577371499103,NA,2.36292311952674,95.77135,108.5271,69.752425,146.0283,62.6365,189.41825,108.5271,122.778075,146.0283,113.39335
"ZNF18",0.895803778711342,0.998718319088275,0.947103663274175,0.964993860542481,0.785058150335168,0.943582995195067,0.999680237010725,0.863222820249972,0.99157222906562,0.970450009346649,231.179533333333,329.9419,245.324316666667,159.1335,225.77539379015,31.1436770769066,NA,52.4621972878022,NA,4.86743188118979,165.4082,329.9419,147.7957,159.1335,158.523,260.39075,329.9419,331.05555,159.1335,269.99565
"ZKSCAN2",0.999777197998646,0.966881117103896,0.99995276583884,0.830420908401681,0.897394834864364,0.693406062308912,0.715083600869123,0.999893949596876,0.999999235672568,0.617198254802207,224.904546666667,192.8295,170.113066666667,415.0842,167.035733404711,38.7626767103847,NA,34.5861998300157,NA,8.15872136440766,113.03645,192.8295,123.224775,415.0842,99.31535,311.82015,192.8295,188.129075,415.0842,195.32295
"ZNF689",0.994620335944349,0.989215673874394,0.999822493935027,0.997399381474345,0.983839092792257,0.984133818426273,0.987604117264984,0.982817569111553,0.903865394625144,0.999555009608516,155.209706666667,116.2791,133.367233333333,187.4833,167.516222912206,12.7475853705318,NA,29.2541271832274,NA,4.42299794015579,122.57655,116.2791,107.056775,187.4833,116.2966,169.2428,116.2791,132.52195,187.4833,199.38745
"ZNF19",0.913153670487456,0.966491162714979,0.984679830407391,2.61097176571523e-05,0.0370079291789369,0.000244363427469585,0.0628053728981217,0.513162702405793,0.102023807268157,3.62129042308368e-07,55.2387933333333,71.9525,61.1907333333333,148.192,42.0619122055675,6.97204854556813,NA,9.76801993714409,NA,0.859815581152204,39.89065,71.9525,42.727375,148.192,29.71235,58.183,71.9525,79.867625,148.192,52.93775
"ZNF230",0.896969573526622,0.807872974396436,0.996023723081795,0.602987904095279,0.43018542986359,0.337035187617421,0.228653406486759,0.995471182230447,0.999999400710775,0.253074454887663,121.709866666667,80.9109,98.4334,186.9484,97.7064488222698,10.9788105784546,NA,19.0341297599864,NA,2.03240640447645,105.71875,80.9109,58.65365,186.9484,69.25605,133.93675,80.9109,136.14605,186.9484,119.11415
"ZNF222",0.999793677723203,0.713128609477853,0.948969212932735,0.567204804562977,0.871358498438472,0.270634112397694,0.311467621506201,0.960497034252137,0.998914029779156,0.247485754370945,80.65186,86.5601,60.5878833333333,131.3185,64.1646381156317,7.8789023756443,NA,11.6441516064909,NA,1.52512758695524,58.3788,86.5601,40.774,131.3185,43.01535,93.2318,86.5601,75.5225,131.3185,78.02005
"ZNF221",0.488968776833717,0.119033804467681,0.0694782803171493,0.00499434156749112,0.653369511956241,0.00013259869729132,0.0135993583523709,0.0926964166197239,0.935257615214498,0.000118618784480495,20.7550866666667,36.8217,9.61696666666667,55.3624,12.7204929336188,4.69430014856788,NA,2.59598354086547,NA,0.429877521313321,8.31205,36.8217,4.7653,55.3624,6.19575,27.05765,36.8217,11.8293,55.3624,16.66795
"ZNF233",0.831887697720628,0.748180387242371,0.990412439106009,0.000953500181422151,0.00288310493567956,0.000210120884165277,0.23370303563076,0.983112429659973,0.999982196530516,5.57418700111167e-05,32.00804,13.0814,21.84235,102.7013,22.5176357601713,3.87154464183163,NA,6.05142857170933,NA,0.812165478100346,23.99955,13.0814,12.50155,102.7013,11.0605,39.97185,13.0814,25.871825,102.7013,28.67485
"ZNF235",0.539589177943262,0.829218756408663,0.297326598728017,0.131458765031351,0.975979879234704,0.052781621121203,0.735719033680386,0.31544314948326,0.99097119545323,0.049074627627804,85.5399666666667,142.4467,67.2533833333333,172.5756,73.9948743040685,9.685659724221,NA,3.67027475551142,NA,1.66611184631424,62.8305,142.4467,64.5187,172.5756,49.22075,98.74175,142.4467,74.24165,172.5756,88.9273
"ZNF208",0.999740986359017,0.999999321447971,0.999860736127967,0.996262229136231,0.999933836242657,0.997463929243528,0.995477874825748,0.99998500610683,0.999676998748095,0.998743454777745,29.49568,17.9264,28.2761333333333,6.6863,23.4102361884368,16.5219833173727,NA,12.6518257717392,NA,2.8171816820788,1.98865,17.9264,4.37065,6.6863,3.92175,13.7706,17.9264,45.973325,6.6863,16.6941
"ZNF714",0.996762642034969,0.99919518792839,0.99187562591362,0.901759526245614,0.895526179779424,0.94748166889823,0.9680766491466,0.984282505755095,0.999951428459591,0.945310131890378,160.266,101.7442,179.452683333333,308.3712,187.49819614561,33.7763044670711,NA,32.8793016183781,NA,7.55211067934228,53.74855,101.7442,127.451975,308.3712,85.91275,193.2392,101.7442,235.3717,308.3712,241.53955
"ZNF394",0.999998740538669,0.856245521369527,0.988028193600105,0.968761221747855,0.987205413913109,0.999838030631621,0.727737579884679,0.995785695371742,0.995499906721718,0.997332833186106,519.64896,527.1318,447.665016666667,421.2356,471.068477730193,53.024736237765,NA,48.3265874429761,NA,6.83066911825978,407.7977,527.1318,389.08515,421.2356,378.82135,588.8152,527.1318,496.1493,421.2356,541.0617
"ZNF333",0.939496775705273,0.382196183383642,0.999996109055286,0.972703023803519,0.999964123164127,0.999556069320425,0.000683766951399156,0.999047225806729,0.991112043245883,0.99377942507061,289.443586666667,204.4574,197.017166666667,221.4496,176.981688436831,48.7499313237024,NA,33.1369307715693,NA,4.80624864883831,171.56175,204.4574,127.062875,221.4496,119.71865,352.79885,204.4574,254.918025,221.4496,212.23445
"ZNF382",0.997587973242715,0.999939518545803,0.996089854646507,0.967197929498871,0.999322922246623,0.961608943440108,0.628103061587914,0.999999772940215,0.834659352347331,0.998221864567289,32.4204733333333,23.2558,34.10845,14.1749,22.3914543897216,8.11095742553284,NA,6.97949512523411,NA,1.26192061973798,7.3242,23.2558,22.0758,14.1749,7.57215,50.8274,23.2558,45.00945,14.1749,26.8374
"ZNF577",0.0304777473174931,0.896035875194399,0.0131030824277962,0.995432570717294,0.346952572279031,0.939224763183236,0.650736897764068,0.00737403693159699,0.999711764304466,0.943764947183431,101.73784,300.3876,72.9755833333333,127.8417,78.1135092077088,21.8320604521638,NA,12.4177178938917,NA,3.03771767068697,47.03555,300.3876,50.52415,127.8417,39.7285,151.6801,300.3876,79.098875,127.8417,96.29195
"ZNF75A",0.981717253867862,0.998339937290278,0.994832144106894,0.996837059118195,0.96525052111004,0.990377944771482,0.239565711359574,0.99999982947387,0.869551096540465,0.897216245922302,355.486686666667,281.0078,336.839933333333,402.514,284.859043040685,63.447234353856,NA,62.7003562284653,NA,5.80204846229853,180.2898,281.0078,224.925425,402.514,198.5396,442.66515,281.0078,391.873125,402.514,350.1602
"ZNF496",0.962301684104514,0.00532761665279058,0.895365161071407,0.988478312544876,0.915643683223002,0.261214970622705,0.000203626683944025,0.992733127355782,0.676684175925002,0.479630769577941,556.11518,443.7984,285.856766666667,637.6036,373.825282655246,67.151365593691,NA,46.0436345965481,NA,7.32667592443576,365.41755,443.7984,215.84985,637.6036,266.27315,656.66505,443.7984,285.063175,637.6036,452.79845
"ZNF2",0.978324178213845,0.357680237542099,0.646953247406027,0.514012990630653,0.949792259509298,0.138886258145742,0.0293465361286366,0.651807714441047,0.998610019319172,0.119142467448114,148.48896,171.5116,114.37745,211.2864,118.85281862955,8.47294707564302,NA,22.8679040754613,NA,1.78294773781793,129.8065,171.5116,67.2234,211.2864,91.38755,175.8871,171.5116,153.956425,211.2864,138.47445
"ZNF589",0.399118516576379,0.99750075925921,0.358420960533707,0.999998849217304,0.679502366186494,0.999976196180344,0.977154848366885,0.283341402504304,0.99999999609929,0.999972946955044,433.082433333333,991.2791,384.413966666667,418.0262,385.858833618844,58.7533863807093,NA,71.7542877352319,NA,14.3678520549488,254.235,991.2791,227.111525,418.0262,199.60985,528.43295,991.2791,548.009075,418.0262,489.45455
"PRDM9",0.998040471290273,0.190172492693471,0.960918848477935,0.851895800606252,0.986282224916394,0.999999997538085,0.00369986122422461,0.972625972254882,0.998541560021867,0.999971164908735,14.4196466666667,10.1744,0.3879,0.5349,1.95409336188437,9.94795343984483,NA,0.3879,NA,0.548888153945725,0,10.1744,0,0.5349,0,3.11665,10.1744,0,0.5349,0.6145
"ZNF12",0.667270422581802,0.106909018137719,0.999713228387219,0.999419802349184,0.92679906875855,0.90621081043587,0.0235615059042426,0.975884059853386,0.876608728135346,0.981526808815754,974.371366666667,622.5775,674.590116666667,914.9505,774.030227623126,75.912134061178,NA,108.668441180993,NA,11.7109882890539,798.9782,622.5775,494.80855,914.9505,607.62175,1104.13185,622.5775,906.514575,914.9505,892.79675
"ZNF202",0.198499021998554,0.548902144605291,0.0494877111580038,0.930868977873846,0.197706091411491,0.999989018863256,0.61785312726128,0.0728156458753881,0.902367682622764,0.991275621323403,353.382973333333,620.6395,265.161466666667,254.3461,308.810439400428,33.5683030872627,NA,28.9817294837704,NA,5.55930024206042,254.8161,620.6395,225.34805,254.3461,233.8575,435.2162,620.6395,309.8099,254.3461,370.97225
"ZNF3",0.972716191738322,0.0495943882487748,0.968796056169366,0.084596076671827,0.146390601971146,0.0026795859741684,0.000499659223622051,0.992527951899986,0.972426608652298,0.00235272726082025,1132.09682666667,936.749,724.777583333333,1937.6438,802.714952034261,91.0945755977142,NA,185.321352573079,NA,14.077123984483,930.49605,936.749,446.6574,1937.6438,592.63895,1264.899,936.749,970.3179,1937.6438,949.4684
"ZNF606",0.99561232512558,0.744551772573811,0.895211153648694,0.00398908483336025,0.143780061093573,0.000930624288496884,0.444478528684469,0.92048923460469,0.996804604180227,0.000475185548917456,283.30926,334.3895,206.9177,760.5082,225.642257815846,39.4475595017049,NA,61.9870543887888,NA,5.99380016550588,205.24345,334.3895,142.082175,760.5082,142.5792,407.5269,334.3895,186.54685,760.5082,279.84435
"ZNF91",0.597659233868969,0.628876064708501,0.942373717749625,0.60179267633403,0.999999999894299,0.94396942287095,0.99887037335995,0.613433643181946,0.580323429024192,0.617681224558976,210.90394,506.7829,344.679683333333,505.4827,224.808684582441,37.7942258517656,NA,83.0672826909304,NA,9.2226172003412,94.88055,506.7829,190.533325,505.4827,93.1001,284.6777,506.7829,450.57015,505.4827,294.717
"ZNF226",0.796599642333296,0.999999773508254,0.829009309603736,0.785575929992571,0.999999988716626,0.819259748165036,0.756257454612828,0.584804664849371,0.931161706957248,0.571059068976104,297.429186666667,435.562,299.253433333333,438.085,260.063716702355,20.2221656042333,NA,66.5836727703805,NA,5.55361225785276,266.75305,435.562,177.091625,438.085,181.34595,319.738,435.562,341.032275,438.085,317.7924
"ZNF229",0.948383531906751,0.999993400973959,0.96287196575815,0.0063870195479061,0.0220011454272905,0.00946083803401254,0.999739676786863,0.95434756128552,0.99999977443419,0.00368687214567531,144.518873333333,12.5969,138.349366666667,756.352,136.094180728051,39.2424331564242,NA,60.2403567641641,NA,8.08882020988817,16.9729,12.5969,19.647825,756.352,14.0049,246.62625,12.5969,270.41645,756.352,190.66845
"ZNF180",0.999996844140601,0.698992576926862,0.969449614018018,0.0410842275823673,0.264060289494054,0.0103612418466924,0.530488735704048,0.990058091451863,0.984869190881551,0.00900512476495152,213.404033333333,218.5078,163.061983333333,448.2482,180.498805567452,12.9455373826683,NA,17.6714488466267,NA,3.79404123855681,168.6268,218.5078,146.622425,448.2482,125.1057,236.00375,218.5078,187.2851,448.2482,214.148
"ZNF641",0.821058320843605,0.996562482567994,0.76070435802449,0.999799628145864,0.893470301230078,0.999999999671006,0.982678291253945,0.871516511095013,0.94035175498799,0.997703595519872,176.637493333333,275.1938,161.331333333333,160.7382,189.336688865096,21.6195368027745,NA,28.4719432388292,NA,4.13631845187977,107.3774,275.1938,117.263925,160.7382,130.85885,235.0046,275.1938,176.2481,160.7382,233.2016
"ZNF610",0.903201569497245,0.981484989468287,0.975570498197054,0.00167338155357122,0.00647198482325906,0.00122055861089221,0.346416681992094,0.993107847361038,0.984243003292019,0.000141213319430289,63.6119266666667,22.7713,51.6358666666667,238.299,41.8805406852248,11.2294486305745,NA,25.9617076537564,NA,2.06329153558495,27.0925,22.7713,21.382775,238.299,11.03335,103.73785,22.7713,42.687125,238.299,59.8676
"ZNF528",0.999934423256225,0.944887782540467,0.999568263616945,1.19520636343573e-06,0.000643830271590762,7.08879854038891e-07,0.6264077293395,0.999348849460646,0.999999986477641,6.40398009066345e-08,263.477093333333,241.2791,203.974316666667,1177.0527,202.918195503212,53.4559400241255,NA,71.6985421955957,NA,7.54519201942284,102.4401,241.2791,123.19075,1177.0527,83.8597,413.6654,241.2791,187.81165,1177.0527,272.9416
"ZNF701",0.998944519338234,0.98929970761318,0.999999541268656,0.0925631352100942,0.477167404182586,0.190808564930699,0.903275302129989,0.999999407050922,0.999999999999649,0.132157362017318,83.2491466666667,101.7442,98.9735166666667,258.8928,99.0060788008565,16.4791799211954,NA,20.2745006394965,NA,3.16303703603175,31.7334,101.7442,70.18735,258.8928,51.2443,137.27235,101.7442,123.409325,258.8928,134.124
"ZNF283",0.985592914770974,0.672597440594976,0.999977414628527,0.997791858338332,0.973509107094637,0.897404492663922,0.274339028478202,0.999999992353501,0.998330212988138,0.915323317236972,59.28886,46.5116,43.9312666666667,67.1302,46.83562248394,6.57842530545187,NA,7.63667869319583,NA,1.10620657442562,44.6517,46.5116,31.61075,67.1302,31.0231,72.3929,46.5116,58.07825,67.1302,58.00055
"ZNF558",0.999040608624615,0.166143381296896,0.942595411920031,0.970743959577639,0.998829178766552,0.994418787128375,0.00433273571540238,0.965349150666448,0.9950855632402,0.998743465999282,666.93244,600.7752,396.810316666667,505.4827,436.805146038544,87.842879851296,NA,81.3609678618006,NA,11.4146898283391,514.8256,600.7752,293.34995,505.4827,298.37035,716.412,600.7752,524.0272,505.4827,513.924
"ZNF597",0.971885671575051,0.999150092646666,0.98903522388418,0.155103107941674,0.746754333438961,0.237970681280362,0.383712634152286,0.999803954852641,0.915817756706575,0.330321460916116,25.68974,46.0271,29.5109,100.2942,40.5598985010707,9.47848556956527,NA,9.57096659496835,NA,1.46607538146037,4.09105,46.0271,14.5601,100.2942,12.51405,31.0198,46.0271,48.560675,100.2942,59.23715
"ZNF30",0.993084151302793,0.0226090976918956,0.880981619019618,0.44874422535672,0.891594199897363,0.999053457896897,0.000218954675610838,0.960481754841052,0.926704058475525,0.973544182031805,135.620753333333,113.8566,63.6712666666667,50.0134,80.1679214132762,27.2704824910044,NA,11.9965358555617,NA,2.16852973465821,74.48505,113.8566,42.10765,50.0134,49.89585,133.5506,113.8566,82.352925,50.0134,98.7942
"ZNF354A",0.995819764874266,0.999999515847917,0.99579008023679,0.984253993703459,0.96464573264621,0.988305305019435,0.996903969205509,0.989418149901044,0.999783726666298,0.991074147934913,278.404093333333,334.3023,275.73555,199.2511,265.264315203426,24.6365450042034,NA,42.974205692289,NA,6.7651557406537,208.4303,334.3023,211.71525,199.2511,181.11585,329.59255,334.3023,275.520525,199.2511,317.9067
"ZNF764",0.980180172180016,0.673343136807493,0.999997884363173,0.88625807925575,0.812267326266651,0.575379441950798,0.545013329839876,0.999757825611023,0.976978263517701,0.655528111915885,238.48866,179.7481,173.72805,335.1163,198.062161884368,27.1259280028621,NA,27.7727780635253,NA,4.67643195311309,153.93315,179.7481,129.244625,335.1163,144.3647,304.705,179.7481,188.239675,335.1163,223.5817
"ZNF747",0.999177099469394,0.999850874348689,0.999835896073756,0.971166146792358,0.998735530723856,0.98478777585321,0.975736492284506,0.999978424820155,0.999699351873872,0.988456116710042,219.588733333333,245.9981,227.614533333333,286.3306,235.759305995717,29.1303971225439,NA,22.7124697610023,NA,4.79528132290083,144.97665,245.9981,185.873475,286.3306,172.9176,286.61355,245.9981,246.7185,286.3306,274.51825
"ZNF778",0.955434216509695,0.445399570494705,0.610934061439774,0.999561374088885,0.963084421446025,0.981758008286589,0.249666617483791,0.715427990714494,0.961149112726294,0.997819743961425,84.7999,109.0116,57.74685,77.5608,67.0150952890792,14.273658224489,NA,6.49839890869282,NA,1.50508456891746,49.8927,109.0116,45.982975,77.5608,46.76955,92.6742,109.0116,67.981625,77.5608,80.678
"ZNF212",0.48162012144528,0.508493436285256,0.915969844065801,0.865623965059984,0.318337138645511,0.471030170674133,0.0212669944747063,0.903506889451118,0.999992597163969,0.372938878679213,555.038306666667,275.1938,427.523216666667,723.188,422.347643254818,50.7698720156996,NA,60.4432604281261,NA,7.67592898581074,412.6224,275.1938,325.4667,723.188,322.25915,633.3947,275.1938,507.74685,723.188,507.5132
"ZNF282",0.530633364534067,0.999642156361587,0.632942302517217,0.999414761015532,0.69310547037409,0.998087950546776,0.902805637669503,0.649043066149779,0.997464452522298,0.990356486082405,1041.36406,479.1667,1007.41311666667,1123.5624,959.921009207709,80.3056127810176,NA,130.376968633946,NA,16.3225716530487,851.6971,479.1667,749.198225,1123.5624,727.2685,1340.13895,479.1667,1127.466475,1123.5624,1131.9297
"ZNF160",0.220527173373461,0.994415498658755,0.184808031599321,0.393016441728575,0.999218978904745,0.333988748751575,0.900116729657773,0.116244592720901,0.999981791951263,0.240028954618254,579.027006666667,1128.3915,529.729533333333,1041.1875,519.888346252677,47.3802278264131,NA,68.3812988252766,NA,11.8240820744354,511.85305,1128.3915,446.010275,1041.1875,356.90405,642.69195,1128.3915,649.54765,1041.1875,646.4146
"ZNF415",0.280973823030309,0.999593944171144,0.3783115187248,0.673092512297938,0.989994505557194,0.763671998729832,0.99874936854275,0.285731266907713,0.99999529354448,0.691743330107937,78.59014,261.6279,87.5549833333333,201.9256,85.0642113490364,20.6602337082499,NA,28.27864921692,NA,4.17924366700213,14.4546,261.6279,68.154425,201.9256,19.12345,138.7087,261.6279,82.47775,201.9256,129.36695
"ZNF439",0.984151997310623,0.766052212056056,0.840075315141187,0.3468367625913,0.87182298070002,0.148880498294334,0.0520214285961231,0.715068442571391,0.996479999692683,0.0681570782426292,129.332433333333,167.1512,90.2030666666667,261.0324,80.0568381156317,31.0259787088968,NA,29.8811878312277,NA,3.09050742507798,40.85415,167.1512,45.329925,261.0324,33.3546,181.0922,167.1512,133.621525,261.0324,106.70545
"ZNF440",0.987648643108324,0.962457687519848,0.93764708798412,0.999882731912507,0.999102942050527,0.991884186772558,0.714124196212742,0.916867375591327,0.999999981697283,0.988562167477254,478.49046,613.8566,392.918,519.6577,391.09235117773,84.6337662389921,NA,126.940820315066,NA,12.082671304874,260.9784,613.8566,180.5739,519.6577,229.96245,623.7208,613.8566,507.8391,519.6577,475.80105
"ZNF562",0.999999959753477,0.979069501855417,0.998736060014258,0.775073743172326,0.920959814528599,0.651437526800836,0.766361783428845,0.997474062775972,0.999992091068117,0.561265560134716,626.175706666667,631.2984,559.34515,915.4854,551.710169379015,88.7204784527893,NA,158.235372736917,NA,10.9222346478712,407.27105,631.2984,297.772575,915.4854,409.0161,664.3956,631.2984,645.86055,915.4854,640.5308
"ZNF561",0.903544519557384,0.936052062812422,0.755746671311684,0.920325592987577,0.99999962879383,0.782058193941537,0.649526565384125,0.981699658141898,0.380219393327142,0.987225317246819,812.937006666667,502.4225,941.559016666667,519.6577,690.736838972163,68.7190594986195,NA,323.005818392078,NA,15.4956145122135,585.9027,502.4225,441.7422,519.6577,493.68845,987.0751,502.4225,1113.0424,519.6577,797.4696
"ZNF584",0.923342871042199,0.913922512217194,0.769369835582813,0.995284383649637,0.902999152668374,0.999999995381918,0.965258458574405,0.961262181074383,0.614048966298974,0.979277633273641,201.99046,272.2868,167.963516666667,169.0292,216.238757173448,15.1623441409013,NA,31.7144266046796,NA,3.85559624317916,170.62505,272.2868,134.151425,169.0292,156.21415,222.57465,272.2868,201.626025,169.0292,264.37015
"ZNF274",0.99999689194956,0.940020488379228,0.994542289496191,0.561443008348254,0.784309790882479,0.809830826183216,0.999792088170315,0.999968676808645,0.933484280927361,0.560211628005104,429.673193333333,417.1512,503.496683333333,738.9676,438.797314346895,36.3216242348935,NA,110.669683323785,NA,9.25176995358727,314.3199,417.1512,332.3129,738.9676,300.8425,546.4299,417.1512,694.822725,738.9676,545.0217
