"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF562",0.793759901919645,0.98945865019052,0.999623053576754,0.999280618969427,0.99999993887436,0.999997732252336,0.982520239870934,0.924359720047391,0.957158591431695,0.982077069963843,563.617056730769,535.02521875,544.010423076923,537.54034,618.046916666667,14.5213265496434,17.7683511204263,41.388710825186,64.0027617093481,93.8232004434774,412.23725,413.36215,379.9529,459.5004,456.60735,646.69075,624.682225,610.10195,656.699,663.73925,414.26658627451,556.845264471058,429.8184,519.1043,348.39635,474.586,408.7373,645.1925,12.1809071992405,10.9493439609829,1.34417132088483,1.20772935732858,0.426717028026786,0.272297194244473,"LUSC"
"ZNF561",0.927825201686506,0.981150677499729,0.999998318470735,0.925600578654479,0.858286853472426,0.867086077535092,0.735243022972215,0.851673045421564,0.881804016061675,0.599947418954343,707.803013141026,678.7741453125,675.512992307692,833.58544,534.8381,20.1822058560504,27.6704644366518,53.0472708314554,74.5793827347317,118.96491386336,504.471575,490.93985,452.27785,708.2555,365.017875,815.7889,775.4874,802.8623,855.0725,712.424425,569.99128627451,697.044447904192,559.1165,632.3397,505.26545,612.95725,493.75,801.445,16.50889602088,15.5574280442929,1.22290369114256,1.1309623307486,0.290310789979682,0.177550877915511,"LUSC"
"ZNF584",0.995960166177674,0.996248517121298,0.981810303592666,0.855672538956631,0.895825879948381,0.817644918138454,0.923677299328915,0.895063983845094,0.969840663442125,0.68908763579247,214.757970512821,217.98040078125,209.642538461538,252.0345,186.707333333333,4.73528705907087,7.42893506724928,11.6110526204294,32.2035235965725,30.6009369609131,161.560175,146.7596,154.4062,201.7411,144.694925,266.195775,264.020125,249.8715,267.6471,235.41225,177.422752941176,215.245903992016,170.3767,206.878,143.39335,203.5266,156.1798,262.8475,6.66118426044814,3.79090096612878,1.21318095015344,1.21423880143236,0.278794749485097,0.280052180870585,"LUSC"
"ZNF274",0.98148151016652,0.999943057429725,0.992565112824995,0.745500871118047,0.822265052189002,0.755164906792664,0.98011592360807,0.957358799538393,0.989026688280386,0.70064860973982,443.109091346154,431.51821171875,447.378974358974,334.27618,489.50235,10.625354518809,20.4080319519709,30.2469446735621,32.2586028251597,81.9548705814843,312.204925,274.75145,284.31745,305.2427,330.690325,556.5314,502.90055,585.59285,386.8282,568.27085,574.844054901961,439.386569061876,561.8516,405.2221,486.98065,635.6744,300.8511,546.7005,18.8045254019996,8.85964141369248,0.764357855517551,0.721226209910233,-0.38767986041293,-0.471476268526937,"LUSC"
"ZIK1",0.080839505616232,0.971213663420475,0.901986837635573,0.997833856931908,0.99873590059131,0.999992091330279,0.889042197001663,0.998892730471964,0.971325420234447,0.995044628222929,83.513557051282,60.326984375,74.346782051282,71.18946,50.7035166666667,5.01862892184778,7.06711125263745,15.1816425000549,32.2093259479859,19.0833456592813,16.357475,14.3095,12.6955,38.9856,15.25555,119.56315,69.36375,92.0261,68.7337,81.12,71.2787431372549,76.9936984031936,67.4732,38.9856,57.0106,82.03945,14.9893,114.7955,2.92343271829037,3.89427553137051,1.08017755384567,0.577793850002668,0.111268474424573,-0.791373246848233,"LUSC"
"ZNF540",0.979918741489802,0.997351865663049,0.99999998629392,0.998734634149711,0.999907852022086,0.99990707793302,0.999997225513901,0.999988804138026,0.999993445162756,0.999834000998603,32.0967394230769,29.11695,29.2607487179487,25.86396,30.8740166666667,3.15687247945327,3.2801978698711,7.15977682406394,6.92063743022274,9.00614652021669,11.021425,11.343675,9.9606,10.9244,19.042525,33.85725,33.841525,26.4544,38.6071,28.8196,67.7388588235294,31.5568716566866,62.0391,18.8645,49.08235,79.67625,11.0442,33.8308,4.16069887932698,2.27092377726366,0.465860692145661,0.304074366004665,-1.1020294893582,-1.71750389508139,"LUSC"
"ZNF570",0.955168480855082,0.993600383910294,0.932569606381027,0.870365876468403,0.932725027732231,0.823876669974686,0.715906316470843,0.823952842571165,0.662470476011194,0.999916881903939,62.2742724358974,59.055678125,65.3589948717949,43.35594,39.7100166666667,2.42603094761047,3.80935709571683,8.38639887601089,11.8114833625417,7.55354681724273,36.568975,29.765575,34.57685,24.6026,22.959,78.581375,78.1373,79.23335,67.5728,54.27335,56.8131588235294,61.7505135728543,55.2852,55.2326,46.7226,67.7459,34.0285,79.0926,2.03989158503185,1.95332615281291,1.08690512641026,0.999048569960857,0.120226016141707,-0.00137327679126173,"LUSC"
"ZNF57",0.973943952309549,0.60199666063723,0.443762877690642,0.964709696197003,0.932760792650856,0.999965113703323,0.943787669708562,0.898675847706402,0.999887478620287,0.999999956918543,128.622525641026,132.80770078125,112.560451282051,109.08404,108.254466666667,3.70355956340228,6.2808121359937,8.48153877010756,10.5874355787225,18.7403735315613,85.994525,82.71145,75.30265,89.3204,77.609875,154.24245,167.832125,131.23875,112.0657,147.92745,88.1125176470588,129.587484031936,84.0744,112.7349,73.41115,99.857,83.3333,154.8418,3.63658270556377,3.12250529946047,1.47070458877374,1.34089449344866,0.556507490568828,0.423195725112174,"LUSC"
"ZNF556",0.583327075578635,0.989770459358454,0.702581208818953,0.991947606583828,0.937153363276233,0.999106688065775,0.774939790243221,0.937993626560474,0.708619749363278,0.796509752029692,17.262433974359,21.4905609375,15.0608820512821,11.77534,30.3580166666667,1.49301485335471,2.6512913695087,4.07591837216393,7.55125716252599,16.796411311734,0.342175,0.557275,0.30925,3.4065,0.329825,24.9202,33.56065,18.6725,8.5437,40.309175,0.384241176470588,18.6141487025948,0.1693,6.2639,0,0.43005,0.3605,27.3723,0.0941410909086065,1.23761465679684,48.443919710983,36.9988186650915,5.59824369647644,5.20940730256889,"LUSC"
"ZNF554",0.99979771723923,0.0792930121491312,0.153445997619411,0.833638680014374,0.857747907272629,0.99999202544696,0.925800738740555,0.941492309197489,0.999425918488086,0.999443629318695,111.248373397436,110.21694921875,86.5802641025641,84.50626,92.1869333333333,3.47888954669658,4.29976217035107,7.25499525862272,14.3260732133966,9.0361193843621,69.69225,70.9189,57.32425,67.2878,80.657775,138.0562,136.70095,111.09355,88.932,110.513625,105.108619607843,108.333332934132,104.942,96.9388,88.2352,120.87205,68.5635,134.9866,3.29961514938799,2.54172190201786,1.03067981806173,0.92373692134703,0.0435962273366172,-0.114446061762652,"LUSC"
"ZNF738",0.905845864705011,0.739951698465694,0.475719571167339,0.97187739829013,0.993974462322557,0.84405235980979,0.879926671123104,0.779425056596064,0.993836009193171,0.804753545948528,179.8552875,194.4482765625,146.958782051282,224.2373,118.132616666667,8.41041030497265,16.9953768075461,18.2153974098645,92.011638004434,19.6279559044647,79.64305,63.98165,62.81185,59.0462,82.155075,230.0013,258.096275,182.24735,321.8487,143.7073,126.174441176471,183.201438123752,114.7274,145.6194,95.73695,151.60795,72.4956,233.0946,6.21455083853268,7.11931215921255,1.45196948300744,1.26926436056252,0.538011131586765,0.343992582931529,"LUSC"
"ZNF596",0.911743432093259,0.713203166221319,0.960437650933694,0.782393910884748,0.672604863205994,0.537730584883925,0.720830540461139,0.846414430216934,0.959296512458629,0.432116892970259,45.2343833333333,42.16486328125,37.9204102564103,62.81456,27.6626333333333,2.0911543114453,2.66355880409258,3.36580768651476,15.5817363238697,6.59217387552172,23.7142,23.534225,19.9402,55.042,18.229825,54.303825,50.933275,50.7883,71.5367,28.542975,59.722,43.9364261477046,58.8832,36.2992,45.67425,69.9498,23.0681,53.4922,2.64957122638332,1.51963618151832,0.735682431058983,0.61646106189881,-0.442844956332072,-0.697918323664915,"LUSC"
"ZNF621",0.999769602774016,0.810691130542647,0.892561982501062,0.798618797282388,0.826193555422037,0.963208485295639,0.999984517281765,0.99999909174952,0.997202662361334,0.939610606905219,471.670523397436,467.949565625,434.954661538462,372.16466,464.2523,11.0415902312586,17.1060455109221,37.7775208025742,90.4786626280782,68.9796466881065,342.81345,347.6739,311.4944,207.5569,369.31865,550.2848,544.7718,520.9135,502.5243,490.78515,535.660388235294,467.9093500998,548.5052,436.7002,474.5239,608.22785,339.5095,543.3305,14.0294867170616,8.79362979598273,0.873518670367439,0.796164193156236,-0.195089555616356,-0.328862106047345,"LUSC"
"ZNF680",0.999999989554139,0.406635671648371,0.478941332395411,0.760248503884021,0.765834643456216,0.987361250522739,0.935030073381352,0.938980200040396,0.619105480780741,0.617675828708686,261.960594230769,261.69799453125,312.645943589744,353.22292,206.695083333333,8.77830696658194,15.5035542396574,41.6742566752661,89.3904667917636,39.7726199869325,167.766675,157.7412,186.63365,242.7536,120.524725,312.54745,323.547125,345.4359,319.7479,281.1621,183.911607843137,268.127892215569,177.4098,234.967,133.6425,223.307,165.5329,319.7479,9.76208043058078,7.74944100515603,1.45791717749682,1.32443078116316,0.543908764240626,0.405372445986026,"LUSC"
"ZNF483",0.751592923647785,0.984904806116363,0.999629294772289,0.704766410256547,0.860820392897132,0.843470059822774,0.999317612888271,0.999994842263827,0.999999973719959,0.933116338629729,10.9916003205128,9.6370015625,10.0342051282051,4.79324,9.94723333333333,0.666685606485873,0.737887998433379,1.60906296831563,1.3498236212928,3.00361546480978,4.3135,4.20905,3.8808,3.4065,5.87015,13.7342,12.410775,11.2024,7.2464,10.551075,23.9970509803922,10.5511273453094,21.8937,7.7106,17.8128,27.97155,4.274,13.2507,1.31297005667624,0.483077411327865,0.439684332626148,0.352183504843859,-1.18545996930807,-1.50560075538676,"LUSC"
"ZNF417",0.972698258222613,0.999859662718972,0.987375034509527,0.998356279250571,0.999887094814148,0.997249217642482,0.880513026335911,0.937866577835843,0.878628738801523,0.993384222800806,156.158535897436,151.36453203125,158.152317948718,146.29786,127.33665,3.87388708299797,7.17047124257382,15.4981832793465,35.9108492642488,7.03390735180904,109.231675,98.834125,93.7322,124.9054,113.2975,193.25835,180.46955,184.04055,184.8544,138.331775,153.972029411765,155.340708982036,146.9832,146.5817,130.4396,170.3506,104.0997,186.3478,5.46816605169307,3.40396584466384,1.00888914418742,0.997268395299599,0.0127676611466681,-0.00394626482988268,"LUSC"
"ZNF791",0.999301136191789,0.871963510567593,0.841709022583016,0.999999999344538,0.999998860393385,0.996742506075559,0.991810107439909,0.987398732624349,0.99999894784541,0.99801936827035,222.118863461538,224.36345703125,207.37421025641,222.41688,205.538683333333,4.94665338765505,7.64150640798702,19.4605928132915,30.976812208431,38.7581653271017,159.286875,164.85385,139.2094,191.9001,125.3454,267.0904,271.40975,250.9073,238.7,280.274225,249.972254901961,221.440878443114,243.3659,208.8578,204.3319,285.11565,158.9501,268.1564,7.99527133854109,3.99314192569686,0.88586182706542,0.858204867649905,-0.174846403954592,-0.220606010959695,"LUSC"
"ZNF519",0.258827991212977,0.999949162359596,0.708663577323375,0.999980002251352,0.996050588060446,0.99992333667921,0.829107956570678,0.5313496016401,0.879292244242002,0.933312477590098,58.9301932692308,67.796765625,58.0594435897436,60.75926,40.7212833333333,2.16886126780408,4.57083937694767,5.90196282428037,7.73064060512452,5.44444596498221,32.425925,38.61655,26.22935,48.7395,32.316325,73.68205,81.228125,73.9769,73.8077,43.06855,31.3562098039216,61.5403810379241,29.8963,51.2006,22.36625,36.7493,33.0273,76.1124,1.94286230636455,1.88554599543565,1.96262180355189,1.71260657673358,0.972782192820705,0.776193770812246,"LUSC"
"ZNF25",0.980785047069188,0.0839371177620705,0.250158056787986,0.662095902324932,0.588816138019056,0.186859337205956,0.995306176907815,0.985227898146576,0.662728032052522,0.94699234609186,207.116418589744,201.7849078125,167.942415384615,262.27114,221.5581,5.45116012734885,7.39656208426397,10.0983296920423,54.7073556968128,25.8934158043958,145.4965,140.1505,127.9675,189.1262,211.12055,241.700525,241.8542,196.20055,252.8388,261.795925,385.529098039216,203.177221956088,372.1713,191.5812,338.88285,437.7737,142.2877,241.3502,10.5177016889088,4.07613122256848,0.527008786079802,0.514766184281271,-0.924101080789395,-0.958010810893789,"LUSC"
"ZNF77",0.999998327944118,0.847130643460193,0.866396783223491,0.94525469167095,0.9443094541919,0.996958035991447,0.997215691856793,0.996928613334084,0.999991851552099,0.997538822877704,117.463186538462,117.82263515625,106.097094871795,95.32784,108.3292,3.84257188493972,5.54165219282078,9.2623528428347,12.6280936201233,33.8197442847616,74.13905,73.2466,69.3998,96.3765,62.374025,140.838575,148.919075,128.61275,108.6298,101.50205,77.0148843137255,116.603082035928,72.549,99.2092,60.34115,86.93325,73.3249,141.2509,3.25843984190482,2.90611733852303,1.51403307393071,1.36747853175095,0.598396721224998,0.451518184111396,"LUSC"
"ZNF169",0.999997184072173,0.404599364294289,0.46069177549201,0.998179864110136,0.997925153130188,0.997163393494024,0.99999999999843,0.999999992875528,0.960897169561781,0.999419034610981,71.9716689102564,72.20469609375,60.8544564102564,66.8734,71.9968,2.12418296207724,3.38599141939278,5.61408314236527,17.8293416048098,7.30091917080765,46.8527,47.824625,39.85825,50.056,58.940525,88.32435,88.901375,67.5281,92.8155,84.599375,62.154531372549,71.5204467065868,58.5483,63.8507,48.97785,72.2461,46.9312,87.8288,3.11972334682381,1.68592709378564,1.15068757059561,1.09056454243761,0.202496172707081,0.125075154938975,"LUSC"
"ZNF613",0.289593607675627,0.365407480957665,0.0411723353116974,0.691615710665696,0.413190296171808,0.977422628220111,0.997445191119482,0.999829116269185,0.849270669787164,0.756094479219503,88.8528669871795,79.18693828125,103.377382051282,116.4392,82.45385,2.60853366613536,4.58722804955988,6.34674626638326,25.0225793552743,5.53709385819854,58.530825,45.81655,75.944,105.2233,75.0944,111.95905,96.159375,124.5021,116.8932,88.4394,106.166623529412,87.5512898203593,102.2351,81.0313,91.29825,111.9136,56.5771,109.2287,3.2683947180428,2.11906780289316,0.824659265876574,0.792597649926493,-0.27812994761513,-0.335339405205009,"LUSC"
"ZNF404",0.566693894028887,0.491296691244286,0.968783584475973,0.940761160103165,0.9939811488097,0.999888694908847,0.995651024219973,0.999999999992317,0.998858651061361,0.997957120893688,37.0553830128205,32.2696578125,28.7091076923077,26.54788,32.3004,1.87009691651163,2.46897295706031,2.65624377218896,6.60716789179751,7.65323341553534,16.563975,12.6314,11.9723,22.3316,24.4071,46.15215,41.310975,42.2412,25.3623,44.836475,35.3367901960784,35.0345958083832,33.9814,26.1468,21.3076,44.4919,14.9203,43.8997,2.56593622576329,1.36740066784823,0.991448165325193,0.769444460793257,-0.012390747126244,-0.378110899626745,"LUSC"
"ZNF135",0.655008668994872,0.969460291262335,0.999706458750913,0.999889547367562,0.999831626413609,0.999987877990849,0.992987340689511,0.999990145325163,0.999864333686597,0.99976177341861,99.7516717948718,80.60579375,85.2824923076923,90.73918,76.0499166666667,7.8086061956735,12.1791534736014,15.3735612541141,49.9326363418095,28.672214129774,19.736075,15.51445,11.26915,28.3495,34.129575,122.28085,89.578675,146.04565,114.3892,108.614725,93.2249392156863,93.2634616766467,95.8223,45.6744,73.0493,106.8454,17.2579,118.1322,3.81594475896843,5.9492737312954,1.00041322055326,0.476657312546244,0.000596028105930463,-1.0689756654844,"LUSC"
"ZNF620",0.998443254542495,0.306570931631868,0.486053787719273,0.956464764330837,0.942093828581886,0.658914328709042,0.644081517715101,0.608789421734517,0.249954669415454,0.993784745173374,33.7762125,34.53689375,41.9236230769231,25.90498,19.63825,1.31887004539441,2.17979441217686,6.06470319615302,6.79077689070993,3.81000407591646,19.1053,16.964675,22.90345,13.8655,11.452725,41.877925,42.278625,52.2579,26.7961,26.33685,56.9324333333333,34.4225365269461,56.7947,28.2008,46.0462,66.94595,18.5252,42.7729,2.04962605928289,1.12445962216336,0.604620855135522,0.496539289757671,-0.72589735230665,-1.01002021621548,"LUSC"
"ZNF619",0.996484430712212,0.993770787255995,0.976428285462559,0.805957298301572,0.852414474836859,0.755266332098643,0.703777177869606,0.658203500756963,0.83561225924055,0.440566000809258,50.3985028846154,51.24363046875,48.8126512820513,61.56454,38.5318166666667,1.2320358831336,2.18565955149921,3.45620705590747,9.42475196568058,5.85239136914228,35.112025,33.9098,33.36255,60.559,30.374975,61.69725,63.14665,57.42945,67.9612,44.05625,63.865531372549,50.3120073852295,62.8674,46.9993,51.4651,76.60395,33.952,61.7082,2.60422506066281,1.00156211759886,0.787780298761514,0.747594142592186,-0.344134757187078,-0.419672829290528,"LUSC"
"ZNF354C",0.761598298399607,0.608024327335467,0.264065748056329,0.999054447676581,0.984773497205506,0.998852429187542,0.999945969055687,0.993493140713226,0.992393999517276,0.999971615623182,35.2986673076923,39.11004453125,27.8349512820513,31.75616,33.7243333333333,1.61026699969104,3.29042080169604,4.01115072259875,11.2334933942474,10.8616599506296,17.0773,13.650175,10.2149,13.626,18.7572,45.63105,49.718475,37.3389,36.5049,45.054625,46.0704568627451,35.7244137724551,43.1854,28.1209,33.83895,55.42865,16.1624,46.1669,2.52928310120501,1.36191682733311,0.775429987136586,0.651166829530351,-0.366931567359887,-0.618900884366297,"LUSC"
"ZNF114",0.999514709055202,0.331754433042356,0.486585711681926,0.993759718112713,0.990743120798755,0.824488974909384,0.999967377965259,0.999843598410564,0.921412415526173,0.999329143533581,44.6976996794872,46.42747578125,68.9950717948718,30.42246,41.2532833333333,3.84725198586509,7.17967166747372,19.0216392233789,16.4587004919161,12.7698062250612,6.26305,6.716675,11.08565,5.9768,24.9987,55.1266,56.32675,71.82935,36.1165,53.438775,10.641768627451,47.1517682634731,9.113,24.4791,6.05865,14.52345,6.4433,57.934,0.816140494861555,3.401827500057,4.43082065718312,2.68617359815648,2.14757393318161,1.42555254419441,"LUSC"
