"gene","Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","Cluster 14 (HNSC)-BRCA CIMP c7","Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","Cluster 5-BRCA CIMP c7","Cluster 5-Cluster 13 (HNSC-LUSC)","Cluster 5-Cluster 14 (HNSC)","Cluster 6-BRCA CIMP c7","Cluster 6-Cluster 13 (HNSC-LUSC)","Cluster 6-Cluster 14 (HNSC)","Cluster 6-Cluster 5","Low purity c2-BRCA CIMP c7","Low purity c2-Cluster 13 (HNSC-LUSC)","Low purity c2-Cluster 14 (HNSC)","Low purity c2-Cluster 5","Low purity c2-Cluster 6","OV-like c1-BRCA CIMP c7","OV-like c1-Cluster 13 (HNSC-LUSC)","OV-like c1-Cluster 14 (HNSC)","OV-like c1-Cluster 5","OV-like c1-Cluster 6","OV-like c1-Low purity c2","mean-BRCA CIMP c7","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","mean-OV-like c1","SEM-BRCA CIMP c7","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","SEM-OV-like c1","Q1-BRCA CIMP c7","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q1-OV-like c1","Q3-BRCA CIMP c7","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2","Q3-OV-like c1"
"ZNF19",0.994024873115484,0.787857046135437,0.848257451677331,0.999868282971658,0.970013065301239,0.625701125924824,0.625314117977519,0.0247501862910672,0.0161718129557792,0.0700968854428586,0.967066108586988,0.105135440017928,0.0787292754513961,0.304157459476308,0.933940106694623,0.171837641385945,0.0275747647142697,0.0100950279417139,0.0471914374443937,0.7822055335699,0.349416991332395,44.17367,40.0615576642336,32.9727,42.0790430463576,57.4300076923077,50.6243222222222,74.6079333333333,4.63945118627073,1.31098438083052,3.4283371851754,1.58026269954131,7.59612435084634,4.07039340719368,36.8211140517834,34.42335,29.2354,27.4322,30.09095,41.4221,36.495,37.8159,50.121375,49.6701,43.8462,51.8761,71.8882,65.31485,94.27105
"ZNF230",0.995514834402075,0.627993778897435,0.603403318736844,0.999998275334387,0.845596444636039,0.265452790202089,0.999999898877004,0.997569233932984,0.620181990545523,0.999999999776552,0.998226550227966,0.999999999432944,0.741639401000475,0.992664599165682,0.999249647008084,0.99999904028742,0.99999612829768,0.963697188620165,0.9999999826901,0.999999964235786,0.999998194065496,105.4716,96.0973883211679,73.6964384615385,103.052166225166,103.532576923077,96.506137037037,101.050366666667,13.0557042837136,3.88968289334096,6.61950664495725,3.69394649546091,16.9868651625502,6.49906261151189,43.644991071765,88.9365,63.862,53.5822,73.27235,63.7998,68.19355,58.10135,115.332325,113.0755,87.4113,125.20075,127.5246,126.98465,129.248
"ZNF222",0.99852875177244,0.758792911858741,0.713800958626771,0.999999999151256,0.697167541036962,0.297811855148812,0.976760848062488,0.515245496399215,0.156727010481095,0.888649492777946,0.999993765136983,0.904229745194587,0.376561859246111,0.999950541018532,0.9781645807095,0.999999999779954,0.999979026782596,0.967266275202855,0.999999991741274,0.996507736016291,0.999998308122119,68.12085,62.2372905109489,46.7513769230769,68.6405841059603,80.7119769230769,70.7299962962963,67.2842333333333,4.12884339376995,2.60255836158584,5.45428090641153,3.02343902001486,17.0678452812747,5.32473776918216,32.0472957774564,59.170025,41.3768,30.4472,47.29295,39.7108,47.11895,35.2671,77.048275,75.9162,64.1509,83.95415,90.8626,88.76875,84.49665
"ZNF221",0.996872396681109,0.725676622600775,0.716932107383982,0.999872768454857,0.128374420771832,0.124853443962816,0.990946477299467,0.599002220043125,0.193054550797166,0.994085160022934,1,0.969061175247454,0.479582451173252,0.99818983417435,0.970946597095211,0.856788327976149,0.556460515129934,0.232533056176632,0.867816139053043,0.979581868288144,0.803307195487108,13.46205,11.5092416058394,7.03145384615385,14.5746622516556,16.5098692307692,13.4451592592593,21.9322,3.39608974260595,0.677582754045993,1.8721247805435,0.900575719469867,3.27958560606141,1.96706217390778,16.7251559373896,6.033825,6.2441,3.9683,6.75485,8.8556,6.11395,5.2171,15.930875,15.2687,7.5472,20.3297,20.5593,17.2542,30.79195
"ZNF233",0.999983063826855,0.955493610637922,0.608719436655562,0.946737061495565,0.309892635699222,0.126748311714581,0.999965829152017,0.999999716699758,0.824261351783071,0.987886183614728,0.979945862798005,0.925273173272281,0.318599809237828,0.999999820251339,0.99716802199076,0.214629776622072,0.149455368481716,0.0351858950529366,0.355751230206994,0.268520581522818,0.385537548929702,18.36578,19.7642291970803,11.0146307692308,24.2919509933775,20.3878153846154,23.8758555555556,45.8453666666667,4.78936108631064,1.3048962896973,2.12004197631353,1.50281540982423,4.95341611767597,4.35303954916455,28.5390910788071,10.734725,10.2258,6.9045,11.9028,12.939,11.11155,17.4174,16.72185,24.7003,12.0071,31.82765,23.9808,27.13745,62.2383
"ZNF235",0.95262186950525,0.671079808598968,0.890124131513533,0.999999973444488,0.0430688043798212,0.182584203724417,0.998782985504297,0.999665049203128,0.896412587479574,0.982012024029663,0.996214957880352,0.999116937599866,0.833759154240488,0.884723644055343,0.999999998809182,0.999479636047469,0.940530978433723,0.739146370936832,0.999406058175558,0.986880300287096,0.979759851065054,77.74044,66.2804218978102,54.0609,78.6739662251656,70.3515307692308,69.7765481481482,87.7071,16.7089196907533,2.5241403958735,6.08033184716646,2.95348180698233,17.1941579525274,4.72191718806876,43.5026774262229,53.7086,46.6097,33.3717,55.0475,37.8849,57.5888,45.27285,74.5625,78.5243,69.8239,95.113,70.7577,79.57865,117.2226
"ZNF208",0.999816145562482,0.360242986587542,0.123001814236269,0.903458005078101,0.27681582693652,0.605412171508887,0.776050879811482,0.625885450863734,0.993026466860704,0.986900587234195,0.945273090619467,0.871127266894589,0.762996220623554,1,0.994314619035389,0.999941193554557,0.999999514480385,0.937644184625299,0.999913231268698,0.995327774929623,0.999932088165664,5.76089,10.9059948905109,43.7641615384615,22.326957615894,32.0472384615385,22.3359740740741,14.2722333333333,1.47520427425041,1.7261529671071,24.9514418092564,4.3960397297761,15.7493905421665,5.06451622417918,9.51599205011111,2.709725,1.9942,2.5681,4.65,3.0364,8.0601,4.8176,8.015675,10.982,18.5538,17.4845,49.5813,25.8057,19.9339
"ZNF714",0.999829072179689,0.813413140038983,0.687774979695107,0.996905870646847,0.994896245049621,0.836662989180422,0.999993397444047,0.999999881161673,0.871378235073322,0.999788479920073,0.961264012758921,0.916439688455301,0.994600565302599,0.987050002504068,0.984925165192364,0.978357216374883,0.987958185691791,0.999999999986332,0.995625226176024,0.989544910436935,0.999872671122584,222.61979,202.463102919708,123.287946153846,189.262291390728,207.710923076923,161.448422222222,125.840666666667,77.040446979998,11.7683612801701,28.7083023866313,14.2653218938039,52.3620026749166,51.5215291681929,91.6860393397914,36.7879,112.671,39.1254,87.6678,36.3948,72.1661,34.5754,306.77705,260.6973,176.8828,240.4169,349.4003,145.2797,179.0717
"ZNF394",0.999959452474329,0.999999999433693,0.999977416040601,0.999977413507294,0.99999998360867,0.999989235474043,0.857225784990664,0.714432986121,0.835147321390832,0.69092897447535,0.998079396968057,0.998479284234935,0.998099351916939,0.997542410658069,0.95274428297726,0.995731275681702,0.997922894779274,0.996119843216963,0.997567466528472,0.999995132079352,0.999851348484629,488.90483,466.809722627737,484.538653846154,468.95672781457,358.839138461538,440.26877037037,389.0517,52.0880541215462,12.0878147936338,57.9328210311589,26.6524042062737,25.6349325660032,20.7040643009455,56.4153746565893,394.302,377.4757,364.7799,370.09155,281.988,369.7565,350.27025,561.489625,525.5567,544.7846,504.0535,391.2508,508.07305,443.9251
"ZNF333",0.998559140939268,0.9999895936039,0.999972312892821,0.999995275421415,0.97200081415704,0.999999890565079,0.998797297851622,0.843744727105194,0.986791164514307,0.963236912826221,0.999994061070367,0.999353053603026,0.999999997491558,0.999999997749865,0.979291162990095,0.999999397773344,0.999999462775589,1,0.999999999092889,0.999159163781534,0.999999999972433,160.57547,178.049642335766,170.208953846154,167.123498013245,138.8416,168.289951851852,169.920833333333,16.988675486368,11.8373857400264,29.3309617102107,5.7866606628975,16.1672686998993,10.1418053022,39.3327432268305,125.957475,118.5277,116.076,118.01495,111.0328,128.07245,144.15645,192.013775,208.8754,221.2179,208.95325,145.0839,198.41,208.54105
"ZNF382",0.999890084615817,0.975246765878102,0.972283596646509,0.999830601514494,0.470937432280596,0.625423729467364,0.816624262826561,0.217369747691572,0.195200548504383,0.688199319843366,0.412823245379441,0.00125566544565847,0.0184257987726452,0.0462238336093239,0.998965537529614,0.996392113066959,0.99878860088876,0.999999998406284,0.973532257323864,0.726239082731236,0.49306815983884,19.67867,17.053500729927,10.7595538461538,22.4965430463576,33.5679230769231,37.5542851851852,9.96733333333333,6.6509640840182,1.39834893115013,1.86690477472725,2.24777151391226,7.18137828799431,7.3225142856542,2.20145246472515,9.777025,6.4598,4.6225,8.78915,18.6817,16.19545,7.86355,24.56895,20.869,12.7001,26.8374,43.5135,44.28145,11.5808
"ZNF577",0.999989218243564,0.999999628608425,0.999999991050455,0.530819421136406,5.97982120043028e-07,0.272078156813596,0.999977004187275,0.996033387322083,0.999627317884824,0.62167564293647,0.66095773565112,0.023466034453837,0.448838274947088,0.999999999720029,0.760855482374883,0.999999927452824,0.999985670091898,0.999996740183906,0.970308708990999,0.999999991624651,0.974171447350978,57.55001,54.0056321167883,54.9635153846154,86.2877523178808,62.7219461538462,86.6747481481482,60.6311,10.3810148005808,3.69668237271449,10.9818508573373,4.39777265706605,11.9652292554066,8.84771944041714,33.9502490403728,41.34895,23.6153,32.3129,50.7742,38.4615,58.8332,27.0258,77.040075,67.4175,68.633,103.5823,76.6871,100.96595,81.61435
"ZNF75A",0.576807072206113,0.898448056910225,0.999972195596083,0.988736544740566,0.0805494580623607,0.976157703214208,0.999981059414648,0.664733814356288,0.951763291048793,0.998910792756937,0.978447837327026,0.882310755351688,0.998211881172625,0.999882978168299,0.995720981723655,0.954989034391942,0.999999491022417,0.999983211009073,0.992586380214342,0.978078320105239,0.997933234242586,316.86905,246.19507810219,255.577330769231,286.575498675497,304.1252,277.951351851852,236.562466666667,31.8640358626087,9.92773822909501,38.3351055755343,10.5618239270686,26.2305840972948,23.4658462392073,85.3719114679087,249.4056,174.9451,176.6821,202.25045,207.8221,188.1778,153.5867,347.31065,303.8585,336.9257,342.18415,349.3205,320.53415,295.444
"ZNF496",0.99999803908074,0.811336739061953,0.301917433461424,1,0.999371705468949,0.404852772058231,0.946512608699291,0.626540219423469,0.999776654197202,0.739748171376224,0.978171477779323,0.567310515147716,0.986796433046516,0.724874354374751,0.9998695777788,0.696109452671384,0.625954199613248,0.151888425876608,0.56347363265759,0.247062621429378,0.282053920032512,397.25821,407.003991970803,294.726869230769,397.647052980132,320.735861538462,341.148677777778,580.586433333333,53.97134199389,15.8098629660749,36.7722963146735,14.7967482000616,40.6974943761245,24.9698182929963,47.555652533228,292.09295,272.4259,201.9602,283.66,208.2563,237.4909,552.07785,529.12,485.749,349.0566,478.66095,396.4828,418.26335,627.80435
"ZNF2",0.992853651489374,0.823203707319745,0.89936695123566,0.999813842114887,0.96923367259334,0.704295608271618,0.622160257839537,0.638018639831613,0.999834822635263,0.385138382303516,0.985788699457919,0.999928461175306,0.982145946604728,0.981566040307154,0.877670934298721,0.996393964183724,0.933420876800872,0.731444277469761,0.973051514203175,0.589179140634892,0.914055976470523,134.57651,123.403500729927,106.507884615385,128.734282119205,99.6325769230769,120.204062962963,154.3858,7.99112957550711,3.32600052603252,10.365568256986,4.92407649437493,10.0911475082864,7.38593874547914,28.7470730885772,115.133125,93.2091,87.0326,96.1076,82.3341,96.5281,125.9355,156.588525,147.9268,113.6874,145.91245,100.7919,129.46335,172.179
"ZNF589",0.396224132411047,0.999996710164954,0.141638973724267,0.712075000475773,0.831128008165433,0.402276139000793,0.999779938307074,0.0711281744077646,0.999993767210401,0.246700134162903,0.975617089829543,0.671086731098949,0.896855818974396,0.976512950336326,0.785182185464803,0.973697097333425,0.999999479276528,0.945092045037478,0.999999443510357,0.907629094318118,0.999512508285782,226.28665,375.85178540146,208.902376923077,340.249636423841,190.853853846154,299.326818518519,358.1408,25.4102706890836,21.3643860793094,34.9190238312287,18.8651834598809,25.8055924888873,28.6948338024247,59.6392695297318,174.267225,198.775,92.745,195.2809,113.6784,192.90565,328.1981,292.21285,496.2823,292.8981,405.5573,239.6739,409.6331,417.7799
"PRDM9",0.0417242109847963,0.355176870509753,0.999776850218984,0.209879715168122,0.535005395794073,0.999809224887683,0.306234584243546,0.999978766773612,0.999999948457088,0.998967248566029,0.139400649330786,0.999994789610452,0.999994724285804,0.981955983555718,0.999999945847804,0.844966508618918,0.999991080468774,0.999999999958778,0.999998999152254,0.999999969366325,0.999999358412784,16.39348,0.846074452554745,2.55513076923077,4.21208940397351,1.99115384615385,1.50174074074074,2.8355,16.0342226526043,0.383081969056405,1.64239854806631,1.59536449197936,1.41594011995,1.15045951424225,1.594293393116,0,0,0,0,0,0,1.30435,0.550275,0.2723,0.5292,1.14565,0.3834,0.3625,3.9858
"ZNF12",0.876182468604188,0.273260811311885,0.513539611887581,0.548476828552762,0.727396930908626,0.87970351859479,0.527402862656035,0.873630952998103,0.999404334415237,0.995742023637956,0.803133605292913,0.998549045139355,0.866216845033197,0.999878738900569,0.989206453387379,0.787188802266974,0.970760007640017,1,0.996725886380938,0.999972452483188,0.992931964975733,892.43776,793.006408029197,661.871184615385,749.009405298013,704.483930769231,766.263903703704,663.370433333333,114.213866820639,20.6254009766866,70.4664363202993,18.5595736866616,60.7669102647983,57.1504741670956,130.248884291886,646.14545,610.0194,509.8835,606.2344,569.6371,583.00085,537.5804,993.73,939.1095,746.2763,875.50665,762.1321,909.3215,755.52685
"ZNF202",0.999587384838536,0.996547323956172,0.826227058220059,0.993541504028786,0.990916733652396,0.646697039217416,0.862374341494195,0.236572763531006,0.991526156487593,0.120923815970114,0.999498476301834,0.999999848539341,0.881500717235786,0.9999410083283,0.376331442580632,0.999548245980296,0.999982274115837,0.981079103298923,0.999999925830451,0.86323873738342,0.999995167974242,282.38566,296.137313138686,256.695592307692,304.746617218543,228.445469230769,298.461403703704,310.458566666667,42.5810363072739,8.43021507320256,36.028228583041,8.19726806680927,24.0954139954042,16.4771563669527,39.5397497581161,172.40435,222.3667,170.068,232.2033,168.3282,252.62995,272.30205,329.0938,359.1166,351.5664,371.0972,292.962,330.9907,338.5148
"ZNF3",0.999999626020649,0.902941402724371,0.516400244047358,0.999999999960721,0.999961838999881,0.588151462166671,0.324525114438383,0.0204755371350744,0.942447500859998,0.0279685283728366,0.996374586986398,0.86209623918917,0.985627294065873,0.91856775850353,0.410596857321434,0.76481726846596,0.694154004822993,0.257348561518934,0.656676453270214,0.0567908024361879,0.443019456393894,823.00663,835.517335766423,675.210607692308,825.711068211921,552.4138,755.14672962963,1111.4342,52.4280102131825,23.1256156285457,58.5275642666687,26.7353702888412,66.5932323628762,55.7208084781158,445.400992567252,734.00045,652.0373,573.8348,591.8804,429.8063,552.7446,698.3294,932.62285,997.1157,749.568,978.8552,591.9939,853.33755,1462.1908
"ZNF606",0.592756734143122,0.305247380723472,0.889638053369095,0.999999801683337,9.708687768617e-06,0.0175384501829821,0.995509666707747,0.94572385161754,0.642233468163293,0.939765165837153,0.999994171873045,0.22645723848486,0.161399690717961,0.998247815308656,0.997528226282572,0.940914232560627,0.319085292466517,0.155744412305161,0.920167677657953,0.743955175278356,0.868444780911514,253.31351,186.128801459854,144.587546153846,257.74902384106,221.612646153846,244.453244444444,335.2728,47.6709652094751,8.19277478958127,27.5064279772244,10.4580288392515,35.8140535578628,21.5430650970124,212.626946277685,156.312,122.0767,70.0476,162.04125,171.0526,171.2625,122.6551,305.06095,230.6162,190.38,335.80045,281.1489,268.55875,443.2989
"ZNF91",0.913555920145058,0.999962205569937,0.973892767606952,0.998469027792556,0.600049065773639,0.999996035127873,0.999847125059684,0.546901293376149,0.993854198293945,0.925951470265975,0.998945491365693,0.969850076227722,0.999995513115737,0.999999998557441,0.958364114758356,0.99999837981342,0.999296540799896,0.999999999999277,0.999999847785502,0.999683392600226,0.999999706757,278.63608,200.012831386861,254.1605,242.661295364238,309.688269230769,240.448296296296,256.098966666667,91.6065461339076,16.4278409160031,124.866620679169,12.5902193905265,116.850068393522,41.5963851192143,125.017457805185,45.53085,70.8318,37.415,137.8099,139.5841,123.52815,131.4071,352.9891,259.6458,227.5216,320.3103,286.5528,261.058,326.2537
"ZNF226",0.996606166516524,1,0.993266031556193,0.985119252903526,0.00229181879280127,0.972700785424727,0.988263712087153,0.55653218722398,0.983321340707244,0.999993123690675,0.96149168968532,0.118577269321501,0.940892102713485,0.999286546441349,0.999999876359133,0.999318213356532,0.978779135401159,0.99921512309716,0.999999991328738,0.999999999908208,0.999999945895973,234.90552,214.176137226277,234.992192307692,262.099125165563,268.383376923077,272.126959259259,266.2483,31.3921043971987,6.75728476182415,28.4666103737061,9.27562793402699,48.4121546098839,22.1506357089679,98.9808651069657,186.0438,153.7242,162.8146,196.1243,160.4223,193.6884,180.32995,279.213325,255.7837,278.481,310.5492,337.3301,325.47785,351.76845
"ZNF229",0.991957120859876,0.857497261676513,0.93796215211007,0.981499278503607,0.000494248764535743,0.0758126665949741,0.997220388608593,0.650688591930464,0.411769099418252,0.999999957180844,0.999999416013108,0.829364394405939,0.579437664828788,0.940221290063589,0.997404789637946,0.898815971542683,0.591484818632093,0.375852873003459,0.976169500689692,0.981028539750153,0.893864771251033,134.03058,95.1822496350365,43.5764230769231,179.404729801324,175.109146153846,142.544488888889,264.5501,32.8887600150359,13.5876749998174,24.3356321465,14.7233924079253,45.4817615242181,25.5365972555324,245.92705333717,23.263025,8.9437,11.158,31.0034,92.1053,42.0917,18.64915,225.4126,123.9692,16.4399,248.3829,158.0274,194.80485,390.6036
"ZNF180",0.997210320153665,0.669698530888594,0.625090612073703,0.999999999998428,0.69597911889418,0.228747164023701,0.830237045023747,0.856864816516859,0.999946126746963,0.456273228178646,0.978818934178071,0.997032684548356,0.933253059484895,0.752101906830416,0.99004169618174,0.935605217413032,0.72120942700352,0.316580268457242,0.885840365334113,0.425463265955628,0.629714945877267,190.85881,175.998431386861,138.027484615385,190.444993377483,146.995153846154,166.339385185185,245.6388,18.6919146415915,5.85585461903871,13.1582971316281,6.95666025568629,21.0272947032819,14.7706996712583,108.840433972965,139.45385,132.6398,103.5673,133.72235,104.6196,115.7557,144.3341,234.967125,205.694,158.122,229.88275,168.8232,199.8306,330.75415
"ZNF641",0.467952634147543,0.937192354947106,0.996117810652836,0.0894365480514752,0.258446734143258,0.712444375443565,0.996276070212721,0.863164630132819,0.999045186166321,0.293249546960719,0.482323653307472,0.999851048432576,0.989028441619827,0.967162773062518,0.844911609735104,0.998241935241299,0.999185040839176,0.9999991263643,0.967261542147416,0.999999067684239,0.997527890815976,138.67877,191.436753284672,176.324676923077,213.960204635762,160.417,197.628014814815,168.414133333333,15.3878461310365,6.40858871845251,16.9905216850724,7.95356932236966,16.5080145293554,13.6902043329756,15.7688896443105,110.619475,145.6593,133.7868,149.212,134.855,174.38135,153.24955,159.087475,233.828,209.2129,271.59745,185.9663,231.15825,179.74075
"ZNF610",0.992433331962606,0.997452401119625,0.665270992528468,0.668568753922338,0.148951694661889,0.10929364763684,0.532275676030551,0.513621806704122,0.137266162806488,0.982430310399866,0.816434377846132,0.842267849398323,0.28657626732416,0.999999896076005,0.987705341617692,0.303583563432049,0.369236326323825,0.120588556648939,0.705079319843758,0.941138647887001,0.723907322355595,26.97765,37.0746386861314,16.3466461538462,50.2273033112583,60.6803769230769,49.2807111111111,90.285,10.8005657380451,3.79403581009593,5.95235158662928,3.44535536423945,13.311659741404,8.89498412004324,74.0115121388783,4.286375,9.833,7.6574,17.44575,12.2283,19.29505,16.278,34.0696,52.3641,13.8365,74.4904,96.0743,49.2446,127.99625
"ZNF528",0.999822550650255,0.999999362209003,0.99647091293912,0.722267768664688,0.0213684249675672,0.455498310149679,0.994682556897778,0.998115611927753,0.978694146242244,0.986818793397309,0.755907813629295,0.390120963373612,0.55003688045392,0.999989840470605,0.984398899956433,0.145201419066999,0.108330295171816,0.0982891558341595,0.405255316701547,0.304445048097505,0.510570925654237,154.18047,173.335212408759,144.669092307692,235.401382119205,198.949646153846,242.920544444444,425.799933333333,40.7041534403556,13.138033541746,45.6291328665092,13.3020535562188,31.8118486985117,23.4506083028345,375.643866552618,37.0619,74.9785,44.1705,112.9944,129.2297,183.21705,50.17355,199.123375,210.725,235.8491,317.70875,280.5781,299.9352,616.75175
"ZNF701",0.45499882793827,0.953768846301861,0.989916964176153,0.999778028977953,0.000360634049968112,0.946534264315005,0.974807559812924,0.0103734880480642,0.403654103886143,0.609522691136411,0.999997904009568,0.0966439957632083,0.939410968966689,0.999956212978249,0.85705286118284,0.999999997514863,0.911420494088822,0.99173211292144,0.999965952137788,0.99850249414251,0.999998365243579,125.31959,81.3857218978102,96.2432153846154,116.844870860927,151.017130769231,120.95572962963,127.837033333333,36.4741919355056,5.03321463552462,32.090646754417,5.3021581251181,28.5024571425472,12.8584892947616,65.6922389829101,44.961475,39.5073,27.117,69.278,97.2859,77.54025,62.30915,159.352625,109.0881,93.2106,150.71285,191.8647,149.3743,164.6228
"ZNF283",0.715804109944178,0.622745836011581,0.99231864205245,0.980855150494687,0.430321386471534,0.736113908176023,0.990786759635305,0.0780519188355937,0.130957016956482,0.412861471427825,0.993045432420846,0.896794800704549,0.828199098414251,0.999999968821995,0.639802067405151,0.999890781062417,0.998930220015831,0.987743736040514,0.999999942175319,0.982819358344315,0.999999995690029,55.28369,43.0566788321168,38.1289461538462,48.6876629139073,62.6725230769231,49.1129444444444,50.0033,10.4698647237303,1.81931392417343,5.37466520744596,2.13296367863492,8.1116555256583,4.07871467334879,12.1380204029872,41.990675,30.2449,21.7972,31.1086,46.7791,33.10135,41.43985,60.1184,50,46.7952,62.52755,73.4341,64.5856,61.7348
"ZNF558",0.999972075078352,0.99999780930358,0.999999998847859,0.99964257006833,0.999698383892972,0.999992672280718,0.854829894986557,0.313502419592893,0.700938275436373,0.226981669904001,0.995922386545853,0.737640945017172,0.972238288866747,0.584825394713419,0.968510622197575,0.99996200049516,0.999998255165072,0.999997737387462,0.999999966383996,0.916972307204879,0.993539022617802,404.3213,425.264297810219,421.840292307692,436.586275496689,272.460869230769,348.096214814815,448.6627,50.7815629836241,19.8229889545769,60.4657907907496,22.8097323921303,31.1255787010652,19.9574747542076,92.8813584795859,281.990925,304.1513,262.9978,288.66745,179.8642,290.84015,386.2853,454.02255,487.5,500.9082,505.74385,350.8174,378.51625,539.4501
"ZNF597",0.795149070529107,0.999699650106023,0.949098545041056,0.999339510066204,0.110383162286822,0.999999994407106,0.999997655959436,0.831631211555151,0.999984859477583,0.999974691761797,0.987146830314905,0.981334780171341,0.999833063395635,0.994337589567256,0.995652733384269,0.998790934263161,0.821991150137825,0.986938162132255,0.982472641186488,0.995713917428193,0.949909437864424,49.47425,34.6598065693431,44.1454076923077,44.7318105960265,47.1331538461538,40.2793888888889,60.1037333333333,16.1527657646901,2.35761194724323,7.43070273128324,2.91774145161366,8.9889552057284,4.07596319014848,23.1155968230207,8.042625,10.3093,17.2612,14.284,13.59,27.40605,40.0085,73.79925,55.6135,57.2327,63.0761,69.4018,52.8026,80.045
"ZNF30",0.923636868572506,0.991829715180296,0.252124996543404,0.993066361196865,0.900960594293756,0.537846142413117,0.886574812577791,0.998719365964761,0.372558935168747,0.955213380414149,0.988406281828489,0.999698122190178,0.602328848716935,0.999969314946865,0.993378984480329,0.998978185673468,0.902367724692049,0.999999999828391,0.965885846724987,0.850111330854845,0.955536579169115,65.24202,81.535305109489,51.868,75.3123688741722,88.1354,77.8128333333333,50.8545666666667,13.6644441092266,3.6931324186635,9.55569782695792,3.63152120594211,19.8443885250453,8.1482511230073,0.426284389945388,47.6593,49.8294,28.453,47.13025,36.6203,51.4536,50.5841,73.7473,103.2143,66.6667,88.47555,97.1223,97.6791,51.27515
"ZNF354A",0.0017077885805391,0.0342711067227727,1,0.00193248865097728,0.999999702317301,0.999999995468871,0.00353679616830838,0.955109437380382,0.990844105063884,0.942261902639338,0.0086538415132924,0.99999999997253,1,0.999999933432501,0.980760488903339,0.138328091068452,0.993950365022105,0.996522737721773,0.992600968185508,0.999998382358118,0.995541491594579,422.02982,246.02367810219,245.595015384615,247.989920529801,206.942761538462,245.278903703704,192.7723,86.9402285906521,13.6967018721949,27.5666724888086,8.99405981465291,14.1507946558803,16.7641301493185,48.7289423292086,296.36755,159.0975,192.1209,177.7309,169.0283,198.93975,152.28485,446.1353,287.5175,273.878,294.16395,243.5671,296.145,236.49915
"ZNF764",0.987630507930205,0.950303936183521,0.996709598668293,0.999992131949821,0.0947259911333965,0.604288307844981,0.996808919696438,1,0.999398483343771,0.923977238551983,0.998685850855352,0.999942400551943,0.992306954930666,0.878308441717598,0.999996514865029,0.999622221136479,0.972983551817641,0.930885032081601,0.999863721178709,0.983187670579738,0.988733058280701,205.87522,179.184986131387,160.674107692308,213.235884768212,179.194176923077,185.830307407407,234.5471,20.0163828969661,7.09484770528149,20.580998959815,10.8809313058094,25.007321182724,8.05535724088209,60.6464576782794,153.222025,139.2102,110.5442,150.7894,81.2883,155.96895,184.2625,252.0143,199.8932,164.1294,233.79585,253.406,200.561,289.05075
"ZNF747",0.972516531307029,0.937681975450654,0.998408632564321,0.999738167731508,0.786564550715074,0.923551474392586,0.512737167551663,0.635603758646313,0.979935935503017,0.266205672888698,0.999992724007968,0.94693792460323,0.928717178423134,0.999987167087772,0.3674702955696,0.999997764007289,0.992590156384801,0.975791900590946,0.999625101594736,0.804645214047023,0.999921461850806,258.09781,226.678025547445,210.296553846154,244.644150331126,174.942515384615,249.7985,270.202333333333,20.2596199228879,10.2496201220535,14.9286702091621,8.77552013223635,15.4994819491915,12.5743441276807,65.0653018013527,221.0736,162.4114,184.4315,180.3118,148.2865,202.19305,218.32065,272.484825,261.88,236.2488,277.0459,214.948,297.59315,330.14815
"ZNF778",0.0758817182298511,0.161110425465294,0.999335283953815,0.750646723675993,0.00490618674718724,0.442194431711732,0.996413769027788,0.252941865104554,0.398545490883506,0.985592757122996,0.998572189582608,0.0106675751806906,0.144980392879293,0.796878625443474,0.999995569640162,0.999999998809899,0.730567771234858,0.686390917733999,0.986816749949787,0.999848450137211,0.999972616894036,86.74541,56.5894240875912,52.2773923076923,70.8199198675497,78.3183692307692,80.4550037037037,85.6911,17.2711403918242,2.22745567860382,4.96964321940077,2.75325009745092,12.0839313807496,8.72449634986881,10.5308381652807,55.528,39.8577,40.9392,49.27935,54.8313,51.5826,75.24545,92.65525,67.6265,59.1375,83.75805,90.6002,80.3986,92.0716
"ZNF212",0.999624637398821,0.488667301753523,0.259374197490445,0.999039348355522,0.999994798213308,0.29669581604618,0.889668417937943,0.855758405923315,0.990826391518116,0.887982010903195,0.912334337748351,0.81220891157922,0.929466142969203,0.86142893266224,0.999980050709095,0.992139066831401,0.947290205071325,0.437435959377168,0.936655366680083,0.731585285442349,0.766287435388307,444.72745,422.174081021898,311.6131,418.247999337748,359.414223076923,373.502266666667,522.670033333333,47.5789795661447,12.4137866126623,35.9818167981502,16.2743098309233,33.2958392537615,17.7927606566847,102.502890913059,337.429025,321.3225,240.5063,330.18545,266.1262,294.7366,422.41105,511.559225,519.1015,365.8421,481.671,453.5752,416.68725,591.27205
