"gene","Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","Cluster 14 (HNSC)-BRCA CIMP c7","Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","Cluster 5-BRCA CIMP c7","Cluster 5-Cluster 13 (HNSC-LUSC)","Cluster 5-Cluster 14 (HNSC)","Cluster 6-BRCA CIMP c7","Cluster 6-Cluster 13 (HNSC-LUSC)","Cluster 6-Cluster 14 (HNSC)","Cluster 6-Cluster 5","Low purity c2-BRCA CIMP c7","Low purity c2-Cluster 13 (HNSC-LUSC)","Low purity c2-Cluster 14 (HNSC)","Low purity c2-Cluster 5","Low purity c2-Cluster 6","OV-like c1-BRCA CIMP c7","OV-like c1-Cluster 13 (HNSC-LUSC)","OV-like c1-Cluster 14 (HNSC)","OV-like c1-Cluster 5","OV-like c1-Cluster 6","OV-like c1-Low purity c2","mean-BRCA CIMP c7","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","mean-OV-like c1","SEM-BRCA CIMP c7","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","SEM-OV-like c1","Q1-BRCA CIMP c7","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q1-OV-like c1","Q3-BRCA CIMP c7","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2","Q3-OV-like c1"
"ZNF671",0.823006193398011,0.975133387790339,0.999976400578138,0.064660051924823,0.000736283186450026,0.440690289397871,6.01010385370415e-06,7.87037643945609e-08,8.93654142749556e-05,0.000329518170559817,4.17562879939659e-06,7.1685324343207e-11,7.01787381095498e-05,2.89393158369178e-05,0.992415886071585,0.999986629867475,0.998844541668996,0.999876499137281,0.829687923701215,0.0252588133458893,0.048715502314567,34.27593,56.6874861313869,52.9425692307692,81.4950874172185,145.064923076923,133.13152962963,41.9933333333333,6.25118589543972,3.29865193875318,6.26603878801192,4.45641665381635,22.8316217923771,13.8465129359656,14.0771504698611,18.574075,27.1246,30.8176,42.06015,94.1296,91.04755,28.8668,49.38155,81.4465,63.3575,109.6749,153.4458,181.86915,52.9606
"ZNF416",0.413870587919185,0.777156037207731,0.999998042875324,0.812512193840578,0.585413620451832,0.998151196942165,0.977551671704887,0.951553476131105,0.996065115016724,0.999938874583458,0.962683041179232,0.782035979038563,0.989178455786937,0.999275675167334,0.999999999963945,0.967736819557989,0.999999981653114,1,0.999963441376104,0.999734530971879,0.999559100715048,170.32977,131.085049635036,134.009992307692,143.401491390728,148.606276923077,149.15757037037,133.779533333333,13.9989749698965,4.87037661046937,16.6118969979059,5.18553412039059,14.6166571448474,11.0661534885094,38.8084294280394,144.3878,87.5086,84.7458,95.40285,118.4211,99.05885,99.3053,188.595675,166.2763,162.6984,176.46445,167.9448,185.9938,166.4509
"ZNF586",0.993610537393029,0.999996777579228,0.945956439718536,0.999245405049877,0.996664677491022,0.98573785766452,0.999387701376928,0.999999752924855,0.99380124291883,0.999999641099297,0.991600525431576,0.999994585885214,0.950792289745609,0.998166797940038,0.999988439271557,0.999968699687819,0.993362497706911,0.999998769972489,0.997736230127364,0.997581095448398,0.99092164459328,197.5725,175.941653284672,205.057092307692,182.861192715232,179.300430769231,171.853611111111,214.754466666667,35.3051487749812,9.0130570669465,19.3470728522114,7.41032897795781,29.1882839566169,16.6461678925166,48.8099957746475,138.200875,109.8639,154.717,116.2254,121.2649,117.5037,176.6171,304.28825,220.8378,213.1484,232.89775,177.7572,209.74445,260.20435
"ZNF446",0.0583547903126591,0.0856494054402127,0.991037838176859,0.871939725801328,0.000115928545890598,0.126584611456027,0.0750114363207021,0.985057416186685,0.999999997715351,0.105815738025543,0.504265930381938,0.875297112438721,0.801512536478496,0.829670082309202,0.766142503980154,0.998421075066763,0.94502651232588,0.863714724142443,0.999999878879742,0.848531116934924,0.997736550873572,261.96681,183.129344525547,165.742230769231,228.091933112583,163.972561538462,204.835018518519,233.1952,36.3241871087402,6.0027876546524,19.5440518556827,7.59549660122357,20.6175014770547,14.3340865476423,32.1282288315639,184.170325,124.9877,131.4484,157.1551,119.8848,158.8707,201.1675,331.9386,226.1129,199.1384,272.4341,186.275,223.53205,251.4084
"ZNF8",0.511078687182601,0.742962205071693,0.999999970826551,0.99990167969258,0.000546599451214824,0.536603714386316,0.99632022606339,0.892518534878023,0.963522338485038,0.998463511168044,0.868430498925327,0.994229453318695,0.998993408394861,0.598681305623915,0.996209247951028,0.937871952615742,0.275549268007309,0.366071367137979,0.809580267189205,0.745828714863784,0.468548450721389,134.80747,98.6163868613139,97.1748615384615,128.45889205298,119.409307692308,106.984422222222,176.532866666667,38.2289034887219,3.91801651290495,13.1488659395292,5.40040912875558,16.4574509970309,9.33964949752654,59.1313664204353,75.32695,70.3606,57.9138,82.5526,81.67,69.0721,125.41445,140.761375,113.408,134.8734,155.7751,129.8906,133.5348,227.8325
"ZNF264",0.081953906119491,0.28814506255575,0.999999985688403,0.678130954440276,0.0194136704132817,0.794313141107226,0.331737002801697,0.999999999629937,0.999999968276595,0.852280947749971,0.807892918498232,0.488902988748841,0.877160821400614,0.999999998437988,0.914031868943964,0.77638636025424,0.999999991006365,0.999999999949384,0.990492803940058,0.999999976076642,0.991368298933157,878.01708,607.219023357664,600.832330769231,722.190595364238,610.690584615385,725.368440740741,595.332833333333,166.800997677923,22.2197231644759,81.4705800781787,26.0183541460736,71.8439710968408,48.7529746570446,105.784347327418,660.576575,414.5595,377.4453,478.73845,457.337,593.00375,498.10755,1029.45555,735.8491,805.7289,952.68465,710.1687,818.72845,680.04505
"ZNF213",0.995983012505459,0.999992588792148,0.999681083984422,0.993247533236285,0.00583427618383436,0.932754010253628,0.997760129761365,0.732400515362082,0.981791754894295,0.999999999518894,0.996567093943733,0.391526842071456,0.967757676245503,1,0.99999999984499,0.999917724668689,0.992071369976843,0.999245641064388,0.999999999965133,0.999999999394793,0.999999999968668,465.52324,425.714439416058,448.273438461538,509.17032781457,511.535676923077,509.248388888889,506.089666666667,51.2929342643327,11.4769937271257,71.9218895628744,19.013101632532,65.2223109136745,32.2342947566326,88.7541938719205,371.49335,322.504,233.6929,357.413,371.2771,382.7364,426.74905,598.518425,510.5277,514.5849,607.3533,619.1505,650.4141,580.20965
"ZNF343",0.93376625880453,0.124300435256764,0.137571545607763,0.244139668694712,0.0139042756957622,0.893096042577122,0.00540095018362585,0.0010737378415534,0.922470292953024,0.0966543619535323,0.300363057141404,0.308544432829244,0.979141247526542,0.99995391041462,0.325809708151973,0.99264176354951,0.999996948702643,0.953728250561283,0.998807802674581,0.626775023930177,0.99733054345062,361.75782,319.267101459854,229.555761538462,271.301241721854,176.887761538462,264.093459259259,306.530466666667,49.053648011437,11.3903908249686,26.0679861160973,9.27200546942341,15.0636383023038,18.2705076851083,92.990509217327,246.815175,224.4495,171.2756,195.115,139.5878,198.8819,226.712,455.8131,393.149,299.5143,332.44775,211.2481,339.46,387.7578
"ZNF302",0.99999999858271,0.750648460485134,0.353233013891025,0.999991092989656,0.999264979149576,0.466583039694689,0.962698702119626,0.837640358407907,0.997536814445493,0.913111142587133,0.999354005079192,0.976398488411217,0.222600865469699,0.915219634541275,0.625008628769899,0.963425249208725,0.926980560216689,0.443642225720825,0.894839310711734,0.677621460511576,0.98877210549895,401.00504,397.347709489051,262.100738461538,385.267008609271,311.829123076923,438.062881481481,540.006,53.3439052947449,18.0670432089723,28.0419364715085,19.1691980024829,42.8291495462437,50.3948858514074,177.790836185961,261.7529,263.0497,203.0131,239.9833,199.5913,291.04775,362.2957,495.196775,476.1077,280.5031,458.24645,392.8675,494.9805,633.49505
"ZNF268",0.999995559624771,0.998955585637716,0.967449503889471,0.993129856536441,0.816946247090514,0.748412548360402,0.83793483537185,0.611174880101081,0.447311325243569,0.910133404524545,0.999995823036778,0.999999999821075,0.982580859984722,0.990092352703829,0.776240147079204,0.442628060375562,0.354120816160538,0.229743307779693,0.53132965517441,0.9149625592227,0.414654736119275,287.38681,295.605047445255,260.584430769231,316.584142384106,359.888238461538,296.579377777778,454.662166666667,25.0484314253561,9.98822131906819,58.3745922729959,10.185434297357,41.1778715208765,21.4937344945035,274.107292022208,263.111375,208.9621,135.57,226.12675,266.8952,232.18295,181.59205,300.995775,358.2975,330.4027,399.64715,444.8552,339.2526,611.82825
