"gene","p-adj-T1a-T1","p-adj-T1b-T1","p-adj-T1b-T1a","p-adj-T2-T1","p-adj-T2-T1a","p-adj-T2-T1b","p-adj-T2a-T1","p-adj-T2a-T1a","p-adj-T2a-T1b","p-adj-T2a-T2","p-adj-T2b-T1","p-adj-T2b-T1a","p-adj-T2b-T1b","p-adj-T2b-T2","p-adj-T2b-T2a","p-adj-T3-T1","p-adj-T3-T1a","p-adj-T3-T1b","p-adj-T3-T2","p-adj-T3-T2a","p-adj-T3-T2b","p-adj-T4-T1","p-adj-T4-T1a","p-adj-T4-T1b","p-adj-T4-T2","p-adj-T4-T2a","p-adj-T4-T2b","p-adj-T4-T3","mean-T1","mean-T1a","mean-T1b","mean-T2","mean-T2a","mean-T2b","mean-T3","mean-T4","SEM-T1","SEM-T1a","SEM-T1b","SEM-T2","SEM-T2a","SEM-T2b","SEM-T3","SEM-T4","Q1-T1","Q1-T1a","Q1-T1b","Q1-T2","Q1-T2a","Q1-T2b","Q1-T3","Q1-T4","Q3-T1","Q3-T1a","Q3-T1b","Q3-T2","Q3-T2a","Q3-T2b","Q3-T3","Q3-T4","count-T1","count-T1a","count-T1b","count-T2","count-T2a","count-T2b","count-T3","count-T4"
"ZNF189",0.861791239125616,0.388932563613915,0.999859777546312,0.726210933528691,0.999956571689512,0.958493023049533,0.956101270768876,0.998298153299535,0.878964834959367,0.999624570231164,0.496547776244476,0.999963438996625,0.999999999220247,0.98237544029383,0.932061150285126,0.262313113762718,0.999921707484424,0.999999997106358,0.923338980757605,0.809122780024384,1,0.993701883965572,0.999709525734998,0.978875007111566,0.99999309528578,1,0.988041131357109,0.977496760587322,487.003342857143,423.64475,402.863430769231,438.337496449704,450.730907142857,406.135841176471,406.234043478261,450.007754545455,30.3718253619397,32.6993526604681,26.104661924948,14.5257699363444,19.2938917620297,34.6315057884368,19.17281527752,39.2754004928102,334.5291,311.46155,275.16255,305.0789,337.176925,289.9457,286.0208,312.556175,554.9617,486.7425,492.8714,532.421,518.208325,458.94235,473.1041,546.883575,49,24,39,169,84,34,69,22
"ZNF434",0.876055360554826,0.999925109655237,0.977990200979069,0.743725335792069,0.999968097877872,0.975842163700346,0.962979534126633,0.998440486232037,0.999364580269707,0.999563704160133,0.600299976537843,0.999995618798049,0.868133048871025,0.99398524491173,0.963836560352168,0.174385094296925,0.998994401706739,0.511804047000078,0.79923211739158,0.648475126628979,0.999978718703966,0.999916500106699,0.993443452509223,0.999999999606156,0.997134348058591,0.999956967511448,0.954075140725782,0.792862991182395,367.60666122449,332.384904166667,358.689469230769,340.379508284024,347.597479761905,325.068758823529,317.831491304348,356.769277272727,14.4583562609985,21.8895662941154,12.8803134355901,8.35903757955323,9.47400068446312,16.5628751878407,11.7727545253687,37.8370977567882,294.5338,254.89025,292.21145,254.3264,285.2891,280.431425,247.769,277.9719,431.701,392.5691,416.05915,401.8219,400.0655,386.353725,363.0788,385.287575,49,24,39,169,84,34,69,22
"ZNF287",0.922989869910247,0.995357493656212,0.999278183354947,0.824529836611878,0.999985781501044,0.999866838893561,0.909020711002601,0.99997682478521,0.999969695979719,0.999999999512309,0.999288271659684,0.997468785410566,0.999999894813456,0.998839560017635,0.999609004544023,0.803832991726229,0.999999992859183,0.998850299078432,0.999988331537449,0.999981192011728,0.995437044002171,0.999999999099597,0.955576733777357,0.997523423015126,0.948026956765213,0.968472425228645,0.999504843074969,0.92239572782637,110.84916122449,94.8080958333333,102.421766666667,98.3796573964497,98.8780357142857,104.312897058824,96.1069855072464,111.895045454545,8.21468014767385,7.56044919473311,9.43573625386279,3.97656789801318,5.63354630254049,9.24976399351907,6.35747421233631,9.79665633005512,74.9543,73.554725,70.2015,63.3229,67.0756,67.0401,63.3609,73.6964,148.1481,119.891975,120.045,126.6193,121.6726,137.285825,117.7579,132.750575,49,24,39,169,84,34,69,22
"ZIM3",0.999093204573059,0.989606269903193,0.999999908999033,0.996678543496915,0.999999959588016,0.999941280182361,0.999999607429962,0.994572117418138,0.952247519845153,0.953657117428954,0.994868306710483,0.999999996161577,0.999999999886633,0.999991201468291,0.974170623046909,0.999866471054215,0.999995141095683,0.999603823991934,0.999997779238451,0.996827488820818,0.999886447726327,0.996528287405751,0.999999962974924,1,0.999988874020853,0.985406236505402,0.999999999961328,0.999896405830392,0.257185714285714,0.0547541666666667,0,0.0957307692307692,0.303992857142857,0.0190088235294118,0.143492753623188,0,0.228750861769315,0.0547541666666667,0,0.0799623016188979,0.278859175233884,0.0134519110276845,0.143492753623188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,39,169,84,34,69,22
"ZFP14",0.946821968228357,0.923425188686119,0.999999998641652,0.954810324698689,0.999735573106869,0.999772763987695,0.999995613185642,0.970350742701058,0.953366566720538,0.975366535675623,0.999901349211675,0.849531260517968,0.797505432037838,0.832996147408775,0.997259481763599,0.589088893998465,0.999996696251112,0.99991562639803,0.944124574514038,0.599368751523078,0.424075889336492,0.999936925879514,0.998501074169712,0.998693292601581,0.999967117767878,0.999998778727468,0.996876117614999,0.974249768898966,185.897651020408,155.0317125,157.351235897436,166.406456804734,180.766373809524,195.945467647059,148.539289855072,175.084068181818,15.433827332125,13.2501061336032,9.89699023058379,8.90866931744815,12.6279512503418,25.7835613841012,11.1782691470793,18.5336038307015,120.2454,107.7827,104.38515,100.1648,118.081125,103.19095,93.7819,109.8373,232.1289,205.1796,209.2063,202.5123,211.5043,245.318175,176.5225,214.51985,49,24,39,169,84,34,69,22
"ZNF473",0.817350217668292,0.958363227683633,0.999562514600241,0.995797789239052,0.946949174531858,0.998200605150458,0.875221814912104,0.999440678100195,0.999999999950187,0.982714832690623,0.999898720841567,0.968923581356035,0.998849236388424,0.999999941077328,0.995582229705708,0.632775663551873,0.999999901103202,0.999693932832705,0.811587285901543,0.999395914469351,0.946597003965198,0.99931986764184,0.665608050489904,0.851039717768816,0.943480857646229,0.741200944829284,0.989225815448782,0.522929948431142,348.951230612245,297.280925,316.141917948718,332.188923668639,314.746379761905,335.915470588235,302.341833333333,368.902345454545,20.584537998547,18.2817194477024,23.9302509021333,10.8523684171736,15.383498465682,22.4632170419603,16.4040987432788,35.9679459626163,223.6656,247.60705,231.35485,230.1587,218.35485,216.8423,203.1616,278.140675,433.2454,354.50765,385.39685,410.7412,379.333375,417.7206,332.8551,422.531325,49,24,39,169,84,34,69,22
"ZNF614",0.778428114322368,0.991626089880939,0.992667133345168,0.615755314323981,0.999877823761377,0.998056645931658,0.376195143699027,1,0.958269970589628,0.996495803777952,0.552352572314057,0.999999947559329,0.966117713510833,0.997104903714105,0.999999769803714,0.881647893470345,0.999167184444647,0.999956198477317,0.999990424854435,0.990138371354438,0.991670774930095,0.999996093410708,0.787910594697913,0.984695756286909,0.75820010370768,0.550781774164778,0.625856779365747,0.899929880227192,301.91602244898,237.518991666667,272.41378974359,253.098117159763,237.165633333333,231.336855882353,260.118379710145,312.987877272727,30.6821573723026,20.5554960309985,32.4554790805472,11.2871531705056,16.5423102007279,21.4226222475315,22.9114868745754,43.014671794703,165.9193,195.4549,148.7386,155.4265,138.7381,152.05545,132.6248,169.322825,370.1216,258.171825,335.61755,306.339,287.665375,273.97985,324.0149,368.1997,49,24,39,169,84,34,69,22
"POGK",0.216129243240798,0.217773012744597,0.999979191628376,0.589537677244462,0.840340704943215,0.905931772311812,0.62091349191523,0.916638880278729,0.966451743192785,0.999999682433067,0.334597454224031,0.999877544975269,0.999999979042005,0.965004416170345,0.989341875299761,0.99074794379667,0.535738068952172,0.588350695424718,0.974662375515336,0.970458367645513,0.732585085755218,0.999997466866573,0.576729287319515,0.659980989143938,0.967177756587801,0.958815815961478,0.754894483227983,0.999940661585139,2092.8345244898,1627.70570833333,1692.81054615385,1865.50933964497,1847.22537142857,1714.56432352941,1973.75544057971,2045.41411818182,114.823235016354,89.4470001133826,114.213121518329,60.3253695164214,54.4730041837347,101.759804589233,120.788836668183,203.393170050288,1647.2607,1279.9696,1422.15095,1393.0152,1486.78655,1241.60975,1367.2594,1381.34085,2199.5335,1853.833425,1903.0864,2210.6538,2058.11395,2067.062375,2043.5403,2609.268325,49,24,39,169,84,34,69,22
"ZNF514",0.999865458817595,0.999999347869764,0.999996741542653,0.996537764740791,0.999999999996597,0.999907292379599,0.797695463309057,0.721235368294077,0.732168595363596,0.0722040570268744,0.955891757512868,0.886876331923869,0.921813137197498,0.532134603365746,0.999999967047303,0.999822754650891,0.992268945792501,0.998341104479811,0.854772031167753,0.943173625547178,0.994457407426473,0.999999825882005,0.99999859708449,1,0.999981533526997,0.892444509473474,0.965363492089564,0.999562119140189,234.509332653061,217.172541666667,227.643705128205,215.947,278.146555952381,273.9114,248.053914492754,227.719131818182,19.9998005862589,17.9494275636761,19.904397864004,13.6079695956934,19.81045651741,28.6348591208513,15.2759494272962,36.4979730158046,150.2947,144.039075,162.257,114.55,161.8757,147.4237,150.9677,117.091275,283.6671,277.881325,277.83665,268.6235,330.6592,353.541875,309.7345,275.51555,49,24,39,169,84,34,69,22
"ZNF300",0.999285495979977,0.999591893935353,0.999999988340701,0.99999921320282,0.993503963409188,0.992631557941809,0.990050517474635,0.999999999889066,0.999998770745464,0.859967437341898,0.834558119125591,0.664590360723534,0.588350079873156,0.784586132627964,0.273780897653016,0.999994525777502,0.999951914548699,0.999990074886569,0.998997826366268,0.998498951970664,0.631073258095792,0.99999999738802,0.999353140999211,0.999655978575405,0.999999999981896,0.995904987410938,0.957588253530014,0.999988629934554,111.165873469388,96.0595416666667,99.2160128205128,114.780195857988,94.6127178571429,146.180394117647,105.657005797101,113.686295454545,12.8909119603329,16.4452940504365,11.4726368618416,9.46550565964235,13.7389402498551,20.291297169085,10.0364288709868,16.9535514975546,46.0526,38.112225,35.66375,40.7859,23.737575,46.941375,45.0041,76.84075,143.0301,106.110325,131.4306,140.9608,127.90725,218.5431,148.0668,129.508925,49,24,39,169,84,34,69,22
"RBAK",0.828332784365671,0.183843492333343,0.997141112979593,0.91195189877364,0.996137150294445,0.546614794073472,0.999637467860193,0.507958099350847,0.0249406218615479,0.344827010015555,0.999999999624622,0.896184530086694,0.322777121313025,0.973071343656966,0.999548456723763,0.991849195361883,0.987165961347342,0.518766274188195,0.999963011344783,0.805517145807202,0.997925233647675,0.8324381770889,0.999999999998925,0.998256062191315,0.995735811198413,0.527920855658199,0.896635013859821,0.986502824823665,634.527983673469,552.351279166667,511.677656410256,588.229282248521,655.025782142857,631.065602941177,599.834369565217,550.354722727273,35.2490923543427,33.8666344540825,25.7035805150738,18.9929011219796,22.1933841411097,44.0824520144821,26.0827897329035,47.0903082806772,455.756,446.4982,392.1657,401.1669,538.7566,482.190425,444.9959,432.467825,758.0574,720.700575,581.56465,727.0306,754.137625,701.2922,730.0176,565.487575,49,24,39,169,84,34,69,22
"ZNF92",0.00794931359112261,0.970285663854321,0.150558354817054,0.109573981288714,0.429246421561116,0.907870218711266,0.936546010361675,0.0614049185498594,0.999999999992289,0.651928323141623,0.133555680014952,0.947609441179421,0.748106929785723,0.99323805884402,0.55943262340844,0.0914957494742401,0.765893040705531,0.78879240375228,0.999230059942824,0.525155322181285,0.999979742880542,0.501734656792259,0.88472119535088,0.962272544958131,0.999995748532168,0.924106773804699,0.999979279155781,0.999999997974511,264.06143877551,172.323829166667,241.6192,218.550996449704,242.397247619048,203.289958823529,210.316120289855,212.495381818182,18.9614791643086,11.686004069545,18.7049442599144,7.56484708082239,11.3286129834226,15.1552680820043,11.4333958143005,19.2914250825549,182.241,140.03195,172.4524,150.914,180.86585,133.852725,147.651,150.29965,298.9775,209.68155,269.6719,265.4974,283.391,257.759025,255.5831,244.9959,49,24,39,169,84,34,69,22
"ZNF157",0.863709388559522,0.999999999042082,0.911036424330109,0.542599652190757,0.999999864719625,0.717917209018346,0.72712472317662,0.999998760369008,0.841893618343507,0.999999981644598,0.999595943328641,0.988905757888195,0.999900153070192,0.967711906952372,0.987318720379888,0.846106846870109,0.999977466321777,0.91842860186618,0.999986272326657,0.9999997422514,0.996304291769164,0.998008377569609,0.661341121896264,0.997136316417876,0.408856081205794,0.529784352628908,0.969201445925004,0.638570140932666,4.56515918367347,2.9633875,4.48699487179487,3.12487573964497,3.19908452380952,4.03382058823529,3.33103913043478,5.34572727272727,0.707525964259508,0.686195141132769,1.05991799074802,0.289384202843069,0.412557020737733,0.942969260219013,0.476041734798874,1.89056223045879,1.0685,1.279825,0.95215,0.5758,0.936725,0.518775,0.5741,1.225025,5.9596,3.53775,4.36765,4.4332,4.5958,5.86725,5.2115,4.32595,49,24,39,169,84,34,69,22
"ZNF182",0.959668159865071,0.999998361444765,0.922283511657702,0.462774023831911,0.999994811121127,0.397124516453033,0.999999657746259,0.970240404219752,0.999890161125784,0.340639673603286,0.999896715751451,0.997832715444695,0.998785611237149,0.914488968394407,0.999989726721349,0.82209332745539,1,0.739686002989831,0.999945705223161,0.812240692477205,0.988787483706564,0.951654624169487,0.999999999852382,0.911348635304297,0.99999966717788,0.963361804790863,0.996637229409454,0.999999999931168,188.374365306122,169.199741666667,191.850402564103,165.024669230769,186.050907142857,181.754523529412,168.877637681159,167.942518181818,11.2615885406024,13.3745706065814,9.74337591325635,5.40930960069705,7.74219318318206,18.2068589771962,6.76238373101458,10.3993826488381,148.7853,130.29905,153.31815,117.1903,144.94065,113.559725,130.3525,127.14745,216.9926,190.691675,220.28105,188.9512,215.97205,222.811125,196.6492,208.8086,49,24,39,169,84,34,69,22
"ZNF673",0.866581864533277,0.999750188904585,0.983091526085005,1,0.764065711514818,0.999108541341265,0.998457220101822,0.975023232197314,0.99999999991154,0.989946014950548,0.651677015191554,0.108598780400335,0.41323434199866,0.429057293967307,0.20524657685487,0.999993636487861,0.922552719412392,0.999996787538977,0.999957893413368,0.999948810426399,0.405909947785725,0.999999974188399,0.908335768840741,0.999635368772664,0.99999994372322,0.998777419939334,0.893898521867821,0.999972607978915,249.045481632653,208.000625,236.812176923077,249.093286982249,235.519641666667,295.811532352941,242.839353623188,252.902140909091,11.2030413936391,13.1325411622778,11.6514026411918,8.57609138015911,8.7721407963238,48.3273113878158,13.9389180507556,16.8266014838051,193.0614,171.821875,191.7819,170.808,178.39345,176.2068,182.7923,208.50345,297.198,236.2647,269.9364,299.5846,277.275525,283.101575,279.921,282.833675,49,24,39,169,84,34,69,22
"ZNF41",0.988299791118976,0.999995641136593,0.965256928391324,0.999999999918813,0.968384148785409,0.999995117628201,1,0.983017650163724,0.999988560450955,0.999999998527614,0.998952696026309,0.999983572347813,0.992813143185508,0.995269562093424,0.998280313515558,0.999935113891435,0.998744891977668,0.998182777129521,0.999161059169705,0.99986449617529,0.999992694307242,0.968482893372839,0.726270458470691,0.993749533372113,0.948759123865586,0.952090993840035,0.829683562475451,0.863672228456116,210.796681632653,195.0540875,214.884728205128,211.444371597633,210.637838095238,201.214035294118,205.516449275362,230.068854545455,8.26904430271639,11.715271835815,11.3509426718647,5.99315930303222,7.3648803713732,17.6263566330527,6.96080873769424,16.3417774499412,167.0562,154.497625,173.056,160.5055,154.05935,139.645375,163.7032,176.035775,257.5327,233.672675,267.7545,249.3852,243.867525,218.549725,240.6646,302.3631,49,24,39,169,84,34,69,22
"ZNF7",0.912366863062438,0.999880041758265,0.770745332944387,0.999661669209567,0.611826304460818,0.99999999984496,0.882578208917646,0.999984530533611,0.675532754573628,0.237301012637619,0.999013854719482,0.70599733835357,0.999999806810864,0.999995216024144,0.598802683278942,0.999558596119463,0.663361873294557,0.999999999999616,0.999999988052448,0.428246595734699,0.999999846092672,0.783749635301242,0.240508228334567,0.947478828493495,0.861966707823227,0.137691615805373,0.97870620328889,0.925698328626847,559.783210204082,500.28785,577.154517948718,575.120369822485,514.15050952381,584.611358823529,578.166182608696,634.720322727273,29.223720008008,20.8502367076848,28.1460929346,15.6343743376698,15.6138262555082,32.7719793230453,24.9164060676135,48.4738574671545,432.1572,420.9912,444.88435,421.721,407.736725,470.749525,406.4382,489.105975,630.2711,573.449525,637.59545,698.4384,590.534625,746.322425,700.2885,722.83605,49,24,39,169,84,34,69,22
"ZNF214",0.999969323459153,0.0615262204887427,0.402360577296335,0.166007074607199,0.797010235805906,0.921703397205541,0.202056933527955,0.77535524878421,0.977061917665484,0.999998809788753,0.484742616328928,0.880936549319335,0.992116649103736,0.999999929684538,1,0.0820258618512194,0.557575932498757,0.999609507008554,0.992089514575017,0.999434065028915,0.99988073372441,0.972864482656025,0.999064884347877,0.848254070713292,0.996900181511438,0.993753779874998,0.997437371636553,0.950525874351567,30.3523734693878,28.4287666666667,16.2787743589744,21.1146366863905,20.4717595238095,20.5120882352941,18.5355985507246,24.6308181818182,5.01411961468873,4.5208633435523,2.56620291930171,1.62585456917531,2.14063343579762,3.60135929234046,2.31181185543773,4.17116045963042,9.3985,14.909125,5.38925,5.5716,5.58165,5.454075,4.6682,10.730325,46.0321,37.56435,21.45735,29.1397,27.175675,24.8499,24.9747,32.82865,49,24,39,169,84,34,69,22
"ZNF215",0.999999999830457,0.985356339445079,0.992595109767488,0.999927105313099,0.999958616711776,0.995977614193082,0.996159440982432,0.998442351138034,0.999979514028298,0.999675106727233,0.857100219057079,0.922909947119069,0.999647978057802,0.891201153443553,0.986513930251001,0.943183380425171,0.977462333679422,0.999999990853478,0.963987401927548,0.999517954898659,0.99980739185728,0.993683841141536,0.995826298744861,0.999999999999237,0.998770760815278,0.999989584201871,0.999919897012682,0.999999999892283,54.0825979591837,54.7631916666667,45.4069717948718,51.2090627218935,48.2548916666667,40.1516970588235,44.4387579710145,45.0655909090909,7.76045054824772,8.20488489267155,8.38572786406772,3.48617289089439,4.93523179499161,5.96140535356318,4.33412645146918,8.31307714065032,14.5191,19.75955,12.67335,13.8741,16.264075,14.78185,13.1694,15.45905,69.4047,74.79755,59.1016,72.5651,64.90435,56.27025,64.6411,64.4716,49,24,39,169,84,34,69,22
"ZNF547",0.944712062931225,0.0331304925677907,0.79293915086808,0.000958445566534682,0.632554988337118,0.999999999990108,0.415542441954134,0.99993353779167,0.764803021698796,0.334098071862157,0.00403162556619352,0.413046976515598,0.996862530771973,0.984316482991724,0.287580391585116,0.00263536054142488,0.570414006976774,0.99999779103441,0.999940769998502,0.369910872031711,0.999276710034335,0.205333294021769,0.935662542659321,0.999999771322349,0.999999786270167,0.9601244518907,0.994460840170282,0.999943593789411,48.4725040816327,42.879825,35.1631384615385,35.3045272189349,41.1122523809524,31.9435735294118,34.2318956521739,36.057,3.34079227193833,4.82413657968235,2.14067596899492,1.3530772720232,2.44276068143986,2.63104022320781,2.534749692696,3.49322165893962,31.9925,29.830825,26.7095,22.5621,26.047325,22.200125,20.3919,22.3521,52.9943,50.0334,39.70585,45.8562,52.445,37.109125,43.3526,44.4777,49,24,39,169,84,34,69,22
"ZNF773",0.999703478551714,0.999581957948818,0.986295699858335,0.721592704036589,0.631337744698948,0.987655882653577,0.953393544543001,0.86025189788083,0.999794311099187,0.999661215629877,0.996833882611784,0.966705516951141,0.999999365754779,0.999054732186934,0.999999028913165,0.563842186610399,0.483868350705299,0.930926445222206,0.998973615018854,0.983001539515604,0.983364618894278,0.999999999870255,0.999961225195494,0.999768531448089,0.917779129782709,0.985978939686883,0.998445526592377,0.808430893431017,130.566055102041,138.7739625,123.120892307692,112.591037869822,117.078091666667,119.975511764706,106.906769565217,131.584472727273,9.56492927426595,11.6533168657985,10.5683351564514,4.8443718492263,7.30216795234601,10.8426949656168,6.83680935081066,27.0123988231588,87.7514,92.10745,76.7804,74.3046,73.297025,87.576775,71.2823,70.235125,158.4578,185.31875,158.14835,143.469,153.178325,135.784825,132.5588,139.770825,49,24,39,169,84,34,69,22
"ZNF776",0.999911437429748,0.999999999840978,0.999848317545074,0.602697031257577,0.986797244021237,0.660270041677029,0.997142448072314,0.999999995255912,0.996669618855486,0.904244744048154,0.607031813969393,0.947354537243061,0.629632949964948,0.999047408243467,0.864152846772816,0.609781982732373,0.974146270225058,0.64880966757313,0.999989158958518,0.891090134023216,0.999983464837323,0.96457359133206,0.999131161303897,0.962879433682173,0.999999991682422,0.998677006369421,0.999701230726659,0.999994203615671,376.378489795918,361.169508333333,378.323725641026,332.151573964497,357.759382142857,315.747314705882,325.743117391304,335.770490909091,18.8986821418413,20.6000773645497,23.3617341364597,12.0200373903714,17.0408812790343,20.6576177405316,20.0207619881555,28.4236330738275,288.028,303.4507,283.0706,223.649,250.656225,219.649325,210.3885,226.935325,443.0868,402.525375,456.01135,404.3602,433.925275,363.51325,410.4755,447.7929,49,24,39,169,84,34,69,22
"ZNF256",0.963639703187656,1,0.968985960043592,0.996638237813916,0.997320069478023,0.997762137201344,0.987702408877888,0.599776050742307,0.993035382462095,0.448751428468475,0.901647260370939,0.999999998114594,0.918843095904777,0.984106813935436,0.355121360716582,0.947880457769939,0.999998669550564,0.961243906837877,0.997462209978781,0.304685675772051,0.99996211896063,0.999937500393193,0.920640120854876,0.999961034374212,0.980901596154039,0.999997371019342,0.848650468720289,0.907346689783461,131.163295918367,111.919958333333,131.38618974359,122.785476331361,142.641136904762,110.247788235294,115.730384057971,138.391922727273,12.0948754545702,10.873092888207,8.54008095989509,5.16139593333279,9.75584244383587,11.0871941086162,8.76270285178769,14.6952463002827,63.9854,82.232675,94.52155,76.9797,86.2685,64.4194,70.6977,88.156275,186.755,135.02655,165.43285,169.0995,181.350875,150.8298,138.9472,187.241025,49,24,39,169,84,34,69,22
"ZNF599",0.884440101132516,0.997846747212509,0.995902225545767,0.584351530785631,0.999999916701766,0.986848901462897,0.98949626048884,0.994393009058997,0.999999999844466,0.957295860157203,0.999975592375034,0.789621957099281,0.983192121017479,0.482348995605811,0.950104701255734,0.206391149549695,0.999361249536468,0.748960663986169,0.947790117522637,0.549270228300298,0.168923849665491,0.999608904537566,0.997377428321706,0.99999999998657,0.995419844022541,0.999999995951886,0.99516291781905,0.875887643325043,110.262681632653,91.9200916666667,102.420456410256,93.7079213017751,101.774496428571,114.421076470588,84.7424536231884,103.047072727273,7.67904833638682,7.69149117302878,5.7845967385575,4.45918016691824,6.48650659140251,14.9877390902461,4.26509220813404,9.96943256471879,76.75,69.735425,81.5736,59.5524,65.89725,62.301725,60.999,70.34475,134.359,108.658225,121.5035,111.236,121.7218,124.143825,96.5771,129.761225,49,24,39,169,84,34,69,22
"ZNF18",0.923432851307186,0.941258642331668,0.999998922249626,0.89482066884056,0.999880055095718,0.999999052456005,0.999972820279395,0.757166951042437,0.744512444878854,0.445802666626384,0.999987331829693,0.986886301100235,0.994371017559736,0.994696661705676,0.998266025150838,0.546632288413968,0.99999900312723,0.999498432158414,0.973492165470645,0.168384534675394,0.869210005993769,0.999999833379074,0.986589394171838,0.994086381068835,0.995276809493003,0.999867527679558,0.999999995929196,0.904965519111223,242.528636734694,210.301366666667,216.179707692308,220.130760946746,249.036448809524,235.30075,204.991949275362,238.084013636364,16.2917775531258,11.1568957978971,18.1091713347145,6.74974133851657,15.2211571412174,17.04416575003,10.3183847566026,30.7448666746324,162.701,176.655175,154.29045,157.7445,165.24715,165.78355,142.4022,165.62285,271.7678,248.986725,243.2313,269.4183,300.180575,298.756925,240.2998,262.88815,49,24,39,169,84,34,69,22
"ZKSCAN2",0.0112278521441876,0.0568138968189937,0.986431654389565,0.000148437004778734,0.998904629894344,0.999155286519088,0.00255979237533555,0.995702724998172,0.999985305933803,0.999987201656619,0.0355707546263367,0.998284676851251,0.999995749786837,0.999998922893151,1,0.00135113365754225,0.999743029216993,0.998961310967527,0.999999984325128,0.999965468579014,0.999994429071778,0.0551041130291966,0.999969081750956,0.999727761882009,0.999999982647413,0.999992634258667,0.999997255454219,0.999999999988621,283.25686122449,132.850829166667,172.730482051282,155.223862721893,162.280180952381,162.164417647059,152.350943478261,150.599072727273,68.1602558803746,7.62333167380627,18.0435561841459,6.60709107421113,9.03201644671152,14.9943812363637,9.19532102363573,26.0232153228963,144.2492,107.459425,98.3424,97.6939,106.241325,92.915325,102.459,87.594925,242.2939,155.726425,216.8599,193.56,193.654025,217.341875,176.7705,147.02555,49,24,39,169,84,34,69,22
"ZNF689",0.478505879352611,0.535961254903868,0.999976373563729,0.10975397563351,0.999997400889255,0.99999951372621,0.170893516375204,0.999999817166044,0.999996794380373,0.999999989724967,0.971285554586337,0.971192535872837,0.993703601792666,0.941478045327443,0.945365318620381,0.211809032894194,0.999999836597541,0.999997555933138,0.999999994425603,1,0.953753032908627,0.893924664465781,0.999342193402385,0.999992656148526,0.999724280473201,0.99955932195698,0.999925143455404,0.999624981989509,202.893124489796,156.001541666667,164.194051282051,160.998733727811,159.618325,181.5316,159.645350724638,171.295022727273,21.9723402850528,10.5039108188227,11.5121292148823,5.398054069859,7.34424694788044,32.0134305416761,8.99079838242529,15.8067531274545,126.7191,126.736975,119.4373,112.5565,114.3454,115.719825,110.9677,117.33555,220.5484,170.364075,201.52695,193.9267,191.194225,190.183425,200.3578,199.78105,49,24,39,169,84,34,69,22
"ZNF19",0.944244260671595,0.999999995509183,0.970211691628475,0.827729071141779,0.99999822190421,0.927022076300901,0.981261006706462,0.99962574495137,0.994552143498525,0.999652609418606,0.666540884498923,0.999953844516763,0.775249538403097,0.993336021060197,0.963709922854981,0.132606029281709,0.986339773633115,0.248443516263824,0.59321931639004,0.462890574025745,0.99942591851307,0.985275446915621,0.645347573062048,0.980537109388328,0.43356000317201,0.698381843195802,0.31588716569009,0.0578640181496995,47.1548346938776,41.5273875,46.7435051282051,42.5145917159763,43.8250130952381,39.5890176470588,37.3697333333333,51.7153454545455,2.66919904590072,3.7382797199095,3.50860003707672,1.48118764240556,2.16712689414761,3.2068346167448,2.12855362437702,5.53640902335088,32.4921,28.13755,34.6831,30.4487,32.208,26.75455,24.2468,34.59445,61.7428,49.287275,55.57335,52.5301,52.36665,51.5179,49.1357,63.302875,49,24,39,169,84,34,69,22
"ZNF230",0.642411894210187,0.999893871521485,0.87895083637942,0.280573029115163,0.999992013066131,0.738853765178938,0.593202928211709,0.999761351294935,0.919060127632199,0.999967937441832,0.969156492987618,0.993762573819694,0.998883619581102,0.993975291972132,0.999693759297879,0.0306595829203061,0.997694058891906,0.180598993428745,0.77884454721186,0.717257217540194,0.647954587384501,0.98982426686618,0.33353296947878,0.942969673042642,0.147053587099262,0.298643703994135,0.723824518070446,0.0200867464893824,111.933651020408,92.7586166666667,108.009323076923,95.4883781065089,97.5347619047619,101.889211764706,85.8380130434783,121.463090909091,5.93090274787025,6.04415098800361,8.11544944430413,3.4355653106671,4.19291878838025,8.1790126248342,5.1403113210487,11.0651430236469,82.0513,73.644,78.96685,64.9047,70.5075,71.9416,58.5586,83.631375,134.4629,116.801525,124.3922,119.2368,111.2039,119.714725,108.2803,133.093475,49,24,39,169,84,34,69,22
"ZNF222",0.682688784021903,0.99911661156711,0.942309723883842,0.586288452504259,0.999154923723033,0.975564611324233,0.317060549685632,0.9999999988182,0.829020761475575,0.993207914130132,0.720474661581625,0.999998913147785,0.96815589865014,0.99996218707367,0.999999538600829,0.196084025461117,0.999999694562826,0.676698168105407,0.939037242135927,0.999949070115557,0.999751484229062,0.999993278750664,0.697285611271441,0.995902343131805,0.724758077575975,0.484234529257205,0.745715749453945,0.350804991676552,74.3953897959184,60.4354125,70.3252282051282,64.5448017751479,61.0499285714286,62.3196470588235,59.0404014492754,76.7563954545455,4.57367824407131,5.50684655726861,5.81164783403248,2.86452395256291,2.68705980152995,4.4236695613311,4.17109884829763,5.95256960764258,49.4481,38.110625,48.0144,41.4484,43.0284,41.768325,39.8137,57.28835,89.0813,72.773425,80.43355,80.0547,77.941225,76.9727,65.1118,92.351475,49,24,39,169,84,34,69,22
