"gene","YES-NO","mean-NO","mean-YES","SEM-NO","SEM-YES","Q1-NO","Q1-YES","Q3-NO","Q3-YES","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF184",0.436779984238428,249.404319607843,259.558880612245,6.61124677661168,12.1198508996595,170.98315,185.647025,296.94455,305.1661,185.566354901961,255.966794810379,189.6083,235.6246,158.26285,205.3483,176.8979,303.6649,6.30488890094483,4.87066639364064,1.37938148833937,1.24269138007144,0.46402151067473,0.313468050434116,"LUSC"
"ZNF500",0.107709406442471,233.953059607843,217.373202040816,5.82971723306534,6.68739674649898,170.02525,170.8632,283.7668,254.8001,190.116496078431,224.088785229541,190.7842,210.9493,155.2874,229.603,165.2459,267.4239,7.97455256046183,3.86783769240256,1.17869195915064,1.10569585951038,0.237186731827503,0.144954602283463,"LUSC"
"ZNF419",0.433509745202677,170.922060784314,178.694657142857,5.04977754409244,9.11632607066511,114.77555,120.354475,215.79865,208.271575,135.290343137255,171.811644311377,132.5473,153.0442,106.2583,156.9434,114.4206,210.0846,5.41471531567505,3.82514905706116,1.2699475833029,1.15463838192102,0.344768951430855,0.207441088614196,"LUSC"
"ZNF175",0.0772488998383578,111.299155686275,123.731521428571,3.69262311041362,5.9793920106555,72.30555,86.944,150.63765,158.304975,166.639354901961,116.826749700599,166,109.7561,138.13395,191.4075,73.8872,155.5952,6.16657984647244,2.76517148490325,0.70107538383914,0.661181325301205,-0.512358515068529,-0.596882117800719,"LUSC"
"ZNF14",0.56748281166623,165.978730980392,172.958233673469,6.58849849629619,9.64403688409114,111.29855,115.9169,206.37405,206.420575,178.451721568627,168.138244510978,164.0156,149.5129,138.316,206.87125,111.5661,209.4143,8.47148661459564,4.45511367377895,0.942205785592922,0.911577313377508,-0.085885904018664,-0.133563074502053,"LUSC"
"ZNF85",0.637839684546296,70.0978180392157,66.5983948979592,4.17026893346783,5.07136035324534,25.265,24.57085,95.0722,100.151375,63.2586764705882,70.9056061876248,61.5059,52.1762,46.17945,74.14135,25.3955,96.7179,3.33935051916268,3.13553993006013,1.12088349209443,0.848312113146869,0.164636327997997,-0.237332932405267,"LUSC"
"ZKSCAN1",0.436499539908216,822.495304313725,858.237452040816,23.9314579512949,40.0059914468061,567.9627,582.534,982.4401,1042.745175,555.647064705882,802.956173253493,523.5445,731.9317,395.7749,668.54055,541.4499,968.9144,28.4455967950233,17.752520346634,1.44508308287117,1.39803149493501,0.531152440684761,0.483396862197421,"LUSC"
"ZNF862",0.577961256175768,347.714538039216,333.285474489796,13.8314415154542,21.2456612387276,196.42945,193.0634,427.9958,417.256275,389.851915686275,332.339175848303,387.6092,292.9418,341.3466,452.2992,188.6544,415.1053,17.0519381450782,9.29655592428244,0.852475420733206,0.755765859014698,-0.230269857111278,-0.403988747158359,"LUSC"
"ZNF684",0.299519403390261,48.2938345098039,44.7733479591837,1.93099610310368,2.14579027368357,31.131,31.82845,56.34925,53.096525,53.5491960784314,48.0614057884232,49.581,41.6069,40.9059,61.74665,30.6122,57.8329,2.91873575915671,1.26426800772955,0.897518717517804,0.83917024666707,-0.155986068610688,-0.252964567766779,"LUSC"
"ZNF430",0.856815505532941,137.496056862745,139.117185714286,4.82372751796493,7.22272773691936,87.7521,87.7984,169.5155,181.921775,121.100574509804,138.050304391218,115.5711,128.0884,96.77375,141.01425,86.7188,170.5663,4.95521341960743,3.83526459135875,1.1399640749024,1.10830821892324,0.188988359673508,0.148359148603584,"LUSC"
"ZFP30",0.745211519117032,210.242708235294,204.928502040816,8.95073318015082,12.332521343976,122.93435,127.39525,255.377,249.0693,145.574431372549,211.880773652695,138.7521,178.6909,108.45605,179.18975,120.5185,261.4777,7.27969155734784,6.47404676365116,1.45548068884746,1.28784285066676,0.541495698073645,0.364956558983688,"LUSC"
"ZNF549",0.396934735966601,155.259024705882,165.980284693878,6.62648563498547,10.8857935085064,73.1445,97.5429,206.8751,212.127725,165.892676470588,153.567688822355,170.3016,137.2158,141.1925,184.2804,73.4509,207.473,5.29560710799506,4.75738418673411,0.925705052745845,0.805722318521963,-0.111375498294845,-0.311645376128886,"LUSC"
"ZNF211",0.245064878031378,210.240359215686,227.019044897959,7.33202332198623,13.2855056871045,128.9903,135.5518,260.33205,282.2487,226.483858823529,206.813977245509,224.5345,183.7372,189.29925,252.72095,127.2471,258.0214,7.37074847513809,5.18579911937243,0.913151066569619,0.818302755255874,-0.131074543591108,-0.289293385344041,"LUSC"
"ZNF205",0.437248780118719,269.319053333333,259.313832653061,7.20911810263485,8.85956606003039,191.7832,208.253475,324.8096,314.693975,191.349980392157,258.257346506986,191.7566,246.283,147.82955,239.39685,187.0745,307.8579,9.14842224433371,4.84491050192508,1.34965964447818,1.28435214224699,0.432595636067341,0.361040813224218,"LUSC"
"ZNF45",0.270049143563757,255.711230980392,268.97712755102,6.26500958468559,10.4651845347043,184.64845,201.959875,307.0014,310.792925,256.157037254902,256.315601397206,250.6631,236.9951,234.5523,284.90715,181.6521,310.3181,5.2551593026088,4.98058926964286,1.00061901146267,0.945472628400431,0.000892768478980461,-0.0808924023839904,"LUSC"
"ZNF133",0.57157034827702,404.653150196078,393.204643877551,10.7563369208007,16.73645786,286.65365,291.630625,477.7377,475.9202,234.975641176471,381.959268463074,231.1595,354.0328,190.2661,271.84925,269.6283,443.9482,8.75166306099642,7.22328575884117,1.62552708251242,1.53155202360275,0.700907592620628,0.614994373087028,"LUSC"
"ZNF436",0.302230541246839,802.301650588235,754.196043877551,23.8384048552445,42.3658317936547,530.46495,468.50615,996.60505,868.158275,395.128450980392,764.6248500998,389.1303,672.3098,321.84305,480.5188,507.1595,929.4691,16.89934379797,16.9046704212494,1.93512982475095,1.72772410680947,0.952430357708959,0.788872857827785,"LUSC"
"ZNF484",0.0169910939359467,87.6037392156863,107.984441836735,2.08066133827672,12.6200853552819,63.85525,71.963375,104.31295,112.262825,84.1344568627451,98.4671221556886,86.2712,87.7306,68.88195,94.9708,67.3259,113.2317,2.60357957076483,2.99500635142322,1.17035428559699,1.01691642170272,0.226945323571814,0.0242011118897087,"LUSC"
"ZNF780B",0.172065977207933,279.248218823529,318.780229591837,11.0044876043008,36.830811906705,171.72055,176.6859,328.25365,334.845375,240.716966666667,287.619350499002,233.1602,230.7059,199.52055,270.7136,164.6601,330.4675,11.1170953273598,10.6417394386991,1.19484452833474,0.989473760959203,0.256822908756199,-0.0152666447504544,"LUSC"
"ZNF557",0.133772252425745,187.586160784314,171.418094897959,5.85611411444076,8.29873624773625,129.724,106.18395,220.7998,225.5737,157.235060784314,180.404316167665,151.9692,168.3909,129.75895,176.6372,121.8044,219.7249,5.69158070276913,3.88476140669202,1.14735425590055,1.10805939624608,0.198310905148029,0.148035217463774,"LUSC"
"ZNF337",0.639526557833075,581.858339607843,565.61712755102,18.4351749465459,28.6729650227602,377.6587,407.814175,720.82205,675.30935,414.096260784314,538.020484630739,398.3932,482.4085,320.71165,512.55915,354.9014,661.0793,17.0104214377415,12.4104753509761,1.2992642908963,1.21088537655763,0.377694927616034,0.276062304752719,"LUSC"
"ZNF317",0.586411020173247,778.309834117647,760.44852755102,18.2111665662943,23.5066935000954,615.9122,554.40075,908.76445,911.36195,670.908145098039,760.504855489022,670.3527,730.4121,608.9937,731.3023,582.6367,899.325,12.3543154964559,12.4423530342318,1.13354542055513,1.08959373177732,0.180842200250991,0.123790308940052,"LUSC"
"ZNF426",0.770276128961829,123.958560784314,126.408434693878,4.39331070432686,7.22427470079015,77.74495,81.075,155.9782,159.87105,149.0686,123.292022155689,145.2599,114.486,129.27645,164.76015,78.2658,155.7455,4.34833199790719,3.0420667094367,0.827082444966201,0.788145937041124,-0.273896948059771,-0.343465303845629,"LUSC"
"ZNF331",0.0365974499365682,419.425594117647,545.345508163265,18.9317470401165,83.4982570156001,216.55155,286.569025,532.8131,559.5679,1331.97498235294,430.059394211577,1104.3339,349.2099,725.59705,1586.3935,227.2138,525.6019,120.427016546986,19.8541881913531,0.322873477286994,0.316217676555976,-1.63095916046413,-1.66101007833954,"LUSC"
"ZNF227",0.197058850087702,279.866500784314,297.072314285714,7.07549889861746,11.0529362403291,192.9441,211.625325,329.3932,342.239525,225.720098039216,282.111614371257,227.4138,264.0401,202.19865,248.6773,194.5854,333.3333,6.21396904844491,5.50215608298984,1.24982939854228,1.16105574947519,0.321731180747905,0.215437246587969,"LUSC"
"ZNF141",0.674784547332139,53.7889156862745,55.1347265306122,1.74056790707072,2.49084849366427,36.2533,36.21035,63.52575,68.2519,65.830831372549,54.6754894211577,62.325,48.0167,54.40775,74.2644,36.0911,65.5494,2.53742951408409,1.63175754446902,0.830545327792366,0.770424388287204,-0.26786918811241,-0.376274721529329,"LUSC"
"ZNF304",0.402080395859993,315.277925882353,329.417279591837,8.51775817780091,15.7537985098189,220.73295,228.513775,380.1764,395.613625,318.603941176471,319.770654291417,308.5847,298.0562,286.43,344.0352,218.1818,391.6729,8.75106884249281,6.50977575343447,1.00366195443358,0.965881328529898,0.00527343384631515,-0.0500821493651361,"LUSC"
"ZNF132",0.382135110269511,62.9227078431373,58.6930091836735,2.73288223441326,3.19105094399814,34.0471,35.0557,80.1208,76.04455,96.9734568627451,61.6815738522954,98.5,51.9021,74.8821,115.51085,33.0326,79.929,4.06730815279566,1.83427632907362,0.636066567572183,0.526924873096447,-0.65275033616903,-0.924330812222971,"LUSC"
"ZNF20",0.872654273438841,100.437705098039,99.6042040816327,2.72792146176315,4.45819689304019,71.5793,68.917425,120.80355,120.837725,133.0068,99.9954409181637,139.7193,92.5389,96.84845,157.6161,71.4945,120.4844,5.68699511978193,1.90721766346064,0.7518069821856,0.66232009464691,-0.411565780839548,-0.594399464940013,"LUSC"
"ZNF670",0.386268829945956,87.513951372549,82.9159816326531,2.9652341393295,3.67786512778438,57.007,56.2636,108.53905,101.69405,62.1944921568627,90.6700427145709,56.965,80.3934,52.04785,67.55625,57.6278,111.3737,2.67334168563535,2.11943535816644,1.45784682164281,1.41127709997367,0.543839141293273,0.497001284539277,"LUSC"
"ZFP37",0.512190307496822,59.3144917647059,56.0808704081633,2.4940012046066,4.59503160694394,31.54285,28.4449,79.437,72.6143,47.2435196078431,62.0456502994012,43.7666,55.7461,33.5679,57.54755,30.5086,83.4069,2.68562747522118,1.95461367639913,1.31331557882281,1.27371328821521,0.393213625520831,0.349040564704632,"LUSC"
"ZNF189",0.86409333195815,442.394250588235,438.524662244898,12.2171198305908,17.805255688713,306.50475,311.6852,535.5266,533.2392,540.612954901961,437.420134131737,511.0817,403.9796,457.2717,587.52475,308.6213,528.1374,17.9395908534423,8.18824108729246,0.809118853267329,0.790440354252559,-0.305576455983631,-0.339271492355081,"LUSC"
"ZNF434",0.863646141561816,336.397675686275,338.377343877551,6.21855348611196,9.13009290432533,262.68765,265.6828,394.6135,388.877775,315.624733333333,342.457462075848,318.7247,334.6593,288.53205,348.854,265.5532,398.8388,6.82738954933939,4.6742379035033,1.08501465794246,1.04999487018107,0.117714532806216,0.0703822795271963,"LUSC"
"ZNF287",0.69529442035884,100.568718039216,98.2055673469388,3.15223598182456,5.22421061101268,70.06625,61.9805,126.32475,121.3439,96.2624509803922,100.678892015968,100.085,89.1145,75.0341,114.8232,67.0543,125.5805,3.96866177859111,2.32654861736701,1.045879166701,0.890388170055453,0.0647161826833081,-0.1674936701272,"LUSC"
"ZIM3",0.734969641285683,0.169082352941176,0.107364285714286,0.105970057847811,0.10116375991799,0,0,0,0,0.0182960784313725,0.133662275449102,0,0,0,0,0,0,0.013342992274212,0.0616138274360989,7.30551500150487,NA,2.86898597924753,NA,"LUSC"
"ZFP14",0.505069419689949,172.738875686274,164.300979591837,6.60513400241093,10.990432963784,109.3874,97.3671,210.62975,201.0838,154.339847058824,170.707552694611,156.1206,144.0875,113.6765,194.30935,105.6303,211.5821,8.4462555099634,4.87818304791998,1.10604977228952,0.922924329012315,0.145416308375147,-0.11571572939335,"LUSC"
"ZNF473",0.195900258796843,318.819489411765,339.352330612245,8.13035513732033,14.3508702099908,215.73905,258.49205,390.10005,407.2902,194.21217254902,324.852064071856,197.3856,295.612,168.0221,216.25355,218.3133,396.8553,5.17843002577913,6.28425112593044,1.67266582628781,1.49763711233241,0.742149245188913,0.582688091312346,"LUSC"
"ZNF614",0.292192380246624,240.697350196078,260.052055102041,9.23515310304546,17.2859223455514,145.44515,155.829975,293.1663,321.3886,230.304617647059,256.917358483034,213.2203,218.8612,195.30415,253.34675,152.4933,306.339,8.60241585408434,7.41296038731382,1.11555452560122,1.02645573615645,0.157761030742067,0.0376714154597103,"LUSC"
"POGK",0.307496239944186,1838.1862854902,1928.50539387755,42.6929075965027,89.4279891976666,1430.536,1400.7185,2069.84695,2211.73325,1697.17106470588,1875.63636886228,1708.1699,1755.2171,1468.3421,1909.41455,1407.403,2139.2648,47.1293603621799,34.4043947096189,1.10515457626384,1.0275424593303,0.144248171257222,0.0391980090891168,"LUSC"
"ZNF514",0.651700556565149,252.102441568627,243.196825510204,11.305829288385,12.0315944318508,144.2518,165.329675,305.18605,306.457625,173.46338627451,239.998265269461,152.4447,199.3569,117.9019,215.50275,138.3663,299.9192,10.9993418754953,7.1590665050858,1.38356727851293,1.30773257450079,0.468392799363125,0.387067546273762,"LUSC"
"ZNF300",0.260681218336342,115.699048627451,100.194659183673,7.89708538307026,8.37568093886178,36.24195,40.4855,142.1461,136.948675,48.6294843137255,110.663313173653,46.122,82.4031,34.5005,56.06415,39.1718,141.5512,2.5082599077923,4.87578892774714,2.27564233376866,1.7866332769611,1.1862738248472,0.837243538238334,"LUSC"
"RBAK",0.397743681980441,614.901032156863,592.501114285714,13.5468721651312,24.065089874801,478.8267,432.583825,737.2987,711.376225,353.813396078431,603.891886626747,347.5066,568.5437,299.70295,394.38955,444.2321,723.7522,11.0111963052732,10.6414062455292,1.70680899400677,1.63606590493533,0.771301617933581,0.710230864910651,"LUSC"
