"gene","C2-C1","C3-C1","C3-C2","C4-C1","C4-C2","C4-C3","mean-C1","mean-C2","mean-C3","mean-C4","SEM-C1","SEM-C2","SEM-C3","SEM-C4","Q1-C1","Q1-C2","Q1-C3","Q1-C4","Q3-C1","Q3-C2","Q3-C3","Q3-C4"
"ZNF496",0.522292459561774,0.929460231104119,0.693027408569506,0.998638827219965,0.124696213420514,0.641984245015206,459.63965,300.3574,391.90835,476.06549,10.61735,18.5862593105498,57.7756194595884,52.7882869711927,454.330975,280.9695,259.818175,397.8521,464.948325,306.227,516.7328,528.685975
"ZNF2",0.536057636826448,0.856926301853989,0.0375244027049693,0.69994085072798,0.00896397213058808,0.98058485663063,110.20555,79.334,127.7172,133.0439,2.43085,3.26628780575135,7.46413400750549,11.555194947305,108.990125,73.0643,113.970175,111.846425,111.420975,82.9361,134.284825,157.941675
"ZNF589",0.999764406063715,0.937897847520665,0.911157678303696,0.609363686745039,0.389346782915132,0.778412374944464,161.0764,172.86194,238.28855,318.78944,55.3967,20.8802480618071,37.2867553719436,71.0714154687932,133.37805,142.4312,168.105075,164.757625,188.77475,199.7307,265.469675,365.0279
"PRDM9",0.602376465697655,0.987251363095841,0.582006021772892,0.951126295657697,0.654276604474577,0.992771297626909,0,0.77004,0.197683333333333,0.30065,0,0.562850001865506,0.126935338963497,0.195313940590243,0,0,0,0,0,0.9533,0.381075,0.28065
"ZNF12",0.215408965853596,0.967503089655857,0.165787768885817,0.470989902622613,0.750906739159343,0.46215149431393,1139.7226,724.51674,1048.1566,859.10506,197.8007,63.6978168291865,160.829067149014,48.3701041690956,1040.82225,608.7784,865.929075,738.033925,1238.62295,804.8141,1338.05965,885.4259
"ZNF202",0.999635464429685,0.999940791031783,0.999901144057181,0.951225803454356,0.805725559734514,0.816313048289416,232.81105,226.37934,229.38985,264.45085,35.34535,26.9543888248018,33.362831467965,26.5192174107351,215.138375,200.1091,198.49385,198.7236,250.483725,236.535,254.636775,298.02905
"ZNF3",0.981449292872086,0.312878124340382,0.268507185440199,0.997309804492229,0.990456864665896,0.0881030077383325,605.53165,700.7234,1046.29255,651.15678,7.15404999999998,91.8508926095931,217.067559149642,42.7908283494977,601.954625,621.0834,698.404125,568.00545,609.108675,836.5976,1294.67245,696.74075
"ZNF606",0.0520015208060957,0.17666170039171,0.76588791544095,0.156899859142878,0.66849604529583,0.999868843724812,298.6873,79.61324,134.888783333333,138.30866,144.2553,42.5580339842738,30.9756503838463,25.9149740526386,226.55965,35.3781,112.3341,102.96125,370.81495,43.0752,158.082075,184.952475
"ZNF91",0.990174437560529,0.844682990628347,0.900353774723823,0.623121027822438,0.596426358525197,0.950063099630288,373.81465,602.42368,980.1443,1229.42154,55.61165,98.3017434563976,116.120554158386,408.378642254989,346.008825,615.3501,858.808225,614.720675,401.620475,730.6434,1063.67465,868.727825
"ZNF226",0.720976391541535,0.932886263495083,0.912333909452901,0.894588386441589,0.926165241347101,0.999410691525531,265.7917,189.92476,224.091966666667,218.90463,72.8215,21.0014599345284,46.608665921655,24.9925885156827,229.38095,166.7823,153.1646,160.80605,302.20245,189.8564,238.458875,234.4847
"ZNF229",0.998555916887881,0.98368479018133,0.895179442857362,0.635678871390645,0.24743937388879,0.616775137857404,22.30915,13.58276,41.7048,83.71622,2.59775,4.1621698238539,12.8475107159065,29.427909765817,21.010275,8.1788,21.578675,23.467025,23.608025,12.5673,54.03785,105.0896
"ZNF180",0.935198362187361,0.372657807781591,0.500056589845387,0.753932746529589,0.955027166984267,0.678021388808445,254.85225,219.77476,158.012066666667,199.66808,26.03475,64.3286948918257,13.7435333428166,9.18661731717272,241.834875,122.6746,141.8852,179.8682,267.869625,238.277,172.132275,218.916875
"ZNF641",0.513911146219984,0.930219572435008,0.0569039221137035,0.313134462442928,0.000908249084006219,0.342286128110178,183.49135,102.4579,217.462383333333,278.78481,6.58255,25.691053799426,27.1067311817983,24.8260415247934,180.200075,66.8761,186.88495,245.22465,186.782625,104.1439,273.229575,312.63605
"ZNF610",0.102188129529587,0.371338562887564,0.669838083224053,0.560470004104534,0.276005187069408,0.917832158339533,63.91905,15.28238,31.7044333333333,39.55862,43.85565,2.90686992130711,5.8521099657398,7.95795034286537,41.991225,10.772,21.30265,18.160025,85.846875,18.3782,38.385125,52.2528
"ZNF528",6.28265826696506e-07,5.98608534785328e-06,0.271042925972506,2.73791515859045e-06,0.207285003706078,0.999988383619629,671.8359,57.47194,158.917716666667,157.46666,166.2493,23.1877513754051,27.4610760018663,26.4360106798755,588.71125,25.627,114.99015,91.197375,754.96055,65.9318,218.818875,223.070225
"ZNF701",0.0970131272090453,0.363545431124671,0.659425730653938,0.304484430250675,0.614334151567407,0.99995337826866,294.87595,101.73614,167.206433333333,164.79518,113.07895,34.5019191687303,18.0248251680965,34.4002017071083,238.336475,34.8964,142.00975,95.08715,351.415425,149.4786,193.954325,175.94515
"ZNF283",0.0244966375245818,0.0115096602924134,0.982238945426523,0.0179032656158986,0.998771212715633,0.933365004871625,147.8639,66.40248,59.5007666666667,68.92371,33.4676,12.8300339101422,7.32840046843633,11.019071943715,131.1301,44.7969,51.110675,47.59175,164.5977,75.3098,69.5704,80.81575
"ZNF558",0.976890052950798,0.32947968793,0.307185423901552,0.954433578206431,0.545710658995734,0.0109721110011375,303.54175,329.39296,412.198383333333,273.09987,12.79905,30.5597348993181,21.3887364499545,29.4076475081645,297.142225,326.0632,368.57485,253.65875,309.941275,331.2673,455.266825,333.18505
"ZNF597",0.0997456028280991,0.425052309077237,0.576599693454363,0.310917219801462,0.615842316948291,0.996407567439878,123.6718,59.29714,83.8606666666667,80.39857,23.8115,8.59923000323866,18.4856598702105,7.99859414300135,111.76605,44.6118,71.3207,65.531825,135.57755,75.3098,111.799525,102.49035
"ZNF30",0.947459511086566,0.973987004227239,0.997848365385409,0.812804252139157,0.97394099250113,0.910944386458356,49.94945,98.21296,86.6105,122.8212,16.15855,20.8912392225689,11.7082359413648,47.3216870081033,41.870175,55.5941,70.746425,73.7521,58.028725,132.7455,87.4805,82.859075
"ZNF354A",0.897520787647527,0.361098697566814,0.571795741591224,0.695309874143478,0.960474907664507,0.745909050608183,392.33495,329.04192,243.179366666667,299.87707,162.13435,53.5390248647601,29.3877913887685,31.4373790721776,311.267775,269.7003,202.5165,254.058775,473.402125,360.8198,291.101375,336.60185
"ZNF764",0.993480348105562,0.754542623961911,0.763267068631815,0.672020353293128,0.629760941916542,0.999116781868242,176.98985,205.39862,282.1479,291.08768,60.60255,43.1336583594923,30.4675663857377,52.3399969059966,146.688575,129.5664,242.24545,172.1148,207.291125,265.2603,317.894225,317.37425
"ZNF747",0.999735496720835,0.690549635209478,0.533772920304162,0.681654408213671,0.48630116917959,0.999887543851417,183.3251,189.00032,251.917966666667,249.28537,69.8498,31.1161872445581,22.9248164355089,26.8371827894644,148.4002,168.905,213.259125,200.73855,218.25,211.0278,272.9664,296.243875
"ZNF778",0.121680134515453,0.365326607366379,0.75458095107031,0.970441403589838,0.036540385312691,0.230133564434139,123.5703,55.74692,76.5065166666667,111.77201,15.8617,6.14615110580597,14.3002575403246,13.000089179339,115.63945,46.892,49.952025,87.1426,131.50115,59.6948,94.32655,138.73125
"ZNF212",0.0216415605437926,0.555673821450035,0.0691395260646653,0.0420290711861788,0.846942477125909,0.147740826494768,404.28485,192.28404,318.6725,227.43155,111.07825,22.2286907539243,39.0412636871981,20.4653430304571,348.745725,154.4328,243.8565,192.06155,459.823975,217.012,383.02995,229.310325
"ZNF282",0.0928960565767888,0.402765979152715,0.578804835770294,0.100579982559057,0.985756113207791,0.663087528058841,1271.1718,754.91968,948.37795,801.29563,476.7332,74.0617839494661,89.8062579610974,62.8480842084626,1032.8052,713.2097,822.171575,656.997425,1509.5384,850.9874,957.2735,936.006425
"ZNF160",0.315042278837813,0.941498767748789,0.354648817578594,0.536095830999149,0.860858228814513,0.662208584495208,681.227,433.11084,604.300033333333,504.81755,118.8434,51.5276855591108,84.8641914739767,50.8471199278501,621.8053,434.024,505.6109,451.973825,740.6487,451.4149,595.1486,584.190725
"ZNF415",0.118934498216389,0.460107142401081,0.604331163421385,0.56419742459525,0.328060805707315,0.97954797166818,230.3519,42.84784,114.623416666667,133.63509,180.7709,11.998109121049,31.8694427298252,28.3301382581419,139.96645,23.9913,48.583575,60.001725,320.73735,45.781,180.26355,186.00645
"ZNF439",0.991743385359421,0.758443736509127,0.784825321751539,0.679847846318074,0.661063183875388,0.999277129871244,42.49475,61.83782,108.093116666667,113.34504,4.31975,18.868643767595,24.4094310449249,33.4764216877166,40.334875,31.2862,64.15055,47.29745,44.654625,68.6715,140.525825,123.4749
"ZNF440",0.946876607214911,0.999919594441292,0.83799787731588,0.981420415621039,0.536518549771125,0.965117792797269,373.84205,280.60246,383.864483333333,433.34738,53.53225,44.8678580982601,41.3065815493481,88.0959226102962,347.075925,241.0197,328.40155,236.4915,400.608175,291.2926,401.61505,519.044975
"ZNF562",0.70293903320767,0.999618714260611,0.536777379975092,0.998365690279723,0.500368799242375,0.999756027003779,773.67815,616.15106,759.378333333333,751.58794,36.24795,74.7656322042394,76.6141184333918,56.0003824141054,755.554175,544.2249,599.8159,630.0378,791.802125,710.2002,911.006425,889.358025
"ZNF561",0.952770658601636,0.993879404749387,0.98144522257441,0.903181067076788,0.998334272097265,0.925928896807253,549.09555,614.59334,580.511166666667,628.17501,46.80765,75.1513458855635,49.2547415540586,51.3593058843444,525.691725,477.4044,492.211675,518.29325,572.499375,774.5472,606.86125,725.825775
"ZNF584",0.207220453414973,0.999047558603565,0.0703517978841465,0.982742890929807,0.075250152537786,0.986957319600234,148.9071,266.4573,156.596833333333,168.38613,51.3745,58.7472845585734,15.0563370166112,9.79682521414236,123.21985,174.482,138.063375,145.786175,174.59435,252.693,163.5001,181.959275
"ZNF274",0.60144256850436,0.657437542569816,0.998272421561136,0.567382432055195,0.9999108175468,0.999179278168135,147.90555,325.15262,308.0399,319.40912,20.34505,127.00499386679,50.6468821144138,39.6488715817369,137.733025,182.6609,242.16255,232.67615,158.078075,258.6734,368.67905,365.8758
"ZIK1",0.950128428057656,0.999997897375191,0.871524693030216,0.829099845402772,0.216501618114057,0.604414515778091,37.15795,11.24748,38.0033833333333,75.54746,13.88045,2.38503032819291,12.2299541964642,25.676873748454,30.217725,10.3599,25.685125,27.7519,44.098175,15.6215,38.59555,87.311225
"ZNF540",0.796680697653504,0.886905919061702,0.99110259910418,0.9795809884378,0.829712114231427,0.942513002291267,61.3872,32.00614,38.7703666666667,49.86672,21.704,10.2578230929667,10.0298498942795,15.5863063622513,50.5352,15.6215,18.10325,21.02695,72.2392,56.7207,54.823925,49.927025
"ZNF570",0.0217744675448946,0.102129754897423,0.66893230481827,0.114025234790633,0.438148780807688,0.991450481413298,164.84605,26.6926,62.2368666666667,69.86549,112.75175,7.11400149402571,14.9964293458513,13.7466921434168,108.470175,15.8124,46.38695,30.192025,221.221925,41.1213,61.53815,104.344525
"ZNF57",0.0912015369037507,0.723999364567547,0.205922572865026,0.940083760223177,0.0325140225351107,0.85190321612656,98.93855,236.16482,154.965216666667,127.79576,19.32965,50.1300166019462,11.1573494129928,17.2252052816034,89.273725,146.0023,137.37555,92.73525,108.603375,352.7828,174.5823,160.4889
"ZNF556",0.967352360100085,0.999038754918226,0.84555171780957,0.99898820529619,0.957863905326499,0.973115035520908,15.59875,28.4578,11.82735,19.23861,14.89475,22.0056352387974,8.30594571893131,10.1408635597375,8.151375,3.4762,2.214625,1.6836,23.046125,18.4022,7.91825,17.209725
"ZNF554",0.90631408150858,0.327196149687103,0.496901710989063,0.861478733176635,0.9998110235519,0.406203318246789,59.79055,96.92788,154.1187,99.8138,19.05495,16.3502981850913,47.0741411384849,10.7050452058831,50.263075,93.2388,98.9424,81.40145,69.318025,95.0174,137.8804,106.61895
"ZNF738",0.994861232433768,0.999999266900881,0.984712873605388,0.98937334846862,0.850290325352147,0.969864027604156,262.51135,220.68022,264.626583333333,312.1172,161.13855,34.1493013047178,49.6226972135629,85.8763925024334,181.942075,176.1298,173.9834,166.2688,343.080625,293.088,294.769375,300.4307
"ZNF596",0.837982443763419,0.99190908900131,0.439141875813586,0.997956434317244,0.738526886949048,0.89126398820296,43.87425,62.5863,37.6935,47.55514,13.14795,20.5231162765064,5.41860388913356,6.69491488549664,37.300275,30.5344,28.074825,31.108375,50.448225,57.3581,48.36435,59.626
"ZNF621",0.993715459429562,0.593342029475499,0.542890222525593,0.444433826264621,0.32338820254333,0.992192869063963,540.92925,574.43916,701.1338,723.40163,87.01865,30.3958675327519,53.7706153388633,60.9777626859972,497.419925,532.5088,589.761025,575.10725,584.438575,614.4524,802.671875,849.56695
"ZNF680",0.994966107440247,0.487876167652924,0.137879573385785,0.992259407871516,0.871445955061459,0.273844205207407,218.6552,192.5041,372.362416666667,246.6789,68.356,34.165138356269,74.8387379516046,36.7332388630576,184.4772,161.066,231.717575,186.9877,252.8332,249.5512,526.1129,257.44235
"ZNF483",0.998118600618343,0.811305453496308,0.494253485996968,0.61580629012492,0.221560017782287,0.970244796431298,24.31575,17.58526,58.1670833333333,68.84442,16.86695,5.80778252361433,24.3135870808679,15.8047409769825,15.882275,3.8168,16.08655,30.131225,32.749225,27.797,90.752175,84.6735
"ZNF417",0.878158635395714,0.999864828158063,0.679746871323566,0.835791968340112,0.128289200620969,0.66771053918003,266.95225,206.96036,272.56775,329.5271,99.82005,35.4251397922803,26.3268879567987,35.0827635817774,217.042225,188.6587,229.997625,246.15865,316.862275,216.686,298.446225,380.566025
"ZNF791",0.479921407545054,0.99755518916109,0.140571915057619,0.800211945723505,0.0113580107008833,0.713439063897767,440.33135,274.31034,461.209783333333,536.07662,10.55315,14.7384651226171,46.2161513852709,56.0312105394917,435.054775,250.8977,384.383425,439.477125,445.607925,300.5243,499.684225,524.6287
"ZNF519",0.931834094239596,0.665513639722558,0.886577256189453,0.465769497230224,0.641627760201769,0.975799985119479,38.0638,48.78262,58.1869166666667,62.75109,7.7928,5.09810411372698,8.82707240344221,8.01460713201492,34.1674,44.711,39.63945,47.771775,41.9602,54.5758,72.787175,76.07475
"ZNF25",0.921830618455067,0.954793893259853,0.423576177192691,0.840073088134783,0.179098547623427,0.972377874196027,274.28305,195.73378,337.00945,370.30738,19.62755,36.6559733853488,65.6393409494476,54.5695127110323,264.469275,151.7961,228.9147,242.21075,284.096825,186.1296,362.943425,445.062375
"ZNF77",0.418018593659625,0.838864692620717,0.72369706363882,0.616348552327523,0.91082262711529,0.950742471232097,47.80595,87.8017,68.4732333333333,76.80271,2.88045,13.9636269692727,7.38203241330672,11.5736887421662,46.365725,74.1599,54.555975,46.790425,49.246175,95.9651,83.095725,101.389875
"ZNF169",0.943549142124597,0.719905841757239,0.913010282591702,0.819047198361296,0.980323879915969,0.98351762116948,77.8244,98.85038,116.7125,108.31816,28.4762,18.2625357034942,10.2270352031922,17.4104221117646,63.5863,71.263,101.32405,72.7407,92.0625,141.0867,116.37875,115.223175
"ZNF613",0.257909921958069,0.229474015817589,0.999982676868302,0.314116901800643,0.977586062660193,0.965338382137383,149.35545,92.12072,91.3402666666667,99.99062,61.13385,4.91161792899244,9.92781051392725,12.2526327467184,118.788525,91.8911,77.504475,68.949475,179.922375,100.8111,92.393225,108.699775
"ZNF404",0.174815751555661,0.234744191922467,0.989197354119558,0.65043615875195,0.392456166725007,0.543254635125575,54.61295,19.67414,23.3439166666667,36.92734,10.15295,3.91254364264477,6.53051747635242,7.75049386382284,49.536475,12.7462,13.61255,17.2019,59.689425,26.2154,36.508075,59.290825
"ZNF135",0.911845779986291,0.994076741102072,0.604409158070142,0.543266305946144,0.0405872626235074,0.388448388529037,52.11485,20.83852,63.9028666666667,111.69379,13.70705,6.34396118804332,20.3040372849616,23.0939103459738,45.261325,10.4287,34.013775,33.655275,58.968375,25.627,58.9259,172.73925
"ZNF620",0.955153091708856,0.718694442026826,0.888770431516841,0.688301818664267,0.859687813765884,0.999999833614816,46.18475,62.3348,78.7147666666667,78.5661,21.04505,10.9159022553795,7.51623690347178,15.6404858501192,35.662225,45.3321,68.928725,48.1013,56.707275,62.4859,88.033825,83.48695
"ZNF619",0.990111656806939,0.741219529831342,0.775919035229847,0.627985971548091,0.603919005545385,0.996782281928165,92.13135,100.23686,118.783666666667,122.20078,26.48885,15.6234237527054,14.5032765463226,8.78578325189558,78.886925,73.6086,108.525275,109.028125,105.375775,125.3575,135.6103,124.6347
"ZNF354C",0.613684754799939,0.995694296412797,0.515548254355138,0.939280888538107,0.0632759306820585,0.623622273145718,47.36275,15.34708,41.59905,61.09547,23.38695,8.07776902067644,9.87490796435592,11.9914255561218,35.669275,8.079,23.258575,22.012975,59.056225,10.0095,57.994875,95.0144
"ZNF114",0.979637092190575,0.985785753217653,0.999848596494151,0.98656144238497,0.713277338487085,0.726056709121974,36.39225,1.7038,6.50341666666667,64.20422,31.11245,0.302877752566939,2.08019716556174,48.9198146467661,20.836025,1.1587,4.349025,6.086725,51.948475,2.2442,6.131075,24.318375
"ZNF454",0.895081903330263,0.983589592282669,0.482747178667926,0.757881057841185,0.0975795878408892,0.797978221188815,17.5855,6.9405,22.9079166666667,31.45907,0.338100000000001,1.42275703899155,8.3281313463232,6.76792585862086,17.41645,4.635,10.480975,12.18095,17.75455,8.079,25.50645,45.49925
"ZNF543",0.342033557337307,0.547578694186434,0.942167981730772,0.574723400984933,0.859019264370184,0.997956879858434,264.70905,146.58584,174.531883333333,182.04428,137.61405,31.1741258797196,26.2204590649035,23.648671110571,195.902025,109.5153,146.587575,131.110625,333.516075,144.4929,183.956,238.93585
"ZNF354B",0.997352046357652,0.989341859256135,0.901580213401571,0.972596917074233,0.803289620333975,0.998626925598114,117.59805,111.835,126.6201,129.47231,33.47275,16.4442905618941,16.9059764056778,9.38475424470099,100.861675,96.5104,104.55865,110.81035,134.334425,132.0305,160.04385,148.17725
"ZNF223",0.502545288275451,0.994749805059782,0.135460701547939,0.862679311089569,0.712995820091847,0.426638250054064,104.0542,57.23012,111.8872,80.2589,34.5942,16.4148891649746,23.4339362484837,7.62858525351996,86.7571,31.0796,79.807725,60.2514,121.3513,69.148,126.0657,88.38685
"ZNF713",0.546524289401529,0.897149498930928,0.0513250086788754,0.917488047921488,0.036812238768566,0.998978175339402,82.78135,38.7571,105.014283333333,102.18177,2.64635,9.96373940200164,18.3958278396202,13.6981729758879,81.458175,29.3136,71.1379,81.7214,84.104525,31.6249,144.286475,110.313225
"ZNF552",0.396470929263695,0.989443609467112,0.299841469144214,0.631180777680029,0.872922051598528,0.562495355988934,236.10395,131.67706,216.55895,163.76987,129.26035,17.0537295665376,42.8930825227002,14.779615680878,171.473775,109.0513,134.522475,127.988575,300.734125,151.5729,248.310025,192.7984
"ZNF154",0.993089926881251,0.866604850309755,0.509451334328491,0.654668793532712,0.202843915231736,0.950641385781607,56.80425,36.45024,114.080166666667,139.00161,17.46535,3.02992166789836,30.6515748028566,37.7709880755924,48.071575,29.5481,73.44135,52.423675,65.536925,41.4395,109.7005,176.44185
"ZNF571",0.00873868515920595,0.00488200063596078,0.995248781882823,0.00137424159555488,0.867403333661316,0.94821398209644,182.85335,91.16212,86.8652333333333,78.46548,35.72205,11.9944030722833,12.270124055517,9.01931580985806,164.992325,70.2967,64.061425,58.674875,200.714375,120.3527,112.1047,89.983375
"ZNF443",0.97645718939038,0.607836782115791,0.685613037525309,0.896679775969618,0.983002558500211,0.794496776320814,60.7188,78.60526,113.9761,89.05974,17.4227,21.9377811601948,21.5679186158362,17.6569621150928,52.00745,54.3088,71.558525,52.94725,69.43015,91.5411,160.322675,109.477775
"ZNF792",0.999998117950248,0.992809247091615,0.979410778142476,0.85848719088134,0.668891517239433,0.873317830406301,175.63565,172.17874,228.933983333333,322.88993,72.51645,38.8163257133464,36.5319816158246,106.566971905395,139.377425,97.0556,181.224,169.06135,211.893875,207.3609,233.2166,287.622075
"ZFP82",4.77563319700725e-05,0.000337351643164174,0.49884985572023,0.000523287940661921,0.145611286733224,0.890358444822918,314.4636,27.9199,77.1089166666667,98.09705,100.8064,5.10474979563152,12.7808397758368,19.9562026062645,264.0604,22.9008,50.067,49.268825,364.8668,35.9212,100.193675,160.85315
"ZNF707",0.466970926441235,0.995051261205642,0.338244401435085,0.88937368891736,0.603507839011925,0.896898029225804,281.69015,161.66112,262.829416666667,227.98386,41.63385,21.0576711367948,49.772878372727,31.8576679341976,260.873225,113.5574,187.2466,157.9872,302.507075,192.5643,326.6803,264.723575
"ZNF746",0.636114933765175,0.779738056778247,0.981398175185331,0.408313151540584,0.974705070023217,0.813200360066643,702.7364,590.68048,616.127416666667,565.05766,96.6118,32.4543255278769,37.552209129552,41.6157262508463,654.4305,574.0575,568.04045,502.185775,751.0423,626.4995,639.16165,654.980575
"ZNF678",0.90642818444282,0.804156326497828,0.991454633674844,0.999560992942711,0.816786381242954,0.593991551835532,88.2908,71.09684,65.7737833333333,85.78533,15.8979,11.5083514095026,6.02767627694215,12.2631927030448,80.34185,57.8995,56.879775,51.759375,96.23975,93.2694,75.568125,103.747375
"HKR1",0.290115042191217,0.424195522564281,0.972985896958011,0.33637750965705,0.984778686271361,0.999185102491914,623.41275,395.15196,433.75125,423.74428,68.24515,84.1181471300195,56.8943918774762,43.9523366716816,589.290175,270.4471,363.307825,340.2295,657.535325,531.8671,465.4972,500.0298
"ZNF101",0.474896272275881,0.793265390776519,0.860368394744827,0.9523116871343,0.455648069936538,0.905997132699043,255.01905,150.15726,190.7264,220.39149,67.40265,24.9483376709271,14.7663284124615,35.0180264813153,221.317725,132.8546,160.065075,158.015925,288.720375,144.7284,212.24445,215.53755
"ZNF716",0.999999994375709,0.98007709510875,0.952734474690605,0.740274119854188,0.487980169449803,0.793991543144908,0.1164,0.04766,10.5614833333333,26.38174,0.1164,0.04766,8.25944443831491,14.5190299967181,0.0582,0,0.6929,0,0.1746,0,6.043975,29.1138
"ZNF708",0.980754104612249,0.99466171568808,0.827403746021672,0.909440534145072,0.446327717403534,0.928239689529335,252.8685,182.27332,297.260216666667,366.98583,2.2525,29.1827040324128,17.7813067962475,100.562028743418,251.74225,154.8474,265.8097,238.319325,253.99475,213.5367,320.377875,310.448675
"ZNF721",0.550615523248793,0.447083620522518,0.997236998555782,0.420371864368555,0.998214220536698,0.999952449721371,319.48765,487.65324,505.467216666667,501.56524,7.07655000000003,61.4669260965326,49.8336717516274,55.5680828507781,315.949375,384.9937,407.405775,356.263625,323.025925,594.4638,605.316225,655.616625
"ZNF662",0.990973287023743,0.843736360622222,0.450232519275158,0.589377654130256,0.145805803805167,0.92658170685741,45.2737,22.7571,106.90215,136.01177,12.4525,5.43616437564208,32.918895506297,37.5797527182186,39.04745,16.158,52.9689,26.63525,51.49995,22.3555,162.590925,213.6027
"ZNF320",0.138029727096938,0.389399199384201,0.772787146768649,0.144378495961881,0.990855078928283,0.846769270490367,849.26575,375.01794,519.63215,415.05861,393.95845,40.676092825462,100.024130472731,76.7555512283313,652.286525,293.8217,347.4816,260.115275,1046.244975,404.6711,699.741775,511.816925
"ZNF530",0.939786848469247,0.795754971584858,0.968854627019218,0.196967501837767,0.200706677084283,0.370293539697058,17.03185,32.75052,41.7277666666667,70.00272,7.25535,12.3073305719559,9.41930726683821,12.8417196315308,13.404175,8.9938,24.931775,49.03425,20.659525,56.878,58.764725,76.3607
"ZFP1",0.0438430022766563,0.0483915020801574,0.998449121058593,0.351858893694944,0.225480313377607,0.251421382899081,396.10405,201.37582,209.282466666667,289.6777,125.77675,19.1449276462566,26.2163304679693,26.8295128223463,333.215675,182.1156,165.9208,229.068575,458.992425,231.149,257.577625,335.204875
"KRBA2",0.369581869183853,0.998459689182025,0.195209173051382,0.970083615947787,0.0239857921618805,0.794662622552936,79.6982,35.1853,75.4915166666667,90.6898,14.9868,2.72078262454023,12.9734440509942,12.3855097578313,72.2048,30.2669,62.633225,67.043375,87.1916,40.395,76.6736,111.500275
"ZNF93",0.998647181401411,0.998110709897068,0.969690133353583,0.977953325961931,0.854029285668605,0.987763099296031,136.95975,146.67794,126.349683333333,113.70437,15.45135,31.0938027993779,31.1811137414025,25.5811661838638,129.234075,105.9246,66.52995,65.842525,144.685425,138.4951,164.299775,146.1913
"ZFP90",0.178075481835437,0.436014730897126,0.816928597180469,0.762294111328461,0.271460984607199,0.772746595176667,645.32795,373.72322,454.4261,529.88579,25.91455,51.3093289164592,52.2338427007944,58.0761704459745,632.370675,262.4565,388.467125,375.94615,658.285225,460.9515,552.589725,677.15205
"ZNF479",0.688363661754207,0.412333833099112,0.931094895559027,0.793740322712376,0.979092619847007,0.683621255848154,1.16385,0.32706,0,0.52022,1.16385,0.227474397680266,0,0.360588312745836,0.581925,0,0,0,1.745775,0.4766,0,0.27525
"ZNF445",0.943951538722551,0.892980228509068,0.34077657405493,0.531232136584786,0.0524485708351266,0.784375489023236,621.4136,504.08892,767.235433333333,889.72053,108.611,61.7790291507272,77.1702420513273,101.818803416454,567.1081,425.0449,706.93725,741.410225,675.7191,516.2225,822.638475,973.111575
"ZNF74",0.859739920890224,0.649674699200973,0.958769976007231,0.706387070871631,0.987853624727335,0.995030524260942,264.12035,342.96016,379.0283,364.23769,35.07005,48.583776741363,58.9454950462544,36.3592084199571,246.585325,249.7103,281.56335,306.512875,281.655375,440.3052,409.370925,401.0429
"ZNF829",0.20238568147453,0.989074434406752,0.106439937354043,0.999983738059171,0.0226388446645792,0.946218637402061,24.39,4.21236,21.4000833333333,24.7094,8.1985,1.02555107703127,3.22556213523748,4.87630226590236,20.29075,3.4762,18.051875,8.8842,28.48925,5.5135,21.8215,37.5972
"ZNF267",0.20949901973227,0.142785802471973,0.995338544752483,0.0190553115538432,0.446035814252149,0.551672563493133,719.23195,513.51824,496.430466666667,413.10219,67.46285,36.6512229011475,69.0747246430785,32.9180281669565,685.500525,473.9677,368.2946,355.339225,752.963375,515.7293,556.254525,473.1791
"ZNF566",0.184742813711064,0.447462562870377,0.817975160848723,0.71436374745615,0.340280060340224,0.853014640073685,343.86265,208.94002,249.344,280.9184,40.44835,31.4251491711877,17.5660226989113,29.5116160701059,323.638475,155.2723,211.82995,222.4074,364.086825,279.7165,279.26995,348.14365
"ZNF224",0.47255027527539,0.964891658508709,0.513593300524877,0.471042331063747,0.99839952548428,0.473642326527083,291.6159,179.73092,256.811833333333,187.8446,72.696,23.1221421938236,52.6878395999853,24.0796657900395,255.2679,149.5147,183.568675,147.089175,327.9639,184.9166,250.746525,206.668175
"ZNF529",0.0161757229423165,0.0189542143130476,0.996545899634097,0.0376791568622282,0.780225356646173,0.87269402462854,672.88205,304.62068,321.425016666667,372.73821,147.01085,40.020375056281,33.3349277849467,49.335865314656,599.376625,268.7814,277.1277,283.522975,746.387475,373.3573,385.273225,456.2262
"ZNF284",0.0695528220428893,0.971092559524085,0.029736787459483,0.30470426323408,0.457776905967279,0.221199740765711,61.23105,20.4191,54.63525,35.55108,14.79315,3.86405536670995,11.4636032636267,4.44714761021789,53.834475,13.0162,36.753875,28.94645,68.627625,27.8081,68.213025,39.583325
"ZNF749",0.996898706785102,0.978979090537883,0.994534130849373,0.993994551749557,0.906472289785158,0.750166032365221,123.2117,113.08656,104.21015,134.93518,40.1111,20.8288198566457,5.54185952527068,24.5387764964298,103.15615,89.3178,97.386425,99.5801,143.26725,132.6767,109.304225,139.365325
"ZNF17",0.806462387924526,0.989698297720574,0.841305045478394,0.989460070754722,0.300783630522021,0.779978331065571,150.3834,120.30094,140.3577,159.9694,40.7465,12.9622758009772,18.6401120329609,12.2114758166243,130.01015,105.6747,103.78475,130.17645,170.75665,135.8437,181.531625,183.621275
