"gene","Mucinous-Mixed","Papillary-Mixed","Papillary-Mucinous","Poorly_Cohesive-Mixed","Poorly_Cohesive-Mucinous","Poorly_Cohesive-Papillary","Tubular-Mixed","Tubular-Mucinous","Tubular-Papillary","Tubular-Poorly_Cohesive","mean-Mixed","mean-Mucinous","mean-Papillary","mean-Poorly_Cohesive","mean-Tubular","SEM-Mixed","SEM-Mucinous","SEM-Papillary","SEM-Poorly_Cohesive","SEM-Tubular","Q1-Mixed","Q1-Mucinous","Q1-Papillary","Q1-Poorly_Cohesive","Q1-Tubular","Q3-Mixed","Q3-Mucinous","Q3-Papillary","Q3-Poorly_Cohesive","Q3-Tubular"
"ZIM3",0.996734058761373,0.975180281749488,0.751826537447787,0.99998292009489,0.994413434416025,0.806584850962765,0.999947013544801,0.955524234168663,0.923213369095147,0.993001448116523,0.704,0,1.84213333333333,0.539666666666667,0.9183625,NA,0,1.39293807272414,0.539666666666667,0.628071156665247,0.704,0,0.47665,0,0,0.704,0,2.7632,0,0.677975
"ZFP14",0.325319301149204,0.309423632106996,0.999967388364851,0.626989217124409,0.812897457707245,0.797846561465588,0.303242914933951,0.996701904878771,0.998929948017761,0.786369936869349,332.6294,167.651,174.286066666667,228.033916666667,186.1577125,NA,33.4499,27.5731752376794,32.7851908610825,23.5414262402885,332.6294,150.92605,154.7226,181.01665,141.755575,332.6294,184.37595,200.89525,258.271,240.42605
"ZNF473",0.911729230169063,0.995349986251183,0.961659599995727,0.445155588265369,0.84142635286026,0.297228994758811,0.732068324398767,0.996565875872306,0.697337897782572,0.833800012092086,442.4498,333.2878,396.910133333333,245.400116666667,304.46955,NA,52.7672,92.2083678416143,25.5795824189843,40.1337243534884,442.4498,306.9042,309.73605,220.97,230.0534,442.4498,359.6714,466.5221,250.457375,314.287
"ZNF614",0.881437293788433,0.740290289709172,0.998082472431185,0.341557851846492,0.768779945654874,0.866894091107621,0.961233433118081,0.980541066450255,0.832412202668781,0.127306999755861,108.4125,221.68495,248.7653,316.666033333333,178.5400125,NA,124.73705,110.807501443539,23.1819753179443,22.3269678978411,108.4125,159.316425,153.8915,270.68805,156.74735,108.4125,284.053475,345.7799,364.39585,214.3267
"POGK",0.997891834550337,0.636327330015221,0.238788941510302,0.732295922033921,0.273583598082527,0.993915606286257,0.9292367101728,0.557630713442519,0.77831508174096,0.886555312356662,1964.0971,2116.19795,1305.76736666667,1421.3621,1622.5735625,NA,266.65665,199.52793531836,70.6672482041245,186.772371892191,1964.0971,1982.869625,1115.16155,1313.2011,1222.687925,1964.0971,2249.526275,1452.16445,1436.3137,1813.00475
"ZNF514",0.999645358551001,0.97051281209615,0.984258136272791,0.960762816024045,0.974475593983696,0.999999990347696,0.87404144652479,0.864370443910173,0.991743588575472,0.983079074220351,129.5319,157.49435,213.1041,214.263766666667,247.8129875,NA,34.06525,25.1035966042717,22.5176646794417,57.7496141706946,129.5319,140.461725,198.46805,191.237825,135.96765,129.5319,174.526975,238.08515,243.1511,265.34725
"ZNF300",0.0804576459001569,0.935429883007024,0.00197521250001897,0.996929854432788,0.0128830640923031,0.424362480945776,0.539477418111093,8.7470286662783e-05,0.783833695307191,0.0142320772310841,85.8853,191.3996,58.8095666666667,96.9459666666667,35.3163375,NA,6.0316,24.9419941577342,15.7419185358852,6.91364789549156,85.8853,188.3838,40.1964,87.242675,27.4769,85.8853,194.4154,82.4946,106.99985,39.66745
"RBAK",0.918414126218585,0.358015407191614,0.697227691614712,0.999999967482369,0.715813548489576,0.0459343172155255,0.992159885587465,0.952503412376382,0.126827986723763,0.899502253824868,555.2306,756.71925,992.449066666667,551.172183333333,645.9382,NA,46.21655,229.202527441434,30.7988244260439,66.4236875874461,555.2306,733.610975,781.87005,503.779275,506.45315,555.2306,779.827525,1176.114,558.308675,774.410425
"ZNF92",0.859847189068907,0.999265213999347,0.842018131254975,0.68050961409732,0.998436881178731,0.494149643455191,0.915999498346351,0.993959245319091,0.889413736472343,0.844960237768583,483.9845,313.8777,445.851633333333,281.191683333333,358.7740875,NA,21.4006,53.8069665766535,34.8701928324887,66.3037395946742,483.9845,303.1774,403.2815,264.52175,286.9571,483.9845,324.578,495.63635,317.024725,415.1823
"ZNF157",0.525971352970898,0.999982369995951,0.305155360888346,0.774761074365612,0.909494263622951,0.509051257060867,0.999775713326686,0.221781195695507,0.999955321183806,0.323810867641212,0,5.3211,0.287833333333333,3.41675,0.5009125,NA,5.3211,0.150516160077396,1.29853819909158,0.29445465660965,0,2.66055,0.1777,2.3458,0,0,7.98165,0.43175,2.740575,0.681725
"ZNF182",0.971039341631287,0.999987860000875,0.949710300792417,0.997563007528814,0.986308226257154,0.996480475541108,0.991942171712803,0.995696889587211,0.982042650372927,0.999456923645757,188.314,137.7263,181.839066666667,165.201733333333,157.3238625,NA,6.7979,37.4790607597244,26.1403476917793,26.5364854765091,188.314,134.32735,146.4994,115.104225,121.909175,188.314,141.12525,210.3182,196.8107,159.67295
