"gene","p-adj-GASTRIC-EBV-CIMP-GASTRIC-CIMP","p-adj-OTHER-GASTRIC-CIMP","p-adj-OTHER-GASTRIC-EBV-CIMP","mean-GASTRIC-CIMP","mean-GASTRIC-EBV-CIMP","mean-OTHER","SEM-GASTRIC-CIMP","SEM-GASTRIC-EBV-CIMP","SEM-OTHER","Q1-GASTRIC-CIMP","Q1-GASTRIC-EBV-CIMP","Q1-OTHER","Q3-GASTRIC-CIMP","Q3-GASTRIC-EBV-CIMP","Q3-OTHER"
"ZNF514",0.958195650719003,0.0998655024277785,0.195792329132781,155.65006,133.2017,263.04785,21.246471911581,3.6698,27.1110806272961,123.4291,131.3668,210.747075,167.3937,135.0366,291.928275
"ZNF300",0.998569247209742,0.586621179559909,0.808319591199251,55.55566,58.8877,95.51103125,32.8694899248315,26.9976,20.3175902405131,11.5875,45.3889,40.39175,36.5322,72.3865,105.13335
"RBAK",0.569244602652933,0.368829357607235,0.977989794696813,573.62134,768.74425,734.48809375,47.7299266352107,213.51365,61.0874571379158,475.8395,661.987425,542.6131,625.1192,875.501075,838.2891
"ZNF92",0.910340878906847,0.92690681248899,0.976537684935151,348.31522,405.982,380.0430125,39.0382199730136,78.0025,46.1955833353353,335.2783,366.98075,269.92865,406.7207,444.98325,477.958575
"ZNF157",1,0.264765856768389,0.525319757117047,0,0,2.30644375,0,0,0.807324455220697,0,0,0.4363,0,0,2.4726
"ZNF182",0.841595602546489,0.287590104404178,0.901192018732493,121.18698,171.4382,206.36090625,11.4298696389941,16.8758,30.640582959574,123.9861,163.0003,121.356575,134.5722,179.8761,256.846975
"ZNF673",0.295341475828928,0.00835623678508046,0.831915318915427,94.30608,198.33705,233.55511875,29.7505755009277,36.79145,21.4476223317454,45.8015,179.941325,169.16185,153.2284,216.732775,264.8291
"ZNF41",0.746969046372378,0.238251008730793,0.942650285896037,255.48264,344.09395,379.6091875,20.6200274865142,45.90955,41.0586952523923,223.5551,321.139175,275.47455,271.2107,367.048725,388.467425
"ZNF7",0.954938769352339,0.881406607599492,0.793934244996765,462.73108,426.97195,499.04305625,84.3557712287867,36.75015,34.8058667338975,314.7407,408.596875,383.173175,560.3725,445.347025,612.050525
"ZNF214",0.81219816525028,0.999152129442846,0.787635747194645,34.32366,43.55335,34.6825625,3.75169008136333,20.50865,4.67972816138818,26.6484,33.299025,24.158375,40.2765,53.807675,47.929925
"ZNF215",0.362017798892231,0.930029098622761,0.40697468467617,42.38992,88.3445,49.7187375,18.3420022481298,29.2197,9.69212491930465,7.6263,73.73465,20.909925,80.1527,102.95435,69.12375
"ZNF547",0.380465083488746,0.0344331944319495,0.94000241847434,22.07682,41.7245,46.07289375,4.42991317188046,14.555,4.63430783143924,25.4337,34.447,32.332375,26.7787,49.002,56.78715
"ZNF773",0.971207542157097,0.0941657051136107,0.438042930497473,34.61744,43.15045,84.698075,15.1366143291226,7.53595,11.9897530759238,19.2998,39.382475,55.1862,33.0808,46.918425,99.41075
"ZNF776",0.30456498035022,0.492978540549955,0.64457283071381,329.7431,523.33295,419.9900875,59.223702942631,279.31755,31.5760485923863,306.8289,383.674175,343.576425,317.022,662.991725,462.9153
"ZNF256",0.876542197308438,0.761991938573214,0.566802868250746,58.0891,37.9868,75.83683125,25.0690370977826,16.5715,12.0494359671996,18.851,29.70105,46.701475,112.2498,46.27255,106.30095
"ZNF599",0.962186106814031,0.155172618112138,0.569594225257215,47.93256,59.3398,98.97356875,16.5457924439599,20.2691,13.9593472145659,28.9457,49.20525,62.057375,44.711,69.47435,109.779
"ZNF18",0.420746733759668,0.999405212513624,0.355481327026147,150.51312,194.071,151.1961375,16.59698707011,7.61850000000001,10.6674463833036,124.9719,190.26175,109.347375,172.0742,197.88025,185.216225
"ZKSCAN2",0.0428293160892866,0.550808191743282,0.0984073570372063,129.4637,237.29265,156.2503,23.6299887546947,3.81965,12.538728855098,81.6918,235.382825,122.97565,163.5661,239.202475,178.136425
"ZNF689",0.0129077372409753,0.436554949550775,0.0371272040656038,200.30936,445.24575,259.7289875,58.4874560895377,121.45615,17.4570949381999,142.2801,384.517675,222.406,211.3495,505.973825,306.772325
"ZNF19",0.964961668770092,0.476596530300284,0.860525570128807,41.96136,47.9864,59.1047625,4.99497602662916,12.1298,7.96034875830343,35.2399,41.9215,40.8028,44.6118,54.0513,66.41655
"ZNF230",0.356606179599244,0.955738519144244,0.373409802865465,95.72374,133.0452,100.38595,13.0491508938168,15.494,8.22430861127548,80.7899,125.2982,76.1209,123.9861,140.7922,116.474625
"ZNF222",0.332562290710799,0.864977051017941,0.426418040239594,34.44374,56.1361,39.1417875,7.62139385562772,3.7618,4.63306799235016,20.7197,54.2552,24.26785,48.0881,58.017,49.1447
"ZNF221",0.672941402299382,0.0124930603154388,0.457342355548646,10.60026,26.8025,47.4296625,4.44103057393214,10.5083,6.32536931477045,4.3621,21.54835,31.3935,12.3928,32.05665,60.572775
"ZNF233",0.574460137002973,0.287107330044963,0.095822733251413,18.73392,9.5918,27.2939,1.36324154734222,2.3758,3.06606756489481,16.9029,8.4039,17.30865,21.8241,10.7797,34.626275
"ZNF235",0.62211479428752,0.500127332152788,0.961230108003069,74.27956,101.61985,94.6289125,13.3985125015652,31.78745,8.79532915704824,50.4838,85.726125,67.290425,86.1479,117.513575,108.63365
"ZNF208",0.999841926579713,0.773740241991407,0.894815503305719,13.2442,25.35215,314.00370625,4.49467901067473,1.41695,246.707207330609,4.0556,24.643675,23.370325,21.1349,26.060625,115.77695
"ZNF714",0.954850810578387,0.441683477661204,0.85910230173562,180.80028,287.89975,462.46365,32.7587530712846,124.57695,126.632462233539,147.7404,225.611275,215.06125,196.3775,350.188225,439.507025
"ZNF394",0.926307484817571,0.943626533181509,0.800852631552974,525.8723,575.7152,499.31170625,112.906671227718,34.2813,32.3905615090279,320.4701,558.57455,410.8002,694.6698,592.85585,568.82615
"ZNF333",0.984895190612813,0.248186855714537,0.620428168050121,125.68362,153.6052,295.5460375,9.88407786070102,42.8045,57.7563775730567,106.7684,132.20295,181.686925,134.161,175.00745,335.52705
