"gene","TUMOR FREE-[Unknown]","WITH TUMOR-[Unknown]","WITH TUMOR-TUMOR FREE","mean-[Unknown]","mean-TUMOR FREE","mean-WITH TUMOR","SEM-[Unknown]","SEM-TUMOR FREE","SEM-WITH TUMOR","Q1-[Unknown]","Q1-TUMOR FREE","Q1-WITH TUMOR","Q3-[Unknown]","Q3-TUMOR FREE","Q3-WITH TUMOR"
"ZNF195",0.780770057904371,0.785078722889098,0.997281424509594,549.17265,453.693718181818,448.122075,73.13325,45.496588589532,42.7848791539502,512.606025,318.784975,356.364475,585.739275,533.2203,551.9959
"ZNF263",0.947228208586538,0.923922985589016,0.985113138380109,611.30695,571.977036363636,560.4215875,9.30234999999999,29.2999193061471,88.4170171049011,606.655775,501.2095,389.203725,615.958125,614.533225,645.8789
"ZNF200",0.981863784447007,0.831891321322347,0.715514093329841,224.0161,212.730195454545,185.583475,16.8598,20.5762838579118,11.7061569471513,215.5862,148.327925,172.45385,232.446,240.263125,200.9874
"ZNF582",0.341044595785641,0.67295875819117,0.634924289381441,5.31665,27.9040318181818,19.79665,0.71315,4.98086591578336,5.78513920220841,4.960075,8.8226,9.9739,5.673225,48.568475,22.003575
"ZNF285",0.652377150478722,0.503287640102407,0.83295641622901,43.2272,26.4622181818182,20.360425,36.1127,5.15413085859036,8.54797787492854,25.17085,5.198875,6.411625,61.28355,42.464075,23.99045
"ZNF275",0.99990279326917,0.92380160573895,0.763423235578831,884.83615,888.136563636364,985.8672125,272.57415,73.2603821741227,108.257578994369,748.549075,656.13565,878.2518,1021.123225,1037.52795,1053.4039
"ZNF37A",0.948135488803332,0.880733102073825,0.929472131835775,614.41475,665.658245454545,699.2406125,174.87175,40.5144606634117,105.457311815735,526.978875,558.892675,544.2775,701.850625,769.131275,802.85835
"ZNF510",0.122484408400608,0.157360289742757,0.999999353217815,492.58305,340.610345454545,340.655625,23.84295,24.2666701387533,20.7620571798976,480.661575,251.227175,315.278975,504.504525,407.33265,391.019725
"ZNF506",0.986808840444752,0.948965558186064,0.947480443459945,598.65145,628.385513636364,661.9152375,247.96915,60.4001526124732,50.3887516546881,474.666875,466.418175,597.193775,722.636025,789.96395,763.762325
"ZNF324",0.620686960183437,0.817879957605565,0.863033883652068,141.6699,177.952904545455,166.752225,2.72869999999999,11.1686973503048,19.7261505145522,140.30555,148.695925,131.38865,143.03425,200.3242,186.011675
"ZNF671",0.995312087845208,0.982592729590122,0.868523029517001,95.9961,101.385904545455,84.8400375,47.4504,18.4163653287977,18.8921259057646,72.2709,43.66955,48.762925,119.7213,109.870425,111.713375
"ZNF416",0.140093299926703,0.174702745597977,0.999877963344285,150.9518,93.5144454545455,93.2708375,16.6141,9.08293946909785,11.1351114949825,142.64475,70.196075,75.78085,159.25885,116.164925,107.3123
"ZNF586",0.994688261005023,0.971601538731705,0.81377587981175,213.552,207.775681818182,227.939325,1.5558,16.4715900420789,32.2511026162271,212.7741,143.442825,175.1942,214.3299,240.944625,283.537475
"ZNF446",0.925096659361936,0.931957340424214,0.999916941986665,195.1524,176.441172727273,176.1000375,56.3075,9.7413835196291,38.0870445355951,166.99865,150.873775,121.5795,223.30615,190.98705,220.859425
"ZNF8",0.719116843017894,0.486032863735046,0.688366989297474,193.79505,250.823390909091,284.778725,57.07335,22.0693968053205,31.0316265434139,165.258375,153.81495,228.5191,222.331725,311.185075,287.94545
"ZNF264",0.760365795252835,0.887731434247276,0.925354040666416,1475.6624,1251.8054,1318.1464625,363.6345,98.06067728423,103.375210676488,1293.84515,893.649325,1090.799775,1657.47965,1551.650725,1448.128125
"ZNF213",0.00789233902548458,0.0049712379244321,0.730437352472492,1015.91505,666.689331818182,621.1278625,14.86885,25.5385500257074,74.4807176398072,1008.480625,604.889425,437.609425,1023.349475,763.67935,761.933325
"ZNF343",0.577477644336505,0.997323065230537,0.23341991856498,359.19085,264.274477272727,352.16635,118.31495,18.4046324262416,71.5108697074787,300.033375,212.887125,254.29465,418.348325,280.506725,328.302325
"ZNF302",0.856828056627702,0.998172530853568,0.545886938458412,552.76635,375.684222727273,573.3295375,3.41695000000004,37.7980421041763,306.280866669316,551.057875,232.1207,201.899475,554.474825,479.032625,342.431375
"ZNF268",0.896786293328121,0.999009916628821,0.756269752825575,392.27325,342.046677272727,387.1570875,261.83845,31.2318711281381,39.6821583117402,261.354025,263.147175,296.0398,523.192475,394.048775,502.677425
"ZNF184",0.986667712690032,0.557974129452096,0.217558925572132,213.3568,222.356609090909,277.57515,74.988,14.9883567934524,33.2099228853527,175.8628,184.751225,210.826625,250.8508,247.9267,329.489375
"ZNF500",0.838812148272137,0.948517767588774,0.907662199320615,271.3708,305.905168181818,291.5942,9.80980000000002,15.4922292464836,39.294885993318,266.4659,259.486175,211.338875,276.2757,348.454,395.4278
