"gene","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage IA","p-adj-Stage IIIC-Stage IB","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage IIA","p-adj-Stage IIIC-Stage IIB","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV"
"ZNF746",0.971805633249976,0.899551124849655,0.331500600564188,0.999954525061352,0.995481753819912,0.620849802251482,0.954310836178812,0.999997985714705,0.369168343438556,0.987680007536595,0.99467544047746,0.99999990520314,0.491385417682965,0.99978105982121,0.999949745491276,0.997084314156024,0.566895040309022,0.996695023273311,0.89961912541721,0.615597133494175,0.772401678966593,0.999999998649341,0.95089331948602,0.76688774372609,0.9999712807529,0.93880512281855,0.992841927245317,0.976293088268185,0.966444018048481,0.999999741506215,0.400330433774124,0.992481102734746,0.999999999994666,0.999984690334627,0.656431478899256,0.955635996442492,589.067733333333,664.478225,475.03325,616.771616666667,687.15125,650.912733333333,536.148225,596.247842857143,681.9406,66.8813576005136,33.6637689650257,173.01495,17.6256460275629,112.19695,69.5517171018405,25.207639171138,18.9446132346733,83.8635,526.66945,638.776925,388.525775,584.341,631.052775,584.1657,521.84085,568.5756,640.00885,641.1158,702.08665,561.540725,652.858925,743.249725,701.21865,561.491775,618.15025,723.87235
"ZNF678",0.97382585199796,0.999872217784419,0.999959123845496,0.92838765754593,0.99999999377766,0.999674593756686,0.998416978003442,0.999999831745831,0.999999935462061,0.999993833956417,0.986067240203572,1,0.999985659774859,0.999999970734055,0.999999972897137,0.986430011078498,0.999999998230912,0.99999440222444,0.999998841943249,0.999999998745534,0.999999999970737,0.999657011071172,0.609244356195702,0.977141950919908,0.369215062992954,0.929683126686503,0.74148319026604,0.691071108849761,0.998079171742528,0.999999925679446,0.99999986674868,0.999996367639891,1,0.999999989932588,0.999999999746655,0.92312616039403,99.0944333333333,68.765725,82.3931,65.4519666666667,75.50175,69.8625333333333,71.865525,113.515142857143,74.84105,35.9805872010789,10.3120356899414,21.4601,13.600564197039,3.10885,3.86546766654581,17.6334878030588,18.2030249792884,1.47055,65.39025,57.619725,71.66305,43.212025,73.947325,66.00525,50.8945,100.43845,74.105775,126.854,70.53175,93.12315,69.909625,77.056175,72.0089,89.491675,117.08295,75.576325
"HKR1",0.977649414097631,0.999995009877053,0.934817658828361,0.594278396549081,0.990985179397022,0.532199303487937,0.980468706228543,0.999999984486264,0.943750815667568,0.999720888053877,0.49987685193836,0.948883025325117,0.439751275594653,0.99989932017615,0.993349631680172,0.980065919965852,1,0.939418596207538,0.989391513476875,0.999999964152082,0.944202642240405,0.980925766128166,0.999999986694888,0.939634739285382,0.945770464430135,0.999998026278775,0.860265093556487,0.999999996571148,0.999991761332141,0.999687300360459,0.999392995632171,0.922451854039059,0.999340413099234,0.831076203430553,0.999752230275302,0.999892697064768,320.260666666667,450.51705,272.03875,545.6843,472.51065,600.955266666667,448.071025,434.903828571429,371.6993,58.3341740376466,81.2170065959146,217.13555,86.9412183869922,82.65695,97.8066788563769,55.6870083598107,52.4489420431488,37.079,285.37295,360.984775,163.470975,377.661175,431.182175,547.5588,367.12745,325.5672,353.1598,378.1927,465.421075,380.606525,665.4768,513.839125,698.61985,514.234475,490.8835,390.2388
"ZNF101",0.999350340762075,0.990172738793235,0.845070469379141,0.999336310011691,0.887833214199185,0.99988368278101,0.999999991486483,0.999978267464311,0.986060767679123,0.998443026332201,0.999999999997393,0.998785947311495,0.993019037778008,0.999687877494543,0.999999920016911,0.999999999989416,0.997775975559662,0.990547652928389,0.999443531903878,0.999999849963434,1,0.999993276713453,0.966151572149601,0.997328141080056,0.999986340935566,0.999933031163913,0.999998637615559,0.999997628653566,0.999992283128871,0.999999944427529,0.961244232792453,0.989991884093451,0.999999948928253,0.999979155869101,0.999965457446441,0.99869845543447,188.2234,148.072375,259.5037,225.506066666667,176.9892,191.885166666667,192.289675,208.017128571429,161.56935,46.2386666916698,15.245229249964,105.2669,56.8486377179416,10.6272,29.1589866171268,27.4286614817838,24.6334309750051,32.84355,159.63435,141.703175,206.87025,133.968875,171.6756,162.8636,169.9628,165.9162,145.147575,233.9903,161.87,312.13715,266.383,182.3028,208.8447,215.871175,241.02175,177.991125
"ZNF716",0.99984007114808,0.581627258002835,0.784523249476624,0.999969364777765,0.976825607281401,0.260274401035142,0.999954951937998,0.990992193804145,0.447208422216749,0.999999996937071,0.999999786905419,0.999998481598592,0.700386515144835,0.998944466455972,0.999287241186706,0.999852252688535,0.970563031851909,0.276052771603096,0.999999989648853,1,0.997725901396983,0.999999999691348,0.999824067819114,0.464619477164339,0.999163185425554,0.999621903573834,0.999999979596008,0.998059123648671,0.999951501131795,0.990704054280255,0.444975945327805,0.999999995909854,1,0.999251976659388,1,0.999598147881275,12.0587333333333,23.8779,66.789,3.264,0.1164,17.4299,0.36425,14.0536571428571,0,11.8403090783607,19.4331056688494,66.789,2.71681084398601,0.1164,17.0491776811474,0.36425,12.1091955948452,0,0.2191,4.8141,33.3945,0,0.0582,0.38215,0,0,0,18.0881,25.8301,100.1835,1.790375,0.1746,26.14485,0.36425,6.03785,0
"ZNF708",0.997284496519512,0.0244395564138608,0.0669613819895603,0.999877740652529,0.999989868037244,0.0235513278537489,0.999737742977065,0.999999999771768,0.137427185682883,0.999999943438433,0.999812308538963,0.999999893887425,0.0673146100856432,0.999999999052174,0.999999999930519,0.99724428027987,1,0.0671606291618526,0.999989437975281,0.999999999741865,0.999999886849567,0.999996962629952,0.999554023641823,0.0135591943058633,0.999999379857723,0.999988958014713,0.999996234751398,0.999542958781155,0.999999999998878,0.999358271685458,0.0550231785733224,0.999985231337957,0.999933256120268,0.99996420074375,0.999347451096688,0.999999850259867,201.2225,294.9426,757.0604,257.726333333333,282.0395,270.3199,295.143175,235.295442857143,208.29705,36.2655791859627,22.1479654607746,503.4901,51.5710162309972,26.9185,58.3547850523274,19.6551769341385,15.1141727519611,53.03995,173.4362,260.22425,505.31535,165.092675,268.58025,225.81885,279.75555,214.2719,181.777075,235.2982,328.3966,1008.80545,351.584125,295.49875,325.26145,322.139225,264.44295,234.817025
"ZNF721",0.999947784244088,0.999999999861758,0.99999747813759,0.999980282103138,0.999999999667014,0.999999542593826,0.999999465484631,0.99999999611412,0.999999991820056,0.999999999988995,0.999999958205837,0.999999325303649,0.999999999968166,0.99999994373863,0.999999999866823,0.999999992597621,0.999995304107651,1,0.999999210085062,0.999999995944291,0.999999999999084,0.996516781482882,0.99999464202439,0.999605109257941,0.999898472559242,0.999976012208208,0.999612813900079,0.998561418858438,0.999999280610965,0.999999997920128,0.999999987044775,0.999999999997516,1,0.999999999695175,0.999999992784385,0.999980540279465,419.6056,477.12185,433.079,466.485816666667,457.70165,444.2911,438.17685,512.233257142857,459.16715,95.9955448216912,53.0624339527897,79.7836,72.475474001814,131.13745,36.6096323386346,43.3868865767546,95.5065606001739,59.62745,324.0041,413.6984,393.1872,367.5594,392.132925,415.35655,364.371175,321.41175,429.353425,474.9312,524.7563,472.9708,609.73755,523.270375,478.1824,506.438625,697.41885,488.980875
"ZNF662",0.87084915690977,0.171367978894394,0.760128023446916,0.999231240656858,0.980260753045855,0.249402148142896,0.999148634485183,0.999442055057967,0.581240529459802,0.999999969971608,0.271965185609456,0.935591621992504,0.999766486642403,0.390323811746734,0.786880721064635,0.287219263768364,0.963718986689046,0.997413894309425,0.405955815622957,0.835052097370074,0.999999838828244,0.979832406825245,0.999194843749153,0.384035780984817,0.999909350350825,0.999999984548415,0.583150111096018,0.617751071342499,0.898568482918889,0.999999962480406,0.923860154514089,0.98353963391323,0.998776735262495,0.99186536808761,0.997330056038478,0.998629023630512,14.7277333333333,111.8739,239.2671,53.88235,65.99925,196.3232,182.311525,76.9430714285714,125.09155,2.96981624029352,53.923394847892,126.6045,34.9283573235821,33.17805,83.5924157914062,33.3588437419119,24.5208857757715,20.01165,12.88905,54.9895,175.96485,17.349725,49.410225,120.98715,132.190675,33.73875,115.085725,17.6668,140.13075,302.56935,23.58115,82.588275,265.36205,231.30435,121.09175,135.097375
"ZNF320",0.935107294233555,1,0.972494429618128,0.999999999714432,0.894190045019235,0.999999999998532,0.990302795721441,0.999999988638851,0.995696118228324,0.988384744546259,0.991075769709263,0.999997415402258,0.996665606203707,0.987798378398526,0.999999999217637,0.999997234619358,0.97844708162764,0.999999606937352,0.999999300616022,0.998415779133339,0.998890390310501,0.683612881250991,0.999933691497571,0.838464242806869,0.48996858995576,0.99982438434141,0.997610582266514,0.787818785627623,0.999320314057655,0.999927079352122,0.999754319260151,0.999384192560304,0.999998864120786,0.999999934815625,0.999979238320344,0.993946827721406,312.631266666667,584.34725,320.104,331.422566666667,547.80905,520.2833,377.252125,664.436314285714,472.28965,204.659864143399,123.007143409949,30.3547,52.0163159577945,92.50175,156.62952395948,62.0897621413194,169.380334836794,14.11715,109.17085,457.8646,304.92665,279.136325,501.558175,365.1707,334.885875,323.2063,465.231075,433.52235,667.39035,335.28135,399.5281,594.059925,616.6722,419.15875,955.3601,479.348225
"ZNF530",0.969173215843118,0.409262178815527,0.886373829925297,0.999972579087495,0.993280321525661,0.45675014384892,0.998794877070879,0.757233204276946,0.213983417730905,0.969607153969902,0.999999999972892,0.955179646756408,0.374816986399025,0.999889987999834,0.999403786924435,0.999999824253805,0.986414781403297,0.445906658671463,0.999999917715356,0.991532036826534,0.999998079893121,0.999868432103686,0.996023609682216,0.475276501684623,0.999999999434179,0.952212100859381,0.999586065931462,0.999997944274135,0.999714150579418,0.999977877550196,0.820224203740261,0.999998910010143,0.967033334166652,0.999370819790568,0.999977047311378,0.999999886105522,41.7914666666667,77.109775,128.2983,53.75065,16.0857,39.3895666666667,48.5562,56.1447142857143,62.86725,18.6670867470291,26.0869106389384,1.9733,20.8778824318264,6.3092,5.07324531712964,0.992594836778834,21.3140905559079,1.93705,31.1356,52.330125,127.31165,12.86085,12.9311,34.43545,47.91065,25.11655,61.898725,60.39285,91.80335,129.28495,75.8582,19.2403,42.81315,49.76145,67.88295,63.835775
"ZFP1",0.412674589301601,0.998129219758479,0.942113105482428,0.894007500814799,0.961780073280182,0.999972232733014,0.0969064936491542,0.930027963958883,0.457137531492325,0.408144412285869,0.534360717186829,0.999999999987781,0.966675532218822,0.985182063628614,0.933535670603887,0.210622745203439,0.999917893101247,0.792766187183799,0.771112899918315,0.991241232726537,0.999870762669501,0.840099640756366,0.973542374395672,0.99987393702527,0.999999998290221,0.431012085602072,0.990809003888002,0.800343777893882,0.881183333800755,0.999883930870273,0.999081770475946,0.999979760747344,0.834679100126352,0.999969127176084,0.993009914199401,0.999996139528395,131.659533333333,280.94965,188.2516,216.859266666667,377.02815,276.742133333333,309.5201,222.547314285714,244.31165,16.6652069352422,30.6900064828249,35.6016,27.3458209233717,144.85265,75.0186648142166,63.4563065148374,21.170151284515,29.44105,115.98145,266.44235,170.4508,183.709225,304.601825,203.01805,237.364775,187.99065,229.591125,144.39195,314.4366,206.0524,227.1387,449.454475,325.62165,398.797325,242.13955,259.032175
"KRBA2",0.975769965799487,0.999900205232531,0.875336116955299,0.999971972560821,0.748727420573228,0.999999940440702,0.999999985212699,0.996854624372944,0.999593723357525,0.999804311544324,0.962759184153157,0.99999998081032,0.849779058025427,0.734628698837239,0.993191324545868,0.886376235067933,0.999982953752704,0.71918576773969,0.49642203652207,0.972689813011177,0.999999919884287,0.994488431052974,0.999986486413644,0.933968195916009,0.8238833497209,0.999735590130713,0.999835849042088,0.996093884605828,0.999999999774538,0.979445260082065,0.99999018197828,0.99999937547213,0.999999714612355,0.967857375371518,0.911443482550526,0.995017043356665,65.7375666666667,99.675125,47.41735,53.7317833333333,71.661,104.796233333333,110.928025,89.9965857142857,62.2335,11.4089231104917,26.2764138387888,6.16065,14.2418272211449,6.9496,35.507780507955,25.3162612351684,15.3241836748546,34.0645,54.87425,65.515475,44.337025,30.54585,68.1862,69.29905,80.443,67.0398,45.20125,74.18815,134.80825,50.497675,63.811375,75.1358,123.29605,142.809225,110.5085,79.26575
"ZNF93",1,0.999091731601051,0.998197952966728,0.997503835426944,0.993562274132685,0.999999999946935,0.999999997533578,0.999999999559859,0.998354086787905,0.996484781111886,0.997705808414285,0.995145882685548,1,0.999999999328986,0.996529943758894,0.999998269904941,0.999998869871281,0.989143322520403,0.960712718572561,0.999999998160406,0.974267729053696,0.999994368878384,0.999972177870292,0.999934613780377,0.999753962099192,0.999960325507009,0.999744070127841,0.998286789789591,0.999531836255658,0.999524926466193,0.965099104975605,0.922820586270442,0.999959180011802,0.938763680354961,0.999985378038867,0.987256119396915,102.2593,99.316775,167.53195,160.630283333333,89.77615,168.843,78.36145,127.376757142857,42.70455,36.6842233956688,27.4507373614497,141.82585,75.9378297866415,31.73225,42.5491981123421,15.4541161486997,34.9890028767602,13.63345,67.0602,56.021675,96.619025,77.155525,73.910025,127.84075,63.221175,61.4813,35.887825,128.80685,142.76755,238.444875,130.352475,105.642275,199.1898,79.721725,168.8068,49.521275
"ZFP90",0.928611202019047,0.998361621461952,0.999977452569348,0.936256473874396,0.999999992147489,0.999996912007739,0.867040116061454,0.999972237802185,0.99853468868912,0.99974771986107,0.59413223560124,0.995836345681094,0.977577105329795,0.98306361309823,0.999997946076932,0.467427061950751,0.987914967627206,0.95783536446806,0.955084747355041,0.999986503614973,0.999999999966637,0.870672690320822,1,0.99993846333111,0.999999886262089,0.999967394948479,0.99336855125733,0.978712886694147,0.978635524683547,1,0.999996765526811,0.999999999971548,0.999981046231997,0.998219664267793,0.995529692908758,0.99999999998158,299.647433333333,463.2016,406.4211,447.834866666667,521.544,565.491666666667,574.66165,466.382271428571,457.44455,22.386502473167,119.176984946304,48.9899,87.9472596024521,97.8694,29.3618289453236,60.2812808170511,64.276327934843,107.62475,285.42655,292.499975,381.92615,274.123325,472.6093,544.23445,546.614325,370.75855,403.632175,321.7309,611.982525,430.91605,635.011875,570.4787,593.66125,633.703975,552.31795,511.256925
"ZNF479",0.999999999645833,1,0.999999999981176,0.999992811201683,0.999999177120067,0.999998627901991,0.99999999900171,1,0.999999999877373,0.999999967902085,1,0.999999999645833,1,0.999992811201683,0.99999999900171,1,0.999999999344945,1,0.999985449940901,0.999999998480631,1,0.936511187319856,0.934106739895748,0.975435738297539,0.965114019590718,0.987078781304334,0.936511187319856,0.896484996375232,1,0.999999999870131,1,0.999997655231178,0.999999999517537,1,1,0.972598506641737,0,0.855125,0.1835,2.77385,1.16385,0,0,10.0261857142857,0,0,0.523898678777681,0.1835,2.54914211788332,1.16385,0,0,8.51876578366084,0,0,0,0.09175,0,0.581925,0,0,0,0,0,1.495575,0.27525,0.869025,1.745775,0,0,4.6538,0
"ZNF445",0.472058748864658,0.999506109607702,0.932030334446328,0.999999064653133,0.409419299812312,0.999949367489748,0.999474072894752,0.933537765853158,1,0.999944080468388,0.986436024164286,0.96588954464396,0.999998856721407,0.993893352412693,0.999999018165491,0.611504806445392,0.999999430796079,0.973892818785633,0.570131432853618,0.974665421405542,0.991460899778427,0.7576153207022,0.996806187496676,0.996864371754294,0.716573573812601,0.997023966147116,0.999750330788896,0.99986891079436,0.858518437999871,0.99999266971367,0.995687383604738,0.880015953964237,0.995853626635192,0.999346961392558,0.99999999337618,0.999999569045444,542.116966666667,933.0816,670.96025,586.04975,672.0777,729.146033333333,891.837825,817.902228571429,863.0451,87.1871009788018,227.083266226393,261.88375,65.8955059376169,159.2751,134.871408107579,95.3597532904507,64.1374603232097,11.5045,454.93315,698.44995,540.018375,447.8393,592.44015,616.02725,821.731925,730.2158,857.29285,586.36425,952.70625,801.902125,719.9368,751.71525,849.31225,1006.5284,882.4868,868.79735
"ZNF74",0.999984754624204,0.971634796241025,0.995349926987764,0.999999998398521,0.999630120983992,0.918784358976192,0.992392484419201,0.999479224565268,0.999999925354738,0.972028117163056,0.995852551911915,0.942728698770075,0.684764564849212,0.995593643646141,0.80164335981432,0.999999975967872,0.999999699013785,0.982720797451783,0.99999512493836,0.996519122824577,0.980342340876952,0.999999939559445,0.998951205825635,0.891276253924438,0.999999999919871,0.958786610539383,0.99700451183842,0.999972516077729,0.999999999966923,0.999971509804977,0.975834303952417,1,0.992992070656943,0.999085758470192,0.999999751110714,0.999999999943057,361.631433333333,323.832625,230.18635,372.581583333333,255.29295,448.432833333333,345.008725,378.501271428571,370.32705,20.3433106765126,97.069704984188,45.59915,42.9103470420319,26.24265,98.2684278506299,58.5433410554006,59.4700085827611,30.00605,347.0024,222.237,207.386775,291.897275,242.171625,350.95435,314.7162,290.4185,355.324025,381.18855,348.792775,252.985925,466.26495,268.414275,507.9411,418.725125,396.9638,385.330075
"ZNF829",0.999999158633594,0.998460666126462,0.999848220450767,0.999999928554873,0.999999999597519,0.999365799730869,0.965047403170789,0.986608364903702,0.999976990515777,0.970132282492741,0.812027218580373,0.87909485515662,0.998121211862381,0.783393346363959,0.999998222241287,0.73248481601398,0.808475876833816,0.996347120947164,0.667555017151616,0.999993814247307,1,0.99732071311175,0.99982613765427,0.999999991769633,0.99847694835555,0.999189304180077,0.967473230570578,0.932032799544193,0.999999912211265,1,0.999927821660591,0.999999999997166,0.99381414228762,0.946344869638346,0.918831046529534,0.999957128930874,11.2709666666667,14.3296,21.1356,13.3429833333333,27.26315,31.2847,31.7397,19.3459,14.0164,5.49677635235215,4.92588132232869,19.2314,6.66161046521618,5.32535,17.548423759415,5.13156465904893,4.43241604926811,11.7236,6.17015,10.187,11.5199,1.89715,24.600475,13.8708,30.9797,11.82775,8.1546,15.5954,16.81285,30.7513,25.73915,29.925825,41.8698,37.1264,23.7807,19.8782
"ZNF267",0.999999246168686,0.999998618395958,0.999999999984884,1,0.999999105919107,0.999998618322678,0.999999683420622,1,1,0.999999739300136,0.999582822898348,0.999987112498642,0.999999451211214,0.999219507680777,0.999997820453657,0.990393112907549,0.998207706158454,0.999826213795538,0.978471478488721,0.999657512990585,0.999997746846245,0.999999806515884,0.999999999957587,0.99999999661243,0.999999777215923,0.999999999953361,0.999909338139613,0.992606318134933,0.999999583339496,1,1,0.999999643066579,1,0.999998251005852,0.999693717694284,0.9999999998827,529.172233333333,499.590025,490.97855,525.14025,497.50245,457.019233333333,423.004375,506.679357142857,496.3798,11.4496738839051,106.968227630353,105.65745,29.2406571328433,154.26665,92.2455406047782,113.865549647742,53.1475296476652,50.6231,519.21545,357.9317,438.149825,474.971725,420.369125,406.2068,300.934525,424.7924,471.06825,539.04635,611.679525,543.807275,589.7615,574.635775,549.10005,453.48905,549.39015,521.69135
"ZNF566",0.905441617092421,0.998887064862417,0.999866427534209,0.877080300651016,1,0.999862899603981,0.447205446847617,0.967093145760917,0.891409020619354,0.947678848698919,0.746232679905317,0.99992524441193,0.993606059291306,0.999784930663727,0.998775165839397,0.554985003663035,0.998199130238068,0.973086094224011,0.995414779649089,0.999769433319738,0.999999894370869,0.876989079840978,0.999999999949989,0.999900911130476,0.999999999999519,0.934323357934648,0.999591101001414,0.992490366401254,0.99983600010309,0.998951605747432,0.999999993336287,0.998813831645457,0.831909661591735,0.981786588321386,0.940902198870796,0.999022640686749,154.362233333333,243.0127,206.2025,241.028533333333,325.6107,273.0665,286.00255,238.953271428571,194.24355,33.8636521861978,10.9858519529287,24.9902,39.1059493539169,58.7003,37.6343746017299,71.5486563036244,32.3082187679611,26.21215,132.94455,226.305625,193.7074,161.0009,296.26055,243.363,249.4838,213.85425,181.137475,187.7872,254.625225,218.6976,282.735175,354.96085,307.93165,336.936,274.6292,207.349625
"ZNF224",0.743484125725342,0.898312993554304,0.999999999997777,0.998676651007962,0.932110560770299,0.987460030329084,0.989201452001382,0.999799855668326,0.999969047758375,0.999937964345764,0.999999999981388,0.701896951852504,0.875402731337583,0.997197592420759,0.984014683560147,0.999999367998349,0.497082867424217,0.762388877092707,0.978287487811954,0.950766876011616,0.999999956895216,0.986276550869785,0.981132000909265,0.997659729393697,0.999993960829375,0.99999968807931,0.977730536417492,0.90287615954145,0.999997018193014,0.953764011647226,0.984744393910922,0.999999319892101,0.999624892996131,0.99998789305819,0.999758136737927,0.999888163378952,165.403033333333,274.95955,271.20315,205.886116666667,236.72685,160.8049,149.43875,221.404385714286,188.6597,46.8736020012805,77.123951792126,55.07105,31.2221725430333,17.80695,11.903618623063,30.6458690092836,29.0875083078583,42.6865,128.4122,195.6883,243.667625,152.941675,227.823375,150.6617,115.969175,159.8809,167.31645,208.83055,295.972,298.738675,270.456,245.630325,171.27175,161.484025,254.19,210.00295
"ZNF529",0.851889552149393,0.631334891997619,0.998703858082393,0.636868193164832,0.999997424486214,0.999889387679147,0.146940093543003,0.732546603506678,0.990813376839383,0.803567246517035,0.850217207087555,0.999999999206223,0.99970051508988,0.999999984396864,0.827212607170956,0.708341565621717,0.999997584900252,0.999948719393597,1,0.85599623463934,0.99999997419738,0.793983059143338,0.999999999999485,0.99695144198065,0.999976995719985,0.628902592771359,0.999999982105169,0.999983885633429,0.999988332201201,0.988647242716139,0.890720371678484,0.943741833439221,0.385089472645226,0.985084379769175,0.955424561001925,0.985164019407012,163.953633333333,341.40005,432.85375,371.256866666667,573.79015,354.128233333333,373.8385,337.121657142857,215.2374,84.0277788350443,27.1817610404017,71.73345,86.4734232345394,246.10275,95.1954808339544,65.1242718982331,41.8890379033696,31.7262,86.2004,323.343575,396.987025,208.806275,450.738775,258.96155,355.07415,277.42995,199.3743,230.4224,362.684425,468.720475,515.351275,696.841525,403.73925,445.1968,379.9608,231.1005
"ZNF284",0.656154982448756,0.844845570740954,0.999999999999523,0.999999997541041,0.529715528730556,0.810739226284002,0.504821608323632,0.99959645090334,0.999760869813131,0.421775948202568,0.98515676807448,0.995663092678137,0.999194534671293,0.982356133332574,0.94478112375513,0.695528712204256,0.999999999972535,1,0.577374849789031,0.999197225999566,0.997553712267055,0.618982634301114,0.999999987452132,0.999999999969076,0.434631100407647,0.997583508923067,0.997222640442045,0.999999999966072,0.825551424122246,1,1,0.787059603278565,0.999860484288445,0.998739562778347,0.9999999999948,0.9999999982639,23.6263333333333,54.1308,53.31725,25.5076833333333,64.9065,40.8234666666667,53.059375,52.0842285714286,54.1263,10.3781818321472,15.9265535209808,0.840150000000001,7.8030933428317,11.1177,9.00703220773142,8.68244223815847,9.25647794717465,16.2733,13.72585,33.31385,52.897175,11.944675,59.34765,35.4532,39.36555,34.562,45.98965,31.272,63.24595,53.737325,32.855975,70.46535,49.7708,64.811075,60.87175,62.26295
"ZNF749",0.954839381918299,1,0.982845030993859,1,0.874084729299777,0.99999999993425,0.999994306922224,0.894886798049193,0.999993422209803,0.999993871540135,0.999971782202526,0.794029822329078,0.999974133637421,0.999958171653857,1,0.999994922828973,0.787801446333926,0.999994680457307,0.999992909577513,0.999999999991297,0.999999999111567,0.996538993127336,0.999598081400459,0.999243722658111,0.980421006405196,0.977282556321536,0.935227450425674,0.936590109377335,0.997118602270829,0.999999547165714,0.998938071413264,0.992000600455951,0.98336617149355,0.965772483691278,0.971522731394286,0.99999991171469,107.199666666667,159.47915,109.2219,105.507933333333,89.76785,88.0146666666667,92.828375,138.499728571429,147.5098,11.9155569194692,61.1550322286523,51.1451,20.4560963353172,6.66725,13.3427934424459,3.91862504678512,20.0528733844841,1.8515,97.47715,98.871925,83.64935,75.3516,86.434225,76.4288,89.87625,99.7951,146.58405,118.02665,166.144975,134.79445,128.069975,93.101475,99.53895,97.449875,169.81405,148.43555
"ZNF17",0.131663153623344,0.796675183585604,0.991103126168544,0.955754140253405,0.446770530345601,0.996609492670303,0.997510643714804,0.681874400337935,0.996366442434505,0.999999938783039,0.804149043388657,0.940648134724667,0.999999944334365,0.998889412522084,0.998688751439518,0.504034171617829,0.990398279933723,0.99999998362987,0.95129130308499,0.974816045563365,0.999976234556272,0.791349461466778,0.684864604840914,0.999948743750807,0.999831895187803,0.999738693157181,0.999998886008834,0.996691420124947,0.807274228008095,0.989625326176831,1,0.997241557113388,0.996920922634135,0.99999997856773,0.999999953877087,0.999966379692582,101.5018,187.391075,157.57,133.256616666667,127.48755,151.196866666667,162.75225,144.154971428571,156.84785,4.10592818535996,13.3601702516207,13.8061,20.609447309934,17.85065,34.0837690252185,22.3494559253128,12.2727202865642,8.79675,98.1329,174.471,150.66695,94.178825,118.562225,119.9834,151.208375,118.80065,152.449475,105.21895,200.116625,164.47305,165.308675,136.412875,178.6597,189.877575,164.7412,161.246225
"ZNF555",0.947200971327052,0.974367202173615,0.999999999995356,0.992616831080174,0.999902487407758,0.999949804377153,0.731240894297349,0.997398897615868,0.999461185429975,0.956417681003633,0.592934101426562,0.992591011482987,0.998691001884083,0.89695916089451,1,0.839130809034499,0.999993891677496,0.999999799838295,0.994363241724043,0.999899572519741,0.999637806230744,0.868244474796513,0.999999997586407,1,0.998514586632048,0.998154641424477,0.993546983590535,0.999999304843341,0.976577632554106,1,1,0.999963557216231,0.999358102483025,0.998456243897827,0.999999635482265,0.999999999996901,46.2441333333333,67.7424,68.8746,60.6051833333333,82.8016,83.2624,73.188475,69.5322571428571,68.53425,12.5927874226126,7.20260175839259,6.3548,16.5059955686293,11.8053,9.18043644223955,8.83343504026746,5.97993523642495,2.21585,33.6515,61.6495,65.6972,35.987675,76.89895,75.0226,66.87985,56.337,67.426325,52.5944,74.1706,72.052,66.571375,88.70425,90.88795,82.619775,81.24705,69.642175
