"gene","p-adj-Stage IB-Stage IA","p-adj-Stage II-Stage IA","p-adj-Stage II-Stage IB","p-adj-Stage IIA-Stage IA","p-adj-Stage IIA-Stage IB","p-adj-Stage IIA-Stage II","p-adj-Stage IIB-Stage IA","p-adj-Stage IIB-Stage IB","p-adj-Stage IIB-Stage II","p-adj-Stage IIB-Stage IIA","p-adj-Stage IIIA-Stage IA","p-adj-Stage IIIA-Stage IB","p-adj-Stage IIIA-Stage II","p-adj-Stage IIIA-Stage IIA","p-adj-Stage IIIA-Stage IIB","p-adj-Stage IIIB-Stage IA","p-adj-Stage IIIB-Stage IB","p-adj-Stage IIIB-Stage II","p-adj-Stage IIIB-Stage IIA","p-adj-Stage IIIB-Stage IIB","p-adj-Stage IIIB-Stage IIIA","p-adj-Stage IIIC-Stage IA","p-adj-Stage IIIC-Stage IB","p-adj-Stage IIIC-Stage II","p-adj-Stage IIIC-Stage IIA","p-adj-Stage IIIC-Stage IIB","p-adj-Stage IIIC-Stage IIIA","p-adj-Stage IIIC-Stage IIIB","p-adj-Stage IV-Stage IA","p-adj-Stage IV-Stage IB","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage IIA","p-adj-Stage IV-Stage IIB","p-adj-Stage IV-Stage IIIA","p-adj-Stage IV-Stage IIIB","p-adj-Stage IV-Stage IIIC","mean-Stage IA","mean-Stage IB","mean-Stage II","mean-Stage IIA","mean-Stage IIB","mean-Stage IIIA","mean-Stage IIIB","mean-Stage IIIC","mean-Stage IV","SEM-Stage IA","SEM-Stage IB","SEM-Stage II","SEM-Stage IIA","SEM-Stage IIB","SEM-Stage IIIA","SEM-Stage IIIB","SEM-Stage IIIC","SEM-Stage IV","Q1-Stage IA","Q1-Stage IB","Q1-Stage II","Q1-Stage IIA","Q1-Stage IIB","Q1-Stage IIIA","Q1-Stage IIIB","Q1-Stage IIIC","Q1-Stage IV","Q3-Stage IA","Q3-Stage IB","Q3-Stage II","Q3-Stage IIA","Q3-Stage IIB","Q3-Stage IIIA","Q3-Stage IIIB","Q3-Stage IIIC","Q3-Stage IV"
"ZFP37",0.992169404609833,0.785742761681213,0.988575058441869,0.993819051741486,0.99999999887625,0.972395398628243,0.999990227996568,0.999970458878942,0.958011715291256,0.999992034667318,0.994076555871284,1,0.992877811487516,0.999999997183284,0.999971959950925,0.461121278169502,0.893910091797871,0.999999895926974,0.782502759019593,0.829188665983699,0.934055611999499,0.877411582563643,0.999859257711832,0.999314086874765,0.998484838643827,0.994759129813483,0.999954790159253,0.974580838829451,0.46914729719967,0.851342756659949,0.999893275477915,0.761373961370167,0.775835781019042,0.890353713758322,0.999988727931902,0.945049953167376,25.0111,47.556275,74.66745,45.14405,35.7709,48.1094333333333,80.3879,58.0386285714286,90.7858,15.4766827233745,7.66819364956909,29.91975,16.1647598615579,9.9329,13.0591263235503,21.7025756632325,13.5030520454366,19.925,9.6899,39.41005,59.707575,12.8832,30.80445,35.09525,59.752525,38.64995,80.8233,34.5668,58.111625,89.627325,59.408825,40.73735,55.554,107.134375,68.8955,100.7483
"ZNF189",0.38233226601592,0.955610493834966,0.996054512404642,0.736643142756648,0.993875511306633,0.999999964885129,0.679744559574246,0.999999997346589,0.999569620812558,0.999750318422815,0.789224200007511,0.999604698171483,0.999998618044457,0.99999998467175,0.999987744638031,0.86232607829165,0.990698657564909,0.999999999995595,0.999999992087241,0.999349321364363,0.999998964668634,0.376027090273012,0.999999133738656,0.998952373066742,0.998449030116151,0.99999999997985,0.999973279103111,0.997011090024847,0.422259086156329,0.999995207111093,0.985902560751437,0.981300843348474,0.999980198511852,0.996379358690058,0.975221066784535,0.999717321185952,716.486266666667,418.935375,535.372,511.623316666667,437.13995,493.0946,527.18815,446.286371428571,371.9063,163.182318441902,56.3775758125423,70.7848,85.9434521984792,151.52545,47.1059975186104,84.7669314068533,52.1614129268613,30.321,557.41435,390.347,499.9796,414.13365,361.377225,447.7775,435.088275,360.99735,356.7458,827.5412,460.622875,570.7644,545.523525,512.902675,526.88875,546.442975,534.79135,387.0668
"ZNF434",0.835451526053721,0.907532074685406,0.999999999947887,0.962613041891829,0.99967840321785,0.999804569027501,0.999939658111338,0.992553555726012,0.995008916215821,0.999884435539128,0.98239374539792,0.999931111302798,0.999933516403685,1,0.999935978114716,0.999999943534978,0.65824303501862,0.80764473482016,0.863598785455324,0.999210872826052,0.936328057031659,0.974032833835204,0.998633014527794,0.999346016138392,0.999999997890501,0.99996744270059,0.999999998379056,0.889220241174075,0.999953590759006,0.991622924675104,0.994422881631269,0.999850633935951,1,0.999917737276846,0.999344018891574,0.999955458172729,275.622633333333,373.72395,379.2635,343.38005,309.9327,344.511766666667,263.878375,337.721957142857,308.7673,33.6328114308202,60.0641276748513,123.1167,35.4910751937136,9.20140000000001,14.6562665341864,27.9930813882161,31.0893514131665,29.2609,243.83495,300.322,317.70515,297.506375,305.332,331.42325,222.232625,286.0399,294.13685,301.0313,436.4695,440.82185,401.47165,314.5334,356.76765,307.65465,379.5037,323.39775
"ZNF287",0.999950272856883,0.996476167378314,0.999945436212232,0.997157675923917,0.999995856733924,0.999999770433236,0.999994697918037,0.997870884341965,0.981428021611455,0.980380900315974,0.847915862094078,0.956972872356554,0.999678421592592,0.985365181630126,0.763527549201578,0.314432906549361,0.463756585312312,0.915628513673215,0.52976533552963,0.288342461498499,0.994568511068918,0.953689132773557,0.99678763164823,0.999999996804035,0.999850842667252,0.893441006732802,0.99951386519055,0.763021181281193,0.999999992912398,0.999999578089856,0.999544554345157,0.999860294786565,0.999958164537865,0.949824585521416,0.562034850159468,0.993472085051318,52.7498333333333,65.285475,79.67425,72.9595,41.5477,98.8974,122.9209,83.5225428571429,57.5923,9.39226322784403,23.3094060623737,18.38985,14.749488725105,8.7265,24.1161411453685,26.5921487853401,13.3578308185705,15.9939,45.58115,43.09805,70.479325,44.456825,37.18445,74.78155,104.5388,61.7664,49.59535,61.5895,73.727325,88.869175,91.910225,45.91095,111.05795,160.31205,104.66785,65.58925
"ZIM3",0.989158605553556,1,0.995232475736912,0.424959499232222,0.909361260981013,0.606169548247351,1,0.995232475736912,1,0.606169548247351,0.999859943807675,0.999976868589617,0.999939576638945,0.771439570792482,0.999939576638945,1,0.982443467206642,1,0.3123437758817,1,0.999769710891208,0.999997737398587,0.995573060538101,0.9999993025917,0.298438803834193,0.9999993025917,0.999997259595251,0.999995208610285,1,0.995232475736912,1,0.606169548247351,1,0.999939576638945,1,0.9999993025917,0,1.57085,0,3.49361666666667,0,0.903966666666667,0,0.446442857142857,0,0,1.02460061365393,0,1.80669124431314,0,0.903966666666667,0,0.287829804089933,0,0,0.480375,0,0.3427,0,0,0,0,0,0,1.945625,0,4.28575,0,1.35595,0,0.5318,0
"ZFP14",0.988652029577954,0.981177934764991,0.999999439603022,0.993046577792994,0.999999983212376,0.999981310859714,0.516052215461756,0.902506442710735,0.985706107177584,0.814124952253827,0.922958566027397,0.999928653898007,0.999999988048078,0.999170212808949,0.990310702080101,0.980221988439233,0.999999999705645,0.999999972072498,0.999999078257368,0.927342025593608,0.999985938588293,0.919411626696655,0.999996675399015,1,0.999789862461983,0.941885743209209,0.999999686843169,0.999999884143816,1,0.994548596334379,0.988646044979634,0.997070765935403,0.622474605479174,0.955593471109511,0.990290773905807,0.962102034968933,144.465633333333,192.47585,206.70725,185.66605,271.91505,215.934833333333,196.9664,205.402114285714,143.8419,23.7684328866625,36.2420481364418,5.60635000000001,39.4711259528511,11.90575,11.2171585633102,31.9956178663058,26.8187587676401,0.606200000000001,125.54935,150.761925,203.904075,121.969275,265.962175,206.9531,163.3493,178.9662,143.5388,166.3871,230.399425,209.510425,205.243125,277.867925,226.24505,231.6498,226.22275,144.145
"ZNF473",0.73273941490575,0.984801605746625,0.999885981710184,0.774783055092593,0.999999608861231,0.999993981506294,0.999998667457965,0.942615257075198,0.999089166816188,0.965907869466652,0.995948186120413,0.992990149377648,0.999998949439457,0.997939534030878,0.999944622301773,0.99999752076029,0.828936723912648,0.996796302318255,0.86779260218951,1,0.999678647219569,0.736591043429951,0.999999831727121,0.999988208728659,1,0.957477686589913,0.996857188611579,0.834820288432527,0.995898006555628,0.998744057581113,0.99999997689774,0.999779391156788,0.999893657392747,0.999999999863102,0.999559973581702,0.999652584478571,214.099866666667,360.25385,313.46545,343.503083333333,241.78505,286.606633333333,239.1748,345.6368,295.31285,12.8385710483856,63.818904482691,72.58955,54.1321553247754,53.00475,48.1696366961711,12.0449679805856,53.689449318518,65.04755,204.1459,270.524775,277.170675,281.798325,215.282675,244.8252,227.514,256.71955,262.789075,226.099,406.396675,349.760225,413.6155,268.287425,328.25715,244.3392,403.38365,327.836625
"ZNF614",0.921130894926113,0.993909053024697,0.999999139013907,0.999976067547084,0.967138413363024,0.999413364115606,0.999369431852749,0.999842954282279,0.999999789619902,0.99999217434849,0.915332687238075,0.999999999010561,0.999993105705817,0.963290035105975,0.99961203020679,0.869030521221037,0.999999984741083,0.999980768881062,0.928357098590248,0.999195200070775,1,0.996987914523707,0.997334774912681,0.999996511120334,0.999940767984749,1,0.995767692150193,0.989297595321633,0.99843113377357,0.999962753080133,0.999999993353913,0.999950129346142,0.999999999946989,0.999879286462442,0.999729305793413,0.999999995083757,152.2095,300.2887,267.14945,193.701766666667,235.14925,312.738233333333,316.540125,230.464971428571,246.44695,37.3335231589966,54.7358774014357,79.27255,80.952895446153,9.82335,82.539425921401,49.3304408325524,70.334702379384,19.12955,125.11415,246.780475,227.513175,65.131175,230.237575,232.55435,287.728175,128.6764,236.882175,187.9996,308.408225,306.785725,244.065125,240.060925,369.7853,380.23915,265.4271,256.011725
"POGK",0.76740552960039,0.623141617037412,0.999741582286429,0.652627978946605,0.999999999976825,0.999808322393979,0.99998469033104,0.973939080199895,0.890615863648627,0.952312311966524,0.950856958734119,0.9999820242849,0.994612399775695,0.999904776481251,0.998428395852049,0.99999999999914,0.720317699598298,0.584459271131896,0.576692640618661,0.999990117677377,0.942177818400255,0.997982021609529,0.943258549117178,0.826303732379495,0.863883892782467,0.999999901709855,0.998473950123689,0.997638583785575,0.993305737788192,0.999690371652844,0.987329511463749,0.999098605348427,0.99994092152457,0.999999840610278,0.993003330047768,0.999988547592785,1319.457,1995.223325,2245.62115,2018.86391666667,1501.1505,1840.00503333333,1338.280375,1584.924,1738.6156,123.312484494529,354.921211193718,396.07985,301.875666793192,112.2108,371.880984555867,38.884217731199,158.56864783963,386.5072,1197.4746,1597.8164,2047.581225,1440.52205,1445.0451,1524.07535,1296.58435,1241.933,1545.362,1396.091,2231.535625,2443.661075,2404.664975,1557.2559,2167.8608,1348.600575,1885.81815,1931.8692
"ZNF514",0.997393454178465,0.999999807529071,0.999950271458873,0.999823592568648,0.869267656177965,0.998603625586787,0.999996305338717,0.999993718918236,0.999999999817288,0.996121415979748,0.498964742614159,0.847550464671732,0.762648208547978,0.130149493908988,0.813955267788489,0.999997116352124,0.963510733517001,0.999877875837755,0.999999842095997,0.999501496208861,0.262890634989735,0.999999999998594,0.993438250863034,0.999999880300861,0.99810204610025,0.999996205794705,0.313004315932609,0.999961809234521,1,0.999120530615074,0.999999953021685,0.999916852290119,0.999998857429957,0.647369073200679,0.999998160421924,1,221.377933333333,271.9187,238.5916,189.1844,246.4522,373.1848,201.055275,224.353971428571,222.8114,11.3079106051668,35.5211358585983,47.032,24.924480092926,109.5807,117.52810840701,26.6750552215728,27.3400642143123,40.2086,214.50755,228.6366,215.0756,141.7905,191.66185,258.0823,184.396925,169.2554,202.7071,232.5913,320.10225,262.1076,219.137475,301.24255,451.30795,231.2167,285.97535,242.9157
"ZNF300",0.976526096915961,0.411357072321026,0.870403840161985,0.934282519448702,0.999999993737601,0.879239824840615,0.999999999772655,0.980024330213086,0.477031011173445,0.950982713561806,0.999999756061298,0.995305736819562,0.527963119831834,0.981778794727465,0.999997958590575,0.911304681776624,0.999996421259749,0.951096272774204,0.999999882243934,0.930315209191372,0.968882534368555,0.995628740282306,0.999977766341012,0.643676753930603,0.999442852925791,0.995928846739957,0.999722241230116,0.997572086555651,0.999999182472008,0.950483342168768,0.390392105102329,0.89681405516823,0.999999987877983,0.999932885959608,0.869276807730398,0.984014161576779,40.0201,82.58055,149.0171,87.32055,35.5977,49.5338333333333,94.179875,69.5627142857143,27.61885,20.6262728159985,10.1045466118393,48.4141,32.3716482953088,3.7076,20.3806958092974,26.6136991012265,20.0315943551018,9.93135,22.3435,80.453425,124.81005,17.823675,33.7439,31.8817,73.268975,36.8879,22.653175,58.0636,93.011375,173.22415,156.01335,37.4515,67.1821,117.3032,86.34035,32.584525
"RBAK",0.767662042910258,0.999409974588406,0.995032687652948,0.995227780923295,0.974444140389392,1,0.79468346787159,0.999999622009408,0.990132535675922,0.971002968907087,0.99990727729709,0.959749377167405,0.999999939924087,0.999998678064444,0.953100282043889,0.999997995976354,0.855814360645081,0.999980035665331,0.999687356571882,0.872597817230735,0.99999977147879,0.985563889633246,0.98718689412306,0.999999991222531,0.999999975863601,0.983125473542016,0.999967616720853,0.998034471624818,0.998981392061606,0.996759606958093,0.999999999999496,1,0.992815006330239,0.99999962658859,0.999948981015768,0.999999999798136,525.969066666667,848.691675,667.09785,673.354283333333,899.9498,624.2798,581.8671,696.616742857143,678.22715,16.7334212826042,202.575123740282,135.83795,154.007253662894,82.3081,68.3763777368569,40.4466031860732,67.8693796683111,190.22355,509.72185,622.165725,599.178875,469.971975,858.79575,556.4197,545.7201,553.24775,583.115375,537.5606,981.2138,735.016825,683.0798,941.10385,665.4729,602.51985,803.95455,773.338925
"ZNF92",0.996239397933431,0.984209576749571,0.999992277429525,0.688669909104374,0.978929762340145,0.999931727937003,0.998457077120843,1,0.999998927020945,0.996580903970852,0.849239142306865,0.995555260357782,0.999989986807478,0.999999999978511,0.999096220275268,0.999995627032482,0.999835705963743,0.997155112299793,0.803427678968537,0.99993406486182,0.928640342809511,0.557510835942375,0.937923543608613,0.999409968493151,0.999999839269429,0.988384476595729,0.999999546022168,0.671566840558944,0.999973541043319,0.999998614751202,0.99977168664386,0.968185274261474,0.999998840983888,0.988415898806673,0.999999992178834,0.931489442674752,210.298866666667,314.55815,365.6927,429.746383333333,319.83985,421.431733333333,252.21245,449.795314285714,273.53415,57.8781469143675,76.9191317300893,73.2156,99.1535325983915,8.13964999999999,162.715119070851,38.0711818323147,58.2603423684766,58.66355,159.1727,214.82805,329.0849,352.915825,315.770025,259.26625,235.25355,350.1758,244.202375,259.35655,369.07815,402.3005,432.1055,323.909675,514.08705,281.7058,497.2018,302.865925
"ZNF157",0.999963718394896,0.55806650595033,0.71731973241329,0.996786455652709,0.99999042894521,0.811332567418531,0.999999812480331,0.999504653678993,0.546155041746087,0.990675781656478,0.999850260197523,0.999999997874535,0.820851236761975,0.999999923028474,0.998883404499346,0.999979027825642,1,0.702300191217295,0.999980425766785,0.999640647295383,0.999999988330831,0.999999999948251,0.999958307369837,0.42986345603727,0.991890754621963,0.999996600547157,0.999809915036356,0.999978450402184,0.999992336489426,1,0.837968537054149,0.999998023699951,0.999846229749827,0.99999999904762,1,0.999994976822026,0.731466666666667,1.558175,5.4798,2.1457,0.2285,1.79756666666667,1.501075,0.867257142857143,1.53885,0.731466666666667,1.26818126489276,5.1624,1.57511572273278,0.2285,0.271816318699064,0.565408680181866,0.38622578879714,0.88375,0,0.2817,2.8986,0,0.11425,1.5499,0.585975,0.1777,1.096975,1.0972,1.718325,8.061,2.1609,0.34275,2.0184,2.3958,1.21005,1.980725
"ZNF182",0.306884974936074,0.94249392138396,0.993065138134878,0.992970330553303,0.592679305423533,0.999273561356657,0.995883165420869,0.917329010652227,0.999977368770434,0.999999991637559,0.565551374358865,0.999995392718008,0.999697725957975,0.874885391755678,0.984295057942276,0.995682556577537,0.69902799231817,0.999541187775635,1,0.999999995520181,0.9148987553385,0.887608371954262,0.872237950826681,0.99999991364645,0.999145402605107,0.999997400512343,0.986830684881598,0.999656848980401,0.913783448508933,0.997086521876348,0.999999999782863,0.997683317560458,0.999889925288421,0.999931255906946,0.99850466454839,0.99999671356548,116.9934,239.5012,190.46735,157.1124,164.7835,223.5341,157.260775,180.359328571429,196.4101,17.6020685120622,26.8036064447492,59.53895,30.1439340097584,10.2211,52.8803354492323,20.8766289301129,24.7448710845463,73.1608,101.43145,202.272075,160.697875,109.134225,159.67295,170.952,134.218075,140.2536,159.8297,131.89785,266.724475,220.236825,202.7632,169.89405,254.68205,181.9679,192.66615,232.9905
"ZNF673",0.653121687271809,0.298282988428824,0.985707471560751,0.99999999312368,0.537584561259221,0.225560148937555,0.999353399735841,0.983974112592139,0.747841190637648,0.999646369513262,0.314720419476372,0.997349616537605,0.999997745086651,0.213468364484332,0.816961250017538,0.705663343108873,0.999999999718305,0.977230253195182,0.601510854977035,0.990371691693251,0.994435969599761,0.971044904272465,0.975317859039995,0.639851665818123,0.95581129513101,0.999999548632697,0.689994526677872,0.987040454593606,0.999177460934587,0.986069283803186,0.758520776607714,0.999524683056416,1,0.827152567947626,0.991777768283805,0.999999803447865,114.548133333333,223.668225,288.34955,122.1854,157.78375,267.831733333333,218.553025,172.466214285714,159.2519,8.48866805616627,37.5629275814904,101.74215,43.6417879684674,3.76185000000001,56.494310792779,28.8629648632515,20.9761592217999,19.717,106.747,214.971125,237.478475,52.19225,155.902825,223.473,205.300775,129.34455,149.3934,121.34695,258.1057,339.220625,159.6694,159.664675,320.3085,254.1052,206.561,169.1104
"ZNF41",0.999540166390821,0.905348914108613,0.990317847320441,0.999728864166354,0.925760499570044,0.570047886949207,0.99998752576335,0.999999995171033,0.990719837885402,0.992339008005107,0.999984149997086,0.983972605088358,0.749942776207212,0.999999998779982,0.998384774722537,0.999999877016427,0.993797075306528,0.795661746599392,0.999988579019604,0.999668247996818,0.999999887737923,0.911520191569142,0.997173512830414,0.999977544052596,0.357175350348862,0.997660785120112,0.697611628291162,0.734561650404341,0.998499693543653,0.99999981855057,0.999416751649538,0.938608571112525,0.999997228965784,0.979612073491574,0.990634782655396,0.999987536798596,296.7879,343.889075,426.8893,256.207566666667,331.67905,264.595966666667,280.599175,393.812385714286,363.17065,35.2946037618123,39.6166026248124,31.4593,30.3750538633121,33.49465,20.3626579412195,3.35819159826014,70.0945550198391,12.19785,267.1186,301.663675,411.15965,210.399575,314.931725,244.3046,275.47455,303.6997,357.071725,328.17795,349.88595,442.61895,314.4194,348.426375,276.216,284.435325,373.64845,369.269575
"ZNF7",0.999999618423538,0.999999919043125,1,0.999271700387735,0.986561551233694,0.9972381709521,0.999999999992774,0.999998845601505,0.999999665597655,0.99990422795173,0.999998781905194,0.999999999995781,0.999999999998273,0.988510912941811,0.999997148989791,0.991194650402934,0.944811514591172,0.983332674405655,0.999983080053665,0.997821691903559,0.952919753982262,0.999999999996306,0.999999724323449,0.999999967208892,0.993257302208745,0.999999998605059,0.999998957914193,0.959531242059906,0.999999688182141,1,1,0.996080956489059,0.9999990497373,1,0.979107229294301,0.999999822861471,469.239133333333,493.52345,493.09475,408.850433333333,461.82675,499.328333333333,375.489825,474.399014285714,497.5309,62.3864072797468,71.8419157801987,137.68695,57.2198024886878,1.89535000000001,107.419130610122,20.5530289089133,52.0996311017258,145.1681,418.66495,375.3915,424.251275,312.40305,460.879075,392.25015,361.049775,409.5527,424.94685,526.16065,598.42255,561.938225,515.823275,462.774425,560.27345,394.6658,540.14955,570.11495
"ZNF214",0.826336421308788,0.868515523773799,0.99999997169797,0.999987079262697,0.878071449449639,0.921186815634551,1,0.897807405352125,0.911468861654349,0.999993971061196,0.999809408254768,0.983809217423953,0.98407586755892,0.999999575645022,0.999898145530461,0.398094183748853,0.996250141960008,0.999900469044537,0.388698715187072,0.549340099386217,0.733331775890151,0.664386138740115,0.999999993897437,0.999999999962458,0.67829681647005,0.801610058250193,0.945145131836787,0.997295862489507,0.960049692747607,0.999999989090531,0.999998631028703,0.985480755053898,0.974837055365661,0.998575466405802,0.996130725121978,0.999998825389665,20.4109333333333,40.566,43.0428,24.82015,20.2061,27.6674666666667,50.0996,42.0439714285714,38.3692,8.47087309752923,8.24141689951835,16.6208,5.8630850565068,2.8386,10.5387389318858,7.59946445788561,7.85163462907154,11.4179,15.70325,34.61355,34.7324,14.631775,18.7868,19.35395,44.71925,27.07025,32.66025,28.86355,49.7205,51.3532,32.38315,21.6254,37.4334,56.92045,58.6694,44.07815
"ZNF215",0.99999987439047,0.999999126968662,0.999999999711382,0.999999995860655,0.999999999688256,0.999999959797851,0.999999999935519,0.999999999664221,0.999999975258813,1,0.999992318428498,0.999999977322295,0.999999999999001,0.999999006783404,0.999999682190467,0.998502404076215,0.999786424836469,0.999993002984878,0.998749088074327,0.999789425047218,0.999994581918561,0.733672462844127,0.774330911068577,0.953108036620999,0.584125427091037,0.892599459230769,0.918560194477769,0.976639636919354,0.140244670952667,0.14594565459956,0.324912031234922,0.0895530677447353,0.249934431146373,0.242148590024243,0.307234767614552,0.669595913721685,30.6477333333333,38.1978,42.18645,35.1959833333333,34.1328,44.2818,56.474575,88.6759857142857,160.33075,12.1920362065207,16.0414340627638,27.90525,11.7907450444665,24.992,34.9348106513165,16.8183282798051,19.6210666414398,100.06885,18.7674,17.48635,28.233825,17.728575,21.6368,9.57225,30.893425,63.8986,110.296325,38.96015,51.71965,56.139075,51.72745,46.6288,65.06675,74.4022,115.11765,210.365175
"ZNF547",0.45547202562896,0.435565683050149,0.999968164216774,0.960029128074754,0.919409434260297,0.85937303408901,0.999849090314019,0.893895273888348,0.820596367987883,0.999951594322799,0.140219602005899,0.989048735047951,0.99997943396378,0.44033066620167,0.504887130160557,0.236188506186037,0.999906716164268,1,0.66737725096178,0.701861663803027,0.999876251021388,0.66787234379992,0.999166164809504,0.98811195499524,0.995702048486794,0.982578309377128,0.795500299789157,0.956323332497627,0.999885850249973,0.886558019064017,0.812250212729725,0.999931137208882,1,0.493683018390082,0.690238956048895,0.980222405960048,21.4146666666667,50.5775,56.8174,35.7095666666667,29.49425,63.0303666666667,56.447325,43.5744285714286,29.1987,6.22291325836309,9.89427979364845,0.424700000000001,12.1586664743484,2.32475,2.74328059649594,4.46037369910022,5.54713060195107,3.1096,15.9518,39.575375,56.60505,22.603175,28.331875,61.5287,50.75345,34.7577,27.6439,26.72705,66.333075,57.02975,40.464325,30.656625,65.7694,60.544925,54.5036,30.7535
"ZNF773",0.664389481435487,0.766189188863405,0.999999995628533,1,0.432562374189553,0.629885230970701,0.999999601586723,0.646106988637178,0.727323810247954,0.999999681651977,0.955346074354591,0.999578517715964,0.999384438888055,0.890551416138432,0.927775517928851,0.999994577263023,0.783120212321155,0.863560674821085,0.999955161944253,0.999767793645499,0.989002614347989,0.997925191123019,0.873601117174062,0.932523026160238,0.98751688714944,0.991712242339633,0.998849984555881,0.9999740983943,0.999999994691976,0.858195660315322,0.891842615790362,0.999999935306049,0.999992990941337,0.990048657774781,0.999999991062696,0.999912701195192,54.0867,113.742925,118.62215,52.8995833333333,45.00105,94.91,64.69475,75.3541142857143,59.3568,28.9502613243819,44.3122517909057,2.29185,14.8403760002101,9.38655,27.0180463137758,7.28799412201327,8.98582688217365,0.911799999999999,27.8867,66.399475,117.476225,19.927425,40.307775,68.6094,55.1353,60.71,58.9009,77.85245,133.31265,119.768075,85.25045,49.694325,113.4166,69.02165,89.83265,59.8127
"ZNF776",0.653430714453026,0.604379854963294,0.9999725934382,0.999987547600499,0.245335708349302,0.295995050980517,0.99999941729402,0.628820677625422,0.569696095318969,1,0.999958497610012,0.889481056109895,0.822789544561268,0.993646516313593,0.999264424194156,0.999953963561963,0.830474040975783,0.768476230163886,0.990550390128623,0.999146269616861,1,0.343951833298304,0.999988660055399,0.999999985274614,0.0501572931856225,0.371058613995301,0.640469105549589,0.505462950382337,0.986728871361309,0.999269807315965,0.991693081089753,0.894538809611053,0.969578687662617,0.999588622289318,0.999231001422566,0.98690322077997,324.979433333333,510.99065,556.8066,291.21755,295.53605,370.586,368.2252,540.556985714286,439.86455,58.7445668837647,78.8199619655717,62.5952,56.5980561873801,51.52065,44.2890619827289,37.9242385052313,66.0183822252972,22.66415,284.37535,384.173825,525.509,208.429825,269.775725,335.95545,321.415375,434.84665,428.532475,382.0466,605.221025,588.1042,401.797875,321.296375,411.8112,409.230275,653.4388,451.196625
"ZNF256",0.999999999999138,0.999492900876652,0.999544119344361,0.991445875571281,0.98937851601521,0.999999999021414,0.999999367728581,0.999997023998036,0.996863967811324,0.976477260942624,0.994696520441008,0.994205079548107,0.999999988732758,0.999999999983506,0.983538868322663,0.998211804527756,0.998087057494171,1,0.999999993012533,0.991888272674146,0.999999950606661,0.999657423470012,0.999654984347985,0.999999916723335,0.999948286962435,0.99691282464227,0.999961990202627,0.999999448498978,1,1,0.999838082730094,0.997739373496335,0.999999087790036,0.998249509256333,0.999538834390726,0.9999430811903,52.2485666666667,54.73535,90.463,96.7733333333333,36.3018,100.051566666667,90.388425,79.6277571428571,54.6043,22.2184648670375,34.6091670999294,71.7388,40.5891709390708,14.8865,41.9666080452198,15.040390378321,26.3712551186113,0.0960000000000001,38.71615,14.375775,54.5936,19.107525,28.85855,58.16945,68.017925,42.30435,54.5563,74.27585,66.075925,126.3324,142.332275,43.74505,123.2977,106.30095,88.9126,54.6523
"ZNF599",0.917672926596879,0.460031640334844,0.965431099022367,0.999905214527913,0.977952089632211,0.554105720513674,0.999992269361018,0.995819101683519,0.762933813513947,1,0.998487381138805,0.999586664264975,0.824546958235895,0.999994710530935,0.999998470566591,0.994726949670153,0.999791924378315,0.822586641432486,0.999920104486088,0.999984977633102,0.999999999790945,0.999995096969154,0.93712218257668,0.44647001877832,0.999999870666196,0.999999998873344,0.999864911851795,0.998952601976166,0.999953718732665,0.790097427986987,0.346354735903055,0.991530626424342,0.998272167387302,0.976625433069111,0.952755665771407,0.996883757048117,55.0114,106.239175,155.72895,72.0689166666667,70.88305,83.7766333333333,87.291375,66.3260571428572,34.9793,23.0597167992873,20.0814082222992,119.86735,15.25504852057,8.72585,29.1633241653698,24.48935764199,11.3307893315989,22.8601,36.94255,86.5228,95.795275,49.126525,66.520125,68.7158,64.997725,44.879,23.54925,76.4535,128.792275,215.662625,100.958075,75.245975,112.93465,115.175,84.8191,46.40935
"ZNF18",0.999999998596895,0.82187266885258,0.830166422201105,0.996529441470622,0.983608503054093,0.325690303046545,0.999999999900353,0.999999928773215,0.85009175429734,0.99955508968093,0.999928438062018,0.99943646906347,0.585591581618925,0.99999925765197,0.999994619609771,0.999865775523534,0.998918150668785,0.515321118097596,0.999998854168451,0.999990472167483,1,0.999638003665702,0.996979727524454,0.408052003413699,0.999997956670564,0.999976487853928,1,1,0.997315402222386,0.991467633663001,0.497723074809031,0.99999997537146,0.999380194948054,0.999991984074002,0.999989704160159,0.99998643517036,138.855533333333,135.040175,77.113,162.8704,142.12935,155.081766666667,155.35645,155.898014285714,168.71675,20.8911459646053,13.4950260894138,54.2631,14.6905366933274,44.32315,0.513219479798301,28.9642070129813,18.3717031788593,15.09735,118.3112,119.6229,49.98145,140.110025,119.967775,154.65655,126.844425,122.95905,161.168075,152.41065,152.580775,104.24455,185.0855,164.290925,155.54325,195.768225,185.47795,176.265425
