"gene","p-adj-NO-[Unknown]","p-adj-YES-[Unknown]","p-adj-YES-NO","mean-[Unknown]","mean-NO","mean-YES","SEM-[Unknown]","SEM-NO","SEM-YES","Q1-[Unknown]","Q1-NO","Q1-YES","Q3-[Unknown]","Q3-NO","Q3-YES"
"ZNF641",0.507040840741461,0.404127263120887,0.908224446399849,237.588791666667,195.771545454545,175.68932,32.0895368845834,23.0609524228821,12.7107032991255,127.6947,148.49965,160.4979,306.41355,257.01685,194.1829
"ZNF610",0.653666133799272,0.999132794744358,0.751040217274287,42.1640166666667,30.0122454545455,42.85748,9.13105946695484,8.09857037756849,20.9082419170144,17.752325,13.56485,21.9729,56.41435,38.6597,35.1538
"ZNF528",0.979809292637194,0.919942072601157,0.969870403337739,149.916033333333,140.242672727273,124.9318,37.8013457709417,31.6937854984139,56.3255596542724,70.65975,29.64475,36.0301,169.730675,235.0384,139.8153
"ZNF701",0.987079816769749,0.57277443230321,0.508998285824649,125.199591666667,121.061854545455,160.15694,11.7383300336873,21.7400985744289,41.1742654764186,101.77645,63.87985,123.1463,140.3781,173.2576,236.4511
"ZNF283",0.998397252485011,0.529234894938196,0.51279549199322,71.3155666666667,70.5339,91.4487,12.4554557757886,8.85793286212986,7.14347192148188,45.3547,54.76965,76.5412,82.583275,77.3036,103.5047
"ZNF558",0.464475836739022,0.00146575203491472,0.0161140494945606,329.569508333333,388.129654545455,577.28992,21.8609073068851,31.5427741984043,92.0440122140403,309.30315,326.63125,446.0841,364.828775,433.0512,770.8726
"ZNF597",0.921401920276643,0.806933293635059,0.9453195484864,72.83505,67.9793636363636,62.7822,8.98984400491196,7.92951430931844,15.9961745738473,55.878825,54.0321,62.7796,98.7512,67.4527,84.5365
"ZNF30",0.393081797106184,0.833638332537881,0.890898184940649,78.26485,92.5647454545455,86.18192,4.89616719908945,8.4400256633643,16.7684434028147,70.81935,78.33105,83.7062,84.66935,109.01855,92.1896
"ZNF354A",0.500324351472892,0.939051813588202,0.455899335059434,266.773225,319.977681818182,246.61068,32.3014107955152,34.4503729448604,47.6106196896596,207.304075,258.72255,185.74,308.96875,386.6041,280.38
"ZNF764",0.931947160616392,0.434167055059619,0.608632661225185,258.873091666667,242.768663636364,187.0143,23.8666752056542,42.7875626625165,26.0869197447111,187.589175,170.0507,166.1435,308.21095,259.4515,196.9661
"ZNF747",0.932256622801109,0.332853687632784,0.492181434586375,255.293483333333,243.133481818182,192.47522,21.2524479821838,27.4264762318949,34.5446838377108,223.74325,206.58795,152.2762,304.499525,269.98545,217.1773
"ZNF778",0.836494769825344,0.12081167221109,0.27157331053103,84.8631333333333,95.9740272727273,135.74278,10.1703463671786,13.3854863452451,32.331278768298,55.033275,54.38755,103.5047,101.113125,128.76275,135.1747
"ZNF212",0.127455045469413,0.758582214968863,0.668216046771278,284.356108333333,212.041272727273,251.88992,31.7702171315666,14.4079853842178,36.9190094212101,223.8063,183.1978,230.6442,333.1625,223.5013,254.028
"ZNF282",0.173182885441461,0.995182945540913,0.38577647250493,1006.58704166667,823.3875,994.79232,88.878615500458,30.2908787260996,113.483202844643,804.7735,767.2329,758.6085,1110.22305,895.1892,1164.1009
"ZNF160",0.993615979696476,0.117219868897955,0.14396093972151,511.069208333333,524.375509090909,836.52462,61.1556449303822,61.7906893661606,252.250088130025,414.7924,407.62235,559.0874,582.64405,668.38755,647.8343
"ZNF415",0.99452910102381,0.639992391211008,0.599725742660755,105.736733333333,109.560981818182,61.32146,27.4638161796471,30.2931358204456,22.7204618088762,37.271275,29.3052,26.7838,171.7265,186.82645,60.5526
"ZNF439",0.939172536589155,0.919278972798126,0.795310269744496,82.6718416666667,90.4104454545455,71.23834,14.9879820204918,17.9798381317234,22.4327200653554,38.532975,61.7038,37.6678,112.344125,116.69665,89.8084
"ZNF440",0.68728295434535,0.122145318264263,0.368642599081323,321.7807,362.281427272727,448.83178,33.1357769232894,40.8452221487479,24.3643713693459,236.6721,283.4462,417.1357,414.70935,484.5636,453.6521
"ZNF562",0.929403111283303,0.755200141477352,0.905113925755967,703.506208333333,732.424518181818,776.05306,43.9788914121627,66.7158611177157,88.2398463851938,576.835225,610.672,613.1476,777.8359,920.47435,859.643
"ZNF561",0.440879254152756,0.576934165554962,0.999233314725743,545.178816666667,608.523218181818,610.98312,32.6602330281167,41.7812459799779,45.2578155349814,463.91235,556.91885,568.5043,599.473475,682.61135,679.6594
"ZNF584",0.9783125647331,0.988434532629467,0.999933017613352,177.985775,171.768572727273,172.21238,30.7385995851853,10.5981944669929,10.5840664249333,130.9852,148.77975,147.8809,184.836975,188.33755,187.0684
"ZNF274",0.549448719865613,0.997061910590328,0.739248761340689,243.730483333333,296.039990909091,248.3451,21.5568457101986,43.1570185988738,65.4977985941589,205.402675,212.45455,175.4342,289.866525,349.7895,312.6284
"ZIK1",0.90639450191319,0.720721046516074,0.899781013582883,37.878125,45.8987818181818,56.64332,9.9131927847029,14.4148873862647,28.0407413323436,8.948525,11.9331,21.3434,61.917275,73.68285,62.9339
"ZNF540",0.861278309034388,0.934785370412243,0.736538614775063,40.7203583333333,49.5711363636364,33.14964,8.40759499957554,16.7165296357189,7.5909107241885,19.368175,15.7752,19.0579,61.30625,58.7786,37.319
"ZNF570",0.265417577113871,0.494708878931581,0.994096929108611,78.4777916666667,41.4753909090909,44.5778,21.7474390349672,9.79913735347477,14.1637505697114,33.834775,17.15935,18.8324,106.0168,59.056,60.2124
