"gene","p-adj-EBV-CIN","p-adj-GS-CIN","p-adj-GS-EBV","p-adj-MSI-CIN","p-adj-MSI-EBV","p-adj-MSI-GS","mean-CIN","mean-EBV","mean-GS","mean-MSI","SEM-CIN","SEM-EBV","SEM-GS","SEM-MSI","Q1-CIN","Q1-EBV","Q1-GS","Q1-MSI","Q3-CIN","Q3-EBV","Q3-GS","Q3-MSI","count-CIN","count-EBV","count-GS","count-MSI"
"ZNF577",0.885263116765088,0.99938673724037,0.911321294172701,0.860144584309003,0.990030916937733,0.919365717151567,148.33087,62.302,141.751785714286,99.76502,48.7011254440343,NA,22.4284750677457,19.4727884321789,34.779575,62.302,103.10245,87.0668,216.2713,62.302,187.1174,108.1384,10,1,7,5
"ZNF75A",0.976567065831779,0.971560061725465,0.997131216955115,0.9939670861513,0.953910600557721,0.9291008361558,182.22482,218.937,200.6878,170.20148,27.279659303578,NA,28.2967249021525,44.676968112635,105.382775,218.937,166.1193,70.9156,255.6746,218.937,213.8397,223.3079,10,1,7,5
"ZNF496",0.983997437974931,0.790118010460959,0.999821541709613,0.443015586671258,0.691638596106521,0.156970327649254,418.11873,470.257,481.926185714286,301.64874,54.4796873479527,NA,47.6637481225733,18.670181552963,302.57385,470.257,453.35835,280.9695,503.608725,470.257,531.84995,309.0739,10,1,7,5
"ZNF2",0.98729078563183,0.99938005183393,0.981088286789891,0.41857784001965,0.964867072144054,0.419375420089367,124.10698,112.6364,126.0498,95.5537,12.8760494664646,NA,6.14565282192373,14.9298686389064,102.38355,112.6364,115.9962,82.8505,153.7315,112.6364,129.56845,87.5224,10,1,7,5
"ZNF589",0.988775585600125,0.999221082095773,0.982378461205141,0.71411611376251,0.995531681771612,0.691335716183105,273.30826,216.4731,284.152271428571,173.09332,69.0942128057259,NA,53.9143177099099,21.0229888858697,152.545425,216.4731,166.87025,142.4312,265.469675,216.4731,343.6507,199.7307,10,1,7,5
"PRDM9",0.953348141873773,0.690409815498212,1,0.630349597579802,0.693399834381844,0.202178524333225,0.38184,0,0,0.84488,0.195987202643438,NA,0,0.541836002310662,0,0,0,0,0.635525,0,0,0.9533,10,1,7,5
"ZNF12",0.999972256760352,0.985988636569371,0.9994255475292,0.703483733076597,0.957731495794685,0.885099788336371,954.19325,941.9219,907.517,789.10914,108.328642186132,NA,92.4044923680352,52.6758118779065,706.381025,941.9219,787.68475,749.5512,1154.1751,941.9219,884.0291,878.5781,10,1,7,5
"ZNF202",0.873746180107968,0.897267853710544,0.97454187416756,0.971555197714649,0.957069768765284,0.997909874931763,259.14539,197.4657,232.393114285714,240.539,31.3795571089256,NA,16.9578193735491,27.2221640391612,198.2731,197.4657,199.0976,214.7283,342.123875,197.4657,262.91565,270.9074,10,1,7,5
"ZNF3",0.811329180006587,0.252175387605091,0.9999986218709,0.633686327170086,0.99437593942328,0.959350914990864,913.52618,612.6857,607.344657142857,700.92866,139.668608179299,NA,37.8184806357878,91.9270002447192,632.5922,612.6857,529.73955,621.0834,949.10455,612.6857,699.00065,837.6239,10,1,7,5
"ZNF606",0.00591123801530369,0.733497292814811,0.0194623968522432,0.987422276146363,0.00588912957840326,0.649288387047894,114.85102,442.9426,156.551385714286,100.10952,28.4905738877725,NA,20.5218416397358,43.0910292427484,26.336775,442.9426,111.08395,35.3781,150.787425,442.9426,180.85855,145.5566,10,1,7,5
"ZNF91",0.785556771462022,0.649838018562563,0.981030997410843,0.458158947725537,0.99879503542197,0.975580769637389,1309.22336,429.4263,791.284357142857,574.8357,406.950611363408,NA,59.4416652963657,93.0358418651919,646.732575,429.4263,740.26495,592.7035,1373.00525,429.4263,889.97025,676.1298,10,1,7,5
"ZNF226",0.419784669905951,0.978066884540049,0.541658365617086,0.945228158972492,0.619164570318422,0.997840987893891,201.64479,338.6132,217.978128571429,226.77946,28.6032740279168,NA,30.2639473837051,31.5005540464069,148.86135,338.6132,160.97205,178.0267,208.582025,338.6132,239.6774,268.8297,10,1,7,5
"ZNF229",0.964834388510594,0.861779567149171,0.843798563968027,0.760089526249216,0.999971586151801,0.413700824887383,53.64035,19.7114,80.1783,16.51202,29.6179073156811,NA,16.0767161527827,4.24139362184176,16.10145,19.7114,51.368,9.7712,40.2833,19.7114,105.58585,22.8251,10,1,7,5
"ZNF180",0.61334018896108,0.99911771106765,0.664335055054708,0.832116552950195,0.87153860984058,0.90394279581544,184.84205,280.887,189.723871428571,219.19138,13.8201992241811,NA,10.5329632236751,64.2893801519691,152.6557,280.887,172.13535,122.6746,224.83935,280.887,215.3286,235.3601,10,1,7,5
"ZNF641",0.998926293956404,0.0611744111079676,0.520621013201653,0.352533054657416,0.891166043161113,0.00522652808178237,201.30394,190.0739,301.579528571429,131.54492,23.2484559532752,NA,25.7213901883582,39.1229515203723,143.447325,190.0739,261.61125,66.8761,258.240075,190.0739,341.55835,200.782,10,1,7,5
"ZNF610",0.970231066611352,0.338152962386135,0.616112789637371,0.792017400771702,0.999978612776126,0.129011130485446,31.25147,20.0634,51.7510571428571,19.04546,9.33493306953391,NA,8.0123007531235,4.96325713806972,13.456175,20.0634,43.80355,10.772,38.385125,20.0634,57.172,23.7543,10,1,7,5
"ZNF528",6.73267785350484e-05,0.999995876940465,8.70950965152772e-05,0.298802732108503,1.71657721117491e-05,0.344562740874659,174.94141,838.0852,176.127285714286,67.76282,45.1082473153425,NA,26.2868484634013,21.902460979269,71.02695,838.0852,140.59505,33.6625,237.398375,838.0852,219.29245,77.0814,10,1,7,5
"ZNF701",0.0736517728227439,0.455712311347628,0.0197198835949335,0.998951463865432,0.0796791478416242,0.675015697901591,173.52143,407.9549,110.2798,166.89904,27.6887727003285,NA,10.351047877504,57.0863408874014,137.232025,407.9549,97.94915,80.8641,199.661425,407.9549,129.4155,210.6768,10,1,7,5
"ZNF283",0.782632404799822,0.926092548489274,0.629371057887764,0.987216979681279,0.712860147319425,0.996664018720457,76.20174,114.3963,64.4952142857143,69.22034,16.5394819615583,NA,5.37056263419608,11.2527243659302,35.922025,114.3963,52.36215,47.8952,110.997,114.3963,73.8819,75.3098,10,1,7,5
"ZNF558",0.962435862859916,0.999875449588725,0.957215227718268,0.664441820827339,0.999442906574891,0.673858016033427,338.25387,290.7427,341.477214285714,278.92308,29.9924867404824,NA,19.7782853966695,59.7087303343941,279.9694,290.7427,315.5515,234.6466,413.664975,290.7427,377.85395,331.2673,10,1,7,5
"ZNF597",0.201528619962175,0.99578503218617,0.253910650499504,0.969229929106844,0.159835652976001,0.92789186492491,78.08376,147.4833,81.6597571428571,70.20796,13.0998666964397,NA,7.18141631338293,9.92704847477839,49.259975,147.4833,65.98315,50.2693,105.90335,147.4833,96.66865,84.3101,10,1,7,5
"ZNF30",0.851206898477106,0.845343586615811,0.975585754639073,0.981206348446408,0.936165773308013,0.986552254794584,123.35112,33.7909,80.6079,101.45626,47.7969304739071,NA,4.86071948642526,18.8855658919875,66.94845,33.7909,75.57715,58.7465,86.893025,33.7909,83.3137,132.7455,10,1,7,5
"ZNF354A",0.975939115696959,0.997725365952016,0.960909033757274,0.378980420518997,0.624940366258225,0.524154831504311,277.16514,230.2006,287.025957142857,375.33854,44.4857540865867,NA,17.8984928665178,41.3482905643583,192.446425,230.2006,271.55425,319.2352,320.1932,230.2006,314.37425,417.9607,10,1,7,5
"ZNF764",0.999732575680337,0.998774918267046,0.998581271061901,0.969838257527344,0.989518846341889,0.991175775904039,250.455,237.5924,260.5132,283.80044,48.731357037905,NA,31.566820462307,70.8612029352353,143.27265,237.5924,210.6623,157.0543,303.712375,237.5924,290.6651,345.8864,10,1,7,5
"ZNF747",0.953630226576069,0.227547120268213,0.976518208094969,0.879214046402634,0.821618657680971,0.118307315450329,214.5534,253.1749,284.103128571429,185.7165,24.4117751543571,NA,23.5392833951159,30.7806517697725,205.773425,253.1749,281.2227,168.905,230.064375,253.1749,313.4477,211.0278,10,1,7,5
"ZNF778",0.999055149801071,0.972766780912059,0.98699450205128,0.36856428015384,0.771481143706578,0.636575228304861,101.8665,107.7086,93.2491,64.70342,16.4161325077024,NA,11.6911804108909,8.85096153959557,55.737925,107.7086,77.47415,57.2022,138.166325,107.7086,101.69445,75.5481,10,1,7,5
"ZNF212",0.990163243709924,0.104081235598932,0.841184486312365,0.0461957107805804,0.672071195855851,0.92520825181334,320.12858,293.2066,217.979842857143,187.19782,37.5860804485644,NA,5.77706082985429,21.3798597789228,231.55905,293.2066,208.07735,154.4328,395.3633,293.2066,228.8758,191.5809,10,1,7,5
"ZNF282",0.896357894151502,0.66998401013687,0.998497334314039,0.21083979284605,0.985062368812794,0.782516868092231,988.05073,794.4386,839.550614285714,693.67316,112.922897292308,NA,48.4246332759594,63.5246813581036,822.171575,794.4386,787.5052,618.522,1065.2904,794.4386,917.6639,792.4214,10,1,7,5
"ZNF160",0.51524178306021,0.936387663516096,0.38099674241588,0.953288607004031,0.402606793416374,0.99999998678809,545.34049,800.0704,495.569942857143,495.9038,66.4645911612232,NA,31.8934303813785,81.4047186243955,492.48725,800.0704,435.105,441.3727,571.90835,800.0704,568.57905,581.1124,10,1,7,5
"ZNF415",0.00123628736971571,0.10803715317444,0.0173482582346834,0.721325631252686,0.00058982798154561,0.0328403355663666,87.06159,411.1228,168.450371428571,47.62862,24.0791173975268,NA,28.5564376351189,11.0334036107812,30.5208,411.1228,129.9175,39.9768,161.970225,411.1228,215.05585,47.8952,10,1,7,5
"ZNF439",0.87594696408259,0.981285561724923,0.942261420950665,0.742420345826578,0.996643277497385,0.919973636214733,112.23228,46.8145,96.7881714285714,65.90664,33.5680052465797,NA,24.2480836494224,16.8010216057417,42.315275,46.8145,61.27205,37.7923,143.29085,46.8145,105.64195,68.6715,10,1,7,5
"ZNF440",0.923605610512973,0.423515254795817,0.999524808468776,0.894555221785917,0.994695393934863,0.91235989022164,451.74681,320.3098,296.9399,374.19998,79.4031575407853,NA,45.4086030868758,76.205737985052,288.777825,320.3098,205.43415,252.7004,519.044975,320.3098,380.22745,443.5176,10,1,7,5
"ZNF562",0.997919696064919,0.879350355391165,0.954159912338131,0.370201733618306,0.750486582570963,0.788961114461362,777.81134,809.9261,715.047928571429,621.3772,58.563996409575,NA,55.7982793657812,78.0945725961734,601.14525,809.9261,633.024,544.2249,933.4151,809.9261,814.9319,710.2002,10,1,7,5
"ZNF561",0.962446035769618,0.973982059261171,0.908457725483708,0.431417624688588,0.614293147305522,0.699315071064842,573.89152,502.2879,603.441714285714,694.13596,37.7003791815968,NA,40.8534693800873,96.231485939419,517.9628,502.2879,553.2955,477.4044,596.644875,502.2879,636.60865,814.6144,10,1,7,5
"ZNF584",0.890868106807227,0.866480651215424,0.985606518364436,0.0259532339395521,0.813809915656235,0.138488049479131,149.66561,200.2816,175.399985714286,265.76108,11.2473158484784,NA,12.0407457026514,59.0232639471709,128.694175,200.2816,149.17855,171.0009,170.5807,200.2816,198.5028,252.693,10,1,7,5
"ZNF274",0.861051959317765,0.990563070590076,0.920599756999753,0.989187684270441,0.801986286472745,0.947687488835973,310.24897,168.2506,284.928057142857,339.73362,49.4908308502473,NA,31.2589944189467,123.709490919021,194.443025,168.2506,222.45785,183.5727,386.9858,168.2506,297.6793,258.6734,10,1,7,5
"ZIK1",0.999830919359013,0.764176489021081,0.981510071188781,0.78110445072725,0.946414649795861,0.347896041039354,46.18477,51.0384,75.1569142857143,15.01274,26.5705380206434,NA,10.858076238394,4.26550909020248,11.1465,51.0384,50.55195,11.2011,27.852875,51.0384,90.92155,16.158,10,1,7,5
"ZNF540",0.998956967562547,0.282349160395027,0.890398625841723,0.999556267710813,0.997545971189559,0.373279471290112,34.37183,39.6832,67.0359285714286,32.2883,7.56283382380279,NA,20.2505107030217,10.1080050657387,17.755525,39.6832,31.8717,15.6215,50.18645,39.6832,82.6785,56.7207,10,1,7,5
"ZNF570",0.989901277045045,0.913836182919771,0.931209024161091,0.573447037844987,0.983643494890608,0.319874485370366,70.95166,52.0943,89.9146857142857,28.8435,25.7850342910818,NA,11.5875278375672,6.59805099836308,24.32405,52.0943,67.55825,16.8019,61.53815,52.0943,107.0143,41.1213,10,1,7,5
"ZNF57",0.934382924045703,0.325235977432088,0.995497537544836,0.136346394197056,0.347564575392501,0.00912813989843819,157.03043,118.2682,102.7457,235.73154,14.8879071660642,NA,10.3826739946665,50.2508882012109,121.089225,118.2682,87.1289,146.0023,180.1756,118.2682,123.52405,352.7828,10,1,7,5
"ZNF556",0.862112778871004,0.469707229823849,0.999770435626344,0.99940288372985,0.850653574038045,0.542296126369691,26.71836,0.704,3.59477142857143,28.75714,10.2498523891615,NA,1.60843868034668,21.9106893495527,2.497625,0.704,0.45425,3.4762,47.284425,0.704,5.90875,18.4022,10,1,7,5
"ZNF554",0.933418291996611,0.938484083575862,0.988778184126818,0.92209917914415,0.994134443238361,0.999594582496881,123.343,78.8455,103.034728571429,98.71042,31.087462951207,NA,11.3678848169853,16.3469181579098,85.170275,78.8455,79.8091,94.7038,122.62005,78.8455,124.7177,102.1515,10,1,7,5
"ZNF738",0.51765080298336,0.227271582948984,0.968431256982608,0.524967103157575,0.916276697152556,0.98076891248493,373.42367,101.3728,191.2395,232.61386,82.2179482620405,NA,23.1272671562626,36.3212557261117,209.148725,101.3728,160.67065,176.1298,465.403975,101.3728,211.4916,293.088,10,1,7,5
"ZNF596",0.823356278423742,0.525380299024583,0.996596857990922,0.103345982089582,0.978860026211391,0.682933208698498,34.68713,57.0222,51.4784,67.63002,3.56214770671509,NA,8.58906926916277,19.1260818936707,30.209875,57.0222,35.05045,54.3088,40.424775,57.0222,68.74155,57.3581,10,1,7,5
"ZNF621",0.996046134752138,0.565035692551519,0.842801633597687,0.605841996055432,0.975770808325888,0.139795668914583,663.43224,627.9479,762.550728571429,558.9496,60.3874830249599,NA,49.9329169932817,24.0635666549454,527.7865,627.9479,661.158,532.5088,826.01705,627.9479,849.1609,595.5672,10,1,7,5
"ZNF680",0.82638424102329,0.97504702210321,0.914489115043117,0.999527298188256,0.868401912967301,0.994405719325468,282.00974,150.2992,251.975471428571,273.3139,56.7301533532765,NA,37.7029014503034,53.996230089359,165.20285,150.2992,192.57585,218.9305,279.9373,150.2992,285.7338,258.8179,10,1,7,5
"ZNF483",0.994159171781637,0.00549674335736017,0.44277612292082,0.963425873796855,0.962642913789943,0.007882264191586,31.39892,41.1827,101.432442857143,21.7611,10.4714250201393,NA,19.2876029692385,4.7350326866876,11.8541,41.1827,62.10875,24.3337,39.156875,41.1827,147.773,27.797,10,1,7,5
"ZNF417",0.86528598107395,0.919777417532475,0.965400085520439,0.492191840884791,0.479672375503568,0.269770989577694,286.62045,366.7723,317.474557142857,208.81702,38.3918220396284,NA,25.7516627967137,35.2334746460011,198.449625,366.7723,272.27975,190.754,298.446225,366.7723,360.9179,216.686,10,1,7,5
"ZNF791",0.994841249035963,0.804859507452144,0.913398704391022,0.23612790182672,0.87544801123563,0.0768210744303915,467.74769,429.7782,534.097785714286,306.85994,48.652124250226,NA,66.7010381086147,35.4710493673164,412.97455,429.7782,412.1951,250.8977,475.0784,429.7782,600.71965,312.8891,10,1,7,5
"ZNF519",0.789071580011661,0.544012772703784,0.437251912443488,0.860433535325375,0.584140423594635,0.977340504539335,50.99359,30.271,65.1229857142857,60.12106,7.59599768584966,NA,4.21377341292127,11.4659486154265,33.915775,30.271,57.7993,50.9849,56.7251,30.271,73.02625,61.939,10,1,7,5
"ZNF25",0.970451600754666,0.00178699740259058,0.416561415022976,0.99812922955449,0.956014246174609,0.00577433392789206,241.5431,293.9106,484.076914285714,230.8971,24.8195612579764,NA,59.6280861682904,43.695501451305,189.00935,293.9106,401.8789,151.7961,308.067575,293.9106,595.825,333.3957,10,1,7,5
"ZNF77",0.650569721042664,0.122785388196849,0.999875069351752,0.975177324903398,0.5557202017446,0.11902165193585,84.19022,50.6864,52.7097285714286,90.38604,10.2367128661044,NA,3.16386214969061,14.5674360115499,60.17265,50.6864,46.16555,74.1599,94.007725,50.6864,57.2873,108.8868,10,1,7,5
"ZNF169",0.9999245498068,0.971070859919318,0.998886235286569,0.998789306606186,0.999177169591414,0.95623411948273,103.45197,106.3006,113.441271428571,99.68962,10.6416670705408,NA,23.6033762131376,18.7800594766204,87.71645,106.3006,76.6011,71.263,114.95575,106.3006,116.59,141.0867,10,1,7,5
"ZNF613",0.00797442273369764,0.801205468307616,0.00369251757100386,0.979721784124209,0.0170592963204973,0.678735329131672,98.05091,210.4893,85.0157,104.2308,11.7452926839692,NA,7.70759834513968,7.87364398191841,76.635,210.4893,67.89455,92.4596,102.45725,210.4893,99.65635,101.2869,10,1,7,5
"ZNF404",0.178524420607375,0.176053571958779,0.690459608187861,0.989614088202754,0.265688179387354,0.448553280344826,22.59418,64.7659,42.4853142857143,25.76572,4.9598423481173,NA,9.74578049876992,5.23140130341766,9.210825,64.7659,17.7485,16.5404,38.37855,64.7659,65.7319,31.4183,10,1,7,5
"ZNF135",0.985873384317506,0.00169282603762677,0.359643427877928,0.732144788613521,0.832966193583693,0.000921218305493188,49.91691,65.8219,145.7064,24.76832,16.3337202841133,NA,17.0189462154892,8.06833662828963,27.269825,65.8219,134.6195,10.4287,46.5681,65.8219,171.4646,43.1888,10,1,7,5
"ZNF620",0.98759352583599,0.997785144949189,0.995183588830693,0.519257679648291,0.980265286550303,0.664847726046362,80.03478,67.2298,76.6824428571429,51.52768,16.4117839791941,NA,6.90837792789985,3.99065991126781,47.58345,67.2298,69.13235,45.3321,91.705975,67.2298,83.10715,59.0962,10,1,7,5
"ZNF619",0.998463219409367,0.920553453724575,0.999122678805123,0.920455705503133,0.964751034858932,0.680435187088191,113.03131,118.6202,123.340457142857,101.56806,12.5912694174129,NA,5.80477978175692,16.059265255316,85.661025,118.6202,114.0789,73.6086,134.559975,118.6202,125.8269,125.3575,10,1,7,5
"ZNF354C",0.393269191965471,0.00237342425033926,0.983372407752565,0.836839063750783,0.235382393616789,0.00184714852644041,30.41035,70.7497,79.9361428571429,19.52074,7.64254126825263,NA,9.84754453994103,8.43353098699471,18.230425,70.7497,66.4358,8.079,23.952325,70.7497,99.2145,30.6829,10,1,7,5
"ZNF114",0.940306254366662,0.670637485505367,0.999987391181728,0.665691639911487,0.99999021852496,0.999441352826829,68.53186,5.2798,8.9485,1.82566,48.7376816536815,NA,2.36055127631137,0.320064919352309,5.3043,5.2798,4.62635,1.1587,33.070525,5.2798,11.22455,2.2451,10,1,7,5
"ZNF454",0.99304817616641,7.13903846770725e-05,0.106522888955538,0.731021146435582,0.86503904226839,6.47105996809394e-05,14.07182,17.2474,46.5216857142857,7.65886,2.6040768695686,NA,6.47653283152515,1.67009770360898,8.24495,17.2474,35.80165,4.635,17.2046,17.2474,59.62865,11.2254,10,1,7,5
"ZNF543",0.00219364621463602,0.0440629413877248,0.0458745715321712,0.998107503598496,0.00271013712601331,0.0789596915497499,144.68989,402.3231,226.365542857143,139.24012,19.9012940188625,NA,12.7799254336795,32.1476718020357,113.8302,402.3231,198.75595,107.7643,178.2987,402.3231,240.6965,126.58,10,1,7,5
"ZNF354B",0.769293221823138,0.771320023236993,0.518577768058146,0.988059200344783,0.701316898265648,0.955823864238224,119.07974,84.1253,135.440628571429,125.16154,12.2485696998393,NA,7.13339692471814,18.598371246257,91.85635,84.1253,121.33635,109.5017,150.52335,84.1253,146.8672,159.3357,10,1,7,5
"ZNF223",0.762614369780461,0.641744800900691,0.452222958907352,0.745443667658307,0.489509995364696,0.999940002959568,96.08624,138.6484,71.8384428571429,73.15826,16.8071262558753,NA,4.62124571650469,17.7451305529602,57.62605,138.6484,64.9922,39.397,120.717075,138.6484,80.50705,110.7203,10,1,7,5
"ZNF713",0.995189258773941,0.995936241772752,0.986654230173004,0.26724332083331,0.889434874041067,0.240959234694686,96.26235,85.4277,101.070628571429,51.1412,16.982407874407,NA,12.1129991805678,14.4388052369647,62.756725,85.4277,84.7207,29.3136,126.735375,85.4277,110.59205,78.2155,10,1,7,5
"ZNF552",0.122238713085057,0.645414085504321,0.0464833542506189,0.391437585961285,0.0301642876699122,0.952904538480745,195.04989,365.3643,154.779814285714,133.66474,28.6314599570723,NA,16.67248985751,16.5013386909244,130.435475,365.3643,124.4926,118.9897,239.041475,365.3643,173.28665,151.5729,10,1,7,5
"ZNF154",0.999868310610878,0.0053567009718114,0.346594713458566,0.842077386294778,0.962586568495562,0.00375430882169825,69.05436,74.2696,202.725971428571,37.29236,9.1962279721537,NA,45.2726512974061,3.46271125328116,50.23675,74.2696,109.02215,29.5481,78.34185,74.2696,258.55855,42.2699,10,1,7,5
"ZNF571",0.516935330096094,0.99473181030066,0.5998616282822,0.985531940019581,0.655653829183345,0.99940784862911,86.66165,147.1313,91.6235714285714,94.45014,16.233578017131,NA,12.2703726507178,10.8926087855298,60.695325,147.1313,67.24805,75.4039,87.177025,147.1313,114.60495,120.3527,10,1,7,5
"ZNF443",0.657961833300164,0.0102765325102639,0.957344531992865,0.0609221078430355,0.994624421585134,0.96695207138767,128.41036,78.1415,55.9271714285714,67.03652,17.535294910394,NA,6.23888372397599,12.4552975883919,78.51795,78.1415,45.3531,54.3088,173.37685,78.1415,68.40055,91.5411,10,1,7,5
"ZNF792",0.99515774940835,0.857743635306544,0.999146442472767,0.834664279018513,0.997347082332321,0.999351000730094,309.04829,248.1521,213.542242857143,196.2475,110.423122287801,NA,21.9601644069097,34.3795278657081,118.174675,248.1521,163.25955,169.0796,311.59145,248.1521,251.35235,217.3994,10,1,7,5
"ZFP82",0.645253983380367,0.99853058509315,0.701864013715416,0.496444253223651,0.283291964483625,0.4728381639334,104.35786,213.6572,111.2459,35.23872,38.1003044825576,NA,19.4568064393562,7.82666288640312,39.943425,213.6572,75.8846,30.0718,111.014525,213.6572,156.2687,39.7429,10,1,7,5
"ZNF707",0.921953745207281,0.0681569215832644,0.92801386117908,0.0200333949986018,0.737029753648493,0.850601300724463,293.71415,240.0563,186.984785714286,148.48194,34.4203055343055,NA,17.9759594540866,17.5006180613886,224.6526,240.0563,158.41615,113.5574,330.6146,240.0563,213.93885,184.9192,10,1,7,5
"ZNF746",0.999784182550416,0.990482438083629,0.99993588807118,0.71512202003933,0.96845207714901,0.878127195791666,616.30328,606.1246,599.205771428571,548.5237,46.8298234709981,NA,20.924669711744,45.5573273191042,570.01405,606.1246,560.8799,473.4688,713.936125,606.1246,630.66295,617.7312,10,1,7,5
"ZNF678",0.781313133073869,0.934270171331577,0.635158633927673,0.651208725136874,0.988417909479143,0.406646580484398,74.79223,104.1887,66.1875714285714,93.82756,7.72763197573846,NA,12.5220486419853,15.4174171353246,60.054975,104.1887,43.12255,72.4218,96.495075,104.1887,78.411,96.9971,10,1,7,5
"HKR1",0.270038031182564,0.875761032630043,0.458472339513198,0.950878092858511,0.438133418416774,0.999076820413746,398.67014,691.6579,453.602185714286,441.7922,45.3228592256471,NA,50.8400939856219,79.6432191970038,316.116925,691.6579,355.2452,277.1687,464.34415,691.6579,537.75725,531.8671,10,1,7,5
"ZNF101",0.516345644113019,0.971453683199698,0.652637554187433,0.351009090288797,0.162637281347958,0.238637661213141,206.2088,322.4217,223.260457142857,132.35296,21.1252697938538,NA,42.8614819121732,10.5485537822301,160.065075,322.4217,177.36305,132.8546,238.033,322.4217,208.8089,144.7284,10,1,7,5
"ZNF716",0.762490384579459,0.213949098407661,0.999992081270972,0.277709160926145,0.999999810306889,0.99998314285752,31.98464,0,0.921457142857143,0.27216,14.2991026127998,NA,0.459648988156099,0.217535952430857,0.28415,0,0,0,47.57855,0,1.80785,0.2383,10,1,7,5
"ZNF708",0.953043887232035,0.870695429289265,0.998489064465473,0.402423543365965,0.990203802595519,0.827329118993914,371.23438,250.616,288.382685714286,177.77692,99.8569896054929,NA,18.9890531108424,26.3989898024034,252.316,250.616,251.3926,154.8474,320.377875,250.616,306.7516,213.5367,10,1,7,5
"ZNF721",0.686886325568952,0.96283486892367,0.820149989499114,0.822122487314116,0.458352207899291,0.626353640334194,486.62721,312.4111,451.363342857143,557.49412,50.6056137285303,NA,50.324479005213,66.0639765768713,356.161575,312.4111,352.5152,421.5978,605.316225,312.4111,512.77965,672.4508,10,1,7,5
"ZNF662",0.991537879119652,0.264609310815701,0.662479476352797,0.654876062505013,0.989476059498534,0.0647443633246515,84.26168,57.7262,166.599328571429,27.86504,35.5779135038511,NA,28.1348462848011,7.39034909937278,18.690975,57.7262,121.6815,16.158,91.4052,57.7262,226.1812,43.1888,10,1,7,5
"ZNF320",0.0141281380645583,0.262968661768592,0.00237821295390006,0.296486077501979,0.00263557315428953,0.999582477079919,539.191,1243.2242,355.559357142857,343.5901,82.3996361080894,NA,43.3206512870119,47.1227707806746,363.3075,1243.2242,269.11085,276.4811,706.538075,1243.2242,420.24235,404.6711,10,1,7,5
"ZNF530",0.84577583417736,0.951590080479249,0.943021896689101,0.9451644997908,0.956511372623571,0.999860148529231,56.82838,24.2872,46.9719142857143,45.36714,15.6074005039191,NA,8.34782434525618,11.3193025765106,23.4978,24.2872,35.8476,29.1741,70.2723,24.2872,57.524,64.8899,10,1,7,5
"ZFP1",0.992283940276911,0.465910701063621,0.975765308096142,0.943461615644291,0.946963295240541,0.317494236971881,242.77573,270.3273,311.999457142857,213.89564,35.6961388254374,NA,33.6241266159035,20.0675584870856,179.766225,270.3273,269.89885,194.2326,276.4111,270.3273,363.34425,244.7147,10,1,7,5
"KRBA2",0.478773953382612,0.000631674121310155,0.858771690605827,0.619930535022104,0.218781973566791,0.000273313035737632,58.50179,94.685,114.581428571429,42.67942,6.43848979034076,NA,12.1284937300697,5.82051628417961,43.501,94.685,93.1606,37.4456,72.429125,94.685,130.4786,40.5562,10,1,7,5
"ZNF93",0.999999970934891,0.0652721917162956,0.610930380245255,0.999979004365018,0.999995309818093,0.154149192363994,152.12504,152.4111,67.8382571428571,150.78434,24.2824267783798,NA,11.0082380712476,31.0947919497558,99.95235,152.4111,57.2186,105.9246,167.840725,152.4111,71.0006,159.0271,10,1,7,5
"ZFP90",0.236575135756682,0.0185216881740397,0.976144675307739,0.829765808292829,0.483139815630305,0.232972799904369,394.25183,671.2425,612.326042857143,456.92868,44.199398846719,NA,45.8824854235037,63.1578738814283,270.453525,671.2425,579.7591,418.7321,489.737125,671.2425,702.87765,486.5632,10,1,7,5
"ZNF479",0.8522172271018,0.346659873928132,1,0.820288576640105,0.986761255719804,0.922873417893694,0.75299,0,0,0.32706,0.396606300574708,NA,0,0.227474397680266,0,0,0,0,1.052425,0,0,0.4766,10,1,7,5
"ZNF445",0.998311803601232,0.585038267617788,0.873946470291532,0.132878338298302,0.755752632047748,0.0209117739393888,772.30911,730.0246,925.6643,466.22478,105.252598879505,NA,50.4918957385242,28.2140212427332,560.54065,730.0246,824.01805,425.0449,808.356475,730.0246,1026.5227,516.2225,10,1,7,5
"ZNF74",0.898966438869482,0.973555341923682,0.96195983112073,0.545906158526583,0.999999479318311,0.803603213963813,384.9955,299.1904,360.247071428571,297.74266,49.1281065655112,NA,21.8731794908711,37.7041023212939,266.266575,299.1904,317.28915,248.8307,456.508525,299.1904,407.93225,309.3422,10,1,7,5
"ZNF829",0.999917811514153,0.0143764290185054,0.386596274175112,0.201309466985041,0.766114795063472,0.000667904225464033,16.80785,16.1915,33.1348,5.82454,3.99447080678752,NA,2.87550748018005,0.833606003217347,8.02755,16.1915,30.7909,5.2431,21.8215,16.1915,37.3618,6.2837,10,1,7,5
"ZNF267",0.14335363182668,0.591567666842208,0.0509708815325772,0.961441224714801,0.252934201342328,0.443741530557127,487.05871,786.6948,407.861671428571,520.66924,47.7527052449142,NA,42.3979442080106,33.9861335544307,372.498725,786.6948,331.4192,477.9838,556.254525,786.6948,444.61385,515.7293,10,1,7,5
