"gene","N1-N0","N2-N0","N2-N1","N3-N0","N3-N1","N3-N2","N3a-N0","N3a-N1","N3a-N2","N3a-N3","NX-N0","NX-N1","NX-N2","NX-N3","NX-N3a","mean-N0","mean-N1","mean-N2","mean-N3","mean-N3a","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-N3a","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-N3a","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-N3a","Q3-NX"
"ZNF320",0.995187274725627,0.997830465214182,0.965151000836648,0.289619299705999,0.220081544918612,0.526004349191734,0.762639427170372,0.619852726074812,0.957395464403026,0.913823096585755,0.9957829198408,0.999973935951532,0.978160040010385,0.367997833648443,0.780808371365237,423.96242,361.870014285714,479.303416666667,850.82875,622.238375,324.6929,59.892836177268,26.1627717091474,98.2075181607308,455.53585,220.801441500606,79.9782,281.79155,310.6636,281.157975,623.060825,395.93885,284.7038,540.9077,392.57405,633.0466,1078.596675,744.545225,364.682
"ZNF530",0.985704860995963,0.985486467040962,0.875127889520946,0.671293532743428,0.904461516024284,0.502927269557572,0.999999696929119,0.993912391527188,0.997996593574114,0.758458448547989,0.999703347548615,0.999998248303863,0.985677667524501,0.941711959885113,0.999654747864774,52.56592,65.4137428571429,38.9617166666667,100.8818,50.825325,61.88895,11.7191701154265,17.3290289533386,4.80394452690819,65.4109,19.810181348967,5.01095,16.0857,41.0389,28.240475,68.17635,21.6941,59.383475,68.77595,93.6276,49.3583,133.58725,73.676975,64.394425
"ZFP1",0.999599130199144,0.951516057289745,0.995774336710681,0.990744884779146,0.976358652099051,0.893322729080341,0.999986103442798,0.999087571486284,0.968196389091609,0.998266484808263,0.999830350385386,0.998236006964884,0.973705932268154,0.99984341775605,0.999995652112592,238.26594,251.885771428571,278.932683333333,194.91325,229.79495,219.47365,27.6034022095065,31.8167083510469,48.303125340592,19.03855,26.6062289778634,25.24105,172.56565,219.3619,184.263975,185.393975,200.5415,206.853125,299.9293,260.29165,371.047,204.432525,271.18365,232.094175
"KRBA2",0.999371966408369,0.949241440352736,0.996368232612888,0.611817905290672,0.782702166407437,0.930901516827425,0.997846966167462,0.9999902654865,0.999752365729676,0.877847588743019,0.977982859036915,0.95134261366489,0.841754913820338,0.518863206517516,0.94152420415842,70.77506,77.3809428571429,88.9637333333333,122.1563,81.26565,47.50015,9.85834355593947,21.2091863535126,20.6481096158408,30.3068,8.36673829851474,17.23325,40.4756,39.35115,55.72595,107.0029,68.9512,38.883525,83.0374,102.71335,117.2548,137.3097,95.08825,56.116775
"ZNF93",0.999998983404322,0.99957066408133,0.999957320837063,0.992179061281577,0.991027074092572,0.979164147642947,0.999920481479138,0.999993998512281,0.9999999830946,0.986919976784987,0.867087327669132,0.873956085411175,0.823185846714109,0.998225992771626,0.868746900851136,123.1586,118.672957142857,107.116716666667,169.14705,109.902175,213.68895,31.3478951495251,35.4490925329674,30.8063544701567,130.02595,35.7982724929424,54.66185,58.8811,60.3683,60.95775,104.134075,61.960775,186.358025,138.86085,133.3804,116.63725,234.160025,160.60895,241.019875
"ZFP90",0.966931484624001,0.55583446494507,0.96410011215769,0.9792906763422,0.870104239428544,0.575272570572356,0.981563177817233,0.999999976935215,0.985647947985078,0.890818659452598,0.950262251846669,0.999032400547752,0.99996297661082,0.83769106236356,0.999582098266744,432.12306,490.142371428571,562.042383333333,346.5061,494.457225,537.3361,48.7280833625009,41.1864157826034,54.8881506416422,86.8873,74.6732719202279,118.604,285.79015,406.4211,450.906375,303.06245,373.744925,478.0341,593.2411,586.88265,667.383125,389.94975,591.6126,596.6381
"ZNF479",0.999552705321111,0.999966011766555,0.999998677897239,0.999968258499945,0.999226104436622,0.99974819508493,0.178668960395567,0.185199305438686,0.243219353068062,0.715548541997322,0.999980498982489,0.999999998966136,0.999999976336916,0.999811131733826,0.528453363067105,1.49275333333333,0.0524285714285714,0.592383333333333,2.87665,15.218925,0.2383,1.0219526631413,0.0524285714285714,0.592383333333333,2.87665,15.218925,0.2383,0,0,0,1.438325,0,0.11915,1.2198,0,0,4.314975,15.218925,0.35745
"ZNF445",0.966558917846517,0.908610906067997,0.999900955727726,0.896831179521142,0.994330668194483,0.999043004751044,0.998234198208423,0.99994382723567,0.998575302267934,0.98671575680026,0.892498814644408,0.6974479399992,0.61712147746933,0.611367886641623,0.836523106399904,681.275413333333,773.684457142857,806.3164,882.4868,740.90945,477.8356,75.9609018202183,98.0030521661367,95.6193684695836,48.2545,57.4279833218455,72.2112,484.52325,588.7131,653.598,858.35955,693.912725,441.73,735.88095,944.1138,961.4783,906.61405,810.256775,513.9412
"ZNF74",0.991738188659985,0.962608189492018,0.841400633648621,0.766414365363915,0.618079001721214,0.974508853035008,0.999999998748204,0.997601185805615,0.991060108558806,0.860493733907248,0.984943402967193,0.999694185498816,0.88126290323442,0.667914737821979,0.990977967185391,341.753346666667,308.379814285714,391.33575,467.9513,343.45455,279.08645,30.495341454419,30.0974406095351,62.0518504844927,239.3482,30.8689602326377,30.25575,255.4436,258.1552,344.464725,348.2772,294.80445,263.958575,415.59735,356.4067,421.5496,587.6254,394.56935,294.214325
"ZNF829",0.855507911354424,0.678455077702894,0.999351041495554,0.984527924471114,0.99999999312742,0.999808051766269,0.999908491017394,0.987140148646671,0.940740365022348,0.9979337049795,0.980391020945491,0.774218950666853,0.653087941711451,0.904801448256102,0.97264873849977,15.0477,23.1637571428571,26.0604166666667,22.7476,17.011925,6.92465,3.25226215302518,9.34861736614048,5.67134597795013,5.4876,3.94436317068949,1.68155,3.8196,3.90315,16.701825,20.0038,13.841125,6.083875,24.87635,38.1044,37.5972,25.4914,20.92965,7.765425
"ZNF267",0.984171526967835,0.947954513749338,0.999927621078353,0.999504973281603,0.982670744571727,0.962146821243169,0.999995946352815,0.990498407800249,0.971254910061114,0.999951454398691,0.999986190423042,0.999888637734778,0.998874042522874,0.999152975008168,0.999932542015231,515.448213333333,472.359057142857,455.40335,549.39015,525.044775,499.0246,31.9313668273777,55.9433093263037,72.6459169306702,1.02625,87.3498098677989,16.7047,460.2663,348.5577,355.339225,548.877025,438.6674,490.67225,583.70215,571.81945,525.315125,549.903275,530.991225,507.37695
"ZNF566",0.999456314501693,0.819436160685971,0.763548679842589,0.887482056658076,0.96092062246797,0.531280262268503,0.999991569139796,0.999073710546572,0.96579695934857,0.905695846368191,0.99999988429683,0.999994095127242,0.968566253713372,0.971420273659485,0.999990801238834,235.502006666667,222.655128571429,286.5806,165.87325,242.290025,231.6588,21.5470135327414,26.5849516087374,48.5272162159477,76.33715,22.474349582334,57.6644,178.28175,174.62185,242.044325,127.704675,215.203275,202.8266,275.636,265.66555,348.14365,204.041825,260.23665,260.491
"ZNF224",0.999957317159601,0.293813344180163,0.542167017511096,0.999997641545469,0.999933055990337,0.745351037620696,0.999676279153679,0.998448705213066,0.445631691410565,0.999998707349404,0.960678693476135,0.94728448122566,0.351384470802419,0.994049043757096,0.994681204880012,220.32118,212.896885714286,133.941933333333,227.14015,234.093825,272.10095,25.5619587236231,23.7251518054397,7.97121941887047,20.20025,50.1788744691159,87.18435,163.37575,171.27175,124.219475,217.040025,160.28125,228.508775,260.3376,235.23455,147.795625,237.240275,286.857675,315.693125
"ZNF529",0.999724287119678,0.999932086849914,0.998182809951468,0.992462843904229,0.981200584497391,0.998603055177629,0.999992768373941,0.999430437159109,0.999999981161548,0.998461164097038,0.998797221379121,0.999952254044473,0.996509840596866,0.978471782814077,0.998108575287889,348.83884,370.571871428571,331.586883333333,277.42995,336.042425,397.2383,53.6160712742211,46.0645566200239,43.3142353388692,35.16095,85.2521032277833,23.3417,217.97715,261.8438,276.8788,259.849475,196.4286,385.56745,388.9129,458.885,411.22875,295.010425,457.007475,408.90915
"ZNF284",0.675005841788518,0.999999935444104,0.799033480429849,0.121728735830001,0.593880753102749,0.170708779246397,0.993298168717605,0.990987367569214,0.994889300386297,0.407816663891698,0.9351093745932,0.527898386153051,0.959989712838832,0.109599187705795,0.847882633500908,38.01742,52.6335,37.4697833333333,80.4896,44.697475,22.95715,6.8343795529047,6.72347098539352,5.54003177039125,18.7157,5.67526407922647,7.88885,16.06645,49.7708,29.707825,71.13175,37.0221,19.012725,52.37235,62.2785,39.36555,89.84745,49.820825,26.901575
"ZNF749",0.967941204220973,0.986379058527687,0.999999288893315,0.912683948828943,0.731500083986772,0.778125722970761,0.966700338208612,0.790790607600108,0.845524312331172,0.999137940077483,0.99982114831428,0.999945236614401,0.999990837057199,0.929250368749357,0.975063058288653,118.139926666667,98.0208285714286,100.6785,160.48095,143.09575,107.1927,18.0126603305233,15.7305928089142,5.03116939580982,69.65205,19.694498441041,13.2937,85.03015,65.1044,93.486775,125.654925,131.017875,100.54585,120.44725,124.80085,110.580125,195.306975,166.568425,113.83955
"ZNF17",0.895270005617738,0.999979448101947,0.909945445080719,0.968393285730596,0.999993529072511,0.96134986108334,0.999997242135045,0.984012870344259,0.999915488083547,0.989664236416578,0.992921743998632,0.866294851141927,0.998231784763331,0.910909584514827,0.992943179782293,140.5723,160.3695,137.249183333333,164.7412,143.1577,123.3007,11.8791317649221,13.760264862363,15.3605277045727,8.93730000000001,21.1198794154938,12.543,104.8069,143.72975,104.466425,160.27255,110.742325,117.0292,173.47025,183.8887,163.86615,169.20985,172.015925,129.5722
"ZNF555",0.879076261404013,0.682371297557606,0.998882312320876,0.999993135441163,0.995815732685223,0.973918332616129,0.999999957480011,0.956556793655368,0.858164118392,0.99998878085439,0.164659153859956,0.545252084009713,0.722653622979898,0.505375309130903,0.276198959296353,62.5957533333333,73.7220142857143,78.39135,64.84095,61.98985,103.8664,7.48794947872193,5.05477353283996,6.45106867424563,13.06105,4.28084387329181,6.9534,41.85625,65.26555,75.09325,58.310425,58.297,100.3897,71.21285,77.536,89.256125,71.371475,67.2991,107.3431
"ZNF75D",0.994637052273186,0.999341084359045,0.976864908459598,0.999797470244659,0.999999948029763,0.997537612116406,0.998544612323929,0.974620983022574,0.999998807217461,0.996123257837625,0.876606879978108,0.763333269448388,0.962388343027879,0.903952156234096,0.980725459195128,375.579373333333,335.717228571429,402.674683333333,342.41695,412.776875,512.7496,47.4333244595405,24.3697562374107,64.1408573101442,0.553249999999991,90.7438325715893,223.9913,253.51085,304.08125,347.19835,342.140325,281.72895,400.75395,470.53955,380.4761,369.25935,342.693575,516.065375,624.74525
"ZNF197",0.330640794824705,0.84885708380526,0.981937634772924,0.844228999540319,0.999999615729549,0.998631330078754,0.494299251323896,0.999999245259286,0.983199977174361,0.999993662498423,0.552071613261979,0.0922442298042265,0.248698750172076,0.288477317709198,0.123578836559707,328.25654,419.618671428571,382.6628,413.779,424.8448,205.8415,24.3972068163156,29.8455112225298,35.6233338642338,38.2167,78.6622769584104,31.3896,281.4335,391.54675,317.604925,394.67065,344.936625,190.1467,376.71265,460.14825,454.182725,432.88735,435.051325,221.5363
"ZNF732",0.531020341872093,0.999885771393611,0.829649029837325,0.999893916680323,0.971872810095904,0.99999962450655,0.999999987489422,0.788575015456367,0.999936427148367,0.999906398044369,0.99952437842793,0.793907332927037,0.997873460873228,0.998265912222978,0.999848755227418,5.07118666666667,10.3399285714286,5.83866666666667,6.2494,4.9279,3.4712,1.02359052205677,4.7551398738485,2.15802026414129,1.5748,1.63066603110508,0.1036,2.6452,2.66455,1.6968,5.462,2.864425,3.4194,6.2426,14.03035,8.69855,7.0368,6.766675,3.523
"ZNF546",0.925016166037881,0.875015835597038,0.999980794707558,0.999978469379378,0.979192374355858,0.963352347492113,0.985322522743509,0.78528155636092,0.726591208944959,0.999743771428241,0.995161852412294,0.902160532715549,0.865260287669009,0.999819019880696,0.999999999330029,68.0736,85.8857428571429,89.5923333333333,62.94155,53.19075,52.45255,12.163231562968,16.8190249258995,10.9700702416064,24.82575,5.81996849626353,15.27425,35.74385,49.795,73.2681,50.528675,44.19865,44.815425,91.89925,105.69705,108.102225,75.354425,63.08005,60.089675
"ZNF286A",0.975496941948068,0.867584934863517,0.615666094145957,0.826380236385299,0.628952316788236,0.997309004747264,0.999999003564557,0.988608175766062,0.97189249268236,0.915486452894734,0.346837322241163,0.212811949542092,0.827524628355282,0.988798909895059,0.535890115307859,256.147206666667,222.719585714286,309.89525,346.6607,261.234225,407.87995,23.5674264331866,23.9247425461734,50.4938413104658,107.8521,59.5236246207528,74.48425,186.8196,194.12265,226.6412,292.73465,197.35905,370.637825,305.2759,278.12445,382.7526,400.58675,319.623625,445.122075
"ZKSCAN4",0.894790133695033,0.798808351768968,0.99989373014585,0.438309696700467,0.854364677409879,0.922514399674119,0.946083982384504,0.623891328213974,0.52653103979107,0.265341044912232,0.999998081300324,0.980465907234861,0.95592310680156,0.674742349968544,0.996265202578461,74.01626,88.4869285714286,92.38145,116.2076,59.0232,71.6686,8.42098161604069,8.37340458511676,10.4618298305714,42.728,13.3037673730038,2.7935,45.44495,72.07095,77.512375,94.8436,52.082975,70.27185,90.2653,102.4384,106.6327,137.5716,75.888825,73.06535
"ZNF643",0.999999993132574,0.999999840703767,0.999999394023794,0.995243749679255,0.997080438731583,0.995357278881905,0.83865649191817,0.899515067004048,0.884012147524642,0.999455392211299,0.817794232764028,0.861784109572004,0.845830864310899,0.993929232221064,0.999647094246783,52.7465733333333,53.2063857142857,51.83625,64.2614,72.680025,80.3818,9.28508665966414,6.24557295318351,8.80959182628987,10.1723,19.0592036983175,0.0671999999999997,31.36555,45.523,42.29105,59.17525,53.7952,80.3482,59.07095,61.54275,62.545525,69.34755,79.090175,80.4154
"ZNF642",0.155973554182818,0.99858089796066,0.187457511076285,0.992751541757587,0.390290703760147,0.999727960173805,0.981202125002428,0.83198311823221,0.942738718345515,0.932774172946994,0.404365084108807,0.998790691751974,0.357906972385109,0.435441376263996,0.820401439458697,83.5505466666667,111.209928571429,78.90815,73.32475,92.9914,118.6633,7.35969559695215,7.02891833088455,7.47834992333425,2.90685,13.6215310067065,8.5584,69.25925,97.4344,63.001,71.871325,77.53175,114.3841,93.6488,117.75165,93.71425,74.778175,108.05185,122.9425
"ZNF490",0.929734011544438,0.999809756282554,0.910846058894824,0.763359387183647,0.979091931925378,0.734282066736878,0.998658513125847,0.999323690053163,0.994003214439562,0.942093221891909,0.99953106136236,0.957507609219832,0.999992737345775,0.812079420999084,0.994460973667129,287.932726666667,333.263171428571,274.689783333333,392.69215,310.983725,263.1162,27.3348996366366,56.7711844960842,22.774820045413,65.77605,24.7701122582699,30.9904,220.96415,228.84025,255.904425,359.804125,275.007575,247.621,349.8992,413.448,314.693575,425.580175,346.1658,278.6114
"ZNF626",0.288000416186853,0.983832169267121,0.837960511228888,0.935064192785736,0.999173631820325,0.997104331967532,0.999999807192078,0.584428810524889,0.992910845181605,0.954727015453316,0.998423047598762,0.955604088117674,0.999999999156219,0.998622745221041,0.998608514887761,87.04632,444.381742857143,204.479916666667,341.1159,73.650375,197.924,28.6749676936924,289.592555123715,60.5358943591234,197.8988,25.2226360240616,152.648,27.8038,78.27655,85.808925,242.1665,48.70095,121.6,79.2476,312.05375,293.93815,440.0653,107.519325,274.248
"ZNF793",0.999980233404422,0.991622744092084,0.986863410554878,0.999999220952397,0.999973438112767,0.999809740859411,0.999998495320628,0.999936539506864,0.999258027420702,0.999999999973344,0.977825301369818,0.99150931486747,0.911669150851299,0.989616509110455,0.98158185668765,144.522593333333,127.993685714286,205.34435,158.72255,156.63495,26.7418,68.1189103499486,60.1661415611544,62.9733225919926,56.66755,115.74567919668,15.5407,32.1423,17.08435,70.057975,130.388775,31.5481,18.97145,107.8296,196.9988,326.746825,187.056325,186.4538,34.51215
"ZNF383",0.885990467975418,0.999984493340646,0.973688191661235,0.999999937006373,0.984461144917714,0.999990954075413,0.923999083929014,0.999999391809523,0.977049258675634,0.983337284528033,0.986138907063927,0.999999999997192,0.995636122761468,0.994597581253037,0.999999796314619,110.981306666667,131.0626,114.094216666667,109.3731,133.1711,130.831,11.1917591086625,21.4839329363442,10.167333590587,8.3303,7.35839823568961,4.9969,77.1695,85.87805,94.587575,105.20795,122.176175,128.33255,143.38885,171.81015,135.100175,113.53825,143.096625,133.32945
"ZNF669",0.878268908348643,0.999429147240422,0.988874293851508,0.999243473409146,0.928471114146563,0.995096085817884,0.759372661986103,0.998478949609106,0.937165512512876,0.844643339274047,0.969871497190642,0.999998456379092,0.995012224891686,0.956280943969934,0.999951078727866,139.472373333333,113.823642857143,131.352733333333,152.8819,100.917475,109.74515,15.4012454818726,9.95633702575441,17.4182155853514,47.7653,29.0717759178719,12.98635,95.05535,101.5218,102.425525,128.99925,58.026675,103.251975,159.35235,118.4739,149.712025,176.76455,130.21955,116.238325
"ZNF559",0.791024627089992,0.999999953652291,0.877669957349797,0.998888624857654,0.998884466710632,0.99889256306378,0.991281450534768,0.689127161932128,0.996753626350025,0.979403459952128,0.860307682303403,0.999353859781082,0.885043989295152,0.992006404494366,0.742849686187742,201.817226666667,266.395871428571,199.196066666667,233.07605,165.63985,296.1583,34.3561180962042,23.9234877963131,43.7842834240984,34.06885,9.81035257899361,120.6672,115.38225,233.5796,138.66435,216.041625,156.563175,235.8247,285.44045,267.47025,272.506325,250.110475,177.151675,356.4919
"ZNF177",0.99953100862936,0.990079382536704,0.968323964167034,0.99837092211351,0.99258556795484,0.999999999321215,0.988350190157706,0.966916017737352,0.99999889332621,0.999999953172016,0.999989921018959,0.999999973384749,0.996170941625397,0.998209452011275,0.994403366850839,55.2796066666667,61.7774142857143,42.2307,41.4533,39.529825,60.187,15.2272526760957,10.5624847417963,10.4463958039444,19.3414,15.6012711147401,6.3049,21.88415,40.44875,34.527825,31.7826,23.198175,57.03455,56.3798,77.4724,41.885425,51.124,41.5428,63.33945
"ZNF548",0.849872200313783,0.99999999796218,0.934108434825493,0.994830904659012,0.999975241144947,0.996976279823975,0.973516504996968,0.999973805249758,0.987379149477013,0.999999993102306,0.99552023065978,0.999962882357438,0.997397752619891,0.999999999962675,0.999999962052707,235.734366666667,296.164014285714,237.182316666667,280.337,283.65005,278.99005,32.3905320433768,37.4647508628503,30.5991916097514,42.2088,71.3541134020843,82.54475,170.15725,224.98255,175.338425,259.2326,215.519775,237.717675,340.1083,343.2249,299.96755,301.4414,313.424475,320.262425
"ZNF563",0.779157298261027,0.999856503948654,0.787659423770247,0.910521444743812,0.999946313338801,0.885719371179975,0.801830294494834,0.319956937082802,0.939405563746844,0.542298144686823,0.797381450667731,0.398726672284639,0.905483921394582,0.530594649720373,0.999719582604536,48.5437,60.9294142857143,46.0585666666667,64.3092,33.818,28.711,4.74297950135626,11.5340164211371,4.7446842299333,24.5078,5.33005673687751,12.9954,36.4361,37.9389,41.95975,52.0553,29.724225,22.2133,55.6098,80.62845,49.6234,76.5631,40.988425,35.2087
"ZNF567",0.998379282097275,0.964716113220984,0.99911103161899,0.85978661672747,0.957667867958925,0.991779632235996,0.98599665091393,0.999719474769786,0.999999992225374,0.992244636409751,0.677365299794139,0.588858609448776,0.455506850568964,0.378980706885326,0.535444664831278,186.639893333333,172.413571428571,157.151383333333,121.2951,158.84695,271.4799,21.8974597404802,23.3910923012496,13.9911768041247,38.591,58.1521919061884,10.2788,126.67175,141.9022,132.56565,101.9996,76.013925,266.3405,264.3939,161.6358,164.61425,140.5906,202.385825,276.6193
"ZNF573",0.994343956010509,0.962820809646249,0.999792882089842,0.995034718065465,0.999968937503352,1,0.990236663538274,0.999988374897274,0.999999281031347,0.999999872169977,0.968466165943119,0.901002248867364,0.832293797477202,0.921107835130093,0.889428765574069,67.2267066666667,74.3591,78.7143666666667,78.63255,77.0998,50.0071,8.80297945875614,11.7922873951781,7.58654733167716,20.02055,9.03585168841322,4.2492,43.88925,51.52865,64.556175,68.622275,64.547975,47.8825,86.9528,96.76635,90.458675,88.642825,87.326675,52.1317
"ZNF527",0.994084068604838,0.999221916826627,0.999992259865897,0.999976222144091,0.996879903147086,0.999037116718685,0.958417957322072,0.999157084540208,0.997000551495471,0.981376587546595,0.954836105236908,0.996072451331738,0.991778801038182,0.970289675804051,0.999953323847257,107.08954,118.485842857143,114.93855,101.07355,128.84025,136.7704,10.0706218736424,25.3832272464174,13.8475472283662,17.65035,23.8968350605089,36.4898,85.86155,78.64905,85.181125,92.248375,91.8346,118.5255,110.33225,153.28155,139.185375,109.898725,164.77785,155.0153
"ZNF33A",0.963402786565721,0.999875475954979,0.997247660990134,0.936076074145517,0.76430510345453,0.914837946000123,0.995579100851362,0.999992220400965,0.99982062025203,0.862844999661573,0.999999999914179,0.996673396496566,0.999985768080926,0.981943337269716,0.999328703261562,1438.71587333333,1294.56155714286,1393.39378333333,1710.2608,1328.1648,1442.8218,95.5698255912256,90.2413891373493,185.305112725415,191.0231,305.338024917699,160.1717,1126.0783,1098.71895,1109.58055,1614.74925,1004.087425,1362.73595,1759.7819,1488.0868,1660.641475,1805.77235,1399.874175,1522.90765
"ZKSCAN3",0.954955216793749,0.460639320071437,0.945616502974084,0.963042717825451,0.999758028681517,0.999370422184948,0.948282098414252,0.999978796470366,0.989893886102638,0.999993339957592,0.841560855495128,0.60715055168677,0.278674857520892,0.66596845764429,0.604828550777689,73.9670666666667,85.7366142857143,100.7141,92.42665,88.93065,47.085,7.74803722982959,16.20452392503,9.29384558379002,17.24615,6.17386645742898,6.2992,58.47595,47.19295,90.8831,83.803575,80.535275,43.9354,87.0686,108.5079,113.730325,101.049725,95.267175,50.2346
"ZNF676",0.366809929751652,0.999999968974686,0.602027784841511,0.998858286951559,0.968163083105125,0.999477269754275,1,0.689969149128,0.999999989598441,0.999404377512089,0.999999996350943,0.847907503183157,0.999999925250676,0.999585097382413,0.99999999875834,8.69123333333333,222.943057142857,13.8488666666667,75.7168,8.310375,3.4534,3.40671841968424,197.158285452337,5.51721040343558,70.2739,2.85058486319767,1.7851,0.73855,8.59205,2.91685,40.57985,6.5699,2.56085,7.4753,63.1654,21.946425,110.85375,10.473775,4.34595
"ZNF699",0.475223593027694,0.984881329852597,0.939666668313495,0.806320495510433,0.999989955640898,0.971193760870773,0.199898980352407,0.964515229906548,0.624045053270544,0.997504278544866,0.750219783961488,0.999871358927538,0.952644124470732,0.999999534421413,0.999155295124313,44.64442,64.9519,52.47395,67.8063,77.3124,69.72865,6.14733769116045,8.59863982469099,10.2937544644232,32.2076,11.9796872593431,3.23675,29.30425,56.10095,37.878725,51.7025,56.777725,68.110275,54.05775,66.3461,69.654175,83.9101,96.881175,71.347025
"ZNF250",0.999999790397854,0.744110756646629,0.863153131458288,0.999998365444513,0.999993550660848,0.942631016968396,0.999533140120348,0.999890898294425,0.973749274528599,0.999677369186217,0.237602354813524,0.317843155395688,0.792092619056735,0.490236964592774,0.500594370714391,215.853413333333,217.878371428571,259.6596,210.82785,227.6294,328.97775,18.142055294113,25.2901211671457,26.5893133899818,30.89615,29.6177813917867,30.65555,184.0725,176.31985,217.812925,195.379775,194.3478,313.649975,238.5077,258.36045,296.35,226.275925,249.61505,344.305525
"ZNF79",0.999398236729339,0.999994650213163,0.999982197652907,0.999538529338504,0.999997909475198,0.999929574831161,0.999999915863926,0.999676659074576,0.999990273952298,0.999573585342124,0.873008967299096,0.817236512347724,0.877524214161084,0.887920076338758,0.935656099735216,109.556353333333,114.265342857143,111.465333333333,116.88935,108.58875,83.7206,8.13353329522654,13.8897750710105,11.8152642436149,16.87545,12.0232758254216,8.5101,93.1479,85.86595,94.238075,108.451625,97.146675,79.46555,122.74965,141.6074,128.795375,125.327075,114.308975,87.97565
"ZNF681",0.82794447507652,0.981842911307362,0.998567510913308,0.720034683620103,0.987498094476351,0.945061236388792,0.986956496344984,0.691851299543661,0.888142405435705,0.578321091267946,0.81185920483,0.996652238865817,0.975259725392026,0.999995020784063,0.668809827000763,103.881753333333,216.448785714286,171.4372,319.58565,30.809775,293.98615,21.9003265947225,146.372884576103,77.1252207323735,159.01915,8.07253076151618,55.63255,25.75315,35.57385,62.15475,240.076075,27.68575,266.169875,164.1353,129.26685,165.76605,399.095225,39.311125,321.802425
"ZNF766",0.997441583523941,0.981591658640707,0.923785908944152,0.997576510742822,0.999983316814574,0.961697758455037,0.965342782783682,0.998717852659485,0.826477862233765,0.999993514358284,0.997078533637049,0.999972681598543,0.958365578485503,0.999999999930074,0.999996509047284,411.431806666667,436.4438,370.901166666667,452.09845,466.0812,453.7339,37.1373882979641,17.6484507448482,18.354780536973,83.68005,91.0471696398539,89.5776,301.0278,399.4902,331.1822,410.258425,350.86745,408.9451,492.3235,476.4235,407.203025,493.938475,574.0736,498.5227
"ZNF471",0.543839062148732,0.651327087948188,0.999999687251979,0.99965067630844,0.809384548853556,0.844141368945864,0.999988396656166,0.741708939931958,0.797614738718123,0.999982810045027,0.996396318971811,0.712956246481826,0.756131368192202,0.999991612029677,0.999477649756202,59.2002333333333,124.420285714286,121.0399,40.38275,52.140975,28.63055,15.5455474237409,46.7233993732947,45.4704842910651,6.22235,22.9371880292091,15.52285,20.04135,31.1955,30.105375,37.271575,30.517675,20.869125,85.4046,196.61275,184.172825,43.493925,69.83445,36.391975
"ZNF836",0.984924603152254,0.966439295895089,0.999989800235192,0.99999942409398,0.997333480079451,0.993718293627677,0.999897717453231,0.98163208303518,0.966001996332585,0.999999498088832,0.557979675347826,0.39347944286331,0.35852660195971,0.833706540686855,0.779889582672069,141.490326666667,126.107257142857,121.9853,144.6233,148.129675,205.6335,15.8297793254464,13.8509452103949,10.7332487253394,2.0865,33.5362489996117,0.914700000000011,88.45605,113.1096,109.8962,143.58005,110.892675,205.17615,174.57145,141.09305,143.02725,145.66655,158.44365,206.09085
"ZNF493",0.826205959882272,0.999977546314939,0.954982262452441,0.999014908625773,0.900584659286649,0.997678330985165,0.968948685531187,0.613029147934615,0.963965699497063,0.999965677984167,0.999999980587499,0.976224422846026,0.999991837653602,0.999862470937994,0.996846070589374,265.935253333333,414.823242857143,288.01285,191.6306,148.51285,257.57065,47.0694076749501,197.385608993487,37.5873721899501,23.7054,20.6407765707228,11.73345,148.645,179.39755,243.896425,179.7779,130.18045,251.703925,279.9089,315.6849,291.358475,203.4833,160.2057,263.437375
"ZNF167",0.388656966470277,0.0669606129436203,0.939314725528655,0.328723084011661,0.960190211367358,0.999964238697847,0.999223796336259,0.871280259677546,0.437780027426264,0.622170881137347,0.999998270905546,0.826744390603921,0.471158157486399,0.582405162910984,0.999528751095916,32.7899,70.4487714285714,91.858,98.28975,41.0864,29.5649,5.03464133197381,18.0256276140747,27.8297113125882,58.48835,16.260130236717,19.0787,19.8841,30.0529,42.723175,69.045575,24.17435,20.02555,43.4055,117.4032,120.4914,127.533925,53.3289,39.10425
"ZNF565",0.970958366041193,0.0866509866402349,0.485520077467267,0.985999008586894,0.897541471874423,0.245622854198527,0.99381822778418,0.999999680080777,0.595255452646932,0.938859996559859,0.971200998633492,0.999737533595101,0.931175251038936,0.891010096118497,0.999556771362679,77.79728,86.3461428571429,110.61765,65.8913,85.23665,91.82885,5.74547867364873,8.48181066666606,13.5124379671657,25.618,8.25651827643872,10.32265,58.1867,72.9312,97.6991,53.0823,80.1289,86.667525,95.827,100.04125,114.8082,78.7003,91.54275,96.990175
"ZNF34",0.960196073283915,0.781798188855132,0.997438091832247,0.999999678408547,0.993970081427744,0.95800758214332,0.999860782112465,0.960447132114116,0.83840531175282,0.999998642221,0.999999998207989,0.995948572920462,0.966421600373699,0.999999991228395,0.999992187906267,105.122166666667,126.469542857143,140.6001,102.03005,97.2826,104.0277,14.9925872281975,29.632071084592,17.6647043112719,2.06605,11.9063665772421,13.4653,70.87475,80.79825,121.267125,100.997025,82.53205,97.29505,112.8775,139.46435,171.515,103.063075,113.3351,110.76035
