"gene","N1-N0","N2-N0","N2-N1","N3-N0","N3-N1","N3-N2","N3a-N0","N3a-N1","N3a-N2","N3a-N3","NX-N0","NX-N1","NX-N2","NX-N3","NX-N3a","mean-N0","mean-N1","mean-N2","mean-N3","mean-N3a","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-N3a","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-N3a","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-N3a","Q3-NX"
"ZNF235",0.999999998899784,0.952082173524926,0.97056910593636,0.986435305304145,0.990782155427552,0.87497249790577,0.999949677865615,0.999981984353765,0.961114337720761,0.997932535099034,0.98720643560547,0.989370256042651,0.999999606178847,0.925344378874896,0.982389711659878,92.9663333333333,93.3420285714286,78.30445,110.0228,96.936525,76.1306,10.2844663788308,13.1687629369243,10.3856384764972,14.6626,14.4986668335618,25.6468,64.6756,68.8428,56.888425,102.6915,87.540275,63.3072,117.05445,110.4134,93.125675,117.3541,105.34905,88.954
"ZNF208",0.373119661850068,0.999885645310991,0.709924671021296,0.999989889752895,0.915052197829034,0.999999999998483,0.999999999537494,0.686028830094272,0.999956954901418,0.999991872344573,0.999999997759861,0.852085051132889,0.999980927054084,0.999994265510952,0.999999999978394,31.6420133333333,638.156928571429,108.070933333333,104.6324,24.2662,18.1144,9.19969680408191,562.583912388557,31.4172213923263,41.3583,8.93260647823467,16.6845,13.4083,20.7214,39.410725,83.95325,18.595275,9.77215,28.2383,175.7435,173.6204,125.31155,29.749575,26.45665
"ZNF714",0.841872278813032,0.96217969273329,0.999808419991966,0.999998954413539,0.991079939362942,0.998575267504989,0.999999957813423,0.941772938935563,0.985657250775738,0.999997285096221,0.999988673249173,0.994230850714192,0.99927613711668,0.99999997797489,0.999983320256439,302.100526666667,507.383514285714,451.763283333333,328.43585,291.749275,344.58725,40.1392908488244,288.023765312375,112.785607002497,127.06945,57.2419413355769,148.20975,214.5198,165.3281,232.44025,264.901125,211.3411,270.482375,330.0458,308.9473,689.543325,391.970575,384.860775,418.692125
"ZNF394",0.178779749346165,0.995567685414484,0.630494820637796,0.977630102257925,0.979493617693289,0.999038407917399,0.979347066642348,0.862148885871832,0.999879026963268,0.99997986216784,0.313079574061937,0.991116535431783,0.580288569345457,0.90086127786262,0.745852472720519,553.079093333333,408.3732,521.281116666667,482.2888,501.1172,347.03605,39.9271883114078,29.2771301301317,62.4913563673218,25.0826,37.5775181615506,33.88065,452.02555,339.93035,414.17815,469.7475,453.4285,330.095725,670.5448,461.6373,637.0902,494.8301,521.44085,363.976375
"ZNF333",0.318752397214839,0.982871389758608,0.864927316385539,0.999997018169174,0.88271069841771,0.999653618751855,0.999992867587345,0.574347224313566,0.988082987699923,0.999964763346785,0.999736195721546,0.692467726550014,0.984836039403703,0.999653550161421,0.999985472019965,197.18758,364.363814285714,254.544583333333,212.14445,183.866675,160.213,25.5971444954151,128.492437718696,41.6842034861522,59.32175,40.0896113458831,53.4446,125.9827,160.9422,189.71415,182.483575,150.446125,133.4907,256.0052,395.14935,316.0742,241.805325,217.5624,186.9353
"ZNF382",0.890867765272346,0.981012786860751,0.999772554697396,0.995348726657951,0.88221557107136,0.947762685432616,0.999999764625696,0.957445956662061,0.991609470942007,0.998547589643913,0.999407189594927,0.938181380214294,0.978248385798816,0.999993085049666,0.999868312255108,44.7340733333333,65.2779428571429,58.8867833333333,28.5411,43.11375,34.21215,10.6937639283858,22.4584778902869,13.8357744347378,23.5069,7.74688316426893,14.43145,15.0824,26.23175,32.84755,16.78765,32.909075,26.996425,56.4666,81.12395,89.259675,40.29455,48.303125,41.427875
"ZNF577",0.99436487019897,0.999996214660234,0.999385814501669,0.999876804021331,0.994478339136281,0.999679413916335,0.975869483568501,0.897306988470998,0.976567064405078,0.999790624007674,0.999958562090224,0.996344972003904,0.99985572758112,0.999999990611757,0.999577171781067,118.407266666667,144.153514285714,124.497633333333,99.2528,74.706675,103.0444,33.9074901224896,34.4882601551561,36.0299808272469,42.7824,8.23261473139761,5.094,27.4315,81.0375,56.5076,77.8616,61.60765,100.4974,174.03035,213.631,193.457925,120.644,86.039725,105.5914
"ZNF75A",0.803036441818915,0.999985672194847,0.845923413923676,0.995793879415506,0.838314404441762,0.999013914398041,0.995059440864286,0.734948177659647,0.999385038208146,0.999998556899578,0.965841925094156,0.999999997147018,0.960081752540148,0.921865617479475,0.904365417289075,178.883473333333,250.470128571429,169.542966666667,132.20865,142.76985,253.28165,22.5255655029663,85.316867375348,27.1370286494139,23.25505,44.7579940704172,29.97375,97.24845,95.0345,137.22855,120.581125,94.724025,238.294775,236.7188,354.0261,208.634225,143.836175,210.537075,268.268525
"ZNF496",0.999994337707516,0.904686005263091,0.914563750466216,1,0.999999622410116,0.989702495935131,0.999999881884888,0.999988959715574,0.978281333967203,0.999999988311971,0.821582021649834,0.887151148167812,0.519351063144709,0.937514131118646,0.876293422226204,414.6537,405.948,487.6582,414.80785,419.581,279.17945,44.1466588787775,48.6755038504311,53.6777772713501,62.71825,60.0760669242336,29.89445,291.76445,327.32695,497.944775,383.448725,393.9847,264.232225,532.19445,470.66995,527.116225,446.166975,482.45275,294.126675
"ZNF2",0.99019228212077,0.998562805193535,0.999989003702943,0.999691639646387,0.989037919109246,0.995651928164003,0.987531920986807,0.999994217311834,0.999841157096439,0.984594648793431,0.999668766115941,0.999999799251998,0.999999990857825,0.997692495029259,0.999985931049521,111.746566666667,120.178657142857,117.655366666667,105.0425,122.6769,118.54945,8.89553123252487,13.3200345203839,5.88215136519889,5.709,6.58118665426937,35.61335,83.86655,108.8024,106.0478,102.188,112.261375,100.742775,127.93225,123.5383,128.328825,107.897,130.896575,136.356125
"ZNF589",0.999999742909514,0.96844894980299,0.975663217342681,0.999983929148791,0.999997467134783,0.989474164556066,0.912446354126065,0.928768586387696,0.999687019293902,0.96672779311561,0.995243242429386,0.994871122738619,0.999999999980004,0.995529945632347,0.999941413124987,265.545326666667,270.332628571429,208.767383333333,283.59575,180.523025,207.48085,49.6969609115166,52.6590115796849,25.956398341519,98.77015,12.3040653545468,17.77635,153.5516,157.1966,157.6104,234.210675,168.52005,198.592675,262.75065,393.7783,258.8331,332.980825,184.415625,216.369025
"PRDM9",0.79483050244851,0.911393726144383,0.999974665341276,0.999996673617872,0.95778562055122,0.980021246480231,0.900917828538467,1,0.999987888844828,0.969506179525225,0.998436030754549,0.999254678323338,0.999916529359457,0.998659011016759,0.99948739779646,1.39052666666667,0,0.231483333333333,1.59875,0,0.66375,0.892453495625385,0,0.146464513146056,0.91835,0,0.28955,0,0,0,1.139575,0,0.518975,1.21475,0,0.5085,2.057925,0,0.808525
"ZNF12",0.999195112548903,0.999999631095522,0.999910075553189,0.986624746219513,0.964239584861028,0.987170052359076,0.996273110837119,0.981028830256036,0.996500863865611,0.999872775171752,0.999858623152539,0.999999995718357,0.9999673682712,0.983880224958152,0.994387078937938,894.624206666667,848.677442857143,884.363133333333,1032.0736,972.47335,841.6961,89.327629945262,60.5998502615581,83.1909004291401,183.3165,160.813278754163,36.8819999999999,667.49315,754.23195,739.218425,940.41535,757.286625,823.2551,1012.8955,955.84215,982.38365,1123.73185,1065.585925,860.1371
"ZNF202",0.991970631065772,0.999972195911129,0.988016415602099,0.999977729387845,0.999979166507233,0.99981160949104,0.978265067202251,0.891583905982348,0.996092814444026,0.989117396364235,0.999963347868583,0.999987694629499,0.999745475540427,0.999999999927663,0.987806114613116,233.119926666667,251.108,227.234266666667,241.8908,205.51185,242.81785,18.0753985653362,28.9955776357361,33.7379668520859,4.7831,6.61857485522123,28.08955,189.76395,213.885,195.9591,239.49925,198.128625,228.773075,262.7662,257.79585,251.12005,244.28235,207.054075,256.862625
"ZNF3",0.581713982114787,0.895782008613284,0.997876363054244,0.996431326082027,0.733707763901204,0.890076243045568,0.96517784073104,0.996641691740619,0.99999907900554,0.93272418020551,0.999978137246853,0.969659985981589,0.996970973373435,0.996128224255582,0.998962246399081,842.394273333333,600.669671428571,678.3299,959.64595,697.045975,801.1618,97.3041814926316,38.6532679340232,147.775817890154,416.68635,74.121029201653,36.4621,609.7305,603.5457,484.766,751.302775,599.38405,782.93075,899.2456,656.74225,621.827775,1167.989125,764.334625,819.39285
"ZNF606",0.990376388860838,0.972512247619022,0.856414102119699,0.74542434680678,0.93202215234569,0.53684020447756,0.999895064039962,0.999907095633135,0.970495131240164,0.90151550648004,0.993105163060884,0.952261331885727,0.999999823713605,0.698365418435368,0.987385530662867,145.54116,180.980328571429,98.1694833333333,278.8032,162.524875,91.3472,28.635721139871,58.7571848001332,30.5909437405083,142.6891,96.1482051681533,54.2094,40.3866,48.45805,31.9775,207.45865,75.00425,64.2425,248.5433,278.35955,159.160175,350.14775,188.390125,118.4519
"ZNF91",0.821544377218975,0.990923880667375,0.995997008629107,0.99998687702582,0.99315739859194,0.999940190858257,0.999973059431262,0.975847324859887,0.999706398370154,0.999999999693397,0.999999552292569,0.97017477145345,0.998136694493479,0.999975394115476,0.999968569040223,725.25376,1159.06377142857,945.998933333333,814.52255,802.3893,679.93135,76.3396480254051,598.675108004724,221.131270912979,28.69935,133.012908681871,87.22785,591.81945,417.60465,623.85005,800.172875,707.17485,636.317425,812.2744,841.11385,1033.026875,828.872225,971.9341,723.545275
"ZNF226",0.980193768212561,0.928683689546062,0.723028492079935,0.999210028792484,0.999999727761379,0.946209779033951,0.999999613192585,0.997566896339124,0.968891224245039,0.999830191149335,0.99569939145959,0.999999724021875,0.904912343596475,0.999997108295225,0.998745854746963,222.39738,249.452228571429,183.632566666667,244.703,225.97355,254.21445,23.5059722061401,31.2519652815605,16.6519865182439,57.7199,48.8892032642092,76.18775,153.583,196.0457,172.645475,215.84305,147.0816,216.120575,262.8307,276.79565,208.08325,273.56295,292.21595,292.308325
"ZNF229",0.0127922795691395,0.908227148413342,0.321428858995906,0.95594828416753,0.800877631570151,0.999971957366417,0.999993823658631,0.0937387096377013,0.949225974138049,0.961161223018478,0.999918974164053,0.238230535584853,0.964146928356537,0.964553337913944,0.999997829412999,28.5104666666667,149.665685714286,64.57175,75.2616,23.0769,16.29815,5.54874386348295,56.5298983310072,23.4790411391486,41.2433,7.2417865536298,6.52695,13.9692,29.5809,23.18885,54.63995,15.837175,13.034675,37.0835,254.08565,104.672925,95.88325,32.814025,19.561625
"ZNF180",0.999999010005964,0.999813887763159,0.999623511250393,0.999780875014096,0.999599534719207,0.999998805437451,0.880243543498544,0.939617694549336,0.856742439600391,0.93108307944336,0.978432302953796,0.988622506529716,0.962395685801202,0.974703704432024,0.999999187360522,188.539446666667,191.4943,179.58345,174.11045,232.086075,226.71245,22.7980785333553,14.8396536355742,15.8668821166342,6.40015000000001,44.8633984711995,8.64765,142.6423,176.6351,160.770875,170.910375,161.27525,222.388625,224.23065,220.6206,208.690325,177.310525,294.076625,231.036275
"ZNF641",0.93866033281057,0.0780003036327592,0.535737023199779,0.999987642873021,0.984319491219346,0.468754243885468,0.980364790193004,0.999999981261398,0.658035779396329,0.991147415728357,0.998739545910814,0.94631392103935,0.345652680671614,0.999972251187665,0.966586288659105,178.668086666667,212.651971428571,289.583466666667,169.45735,210.564025,155.0564,19.5457487764716,25.8949833874726,42.1723299134608,35.33295,34.0582128162302,94.5226,118.2187,172.6745,263.84925,151.790875,173.98835,107.7951,206.10385,277.2999,360.686375,187.123825,253.499225,202.3177
"ZNF610",0.99856191088889,0.939935722028125,0.997007515837247,0.33811685633271,0.542591157120464,0.754114841250121,0.986798680447846,0.951457861404427,0.812408852190535,0.266950999814649,0.997310251996597,0.985520237958456,0.926933498071934,0.428829218397836,0.999999999290581,30.9809866666667,36.2173714285714,43.6401,75.3049,20.629625,21.1614,6.83357584544952,10.5054367772963,12.3609489127386,49.1108,6.05761276306861,14.0117,16.81735,19.82065,20.2815,50.7495,16.19215,14.15555,31.2963,49.11275,57.160725,99.8603,24.132275,28.16725
"ZNF528",0.999510246332114,0.999929869285766,0.997464229672295,0.971582572983279,0.943740818047981,0.991848230075696,0.785614618813511,0.72939722568643,0.924532558751,0.999972680101011,0.968243283399676,0.993260265579475,0.955395114234894,0.849848129845528,0.65324350939563,144.16418,120.212014285714,161.177683333333,238.37225,263.585625,47.4778,35.7575263577523,34.503998177985,24.8815005050126,98.55695,193.217094394938,29.6036,34.1237,50.98095,131.995975,189.093775,58.17075,32.676,237.001,200.27835,178.23795,287.650725,309.680275,62.2796
"ZNF701",1,0.999999998917099,0.999999999525274,0.922272143068838,0.939538297376691,0.94715613370018,0.442800429449093,0.559294079343647,0.600296733595343,0.99908066512316,0.188770224500345,0.244978593724351,0.268337760880356,0.888619532215467,0.949787776109806,131.94512,131.967528571429,132.90325,194.43905,221.2362,285.69385,17.4050800397202,39.6355713967998,22.740975149082,71.29275,65.1460948545524,75.01705,92.49025,86.8637,96.300875,158.792675,134.65355,248.185325,174.7393,123.40305,175.94515,230.085425,261.7874,323.202375
"ZNF283",0.819305332138122,0.999907745117313,0.962676471282987,0.999870258663745,0.996757716056257,0.999999071489523,0.953038036811029,0.999995171664063,0.991642966717053,0.999261886406918,0.999889844571147,0.937526342839717,0.999218615266116,0.999116693446752,0.971562926801806,67.8108466666667,87.5168714285714,71.65395,74.2289,84.765425,61.6025,10.4606851558989,9.83800899971307,12.854383385179,2.3123,19.204385555361,13.7073,39.6537,77.1048,53.9381,73.07275,54.520975,54.74885,74.5835,101.4529,80.81575,75.38505,116.05945,68.45615
"ZNF558",0.998089056538529,0.996918273234418,0.972966007313176,0.638499379722977,0.828616609056881,0.540940367229589,0.997798079705404,0.980444004781524,0.999999996259148,0.58787200082872,0.85844259186395,0.773633466346885,0.969033829883307,0.352153736811854,0.978991476609492,375.20568,403.175557142857,342.5645,543.2299,339.7823,250.7511,39.9026992297779,37.9582233170693,31.3934472478679,237.065,46.3622474560031,177.0373,296.3328,344.78315,297.73355,424.6974,281.650025,162.23245,411.4185,439.9141,373.11635,661.7624,377.310225,339.26975
"ZNF597",0.999931633983126,0.916552562271525,0.982128333314455,0.519655183413835,0.661714733121734,0.909756439098154,0.874748106932206,0.856426096701345,0.537387600023632,0.254895283239516,0.998394403011243,0.995587262577906,0.925742832101353,0.595823566648999,0.999068852816364,76.4181866666667,73.3907142857143,61.5742333333333,35.96695,95.689475,85.9243,7.52770632295482,8.98250114708297,14.6176716464848,33.09025,19.6029450088235,10.6145,54.0321,63.2996,42.020825,19.421825,66.843,80.61705,95.17695,89.48555,84.418775,52.512075,115.226475,91.23155
"ZNF30",0.578173991512088,0.999804732627703,0.616652209550108,0.997440649186429,0.749455667168451,0.999825710238196,0.999497864463162,0.674391419060903,0.999999425402938,0.999968549560846,0.999998520371991,0.956355734785206,0.999858820406869,0.9982964939413,0.999669970094603,89.55686,152.101528571429,78.9295833333333,61.37705,74.538925,95.746,8.64802381398311,66.0415526408067,2.43422925343481,30.81255,17.9696663276559,36.9995,67.7889,83.3771,75.391975,45.970775,54.8305,77.24625,108.5667,103.7514,80.047,76.783325,92.419975,114.24575
"ZNF354A",0.998998204932994,0.999915605371876,0.995871342668662,0.442884990813191,0.643199118627988,0.450840549214752,0.996005418193334,0.999975427257776,0.990374195260085,0.783485396125856,0.805830336616365,0.732354655143494,0.905520619110314,0.206990050130501,0.71914215190058,292.021406666667,274.578628571429,303.119433333333,147.5266,263.35565,389.39025,32.1520834177233,28.4089964849979,39.3884063551757,38.2134,36.7414044570632,28.57045,198.41525,258.95675,233.04625,128.4199,222.18985,375.105025,338.9781,289.2393,318.788075,166.6333,285.11765,403.675475
"ZNF764",0.987000299196319,0.701053634000231,0.493531644538648,0.999984128774658,0.99520130164608,0.979612775852013,0.999996044845768,0.991969255636411,0.922225934271085,0.999999876137658,0.716379099237262,0.544945944225695,0.997359497468043,0.93061374743618,0.854528860291923,221.15636,188.811114285714,298.249083333333,234.4054,228.647075,339.14455,18.5541434001701,28.952298306076,68.8927105398504,37.4393,63.0706414656663,182.09025,175.7785,120.37955,201.2358,215.68575,146.75265,248.099425,259.4515,242.98725,293.267225,253.12505,278.819175,430.189675
"ZNF747",0.999999735221845,0.836077104360644,0.879703451358335,0.981138845562215,0.989282626934436,0.756875635697704,0.99950728335421,0.999889007860411,0.846272923717817,0.998605347002921,0.690478465625972,0.765373685967305,0.337690170035682,0.991839255148967,0.892223997624146,227.245906666667,224.640471428571,274.142333333333,184.72675,212.62595,137.83295,12.2861543874801,44.2258324239391,35.4716390131954,32.45055,56.8124190366933,53.96495,209.6224,135.21765,229.276325,168.501475,139.493175,110.850475,248.5468,304.15395,321.52075,200.952025,277.545925,164.815425
"ZNF778",0.81599351791336,0.931194337347216,0.999955609468925,0.0506322025341528,0.292589620026192,0.250085866194571,0.997220278741969,0.996129988503747,0.999587340022381,0.209486692953306,0.999999986108027,0.9840531714607,0.994790632136187,0.243191891317665,0.999807110286358,82.3281133333333,107.167314285714,102.381583333333,182.69825,93.6455,83.6113,8.81327331570516,20.1747133226629,18.1098091967202,76.56105,15.1720863409311,8.06319999999999,54.38755,65.9201,73.60895,144.417725,81.5043,79.5797,98.8772,133.72425,138.73125,220.978775,111.5705,87.6429
"ZNF212",0.409121832915107,0.970321277853796,0.940449130594106,0.994444666368887,0.607662854547248,0.931121968757899,0.975454355428705,0.975001647702169,0.999999799451556,0.932472610341764,0.660102086275044,0.999493226262429,0.933596282855218,0.644092679373576,0.958683860981876,272.28732,195.5018,239.773933333333,307.15955,236.04255,173.00685,25.6445097971833,16.5149305927207,45.4170893909159,76.51535,19.8062470662878,18.57405,207.8487,151.8872,188.859275,268.901875,216.96745,163.719825,316.5674,234.1298,226.593,345.417225,243.56515,182.293875
"ZNF282",0.826381642183394,0.999914743751759,0.96434048145323,0.992176623986286,0.818795748425691,0.985067508210162,0.999073346734645,0.992871673856291,0.999988150712434,0.976107484802707,0.84015634177691,0.998163581430448,0.926636978877492,0.770379666715665,0.966394053297433,932.057733333333,790.912771428571,904.645716666667,1041.29635,880.04755,705.4717,67.1290272122416,106.045647567118,103.932280186348,282.68785,36.7042071240818,86.9497,826.65935,616.838,757.0477,899.952425,846.122675,661.99685,973.52115,969.5192,963.6222,1182.640275,910.812125,748.94655
"ZNF160",0.962557718265015,0.991509737226074,0.999981040507751,0.00727403350082945,0.0407018804893039,0.0357253005128433,0.953838754523235,0.999975233157679,0.999566711023181,0.090064773867389,0.989431998521692,0.999997684562644,0.999923605696304,0.180242523753492,0.999999998158785,480.49248,573.1386,550.330466666667,1196.98925,600.25565,594.68075,46.1915423985173,42.2065173095002,105.761634874365,646.23265,96.4233630592235,153.30805,392.0197,520.13305,399.745775,873.872925,438.00825,518.026725,571.80405,578.3844,587.57605,1520.105575,748.07425,671.334775
"ZNF415",0.906575223104696,0.300116641728926,0.911902173317559,0.99715621752648,0.999987434157659,0.95837551628297,0.700422730124506,0.993448411920918,0.999388995292075,0.994049906465189,0.995890829443549,0.896453187854295,0.530925825213079,0.977822455568207,0.743320806378457,69.2293533333333,114.510042857143,168.706066666667,102.73225,147.850875,33.00385,19.1659766253264,38.4224217714819,35.8886433306942,42.17965,90.7629656420078,14.89135,25.38755,37.1795,107.14445,81.642425,41.2985,25.558175,55.21305,172.06065,234.06605,123.822075,192.946525,40.449525
"ZNF439",0.769887045602528,0.998046834998765,0.977967597525397,0.962830533493275,0.999999999995531,0.995867925721605,0.985220071351698,0.631621914764764,0.945604219118179,0.863210310252548,0.999997050405696,0.986065204733119,0.999989356806582,0.99464073283029,0.994671292556742,76.03128,118.718314285714,90.50155,119.15805,49.95585,82.05155,15.1692386823127,43.4382080989132,22.4813059766961,29.34965,6.75478143459629,44.25925,31.0479,51.5701,60.483625,104.483225,43.2765,59.921925,103.4602,117.0068,84.3841,133.832875,52.49555,104.181175
"ZNF440",0.853970917509959,0.977995307375243,0.620283012704956,0.998307286698144,0.999775450656441,0.964154601908455,0.996079480841427,0.998516395367533,0.924468405473759,0.999999986504755,0.728737209736865,0.985823867782763,0.534122800276605,0.97506635214889,0.945045772994292,365.591013333333,454.830828571429,306.927066666667,418.0101,412.370175,542.9936,32.7443733453302,105.91175427208,64.2505276639119,23.5477,33.3570970560833,99.476,279.2012,319.4004,196.336575,406.23625,387.943225,493.2556,464.32375,435.3939,428.255675,429.78395,451.74995,592.7316
"ZNF562",0.999432226525609,0.996825416644674,0.982891353559428,0.999996674238723,0.999655310959636,0.999977063197103,0.989537835084531,0.967600816886119,0.999971933730511,0.999668108060623,0.997292272199103,0.989037760836696,0.999991245820586,0.999835887521804,1,701.727626666667,672.443585714286,745.96315,718.74635,768.373425,768.38355,53.8274760699328,50.040008986926,88.7665355403065,140.89665,107.095018257265,58.18335,591.4103,591.24535,584.12085,648.298025,721.001125,739.291875,857.71355,706.3883,887.620725,789.194675,901.86185,797.475225
"ZNF561",0.660324901775829,0.882529638255436,0.999645356180669,0.999997887837904,0.926245021061141,0.974979596859655,0.995730646261593,0.985697108991954,0.998910583457445,0.998194757438338,0.0452554543418449,0.347712677597591,0.266881984089692,0.187552303659617,0.204129961369529,544.87024,638.486014285714,615.98385,534.0518,583.086275,859.30355,34.6283782054997,39.726596996779,59.6997354983015,56.1661,93.165948919275,84.75635,468.72915,558.7682,497.98375,505.96875,490.289325,816.925375,602.0865,700.9647,725.825775,562.13485,601.9468,901.681725
"ZNF584",0.967046400815756,0.953192055094481,0.999998725205502,0.999866481439976,0.999918746449395,0.999729197631706,0.998583959156324,0.999920717975244,0.999657972675726,0.99999996918151,0.998662548064387,0.96149050351347,0.95062875658919,0.996528633392023,0.99024724523486,186.80144,161.600314285714,157.8823,173.9636,171.217175,207.40225,24.0955290931065,10.4630969268283,20.8102989455061,26.3241,13.0271365627278,36.40135,139.03855,140.58595,128.6493,160.80155,154.49005,189.201575,194.63075,174.4719,199.385725,187.12565,188.158075,225.602925
"ZNF274",0.838025631125653,0.999571699432187,0.809384045356403,0.934119405143679,0.9999526745593,0.898393919020502,0.762535763072468,0.329589949351201,0.934640640086992,0.553898856520344,0.141012805400149,0.531630109977,0.145344981846376,0.824800845393736,0.0450172935905797,269.603413333333,346.956757142857,248.3041,369.54685,162.774125,542.4636,32.4435263212612,63.5574619718658,25.9993358574407,56.91845,43.5862903000354,286.8977,183.1168,253.90035,222.863075,341.087625,135.6705,399.01475,348.6239,429.72565,294.464375,398.006075,219.791275,685.91245
"ZIK1",0.402941820843754,0.997400320541341,0.834204815848938,0.392691601756403,0.976805731849716,0.647365300241031,0.999987556926208,0.795668476732671,0.999943380181039,0.606458269576765,0.999726644727886,0.744297694176298,0.994563590516344,0.553587022534615,0.999288258128717,31.9483466666667,80.7191142857143,43.9714,112.91245,36.650375,20.19365,8.96016978996155,38.1523558841292,15.1810615847509,49.97855,9.56166607364838,8.99255,12.88235,12.23265,14.43825,87.923175,31.79335,15.697375,27.65985,110.88015,78.025025,137.901725,48.189975,24.689925
"ZNF540",0.999405504791761,0.999799997369901,0.995633025997583,0.999997702313128,0.999688153838068,0.99999989925231,0.984379267310117,0.957328258738776,0.998836698366255,0.999345234264298,0.999655936663064,0.996907379502449,0.999996642863369,0.999990931680493,0.999974887147735,42.60314,48.4740285714286,37.6458666666667,39.46505,28.134425,33.97305,11.2955664273445,16.7332253080897,11.7137917949645,20.40715,3.98169796158519,22.74765,15.7752,16.99845,18.22105,29.261475,24.01505,22.599225,57.35255,63.316,43.08705,49.668625,29.763925,45.346875
"ZNF570",0.979236060614552,0.971374240010807,0.999999496083358,0.990249239198254,0.999984866869834,0.999998388043415,0.999895912801465,0.976915430588878,0.969659951079838,0.98366995893462,0.999250881962727,0.976227671467459,0.969919961613869,0.978775046355702,0.999987553583418,51.1245866666667,69.0800714285714,71.52775,76.0627,43.89025,36.63905,17.1720953138844,21.3033885185825,15.558411940271,15.8503,14.6542090404941,10.07215,16.30715,25.9656,42.007175,68.13755,35.00915,31.602975,59.056,119.98525,104.344525,83.98785,57.6043,41.675125
"ZNF57",0.988707232731414,0.981445942583068,0.999999001424238,0.990882503227683,0.999949290568755,0.999992917343892,0.95953684172663,0.834600969980056,0.813111204410889,0.895772330674034,0.442651973047032,0.312507276823231,0.300690845674915,0.452060817613579,0.885050018476324,156.712073333333,133.681828571429,129.554133333333,120.57905,194.636325,270.6734,18.7997036170266,15.5687390582893,27.7166372654364,7.67005,78.2474340404993,91.8147,110.8205,121.11005,84.51575,116.744025,112.17,224.76605,176.8147,137.7411,162.539375,124.414075,210.916925,316.58075
"ZNF556",0.999311259026794,0.999969963584224,0.999995319752776,0.998104826310726,0.999949297141522,0.999730567892874,0.97911344412465,0.998733660688446,0.996373873500453,0.999998796829635,0.352380716138702,0.538540527900317,0.505089716435498,0.830193939298383,0.783511076393879,11.9357,16.7264571428571,14.6086,21.65775,24.16805,58.5415,6.45105191363984,8.9997220641438,8.19514287835585,18.25595,23.6313509790314,57.0448,1.09555,0.5075,2.379275,12.529775,0.528,30.0191,7.73255,28.1,17.209725,30.785725,24.4463,87.0639
"ZNF554",0.999999961318383,0.848003668069265,0.895450135398363,0.964360029920307,0.976766458385352,0.706963087004357,0.99801488227646,0.999252341751751,0.81061159818063,0.99810318899402,0.989805224916927,0.990536606846748,0.99999352799508,0.89237780340275,0.964621658548504,99.4526133333333,98.1244857142857,133.828916666667,62.54315,84.8313,127.2197,10.1768858586358,14.0854609618508,50.7927244313554,26.58485,9.68253265757467,25.0682,76.29075,67.93395,81.801125,49.250725,76.205575,114.6856,119.9346,126.1912,106.16925,75.835575,87.718375,139.7538
"ZNF738",0.999999984430539,0.993273204308308,0.995262079086727,0.997045648063584,0.998302870476504,0.972916702246663,0.891075497645705,0.918984645395663,0.995177232557573,0.879305245903874,0.999982941910415,0.999994428315635,0.99665834821934,0.999906746264795,0.95894170376457,265.130726666667,268.584142857143,214.367933333333,331.4747,151.224575,288.23035,39.366009272577,123.45622554491,54.8169919802833,108.6547,17.040500035522,6.09755000000001,155.491,132.8847,138.604125,277.14735,143.232775,285.181575,303.7925,214.03155,198.769225,385.80205,172.88965,291.279125
"ZNF596",0.999999969906706,0.998297123895042,0.999493269463223,0.967218104978156,0.978579238267995,0.996414317311251,0.999180015301008,0.999215015387135,0.988779229309793,0.939111948727218,0.45979055869386,0.512168599262608,0.401026293355451,0.37917371570169,0.74713304886506,53.9604333333333,53.2911571428571,47.5200166666667,34.7846,60.406275,98.53905,7.72013397833204,9.37677262326988,9.41350995068317,6.3776,26.8234657932619,42.78605,30.63035,36.26445,31.820575,31.5958,25.628125,77.146025,62.4714,64.32925,59.3557,37.9734,77.06775,119.932075
"ZNF621",0.999871067132038,0.99998661024627,0.99939334161897,0.999938955467363,0.999999902226086,0.999725060259378,0.91517524627767,0.888203200100441,0.973008392629886,0.959567845491869,0.977378237226004,0.961746546723028,0.991849644699299,0.980211650189729,0.999999999655362,718.9384,746.471785714286,700.550633333333,757.8518,580.061625,584.03245,77.4269341285711,96.4111095729573,65.5179886175477,161.6634,23.0904246900952,11.53475,534.3427,655.66245,584.9614,677.0201,566.5042,578.265075,808.2132,830.30815,818.8022,838.6835,601.102175,589.799825
"ZNF680",0.999999999993316,0.924462229299176,0.958770479600084,0.999685375625203,0.999788241928094,0.999614546386774,0.99276825839271,0.995360784058029,0.82653161537079,0.988787403287095,0.890272743136354,0.915130221009885,0.998328697950287,0.991355669330956,0.786412994679937,250.96992,251.534328571429,319.362316666667,283.0689,204.72175,368.5109,41.1150147604708,36.7259323039736,74.5523122471437,27.2511,56.2022404433088,109.693,162.90795,196.6959,190.8103,269.44335,140.059925,313.6644,255.01055,307.5432,408.638825,296.69445,236.866475,423.3574
