"gene","MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","meanHealthy","meanTumor","medianHealthy","medianTumor","Q1healthy","Q3healthy","Q1tumor","Q3tumor","SEMhealthy","SEMtumor","foldChangeMean","foldChangeMedian","log2FoldChangeMean","log2FoldChangeMedian","tumor"
"ZNF195",0.188760615191155,357.018330769231,322.654358974359,16.2600332708211,18.1013934618255,316.661425,259.09115,420.7059,389.9516,296.317216,337.153265151515,272.7821,342.11515,251.1451,296.9994,279.584925,408.9873,17.0817375154917,12.5742708326683,1.13781193581245,1.25417008667358,0.186262120305189,0.326733015253732,"KICH"
"ZNF263",0.276997039208477,871.294780769231,810.684735897436,41.9634160139175,35.4059446243834,749.8341,702.38395,954.368575,964.60035,608.021372,833.767724242424,593.6516,807.1615,551.0051,633.2411,718.43315,957.0315,21.3802526443987,26.7314233497657,1.37128029151321,1.35965522538809,0.45552349004193,0.443240866415178,"KICH"
"ZNF200",0.278679126139732,192.907776923077,182.609538461538,6.49073083036538,6.3579704420519,167.0948,157.0268,207.91075,201.52105,165.298992,186.685746969697,164.6041,187.7146,138.803,187.4734,161.873075,204.838225,6.50296712468731,4.55360938435315,1.12938224674532,1.14040051250242,0.175533858254232,0.189540592743938,"KICH"
"ZNF582",0.282900009325888,71.8609423076923,64.8914538461539,5.03323546407943,4.04333478098605,54.37435,48.4264,88.582775,81.7508,79.550696,68.1647272727273,77.7958,70.54035,62.7183,87.9933,49.33135,86.53035,3.9330020562605,3.14617335293387,0.856871538530942,0.906737253167909,-0.22284916198013,-0.141243535828511,"KICH"
"ZNF285",0.328179293101585,82.2740307692308,73.5952794871795,6.48344341957686,5.74459820054553,63.28765,53.27975,101.93775,93.0449,62.079148,77.4462848484849,66.1556,82.64695,45.4084,76.555,60.518475,94.622175,3.6822757540101,4.2646223540932,1.24754103984296,1.24928123998573,0.31908727608681,0.321098295087185,"KICH"
"ZNF275",0.968036025902816,1492.83024230769,1486.08169230769,122.675770017064,109.815383521164,1098.27315,1061.9457,2016.654975,1894.4827,607.836272,1489.31069393939,598.8024,1465.2194,520.385,715.3299,1078.110075,1897.49395,35.1141647352596,80.2909129899304,2.45018397641692,2.44691637842467,1.29289008061529,1.29096479921321,"KICH"
"ZNF37A",0.517941538220752,325.520557692308,352.809338461538,25.5882280261579,29.6822613834204,255.911525,229.18185,423.333425,419.1069,406.473064,342.968828787879,397.4535,296.2034,351.4529,481.4559,231.5742,429.77615,24.6945919368856,20.1848292053986,0.84376766670049,0.745252966699249,-0.245082290554333,-0.424197881586349,"KICH"
"ZNF510",0.559894191883457,254.077311538462,240.169661538462,19.7058470877526,14.2504101711007,197.5563,171.61705,333.840075,272.1511,283.01588,246.095028787879,285.3117,241.12435,223.3305,354.1113,179.49475,292.59255,13.9070949130507,11.3940313150551,0.869544948459708,0.845126049860556,-0.201667489731744,-0.242761560656383,"KICH"
"ZNF506",0.273543721690491,524.352657692308,491.164571794872,20.6659304956258,20.2819206437165,435.595425,406.15725,613.01155,562.52485,413.19172,506.581503030303,403.7541,495.4617,371.6449,475.9432,420.98605,604.6133,14.8250080912142,14.676724244936,1.22602046098674,1.2271372600303,0.293983056286261,0.29529662902504,"KICH"
"ZNF324",0.0363799642116662,263.579215384615,227.289179487179,12.2307294961952,11.1984405246305,219.51015,183.87065,294.8206,272.07995,177.905168,241.344631818182,178.7207,231.2536,161.1979,194.757,206.950575,278.121975,8.56055006144411,8.42544378542559,1.3565914612339,1.29393853090325,0.439986317225696,0.371769083120654,"KICH"
"ZNF671",0.113474833778799,218.29955,187.699069230769,14.7022458758091,12.0923784169294,157.42095,149.3146,274.467275,243.27565,149.980968,200.149293939394,157.9696,211.06,93.898,189.8109,151.1863,258.38185,13.6425255802713,9.31205583645914,1.33449794736219,1.33607985333887,0.416297086422052,0.418006235785936,"KICH"
"ZNF416",0.412894842968884,130.731053846154,123.9479,6.17314335037789,5.30996152865437,116.930075,100.054,155.595975,146.35365,104.161284,127.256225757576,104.4859,125.75315,88.7226,126.4442,110.777475,150.483925,4.91590001886626,4.00445231242621,1.22172289809307,1.2035418176041,0.288917101130198,0.267286269774142,"KICH"
"ZNF586",0.131856076122051,151.197157692308,133.415792307692,10.4328630953558,6.49818011271768,122.0088,105.99755,165.512475,159.49695,156.867164,140.723159090909,151.8281,133.48335,136.7146,159.7181,112.15885,161.017275,7.09387333128355,5.68036822442878,0.897084867875275,0.87917421083449,-0.156683618470787,-0.185779027124869,"KICH"
"ZNF446",0.797097198545246,279.894438461538,287.37141025641,19.5775146209146,19.698119015282,215.7252,218.7847,285.364225,352.55775,255.787344,283.476292424242,253.629,259.4508,223.1714,284.5342,215.7252,327.380875,8.38207368146268,13.8973214681178,1.10824987660157,1.02295399973978,0.14828320186585,0.0327412713399192,"KICH"
"ZNF8",0.374677073241499,91.5179076923077,97.0040076923077,4.29841073899832,4.10661305482796,76.495225,83.2188,106.75905,116.1565,86.075744,94.7237015151515,81.6309,90.55715,78.5941,90.4097,81.9907,109.79805,3.88404999607832,2.95670447954615,1.10046915789832,1.10934891076786,0.13811871236199,0.149713191168083,"KICH"
