"gene","p-adj-Stage II-Stage I","p-adj-Stage III-Stage I","p-adj-Stage III-Stage II","p-adj-Stage IV-Stage I","p-adj-Stage IV-Stage II","p-adj-Stage IV-Stage III","mean-Stage I","mean-Stage II","mean-Stage III","mean-Stage IV","SEM-Stage I","SEM-Stage II","SEM-Stage III","SEM-Stage IV","Q1-Stage I","Q1-Stage II","Q1-Stage III","Q1-Stage IV","Q3-Stage I","Q3-Stage II","Q3-Stage III","Q3-Stage IV","count-Stage I","count-Stage II","count-Stage III","count-Stage IV"
"ZNF195",0.144070673604173,0.0426665174700022,0.796138191317951,0.923414457881163,0.865912799146374,0.536553544094702,382.160138095238,318.955368,288.078661538462,353.62115,17.7055932770511,18.6069371376706,29.3729890187081,62.7596973496513,326.7001,266.3026,207.2131,260.6233,426.6997,390.3953,357.3845,437.9794,21,25,13,6
"ZNF263",0.060382275608506,0.999651983081845,0.104600372629063,0.999927690265215,0.31824266887883,0.999998569777177,776.003095238095,934.343932,768.734092307692,770.360416666667,43.7541027998466,40.0377412094088,51.9658940409211,125.246357692848,716.1151,758.0679,587.8136,529.901475,925.3959,1127.5585,939.0983,878.447525,21,25,13,6
"ZNF200",0.614408843108483,0.457308931542052,0.0574165733621775,0.904951506571532,0.451268495292664,0.974829358599457,186.510280952381,199.571544,167.710746153846,175.188333333333,8.35119264628204,6.36515559743326,12.4722731359769,6.96030948323739,160.7617,181.4462,139.6721,162.28785,205.247,206.7952,202.2675,178.987,21,25,13,6
"ZNF582",0.999990664701993,0.998240730021433,0.997104078763724,0.464764390016234,0.460235191404643,0.446572037723283,69.0568619047619,68.833924,70.5863076923077,51.7478333333333,5.12805663841426,4.7040422711794,5.67369118505691,18.6224387509203,47.7093,53.7401,61.0013,23.0203,85.2234,80.4979,88.1573,61.773325,21,25,13,6
"ZNF285",0.998005916508911,0.992618654202816,0.971715555456874,0.0694846900564223,0.0473191086673564,0.14900713301585,80.6375285714286,82.399372,77.3692846153846,41.6946,8.9248114968199,6.1248917894673,7.53724906659607,11.6797126053113,60.218,76.1189,49.1803,18.724425,98.6635,91.9801,95.1139,62.2511,21,25,13,6
"ZNF275",0.382726678838978,0.981924979663063,0.747603044785876,0.8078391510039,0.215855356891775,0.6869323169875,1378.0281952381,1685.811568,1463.57136923077,1110.0772,142.723141070626,130.147527018314,180.361987074532,242.544329719251,1051.0898,1250.3669,1155.4098,570.2224,1684.761,2178.2683,1665.8436,1612.7694,21,25,13,6
"ZNF37A",0.999919368067383,0.998335525491783,0.999381940933513,0.603919537670153,0.614438316021626,0.724259024748126,329.946257142857,332.935036,339.751992307692,425.67925,25.700112161566,37.4708033127433,49.8687378364692,79.1458483820167,266.0377,218.8014,214.7556,289.377475,387.0731,435.4202,447.5623,476.91315,21,25,13,6
"ZNF510",0.995904877167791,0.961129181933994,0.896434113717373,0.993142661050607,0.999265389326271,0.931011795106653,245.484,251.832576,229.062284615385,257.306466666667,18.2724733098529,18.1657415970055,28.7234707889506,52.9466019387248,162.3722,203.8617,143.0629,170.365,305.1439,274.4119,335.305,315.45445,21,25,13,6
"ZNF506",0.989475337548886,0.998623500861489,0.973005872739175,0.580557786010328,0.441788736720583,0.699063367962616,508.053071428571,519.055824,501.456884615385,437.3563,27.6897907883394,23.6337360452188,27.5513516618277,56.6012307824603,406.8729,434.6919,427.505,411.4182,615.085,606.8702,557.1485,530.934325,21,25,13,6
"ZNF324",0.162677434443732,0.998870684701179,0.347043956840512,0.643389081013663,0.0593285980246291,0.623714253335771,228.639819047619,269.71822,232.042061538462,192.733183333333,11.0274049328493,15.5820198453495,19.4445748443263,17.4047420634994,204.6995,215.0583,206.5574,198.896725,251.8868,329.2088,249.2224,215.49435,21,25,13,6
"ZNF671",0.976758909966418,0.985881510138069,0.999999999375552,0.0253627526824075,0.0437312724251379,0.0728587989836237,214.161238095238,205.343576,205.313723076923,115.9997,15.6589003902078,15.5755998745434,15.6776291395356,35.2609902843449,158.6912,149.3845,163.5659,58.063525,278.0766,261.6318,246.9136,158.58475,21,25,13,6
"ZNF416",0.983783507686369,0.999704661813762,0.976752938144373,0.154700307352942,0.0867383314189152,0.225402854559631,128.45600952381,131.840976,127.410884615385,97.1722333333333,7.69741245791914,5.63975608470579,6.81601692579123,18.3428955557125,102.5757,119.0909,114.3774,68.658675,151.3208,151.7202,145.2068,111.161775,21,25,13,6
"ZNF586",0.938343514984519,0.965637137684421,0.999998354877047,0.747078752516615,0.91616688912645,0.929318593016006,147.22100952381,139.148372,139.415292307692,125.26545,8.96502974784033,9.65260601690638,14.652779253305,20.5791992399243,118.7718,118.4501,99.2634,92.91885,166.7925,155.0548,173.9859,141.455575,21,25,13,6
"ZNF446",0.468955909941834,0.999997171645334,0.577483729592024,0.686772584270085,0.997983993920491,0.719520864228568,260.383638095238,309.260804,259.591592307692,318.4122,21.3616162424129,24.4715315230041,19.4283559057125,75.8696088306862,215.1419,241.2393,206.1202,199.124675,279.653,426.0913,279.1279,449.88455,21,25,13,6
"ZNF8",0.93299468497943,0.985501152650664,0.998593469835932,0.987744954188299,0.999941821942124,0.999925094777285,97.4364666666667,93.079476,94.4101461538462,93.68955,4.96078609400688,4.79445325340398,8.37703505709336,8.49974261213244,84.3775,77.9405,84.2669,83.35395,106.897,109.8131,115.001,105.0673,21,25,13,6
"ZNF264",0.836299093076418,0.889832655608707,0.464367024791206,0.287945222594941,0.0942061396419958,0.650319618645186,696.48849047619,735.61026,656.547684615385,565.7458,28.0476323977112,35.2858051131211,46.8636346260929,57.2711812548743,595.6248,601.108,596.9822,495.209675,775.9662,853.1657,717.9487,627.20245,21,25,13,6
"ZNF213",0.840592572681644,0.902226039214272,0.488923090715621,0.994972404147405,0.860555209757381,0.993539650291882,480.636890476191,528.851512,433.090646153846,458.63255,43.7228612859266,41.0081316750102,49.1842733529715,74.5675955866476,357.7358,426.0865,327.3142,328.0584,540.6953,631.4199,476.3566,521.711425,21,25,13,6
"ZNF343",0.280139047462504,0.999925854126537,0.441867479457294,0.480274255009962,0.991502655884977,0.561643111534234,194.248361904762,232.65382,195.740769230769,242.090183333333,9.97260844757726,10.3215867493408,13.8945780610334,77.1942002362242,161.9421,202.2639,168.0289,114.824725,207.394,262.2356,234.3344,265.7006,21,25,13,6
"ZNF302",0.999734803197556,0.575800364303357,0.598906111614096,0.072679988338448,0.0749371233604772,0.497912525193241,543.777823809524,538.925088,461.266646153846,334.63715,31.4518818119353,44.3203553934771,44.5530042518166,61.980419509846,431.5409,383.6364,325.012,235.6624,653.7736,637.84,522.5243,416.72215,21,25,13,6
"ZNF268",0.641563719232883,0.916271899288003,0.984629733531146,0.801874721919523,0.998690637150489,0.980131150670551,432.888338095238,378.084768,397.079892307692,367.119116666667,30.87278083719,27.5075993889511,48.7122559584689,96.0516095730395,360.9051,276.4921,311.4316,226.936775,536.9811,445.5619,525.0789,545.851575,21,25,13,6
