"gene","Current reformed smoker for < or = 15 years-[Unknown]","Current reformed smoker for > 15 years-[Unknown]","Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-[Unknown]","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","Current smoker-[Unknown]","Current smoker-Current reformed smoker for < or = 15 years","Current smoker-Current reformed smoker for > 15 years","Current smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-[Unknown]","Lifelong Non-smoker-Current reformed smoker for < or = 15 years","Lifelong Non-smoker-Current reformed smoker for > 15 years","Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","Lifelong Non-smoker-Current smoker"
"ZNF229",0.758662579594071,0.704279888521619,0.150586306663105,0.998445293044246,0.989402508118025,0.67817980461286,0.999952098139264,0.900777128518919,0.665042894284578,0.99989389790733,0.998922391796566,0.364836874028747,0.709258224860785,0.982260551729129,0.992890651708463
"ZNF180",0.835184264266144,0.999655050857283,0.976589973107121,0.99711343416283,0.997441796996209,0.999968820780147,0.877475764455329,0.999999270731664,0.98599246192285,0.998863973117659,0.991023712331629,0.919131060360075,0.999999606673082,0.999979281468031,0.951477868533866
"ZNF641",0.613026401050818,0.999749223030246,0.888553765501196,0.995503974067082,0.981627989121905,0.999884930851297,0.228533466498961,0.989516868667585,0.571863014566161,0.835668295587348,0.59440914342706,0.989296078330844,0.958703664846189,0.998782461680337,0.695336456584345
"ZNF610",0.739597165639885,0.966920710812382,0.410659258441588,0.990321922692577,0.997362548997156,0.854601853920572,0.999935513908407,0.694641646177042,0.993329347163688,0.977544263638987,0.999994496214153,0.464201221050077,0.956340508862175,0.972858405330876,0.999986363208348
"ZNF528",0.837525731926449,0.984189036519363,0.580202837386469,0.99996402876377,0.979809348022291,0.982215302605547,0.998228116722879,0.681153627673536,0.999803292716122,0.99625366523137,0.89564508219124,0.187034640374876,0.999999997271597,0.95645164485185,0.999166215277567
"ZNF701",0.746413034565362,0.9997521840665,0.946200230974012,0.999999993696373,0.898660926487473,0.999866780753582,0.992433927899219,0.978134496334368,0.999918035761725,0.997334314612697,0.999816376416174,0.405159568855392,0.994932082634022,0.999996197939811,0.937331850232902
"ZNF283",0.883871371122585,0.921178926820372,0.454023194002072,0.999996589533893,0.981208790870492,0.952592582601801,0.811955507218141,0.999990874257691,0.374499198070438,0.963108259010285,0.99999212897851,0.687518112424035,0.892738287091801,0.999929269737886,0.562948236999144
"ZNF558",0.986963873200007,0.997418620203693,0.926474331544218,0.99903645874125,0.960585412308003,0.999999999383339,0.989631015051588,0.85855459233432,0.999998737453418,0.999997864849748,0.998358615121747,0.997456644112475,0.958210324881699,0.984741482622479,0.877496426157828
"ZNF597",0.788026063650434,0.919398628414218,0.999975467335587,0.906351222587545,0.999999999997955,0.999987499320389,0.199943181492779,0.933132018807084,0.898725446182293,0.972401222823661,0.84791530240769,0.98882613283153,0.999527238442754,0.997344411246751,0.40960812558195
"ZNF30",0.707382133507956,0.567909802069566,0.999534425446116,0.999999942185653,0.90994819053398,0.818736948710866,0.984911050962015,0.98133994328682,0.926623059922475,0.997624554915445,0.731674422593496,0.989537477111081,0.932336369182223,0.970306548038618,0.99942480119333
"ZNF354A",0.990648140967138,0.962424573011476,0.999850073409876,0.94100727605929,0.778236154088974,0.693525755942406,0.936694530760867,0.999640833514165,0.999999997894993,0.629106490862714,0.999999959946311,0.96933138940863,0.91279103238523,0.914222313548694,0.837973478866205
"ZNF764",0.996653292077143,0.715871133961916,0.943339041860668,0.9999971284201,0.997114989838214,0.834720368168365,0.991167624352672,0.999998396735996,0.964125026821626,0.993774035651235,0.995897847049717,0.999974251893067,0.774431743845088,0.998017309064821,0.999562541280931
"ZNF747",0.653789358257294,0.999999984175547,0.812194673510294,0.998946969721451,0.970561746733448,0.999617807587339,0.996756223128319,0.931489035761962,0.999089101366692,1,0.977549570923826,0.797987709403466,0.996584990937484,0.999999999976014,0.999999999881137
"ZNF778",0.627965257863633,0.999996213334537,0.709066255369143,0.982095621522575,0.995626838752021,0.979638811541938,0.609872871400108,0.999999998318068,0.69452698495312,0.994715150207173,0.749327942554671,0.966925225389539,0.864722271171991,0.999999991845672,0.960316067564115
"ZNF212",0.994290250605329,0.999990751827235,0.99137628851739,0.988524405845911,0.999964212544594,0.984247328554144,0.958981838842283,0.806327996575602,0.992301385941213,0.827075647910809,0.999999997450997,0.9870545049979,0.99996220495022,0.982122510010865,0.894407207315144
"ZNF282",0.998149293512671,0.999986607386003,0.999933463936716,0.949055937711049,0.858432856885901,0.942287948353468,0.787090773055802,0.96756654868279,0.931632421376981,0.475345916351823,0.999859309603029,0.99954605990389,1,0.858693916948997,0.730384149886247
"ZNF160",0.999839026710714,0.932703126378618,0.882242942021297,0.896353101363468,0.840938361862044,0.999937474858561,0.965979733832357,0.926434588203297,0.999956203884173,0.998646499922891,0.974618747594243,0.933607562586815,0.992222146741321,0.975495706474432,0.999056645949236
"ZNF415",0.882297594901854,0.993193810462582,0.701535300673363,0.914998568922287,0.498537486983357,0.997188246938547,0.990685055472399,0.997549745820548,0.907711142944887,0.731151991890205,0.99852687334002,0.910770482537197,0.928747887282152,0.740020216511453,0.998530376111572
"ZNF439",0.996006295159028,0.874511451790965,0.695634954893467,0.99859580298477,0.999999999999084,0.825352468709697,0.998710386709683,0.999998773204835,0.748805977986953,0.999999363478696,1,0.989120971474424,0.773865013144439,0.997446585443765,0.996371502804525
"ZNF440",0.990863297509855,0.999525778163133,0.999943976644263,0.737303045742504,0.506499059692725,0.675208125651011,0.634945292787221,0.378274169008053,0.598341572664023,0.999989159678488,0.803168583303196,0.479118339393293,0.783336259976994,0.965851371990785,0.953281659710982
"ZNF562",0.99021738733179,0.997920650749594,0.941147325887774,0.967032227354776,0.833906379004467,0.998980940973869,0.999642125322502,0.999768886949484,0.985692755499022,0.923592539889271,0.998728192804636,0.998186686790532,0.96591843871363,0.864124162777032,0.999999963753005
"ZNF561",0.999691643442034,0.998590336782561,0.989150995680504,0.999945012457402,0.998367944192782,0.999995332359887,0.912296267914763,0.986017025274003,0.822171062675438,0.931821027848699,0.999990386286376,0.999879930840136,0.991839401274875,0.999520496958522,0.866350424224746
"ZNF584",0.834564517772541,0.997169283294672,0.699644626592572,0.999997015092178,0.968729660382391,0.99721933287175,0.997622733251634,0.662367279363245,0.999999945504834,0.99775850620207,0.909579655941358,0.987578824976117,0.787243633395519,0.996606954573338,0.724916288377919
"ZNF274",0.999999998800387,0.231453123988134,0.300001550026576,0.988301007116941,0.989755066781211,0.845051875722372,0.99990955156722,0.999966754985581,0.220297420270263,0.972368266949498,0.999999946099729,0.99999969898843,0.105601844133304,0.983367517360721,0.99948409633083
"ZIK1",0.852488783881228,0.999986785221307,0.868473141422001,0.99558941774634,0.998837266215992,0.99220846490844,0.999998393917846,0.926005603280145,0.999907958180626,0.998523972125008,0.976023062931678,0.324354693862226,0.999221971972287,0.908927405447615,0.975734666353179
"ZNF540",0.910458459447213,0.999703072458418,0.867284070725019,0.999999998765011,0.969739422774217,0.999948675456313,0.999960541055901,0.877430309168564,0.999998001801045,0.999996110437573,0.991731204638401,0.508138322976672,0.99999952119782,0.999503523821951,0.999868618613645
"ZNF570",0.455554138995896,0.996656524935458,0.879227330112516,0.999889042273822,0.863232810102867,0.999984921980982,0.64143998126697,0.999811496700225,0.955580017309145,0.939368833347213,0.858325861535737,0.77970807759153,0.999807565211893,0.998220154185526,0.932257579740794
"ZNF57",0.991368741327115,0.997685380554141,0.942353297191768,0.999999998559871,0.997213375800823,0.999511500937578,0.999988726262377,0.984006052530761,0.999732578761874,0.999999194745788,0.999911898937845,0.939985794688177,0.999137608876296,0.999997772063508,1
"ZNF556",0.9851452497121,0.999573886227255,0.956208122157735,0.248789446277435,0.11880162864813,0.515608392474253,0.977251705786754,0.797852399193409,0.999472678866135,0.641151016551585,0.998039530280412,0.844289138895963,0.999999894098166,0.235624048381406,0.993870671616207
"ZNF554",0.941095381105758,0.999782844229705,0.995156432888677,0.995287416903027,0.999959658177945,0.999856744118736,0.973974481110215,0.999989873016323,0.998856937133418,0.999999665857068,0.991038573616474,0.987582447369357,0.999997762870998,0.99991148967119,0.997837717654295
"ZNF738",0.240447325898972,0.815887357429898,0.0402059777638023,0.936841535564894,0.969293560174447,0.478380612145855,0.923022867381005,0.861931491598251,0.369358106504472,0.999989347016771,0.998684751526759,0.162669990856228,0.499890837289202,0.963696706303242,0.949364273665145
"ZNF596",0.91109860716125,0.996031548908254,0.773037688961115,0.977984006778165,0.99999970632162,0.903975777318091,0.0766378701686901,0.600007851168593,0.0708756544889683,0.738042273699079,0.974424359195872,0.988176073942348,0.863010124629263,0.999059604708913,0.0705208508166363
"ZNF621",0.999938980008736,0.998187872580174,0.999936380081445,0.983264498574989,0.996499586363501,0.999744151328504,0.999990395789009,0.999487599165571,0.99540819991419,0.9743327043067,0.999921235311569,0.99764493968653,0.985180556628354,0.943769491325677,0.999999999999635
"ZNF680",0.947601801580196,0.916293197325001,0.552132980265024,0.989006895342508,0.999999599019772,0.767265466558369,0.939278441497432,0.999999996485878,0.534345170515824,0.999998419047026,0.897183145915124,0.999919419376977,0.380777105899268,0.999999767695342,0.999817014957843
"ZNF483",0.999980497966179,0.873435429071566,0.847459484747936,0.999425682156366,0.997824439403723,0.992894183849839,0.999998757470979,0.999999826611951,0.873888032701812,0.998827699036092,0.974788842217983,0.960498225743797,0.970311053872147,0.999999693117734,0.975618485282148
"ZNF417",0.487028201784589,0.999591710094718,0.82758358695569,0.97770565283218,0.987475613637425,0.998435277742249,0.672900384228127,0.999812939483275,0.925568332048322,0.998183825396701,0.852065379057649,0.818571069166592,0.996731641741013,0.999995763491059,0.95123207259604
"ZNF791",0.940475985493284,0.969706987767451,0.666540821262812,0.999998190795886,0.991616132141966,0.981463696881009,0.894308821928644,0.999994130216294,0.588576938313277,0.982006377409578,0.992039242755844,0.986161562188182,0.756745421227087,0.999906315361892,0.960179573359447
"ZNF519",0.881538858335792,0.91337966555494,0.437324747551266,0.185949163090122,0.0387791573066195,0.765422704393606,0.999998820773062,0.884798018604926,0.955999710622863,0.273174468365241,0.999998830559481,0.705778268552863,0.868196598955499,0.109713381382429,0.999999986769683
"ZNF25",0.994966485419267,0.999822910138509,0.999952548709106,0.999978748993877,0.999906804133611,0.999999951839544,0.969233929506112,0.999893493751163,0.998253538539717,0.99818228885571,0.999993314238715,0.994388191441565,0.999937106598774,0.99999742853259,0.954879718561197
"ZNF77",0.997022844337446,0.999394050549143,0.999999356759686,0.953026785560135,0.997099917139375,0.995447171347789,0.884157113840071,0.992907013870851,0.990082712801318,0.99999999999929,0.887648074470863,0.999547507799152,0.998829246847779,0.999449344142641,0.997594672609358
"ZNF169",0.813573044736554,0.985865464324029,0.563588771470217,0.651390939467489,0.186515264925231,0.955961434489255,0.965126252566135,0.998638899831795,0.789081706683698,0.334474871318109,0.985399153336776,0.919711845061727,0.80427248936748,0.292103536151916,0.997605289796274
"ZNF613",0.999936677049271,0.999688618588422,0.999999000043536,0.205787693577426,0.195537834093358,0.212273823574638,0.999645184493177,0.997003022967963,0.994837509705901,0.38048691358932,0.958156481888023,0.927062698736339,0.927765449459689,0.297993221024744,0.999473431288431
"ZNF404",0.999997175609674,0.999986950479807,0.999886561775856,0.99999999875649,0.999999863866391,0.999991629127704,0.974663935691828,0.99197472373779,0.970417839257153,0.994455238231004,0.99195941623978,0.999346467584427,0.990164969762214,0.99951950581861,0.997698122284224
"ZNF135",0.578891329249828,0.999946333771378,0.839047941052099,0.999614443051784,0.660099082725025,0.997944084606754,0.94546314657703,0.205373977414208,0.931634779181998,0.998921084052057,0.985692471445835,0.120107449360539,0.978203227541546,0.9999999598972,0.992984818643143
"ZNF620",0.999997047450593,0.901171256479081,0.893907978664089,0.999658187130788,0.999956767137681,0.888825133040337,0.969939433910362,0.990141660725259,0.585820758842588,0.999665678350967,0.999950326335004,0.999999998042152,0.735285858870811,0.999930155705733,0.967017259451723
"ZNF619",0.999999763816184,0.918231117196692,0.923039677092813,0.99905831090259,0.998619148452978,0.997826301502976,0.937424944928235,0.969062978356306,0.534162149962248,0.902220646147611,0.991901038067992,0.998640426983734,0.600273636280694,0.972030824506222,0.984952802030999
"ZNF354C",0.534013696206817,0.971956233846268,0.977298384641168,0.999948846709919,0.688587333594129,0.970438712341593,0.761492727655071,0.999428928662962,0.998196486822572,0.839301394304585,0.727246431796201,0.932599184748348,0.999997726368658,0.890749406982996,0.996191656264037
"ZNF114",0.998727712445146,0.982522308906617,0.999623908544411,0.913033704438801,0.985696234309013,0.999058665499797,0.988973221056894,0.938110953202396,0.852189862896603,0.717820749944772,0.999999492802771,0.998260157255009,0.973271722937751,0.882482714600816,0.959252423102109
"ZNF454",0.835252764025923,0.922812165233326,0.999997873669064,0.865865248067975,0.376238835058792,0.491791004231474,0.84648171470067,0.999999999271689,0.999999245066692,0.386476702481391,0.961333578987689,0.966946646847762,0.993220909623417,0.488134864076832,0.971904991948876
"ZNF543",0.846105176260661,1,0.918165662601553,0.970403248526266,0.999990671757594,0.981921818039116,0.999999949653508,0.870943229502321,0.999999976268933,0.971467476404439,0.999998358707322,0.639007078636704,0.999999639484559,0.934532542825686,0.999999999216362
"ZNF354B",0.961640928080335,0.999576325367181,0.998482913781794,0.999999997751833,0.987359397587671,0.9998061756807,0.929137597234224,0.999996135388217,0.995186156056475,0.97604258736255,0.999992845033539,0.94300482782967,0.999788600882046,0.999997244149727,0.890395799595384
"ZNF223",0.952410574814921,0.986641959656008,0.76446472031655,0.999963089701123,0.961201991529875,0.999438690102761,0.987404611282869,0.999942655062317,0.861757895030095,0.985837233071343,0.999999999896305,0.893652089788852,0.969764313228812,0.999917393457696,0.969748873563154
"ZNF713",0.998404632873944,0.947777763609528,0.848796840871034,0.992501922918209,0.999902915684165,0.83523465129056,0.722552073033807,0.942794968738338,0.348063719702288,0.99560299307078,0.926830214335328,0.999687789174463,0.500102635974443,0.999999815974165,0.934853227509683
"ZNF552",0.993743090041413,0.999483171657491,0.999983318347984,0.0597364680347298,0.0318585902845552,0.0675957249500273,0.999771605903159,0.973986709977592,0.994470927311318,0.139627344401097,0.996007110642276,0.880743198057759,0.974428952041045,0.0496059804435089,0.999999670247593
"ZNF154",0.86703210612769,0.97923751687433,0.999700744980295,0.999999968753536,0.966678223277372,0.995455465298977,0.942565382887422,0.435589776368312,0.707794889458101,0.978552138806135,0.820863357229469,0.165384859449792,0.508362640399212,0.968035062262503,0.999998298388532
"ZNF571",0.988129645520094,0.999885208940347,0.973609953045097,0.998147981976012,0.999999740387594,0.992844459019714,0.999993729286754,0.997430409181558,0.999410793166386,0.999651304595232,0.999947700837678,0.930592505503795,0.99999321052182,0.990399162052517,0.999404386330252
"ZNF443",0.75838727886853,0.999958263788887,0.773689238608175,0.998939155242287,0.750347887539602,0.999966730591206,0.99999998858146,0.837942857273213,0.999936375800425,0.998848259207942,0.999450624404286,0.731972034653122,0.996918201290009,0.988617630829153,0.999910342594384
"ZNF792",0.937066611575237,0.999999969013579,0.975523474687374,0.999787390635004,0.997885537425794,0.999943920595536,0.999620914280611,0.867465149608841,0.999648710699696,0.996532255895745,0.999188983105362,0.696675060595823,0.999561513997583,0.99505852038217,0.999999479605082
"ZFP82",0.32789688924991,0.999999631836978,0.47240825880402,0.789943792352013,0.999581698039024,0.82965269298092,0.999999999931814,0.422535941617814,0.999999897329461,0.82283926562096,0.99584124358044,0.048548720180823,0.999767048109589,0.499215599811664,0.998567304377583
"ZNF707",0.999448983290292,0.999999999999327,0.99973551100293,0.999999954887617,0.999953971832963,0.999999959192845,0.997513299724502,0.999997533180965,0.998816791336986,0.99970945879463,0.999999997750594,0.998822647948112,0.999999998091704,0.999999985157602,0.994398982523195
"ZNF746",0.972918430157379,0.949098991252667,0.999976337798475,0.989030504718556,0.999999999680783,0.999994836167211,0.975428150863207,0.742127757549333,0.698740894963268,0.862436725863903,0.999111377233088,0.987565957692295,0.969486377238681,0.996592049347893,0.822784630826962
"ZNF678",0.122553927857282,0.941142863687414,0.77269835095474,0.964952640908516,0.858319558672338,0.999999999921593,0.107100645419757,0.999999919995776,0.743359388673562,0.837391076654889,0.33402904190721,0.678867337365972,0.998636283433,0.999589462877829,0.631119704353951
"HKR1",0.999999941862801,0.990951980962802,0.99095112214619,0.99921720472302,0.999678460677099,0.970009166443841,0.969613858567019,0.972891104906216,0.999997710035949,0.940474938875251,0.910886334906529,0.942326591085614,0.999999994071891,0.912117314951862,0.999996001905997
"ZNF101",0.843444490393099,0.430490051057413,0.977147486965227,0.935707225532095,1,0.989750632501689,0.975972295407654,0.998554265340179,0.877181287348029,0.99945490976015,0.817146832088329,0.997938062472231,0.773813959160137,0.999570815549731,0.999997299432037
"ZNF716",0.985557787458777,0.982824673197359,0.999999588346517,0.98322300192758,0.999988265879626,0.999999543092303,0.997324133337196,0.999969504158499,0.999866911318222,0.999648732816332,0.879326741377994,0.999998610863291,0.999999999948731,0.999997573021583,0.999294441688218
"ZNF708",0.882261032985314,0.997830770262755,0.995299414764294,0.789412845068017,0.998591624200502,0.963948819866684,0.649914978610764,0.998706623708144,0.949335178243318,0.999999531895194,0.966845605671485,0.982474062371086,0.999999885970955,0.922944478205744,0.823349537460409
"ZNF721",0.999994054406699,0.999298220467136,0.999940779573437,0.573564061988851,0.695868532373218,0.834564613085163,0.900388308185748,0.959964711357951,0.993077341328107,0.971420613716556,0.976040675809837,0.997500294923731,0.999995188822738,0.718786593955815,0.983660580802624
"ZNF662",0.999994316733548,0.999999900434976,0.999982286341711,0.997853503809258,0.999561123554147,0.997880379705505,0.999959866504747,0.999674759501406,0.999997603175186,0.993310513382929,0.999989034436604,0.999999988622647,0.999973895484048,0.998519140319146,0.999111009033175
"ZNF320",0.773777371367179,0.835759005775583,1,0.999967905063929,0.965006269224591,0.972684167207444,0.647415732744729,0.999961868116028,0.999970549064266,0.927229021383263,0.883589972175251,0.978060199020468,0.988419640794419,0.997688384800317,0.920694285907751
"ZNF530",0.610170796524368,0.555365028875308,0.0575306430526936,0.999998765892745,0.88264083056657,0.737857617983352,0.999833017252013,0.546792978100153,0.767851183419754,0.999737788308405,0.999999998300856,0.362165511636168,0.374289011975119,0.999995588441028,0.999660790311829
"ZFP1",0.997754241289527,0.335083231520424,0.658686369419042,0.569199503862065,0.82219020824481,0.999998467412815,0.704598703265922,0.9429677510989,0.984522972181841,0.99652153674431,0.803410027471398,0.995829754073285,0.6683127761667,0.876723926994496,0.977751119121293
"KRBA2",0.459360432397511,0.491670698182619,0.999998565937356,0.999987926474738,0.664090811658557,0.660296900629004,0.853741856563417,0.990259479359028,0.985600905116193,0.913386948274698,0.489323756456263,0.970000357432138,0.964765504240322,0.815897331981378,0.99999998110051
"ZNF93",0.892636688345061,0.945472719553288,0.51632737899834,0.695485294208327,0.270220983881968,0.990422886987209,0.921201124533576,0.999999646657962,0.561022835514619,0.300282103629341,0.981040382530084,0.976550584156107,0.616792363315295,0.320730481533057,0.987923927884853
"ZFP90",0.558461667912673,0.693878539017801,0.99999985935135,0.959698243087098,0.997423479650424,0.99892067693783,0.688856426831112,0.999966911285412,0.999997569919143,0.999640523502281,0.65519653693602,0.966109192835042,0.989019002472636,0.999999994471864,0.99381656871844
"ZNF479",1,0.00388486835794954,0.00925919326436209,1,1,0.0461400828648437,1,1,0.00925919326436209,1,0.999959936252365,0.999983851980679,0.000591006492861923,0.999996814823466,0.999983851980679
"ZNF445",0.9715723265776,0.778845669834491,0.993093883547151,0.988582670723992,0.851709343715494,0.618173748177444,0.999997343014087,0.96547831798891,0.779990923367604,0.995715164329436,0.999999617376897,0.947589169169704,0.66686025873884,0.973950813250383,0.999950240970974
"ZNF74",0.964003231412553,0.999999938915658,0.987590694502275,0.98135955785645,0.802516252698111,0.984967125537186,0.999972185681504,0.992134793462166,0.999998244882058,0.967595694643553,0.997349290684392,0.988685290527856,0.999791651040254,0.893042047328812,0.9999854665582
"ZNF829",0.706087090731777,0.998764552807166,0.618579211582089,0.999524175756475,0.972009402672652,0.991372426924159,0.742070907959888,0.99999992408669,0.651156516180168,0.978510974691165,0.944127401991382,0.907981825085886,0.870528895596384,0.999972181057193,0.931715519306017
"ZNF267",0.884082296353897,0.900421797406094,0.999999962077062,0.976818655258073,0.999996487839194,0.999987694710918,0.731974850992275,0.999769830796315,0.999943445828387,0.999324689236237,0.999893969956454,0.857729839572346,0.891838433444634,0.982607181730994,0.649097359808367
"ZNF566",0.096317696769482,0.999999785004235,0.255232883846889,0.662256553392899,0.992437702524652,0.787222901322849,0.297852968459253,0.995344043144806,0.525708451795696,0.99998830801533,0.676008787077912,0.314751039109297,0.916140042832133,0.964544482567846,0.742035640634989
"ZNF224",0.910710396654399,0.999855456552327,0.882754207321604,0.97726742159609,0.999999781488052,0.956851495665483,0.989857104666576,0.999045184203474,0.974730176542565,0.999898553954896,0.999639103087279,0.914164828556393,0.995205185416359,0.987060027877933,0.995846130877296
"ZNF529",0.547091825047947,0.999999867269966,0.746318492151208,0.982079135056146,0.990448837963729,0.992495376844317,0.991971086936032,0.913372781881485,0.997965193047464,0.999924358093855,0.998510967112253,0.164725441524745,0.999061416892667,0.906964414392791,0.896315073668731
"ZNF284",0.980775716306125,0.99869425094644,0.928425974932696,0.999999537186713,0.997565952592093,0.998959890289762,0.99997530212346,0.965842624175868,0.99993032393986,0.999946297637479,0.988613901618958,0.999272798366724,0.938489210882218,0.999724680964919,0.97610474095634
"ZNF749",0.852497875547087,0.999355938096073,0.984908401740873,0.97003291404595,0.601135287688273,0.928238973882232,0.949692239683141,0.999837987123698,0.998076536274541,0.732258645491169,0.981178425788701,0.955180276180757,0.999998097391758,0.783034076989343,0.995706763841232
"ZNF17",0.735818981150373,0.999652897043027,0.946974237747886,0.999999691374258,0.927603432709617,0.999980617356376,0.637303007711715,0.999990254664839,0.906947766463325,0.886413410052724,0.98303478249579,0.860398301878046,0.999991619541433,0.999464541375115,0.759969808695132
"ZNF555",0.889109624773493,0.99969059677146,0.844097925145794,0.999995319575553,0.983184938002889,0.999366536169836,0.998442324571864,0.752570075314815,0.999999661530611,0.998161728298441,0.999999940022863,0.79030623034989,0.998818942710199,0.999997533243675,0.993667082481701
"ZNF75D",0.907291219700782,0.999988850998977,0.977631986856761,0.257947810608192,0.783922158918591,0.447220359015913,0.998943925538288,0.991223992690434,0.999971884898291,0.484405172734935,0.811265407349584,0.999904320162697,0.977251850728318,0.520941248136477,0.992538994101266
"ZNF197",0.995818956451133,0.844405697873347,0.984923966820552,0.999997968070896,0.996805995423052,0.912943090923415,0.999981442688628,0.999605033028007,0.930839242904004,0.999917934532245,0.99161417084001,0.999992935570524,0.924387495048491,0.996929680248944,0.999746571239557
"ZNF732",0.829278846089265,0.393965443329076,0.0694081958323627,0.928043426572526,1,0.188780615405957,0.996652040105261,0.984850411418061,0.255787721036787,0.993829499003282,0.726810635531853,0.999411676073413,0.0188575335800184,0.999870750322473,0.992609213412047
"ZNF546",0.322151111144037,0.986610460941577,0.862522060822801,0.98026824487954,0.952606619559846,0.999994438415918,0.525272249297684,0.999586678786194,0.956241131252416,0.989629169164016,0.901014618441973,0.548971463436792,0.999999999985374,0.999977304443527,0.805572338093472
"ZNF286A",0.941930133026981,0.99629793707065,0.999559860095985,0.999960487588185,0.953927860509197,0.993530426721616,0.9310728256756,0.999999990870319,0.999281612244673,0.947049086524125,0.99346584814616,0.984852568390492,0.999973135353477,0.993615337738717,0.97924046309737
"ZKSCAN4",0.965273233934192,0.999077685349543,0.908805311594094,0.695546616376214,0.371755611342801,0.911519936536424,0.99923968687579,0.998372531802821,0.987541828937052,0.581152355878955,0.999999872158144,0.932262461053272,0.996664343190871,0.551549524605961,0.998826006239454
"ZNF643",0.877655789077823,0.999760602172775,0.984012085661303,0.873922785245083,0.428730258533182,0.829406366116842,0.919465845773135,0.999998136257,0.992095678352497,0.481611199037841,0.999968763146423,0.828403262621696,0.999957479498996,0.744779555681534,0.890566924262617
"ZNF642",0.698599759493431,0.0942361672204095,0.804912748828804,0.934889330337821,0.999960047366482,0.816138779214963,0.449268308930514,0.999185892257322,0.937478842674327,0.996475815924398,0.766369806873332,0.98320448910729,0.247562709807607,0.999829297446182,0.849771405401488
"ZNF490",0.999771373459802,0.928361164719467,0.98594918860116,0.931181148704531,0.982289740656954,0.999997969855795,0.999834574679006,0.999999999840661,0.984461015890576,0.980747309745676,0.960191884993445,0.99925908721508,0.994558404713494,0.992313372335728,0.999008376601447
"ZNF626",0.64450344811116,0.951043605174395,0.996491281166535,0.703985852105109,0.999936677384715,0.990015644251009,0.636335727957039,0.9999999999672,0.996106507678198,0.99994956002333,0.949925932975049,0.850860740578129,0.998656157825573,0.880688986311465,0.843533731516316
"ZNF793",0.104639094484444,0.999999998845491,0.250749345422426,0.471967235181056,0.999812892070015,0.605758663329638,0.0783438205646156,0.999997073960626,0.205788068167848,0.999180602084186,0.0942707623650888,0.905623843403451,0.397430935837324,0.998122268854435,0.84157539502319
"ZNF383",0.61997222769797,0.999998463562022,0.817830641445137,0.988581610853654,0.497387741508101,0.987567259154416,0.662879206253479,0.999999868302587,0.845423756903867,0.529509293453723,0.796983046799038,0.948840352985831,0.964659330438273,0.681280473335781,0.966284686611192
"ZNF669",0.997372747333276,0.98910066280621,0.928384672156612,0.999529651037235,0.987217989092003,0.999959705730119,0.531604024760981,0.861444993560198,0.34449595068181,0.617641911545208,0.999839851664204,0.999249929487737,0.938967800048608,0.995343423844143,0.411125833462559
"ZNF559",0.963307568188014,0.57701912142502,0.961395465955358,0.999877330188932,0.959061527455975,0.673883234467069,0.0802222907548329,0.0219237070689977,0.00389881170129336,0.460296384597066,0.99999903451827,0.884320006525057,0.348566923559272,0.999925568593199,0.0178718356945721
"ZNF177",0.999859155607393,0.999662612145957,0.999999823503781,0.980940670045148,0.99682735209718,0.998667871106521,0.998264102893465,0.989820427311943,0.988215582683627,0.924154357841614,0.999984565541678,0.997734106088259,0.996961441801286,0.947395725424468,0.998835998948241
"ZNF548",0.891746358879744,0.999999999276167,0.938930415752863,0.997202967438444,0.818741759639216,0.998654564552087,0.99999449020235,0.955119921657276,0.999994495401926,0.994549590313338,0.999224679181582,0.589790776037796,0.999901927807085,0.999593892962842,0.997391995873656
"ZNF563",0.996710951271431,0.832773815112754,0.979974425127552,0.810094830228133,0.962386720765412,0.999968292898694,0.81477991461651,0.981769416253502,0.999999807044875,0.999849248175723,0.999349288589232,0.999605157248128,0.84429412924019,0.831329160416445,0.809208642180201
"ZNF567",0.372357496760545,0.999914775545127,0.428595770708426,0.590420998012007,0.999999903897672,0.58765279225075,0.306068415417256,0.999997424946377,0.367897902313588,0.999999993804437,0.943066058942952,0.548866144585402,0.937319678953868,0.792882883672829,0.452752467357135
"ZNF573",0.365266484779374,0.999668162766385,0.382904277953934,0.689514962761307,0.999998614463476,0.64150680701991,0.441027402376039,0.999996716502576,0.447786339030798,1,0.538993101751463,0.902413264737859,0.608269112996739,0.988120462688755,0.949662873584756
"ZNF527",0.937884506229711,0.999615749287196,0.996010586709884,0.995817749409967,0.999932593420478,0.999935924968392,0.718512243649914,0.997706614312484,0.942249651440725,0.99209487126405,0.985673553265666,0.990674436424528,0.99999694328915,0.99997651356805,0.834048684951871
"ZNF33A",0.999596419824369,0.98539741108543,0.951066058645454,0.998796085095887,0.990823789662173,0.9999819881065,0.624477550647323,0.860259596231731,0.391686306872215,0.645048133296007,0.998496546344302,0.999999971553096,0.886767967358596,0.983117540056112,0.602544873388384
