"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4"
"ZNF534",0.999999852766829,0.999943488415526,0.999999973216719,0.0196203913362937,0.0457016002133309,0.0194542092116903,0.998396532330577,0.999990887869215,0.999999965727612,0.00318627668215321,0.999999969173193,0.999999999724771,0.999951973480941,0.000583894797256734,0.927270205496095,1,0.999998332613966,0.999416374830037,0.00242042781685181,0.973367389642951,0.999997545504627,0.999999988560196,0.99999999939008,0.999957228771863,0.000975459533533507,0.970572591239759,1,0.999999148610207,0.999999648593014,0.999905981532464,0.996822537866833,0.00701246670145472,0.968129144440826,0.999794620135963,0.999999623851513,0.999875605123873,0.999999999306322,0.999999960419325,0.999386233001984,0.000127625981740542,0.126878416351163,0.999999911886571,0.999999766539524,0.999999998405842,0.999905271618766,5.0628,7.7393,9.6527,39.4879,10.8467,6.746225,4.68695,6.61844,2.1098,6.10319170506912,NA,NA,4.7306,NA,5.15515589702499,0.743825985494207,1.14815,0.76872784950202,NA,0.244435077856598,5.0628,7.7393,7.2874,39.4879,3.61455,4.944125,4.112875,6.1658,2.1098,3.956,5.0628,7.7393,12.018,39.4879,7.76965,8.33235,5.261025,7.1681,2.1098,7.2307,1,1,2,1,19,8,2,5,1,217
"ZNF525",0.999998498443226,0.999997104183106,1,0.999999999906713,0.999999960350078,0.999999944317489,1,0.999988797759134,0.999908142513221,0.999999999882604,0.971424084768859,0.809033294480166,0.456921585100184,0.937577344419298,0.0601415733073158,0.989229628736569,0.909345432331399,0.768777569768891,0.974672109788387,0.749255129564481,1,0.999913739279223,0.990686178255481,0.953210969697082,0.999371412057567,0.948551555440574,0.978763663475035,0.998723498208188,0.999912893773572,0.995712712349574,0.989806081382831,0.999575652268179,0.998179049013041,0.999988375166387,0.99999652844326,0.999999998230398,0.999999999996088,0.999889257241303,0.998855536563089,0.999999924470719,0.99994897913123,0.0353277267958196,0.805634659811274,0.974186853579639,0.99940130708683,234.8359,160.4888,165.43115,209.7794,228.428394736842,424.4643875,424.7884,326.97608,353.9263,247.339673271889,NA,NA,53.60085,NA,25.45631935975,68.4465974958722,137.5826,44.7742639635695,NA,10.2158062923816,234.8359,160.4888,138.630725,209.7794,141.47225,349.39935,355.9971,268.8364,353.9263,150.5435,234.8359,160.4888,192.231575,209.7794,319.6269,515.09235,493.5797,368.2816,353.9263,321.8053,1,1,2,1,19,8,2,5,1,217
"ZNF814",0.999926975262801,0.995988132494514,0.999999854222636,0.998074897577922,0.99999984180852,1,0.978977310747274,0.99999691594887,0.999999999996585,1,0.999999925032457,0.999975543498506,0.986690088076361,0.997590111803641,0.485800317329995,0.952660721797983,0.999686563750917,0.999979901902856,0.999998811105164,0.999922527177081,0.806929750097381,0.984252914281583,0.999996839723194,0.999999999965351,1,1,0.823341225653016,0.999984346481746,0.976664694439294,0.782530927067877,0.419805198540821,0.603304272836598,0.157681553384835,0.73021142302537,0.20137331964684,0.219977860452878,0.984246458696947,0.999999400806052,1,0.999999999999539,0.999999500624649,0.37747972149994,0.999554735172364,0.999999970712425,0.161158928919145,309.999,215.2831,175.14155,168.5022,167.722452631579,277.7456625,117.5841,164.35996,509.1739,176.735494930876,NA,NA,34.91595,NA,16.5643009424488,49.7338450730232,28.7238,6.69020529465278,NA,8.47114003657614,309.999,215.2831,157.683575,168.5022,116.46715,154.20715,103.2222,158.3638,509.1739,91.3295,309.999,215.2831,192.599525,168.5022,206.4133,373.792625,131.946,177.57,509.1739,230.065,1,1,2,1,19,8,2,5,1,217
"ZNF551",0.999580191529871,0.999782220903606,0.999999998798206,0.997624326546954,0.999999998104439,0.999998591704711,0.999999972127549,0.999379631615527,0.999290992536379,0.994624164391239,0.999983500729218,0.932683660269711,0.845049814025411,0.846603720020061,0.78262283509037,0.957920600242928,0.552193382681228,0.368374384614073,0.418961957020327,0.321631412011164,0.93981820641142,0.999999420975939,0.999912605450813,0.999964238763513,0.998779301624812,0.999999964489019,0.90027594040382,0.402738836578612,0.956566031879289,0.622218256819659,0.51939041954061,0.504805553449911,0.603823259918593,0.964135050480389,0.999999988014746,0.617990674860477,0.999999999956576,0.997510529761484,0.995144018629096,0.985144200456533,0.999965480072936,0.807267019021182,0.357172578828604,0.999953512114613,0.655285215082731,186.1552,97.3523,115.15305,75.7242,164.952710526316,231.472775,329.58385,154.2792,352.6076,176.094833640553,NA,NA,64.09225,NA,13.3486647908586,40.3477387183937,156.99825,20.8647807362551,NA,6.29793614111757,186.1552,97.3523,83.106925,75.7242,121.53175,156.952475,251.084725,112.0363,352.6076,115.2615,186.1552,97.3523,147.199175,75.7242,216.79965,338.001225,408.082975,194.9591,352.6076,215.8351,1,1,2,1,19,8,2,5,1,217
"ZNF805",0.99942344031058,0.999965861911031,0.999999457432792,0.988084692604521,0.999998753165431,0.999405196674286,0.999959259948852,0.999984184479697,0.999999999893669,0.994933138568299,0.99999967101614,0.999719961796223,0.99999673879261,0.983009418922548,0.999963280483314,0.999999294094599,0.99997097626108,0.999999973890746,0.996449222458837,0.999999996249179,0.999999999973816,0.999864752562134,0.999999336980106,1,0.998928806169111,0.999999943266613,0.999871407497171,0.999999572707395,0.881112866985025,0.434611904710263,0.413854838233871,0.231384652176626,0.214171177870889,0.373112520994277,0.539754333400887,0.239939802870337,0.999999983561775,0.998646950472123,0.999901542864718,0.957143534616689,0.945633549219946,0.999999771899619,0.99999990108614,0.993397422370876,0.352379566123737,332.5869,214.2566,259.5902,156.7176,270.154757894737,295.49035,285.8788,255.73732,586.0091,307.570899539171,NA,NA,121.87,NA,21.0364371668886,32.4113228778099,106.3359,48.3293560743923,NA,8.1354762860078,332.5869,214.2566,198.6552,156.7176,205.9076,281.95495,232.71085,172.9826,586.0091,215.7042,332.5869,214.2566,320.5252,156.7176,309.5885,346.979875,339.04675,287.6609,586.0091,371.4683,1,1,2,1,19,8,2,5,1,217
"ZNF468",0.999999999827598,0.999701183373611,0.999964491028193,0.930129869388095,0.885109440817279,0.419698754509423,0.999986605099845,0.999999815075023,0.999986648968736,0.350218497614819,0.999999980601266,1,0.999315135116551,0.553034036210873,0.999917843910352,0.99999850311392,0.999999987399312,0.999997684555935,0.63087025306366,1,0.999999909183901,0.999864600230213,0.999991352785127,0.999999996273995,0.337422604054766,0.999997607086437,0.999172437248868,0.99999988522941,0.586744521161999,0.49682308942456,0.0885027322075974,0.999785079898674,0.043890380486257,0.108924770029915,0.185855050751898,0.0485387822654065,0.999993327242013,0.999999952082242,0.999941317152357,0.344107922937885,0.999999993167191,0.999949847875168,1,0.999960304290757,0.040067137283845,606.7569,546.2322,336.95655,1264.8465,450.286784210526,529.7954,461.56225,387.42072,1564.1854,465.730648847926,NA,NA,39.58155,NA,64.2312131224946,55.9913771780849,185.73945,37.9846607918697,NA,23.5948495160059,606.7569,546.2322,317.165775,1264.8465,302.63105,437.70545,368.692525,330.461,1564.1854,270.8031,606.7569,546.2322,356.747325,1264.8465,561.15675,603.96325,554.431975,437.9393,1564.1854,568.672,1,1,2,1,19,8,2,5,1,217
"ZNF616",0.891336511761426,0.972798236662812,0.999943554366257,0.874596263778105,1,0.999886163899095,0.968441694186806,0.997734944289096,0.999999799262352,0.996308375698072,0.997379398622752,0.980347471450836,0.999541506700624,0.973170788931694,0.998510852890289,0.999831510143618,0.982424124570279,0.999428212966862,0.976793279037527,0.99962494188313,0.999999986630915,0.985352338082503,0.997732299134193,0.999999367469935,0.996412769632621,0.999999999919516,0.999974787143232,0.999950648261241,0.999999958632326,0.774294904836184,0.904295818890988,0.749886976554084,0.8722044607084,0.975293527750118,0.996807713497599,0.928242093996605,0.976632729576208,0.994582735273069,0.999994328314033,0.991683971410129,0.99999869258685,0.999452341954194,0.999878247014901,1,0.891578994914926,292.0845,111.609,167.6856,106.7407,185.489131578947,214.2490125,228.20895,190.5033,320.4325,192.575639631336,NA,NA,3.3562,NA,15.7263624727113,35.2069615672274,30.71175,19.7558857602235,NA,5.88786819592708,292.0845,111.609,166.0075,106.7407,140.1895,124.272725,212.853075,181.8992,320.4325,134.7707,292.0845,111.609,169.3637,106.7407,228.9895,299.64435,243.564825,185.0871,320.4325,237.6917,1,1,2,1,19,8,2,5,1,217
"ZFP57",0.999999999959595,1,0.999999999714725,1,0.99999999907989,1,0.995619576608668,0.998885289820588,0.955308003544411,0.992884796867801,0.99999996511089,0.999999999994924,0.999999285853999,0.99999972665387,0.814192198884574,1,0.999999999997674,0.999999999999524,0.999999999983314,0.97222309948893,0.999999953687942,1,0.999999999107133,1,1,0.66090964076846,0.999986485304503,0.999999999995714,0.999968432101104,0.99999613938598,0.999877567478826,0.99993432365499,0.99999996655796,0.999990130165666,0.999946957304247,0.999681799633163,0.999999999723943,1,0.999999987290861,0.999999991068324,0.0272249136477662,0.999999574270327,0.999999999953771,0.99999918539451,0.999901808366942,3.1156,10.5906,2.5424,0,49.2013526315789,15.0484375,5.86655,2.41464,37.7135,9.67796728110599,NA,NA,2.1322,NA,32.9549048211112,5.13060664558914,0.03145,1.40622239443126,NA,2.12908675261593,3.1156,10.5906,1.4763,0,0.5025,0.777675,5.850825,0.4458,37.7135,0.4433,3.1156,10.5906,3.6085,0,25.882,27.94845,5.882275,3.4065,37.7135,12.0339,1,1,2,1,19,8,2,5,1,217
"ZNF155",0.43691910193931,0.995345410718736,0.822609256255518,0.646910255242311,0.999999637736084,0.952646533427626,0.905885434638959,0.838707216979671,0.999977012561829,0.971435286490686,0.999828994135342,0.35237765863955,0.999821212516454,0.626012580065287,0.591452979166158,0.984063738323158,0.900520590403468,0.999999984027297,0.981360408387929,0.999999990604361,0.996803368335241,0.98296030893053,0.753702574587808,0.999999999985834,0.93203237064055,0.999926232494684,0.992184830641469,0.999999998932124,0.999997116176411,0.216577028651047,0.935170441208743,0.384082013236322,0.609418851669137,0.982076762424844,0.873370995307863,0.844431175543546,0.890448792590418,0.822296708087085,0.999960813323869,0.967795158276697,1,0.347014827842827,0.999999979732103,0.999786189516962,0.572049665773771,232.3318,30.1426,159.40315,57.3808,136.359210526316,190.6429625,145.8516,154.22854,266.824,135.964504147465,NA,NA,31.32695,NA,11.301490373876,31.2447257708798,10.2204,13.6522644639855,NA,4.40130824052016,232.3318,30.1426,143.739675,57.3808,109.29245,148.851725,140.7414,127.811,266.824,92.4036,232.3318,30.1426,175.066625,57.3808,145.75575,246.7149,150.9618,173.7015,266.824,175.0794,1,1,2,1,19,8,2,5,1,217
"ZNF425",0.999999477799901,0.999999426413407,1,0.95161328506637,0.992499574695883,0.973214392696866,0.999872858880326,0.999999998670432,0.999999690038618,0.970667593508957,0.983143932527461,0.999532073284136,0.992006874075847,0.999790916148382,0.939052176597713,0.984081226386736,0.999206803105209,0.993998088059719,0.99999509408912,0.9921070889419,0.999999980402289,0.994882433508703,0.999944304736118,0.998925235786836,0.999181005380466,0.997787636735172,0.999999904827744,0.999997118802523,0.977283270232953,0.997693576538159,0.990534917498062,0.999999999491063,0.991532375987348,0.999990490021156,0.999999953488376,0.999923439513809,0.999152102245507,0.999999597773263,0.999965699012249,0.984803954088155,0.999880555904443,0.972334074438376,0.997707446656813,0.999798161052273,0.996597659063454,89.962,70.8758,73.25595,10.489,63.7987526315789,39.2024125,31.8329,45.54978,19.2523,57.743097235023,NA,NA,3.85645,NA,16.9254995357957,7.90196029366487,3.5549,9.22093231465235,NA,2.74916134644857,89.962,70.8758,71.327725,10.489,15.1958,21.0803,30.05545,33.4374,19.2523,31.4685,89.962,70.8758,75.184175,10.489,67.94775,55.373925,33.61035,55.9669,19.2523,70.4086,1,1,2,1,19,8,2,5,1,217
"ZNF611",0.999973689974658,0.999973743154423,0.987951735671922,0.999994247970307,0.999999999997602,0.993739553420629,0.999983255907798,0.999999984229218,0.908358038872923,0.999999999977326,0.980903370022386,0.742053393484753,0.999052455406416,0.804504006020948,0.0034716245864389,1,0.999870637403213,0.999907064451088,0.99996872470257,0.999571089903545,0.899172225795721,0.999999999999657,0.999910371247261,0.998430447585555,0.999983551048818,0.998431870162291,0.435740593913147,0.999999999856312,0.0761613431623727,0.0171874743157979,0.0806120592044357,0.0222877178121516,0.000218055853193011,0.104049520544293,0.0200466252497542,0.00334050208121472,0.999913242639909,0.999999999823665,0.823601715620917,1,0.999997738142985,7.08227617840507e-05,0.997796175764038,0.985049575165743,8.97660598867533e-05,188.8813,137.2709,233.56665,145.6116,153.360463157895,277.987225,191.2207,183.45914,508.2086,146.783586175115,NA,NA,8.79225,NA,16.1942044914389,49.6487133708085,31.4275,17.6982208559674,NA,4.89542102312517,188.8813,137.2709,229.170525,145.6116,95.9355,216.58315,175.50695,172.3767,508.2086,101.2806,188.8813,137.2709,237.962775,145.6116,215.2731,352.346825,206.93445,216.8812,508.2086,188.6609,1,1,2,1,19,8,2,5,1,217
"ZNF254",0.980227457151663,0.996412819400196,0.999993836360606,0.999997657453073,0.887101904702303,0.946272691123158,0.948753945043325,0.999999927408276,0.999998974830225,0.715034513345484,0.99999999746888,0.941892065351275,0.977390922286268,0.999655712482285,0.150963847979599,0.922309272143469,0.999999999982923,0.999788337297767,0.707397774647687,0.999964874019316,0.629365675506455,0.905140819187453,1,0.999857810691402,0.639237779168383,0.999970333247352,0.278343659250933,0.999999999152289,0.975043802444058,0.382180134740896,0.419673033116727,0.998447170218801,0.0997799048446844,0.7695699582059,0.151491769997284,0.0893077381627754,0.710284683467159,0.999999963694524,0.989152014314754,0.352854695856852,0.565608823586083,0.00027375761335513,0.999999998866358,0.99995097069446,0.0192905826204811,523.5479,247.6701,334.9324,613.722,291.795657894737,492.23795,226.96365,248.82018,809.1251,207.794417050691,NA,NA,28.4189,NA,34.7889622146905,205.082813366353,40.14925,41.5035721647956,NA,9.74034827224192,523.5479,247.6701,320.72295,613.722,171.59265,157.99845,206.889025,206.2145,809.1251,101.5175,523.5479,247.6701,349.14185,613.722,403.86955,479.400625,247.038275,296.9897,809.1251,267.4306,1,1,2,1,19,8,2,5,1,217
"ZNF625",0.999316452355819,1,0.997539082552579,0.999987854154447,0.975250863798495,0.999967935186633,0.726459147318083,0.998377443841343,0.258840463263351,0.31115144612331,0.999999999998408,0.996565031489722,0.999999999841482,0.999623834595541,0.00138428698309156,0.999023957503566,0.999999999997622,0.994539124323083,0.957416013631905,0.963307400807032,0.986626113353414,0.997408427857006,0.999999999998076,0.978733808792714,0.912823553077251,0.719395529049618,0.885926376509017,1,0.983542898661049,0.712105136819418,0.960578989062388,0.999694778630564,0.0321037696097687,0.868687384169661,0.57182140967149,0.398137762576296,0.778412953092405,0.999484251294239,0.29249959344555,0.353120833645829,0.999946491445786,0.00030195805654154,0.981430458558327,0.769082220949371,0.0372673335707887,48.3419,31.0591,48.6655,59.0282,17.0797947368421,46.98575,32.69395,32.4881,74.6806,19.2296907834101,NA,NA,3.7176,NA,2.87677547869538,13.8268742800931,9.09915,6.68728968925379,NA,1.08466055029251,48.3419,31.0591,46.8067,59.0282,6.7394,23.44475,28.144375,25.6039,74.6806,7.0022,48.3419,31.0591,50.5243,59.0282,25.0056,68.9449,37.243525,37.0098,74.6806,27.6039,1,1,2,1,19,8,2,5,1,217
"ZNF845",0.999975453681064,0.999989626121364,0.99999999988515,0.999997485693632,0.997364364594503,0.997081655033251,0.999999999888329,0.999930972881684,0.999921436797719,0.999763202992329,0.994201798556797,0.842952081314308,0.621404133414316,0.99998576764344,0.176664173325131,0.998054767041158,0.928427454828319,0.867203716277821,0.999995898963097,0.876855312685167,1,0.999999999492988,0.998875539570075,0.997963355895145,0.99999892853948,0.999918629293928,0.888860466884018,0.990424927120728,0.854780466614734,0.549071941979321,0.412043942288305,0.970407188846701,0.38951156280243,0.978288023032925,0.992097809554771,0.668380454002469,0.999999907794882,0.99470944407028,0.981754613003453,0.999999854449302,0.84649380463528,0.525901638574313,0.987373089637354,0.999999974929989,0.615832629525313,243.4038,176.3747,190.88435,294.9252,231.286921052632,342.1062375,342.11735,258.7181,461.0009,268.50174562212,NA,NA,82.29035,NA,22.7315438335997,53.1932794455577,108.48715,22.0025102281762,NA,6.44761077954203,243.4038,176.3747,149.739175,294.9252,160.5759,278.896175,287.873775,218.9033,461.0009,202.0395,243.4038,176.3747,232.029525,294.9252,283.00285,377.4154,396.360925,270.5859,461.0009,332.7472,1,1,2,1,19,8,2,5,1,217
"ZNF90",0.999999999994938,0.968093340077765,0.981926509860471,0.501945148767248,0.442396229430241,0.0100716694038728,0.997882580214787,0.999369309816763,0.997499578126428,0.00721598699025594,0.991421289029567,0.981656133441709,0.0421759078551747,0.708253269131987,0.000304194973629324,0.989902238374225,0.995192588476804,0.999999964359239,0.0190922753696906,0.999936577351075,0.0958109841525415,0.998022324730782,0.999367894300443,0.999488417717704,0.0141892704196502,0.999999999980806,0.0207436075882722,0.999992585588742,0.787043909992682,0.734949422938513,0.0487824519677588,0.999992442265922,0.048901164914976,0.958585927990121,0.0829149480352686,0.0762069516430857,0.987758129922608,0.994947209420399,0.999838406391367,0.00242003273101021,0.997598878687693,4.41219413005456e-07,0.999999784386599,0.99999893817354,0.0206490172874001,317.0091,297.7597,80.7779,794.0768,181.269347368421,486.07895,117.31165,173.34748,699.1495,149.097371889401,NA,NA,54.1688,NA,34.9778029129782,197.715464314728,89.70695,45.9544141517156,NA,8.60670961082849,317.0091,297.7597,53.6935,794.0768,61.29925,136.23985,72.458175,78.496,699.1495,64.4658,317.0091,297.7597,107.8623,794.0768,269.157,507.00205,162.165125,218.799,699.1495,193.301,1,1,2,1,19,8,2,5,1,217
"ZNF788",0.999999999984277,0.999945633571534,0.999730905153004,0.616020022078553,0.547150660254307,0.767226799401343,0.999999561728273,0.999999997407376,0.951372309505053,0.0785074244169007,0.999997953040313,0.999971438519524,0.999998980211163,0.412672427647572,0.811054673517272,0.999971902953746,0.999996990926481,0.960711803719686,0.14967794743743,0.999996269230505,0.961445174157038,0.999809166198272,0.999971786124585,0.847777747380419,0.05276141974268,0.999306945610545,0.684551379569683,0.999999999993344,0.932940858835345,0.900578853880887,0.988303379748854,0.999860712262745,0.45497797570194,0.902357934571703,0.538612342533319,0.329786224182781,0.999999999406884,1,0.981152656939114,0.101375858723699,0.999469077678516,0.896242869958216,0.999732699297478,0.974487542771044,0.535886046311603,83.7309,73.3198,133.14455,294.3082,59.9745789473684,112.9968625,38.00355,32.40016,230.5004,72.6740322580645,NA,NA,87.11795,NA,9.9182755458274,32.3135647610253,7.70565,6.51597060096192,NA,5.25206121974081,83.7309,73.3198,89.585575,294.3082,22.5898,33.56065,34.150725,19.6821,230.5004,26.6413,83.7309,73.3198,176.703525,294.3082,89.93275,148.93325,41.856375,39.3666,230.5004,87.1576,1,1,2,1,19,8,2,5,1,217
"ZNF880",0.478192566330409,0.63160194493119,0.999927079692211,0.995689105275733,0.962819257157587,0.996622650921411,0.867949960130535,0.913342531163382,0.986790902137792,0.999999767364428,0.713827308368237,0.987551928157985,0.999909089259934,0.999848668771355,0.99812229425615,0.997462703132327,0.821668382846781,0.942733111733284,0.999999988320574,0.999281395016326,0.981363921547909,0.837587714630497,0.973936866334268,0.999205398249589,0.999991602460805,0.999998453365724,0.99999966860675,0.99735840545664,0.9545830258346,0.996927271956148,0.999984624409278,0.999997667320012,0.999999970930368,0.999999999957361,0.999777514492532,1,0.349886951861048,0.999507639676432,1,0.98721694990475,0.0422275880204921,0.972895982725277,0.69564986237565,0.947086225157701,0.999937978691395,266.3811,16.2933,71.56935,160.4196,136.526915789474,108.1961375,180.79065,122.01422,117.6238,73.2456769585254,NA,NA,30.55215,NA,19.0941881016988,41.1488761379377,163.06075,60.8703965727873,NA,5.24024540762898,266.3811,16.2933,56.293275,160.4196,61.85015,24.024825,99.260275,37.004,117.6238,19.4136,266.3811,16.2933,86.845425,160.4196,210.72635,117.722625,262.321025,156.2806,117.6238,100.3356,1,1,2,1,19,8,2,5,1,217
"ZNF630",0.99987496783482,0.99999987970962,0.999993642046859,0.997478410397846,0.999999875334994,0.999331235552692,0.994800268064222,0.759956398579698,0.771127665501257,0.510426436922522,1,0.998839099544413,0.999995951820767,0.980882611792777,0.37536929226153,0.999413375607162,0.92748043040546,0.971949077226003,0.792199941550395,0.999999999829432,0.9822095965376,0.999999999964237,0.999703109174209,0.999999933175459,0.992021020371634,0.486887128281548,0.999999995334706,0.974118919467073,0.999999979201094,0.999997586728721,1,0.999758755755304,0.964259181757922,0.999999812672883,0.993869601424101,0.999999997169808,0.999805900488218,0.90712106931936,0.943896158073453,0.712875022710648,0.914456299268085,0.753686691847863,0.999998609706612,0.826725823429932,0.995311244066469,74.8827,100.2403,84.7471,111.6767,45.5138368421053,75.25225,48.3868,78.4402,84.2329,55.9366258064516,NA,NA,17.04,NA,7.25762559643469,17.6918860069282,8.2276,23.7109976678545,NA,1.95737789078696,74.8827,100.2403,76.2271,111.6767,24.74585,40.841225,44.273,38.9856,84.2329,37.1396,74.8827,100.2403,93.2671,111.6767,63.54735,93.2973,52.5006,111.9572,84.2329,70.9271,1,1,2,1,19,8,2,5,1,217
"ZNF844",0.849109920036689,0.979255738459892,0.999517004263902,0.99967042919213,0.995305645894041,0.999997264080992,0.404544623694233,0.999999999996803,0.961164791923788,0.936411433740038,0.846186776570057,0.999953472074514,0.999997573938542,0.999398540623566,0.881711409782903,0.237602004314011,0.999315114625182,0.76913713725845,0.733067216820273,0.985788775077158,0.713999102326616,0.81518406734003,0.999995805626661,0.99997028801622,0.998472522650762,0.989869861826997,0.999999982188865,0.8541293243291,0.297818425073849,0.00269736717630653,0.0035186019671738,0.061483174484207,1.78882954293691e-06,8.33907586571536e-05,6.69314755918915e-06,0.000101545894667709,0.149801098109857,0.999953182996108,0.639203118195863,0.70887636623278,0.700495384583671,0.0823371151219641,0.999963370452511,0.508615598312819,8.28710382538844e-08,214.5848,94.9084,140.1453,164.7385,90.4440157894737,124.4873125,47.6758,118.00964,398.7605,66.9365622119816,NA,NA,16.2733,NA,11.9396599408466,33.6154964875547,25.2635,29.9409364994584,NA,3.4647786098053,214.5848,94.9084,132.00865,164.7385,54.43705,51.452625,35.04405,88.1908,398.7605,26.0265,214.5848,94.9084,148.28195,164.7385,109.61025,184.76185,60.30755,137.3161,398.7605,91.4147,1,1,2,1,19,8,2,5,1,217
"ZNF717",0.769710651213348,0.403615636293208,0.999999857469377,0.156279566432202,0.991012977104949,0.996250664292729,0.173606686072176,0.999999498693761,1,0.985325684139958,0.149119694981508,0.999986243139888,0.999999993152861,0.99636454245612,0.999996612725354,0.266233352942462,0.99996904796737,0.999999792940421,0.999634291710317,0.999996031656741,0.99999999830204,0.185724042643997,0.999990944873683,0.999999997414561,0.996975491416816,0.999999528470891,1,0.999999998283932,0.98713210178517,0.99963440337207,0.988865262627586,0.800002958291433,0.965091027092254,0.939670693491321,0.957554156393526,0.952092681344901,0.0439276009101036,0.998830515178239,0.999786842703749,0.999698508307153,0.655799466225676,0.9982041421467,0.999999962575718,0.999644874759566,0.77878647749027,86.0676,39.5112,33.24775,12.34,33.4623421052632,30.3730375,27.91345,30.51952,57.4932,24.7883566820277,NA,NA,18.89175,NA,2.89967188016016,6.19793661782283,21.62945,8.18685027665707,NA,1.30724637535371,86.0676,39.5112,23.801875,12.34,29.5431,16.335925,17.098725,18.0233,57.4932,9.5787,86.0676,39.5112,42.693625,12.34,38.78595,45.503875,38.728175,43.1491,57.4932,35.945,1,1,2,1,19,8,2,5,1,217
