"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","count-FEMALE","count-MALE"
"ZNF195",0.144759495295988,353.130119230769,332.128803243243,13.9309454859417,6.97914042559845,237.00915,236.944525,433.123225,410.470325,130,370
"ZNF263",0.295091888211955,667.178327692308,691.581307567568,19.7550184441287,11.9280035831286,502.775725,547.521425,789.7247,805.3997,130,370
"ZNF200",0.254633095378991,252.877683076923,264.043155675676,7.10936687324662,5.23677097237444,190.89425,199.8753,304.444425,302.507425,130,370
"ZNF582",0.525819716177001,24.7918792307692,23.3665967567568,1.7901921128761,1.17260293426772,9.6548,7.4645,34.7105,32.698875,130,370
"ZNF285",0.334524207641104,29.3284453846154,26.1421613513514,3.32065882201977,1.56950996946528,6.55855,5.667325,43.556025,35.4378,130,370
"ZNF275",0.525128402088604,671.322936923077,651.809090810811,27.8264521394054,15.3400291897011,502.495675,456.29555,813.650675,810.10555,130,370
"ZNF37A",0.313047869327059,353.72918,371.675707027027,15.1383657172324,9.09218914737026,223.238625,251.465775,466.248475,461.629025,130,370
"ZNF510",0.0432219768388042,223.68963,206.190787027027,8.99452094471963,4.02749219056238,153.858275,146.874125,280.145925,248.3254,130,370
"ZNF506",0.199311935392186,275.071346153846,251.635918648649,16.5521048087586,9.11151133530115,160.930675,137.58725,343.72575,322.079575,130,370
"ZNF324",0.183921831078535,209.230121538462,197.621788108108,6.77709124752973,4.58959040137971,153.722675,134.8496,260.630175,241.68265,130,370
"ZNF671",0.0107640138041554,85.5556669230769,69.5019767567568,5.4331213719732,3.18969183783007,36.888925,30.6101,114.2016,92.093975,130,370
"ZNF416",0.110551790759569,136.93126,127.457550810811,4.88051137936712,3.0656803396789,95.324975,84.46515,174.0987,160.253175,130,370
"ZNF586",0.0902560656609745,187.848739230769,171.533886216216,9.30676437939694,4.66691915260962,121.4974,110.560375,228.626275,213.194525,130,370
"ZNF446",0.682505816797864,224.839649230769,220.405934054054,8.11578319238125,5.75213159490524,163.5957,153.3908,276.045975,263.41505,130,370
"ZNF8",0.319326398027088,119.518233846154,113.553892432432,5.57186436164949,2.95777261684887,73.94,74.78925,145.801625,136.773375,130,370
"ZNF264",0.329708327158791,667.002184615385,638.642024864865,24.406487673486,14.9437563819633,484.8382,423.62875,796.18915,803.148075,130,370
"ZNF213",0.0983429187495762,485.135706923077,454.158113243243,18.1243838769838,9.07916698456799,336.40845,338.73415,584.685525,526.476925,130,370
"ZNF343",0.094544938613403,288.11385,311.418028648649,12.1650545354731,7.05252407233017,192.46595,216.196375,343.288025,376.94505,130,370
"ZNF302",0.427608846373136,407.661913846154,429.704649189189,23.1504785945212,14.3055313678091,258.861325,271.94545,481.470425,490.6557,130,370
"ZNF268",0.569427864824372,293.056313846154,285.587104594595,10.8833018894014,6.77184820261104,217.608925,192.998325,339.46615,364.97185,130,370
"ZNF184",0.332997527804742,263.919103846154,253.136728108108,10.357112302948,5.50159833114725,173.671875,176.9457,315.283325,301.114375,130,370
"ZNF500",0.941498968639161,224.868024615385,224.220601351351,7.82893151664096,4.44457325963242,163.455425,167.182525,280.083375,260.14585,130,370
"ZNF419",0.825793803020843,169.828018461538,171.73226027027,6.6914697602406,4.55388800297053,120.01435,113.63055,208.271575,210.4014,130,370
"ZNF175",0.428275477611544,120.614736923077,115.607284324324,5.20128626381498,3.26738235810261,80.741275,73.7375,162.385875,154.320225,130,370
"ZNF14",0.966140340793029,168.088079230769,167.656903513514,8.39755202252228,5.24445425111498,101.464625,112.744675,216.29675,207.1079,130,370
"ZNF85",0.106676193646902,79.0741230769231,67.5824054054054,7.61325181145048,3.25880921485984,32.577575,23.9589,107.202425,94.1774,130,370
"ZKSCAN1",0.228608429108919,840.147760769231,791.380142702703,41.2472787170079,19.1139472779419,545.40065,542.73425,1045.88735,954.588775,130,370
"ZNF862",0.126310943244921,356.732306153846,324.281642162162,22.7869046307422,9.684312090188,181.268375,189.40075,467.978725,404.304275,130,370
"ZNF684",0.0361087897393357,52.4140207692308,46.3874778378378,2.62150179304729,1.42895236412555,34.094375,29.570825,63.03485,54.8281,130,370
"ZNF430",0.40512732046387,143.087656153846,135.815056756757,10.0731081521728,3.77754565205207,84.453375,87.5282,176.20495,167.801025,130,370
"ZFP30",0.657854492957902,206.792746153846,213.347302432432,12.3804439380989,7.61184213540712,117.5086,122.77535,256.631975,261.4666,130,370
"ZNF549",0.0867906314784619,167.137412307692,148.540384324324,10.5160051561382,5.25651006787831,93.64255,72.34455,225.1928,196.95015,130,370
"ZNF211",0.326411631740357,215.305870769231,203.671440810811,9.91484571888253,6.09474286768583,143.41835,125.15795,260.520325,254.654425,130,370
"ZNF205",0.79406980087049,256.466662307692,259.352534324324,9.79236171903733,5.57362968818304,183.555075,188.184025,309.050775,307.326425,130,370
"ZNF45",0.265394050483838,265.531116923077,252.855374054054,9.0905203645216,5.93298614633273,187.61505,174.952675,324.886775,304.0931,130,370
"ZNF133",0.180128824005813,365.797797692308,387.918721621622,13.4710864686281,8.54494428399628,270.716875,269.73095,418.047675,464.780275,130,370
"ZNF436",0.543869870898172,782.261012307692,758.793956756757,34.0206464845679,19.5353388209156,522.73355,505.575925,921.5173,936.977275,130,370
"ZNF484",0.259104863244715,103.893191538462,96.1968713513513,9.76752717640116,2.13650679512414,66.211975,68.054225,113.925125,113.1113,130,370
"ZNF780B",0.75506165522906,282.313727692308,289.905442972973,28.0038847437063,10.5468238013258,162.740325,164.960025,296.266625,336.364825,130,370
"ZNF557",0.700703214141971,182.979303076923,179.563675945946,6.5927075274255,4.72631543858038,125.09925,119.45345,222.080825,217.8257,130,370
"ZNF337",0.0708991472378087,500.316415384615,551.508073243243,21.317081004558,14.9956364822881,332.13075,362.588075,631.132,675.583575,130,370
"ZNF317",0.775067044600613,754.81361,762.944663513514,21.5040953466936,15.0665941491192,557.68125,590.245675,906.37445,896.844475,130,370
"ZNF426",0.37001611722751,118.692211538462,124.928561081081,5.90405464507349,3.55946314707463,75.6423,80.412525,155.81775,155.642825,130,370
"ZNF331",0.529442314714469,449.125696153846,420.707040540541,23.2465800245718,25.4798335230488,251.272,219.062025,601.9009,494.095975,130,370
"ZNF227",0.891559750696803,283.437276923077,281.721265135135,10.0257996466279,6.57197041170748,198.713675,192.8726,330.712375,333.41685,130,370
"ZNF141",0.913467132552326,54.8335153846154,54.4293683783784,2.45987216079792,2.02618863220244,34.7868,36.0919,70.7234,64.2398,130,370
"ZNF304",0.163767147190041,334.526558461538,313.875589189189,12.6578914459461,7.56730745972666,235.886975,207.58465,391.1884,384.08755,130,370
