"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF195",0.861624588300848,0.933062610289866,0.999992420882325,0.735256803009998,0.848673982485707,0.851472273681319,343.88973647541,332.683006097561,333.207521428571,288.315771428571,8.31417104456174,11.8991288879697,16.5394932955239,54.2822900727419,247.4717,224.7096,235.2022,203.56135,429.68875,417.609325,392.193375,343.4967,244,164,84,7
"ZNF263",0.746049017074699,0.956870949604264,0.992584730226253,0.710430744628943,0.54933235260089,0.6255353178046,675.951093032787,699.156404268293,690.670094047619,582.589942857143,13.2029528091696,16.6496961524383,33.6592832658106,67.7956447157712,516.2362,542.172525,543.16605,427.83285,807.03405,819.5799,766.085025,701.527,244,164,84,7
"ZNF200",0.981881859947715,0.850104969363412,0.96347988080675,0.819797715930708,0.770201023345894,0.684107029078339,258.49491352459,262.143724390244,268.336308333333,226.391357142857,6.40437593332072,7.01698480152721,10.517472174994,36.3217977632208,197.31325,197.639775,196.994625,178.06865,294.297575,320.6578,303.06535,277.3588,244,164,84,7
"ZNF582",0.855780284608443,0.964662695264795,0.998737833361471,0.999994976199411,0.995573169968092,0.998059522310271,24.5562864754098,22.779512804878,23.2309511904762,24.7601142857143,1.41263732166659,1.60462210928851,2.70739632233478,8.47308327465579,8.001225,7.779075,5.6805,10.22485,36.1933,31.975275,31.18955,29.3922,244,164,84,7
"ZNF285",0.645010970942286,0.508219908180616,0.127590387677494,0.00098754624142583,0.000323058466570436,0.00690670245624347,26.6679053278689,22.9007774390244,32.2537238095238,72.8706,2.09418868195211,2.17425401229102,3.68066398014709,22.3423304341887,6.428675,4.978475,7.420425,24.08205,37.0509,33.704875,45.98175,117.9439,244,164,84,7
"ZNF275",0.542850571497904,0.377807507710612,0.0589938775892064,0.742059728314346,0.528676082735895,0.965326798021894,655.406313114754,695.726851219512,594.619101190476,539.033357142857,19.8094946064011,23.7669536184041,29.3934164625125,45.2300498675902,469.99655,483.681475,433.59415,485.4475,814.683825,859.996475,721.44725,601.084,244,164,84,7
"ZNF37A",0.14016294318531,0.964789690941787,0.16718637917536,0.984037218013531,0.996990883240701,0.958340583758617,356.131244672131,393.818257926829,345.703903571429,380.120857142857,10.4756481601956,14.6670955219044,19.1889180834945,59.4084583211005,235.96885,284.626575,215.51675,248.12745,460.974325,468.40415,450.1405,477.4909,244,164,84,7
"ZNF510",0.931069151399683,0.999998360497493,0.971824354986133,0.890580054494707,0.820700465979125,0.895724140255185,209.401282377049,214.589098780488,209.579967857143,186.006085714286,5.35967688710024,6.92675623498962,9.08953090471908,26.9601761807814,145.623525,152.585475,146.539825,150.614,262.48915,267.379875,244.850825,231.62125,244,164,84,7
"ZNF506",0.491528891589581,0.194690383910868,0.850379174557853,0.958615866655197,0.821257830688423,0.67264199954679,273.131113934426,247.620483536585,228.226451190476,307.519185714286,13.4147795502315,10.8984165050175,15.7178783760096,76.9238058599127,154.131375,140.368325,132.3096,170.258,336.195125,319.539875,311.916925,403.61895,244,164,84,7
"ZNF324",0.959248891244405,0.998920941715157,0.956231678825349,0.0440514632952144,0.0647437674652178,0.0465361905411413,202.861761065574,198.562343292683,204.422308333333,116.996471428571,4.84316510434402,7.26520118236455,10.6866827479004,10.4709236630075,152.172775,129.824475,134.1101,99.88625,248.105775,249.184225,244.036575,130.2631,244,164,84,7
"ZNF671",0.0256932574285983,0.436147756634421,0.895403054708427,0.821780604169443,0.999322178744986,0.983807232422007,81.5524098360656,64.0460957317073,69.8565666666667,61.1090428571429,4.50461596989448,3.80233337874818,6.27527849113811,13.515138531518,36.2017,29.4512,27.039875,35.01375,106.50745,87.543925,94.361,77.21375,244,164,84,7
"ZNF416",0.00223399105343147,0.999826755843046,0.0458494886424902,0.780977513437333,0.999999964900828,0.807520431313986,137.042145901639,116.298769512195,136.470641666667,116.196442857143,3.7821620974827,4.08774308187594,6.86140029111386,21.0795304772286,93.503575,81.423975,90.279575,83.49485,170.7455,145.85945,169.3006,118.0827,244,164,84,7
"ZNF586",0.00969247962645936,0.999924920093479,0.0979459649069323,0.999892883807447,0.811315546101971,0.99978590658311,185.711293442623,155.986598170732,185.007242857143,188.113385714286,6.17929436794384,6.20569266389603,11.7876143628048,46.6523901737982,120.6241,100.66745,122.278225,106.9147,230.063825,197.989375,232.38045,223.85245,244,164,84,7
"ZNF446",0.839919589516144,0.999077214440572,0.960021986828611,0.124979091792971,0.202112595967837,0.155008078189042,225.987150409836,217.095193292683,224.146816666667,136.625042857143,7.17014479669579,6.93296323264991,13.2640666702074,9.9071675004191,155.5027,157.7699,160.08475,115.4574,270.924975,264.6822,251.812225,159.1843,244,164,84,7
"ZNF8",0.983902580499955,0.999064186356226,0.998986582909642,0.700808905332238,0.646748207824174,0.690600651718679,114.671509836066,116.813808536585,115.696871428571,90.2886857142857,3.60556237393248,4.48966880085877,7.57724295903576,5.14531235473835,74.0053,78.519475,72.428175,79.3778,145.499475,139.692425,135.459975,101.04135,244,164,84,7
"ZNF264",0.212624515415395,0.868583990043523,0.882770543477085,0.986851996105447,0.998149587774242,0.999810352929846,669.861444672131,614.014381707317,642.144657142857,633.077885714286,17.6754180855646,22.4387869486937,33.7625358089619,83.4091877179562,478.894075,428.644225,410.891025,490.6263,842.703875,788.587125,787.460275,726.59445,244,164,84,7
"ZNF213",0.965684616914266,0.70262418706702,0.91065154816511,0.637691012439194,0.564478605154681,0.438241317494129,456.477150819672,465.200790243902,481.582783333333,373.032314285714,11.4133060846301,13.9014933786699,23.2692823115885,45.093929216393,335.750925,348.170975,326.231875,295.8804,531.89695,531.225525,587.659625,440.9963,244,164,84,7
"ZNF343",0.112901618554876,0.915248882576186,0.0987942382592987,0.999999596396107,0.938991529643807,0.996268975612997,297.418514754098,328.258279878049,286.214514285714,297.960614285714,7.76993906492972,12.6462615985005,13.3909818282462,38.4922881967125,207.172975,216.268325,195.40835,226.68875,359.4694,408.242125,344.3847,387.47065,244,164,84,7
"ZNF302",0.983906844303948,0.989342417557139,0.941852742251064,0.912174796504842,0.943608709732221,0.879462217436506,426.577320901639,416.628289634146,437.398495238095,357.541571428571,16.3405319693142,22.759751231646,31.5382512545385,83.9567686646547,272.236525,249.70085,289.50725,166.6022,500.811075,485.54845,463.160825,456.0708,244,164,84,7
