"gene","p-adj-1-[Unknown]","p-adj-2-[Unknown]","p-adj-2-1","p-adj-3-[Unknown]","p-adj-3-1","p-adj-3-2","p-adj-4-[Unknown]","p-adj-4-1","p-adj-4-2","p-adj-4-3","p-adj-5-[Unknown]","p-adj-5-1","p-adj-5-2","p-adj-5-3","p-adj-5-4","mean-[Unknown]","mean-1","mean-2","mean-3","mean-4","mean-5","SEM-[Unknown]","SEM-1","SEM-2","SEM-3","SEM-4","SEM-5","Q1-[Unknown]","Q1-1","Q1-2","Q1-3","Q1-4","Q1-5","Q3-[Unknown]","Q3-1","Q3-2","Q3-3","Q3-4","Q3-5","count-[Unknown]","count-1","count-2","count-3","count-4","count-5"
"ZNF195",0.238037866402515,0.221275499390159,0.999829505688303,0.145780422514279,0.999924156550065,0.949622203103524,0.12481805581602,0.999481712901751,0.748378287238217,0.999975585701044,0.317412159544047,0.999893366795762,0.99850810979072,0.999993398038173,0.999999202515574,534.468533333333,340.745116666667,350.054278195489,332.566644578313,329.395075903614,323.70856,71.7099465146999,47.5216351602647,12.3242420993043,13.7128394611455,8.91586401157215,56.555174377696,463.13135,189.981525,246.5619,234.66445,230.6276,309.2348,576.46105,410.2293,421.5328,422.40475,410.2952,399.1533,3,18,133,83,249,5
"ZNF263",0.954480897202117,0.976917587083364,0.99812408811477,0.905784086208339,0.999823229267925,0.804090330627075,0.958586428292468,0.999958676239098,0.993601146124518,0.940444672045757,0.999061819102183,0.594992000286984,0.635234761608383,0.395622986764192,0.538556999946163,796.990466666667,673.030911111111,697.846966917293,657.215553012048,684.093491566265,859.49232,179.805817425469,29.4676059626176,17.9264144722579,21.0200065849422,16.0903798944938,156.122723627252,690.5557,575.612725,537.3632,514.37705,524.5738,624.7177,975.71215,789.395975,823.7917,773.2345,788.4671,1203.778,3,18,133,83,249,5
"ZNF200",0.369915213260107,0.578218540947487,0.895787673111782,0.672723965368583,0.769310233286255,0.993457575930064,0.537328437068397,0.927942596729907,0.999739923654,0.95545212264999,0.99987964942027,0.31132073724391,0.533856389051254,0.65837448557428,0.479374881645213,351.739233333333,235.119966666667,260.652836842105,268.148180722892,257.709969879518,334.62872,16.4266168412055,16.4387042855167,7.59292428589608,12.0488587375827,6.11499608799924,46.4735431958916,337.60885,182.61895,209.258,196.74155,193.8394,297.0976,366.0587,263.434425,287.7802,319.66475,299.0585,404.0459,3,18,133,83,249,5
"ZNF582",0.997153686069566,0.999991362757676,0.961688155836071,0.999999999691344,0.88765518220467,0.995250430477551,0.999999999927996,0.85256723926638,0.980971008180716,0.999999999194299,0.999947573310256,0.999767531990254,0.999990306414395,0.999648044173469,0.999573245556159,24.7901,18.2891222222222,22.9232105263158,24.5482120481928,24.6114156626506,21.43236,11.9892949267253,3.48136626132057,1.80803466786538,2.37335672965252,1.48113374084976,12.9964432752811,17.5423,6.581375,7.5949,8.24935,7.8607,1.8963,36.685,24.80805,36.3522,35.7597,31.8403,26.3078,3,18,133,83,249,5
"ZNF285",0.779259628812769,0.989192015471013,0.465419844439884,0.947787395687392,0.872409274690796,0.85971696992574,0.88161289113131,0.977873734069507,0.112152088426909,0.948756161007558,0.949120848717967,0.999460710451981,0.989204343226513,0.999812010267162,0.999999998974953,9.11873333333333,35.53305,20.9052060150376,26.1079891566265,29.7555180722892,30.09956,5.21743238586866,8.42930520326677,2.00944172243631,3.341121961794,2.32703903297744,13.3320648584756,4.03525,4.940975,5.2684,5.61895,6.2358,3.8272,12.67775,54.599075,28.7977,36.8413,43.3527,45.9103,3,18,133,83,249,5
"ZNF275",0.999804474327857,0.999999986464657,0.973495899726476,0.999990904582817,0.999556526507025,0.971450047287407,0.999816352866335,0.999999925571321,0.560337513824327,0.994076970930874,0.999929175926919,0.986916135167718,0.999662440868963,0.994740368326557,0.982017907787987,684.469433333333,633.605022222222,691.425445112782,658.667462650602,637.695042971888,732.9535,202.597796505065,54.4969160691491,28.5608291624801,28.7331836999957,19.1938311253992,124.527309834522,493.02625,496.388425,506.3291,468.23445,455.4404,549.9368,837.60645,725.401525,859.5458,832.1651,781.1745,819.1715,3,18,133,83,249,5
"ZNF37A",0.848142999188209,0.973556298334047,0.861124822788063,0.835867389693124,0.999998292254398,0.42392294866918,0.861590325467102,0.999780604050331,0.313248543556115,0.999556130118714,0.926480848436994,0.0507497325952589,0.115670400303655,0.026748777366452,0.0292522205811998,469.566733333333,342.613344444444,392.49849924812,347.294668674699,354.30456746988,592.5043,4.53286408441481,29.7585582055343,16.6789785156407,17.5865485506593,10.4601970972057,160.417117124554,465.0644,275.4864,268.017,216.42035,247.0303,356.3697,472.27275,458.6025,491.1297,439.66865,454.9399,697.0976,3,18,133,83,249,5
"ZNF510",0.999985353597082,0.993878685950178,0.949729809252467,0.995929543491581,0.973908901555527,0.999975239410429,0.997671157448372,0.98591783349813,0.993023898309518,0.99974696658235,0.998905998429804,0.974955772911692,0.771378210434092,0.80857148442436,0.836473863154836,233.312133333333,224.821511111111,205.897065413534,208.013907228916,211.083936546185,257.19624,52.0652579834619,20.0941265289218,6.61059234145214,8.63850819389824,5.75106206590377,49.3803626201914,190.9152,146.226475,147.4122,145.368,148.4601,229.3922,280.6825,287.257425,248.913,271.44215,247.3516,267.3592,3,18,133,83,249,5
"ZNF506",0.999811209346902,0.999765716285851,0.999999999909397,0.999999731824123,0.966380051918801,0.682284753315072,0.999972266399337,0.999860418214942,0.994501003683951,0.85220099048612,0.98491623568621,0.987929318420024,0.97971853225382,0.856638420588803,0.957274771709788,278.041666666667,247.945483333333,248.60052406015,285.62716746988,259.024076305221,189.78154,66.2435423328527,35.4553030669245,12.6495334287774,20.2762110846999,12.4192627640116,82.995234859934,233.5013,119.973725,148.3585,180.1805,139.3351,29.975,342.7768,322.597275,311.292,349.7265,330.9833,227.9934,3,18,133,83,249,5
"ZNF324",0.773625229823332,0.771471042551963,0.999955508732539,0.811278889086978,0.999403096209689,0.999800421775742,0.78863849146343,0.999695426047192,0.999951355419895,0.999995421841431,0.8428905923616,0.99999932770018,0.999948648484845,0.99974013228728,0.999849145401437,265.5087,194.509222222222,198.846666165414,202.120575903614,200.735253815261,190.7481,133.966640141579,19.7466179230551,6.33041288678589,9.78816387022649,5.68283155772759,37.8078838491524,132.1916,137.84125,140.7407,152.50105,132.0151,134.6397,343.57815,236.00565,243.7585,245.49035,246.3656,273.8786,3,18,133,83,249,5
