"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.633266358037857,0.883175664747693,0.558882992227994,337.424356097561,288.315771428571,345.671044303797,6.72967243152495,54.2822900727419,18.5936728998329,241.845275,203.56135,226.8681,410.967375,343.4967,429.87425,410,7,79
"ZNF263",0.455803375954205,0.999999850729297,0.479948275774055,687.044452682927,582.589942857143,687.029810126582,11.6381615109077,67.7956447157712,21.892428831902,532.8529,427.83285,536.59245,812.153625,701.527,789.85665,410,7,79
"ZNF200",0.544104192990609,0.124541331496611,0.912309648932458,264.907658780488,226.391357142857,241.841884810127,4.96007403986379,36.3217977632208,7.6722402252817,197.7777,178.06865,194.5305,309.2984,277.3588,266.57305,410,7,79
"ZNF582",0.989916988725322,0.999978186189662,0.990293826841218,23.6239643902439,24.7601142857143,23.6069734177215,1.09087849997094,8.47308327465579,2.40684056206875,7.61655,10.22485,7.73805,33.9703,29.3922,32.73355,410,7,79
"ZNF285",0.000383811099942344,0.61549895652353,0.00186219546401545,25.8140458536585,72.8706,29.5103620253165,1.40533131267722,22.3423304341887,4.98709447208914,5.6928,24.08205,5.89045,38.015475,117.9439,34.79045,410,7,79
"ZNF275",0.606066146042315,0.155014472440602,0.292489751165808,648.538221707317,539.033357142857,716.909729113924,14.3238716533923,45.2300498675902,40.6322674516397,459.14855,485.4475,478.5628,805.13475,601.084,846.8374,410,7,79
"ZNF37A",0.965418833012364,0.381049343771637,0.984360845762812,363.327295365854,380.120857142857,391.747751898734,8.76303608353929,59.4084583211005,17.8465382487081,239.4106,248.12745,276.454,461.307775,477.4909,466.5834,410,7,79
"ZNF510",0.675113973832227,0.310435552159432,0.930514360976007,213.394575853659,186.006085714286,198.1264,4.23385354160941,26.9601761807814,9.2491675932581,148.48375,150.614,136.0233,263.1451,231.62125,243.0383,410,7,79
"ZNF506",0.753459182920052,0.946109820420164,0.70814831087271,258.426744878049,307.519185714286,251.431001265823,8.18449756090756,76.9238058599127,26.7788251605441,143.6708,170.258,129.14535,331.64255,403.61895,317.7016,410,7,79
"ZNF324",0.033348596219181,0.067189079008627,0.00545527133149026,198.004648292683,116.996471428571,221.229118987342,4.18186792410644,10.4709236630075,9.90411331071786,136.936225,99.88625,162.6562,243.541425,130.2631,256.4612,410,7,79
"ZNF671",0.853382357541943,0.991721786647994,0.843006834332506,73.7569536585366,61.1090428571429,74.6900784810127,3.04666104209426,13.515138531518,7.22350739784518,33.733125,35.01375,27.67225,95.25675,77.21375,105.4105,410,7,79
"ZNF416",0.779411900949653,0.374525340373702,0.97044151460725,130.960271707317,116.196442857143,121.492867088608,2.89826914641804,21.0795304772286,5.78925033424171,87.5213,83.49485,81.58335,166.481525,118.0827,152.36145,410,7,79
"ZNF586",0.92913290399195,0.995361723630015,0.922882251384485,174.967594634146,188.113385714286,173.902103797468,4.75468013855594,46.6523901737982,9.13196270755682,112.349475,106.9147,114.1156,215.458775,223.85245,225.76515,410,7,79
"ZNF446",0.113327002568948,0.00991768900972334,0.0127982801889048,216.920812926829,136.625042857143,254.840896202532,5.27880614423755,9.9071675004191,11.3489557613475,150.73055,115.4574,174.099,262.4834,159.1843,303.14975,410,7,79
"ZNF8",0.529737279418078,0.657730373528045,0.389402531699091,114.395573902439,90.2886857142857,120.701692405063,2.86021975405486,5.14531235473835,7.33731019597308,74.08865,79.3778,74.4422,142.6287,101.04135,137.18875,410,7,79
"ZNF264",0.994163475518005,0.990865503154447,0.989283756253557,644.286308780488,633.077885714286,648.810032911392,14.2689273685826,83.4091877179562,30.448098833156,431.232375,490.6263,495.54305,801.840625,726.59445,802.59185,410,7,79
"ZNF213",0.412653723109405,0.721315023792,0.307287738585836,461.959425609756,373.032314285714,479.345737974684,9.06844846610534,45.093929216393,21.1317541623341,335.3722,295.8804,368.2806,542.163875,440.9963,555.3809,410,7,79
"ZNF343",0.997441309597904,0.283322327397421,0.85219844242216,301.519927073171,297.960614285714,327.068598734177,6.9020764272474,38.4922881967125,13.9522854147805,204.25765,226.68875,230.17015,363.86885,387.47065,382.8089,410,7,79
