"gene","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 14 (HNSC)-BRCA CIMP c7","p-adj-Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-Cluster 14 (HNSC)","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 14 (HNSC)","p-adj-Cluster 6-Cluster 5","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 14 (HNSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 14 (HNSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-Low purity c2","mean-BRCA CIMP c7","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-Low purity c2","mean-OV-like c1","SEM-BRCA CIMP c7","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-Low purity c2","SEM-OV-like c1","Q1-BRCA CIMP c7","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-Low purity c2","Q1-OV-like c1","Q3-BRCA CIMP c7","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-Low purity c2","Q3-OV-like c1","count-BRCA CIMP c7","count-Cluster 13 (HNSC-LUSC)","count-Cluster 14 (HNSC)","count-Cluster 5","count-Cluster 6","count-Low purity c2","count-OV-like c1"
"ZNF256",0.963698852518034,0.335003182885831,0.403769194977221,0.999867785955578,0.621270469644888,0.0969723213047858,0.99990131590278,0.996788372004161,0.456538610414976,0.999999961301255,0.88111411128424,0.99323533426288,0.848190659011443,0.652096181949257,0.965008750525469,0.987560288647672,0.999884979347317,0.996502918032877,0.993739450452679,0.997405018239629,0.999999969674681,142.42628,119.914655072464,77.5669230769231,134.320156291391,132.493238461538,109.461062962963,105.7679,46.6184994942037,5.509215852649,17.5155705344254,6.13530360287366,16.7717279452829,11.1211945928509,52.093713014176,57.92305,74.078025,27.5229,80.2658,90.7609,78.34365,54.07845,169.146775,155.642525,85.1554,186.05175,150.6902,120.2825,137.22215,10,138,13,151,13,27,3
"ZNF599",0.999787475141314,0.933105121709198,0.423243567026545,0.999996785070582,0.998424482585436,0.561421232967144,0.835393249809573,0.221171704191165,0.999967549698639,0.326615715172903,0.982359881108123,0.976761724023995,0.2707819502074,0.903596348079207,0.13969996827766,0.969110531421401,0.981780152156824,0.645334457693239,0.966336910480675,0.533747305863747,0.998916266895351,92.24455,98.4227115942029,69.2065615384615,95.2733119205298,63.8350923076923,107.688611111111,122.923433333333,20.2684136205589,4.0362394516091,8.33462669894928,4.24886245521451,10.3056588756289,12.2971834637532,26.6265006483098,49.206475,64.323625,55.0337,64.1199,45.3804,69.3502,107.92385,102.118975,117.945025,76.5039,113.01985,76.1368,113.0277,149.47545,10,138,13,151,13,27,3
"ZNF18",0.888927727918033,0.999999985230083,0.758341679493905,0.999925627297723,0.159109234134543,0.999280996496223,0.717250746334395,0.00643042428598106,0.697157283156787,0.129032987951599,0.999983214557575,0.240561935811548,0.999997751089233,0.969970441921401,0.643361549011348,0.995455873092615,0.80089827731313,0.996550075320869,0.97303830152664,0.999832223448415,0.998141826329512,199.00856,236.22370942029,196.073169230769,208.536889403974,138.118384615385,190.614818518519,159.594966666667,26.0537482688734,9.10182556475706,20.8172172891273,7.43287017107626,9.44404417334996,11.6124676175727,0.90873820456963,136.99575,161.34725,168.8868,153.55965,127.1888,148.8982,158.7184,249.29865,282.877375,205.0729,241.1468,153.7577,229.0986,160.2408,10,138,13,151,13,27,3
"ZKSCAN2",0.980053210132849,0.871815657794551,0.977241221925577,0.999256026093772,0.938181676727697,0.850365743971374,0.946493642815067,0.998172656463014,0.999984192947543,0.958519184957596,0.99125637783375,0.999999999267812,0.987396585783041,0.99794094007624,0.998919538277913,0.99996909014232,0.987074002048678,0.927940602981013,0.99776501054468,0.963382655489202,0.990742661253741,220.88885,165.62617826087,115.384684615385,190.667427152318,134.168876923077,167.524562962963,256.198166666667,59.4891779296841,11.0322405103058,14.8423337915954,21.9493522764691,18.1899981761468,18.5848516208315,87.9941407952131,113.39735,98.93695,79.4016,110.3945,93.3879,103.0268,176.75515,219.539175,197.015425,132.7283,205.65505,162.1933,212.0885,328.68905,10,138,13,151,13,27,3
"ZNF689",0.999921644699265,0.999647950911452,0.965031020251546,0.998382370495851,0.996851028176948,0.8972049882863,0.998100959177272,0.913104572505774,0.999999038069976,0.80468307917675,0.999476058076726,0.999962551587873,0.95719701944592,0.999999996759418,0.909142337548043,0.998940545960526,0.999764654435056,0.987345831722115,0.999974995566288,0.977428485607229,0.999969399581844,167.24951,177.485968115942,150.238646153846,184.490450993377,144.398592307692,183.288392592593,199.504633333333,21.338035340409,6.53022600343898,14.6098773992496,10.2232065102251,15.0601326545281,14.9872706386684,21.4930489555991,120.4774,137.4116,129.8186,125.4199,111.1595,123.88005,178.62845,209.8552,201.8214,175.6846,210.622,184.6049,247.5739,214.37015,10,138,13,151,13,27,3
"ZNF19",0.992924476793412,0.787743914178655,0.858896988319073,0.999868177460448,0.958960880241198,0.625536815673419,0.625149717458414,0.0228757813656854,0.0161425317944995,0.0700118399966354,0.967043434690876,0.0963934604561431,0.0786375070522699,0.303976165190456,0.933897371004678,0.171693056687536,0.0265314219449934,0.0100748094333643,0.0471265538170031,0.782090166035992,0.349230179819787,44.17367,39.9327043478261,32.9727,42.0790430463576,57.4300076923077,50.6243222222222,74.6079333333333,4.63945118627073,1.30781299024581,3.4283371851754,1.58026269954131,7.59612435084634,4.07039340719368,36.8211140517834,34.42335,29.03695,27.4322,30.09095,41.4221,36.495,37.8159,50.121375,49.6565,43.8462,51.8761,71.8882,65.31485,94.27105,10,138,13,151,13,27,3
"ZNF230",0.995177312025755,0.62656039677254,0.60728970901413,0.999998262269759,0.833476314450763,0.263990145179893,0.999999898108204,0.997337134397472,0.618733847744129,0.999999999774849,0.998213869822496,0.999999997588055,0.74048508616119,0.992614389395026,0.999244191154263,0.999999033009779,0.999995548739001,0.96347127373887,0.999999982558366,0.999999963963702,0.999998180386499,105.4716,95.986747826087,73.6964384615385,103.052166225166,103.532576923077,96.506137037037,101.050366666667,13.0557042837136,3.86297868053488,6.61950664495725,3.69394649546091,16.9868651625502,6.49906261151189,43.644991071765,88.9365,63.9424,53.5822,73.27235,63.7998,68.19355,58.10135,115.332325,112.6772,87.4113,125.20075,127.5246,126.98465,129.248,10,138,13,151,13,27,3
"ZNF222",0.998245967024888,0.758198026641467,0.724069362315231,0.999999999147786,0.66576870244424,0.296984695218317,0.976680341971862,0.5018240301077,0.15610703619913,0.888322888059049,0.999993739859985,0.894470059872731,0.375688529632223,0.999950342323218,0.978088623183109,0.999999999779054,0.999974060704201,0.967155702265464,0.999999991707523,0.996494552912416,0.999998301241144,68.12085,62.0566268115942,46.7513769230769,68.6405841059603,80.7119769230769,70.7299962962963,67.2842333333333,4.12884339376995,2.58993928197408,5.45428090641153,3.02343902001486,17.0678452812747,5.32473776918216,32.0472957774564,59.170025,41.24405,30.4472,47.29295,39.7108,47.11895,35.2671,77.048275,75.731575,64.1509,83.95415,90.8626,88.76875,84.49665,10,138,13,151,13,27,3
"ZNF221",0.996802230920453,0.724324816516281,0.716230463777893,0.99987170333358,0.124590313324373,0.123733745584594,0.99087728405696,0.59590150300709,0.191626421900692,0.994039165235345,1,0.96838345212498,0.477765741409925,0.998175258295399,0.970739234200179,0.855950115040673,0.554094727253691,0.230974555102351,0.867030363291401,0.979432483621854,0.802235864316468,13.46205,11.5046876811594,7.03145384615385,14.5746622516556,16.5098692307692,13.4451592592593,21.9322,3.39608974260595,0.672670229102619,1.8721247805435,0.900575719469867,3.27958560606141,1.96706217390778,16.7251559373896,6.033825,6.26335,3.9683,6.75485,8.8556,6.11395,5.2171,15.930875,15.175725,7.5472,20.3297,20.5593,17.2542,30.79195,10,138,13,151,13,27,3
"ZNF233",0.999981821075815,0.955190077769028,0.604809077024425,0.946380305006985,0.309738133691699,0.125628275128549,0.999965543043127,0.999999751269895,0.823286065418821,0.987795689447911,0.979800285968959,0.925784252355999,0.316868581505639,0.999999818725998,0.997145676258652,0.213139811209294,0.148632442117747,0.0347248937509542,0.353974271277434,0.266883161134467,0.383737462351066,18.36578,19.7787036231884,11.0146307692308,24.2919509933775,20.3878153846154,23.8758555555556,45.8453666666667,4.78936108631064,1.29548687254517,2.12004197631353,1.50281540982423,4.95341611767597,4.35303954916455,28.5390910788071,10.734725,10.24505,6.9045,11.9028,12.939,11.11155,17.4174,16.72185,24.69045,12.0071,31.82765,23.9808,27.13745,62.2383,10,138,13,151,13,27,3
"ZNF235",0.956200206578581,0.67046917908385,0.88199302207987,0.999999973353406,0.0483107240327352,0.182016437436594,0.998779027508168,0.99974693371196,0.896154110682884,0.981958802921345,0.996202984440357,0.99936048273479,0.833379182918275,0.884440934831432,0.999999998805094,0.999477919598166,0.94284946547014,0.738618277141214,0.999404102782831,0.986840798922409,0.979700397163837,77.74044,66.4759565217391,54.0609,78.6739662251656,70.3515307692308,69.7765481481482,87.7071,16.7089196907533,2.51340029984546,6.08033184716646,2.95348180698233,17.1941579525274,4.72191718806876,43.5026774262229,53.7086,46.76395,33.3717,55.0475,37.8849,57.5888,45.27285,74.5625,78.8243,69.8239,95.113,70.7577,79.57865,117.2226,10,138,13,151,13,27,3
"ZNF208",0.999676338787481,0.363745919504889,0.138212597679755,0.904637898520908,0.336006224338024,0.608647344759991,0.778346270290805,0.657175226771716,0.993131533573352,0.987092338593281,0.945992161599349,0.896062695300462,0.765384897356719,1,0.99440094743723,0.999942159137131,0.999999832301128,0.938451673550276,0.999914652044625,0.995399209364687,0.999933202162642,5.76089,11.4464746376812,43.7641615384615,22.326957615894,32.0472384615385,22.3359740740741,14.2722333333333,1.47520427425041,1.79681377870183,24.9514418092564,4.3960397297761,15.7493905421665,5.06451622417918,9.51599205011111,2.709725,2.042025,2.5681,4.65,3.0364,8.0601,4.8176,8.015675,11.057075,18.5538,17.4845,49.5813,25.8057,19.9339,10,138,13,151,13,27,3
"ZNF714",0.999769574587057,0.81310976424592,0.700448028877923,0.996898702548999,0.996718046074952,0.836389251102748,0.999993381094535,0.99999964573248,0.871152297175714,0.999787966655249,0.961184958849433,0.925273441217505,0.994588270603683,0.987021579387012,0.984892340765738,0.978311087085716,0.988771443987198,0.999999999986298,0.995615194812165,0.989521725014383,0.999872360698759,222.61979,201.416494202899,123.287946153846,189.262291390728,207.710923076923,161.448422222222,125.840666666667,77.040446979998,11.7295589373212,28.7083023866313,14.2653218938039,52.3620026749166,51.5215291681929,91.6860393397914,36.7879,112.512,39.1254,87.6678,36.3948,72.1661,34.5754,306.77705,260.1268,176.8828,240.4169,349.4003,145.2797,179.0717,10,138,13,151,13,27,3
"ZNF394",0.999947704861048,0.999999999430259,0.999969051592414,0.999977278400134,0.999999851520724,0.99998917088329,0.856633787174597,0.721594954893701,0.834484058521222,0.689896834886399,0.998068482206286,0.998750286513049,0.998088547914658,0.997528528825524,0.952515576866313,0.995707545466021,0.998048885370708,0.996098207864916,0.997553722591467,0.999995102795524,0.999850470423962,488.90483,465.86377826087,484.538653846154,468.95672781457,358.839138461538,440.26877037037,389.0517,52.0880541215462,12.0371285891879,57.9328210311589,26.6524042062737,25.6349325660032,20.7040643009455,56.4153746565893,394.302,377.306275,364.7799,370.09155,281.988,369.7565,350.27025,561.489625,525.14555,544.7846,504.0535,391.2508,508.07305,443.9251,10,138,13,151,13,27,3
"ZNF333",0.9987173677274,0.999989527844481,0.999979157154949,0.999995245490964,0.976187808155095,0.999999889867691,0.998790028222136,0.848877657835833,0.986717376299522,0.963045222859015,0.999994023471783,0.999479443524652,0.999999997475546,0.999999997735501,0.979178463384676,0.999999393942464,0.9999995930328,1,0.999999999087097,0.999154047877142,0.999999999972257,160.57547,177.671794927536,170.208953846154,167.123498013245,138.8416,168.289951851852,169.920833333333,16.988675486368,11.7573675431379,29.3309617102107,5.7866606628975,16.1672686998993,10.1418053022,39.3327432268305,125.957475,118.8413,116.076,118.01495,111.0328,128.07245,144.15645,192.013775,208.858825,221.2179,208.95325,145.0839,198.41,208.54105,10,138,13,151,13,27,3
"ZNF382",0.999875524646289,0.975083397267781,0.973199908436361,0.999829309199125,0.454728122263388,0.623943387567902,0.815695028289241,0.212364079989471,0.193886333727039,0.686860697786235,0.411151602646688,0.00116806836513683,0.0181680488628403,0.0457017795381151,0.998957837492501,0.996366048068005,0.998829278542656,0.999999998393788,0.973358410381786,0.725004748370859,0.491414314882404,19.67867,17.0012623188406,10.7595538461538,22.4965430463576,33.5679230769231,37.5542851851852,9.96733333333333,6.6509640840182,1.38916152701109,1.86690477472725,2.24777151391226,7.18137828799431,7.3225142856542,2.20145246472515,9.777025,6.473925,4.6225,8.78915,18.6817,16.19545,7.86355,24.56895,20.8264,12.7001,26.8374,43.5135,44.28145,11.5808,10,138,13,151,13,27,3
"ZNF577",0.9999903373762,0.999999625548519,0.999999994281822,0.529110873888298,5.77209454344363e-07,0.270478690165036,0.999976816724138,0.996171435367624,0.999624347644647,0.620108605914236,0.659477926889572,0.0235040527459457,0.447076989847111,0.999999999717714,0.759667972788059,0.999999926854217,0.999986434191472,0.999996713427654,0.970104967695847,0.999999991555471,0.973992357921657,57.55001,54.0761028985507,54.9635153846154,86.2877523178808,62.7219461538462,86.6747481481482,60.6311,10.3810148005808,3.67047361286089,10.9818508573373,4.39777265706605,11.9652292554066,8.84771944041714,33.9502490403728,41.34895,23.7488,32.3129,50.7742,38.4615,58.8332,27.0258,77.040075,67.3338,68.633,103.5823,76.6871,100.96595,81.61435,10,138,13,151,13,27,3
"ZNF75A",0.56961869933165,0.897895854289898,0.999965796348405,0.988662079877464,0.0742517178385019,0.976006819832612,0.999980919195786,0.657164970558975,0.951475418379172,0.998903047288845,0.97831051310666,0.87627414113703,0.998199296637068,0.999882121632844,0.99569157685969,0.954718587630577,0.999999580714424,0.999983086652927,0.992536443383275,0.97793879851928,0.997918738230245,316.86905,245.875349275362,255.577330769231,286.575498675497,304.1252,277.951351851852,236.562466666667,31.8640358626087,9.86072042342392,38.3351055755343,10.5618239270686,26.2305840972948,23.4658462392073,85.3719114679087,249.4056,175.138625,176.6821,202.25045,207.8221,188.1778,153.5867,347.31065,303.135075,336.9257,342.18415,349.3205,320.53415,295.444,10,138,13,151,13,27,3
"ZNF496",0.99999850999259,0.810424380763885,0.304859610032852,1,0.999518894714001,0.403247899642588,0.946195285896656,0.630676745705189,0.999775021768883,0.738600757837919,0.978031857248338,0.573344224181719,0.986709434651426,0.723684261222594,0.999868619560316,0.694842674673299,0.62149994412642,0.150782826479135,0.561952075502534,0.245655942822713,0.280574855805723,397.25821,406.551496376812,294.726869230769,397.647052980132,320.735861538462,341.148677777778,580.586433333333,53.97134199389,15.7014021632385,36.7722963146735,14.7967482000616,40.6974943761245,24.9698182929963,47.555652533228,292.09295,272.9102,201.9602,283.66,208.2563,237.4909,552.07785,529.12,485.051025,349.0566,478.66095,396.4828,418.26335,627.80435,10,138,13,151,13,27,3
"ZNF2",0.992431859524171,0.822292534031746,0.901285680748441,0.999812411519272,0.965673344723972,0.702988776506644,0.62066140089968,0.640965114224534,0.999833551791691,0.383463648039988,0.985690823349137,0.999940202355236,0.982024578159078,0.981440973040994,0.876991171106029,0.996367696861386,0.931973714753447,0.730215299184841,0.972873284358542,0.587621544698889,0.913551012392007,134.57651,123.301492753623,106.507884615385,128.734282119205,99.6325769230769,120.204062962963,154.3858,7.99112957550711,3.30338647982732,10.365568256986,4.92407649437493,10.0911475082864,7.38593874547914,28.7470730885772,115.133125,93.6086,87.0326,96.1076,82.3341,96.5281,125.9355,156.588525,147.756625,113.6874,145.91245,100.7919,129.46335,172.179,10,138,13,151,13,27,3
"ZNF589",0.393778552413255,0.999996682025221,0.139986534142197,0.710675922555028,0.828212917832619,0.400445645056309,0.999778099322872,0.070078834551711,0.999993713991842,0.245096609925154,0.975440197322267,0.668443393027935,0.896213628660473,0.976342113171372,0.784035447976948,0.973507306610489,0.999999468136758,0.944720864933774,0.999999438734677,0.90704421694779,0.999508473997794,226.28665,375.887852173913,208.902376923077,340.249636423841,190.853853846154,299.326818518519,358.1408,25.4102706890836,21.2090373303549,34.9190238312287,18.8651834598809,25.8055924888873,28.6948338024247,59.6392695297318,174.267225,198.9397,92.745,195.2809,113.6784,192.90565,328.1981,292.21285,496.118125,292.8981,405.5573,239.6739,409.6331,417.7799,10,138,13,151,13,27,3
"PRDM9",0.0414060140495194,0.353399648356978,0.999784125741539,0.208404642012946,0.535542282674689,0.999807647377767,0.304522162748545,0.999979912731517,0.999999948019077,0.99895890653217,0.138214868955181,0.999995303680519,0.999994679755783,0.98182407260033,0.999999945387632,0.844081335769574,0.999991335470163,0.999999999958427,0.999998990673365,0.999999969105924,0.999999352973738,16.39348,0.858716666666667,2.55513076923077,4.21208940397351,1.99115384615385,1.50174074074074,2.8355,16.0342226526043,0.38050595656948,1.64239854806631,1.59536449197936,1.41594011995,1.15045951424225,1.594293393116,0,0,0,0,0,0,1.30435,0.550275,0.313775,0.5292,1.14565,0.3834,0.3625,3.9858,10,138,13,151,13,27,3
"ZNF12",0.877313431010988,0.271666766708219,0.507840512206185,0.546797521881705,0.716165295969774,0.879006388577204,0.525699205632521,0.870461618071083,0.999399641743008,0.99570993544203,0.802106225817662,0.998412076688916,0.865456455699493,0.999877765908266,0.989128053911628,0.786101028258807,0.970119871067298,1,0.996701012586861,0.999972229246387,0.99287966385112,892.43776,793.383736231884,661.871184615385,749.009405298013,704.483930769231,766.263903703704,663.370433333333,114.213866820639,20.4788725466823,70.4664363202993,18.5595736866616,60.7669102647983,57.1504741670956,130.248884291886,646.14545,610.443875,509.8835,606.2344,569.6371,583.00085,537.5804,993.73,938.278275,746.2763,875.50665,762.1321,909.3215,755.52685,10,138,13,151,13,27,3
"ZNF202",0.999371207684962,0.996578039376232,0.808336317392464,0.993597741259975,0.995546779992664,0.648454615879886,0.863284426264553,0.221186105918312,0.991599121721945,0.122144006710596,0.999503123694846,0.999999996159258,0.882306322602356,0.99994156684485,0.378351395212349,0.999552438361284,0.999988886770908,0.98123530866608,0.999999926545131,0.864144216819034,0.999995214239617,282.38566,297.201573188406,256.695592307692,304.746617218543,228.445469230769,298.461403703704,310.458566666667,42.5810363072739,8.43630232943229,36.028228583041,8.19726806680927,24.0954139954042,16.4771563669527,39.5397497581161,172.40435,222.5932,170.068,232.2033,168.3282,252.62995,272.30205,329.0938,361.0492,351.5664,371.0972,292.962,330.9907,338.5148,10,138,13,151,13,27,3
"ZNF3",0.999999890547529,0.903029516538745,0.53434315278716,0.999999999960771,0.999992227027394,0.588390180446035,0.324766960746221,0.0222484628773252,0.942503676510081,0.0280183801564232,0.996378812557936,0.877737202812449,0.985643055984932,0.918643707110811,0.410850805555531,0.764991709538596,0.685759553416271,0.257570670194546,0.656895992147815,0.0568770851771299,0.443274494088176,823.00663,833.194183333333,675.210607692308,825.711068211921,552.4138,755.14672962963,1111.4342,52.4280102131825,23.074672182336,58.5275642666687,26.7353702888412,66.5932323628762,55.7208084781158,445.400992567252,734.00045,650.762975,573.8348,591.8804,429.8063,552.7446,698.3294,932.62285,991.478225,749.568,978.8552,591.9939,853.33755,1462.1908,10,138,13,151,13,27,3
"ZNF606",0.587567038691741,0.303598124147522,0.890982983711976,0.999999800061247,8.34683962047666e-06,0.0172796995121566,0.995475983555406,0.943916725537661,0.640722079763453,0.939381396064218,0.999994124489781,0.220926100346658,0.160157093858394,0.998234326198425,0.997509356405731,0.940536966649876,0.315791667806267,0.154526170308391,0.919676396444155,0.742720789738075,0.867696834252156,253.31351,185.940551449275,144.587546153846,257.74902384106,221.612646153846,244.453244444444,335.2728,47.6709652094751,8.13536849844385,27.5064279772244,10.4580288392515,35.8140535578628,21.5430650970124,212.626946277685,156.312,122.866175,70.0476,162.04125,171.0526,171.2625,122.6551,305.06095,230.21045,190.38,335.80045,281.1489,268.55875,443.2989,10,138,13,151,13,27,3
"ZNF91",0.911353622753476,0.99996189936955,0.972883514379859,0.998457154814671,0.58747811910085,0.999996002717499,0.999845899140243,0.54127419478917,0.993808407050648,0.925489273694605,0.998937251723818,0.968343941452015,0.999995476450414,0.999999998545563,0.95808744507961,0.999998366542499,0.999267255191885,0.999999999999271,0.999999846534763,0.999680873223734,0.999999704348986,278.63608,199.693597101449,254.1605,242.661295364238,309.688269230769,240.448296296296,256.098966666667,91.6065461339076,16.3114883110044,124.866620679169,12.5902193905265,116.850068393522,41.5963851192143,125.017457805185,45.53085,70.94465,37.415,137.8099,139.5841,123.52815,131.4071,352.9891,259.04945,227.5216,320.3103,286.5528,261.058,326.2537,10,138,13,151,13,27,3
"ZNF226",0.996507820118882,1,0.993073520331146,0.985008889190507,0.00213093544568077,0.972506062590502,0.98817557500414,0.552790843032704,0.983198444398826,0.999993065510586,0.961224564483731,0.116118184923776,0.940499214520521,0.999280727638997,0.999999875305702,0.999312648757832,0.978464224957289,0.999208731864887,0.999999991254752,0.999999999907424,0.99999994543473,234.90552,214.103448550725,234.992192307692,262.099125165563,268.383376923077,272.126959259259,266.2483,31.3921043971987,6.70853403214091,28.4666103737061,9.27562793402699,48.4121546098839,22.1506357089679,98.9808651069657,186.0438,155.75055,162.8146,196.1243,160.4223,193.6884,180.32995,279.213325,255.14135,278.481,310.5492,337.3301,325.47785,351.76845,10,138,13,151,13,27,3
"ZNF229",0.994136374082506,0.859175640688202,0.926306418418828,0.981773068152689,0.000781940300750072,0.077441506703165,0.997264898401769,0.681807939967364,0.41544239502423,0.999999957918643,0.999999426051487,0.859213249628378,0.582867315725188,0.94102329030317,0.997446423538549,0.900081841040965,0.609333637137131,0.379491331130218,0.976516384640311,0.981308860263692,0.895182553358051,134.03058,97.2934543478261,43.5764230769231,179.404729801324,175.109146153846,142.544488888889,264.5501,32.8887600150359,13.6530719575885,24.3356321465,14.7233924079253,45.4817615242181,25.5365972555324,245.92705333717,23.263025,8.964675,11.158,31.0034,92.1053,42.0917,18.64915,225.4126,128.042,16.4399,248.3829,158.0274,194.80485,390.6036,10,138,13,151,13,27,3
"ZNF180",0.996677922235161,0.669209618407071,0.637980130620439,0.999999999998424,0.660680073151872,0.228240639575502,0.829928918477775,0.865620055220391,0.999945982218675,0.45568004126356,0.97876952167591,0.997732015411484,0.933112144287585,0.751694664504967,0.99001750157026,0.935468700175114,0.714315601388919,0.316011493038328,0.885616745405849,0.424868554356094,0.6291946119499,190.85881,175.534073913043,138.027484615385,190.444993377483,146.995153846154,166.339385185185,245.6388,18.6919146415915,5.83178271932572,13.1582971316281,6.95666025568629,21.0272947032819,14.7706996712583,108.840433972965,139.45385,131.578325,103.5673,133.72235,104.6196,115.7557,144.3341,234.967125,205.6275,158.122,229.88275,168.8232,199.8306,330.75415,10,138,13,151,13,27,3
"ZNF641",0.468723023377554,0.936789717676908,0.996247389357332,0.0885611154520526,0.248869991725432,0.711098415624094,0.99624765841281,0.864355564260288,0.999037661978669,0.291603162990178,0.48056971273585,0.999831740855747,0.988948164294094,0.96693855435888,0.844048934172381,0.998228252297941,0.999202055006589,0.999999119152787,0.967037943089992,0.999999059989142,0.997508809855902,138.67877,191.318584782609,176.324676923077,213.960204635762,160.417,197.628014814815,168.414133333333,15.3878461310365,6.36307752822225,16.9905216850724,7.95356932236966,16.5080145293554,13.6902043329756,15.7688896443105,110.619475,145.74955,133.7868,149.212,134.855,174.38135,153.24955,159.087475,233.7033,209.2129,271.59745,185.9663,231.15825,179.74075,10,138,13,151,13,27,3
"ZNF610",0.992722100351735,0.997433559894508,0.668062014292375,0.667162929584394,0.140518638007063,0.108337080033925,0.530633166408365,0.506896301008886,0.136166953197761,0.982310117735552,0.815491757503396,0.83641591667339,0.285008528088177,0.999999895251451,0.987619560336851,0.301986490619906,0.36538381847061,0.11957163982524,0.703767671957021,0.940774079382142,0.722649327344987,26.97765,36.9862028985507,16.3466461538462,50.2273033112583,60.6803769230769,49.2807111111111,90.285,10.8005657380451,3.76748054596588,5.95235158662928,3.44535536423945,13.311659741404,8.89498412004324,74.0115121388783,4.286375,9.87215,7.6574,17.44575,12.2283,19.29505,16.278,34.0696,52.3563,13.8365,74.4904,96.0743,49.2446,127.99625,10,138,13,151,13,27,3
"ZNF528",0.999780027216385,0.999999358668339,0.995943868869293,0.721379655929056,0.0232750461531976,0.454305311817424,0.994655586473456,0.998375097025807,0.978593093571599,0.986754498276056,0.755093044315883,0.400916026574219,0.54889487026271,0.999989784433033,0.984323493198546,0.144398880417637,0.109569992756153,0.0976570016026168,0.404062731148668,0.303317630194369,0.50939970139344,154.18047,174.031552173913,144.669092307692,235.401382119205,198.949646153846,242.920544444444,425.799933333333,40.7041534403556,13.0610585435162,45.6291328665092,13.3020535562188,31.8118486985117,23.4506083028345,375.643866552618,37.0619,75.18545,44.1705,112.9944,129.2297,183.21705,50.17355,199.123375,215.955575,235.8491,317.70875,280.5781,299.9352,616.75175,10,138,13,151,13,27,3
"ZNF701",0.449271872574674,0.953471379991258,0.989354898881674,0.999776294761502,0.000317267059210535,0.946195289331528,0.974637040989929,0.00995087690159158,0.401940620896402,0.607972197326111,0.999997887229857,0.0932579217835172,0.939032060304518,0.999955866370724,0.856267281585447,0.999999997494855,0.909771585082001,0.991672583964151,0.999965682234111,0.998491131939356,0.999998352149728,125.31959,81.2577862318841,96.2432153846154,116.844870860927,151.017130769231,120.95572962963,127.837033333333,36.4741919355056,4.99824654828293,32.090646754417,5.3021581251181,28.5024571425472,12.8584892947616,65.6922389829101,44.961475,39.70405,27.117,69.278,97.2859,77.54025,62.30915,159.352625,109.064975,93.2106,150.71285,191.8647,149.3743,164.6228,10,138,13,151,13,27,3
"ZNF283",0.733239451367286,0.62361402148757,0.990347320408552,0.980931068239831,0.478894089514992,0.736820006116661,0.990824771008979,0.0848829867180236,0.131563221321971,0.413833246454463,0.993074475482646,0.912136717246991,0.828718353816255,0.999999968966783,0.640650528559943,0.999891276709439,0.999111002881627,0.98779360257599,0.999999942443755,0.982887947281058,0.999999995710059,55.28369,43.2740724637681,38.1289461538462,48.6876629139073,62.6725230769231,49.1129444444444,50.0033,10.4698647237303,1.81911888969257,5.37466520744596,2.13296367863492,8.1116555256583,4.07871467334879,12.1380204029872,41.990675,30.24865,21.7972,31.1086,46.7791,33.10135,41.43985,60.1184,50.562275,46.7952,62.52755,73.4341,64.5856,61.7348,10,138,13,151,13,27,3
