"gene","p-adj-C10-GBM-C1-LUAD-enriched","p-adj-C2-Squamous-like-C1-LUAD-enriched","p-adj-C2-Squamous-like-C10-GBM","p-adj-C4-BRCA/Basal-C1-LUAD-enriched","p-adj-C4-BRCA/Basal-C10-GBM","p-adj-C4-BRCA/Basal-C2-Squamous-like","p-adj-C8-BLCA-C1-LUAD-enriched","p-adj-C8-BLCA-C10-GBM","p-adj-C8-BLCA-C2-Squamous-like","p-adj-C8-BLCA-C4-BRCA/Basal","mean-C1-LUAD-enriched","mean-C10-GBM","mean-C2-Squamous-like","mean-C4-BRCA/Basal","mean-C8-BLCA","SEM-C1-LUAD-enriched","SEM-C10-GBM","SEM-C2-Squamous-like","SEM-C4-BRCA/Basal","SEM-C8-BLCA","Q1-C1-LUAD-enriched","Q1-C10-GBM","Q1-C2-Squamous-like","Q1-C4-BRCA/Basal","Q1-C8-BLCA","Q3-C1-LUAD-enriched","Q3-C10-GBM","Q3-C2-Squamous-like","Q3-C4-BRCA/Basal","Q3-C8-BLCA","count-C1-LUAD-enriched","count-C10-GBM","count-C2-Squamous-like","count-C4-BRCA/Basal","count-C8-BLCA"
"ZNF57",0.993108963495078,0.017789133138933,0.6788546120323,0.9999999993768,0.999154956386638,0.969684558464144,0.441300693572648,0.460941029527855,0.810528717825834,0.738388555146433,95.761825,76.8607,133.769042926829,95.3157,200.1753,9.12749019035589,17.8891,4.34648233875521,NA,NA,73.507025,67.91615,89.3204,95.3157,200.1753,119.4338,85.80525,155.2363,95.3157,200.1753,28,2,205,1,1
"ZNF556",0.979133822709243,0.193179897186865,0.999999855405117,0.999974199234476,0.999055156997883,0.997358097662148,0.993276316701449,0.999999997552101,0.999999999252146,0.999375065753068,7.76003928571429,20.646,21.2638273170732,10.998,21.0301,2.8321895332512,10.9373,2.26295451615392,NA,NA,0,15.17735,0.4045,10.998,21.0301,5.9264,26.11465,29.3427,10.998,21.0301,28,2,205,1,1
"ZNF554",0.591063374344653,0.870322234869514,0.735243978575202,0.987371185383322,0.700140040609645,0.956117273581474,0.939440189970459,0.999347371311864,0.977064494482227,0.892030080267758,96.5054821428571,161.43805,108.345624878049,65.5804,144.095,14.8007683584467,16.16655,4.0715778875366,NA,NA,55.550025,153.354775,69.5356,65.5804,144.095,118.074975,169.521325,133.8692,65.5804,144.095,28,2,205,1,1
"ZNF738",0.987926885318805,0.554479808419943,0.882020532036734,0.975521739026536,0.93321153459063,0.99819798132934,0.982408835496355,0.99985782573643,0.911786215764162,0.923744303553732,221.086325,279.4308,171.802010731707,123.0143,310.7779,44.0292786065811,62.2427,10.469183440179,NA,NA,64.97445,248.30945,71.0546,123.0143,310.7779,331.903975,310.55215,227.6964,123.0143,310.7779,28,2,205,1,1
"ZNF596",2.78829481725751e-09,0.999999319147602,9.57102064269577e-10,0.960151874171944,0.000100024226213691,0.956112416843302,0.893046453180315,0.0139964187965785,0.890923492119577,0.78210586187787,43.649925,199.9385,43.9208702439024,21.1813,73.6053,8.11944717601292,129.799,1.95256045576071,NA,NA,16.5716,135.039,24.7635,21.1813,73.6053,59.2308,264.838,53.2688,21.1813,73.6053,28,2,205,1,1
"ZNF621",0.919545425258285,0.898467272627,0.974031052843774,0.994719301604516,0.921435771181923,0.977459054271398,0.308594419015874,0.807377042537514,0.392862122163491,0.455242451068248,372.123214285714,459.89745,398.032420487805,314.053,653.101,24.3404844132852,117.21495,10.1543069183478,NA,NA,260.13775,401.289975,309.4295,314.053,653.101,451.9182,518.504925,470.3063,314.053,653.101,28,2,205,1,1
"ZNF680",0.998792714360353,0.999064162290283,0.99958197792689,0.852428028222553,0.855851027988865,0.820452891208979,0.999985698476302,0.999303658935016,0.999908950523294,0.964634077406213,285.732721428571,246.9637,275.729786341463,485.1324,303.3784,32.5459605196241,69.6893,13.8217399661488,NA,NA,134.2913,212.11905,170.4909,485.1324,303.3784,420.3158,281.80835,323.1776,485.1324,303.3784,28,2,205,1,1
"ZNF483",4.11892742135933e-14,0.00303796960794767,1.94289029309402e-14,0.798991636771221,6.63702967029778e-08,0.994635172908648,0.99252997536508,1.22271677027719e-06,0.9984289911542,0.988334650563798,15.3936714285714,73.23465,8.59252097560976,4.888,11.2939,2.15150335162027,54.77685,0.499076619229258,NA,NA,6.406375,45.846225,3.9094,4.888,11.2939,22.1276,100.623075,10.6973,4.888,11.2939,28,2,205,1,1
"ZNF417",0.995926871780585,0.893162925364398,0.999945069624426,0.955550286206445,0.996287370688526,0.984035369822722,0.988454080563494,0.970598511624176,0.961084648440501,0.912109316668806,167.974532142857,147.34665,154.073068292683,113.6456,205.6275,15.3419694437502,20.41385,5.26044043313718,NA,NA,117.842375,137.139725,100.5817,113.6456,205.6275,188.841525,157.553575,186.3269,113.6456,205.6275,28,2,205,1,1
"ZNF791",0.965535996216318,0.0236567304952756,0.999763749925012,0.999995235609836,0.991644605665291,0.96171888832802,0.741101257058271,0.971737202391904,0.970047559811653,0.887036860621994,188.376085714286,232.27465,243.983026341463,182.0774,301.8207,15.4051992734044,0.703249999999997,6.49602498194474,NA,NA,128.604275,231.923025,179.6514,182.0774,301.8207,225.02685,232.626275,295.2956,182.0774,301.8207,28,2,205,1,1
"ZNF519",0.997054123361781,0.840432320719866,0.999997167889807,0.854065359492149,0.970300860466386,0.927272748547884,0.953268205043964,0.99514236496819,0.985602388177583,0.999581454054061,66.6835857142857,56.7288,58.4078985365854,26.0692,37.7763,10.9487489058609,6.0276,2.57364298737818,NA,NA,21.9571,53.715,32.991,26.0692,37.7763,103.22165,59.7426,74.0464,26.0692,37.7763,28,2,205,1,1
"ZNF25",1.01345141017006e-05,0.623004672421825,3.16290958973786e-05,0.996656075543646,0.00998393702815448,0.968091557910345,0.987741076221087,0.0757805381114753,0.999478156758737,0.973340971614118,185.941867857143,533.8176,212.802328780488,151.9348,233.6676,22.5025420896074,335.2942,5.93229431480077,NA,NA,114.579325,366.1705,162.9213,151.9348,233.6676,204.402175,701.4647,250.1788,151.9348,233.6676,28,2,205,1,1
"ZNF77",0.838108475410988,0.242950877195297,0.988696235454237,0.99624353854837,0.997791722553736,0.999999144119443,0.999936307581442,0.950049054650645,0.982499905879973,0.996584255663866,95.0915678571429,144.8144,122.238947317073,119.3483,86.457,10.0854592948418,15.2,4.68775862796691,NA,NA,68.6516,137.2144,76.8742,119.3483,86.457,115.61025,152.4144,154.1123,119.3483,86.457,28,2,205,1,1
"ZNF169",0.995994641888611,0.862232518692624,0.999975544812544,0.996769561920521,0.999994615863047,0.999861540811857,0.465152108585116,0.502319750135715,0.333142162776481,0.601577545690611,67.0681142857143,59.12485,61.2485,56.6191,116.4444,6.72169683888535,4.16175,1.99018750565283,NA,NA,43.4502,57.043975,40.8966,56.6191,116.4444,81.894475,61.205725,75.9142,56.6191,116.4444,28,2,205,1,1
"ZNF613",0.995731217992192,0.0270031869749595,0.991124243543536,0.99196418861833,0.999903771836889,0.99989443110013,0.999882796388757,0.996762236391338,0.94428594356317,0.992997131964908,119.91665,105.90285,89.440463902439,96.945,127.7383,13.3722490212495,3.76994999999999,3.34037681560033,NA,NA,65.591075,104.017875,58.8556,96.945,127.7383,156.8832,107.787825,115.6807,96.945,127.7383,28,2,205,1,1
"ZNF404",8.62749872085899e-05,0.798489473342034,1.12852074231062e-05,0.984706997833793,0.0156100718664811,0.99800225709234,0.999946500429253,0.071312174173351,0.996766375305826,0.990171770718582,35.632075,122.9959,29.7311951219512,21.5886,38.9446,4.08856408019981,61.4701,1.82874508366059,NA,NA,19.845,92.26085,13.079,21.5886,38.9446,48.93155,153.73095,37.2654,21.5886,38.9446,28,2,205,1,1
"ZNF135",0.738521412470234,0.955917905953329,0.826798226849269,0.982086888810208,0.759545544293002,0.956874149208363,0.988295663053311,0.997610671513281,0.996554141165406,0.945201940427991,74.9398214285714,177.47565,91.1487126829268,10.998,132.0222,15.0996685524867,10.94575,8.29269540623213,NA,NA,16.42765,172.002775,18.8048,10.998,132.0222,107.071875,182.948525,115.7667,10.998,132.0222,28,2,205,1,1
"ZNF620",0.0126743892882774,3.44066519719632e-09,4.84966039682178e-06,0.39885523805557,0.00734351866624849,0.990003606038269,0.888878441786877,0.774642616115319,0.164262114486679,0.304577535932863,59.4028321428571,111.7854,30.0123990243902,19.5519,80.2259,8.32554577404801,10.4728,1.21821965195932,NA,NA,31.899275,106.549,16.6508,19.5519,80.2259,77.9718,117.0218,39.487,19.5519,80.2259,28,2,205,1,1
"ZNF619",0.316066614843965,0.997421373099411,0.335622217888973,0.988612795817823,0.535120582316916,0.980661667217476,0.452586466254512,0.999130633784337,0.478305616107552,0.528743721212196,53.5981392857143,85.3342,55.1099170731707,42.3625,92.2987,5.6199369272227,38.948,1.49066024040876,NA,NA,32.894425,65.8602,41.7615,42.3625,92.2987,57.83575,104.8082,65.8901,42.3625,92.2987,28,2,205,1,1
"ZNF354C",0.721497423932191,0.999998859444198,0.706842952053468,0.916885246011244,0.597354897713104,0.909280807255689,0.999625922162019,0.890769711217877,0.999524910308949,0.990651403969895,34.5670642857143,58.4153,34.8152073170732,12.22,29.2085,7.10896119560475,40.4362,1.66521180175135,NA,NA,9.9282,38.1972,18.4382,12.22,29.2085,47.482025,78.6334,46.4371,12.22,29.2085,28,2,205,1,1
"ZNF114",0.503330989206935,0.000245246731732873,0.993300418773252,0.904489854604761,0.999459389228945,0.999999848958759,0.650219089462158,0.999748889821188,0.984977471975585,0.9967487439404,102.818907142857,16.5614,38.7745473170732,36.6599,0,31.4412134283185,15.8422,3.53225010280507,NA,NA,10.836125,8.6403,5.4591,36.6599,0,105.42635,24.4825,50.8475,36.6599,0,28,2,205,1,1
"ZNF454",2.59787691212487e-05,0.710609039944269,2.41478352946967e-06,0.999943970380377,0.0260564752176893,0.999939636238355,0.86876780169909,0.00263232845734829,0.94960193345,0.973853466625968,10.2348464285714,45.41825,7.68317902439024,8.9613,0.3894,2.45229872779199,0.110849999999999,0.666353685177681,NA,NA,2.9184,45.362825,2.1855,8.9613,0.3894,14.480075,45.473675,8.0537,8.9613,0.3894,28,2,205,1,1
"ZNF543",0.988227500094834,0.982940322334028,0.964961401177413,0.923205306680825,0.99501386804928,0.879073885254946,0.995074851158298,0.9722798784509,0.998502549478835,0.906458582854035,159.586732142857,133.4712,167.522304390244,98.5743,188.4919,13.8931013480379,13.3705,5.09023111214345,NA,NA,109.315025,126.78595,113.2438,98.5743,188.4919,179.50815,140.15645,208.7304,98.5743,188.4919,28,2,205,1,1
"ZNF354B",0.999946679439731,0.962657958176501,0.997785713284471,0.959807208897745,0.98784235351155,0.921448865780729,0.881137767114083,0.91289648752582,0.924501689622905,0.769437930996263,79.7495,75.57065,85.9735331707317,47.6578,123.8438,10.2999220716218,1.73965,3.14284647481943,NA,NA,37.9822,74.700825,56.2715,47.6578,123.8438,103.197875,76.440475,102.8402,47.6578,123.8438,28,2,205,1,1
"ZNF223",0.999103184730138,0.859033095971716,0.999999952601211,0.746974612990208,0.913578239647897,0.842797567503902,0.405918518036707,0.496104776899682,0.281365954279453,0.211773200405625,113.35295,103.18065,102.344920487805,45.6212,211.4692,10.9872768385876,1.45795,3.82970128381244,NA,NA,73.96845,102.451675,63.9211,45.6212,211.4692,153.972025,103.909625,133.6786,45.6212,211.4692,28,2,205,1,1
"ZNF713",0.989124716405831,0.99925005761216,0.993091470284299,0.99995885426713,0.995402546008037,0.999827798663086,0.999560488893608,0.999964435981552,0.999831631676463,0.999321201152911,52.7348678571429,81.1661,56.6651429268293,43.1772,70.0769,7.15849993245728,20.9791,5.94980127519953,NA,NA,23.8743,70.67655,21.955,43.1772,70.0769,59.341,91.65565,61.4771,43.1772,70.0769,28,2,205,1,1
"ZNF552",0.467085370011163,0.0625689622797205,0.87922155219246,0.961809385897321,0.993097110835246,0.999888565378545,1.98729921407903e-14,2.00950367457153e-14,1.50990331349021e-14,2.14964712696997e-11,314.304989285714,98.75635,218.510032682927,191.8534,2065.6217,75.5331787483954,9.93935,8.57721621179061,NA,NA,138.259975,93.786675,133.8627,191.8534,2065.6217,343.012075,103.726025,265.8715,191.8534,2065.6217,28,2,205,1,1
"ZNF154",0.920560563273924,0.995956593696458,0.871914053549912,0.997153738915355,0.936640029211299,0.998838970072565,0.958041880590684,0.820662975767221,0.970407329562001,0.999071697483818,37.6238142857143,63.07005,34.5018985365854,23.2179,8.1784,7.65631183373319,29.62885,2.93124912700457,NA,NA,14.6523,48.255625,12.8266,23.2179,8.1784,37.0343,77.884475,39.7834,23.2179,8.1784,28,2,205,1,1
"ZNF571",0.810777620533998,0.231553218705538,0.42695439493363,0.995839544084323,0.997040314871203,0.931138402476044,0.997950999519022,0.994897202452499,0.948266106721326,0.99999908596343,81.2706821428571,109.085,66.6702019512195,94.501,92.2987,8.000209328275,31.1523,2.34948295669648,NA,NA,53.442025,93.50885,43.0975,94.501,92.2987,103.47285,124.66115,81.9642,94.501,92.2987,28,2,205,1,1
"ZNF443",0.999996960149058,0.99101661073226,0.999995362485872,0.998437004636997,0.998693978376953,0.995242843736241,0.321148485946626,0.490280543693633,0.260197333099221,0.775732455380787,76.4279,74.63825,72.7071834146341,88.391,154.6101,9.45283294647946,7.39624999999999,2.73272922391459,NA,NA,47.905475,70.940125,43.3968,88.391,154.6101,93.680625,78.336375,92.0354,88.391,154.6101,28,2,205,1,1
"ZNF792",0.999999987720661,0.999994434331392,0.999999632561386,0.920406539582689,0.956194643607493,0.92087618743062,7.01809064642678e-05,0.00167709044753128,4.85301284903761e-05,0.00116651232477227,105.309721428571,105.93435,104.515931707317,57.8411,367.2476,9.06267609474797,17.11735,3.99120625451198,NA,NA,84.610825,97.375675,64.1999,57.8411,367.2476,120.083625,114.493025,125.4607,57.8411,367.2476,28,2,205,1,1
"ZFP82",0.367732202604553,0.253529982448691,0.107099884069135,0.612418639877496,0.159083241032218,0.837600572434226,0.999562073120271,0.893043232938839,0.971429357273289,0.764794873103743,101.287235714286,183.24335,76.0083604878049,11.8126,114.4971,12.465838046239,4.81845,4.27995196475112,NA,NA,46.085175,180.834125,30.343,11.8126,114.4971,120.913375,185.652575,106.7469,11.8126,114.4971,28,2,205,1,1
"ZNF707",0.5298714082697,0.447541582501876,0.794887407870637,0.992839007080224,0.700879828301666,0.937741684766243,0.997834968221991,0.963618577090415,0.999999978949659,0.983446862321132,263.623921428571,141.19055,227.111810243902,310.7943,228.9943,26.8030215017454,9.11505,7.17379822478097,NA,NA,155.3056,136.633025,153.949,310.7943,228.9943,347.303775,145.748075,266.4487,310.7943,228.9943,28,2,205,1,1
"ZNF746",0.999987321752375,0.764211625158173,0.99920074784703,0.999745639105287,0.999611914954024,0.993284540029522,0.999950256085796,0.999998631089813,0.999962778067385,0.999481212452655,590.210785714286,612.9748,675.633530243902,523.0143,634.797,71.7512461396054,128.6167,25.0060627477517,NA,NA,414.54895,548.66645,435.7309,523.0143,634.797,630.913975,677.28315,815.8242,523.0143,634.797,28,2,205,1,1
"ZNF678",0.961531700472916,0.95583038656189,0.898557677568529,0.998844621715315,0.970578259667345,0.999931385447476,0.999999997910813,0.994802555403504,0.99988227919702,0.999637112268021,44.9626857142857,55.54615,41.9342882926829,39.1039,45.1757,5.23997112923888,8.44075,1.42899212111234,NA,NA,28.051775,51.325775,27.9197,39.1039,45.1757,57.0683,59.766525,54.6803,39.1039,45.1757,28,2,205,1,1
"HKR1",0.847595667868788,0.978394175070672,0.745265360908412,0.717910989082486,0.992397265909049,0.633589788214813,0.628456730502751,0.981156594549101,0.539558139007201,0.999974498345551,510.800478571429,683.77545,483.795512195122,808.1466,841.9823,55.9859974819513,65.23565,15.5879702173693,NA,NA,300.162575,651.157625,338.9973,808.1466,841.9823,618.417025,716.393275,596.0984,808.1466,841.9823,28,2,205,1,1
"ZNF101",0.267628028507679,0.553992021901172,0.477147092748019,0.805165537728017,0.21791192747777,0.613072796213078,0.982037303838871,0.946500922354852,0.999099621868163,0.758269710156622,149.109585714286,60.2378,130.613397073171,217.1079,115.276,14.363534530786,12.7729,4.07942956790643,NA,NA,95.444575,53.85135,91.0482,217.1079,115.276,175.93535,66.62425,150.8088,217.1079,115.276,28,2,205,1,1
"ZNF716",0.775983529005918,0.00568507585298339,0.999570116963625,0.995904349243657,0.855071219948996,0.819917992878012,0.910395301141704,0.999999908679856,0.999768375968063,0.901137278987149,10.2443214285714,0.3596,2.09654292682927,14.664,0,4.64230580284188,0.3596,0.605657611828824,NA,NA,0,0.1798,0,14.664,0,0.3431,0.5394,0,14.664,0,28,2,205,1,1
"ZNF708",0.772399776823704,0.999776451291969,0.722956273457486,0.985099758874378,0.998965542564719,0.979902641100785,0.745638519112416,0.997974080154359,0.713495990539817,0.987750381286038,117.788289285714,188.20365,114.829750731707,161.7108,219.6476,16.8051852580817,40.13145,5.725286072306,NA,NA,65.32265,168.137925,71.7791,161.7108,219.6476,149.048175,208.269375,142.5641,161.7108,219.6476,28,2,205,1,1
"ZNF721",0.997967867625635,0.999999036446767,0.998056125428356,0.999999473808758,0.999875357320522,0.999999803762423,0.996506865310853,0.988922603721011,0.995922093997008,0.998551054110865,343.21095,266.88155,340.144891219512,329.8982,465.1777,19.187186010404,114.88405,24.8610206197488,NA,NA,278.96025,209.439525,220.6666,329.8982,465.1777,398.125675,324.323575,370.6974,329.8982,465.1777,28,2,205,1,1
"ZNF662",0.660104499782796,0.91427796350332,0.478518100723256,0.977068043563623,0.69535712606117,0.993223282648392,4.49820932724165e-08,0.000287701307213117,1.06485372741716e-08,2.68963222124219e-05,73.5136607142857,135.93965,62.6862219512195,35.8452,465.388,14.289980662693,19.04055,4.29297817742784,NA,NA,16.20175,126.419375,17.7009,35.8452,465.388,94.805725,145.459925,84.9071,35.8452,465.388,28,2,205,1,1
"ZNF320",0.999711115306213,0.375346721676594,0.997835374013433,0.9602041614172,0.960644736581393,0.829510992463316,0.0381827920309753,0.0987744474504921,0.0113533599075208,0.525370509341884,441.057971428571,401.58905,337.716158536585,638.6965,1266.4784,62.1221252892415,116.92945,19.4794642613634,NA,NA,230.4238,343.124325,123.1755,638.6965,1266.4784,648.14625,460.053775,473.2109,638.6965,1266.4784,28,2,205,1,1
"ZNF530",0.919276014867608,0.11657293387409,0.999775203210345,0.923326021190621,0.999739460374381,0.996712456188902,0.969756489846556,0.999999899862747,0.999861236458956,0.999919055779564,128.578932142857,95.9282,102.671030243902,83.8656,94.2459,11.5915839293135,11.4262,3.65704605422053,NA,NA,78.047075,90.2151,67.7966,83.8656,94.2459,178.159225,101.6413,127.2499,83.8656,94.2459,28,2,205,1,1
"ZFP1",0.00120456597245455,0.32963825109152,8.5734688610839e-05,0.992647559594519,0.0588871690311692,0.99999679765008,0.987994202281071,0.310518672570261,0.904594256612966,0.963427429824323,269.988792857143,546.2202,233.23688,227.2912,318.5668,24.758627320918,155.326,6.31283794016263,NA,NA,174.512275,468.5572,175.6299,227.2912,318.5668,327.4599,623.8832,280.0714,227.2912,318.5668,28,2,205,1,1
"KRBA2",0.19862165630762,0.862162903834944,0.093125704495792,0.960316154246857,0.343498739594944,0.987869782430904,0.278679594140708,0.996588546351403,0.180110821412393,0.311869893022442,50.1759321428571,87.49565,45.4952219512195,33.8086,97.7509,4.49243641299937,21.45795,1.64417312607164,NA,NA,34.764975,76.766675,29.0087,33.8086,97.7509,67.893925,98.224625,57.0401,33.8086,97.7509,28,2,205,1,1
"ZNF93",0.99996891738375,0.999735164490883,0.99983707225358,0.999999964001153,0.99999010455841,0.999999980881561,0.94634643410239,0.981611357772146,0.933160706456258,0.982058852703352,93.6629892857143,103.11245,89.2070307317073,91.2424,183.8185,12.7527205539163,70.39045,8.71130541938051,NA,NA,43.123125,67.917225,29.743,91.2424,183.8185,119.495925,138.307675,115.3129,91.2424,183.8185,28,2,205,1,1
"ZFP90",0.648727114297974,0.937637574137437,0.75742543208027,0.998008934082314,0.819577359303354,0.989996422018345,0.0627702969994716,0.631444321391355,0.0838738168158141,0.207401971479794,446.063789285714,622.57355,473.582887804878,390.6314,923.7659,34.4660331366023,197.63505,12.2083159149863,NA,NA,327.260925,523.756025,334.2565,390.6314,923.7659,517.09935,721.391075,566.3322,390.6314,923.7659,28,2,205,1,1
"ZNF479",0.935360926797934,0.0500214964340159,0.999999879344019,0.980200483231054,1,0.999999969537212,0.980200483231054,1,0.999999969537212,1,4.76194642857143,0,0.15917756097561,0,0,4.57658024557847,0,0.0666689745266687,NA,NA,0,0,0,0,0,0,0,0,0,0,28,2,205,1,1
"ZNF445",0.99993706367382,0.986533489560155,0.999999996604498,0.888534986146925,0.958870974846737,0.920103541824997,0.943121286306262,0.955399737497608,0.908276012215984,0.747995693344471,434.194739285714,417.8997,416.546596097561,272.5051,566.6439,44.7819899323113,26.1852,11.3466850111815,NA,NA,285.987325,404.8071,302.1401,272.5051,566.6439,507.406325,430.9923,514.257,272.5051,566.6439,28,2,205,1,1
"ZNF74",0.997769118123219,0.999999995481786,0.997594323691238,0.98650603061064,0.999353301729208,0.985963976826464,0.999728541619806,0.999999649085764,0.999725901942645,0.999359965021678,467.777267857143,339.1409,466.457328292683,182.0774,362.9637,90.5710932522051,90.3095,39.3012688655918,NA,NA,201.730675,293.98615,278.8986,182.0774,362.9637,507.41615,384.29565,511.0687,182.0774,362.9637,28,2,205,1,1
"ZNF829",0.978146980872251,0.95651979777585,0.994706119393866,0.930241340269313,0.997728917702965,0.962210210545601,0.999986186463602,0.993519682668887,0.999375132380137,0.968413067384857,20.2500392857143,12.90335,17.8052697560976,6.11,21.809,3.40026808612141,3.91375,1.20891981989334,NA,NA,10.536375,10.946475,4.8656,6.11,21.809,24.199625,14.860225,23.8125,6.11,21.809,28,2,205,1,1
"ZNF267",0.465599401127768,0.604875277672055,0.219550044848721,0.999989365665258,0.889445970333193,0.995875325520333,0.997236936414844,0.954467602431757,0.97012192899199,0.99975129093014,417.514667857143,206.70055,467.954767317073,402.8513,357.9009,41.3299611698223,72.21655,11.7226805540908,NA,NA,276.53445,170.592275,357.756,402.8513,357.9009,469.80775,242.808825,545.7983,402.8513,357.9009,28,2,205,1,1
"ZNF566",0.893598499025005,0.650171533578806,0.677375633474242,0.999884424435465,0.963119346450418,0.999949983319562,0.999960591690818,0.968682881801584,0.999859332731656,0.999999901687731,173.840235714286,221.2151,154.226732682927,162.9328,165.5146,14.598451284302,27.7595,4.92896280325221,NA,NA,130.5915,207.33535,109.1116,162.9328,165.5146,200.155625,235.09485,178.8773,162.9328,165.5146,28,2,205,1,1
"ZNF224",0.943656508917225,0.998612654565164,0.957366263123197,0.999999999838339,0.991806876235247,0.999998407460587,0.39118816845593,0.307562210832972,0.34323811149688,0.703527002003104,157.482175,118.6368,153.478356585366,157.112,284.8213,15.6685115602206,9.0798,4.81165048789444,NA,NA,102.4454,114.0969,103.0156,157.112,284.8213,185.918,123.1767,199.8176,157.112,284.8213,28,2,205,1,1
"ZNF529",0.733489828031491,0.558461386948794,0.438919011378537,0.991486378887255,0.996328139944143,0.941726995287515,0.993533965524442,0.995198813426893,0.949798583111189,0.999999941684076,308.645532142857,431.4592,267.225246829268,371.0794,366.7452,27.8317543652563,64.7652,9.43030656897413,NA,NA,217.16845,399.0766,179.6533,371.0794,366.7452,370.481675,463.8418,316.3821,371.0794,366.7452,28,2,205,1,1
"ZNF284",0.906939552426366,0.768493933457289,0.979765468678448,0.692121731129788,0.980815867219435,0.814872554174223,0.999972782249752,0.973733837235538,0.997063795062567,0.850589250736291,48.6382,32.04055,42.5075112195122,14.2566,51.4069,4.88537737377639,9.38685,1.8212128319601,NA,NA,33.57745,27.347125,25.2759,14.2566,51.4069,57.476125,36.733975,51.3002,14.2566,51.4069,28,2,205,1,1
"ZNF749",0.663263309974493,0.941147377993885,0.768742205659655,0.942781683820757,0.999784923382882,0.972737191076055,0.998955790296225,0.977046730032029,0.99996301813726,0.996569090726651,85.8203464285714,47.92445,79.9110502439024,56.2118,75.5525,8.2226133570918,9.08945,2.64440298431791,NA,NA,48.889125,43.379725,53.006,56.2118,75.5525,111.971525,52.469175,102.0853,56.2118,75.5525,28,2,205,1,1
"ZNF17",0.989002789963415,0.924689502451526,0.998931604955086,0.963973680995212,0.998933502401951,0.986434049333462,0.999797211589384,0.99990349207573,0.999999996268263,0.996666440476837,136.559667857143,117.37405,127.57656195122,99.7963,126.9594,12.6044418017029,22.08455,3.68223665643653,NA,NA,95.881525,106.331775,91.8383,99.7963,126.9594,164.0113,128.416325,160.2645,99.7963,126.9594,28,2,205,1,1
"ZNF555",0.299048796644265,0.975089758302341,0.195376596723487,0.999211651397746,0.652338087037957,0.999940365998685,0.999696679743674,0.855048207210084,0.997851441395437,0.997890422468852,75.5125535714286,118.3263,71.8727765853659,68.0244,81.3942,7.53588598130222,19.0814,1.99944115167493,NA,NA,50.441925,108.7856,53.8684,68.0244,81.3942,91.2552,127.867,86.9968,68.0244,81.3942,28,2,205,1,1
"ZNF75D",0.482725801067502,0.962151154803492,0.339286705531957,0.917545288949812,0.998782391013156,0.860154942181304,0.574290204813159,0.998968179923882,0.472690969146658,0.990556378088508,226.595221428571,334.2097,214.338968780488,304.0122,363.1623,13.9329875895627,20.3514,6.47049353347278,NA,NA,172.113425,324.034,149.3936,304.0122,363.1623,265.021675,344.3854,257.5891,304.0122,363.1623,28,2,205,1,1
"ZNF197",0.999996643400462,0.506151845376943,0.995239716728878,0.898719805712497,0.936101134098409,0.735370962617082,0.137240601906099,0.317921732831897,0.244559701719101,0.140699603047413,229.409582142857,232.86185,253.785009268293,160.0815,410.4761,15.5656812503548,3.80754999999999,5.27183793588294,NA,NA,167.807325,230.958075,202.1332,160.0815,410.4761,263.976925,234.765625,294.951,160.0815,410.4761,28,2,205,1,1
"ZNF732",0.944616355780343,0.127841556437383,0.600633157286106,0.904938538799457,0.764719051244515,0.993755267902519,1,0.991656303510422,0.989463626906901,0.969847349301094,7.01050714285714,11.063,3.48266536585366,0.4073,7.01,2.16205939007582,3.6799,0.467053826318467,NA,NA,0.7399,9.22305,0.4989,0.4073,7.01,9.465825,12.90295,2.492,0.4073,7.01,28,2,205,1,1
"ZNF546",0.70337343920568,0.202199116868896,0.954261818041491,0.988724132968013,0.996281587712494,0.999997145672574,0.999754098684803,0.9727301308468,0.999162969424809,0.999497118986011,35.8949321428571,69.09745,51.248696097561,53.3605,42.4496,3.29096835705606,21.51745,2.59663796022059,NA,NA,25.6519,58.338725,29.2213,53.3605,42.4496,44.50865,79.856175,68.1079,53.3605,42.4496,28,2,205,1,1
"ZNF286A",0.995205840294258,0.918478530753773,0.968929180078584,0.99999987137959,0.99907364940725,0.999911448355232,0.99989456276789,0.999967444228282,0.997782717089432,0.999943820108321,325.83765,371.12485,298.867585365854,321.3849,349.7225,39.3850589845733,186.29925,10.5748523874117,NA,NA,179.443525,277.975225,196.7109,321.3849,349.7225,403.1133,464.274475,357.5168,321.3849,349.7225,28,2,205,1,1
"ZKSCAN4",0.995847775927946,0.191552931847357,0.999340978987089,0.997487333917192,0.999998632923975,0.999972494021402,0.894412669042994,0.865882065550063,0.655375456291569,0.901148363538102,142.131632142857,130.8187,123.955702439024,128.3096,180.3135,10.1121199629468,3.6653,2.7685199659768,NA,NA,111.97185,128.98605,95.0413,128.3096,180.3135,178.521575,132.65135,151.8797,128.3096,180.3135,28,2,205,1,1
"ZNF643",0.999346967541797,0.998090378981225,0.997534279060474,0.994108595234974,0.989230831720888,0.99663783659809,0.999999999921892,0.999923658893823,0.999995722913406,0.998290450686769,62.4138,43.26895,69.3372843902439,109.165,61.9219,6.58854598216284,6.35345,8.32523210114348,NA,NA,37.0666,40.092225,33.4467,109.165,61.9219,82.698575,46.445675,77.1319,109.165,61.9219,28,2,205,1,1
