"gene","p-adj-Prostate Adenocarcinoma, Other Subtype-Prostate Adenocarcinoma Acinar Type","mean-Prostate Adenocarcinoma Acinar Type","mean-Prostate Adenocarcinoma, Other Subtype","SEM-Prostate Adenocarcinoma Acinar Type","SEM-Prostate Adenocarcinoma, Other Subtype","Q1-Prostate Adenocarcinoma Acinar Type","Q1-Prostate Adenocarcinoma, Other Subtype","Q3-Prostate Adenocarcinoma Acinar Type","Q3-Prostate Adenocarcinoma, Other Subtype","count-Prostate Adenocarcinoma Acinar Type","count-Prostate Adenocarcinoma, Other Subtype"
"ZNF490",0.500825774560985,223.313309751037,214.227273333333,2.35222997976398,11.3540590178745,189.84405,191.82285,258.1193,227.41185,482,15
"ZNF626",0.65645445234843,410.661811410788,390.405626666667,7.97385724168375,28.7718144819568,285.337375,299.8305,500.739025,466.9275,482,15
"ZNF793",0.0690802452422253,160.949526141079,187.69272,2.54785305325726,14.8975033522022,121.462675,148.61255,186.730175,214.91955,482,15
"ZNF383",0.811526798920168,77.2349746887967,76.1048133333333,0.818495332110169,5.4598090633008,64.49475,62.7794,88.4138,83.6156,482,15
"ZNF669",0.0357137036370759,75.197627593361,92.15306,1.38433664886533,10.3480912332284,56.5858,67.13035,91.03855,102.6497,482,15
"ZNF559",0.23025307703102,393.661395435685,430.125953333333,5.27965843196967,28.7412765003042,320.8492,351.90715,452.5351,535.50285,482,15
"ZNF177",0.81815869755353,87.1787732365145,84.7481666666667,1.84197271958642,9.0849934062909,60.4223,61.0364,104.020475,111.9518,482,15
"ZNF548",0.594818068023687,259.910068257261,270.594546666667,3.4611715961207,24.3762704323202,218.187425,218.68115,296.27705,338.75945,482,15
"ZNF563",0.343277192577831,133.921840456432,146.560106666667,2.31796105627101,12.4337359495675,101.144875,113.11275,155.878625,156.462,482,15
"ZNF567",0.498977343072218,116.426170954357,123.236506666667,1.73846539997702,11.7263485776811,96.5897,103.4857,135.871175,135.90495,482,15
"ZNF573",0.69516069690292,23.4163441908714,21.92152,0.666669036340641,2.77932451636313,13.236225,14.6217,29.23585,29.54685,482,15
"ZNF527",0.660909852825429,128.351146058091,131.803433333333,1.36173108730235,8.6110346060581,106.8913,115.4785,144.593475,137.18525,482,15
"ZNF33A",0.640869506347397,1317.8429126556,1279.99654666667,14.023363482669,91.2149835210875,1101.673075,1141.82375,1505.975675,1412.9487,482,15
"ZKSCAN3",0.577573728120347,77.5490556016597,81.3056333333333,1.17358019166632,6.12193304882936,59.405925,64.28265,94.89865,89.5173,482,15
"ZNF676",0.131961055422917,6.00420684647303,11.2139533333333,0.579483410613121,6.16771951532344,1.340275,0.7487,5.496925,3.7944,482,15
"ZNF699",0.444083246296408,18.9355601659751,16.39316,0.579943370133656,2.54903502215474,9.459675,11.008,26.1772,23.2534,482,15
"ZNF250",0.862727824762261,228.87645746888,225.184393333333,3.73720345819356,14.125847267226,178.78395,191.0778,255.678275,266.65475,482,15
"ZNF79",0.821404908447997,113.286762448133,111.601393333333,1.30619255355887,5.07527588370905,96.771425,98.978,125.4258,131.25505,482,15
"ZNF681",0.939732600533173,111.603168672199,112.595953333333,2.29298362657386,10.0892727870502,77.66045,95.41885,138.143875,126.6548,482,15
"ZNF766",0.881880571502386,489.935490041494,493.878926666667,4.64577693862992,17.307686112615,422.220225,447.1866,548.15345,535.6293,482,15
"ZNF471",0.986676007290817,207.096755809129,207.513386666667,4.3284805350919,25.2255595733052,150.608875,148.93495,250.86465,260.58985,482,15
"ZNF836",0.951233237302359,129.64058526971,130.24068,1.71620917931752,6.8070052562342,103.8551,118.3992,153.556725,144.2609,482,15
"ZNF493",0.277761126849468,260.24338526971,235.255086666667,4.018721798321,17.488849917187,199.791425,198.1887,308.2833,256.4432,482,15
"ZNF167",0.690510696223505,71.6482304979253,68.2988866666667,1.44909808871048,10.2614130849502,50.01485,41.62935,90.377075,93.2971,482,15
"ZNF565",0.374496864894008,70.2349437759336,66.4167133333333,0.746908015475999,4.09994862435717,58.295725,58.1469,79.619725,72.1527,482,15
"ZNF34",0.238977861065188,108.869702904564,95.7148866666667,1.95647400275752,6.5699184608977,78.833225,73.57925,127.724775,115.3113,482,15
"ZNF140",0.108143344096428,570.380180912863,625.007073333333,5.78177413105674,50.9317754128379,488.174975,432.50125,638.244975,775.13445,482,15
"ZNF658",0.401402698546564,50.561920746888,54.2978066666667,0.773650923182048,4.21037276878659,38.764575,43.9957,59.985225,61.81215,482,15
"ZNF765",0.00326377966743041,289.006860788382,390.892506666667,5.78855883187125,61.1567834234822,199.5859,241.1902,349.144925,374.7558,482,15
"ZNF124",0.114371194325283,55.8651981327801,68.5166066666667,1.3622892080365,12.046597081806,37.0727,39.4852,67.007075,93.6776,482,15
"ZNF569",0.188432732853759,124.287578838174,110.950773333333,1.77391323196408,6.48907727218055,97.51805,91.54665,147.4179,133.1842,482,15
"ZNF777",0.699702010342879,626.982920124481,639.994726666667,5.88397817242755,27.4422774326012,548.548675,564.2698,695.592025,727.14585,482,15
"ZNF605",0.46323813759311,501.636059958506,529.400206666667,6.53417801976411,43.7369647665139,407.6179,411.9569,579.108025,584.60525,482,15
"ZNF799",0.887039969740608,168.11080186722,166.072613333333,2.50445825675722,11.2903142940262,131.82535,132.09085,194.0341,205.61705,482,15
"ZNF782",0.311485371897411,91.8861591286307,102.85842,1.85020124416331,15.5712415477691,68.0744,70.8755,107.57145,109.06605,482,15
"ZNF846",0.262493903730379,95.0554153526971,104.562026666667,1.47137552538328,8.51318924048621,73.1628,83.976,109.8629,122.6588,482,15
"ZNF136",0.964987877024126,242.368365560166,243.153906666667,3.11753670102017,15.5143342078297,202.7301,218.59925,280.892975,278.38315,482,15
"ZKSCAN5",0.802368856835698,332.885917842324,328.16768,3.23671596346477,24.6394646329501,289.8729,269.435,363.808725,358.9364,482,15
"ZNF33B",0.389222469462038,1027.16664917012,954.547706666667,14.6451851797984,81.8132957142207,803.223075,842.6959,1197.01965,1145.8026,482,15
"ZNF431",0.25487375406662,142.262433609958,162.088666666667,3.0303795205467,15.3188517423208,99.18275,120.38465,170.49725,214.08035,482,15
"ZNF418",0.160265393051148,119.661225518672,136.926206666667,2.12596731039118,13.3602255852086,90.243825,104.37455,141.26885,170.2069,482,15
"ZNF700",0.401809595474078,263.225030497925,282.6838,4.0641445149405,14.3014536731327,209.6688,263.12605,300.67145,298.92025,482,15
"ZFP28",0.16749495433258,189.863896887967,208.0297,2.10575528911605,32.0378728757106,161.16715,171.1346,214.69015,197.1346,482,15
"ZNF585A",0.668387502268144,122.599980082988,118.652186666667,1.60069889770898,8.95597822467454,99.209075,94.725,141.69335,136.31385,482,15
"ZNF138",0.0550057188522238,186.662866182573,219.07368,2.91278482698999,19.2373008184279,145.659925,172.9555,213.3751,254.0579,482,15
"ZNF429",0.0166654450387926,180.708684854772,140.02346,2.97808809867655,6.69778524534363,131.933925,130.15325,224.3289,152.5442,482,15
"ZNF470",0.121481359365234,214.619492946058,191.533493333333,2.60055902228749,11.3246563298153,175.58,173.7338,246.499925,201.67685,482,15
"ZNF100",0.672679012042951,176.811875726141,169.570706666667,2.98655025739281,14.6433697522591,129.68385,149.38195,211.276625,179.4927,482,15
"ZNF398",0.0766144329402891,505.567904771784,462.484793333333,4.2650886381647,11.5158181213183,447.42765,431.8179,551.7752,487.56185,482,15
"ZNF498",0.211451543841718,359.138879875519,391.125566666667,4.38841718420163,33.9002762909989,298.942675,307.65675,411.209725,461.6601,482,15
"ZNF441",0.430752614103461,170.861500414938,158.954026666667,2.62189522922199,15.1533652392007,133.925375,129.50595,204.774375,181.33215,482,15
"ZNF420",0.908684990230376,156.904772821577,155.131293333333,2.6807589130828,15.9932408219564,121.91095,129.23295,195.25895,180.2919,482,15
"ZNF763",0.406501479947822,79.4312087136929,84.56708,1.07343979708371,6.19332588044198,62.32145,70.86655,94.034075,93.0868,482,15
"ZNF679",0.610609252670088,0.018043153526971,0,0.00624082330676858,0,0,0,0,0,482,15
"ZNF682",0.288615855050302,113.478025103734,125.884693333333,2.04295161952682,8.33030906441719,83.85895,104.551,133.754075,133.74875,482,15
"ZNF772",0.260652737420977,284.153830912863,318.13924,5.26547624261698,24.9177281890029,207.079225,233.21685,341.88305,395.6548,482,15
"ZNF257",0.549498692639264,15.5586143153527,13.1931466666667,0.689279042068874,3.21938939340494,5.4138,3.20175,21.38385,18.7804,482,15
"ZNF785",0.0968170226466959,274.11622219917,315.1005,4.28438788766727,23.3525979236858,209.735225,252.01875,332.811225,371.47275,482,15
"ZNF98",0.988878023320669,1.64874024896266,1.6602,0.143928171472443,0.530064030453824,0.35635,0,2.0379,1.79325,482,15
"ZNF786",0.528625354623542,211.051585062241,201.711873333333,2.57681317782187,13.8736567449299,174.821225,161.1336,241.124625,209.5013,482,15
"ZNF517",0.333624582659284,283.540091908714,313.04568,5.33014321903737,22.5239409482342,205.56175,249.8405,326.4967,367.8568,482,15
"ZNF675",0.821283751513349,112.681069502075,115.525193333333,2.20151459992545,8.89709792222517,77.227,95.8972,141.627575,136.7407,482,15
"ZNF860",0.294572428769627,85.8366118257261,101.040453333333,2.49306252956564,18.3803866607002,49.7251,68.6735,109.497475,102.7376,482,15
"ZNF695",0.31509121266644,11.6902788381743,15.0731733333333,0.586698673418064,2.83297821485693,4.831775,7.93885,13.361225,16.4328,482,15
"ZNF665",0.409637351269645,33.5439006224066,36.6634333333333,0.65772870324927,3.52081307993949,23.360925,29.5163,43.26345,41.63965,482,15
"ZNF624",0.902490500334766,63.9435564315353,64.74554,1.14622058079944,4.16359411998588,45.725,56.42575,76.9283,75.61,482,15
"ZNF841",2.07990738555486e-05,351.547133195021,540.501346666667,6.77717143394667,124.822234510987,246.47405,283.08155,437.99695,525.8644,482,15
"ZNF615",0.432425314393227,1192.03930788382,1341.20877333333,33.0538572481437,172.70452410998,670.70945,991.3643,1589.549975,1505.1232,482,15
"ZNF433",0.528787303536427,146.901937344398,140.447466666667,1.79021288747145,7.58683171795941,122.126975,119.53655,165.29125,154.5107,482,15
"ZNF595",0.827554009919715,253.571391908714,246.6402,5.58874413051741,13.9636182105021,184.138575,212.1158,288.092025,287.9502,482,15
"ZNF460",0.613738831730069,59.1687078838174,52.9843,2.1414312822424,8.86550088344595,34.294775,30.38905,66.676225,66.2238,482,15
"ZNF81",0.249682966399529,70.5071564315353,60.0664933333333,1.58813847751501,5.45280075861821,46.185875,53.9101,91.734025,69.1492,482,15
"ZNF780A",0.196731326106822,330.349054149378,300.70034,4.0270984207084,11.6019620841222,274.14535,271.2189,376.781,324.18615,482,15
"ZNF461",0.889277376461824,94.4854657676348,96.2946533333333,2.27353070279123,8.84879117713593,77.203425,76.54485,106.089825,107.5625,482,15
"ZNF181",0.886554919177634,270.375700207469,267.492526666667,3.49603686747387,22.2896436133027,221.34645,200.0022,308.4457,329.1526,482,15
"ZNF44",0.184481533288322,251.059836721992,278.3721,3.5599091238258,22.1924432540835,194.763525,224.77945,294.95495,301.23345,482,15
"ZNF790",0.738522858556149,95.2638458506224,97.15402,0.989542715785066,4.14347162104436,81.186425,87.34945,107.125825,104.72035,482,15
"ZNF677",0.712392419103747,112.754101037344,115.895526666667,1.46720143976736,10.5165066692205,91.3045,100.5147,129.8413,122.01305,482,15
"ZNF823",0.529831051533111,120.947457883817,128.187926666667,2.01868311500009,6.99346650516082,90.5713,106.1416,143.501575,146.1905,482,15
"ZNF311",0.504135573314465,78.586198340249,84.07562,1.4018331829289,11.9471863592555,57.05225,51.63245,97.06025,88.48,482,15
"ZNF347",0.777124230967375,121.393332780083,125.012606666667,2.21716990076432,13.1307427288332,88.58235,98.463,150.25075,156.74415,482,15
"ZNF273",0.269603207338886,92.0876392116183,102.110646666667,1.57987463745027,8.03271817418563,68.173525,82.9627,107.854425,114.21965,482,15
"ZNF84",0.341329933451501,746.337425103734,800.207573333333,9.80724004546119,59.2092067534123,599.9647,660.05215,857.95555,991.52945,482,15
"ZNF667",0.459483809750361,165.708496058091,194.64366,6.79664360296092,37.2708746332956,116.30205,104.83205,190.69495,237.507,482,15
"ZNF649",0.393774990658519,637.380730705394,717.899213333333,16.1938237837262,125.043960853207,397.6383,400.48025,795.267525,835.659,482,15
"ZNF248",0.565179211339657,411.699447302905,429.031726666667,5.22051547329566,31.7474643110093,338.422175,319.03335,466.7201,495.10315,482,15
"ZNF544",0.158006440341698,564.327906431535,607.53062,5.27837357957079,35.4089154523885,487.298575,500.5823,624.1342,693.35865,482,15
"ZNF251",0.593955259858528,349.189064107884,371.383493333333,7.28650468631462,27.1871018425763,251.65605,322.10405,404.786375,409.83335,482,15
"ZNF607",0.273741638844189,226.179200414938,243.96998,2.76610344916616,24.3503331386211,185.29295,194.7563,257.698,258.21015,482,15
"ZNF334",0.109719563468234,141.257734854772,100.644333333333,4.43562776296773,17.5531808389593,84.082125,36.81635,186.64325,151.3689,482,15
"ZNF485",0.271616638534084,86.2320475103734,77.21282,1.43741534618,4.66854638646661,64.7726,65.2967,104.054425,87.48195,482,15
"ZNF192",0.542501743914337,297.318095850622,269.018073333333,8.09734819224291,39.3628401021893,174.746725,168.4727,405.378,362.02475,482,15
"ZNF442",0.720292539115849,34.0433956431535,32.93402,0.53440847711256,3.67134051394751,25.704375,22.291,40.26235,38.67605,482,15
"ZNF813",0.857066616242036,254.716308091286,263.416026666667,8.44005656974295,35.717738244612,108.633525,167.2696,354.582575,361.30025,482,15
"ZNF26",0.887506858522897,206.395538589212,209.207293333333,3.47485931861667,14.2470433490216,153.76185,168.67795,245.687725,243.0975,482,15
"ZNF69",0.240230280637554,99.2626678423237,112.310566666667,1.91920366467997,12.4900083640891,68.3399,85.14515,121.38345,133.14735,482,15
"ZNF583",0.672297576297725,95.6355410788382,99.2193666666667,1.41942105806074,15.3032450543159,77.394375,72.51895,110.324575,104.2339,482,15
"ZNF568",0.455544079747241,135.947752697095,144.33786,1.95214774996193,10.9964176262428,108.047575,123.9409,159.181325,162.168,482,15
"ZNF480",0.138867100589896,419.77370186722,378.184486666667,4.89015825557248,24.2569775371617,341.7689,304.3727,481.251875,442.1514,482,15
"ZNF587",0.161312400650707,895.925587136929,1027.07299333333,16.1243078372883,112.623459394187,658.420475,870.57025,1105.0209,1187.1448,482,15
"ZNF808",0.810536109498271,183.199562655602,186.751053333333,2.58270770388893,12.3765716468613,146.70815,164.31325,210.4787,208.99035,482,15
"ZNF43",0.883396044185383,465.449200622407,471.734286666667,7.48474232018928,32.5118443393508,350.79545,376.27985,559.429425,567.56825,482,15
"ZNF28",0.922283688050375,372.521954979253,375.977746666667,6.07383717772101,47.4831585581044,289.865525,288.16845,447.80705,399.41455,482,15
"ZNF627",0.541223517441922,432.836637966805,452.164393333333,5.48807274521151,31.8913056517565,359.13445,376.97685,499.784475,509.1937,482,15
"ZNF789",0.627769713819513,144.470823443983,156.303786666667,4.28070212373272,12.9083385594918,84.434025,116.49505,183.887775,180.8642,482,15
"ZNF534",0.456632843557002,7.47210456431535,8.15374,0.159752263473903,0.728634498274814,4.967475,6.9015,9.393675,9.1648,482,15
"ZNF525",0.0365399037939649,337.195401244813,419.757713333333,6.55799994692798,75.4708182259373,237.4419,257.133,393.8946,443.76565,482,15
"ZNF814",0.865893660989649,564.565273651452,576.352073333333,12.2024450192787,49.7981759362715,407.785675,439.3786,641.775375,648.16645,482,15
"ZNF551",0.712778146356067,96.0408317427386,91.48706,2.15908281140876,9.7223199440835,64.212725,66.71475,122.53445,119.6454,482,15
"ZNF805",0.16980062215206,275.076098547718,251.979993333333,2.92112201350103,16.0135291667671,232.979325,223.0111,308.184775,269.0161,482,15
"ZNF468",0.849230119151899,421.911712240664,429.084053333333,6.55167466561802,37.0322985123731,335.271675,376.98045,494.184125,478.18315,482,15
"ZNF616",0.817048937116536,251.109017427386,245.431266666667,4.28815770060225,18.2066663986487,185.0466,191.3766,303.777925,309.04555,482,15
"ZFP57",0.149213061010556,7.09691950207469,2.79920666666667,0.523435339549829,1.01274350315729,0.5279,0.45615,8.84405,2.4927,482,15
"ZNF155",0.615802868195169,191.578129253112,198.51624,2.4201228413517,8.97687699855155,158.692925,180.12395,225.9331,219.8426,482,15
"ZNF425",0.875514008330451,106.520162240664,104.790853333333,1.89947842509135,13.8110287005672,80.95155,63.0419,124.8595,137.54935,482,15
"ZNF611",0.590943523979307,150.349739211618,141.63602,2.82198934833947,14.4678991357195,109.36635,117.71305,185.828,161.66545,482,15
"ZNF254",0.751088409392143,399.374719502075,387.035533333333,6.77307044608118,34.4077817742533,300.099775,312.3274,479.40805,466.0403,482,15
"ZNF625",0.688034879873066,32.2235205394191,33.7254666666667,0.650812957650389,3.40883734104204,23.025925,26.6898,40.73555,37.6036,482,15
"ZNF845",0.288631928318041,232.440360373444,265.001046666667,5.2588465093533,41.0513191048135,156.9024,180.6789,284.2638,269.45185,482,15
"ZNF90",0.229241687307287,143.382933195021,118.0382,3.68695218055383,13.8624282085822,87.78175,73.2137,175.619075,173.99905,482,15
"ZNF788",0.896273051396334,75.5489630705394,76.6896533333333,1.53595368461237,4.22565361975846,54.8764,60.30015,89.455025,88.38955,482,15
"ZNF880",0.232875236636741,288.28893526971,327.144,5.64158191148831,33.8730920285662,193.020925,230.0361,356.084125,396.53775,482,15
"ZNF630",0.0910040925778315,84.9482753112033,99.3653533333333,1.47409438256588,9.29567212653218,68.83945,75.3498,93.457125,108.9876,482,15
"ZNF844",0.676140321327033,251.601151659751,263.23606,4.83626063413983,27.3286695640952,173.583175,187.30485,312.1619,315.27045,482,15
"ZNF717",0.693795293548587,51.1720612033195,53.63914,1.09084396252641,5.58092497605566,33.9074,42.82425,66.608475,70.8733,482,15
"ZNF492",0.288229066611617,2.43846307053942,3.43432,0.162012701673625,1.05261207959736,0.4652,0.18125,2.970825,5.30455,482,15
"ZNF688",0.41373036607202,318.298114937759,358.855193333333,8.63187798948724,45.0246648350376,207.158675,253.06225,361.816475,404.1979,482,15
"ZNF879",0.628348055489262,60.9490423236515,58.40198,0.91796782348284,4.23457421305006,48.136575,45.35765,71.65045,68.5096,482,15
"ZNF737",0.898451758428224,614.49489439834,602.830533333333,16.0037249276961,58.4118205542277,381.785625,446.5879,765.5456,669.24935,482,15
"ZNF709",0.273180043362059,119.994078215768,109.56352,1.66720942278882,5.60663971783796,92.069725,102.7248,144.646575,124.499,482,15
"ZNF585B",0.881861522563781,66.8997282157676,68.1011266666667,1.39554551808031,9.41291017853604,45.921925,44.05885,84.813675,83.47545,482,15
"ZNF324B",0.979302980350521,115.42912033195,115.621273333333,1.282648346577,7.93553825851342,97.999275,96.97535,130.86735,135.297,482,15
"ZNF564",0.515167032573743,248.742702282158,259.05878,2.76943163605613,11.6495586841129,212.065675,224.59815,286.424975,287.56345,482,15
"ZNF674",0.696422620314916,91.4632943983403,94.7381866666667,1.44119020694987,10.9584871708073,72.56085,76.68195,106.53065,109.69955,482,15
"ZNF432",0.0217458345795046,251.444117219917,338.941473333333,6.48919501128014,55.1980891502746,150.7985,229.4168,328.552275,464.51835,482,15
"ZNF10",0.939506730087561,246.624024273859,244.765253333333,4.28768679342158,15.9236241585527,182.140175,205.2259,292.749625,264.01425,482,15
"ZNF486",0.424370593751105,25.4234867219917,20.6401466666667,1.04753247590393,3.98658648278815,9.6643,8.39915,34.215,34.74545,482,15
"ZNF225",0.307548765783388,68.0763898340249,62.5413933333333,0.946599241614987,4.20069574513405,54.432775,58.6245,82.2163,71.831,482,15
"ZNF350",0.0121534031293772,1435.95963713693,1831.43435333333,27.4231241140186,127.789590510382,981.275225,1540.7579,1814.33925,2092.27625,482,15
"ZNF253",0.634166118508285,312.998100207469,298.783666666667,5.21674444276398,22.6265803741459,233.765475,254.19425,373.832475,355.2078,482,15
"ZNF878",0.300768058425003,3.42267821576763,2.41422666666667,0.171362697155034,0.281608677738769,1.59675,1.39595,4.026225,3.21415,482,15
"ZNF727",0.2708304440157,9.97392925311203,6.19944,0.600869020357463,1.84319035429644,1.56225,0.7124,13.5058,10.65495,482,15
"ZNF578",0.59326011155904,60.5242248962656,53.2736866666667,2.36410524398745,11.8446092303785,24.356575,17.8728,77.30545,79.14365,482,15
"TRIM28",0.729845962194271,6120.53442053942,6259.06402666667,68.6301123776558,558.388605519222,5194.1895,4818.6224,6661.98515,6624.86175,482,15
