"gene","p-adj-Prostate Adenocarcinoma, Other Subtype-Prostate Adenocarcinoma Acinar Type","mean-Prostate Adenocarcinoma Acinar Type","mean-Prostate Adenocarcinoma, Other Subtype","SEM-Prostate Adenocarcinoma Acinar Type","SEM-Prostate Adenocarcinoma, Other Subtype","Q1-Prostate Adenocarcinoma Acinar Type","Q1-Prostate Adenocarcinoma, Other Subtype","Q3-Prostate Adenocarcinoma Acinar Type","Q3-Prostate Adenocarcinoma, Other Subtype","count-Prostate Adenocarcinoma Acinar Type","count-Prostate Adenocarcinoma, Other Subtype"
"ZNF264",0.846333351367677,775.002002697095,764.515266666667,9.4341346250926,45.1397323212074,663.356075,697.95595,899.840825,844.6752,482,15
"ZNF213",0.869011246338615,636.162128215768,628.547226666667,7.92604205524641,60.6483664510159,529.679175,493.02755,718.965275,642.82615,482,15
"ZNF343",0.83498688477176,264.361090456432,267.444026666667,2.57250702139978,14.0219001916678,229.1173,234.69335,295.979275,313.9135,482,15
"ZNF302",0.710984039055518,646.481710995851,663.4793,7.96286463151127,45.529833740125,527.39705,539.5508,732.488075,776.58125,482,15
"ZNF268",0.592205652596766,343.99768153527,326.432226666667,5.71447246526653,27.8536350375117,265.89545,279.5759,419.881425,407.92855,482,15
"ZNF184",0.567558566813189,207.750753526971,216.2068,2.57147363887475,13.8857640393729,167.779575,177.49145,237.924075,265.13965,482,15
"ZNF500",0.00106707038074727,311.959486721992,385.54798,3.85131141663692,27.6126120443974,259.141525,325.01475,361.208425,424.88265,482,15
"ZNF419",0.0123129091284827,238.734599792531,292.571353333333,3.73380896781252,18.8557725835551,179.8151,232.32135,283.55775,343.7148,482,15
"ZNF175",0.662176585779755,142.727712448133,147.814246666667,2.00063393370516,14.9386290882647,115.283675,119.8845,168.736125,177.05055,482,15
"ZNF14",0.721753613256732,245.497037136929,240.066986666667,2.64000983954699,16.3959469171728,208.516225,194.816,274.691775,266.6558,482,15
"ZNF85",0.0224619370451121,117.470054149378,142.254613333333,1.85541956174718,14.7380941217741,91.034575,110.85715,135.3008,150.96175,482,15
"ZKSCAN1",0.967195319274617,1474.41041701245,1463.67741333333,45.6057283473327,192.085238330678,763.507675,1148.3629,1914.99995,1795.1203,482,15
"ZNF862",0.693629073454772,729.137794813278,768.857693333333,17.632657075554,70.3656790004199,501.626825,588.68735,874.129275,1034.7203,482,15
"ZNF684",0.868809977947747,35.9116360995851,36.38874,0.501941774522839,2.76785716197997,29.3,30.1829,41.787925,39.85865,482,15
"ZNF430",0.820468198382513,112.843445850622,116.016726666667,2.43525160394071,12.2427620292367,80.6715,105.86185,143.010775,151.2749,482,15
"ZFP30",0.409861935751912,200.918911618257,214.923126666667,2.90784396378121,23.4388201172501,158.31235,173.2152,234.622475,229.02895,482,15
"ZNF549",0.189612946929246,226.007944605809,249.064213333333,3.03318122399223,20.1945046087976,185.30145,191.29695,259.7656,316.9042,482,15
"ZNF211",0.187104278957667,226.12058340249,251.18886,3.28648641632249,20.581477450925,179.897975,217.9328,255.8317,287.9346,482,15
"ZNF205",0.200573311530586,401.269280082988,468.742666666667,9.10779867713176,58.828526434834,281.293875,316.1765,463.933875,558.85965,482,15
"ZNF45",0.548162154843391,260.02204253112,250.9346,2.62838026934318,14.651799536722,223.818025,221.285,300.079525,285.9182,482,15
"ZNF133",0.0928446340003285,316.195985062241,368.39112,5.39232260750546,29.0974990433431,235.30975,290.59535,374.47665,415.43045,482,15
"ZNF436",0.530732304417136,624.177333609959,593.817486666667,8.37226570709346,54.0892379484574,514.667,475.7039,714.8763,671.504,482,15
"ZNF484",0.697402470834931,64.1527309128631,66.62876,1.08535404266932,9.39880166371174,48.919925,49.93705,79.4076,76.7264,482,15
"ZNF780B",0.738372804049277,354.510180290456,365.3582,5.63676507834375,32.4332394531774,270.8741,256.03715,423.68225,449.63165,482,15
"ZNF557",0.961271577369511,168.427798340249,167.962733333333,1.65751713227134,10.4446619059447,146.1274,140.4144,191.305275,184.12365,482,15
"ZNF337",0.849886363630109,494.191468672199,484.63516,8.85392639247587,27.9973421035161,367.43435,455.4208,582.397675,539.67775,482,15
"ZNF317",0.54147781111369,640.830986721992,622.9556,5.06406862233866,32.1991285357864,572.87095,550.15575,706.133775,709.7048,482,15
"ZNF426",0.887966004684721,121.772843568465,119.435346666667,2.89461109443175,13.4250380289605,77.321325,88.419,156.394875,152.0576,482,15
"ZNF331",0.78027893725262,793.021238174274,817.278893333333,15.1234127672132,80.6671494019394,590.9556,586.33095,921.624225,1017.7246,482,15
"ZNF227",0.870213993577737,408.62793340249,404.65116,4.18901341365957,30.3315845991581,353.196225,310.85255,462.7479,463.52135,482,15
"ZNF141",0.677014225884036,88.1361960580913,84.2189066666667,1.64462235604549,6.55448959440682,64.698725,69.89865,105.633075,101.70595,482,15
"ZNF304",0.0398347211660185,349.671363070539,420.380933333333,5.84166507476172,51.877260851921,268.263025,289.4934,417.67355,564.06445,482,15
"ZNF132",0.0512039140093318,147.493651659751,124.227746666667,2.07576176745088,10.0949679193757,116.209,96.299,175.8507,164.464,482,15
"ZNF20",0.266230061822801,121.946096680498,114.258446666667,1.20399615490958,5.95172838559456,104.51625,94.15555,137.17705,121.93165,482,15
"ZNF670",0.531109958013163,67.5999695020747,71.2544933333333,1.01273396359681,5.79028629051619,52.819175,54.39175,79.212775,87.01935,482,15
"ZFP37",0.627303691073253,64.1474387966805,68.92734,1.70980540777287,9.57847447917315,37.62275,47.15845,85.56115,98.2042,482,15
"ZNF189",0.121216122116334,656.101203941909,574.56638,9.18636796313283,37.8026048199116,546.664925,518.85055,738.20355,636.3306,482,15
"ZNF434",0.616631454401536,324.68562780083,315.991346666667,3.0215523100483,15.7955649898947,280.16745,268.05915,355.078,362.77065,482,15
"ZNF287",0.673323602287997,157.682762240664,161.557013333333,1.6063581228413,6.59798760326544,132.2676,143.95295,180.3788,178.6088,482,15
"ZIM3",0.455005424056552,0.0298823651452282,0,0.00704358872044031,0,0,0,0,0,482,15
"ZFP14",0.851111122811174,211.946691286307,215.249273333333,3.0278615598908,21.9761533283552,169.010625,182.2367,248.633275,240.1399,482,15
"ZNF473",0.164374660247918,264.929798340249,331.52238,8.1926851940117,65.6594373685526,181.106925,189.4151,275.5199,359.4985,482,15
"ZNF614",0.452878537366092,794.687806431535,883.274933333333,20.5676531615757,99.0841373011614,489.168425,616.3529,982.592725,1140.66935,482,15
"POGK",0.1428083227945,911.917638589212,1002.22846666667,10.6557425217107,66.8327062650913,769.52335,885.6332,1028.354525,1111.3258,482,15
"ZNF514",0.0124567533776202,248.958647302905,326.968553333333,5.39754388159619,31.7580953377663,172.6706,220.7704,296.440675,400.80045,482,15
"ZNF300",0.696651144745749,122.694135684647,129.871506666667,3.17819009221913,21.3986715626783,77.144125,90.8816,148.7126,129.57615,482,15
"RBAK",0.396937920118649,446.950965767635,417.32988,6.11880492301061,22.8211249113022,363.7356,371.9351,522.934725,490.95775,482,15
"ZNF92",0.713669337517914,211.321053112033,203.60564,3.65765932503431,19.3178541973205,157.606075,152.5915,257.528475,248.7725,482,15
"ZNF157",0.496561137761407,1.15745331950207,1.38425333333333,0.0574855501520908,0.401946659439932,0.27865,0,1.6471,2.17555,482,15
"ZNF182",0.954137889791421,152.044877385892,152.770153333333,2.20602589136299,8.6696428383558,118.180175,128.5663,176.602225,174.99145,482,15
"ZNF673",0.152434391800195,223.249079875519,247.522326666667,2.90876134044732,22.2489635674338,179.277325,196.09895,252.2206,304.8358,482,15
"ZNF41",0.261325114934672,223.190518879668,197.44482,4.0051272519677,16.2333213589626,171.457075,174.3989,269.654975,240.44205,482,15
"ZNF7",0.303297168176854,466.033282365145,510.608413333333,7.56338984176092,31.7669978654606,362.44655,419.71635,524.14825,598.6518,482,15
"ZNF214",0.500951934963118,55.3740468879668,59.5071133333333,1.06814427003851,5.63744784949686,39.9516,42.65675,72.410475,80.30075,482,15
"ZNF215",0.712070628622,25.4670647302905,23.3881066666667,0.974028935340988,6.27181726184279,8.8575,6.5822,35.16095,26.0308,482,15
"ZNF547",0.65365556169571,66.7646072614108,70.5027733333333,1.44197017706213,9.03647955350959,45.533875,47.87805,77.50245,84.28315,482,15
"ZNF773",0.10713456474491,151.971893568465,167.897286666667,1.72191276386597,8.02973255350665,130.6566,150.366,171.75945,193.7573,482,15
"ZNF776",0.353820659110794,506.477901037344,545.61338,7.27753873146461,50.0249594602051,420.3245,451.0482,598.86385,655.3466,482,15
"ZNF256",0.2072258367879,108.297916804979,119.75616,1.58742935915092,6.38401655482398,88.6947,105.5666,119.93185,138.1286,482,15
"ZNF599",0.880788792429549,153.412677178423,155.429433333333,2.3422040947891,11.7559415699939,122.842225,111.1034,173.921325,170.5161,482,15
"ZNF18",0.189259403460011,275.494867427386,231.524206666667,5.87250896336995,17.037806134528,189.60695,181.60895,327.442275,266.4383,482,15
"ZKSCAN2",0.894251821997449,193.1965093361,191.18812,2.64279249115571,10.4415763103643,155.936275,175.77725,221.163275,208.4039,482,15
"ZNF689",0.772187062021595,136.646993360996,140.83212,2.50447059362854,15.2585889873062,104.517675,104.26065,173.434975,182.06815,482,15
"ZNF19",0.727745246122409,63.941415560166,62.0708666666667,0.935482898433709,4.76677020920841,50.87425,49.4984,75.3337,74.4456,482,15
"ZNF230",0.52855716274165,91.623048340249,88.1818733333333,0.953676613594877,4.1034397626227,76.639575,81.09805,105.125575,100.07925,482,15
"ZNF222",0.994671408176661,61.5179753112033,61.4921866666667,0.675567125913325,2.63082720199355,51.76635,56.95635,70.193825,64.675,482,15
"ZNF221",0.497935356977958,15.2779726141079,13.4915733333333,0.460066996015106,2.04997377675369,8.343,8.77915,20.0264,17.20455,482,15
"ZNF233",0.849976988799162,127.268571369295,124.766406666667,2.31455597986202,8.94382715666146,93.145875,97.0412,154.3113,157.2391,482,15
"ZNF235",0.745005728063675,105.794160580913,103.009266666667,1.49132895390524,7.48365600941187,84.028475,84.6651,122.528975,115.23,482,15
"ZNF208",0.530630133278833,28.4663462655602,17.5206866666667,3.07080737384758,4.81432456439329,7.377775,8.0235,25.5489,19.53975,482,15
"ZNF714",0.579841204991445,160.52703340249,174.443633333333,4.34725221726275,27.8393338299106,93.342175,124.61785,214.48985,205.11655,482,15
"ZNF394",0.956870181412543,474.346071784232,476.15998,5.83800471300826,30.1368262514979,387.2657,431.4972,529.13865,494.77955,482,15
"ZNF333",0.384721958961813,185.555372614108,197.70346,2.41966946802842,14.8967767200054,146.4467,155.4084,218.24205,237.1869,482,15
"ZNF382",0.00866946927184442,39.7431699170125,53.4900133333333,0.848788025348105,11.7337846047656,29.176225,35.2108,47.4363,50.65655,482,15
"ZNF577",0.0528224631400306,442.813615145228,549.316273333333,9.50331698207997,59.400263094069,298.576325,409.3666,544.30495,729.53055,482,15
"ZNF75A",0.842197625859119,468.621636307054,475.198446666667,5.76389982260446,26.549835172721,383.9865,402.15195,532.2728,532.4669,482,15
"ZNF496",0.141283531200186,290.967286721992,331.84888,4.80146884934489,30.779081121247,216.6164,246.16215,347.0001,427.80795,482,15
"ZNF2",0.116925533446901,114.632768879668,104.340166666667,1.14499078550293,5.03341665579409,98.843625,93.3426,128.47775,104.1164,482,15
"ZNF589",0.873315714767358,973.982746473029,949.266273333333,26.8452805292251,165.747188974814,584.184625,511.42125,1202.912725,1123.98,482,15
"PRDM9",0.850484090570377,1.78340518672199,0.0678533333333333,1.60310084970791,0.0470091235994387,0,0,0,0,482,15
"ZNF12",0.801907969524585,655.604081950208,644.548393333333,7.67983102963722,37.4800764771079,555.8599,564.46805,744.60835,732.35615,482,15
"ZNF202",0.0680303913795645,227.386463070539,257.495106666667,2.77921408712195,27.6924522406677,187.33005,200.9798,260.66955,284.049,482,15
"ZNF3",0.308237308854297,867.714936307054,930.646173333333,10.7058042648392,63.2250067345068,704.013025,739.9497,986.9995,1066.9325,482,15
"ZNF606",0.529805138967175,382.983889834025,404.6568,6.01823992901626,27.5042805273704,298.872925,310.60535,441.6231,497.46785,482,15
"ZNF91",0.640227723148519,545.242762240664,522.494193333333,8.50005039066316,36.9849949534653,434.10155,485.5404,643.508,594.6594,482,15
"ZNF226",0.0642673654163863,425.185196058091,482.091106666667,5.36729761687404,22.0040120775658,343.457575,452.6493,489.253325,535.87985,482,15
"ZNF229",0.935372535421443,233.682930705394,231.764293333333,4.11600363225218,21.7848290922779,171.7423,162.1084,282.944125,281.4327,482,15
"ZNF180",0.801619837545028,217.152736721992,210.61528,4.55685231403118,16.292403080265,166.525,174.09625,247.56225,246.6985,482,15
"ZNF641",0.823266806080258,123.258568049793,119.458253333333,2.96430257478199,14.705655922046,77.066025,92.536,164.056475,141.99585,482,15
"ZNF610",0.611996510233476,194.348113278008,183.839226666667,3.59578992891281,20.6353087768502,140.85495,117.3102,236.077575,217.8851,482,15
"ZNF528",0.0296059754953195,373.866074688797,443.212373333333,5.42333988719331,46.6249316966848,295.84085,339.1201,438.9721,500.82075,482,15
"ZNF701",0.37017872814598,128.970978215768,139.36074,2.0127283808401,11.3320620149531,98.403175,115.08155,153.844,166.32815,482,15
"ZNF283",0.110227673295893,50.0084261410788,56.51662,0.707423104927598,3.84964731151656,39.342725,44.71745,59.025375,65.9825,482,15
"ZNF558",0.55311063148828,326.046679045643,340.707653333333,4.29147752267241,24.3168706314515,266.834675,297.3108,381.46945,378.89765,482,15
"ZNF597",0.918253436337427,41.3255993775934,41.7727466666667,0.757203185644829,4.14762734420153,29.915625,35.40345,49.618925,47.95445,482,15
"ZNF30",0.586502240661035,240.363177178423,211.453713333333,9.32105774202702,28.72238984633,125.086825,138.31365,268.222575,259.8651,482,15
"ZNF354A",0.67241267867167,198.633358091286,205.200046666667,2.70749607245242,12.9333161021113,160.4321,182.839,225.183625,232.0846,482,15
"ZNF764",0.0964775118698138,220.78425186722,245.073213333333,2.50899012582812,18.5595188497898,184.58415,205.67905,247.603325,275.1956,482,15
"ZNF747",0.099542009993641,317.842900207469,290.04002,2.88278535704817,23.6458041798665,279.297325,238.8223,354.30655,329.13795,482,15
"ZNF778",0.223663713025576,78.5353192946058,64.1624533333333,2.06825388596984,7.02559364800866,48.15205,49.27115,94.8679,76.234,482,15
"ZNF212",0.461597523733841,411.946970124481,429.20822,4.06979766070036,23.1106768760906,356.115925,370.9646,459.67485,462.4748,482,15
"ZNF282",0.222129267049869,1090.2906846473,1162.39866666667,10.2772381697661,52.0254628019887,954.04025,1036.4128,1206.108925,1252.38055,482,15
"ZNF160",0.9976642686141,523.006541908714,523.10094,5.59101020772052,33.3001151643294,445.74185,472.60745,580.824725,565.4239,482,15
"ZNF415",0.353687199168422,201.02932033195,187.58336,2.51591992286282,14.3296541694348,167.068075,160.783,231.9595,222.1709,482,15
"ZNF439",0.224776478112812,102.355662863071,121.914293333333,2.77815723365782,18.9291222071743,54.971375,47.28975,143.784575,177.83975,482,15
"ZNF440",0.47995293259321,347.446598340249,324.835226666667,5.58512323589,25.3842281426188,268.6512,249.4507,410.205925,391.3024,482,15
"ZNF562",0.391273798141534,562.177856846473,520.098353333333,8.56574224531943,38.2382799481655,433.665075,423.16665,660.860075,610.972,482,15
"ZNF561",0.234139163620381,891.399145228216,825.915013333333,9.5921747971094,45.2075491854243,746.9056,672.46665,1025.4141,949.2579,482,15
"ZNF584",0.0499762795888193,177.485713070539,157.163533333333,1.79560463743882,10.4005571974301,149.873025,133.84615,199.304,185.9656,482,15
"ZNF274",0.869894572723263,462.377354356846,456.283226666667,6.50654316212471,26.0902775574195,363.066225,401.1604,536.270375,516.5892,482,15
"ZIK1",0.200261400633819,77.1299143153527,94.9664133333333,2.39011609766916,18.0393216717018,41.11205,48.77305,102.10925,132.2305,482,15
"ZNF540",0.790282629103714,113.38348879668,117.6897,2.80288402757154,17.5331991532716,75.243,87.1,132.098875,142.60165,482,15
"ZNF570",0.935909917204685,55.5544794605809,56.0098266666667,0.942255194266623,10.8741003756171,41.356075,36.25705,66.584375,60.05315,482,15
"ZNF57",0.838100376918997,102.903318672199,101.4427,1.2120558046678,11.33833302962,87.195625,80.61695,117.9601,110.04545,482,15
"ZNF556",0.715913359325025,6.86784066390041,8.87311333333333,0.959634707145448,4.81870620942481,0,0,1.591225,3.5681,482,15
"ZNF554",0.129532780715816,134.143458298755,121.91574,1.40640919653528,6.30966450511624,115.1757,107.51995,152.03665,129.5246,482,15
"ZNF738",0.0415695503468959,180.870310995851,217.51254,3.1347451330706,13.4350505960087,135.500325,179.91585,218.711125,261.63185,482,15
"ZNF596",0.185427845463663,63.0275968879668,74.36868,1.46656727338438,11.5571255669936,42.234575,51.07245,75.1491,83.7389,482,15
"ZNF621",0.452051594657203,567.983597302905,600.887353333333,7.55594741924637,50.1412266064847,477.4633,481.9203,656.611825,704.6922,482,15
"ZNF680",0.472496108712078,662.40387219917,761.734426666667,23.7932046596936,171.749447789001,342.92285,347.0799,767.11575,981.3949,482,15
"ZNF483",0.133706065959854,27.7930097510373,20.9980733333333,0.793000323431339,2.72336983612769,15.76945,16.1509,34.51175,25.7056,482,15
"ZNF417",0.880098820080019,172.024959128631,169.36686,3.06971561416782,15.2780655166213,124.792475,154.0363,210.539825,201.70485,482,15
"ZNF791",0.576708557998378,218.478490456432,203.32806,4.73101392006964,22.7252708195352,153.906725,158.9989,278.868175,269.4378,482,15
"ZNF519",0.0324748821383657,37.4427143153527,47.4286733333333,0.794346920661734,6.84636793467871,25.670675,33.61915,46.348475,53.51345,482,15
"ZNF25",0.651749491965752,298.677836514523,308.731526666667,3.81386064017927,30.5879144624513,238.076125,234.9424,352.005575,355.74945,482,15
"ZNF77",0.109907494029419,80.0802732365145,94.0442933333333,1.49813743434589,11.3646622613276,59.591775,58.30075,90.97965,107.1646,482,15
"ZNF169",0.0115440302196268,59.2202313278008,76.4009533333333,1.14824001469973,10.916812693909,40.189725,59.2566,71.447575,81.733,482,15
"ZNF613",0.0929324717428109,732.391367634855,862.2461,13.1491770740812,114.708675024834,523.670625,639.4599,880.195325,944.38235,482,15
"ZNF404",0.294428506839459,98.1879782157676,109.73594,1.91340760372569,10.4458470091493,69.861525,85.5891,116.041475,126.23595,482,15
"ZNF135",0.0586256398048307,173.396664107884,216.438313333333,3.8919035462495,30.9955388157114,124.63415,140.7065,210.8751,275.2735,482,15
"ZNF620",0.544895689823943,55.3341616182573,52.24934,0.884732871093958,4.98415448092204,42.8395,36.2389,64.42555,62.37205,482,15
"ZNF619",0.876080835355262,55.2931358921162,54.1766666666667,1.24541533229851,6.59688962714476,36.390025,38.54785,71.07315,67.7658,482,15
"ZNF354C",0.649543345929883,39.2214892116183,42.54838,1.27253312049469,6.93662643113797,18.77655,25.9289,52.41735,50.0239,482,15
"ZNF114",0.901159559929572,3.54773609958506,3.2279,0.453113527285401,0.712120299093455,1.237475,1.1899,4.200575,5.2346,482,15
"ZNF454",0.615976288567878,18.3894863070539,16.61826,0.610213124567676,4.00008078683657,8.782175,7.93535,23.672875,18.7065,482,15
"ZNF543",0.151361707260139,135.435488174274,153.202406666667,2.14157665156105,13.3681975120218,104.514425,122.9585,160.253975,187.89475,482,15
"ZNF354B",0.380411336304513,99.915493153527,110.081066666667,2.00127978527806,13.2580171081345,65.458075,67.46175,125.0391,143.23565,482,15
"ZNF223",0.629759482978037,94.0478400414938,90.3726,1.33261764177875,5.48039084587256,76.415,78.0703,110.126675,101.36065,482,15
"ZNF713",0.260682948027833,52.9148939834025,60.1651733333333,1.12065464317625,5.91763297042923,36.5676,42.00545,65.425925,74.33945,482,15
"ZNF552",0.0349806667255966,472.857567219917,586.176386666667,9.3316214694808,48.5309506542517,334.1915,463.72855,565.3416,701.4513,482,15
"ZNF154",0.385799526298908,32.172887966805,26.4151,1.15472482916543,6.05435718753739,14.5026,13.53765,42.567675,24.55665,482,15
"ZNF571",0.10332568331748,95.2470350622407,85.5338333333333,1.03276662921178,6.09765066278783,81.52475,74.78535,108.975375,94.84245,482,15
"ZNF443",0.664745044414461,115.329031950207,119.7538,1.78149421128267,8.15494451841803,88.93065,107.26405,135.535025,139.2815,482,15
"ZNF792",0.560486437979691,165.851639834025,177.344833333333,3.4396975323361,16.9281230955913,114.9415,132.459,198.967625,224.13365,482,15
"ZFP82",0.437879802736515,96.9634995850622,102.801326666667,1.29644694875074,9.11181402648685,79.4866,81.4444,112.991025,112.3758,482,15
"ZNF707",0.216457982865766,234.445451659751,264.125593333333,4.18832642343724,18.8528923995143,178.921475,202.89915,263.4711,297.4396,482,15
"ZNF746",0.539249709382236,512.245462033195,530.380553333333,5.14750189855751,24.9902669916507,442.897575,472.80785,578.721575,579.08475,482,15
"ZNF678",0.870423349496932,75.2396176348548,73.2708,2.10035384018245,10.9446295453241,43.0568,55.17015,97.273525,81.6008,482,15
"HKR1",0.288853454451913,1300.30203817427,1415.30636666667,18.7889402440253,111.967954147289,1002.99415,1127.222,1505.79915,1777.28745,482,15
"ZNF101",0.830089212766499,65.2264560165975,63.9874,1.00417164530879,5.36708414808885,51.159425,48.0476,74.6027,75.70805,482,15
"ZNF716",0.845419958698215,0.457865560165975,0.115706666666667,0.309118521139113,0.0849558476177152,0,0,0,0,482,15
"ZNF708",0.728100335149513,268.193287551867,276.25946,4.04723056513642,18.8255274628281,207.88125,224.2516,320.067675,312.29005,482,15
"ZNF721",0.707402741267793,553.547148962656,568.55606,6.8934483029846,47.9852248696734,452.26075,440.2237,639.48345,641.99555,482,15
"ZNF662",0.163007322472439,186.060774273859,138.63486,5.89706141455213,33.4766409602787,78.513825,42.4357,271.1681,186.92765,482,15
"ZNF320",0.055470881586988,577.983604979253,669.074633333333,8.17045394004542,59.2199469717423,463.844325,512.3336,668.8585,754.48235,482,15
"ZNF530",0.0807509727670731,58.8296871369295,67.17988,0.831404744704459,4.19996198181433,47.691425,57.23105,65.702175,73.0647,482,15
"ZFP1",0.0177847498672863,139.278521576763,112.35722,1.97798645886127,8.68060564720052,109.45015,96.45805,163.440925,130.83035,482,15
"KRBA2",0.631734316383337,74.3577813278008,78.9737266666667,1.66821915273174,10.2057396511565,48.413225,53.07185,95.99825,109.3304,482,15
"ZNF93",0.865618562962991,70.3111537344398,71.6953666666667,1.42750514390169,6.49084739190623,49.735175,57.1763,85.90025,91.02395,482,15
"ZFP90",0.26188824168904,529.567887551867,491.327033333333,5.93272306955869,29.7975606605093,443.2659,459.89505,610.22635,547.7369,482,15
"ZNF479",0.536988269419526,0.014855601659751,0.0397333333333333,0.00699523461945448,0.0397333333333333,0,0,0,0,482,15
"ZNF445",0.657025471584749,615.706449377593,634.3072,7.28307780187617,39.2695993646958,510.8008,515.30725,705.6818,721.54925,482,15
"ZNF74",0.433281786862859,409.634529460581,433.176366666667,5.16757888933251,37.6709045924692,329.173925,317.58405,469.5447,504.25065,482,15
"ZNF829",0.733388955249987,16.6891626556017,17.5981066666667,0.463383029941088,2.61566208228645,9.36815,10.2259,22.12035,22.4215,482,15
"ZNF267",0.285339004312877,166.586664937759,148.67768,2.93026993560303,11.5910318202364,125.5499,127.64705,195.15385,168.5888,482,15
"ZNF566",0.298580113682115,197.981835477178,183.17792,2.47553661247652,13.211151497966,161.1579,135.2216,230.725625,211.4411,482,15
"ZNF224",0.653669758120534,179.024397302905,186.20142,2.77600082325184,15.99246818262,135.65105,156.01365,217.4512,230.9506,482,15
"ZNF529",0.213713957516744,318.348032157676,348.521233333333,4.14539199072836,34.1813996637083,263.3766,292.2669,354.016925,370.75475,482,15
"ZNF284",0.8510754146264,31.9126856846473,31.1585933333333,0.701078283264784,3.15881195481054,21.9799,24.64305,40.184925,40.28275,482,15
"ZNF749",0.112295431300173,71.1817819502075,82.9491133333333,1.27842695896147,8.48042483646543,54.54025,62.1951,84.062925,105.1155,482,15
"ZNF17",0.887759241970929,114.256255394191,115.326546666667,1.31822069050163,7.16670654287599,95.327025,101.53205,128.76625,132.3421,482,15
"ZNF555",0.49196159855228,68.4698159751037,65.17298,0.836514347339522,3.94001157727571,56.78065,56.818,80.226775,71.1716,482,15
"ZNF75D",0.628220803489716,430.025001452282,409.48322,7.38161002356755,38.4038202609016,330.747325,302.1796,493.699825,527.86965,482,15
"ZNF197",0.831748164709087,415.155735892116,420.40142,4.31981777134014,16.7226864567475,353.72135,375.42395,460.55945,450.79325,482,15
"ZNF732",0.0694534947833202,4.57165892116183,6.52658666666667,0.186138778926525,1.15640167032487,2.1271,4.53705,5.707075,6.5127,482,15
"ZNF546",0.263958710520651,58.5847591286307,52.96382,0.868783294323156,5.73846439545666,45.57505,37.1971,69.93305,69.1879,482,15
"ZNF286A",0.416277287045156,184.361184024896,171.76044,2.70414419331845,12.349642245124,143.569325,139.82205,215.678375,206.93355,482,15
"ZKSCAN4",0.2334503100812,92.8667892116183,101.149693333333,1.2135579949991,5.20460523797793,74.323025,89.9732,110.211425,118.2964,482,15
"ZNF643",0.824938520608604,34.6596618257261,33.5762333333333,0.847932191053717,5.29085710856061,22.28125,21.22165,42.7248,39.2271,482,15
"ZNF642",0.235181811376545,61.8632253112033,70.3766066666667,1.24961055388921,5.94236078083183,42.618125,61.8276,78.832075,79.30755,482,15
