"gene","p-adj-N1-N0","mean-N0","mean-N1","SEM-N0","SEM-N1","Q1-N0","Q1-N1","Q3-N0","Q3-N1","count-N0","count-N1"
"ZNF599",0.974126126108409,152.8207875,153.02931,2.58969262869293,7.3292640753885,122.72285,116.82345,173.096675,174.750875,344,80
"ZNF18",0.000188055978630586,278.970507848837,222.79366,6.95273199247514,7.8029479648565,191.607525,175.560675,329.430775,270.12925,344,80
"ZKSCAN2",0.583983806074161,193.825080232558,189.834535,3.01451553572612,7.75646036724196,157.721225,150.443575,222.591625,211.232425,344,80
"ZNF689",0.446137213685253,136.581152906977,141.7445125,2.94342217376544,6.0775889003978,105.149025,110.5312,177.718,167.917225,344,80
"ZNF19",0.00155263928139482,64.5146305232558,56.7879125,1.04807434094129,2.2341896974109,52.086775,39.06625,75.1073,73.44275,344,80
"ZNF230",0.0118229360929346,90.4544081395349,97.02461,1.09190574389042,2.6469416672483,75.84075,78.9547,103.118325,111.6985,344,80
"ZNF222",0.360338157194796,60.9381127906977,62.58676625,0.769746850359858,1.72801588222211,51.944325,50.832525,69.068475,73.756725,344,80
"ZNF221",0.802465701313197,15.699560755814,15.38022,0.55927970071765,1.10177205749865,8.184375,9.3616,20.89485,19.0476,344,80
"ZNF233",0.214444366204156,126.644790988372,134.41613,2.70770506787675,5.69577900068467,95.66685,92.214475,151.230075,162.30815,344,80
"ZNF235",0.0151062459856537,103.902368895349,113.82931375,1.67823302052422,4.37769591465993,82.97775,88.4807,122.322775,127.91765,344,80
"ZNF208",0.000822323449520046,23.8969485465116,53.34116375,1.99733286138823,16.0144184757988,7.3673,7.11915,25.25295,27.2249,344,80
"ZNF714",0.356720581880627,161.794438662791,172.837745,5.15967240203242,11.129023012305,96.1776,94.263875,211.998,224.621425,344,80
"ZNF394",0.78281401413422,472.623849709302,477.03430375,6.62669733420952,16.9769863265152,387.407975,390.903775,522.03275,548.348925,344,80
"ZNF333",0.00243187496999098,184.648180523256,204.76960375,2.79921466986749,6.5056663648805,146.35005,166.11795,218.4636,239.560475,344,80
"ZNF382",0.0146481350115398,39.4435290697674,45.65021375,0.905687853831616,3.53210985686969,29.15995,33.203825,47.47785,50.5341,344,80
"ZNF577",0.109455939396511,440.800006976744,482.0452675,10.8151178444457,26.1110200388915,297.98745,319.061175,535.96905,592.725975,344,80
"ZNF75A",1.38185612408304e-06,454.474240116279,528.98485125,6.46072328213053,14.9552178777544,374.88285,447.34375,520.59935,612.048975,344,80
"ZNF496",0.921309097136767,294.365621802326,295.65662125,5.76227280681698,10.9276402066985,220.614,232.27075,346.84565,366.841125,344,80
"ZNF2",0.204511632315712,113.214008139535,117.14986125,1.25267670233412,3.5039760184282,98.47665,98.44105,127.096575,130.8319,344,80
"ZNF589",0.020369761590765,980.673445348837,812.14722875,33.5136289318918,41.6816503443303,565.90705,555.56705,1204.7303,942.15895,344,80
"PRDM9",0.0435001983126345,0.254518313953488,9.65175875,0.215795401357212,9.61589833605608,0,0,0,0,344,80
"ZNF12",0.000137109609371189,648.000365116279,728.8032325,8.30221335901412,24.96892835086,553.7542,583.733925,747.96175,830.89685,344,80
"ZNF202",0.0183682653043653,225.998014825581,244.02335625,3.0808810598546,8.60569277781472,187.4589,196.241275,258.771525,276.245775,344,80
"ZNF3",0.0192540939256773,863.453169767442,934.10342125,12.0021743072115,35.0586834009891,697.152175,728.9323,986.497375,1093.38925,344,80
"ZNF606",0.000326301244699456,373.699945639535,433.4540875,5.88998403121231,23.0437400972474,290.94325,323.9707,437.8221,500.132,344,80
"ZNF91",0.00880168907598711,541.84170377907,602.70951125,9.3665549711336,26.0776559681931,433.159175,463.361725,640.71245,693.65065,344,80
"ZNF226",0.0597442082819872,421.231603488372,447.36861375,5.95767191279999,12.9670277207279,342.85385,376.888875,491.77805,521.8025,344,80
"ZNF229",0.000248374745008717,228.151377034884,269.3685225,4.40677137716934,13.287999509349,169.083375,191.97065,277.80555,321.935675,344,80
"ZNF180",0.149132190474441,216.521776453488,235.26505625,5.50669391929191,12.7594066390148,163.9785,168.69505,249.521625,254.983825,344,80
"ZNF641",0.73528120520388,126.668137790698,129.41246625,3.59075990043969,6.66527349422105,80.638875,89.273675,171.175425,165.5854,344,80
"ZNF610",0.385393954867009,191.395699709302,200.01852125,4.28556517415425,9.16088425049569,138.21525,150.273175,231.978325,226.887575,344,80
"ZNF528",0.00185988596095521,369.972215988372,417.5843775,6.44464908671417,15.0472353080409,292.42205,338.68075,433.513,480.200075,344,80
"ZNF701",0.225558260640906,129.987263081395,136.655295,2.41577068056073,4.67628491397809,99.9528,111.221725,153.51455,159.402975,344,80
"ZNF283",0.104950336598123,50.1409799418605,53.30364125,0.812231352566164,2.02571883908355,39.315025,41.446775,60.066625,63.651925,344,80
"ZNF558",0.039553415880239,326.243796802326,350.688245,4.89106578637859,12.6804289478069,269.73205,275.6225,382.40625,406.652325,344,80
"ZNF597",0.0046926949591074,41.2722159883721,47.23584375,0.87288105284625,2.20251797626311,30.00775,33.7775,49.6942,58.257325,344,80
"ZNF30",0.776589427579592,233.66239127907,240.45507125,10.5410883515057,20.1422156644357,125.57725,124.409425,259.6146,308.26855,344,80
"ZNF354A",1.68841914727214e-06,194.74162005814,229.63338125,2.90721989798232,8.12015441354866,159.325375,181.0677,220.814725,252.622525,344,80
"ZNF764",0.00227545678909269,217.980581395349,239.56056,2.93120973017687,7.32598746295985,182.0187,188.21075,244.0435,272.28825,344,80
"ZNF747",0.203772891502862,318.283684302326,307.96758875,3.367787713916,8.53981962547226,282.307775,264.5948,354.60705,349.826075,344,80
"ZNF778",0.688467044459914,80.2453200581395,77.9236575,2.46010615514323,5.6682841733118,48.71635,49.650075,95.974675,90.331025,344,80
"ZNF212",0.270768258899803,411.78639505814,424.265865,4.88963632304406,10.4247524792151,356.358975,358.511575,456.18945,483.63425,344,80
"ZNF282",0.570756350444399,1091.24523372093,1107.47429875,12.3244503258822,26.6463677957627,949.2065,971.710825,1206.6515,1215.1568,344,80
"ZNF160",0.000218501049902731,517.449217732558,570.8266175,6.09615327727629,13.9349322727531,446.75035,499.451975,576.2147,644.629225,344,80
"ZNF415",0.418822850720204,200.226163372093,205.64377875,2.82237672452849,6.7463448451993,166.80375,167.816025,230.9824,238.758575,344,80
"ZNF439",6.44882956279957e-05,99.0342502906977,130.0172475,3.20491023503522,7.97507272625087,52.850675,72.73215,139.240975,179.5067,344,80
"ZNF440",0.0299121068536154,344.187471511628,376.9559125,6.37442552556329,14.8942310543048,268.9496,293.093275,407.05085,441.4612,344,80
"ZNF562",0.395134930678848,566.289927616279,586.63679625,10.2026201097948,23.0843833757307,434.3514,437.571325,668.006975,670.53985,344,80
"ZNF561",0.146167914997044,899.547639244186,860.8358575,11.8758074407644,20.7625629190017,748.38505,738.882075,1032.788225,1001.604775,344,80
"ZNF584",0.238950523237858,175.814163953488,181.49860875,2.03318380979157,4.84978690063592,149.4462,156.447075,196.719625,201.36725,344,80
"ZNF274",0.000322307739230032,451.483110755814,512.51770125,6.92928587407123,18.1963982531615,356.5027,404.205875,527.675425,618.5628,344,80
"ZIK1",0.00250742521108305,74.3821953488372,94.6399525,2.48668525038751,8.77011570692943,40.1229,49.90015,102.328625,122.887025,344,80
"ZNF540",0.0606320685569495,108.923828197674,123.06851375,2.90762664242297,9.33680984867557,76.121625,74.568975,129.874225,152.34395,344,80
"ZNF570",0.0854575543601478,55.4151430232558,60.175325,1.17468920769074,2.69858643483468,41.326875,43.08335,66.401,76.00785,344,80
"ZNF57",0.000363465981951805,100.473086337209,112.2281875,1.37540220960545,3.3217022266802,86.59045,93.076,115.0094,125.217475,344,80
"ZNF556",0.000871534597131074,5.61885145348837,14.7181925,1.02973820914805,3.48153850526665,0,0,1.2445,9.7255,344,80
"ZNF554",0.384452038659708,132.450797965116,135.73692,1.54170280022036,4.16737391286349,114.473525,114.57995,149.2269,156.37085,344,80
"ZNF738",6.67938031095883e-06,176.63485872093,214.68607,3.4931281323843,8.59235858646709,132.392325,154.035,215.306825,263.815275,344,80
"ZNF596",0.00317935917548196,61.6745284883721,74.02963125,1.46031232635004,5.9450562352608,42.505,41.9436,74.9897,89.8542,344,80
"ZNF621",0.000156855249375365,556.914502906977,631.34637125,7.87838836171288,22.16663654013,471.243225,498.626725,642.2887,707.6748,344,80
"ZNF680",0.0198779592601955,663.809843895349,821.53146625,28.5374265542988,67.2793163765464,342.407725,379.228725,773.502725,1153.63525,344,80
"ZNF483",0.332635930218397,27.5517645348837,29.690175,0.896153180221481,2.46421999850782,15.407225,17.421775,36.21005,33.8621,344,80
"ZNF417",0.0743529342434862,171.59652994186,186.656725,3.48575708184131,8.96252306730812,125.863075,135.4537,209.98935,222.273475,344,80
"ZNF791",0.378799741925671,221.58369505814,233.1441725,5.66723318969521,12.1059957992585,155.8077,171.04575,284.344025,288.8146,344,80
"ZNF519",0.0063568159186036,36.9407985465116,42.69887375,0.842320390974945,2.42042500735189,25.84745,30.197325,45.240325,49.517175,344,80
"ZNF25",0.573546565620298,300.016396802326,306.01118,4.56590462367469,10.0833784160882,237.97105,249.62815,350.44385,362.86095,344,80
"ZNF77",0.0621961459078477,79.442900872093,87.08063875,1.71352741587042,4.18229373415833,59.032325,66.316925,89.687,101.19875,344,80
"ZNF169",0.00146851588077002,58.8615031976744,69.2078975,1.33326376011942,3.47347130885149,40.30845,50.412975,71.52655,79.2978,344,80
"ZNF613",0.737400372933839,740.76993372093,753.264845,16.1823390265861,33.4890386890727,520.4096,535.572925,877.427225,937.290225,344,80
"ZNF404",0.195433345461803,97.3886453488372,103.98069625,2.27669506726137,3.90254104881121,68.552425,83.292725,115.998975,128.509125,344,80
"ZNF135",0.00182227953055625,169.126101453488,203.87543,3.99428363791528,15.2872548493948,120.4664,141.8494,205.08055,244.56225,344,80
"ZNF620",0.396163189053891,55.4665104651163,53.5872625,0.945698112875171,2.12577664214274,42.9461,41.421975,65.07575,61.04595,344,80
"ZNF619",0.68066415498872,56.5231436046512,57.9422,1.51422097550295,2.9405172788166,36.484325,39.664925,72.0316,68.6113,344,80
"ZNF354C",0.98533349622455,40.6435311046512,40.5782875,1.56033815365492,3.01224232234659,18.8421,22.706275,52.84645,53.75165,344,80
"ZNF114",0.375195413545287,3.78044796511628,2.6240175,0.624219034774895,0.282919559673988,1.293475,1.02475,4.279275,3.514675,344,80
"ZNF454",0.200993128600232,18.6156869186047,16.450535,0.74859060467269,1.38711101655004,8.6376,8.0704,23.68875,22.089725,344,80
"ZNF543",0.0293905390549154,135.460063953488,148.208435,2.43587714976045,6.05542051421571,103.1488,115.58885,163.477425,180.2746,344,80
"ZNF354B",8.17941392816657e-06,97.7197860465116,122.29348625,2.22780928634415,5.97082850221315,64.52295,87.258825,123.503675,144.022725,344,80
"ZNF223",0.751142830401332,93.8726674418605,95.00979,1.50677297174037,3.64148463487495,78.098225,74.76875,109.286125,110.463225,344,80
"ZNF713",0.150596111402282,53.4385813953488,57.89562125,1.29693430297738,3.18014166411411,36.8836,39.6528,67.716825,66.0966,344,80
"ZNF552",0.8869537628949,485.915577906977,489.653445,11.1282215840971,26.088161886195,347.7377,326.17495,580.292475,587.783325,344,80
"ZNF154",0.420943751290258,31.6254671511628,34.17262875,1.30607692619096,3.38852498118403,14.453,14.25155,43.117,41.302975,344,80
"ZNF571",0.401098589662588,94.8806290697674,97.266985,1.21818821500157,2.6888248377983,81.053,81.355125,108.690475,111.308925,344,80
"ZNF443",0.236171682046328,114.153552034884,119.79483,2.0403550259576,4.50351414665955,88.4747,92.27815,135.466075,137.42695,344,80
"ZNF792",0.901050364122893,167.101947674419,168.29743375,4.04671201492078,9.7187109904133,113.1836,118.776875,203.1818,201.6967,344,80
"ZFP82",0.112098820320021,96.097836627907,101.90216375,1.31231631134976,5.04442314806698,79.65295,76.100725,112.128275,114.514025,344,80
"ZNF707",0.000405664848954546,229.989287209302,270.98261625,4.76896906170722,12.1851382832935,178.80685,200.1707,259.913175,329.97685,344,80
"ZNF746",4.4738906836983e-06,510.066386337209,573.7718,5.55198548989932,15.4407715552912,443.761125,488.512825,572.5547,642.55345,344,80
"ZNF678",0.866327662689979,76.8483872093023,75.86701875,2.56740742260493,4.90639605957583,43.007825,47.564975,97.776675,94.342125,344,80
"HKR1",0.458107340779613,1284.29872674419,1246.503715,22.6941085650823,40.119196461087,980.479625,1002.46495,1477.52355,1444.112925,344,80
"ZNF101",0.00226674516728254,64.9360139534884,73.51693875,1.1429163623267,3.07171997225665,51.22985,54.163475,74.649325,85.131975,344,80
"ZNF716",0.039201904563512,0.145849418604651,1.992635,0.0461912897451558,1.84791592636796,0,0,0,0,344,80
"ZNF708",0.515465551516022,269.174902906977,276.44096625,4.72713020210248,11.0851690292764,208.40575,211.110175,325.22115,325.94435,344,80
"ZNF721",0.0658449490909899,550.546164825581,585.3276675,7.93972070616261,19.0925109206128,443.75965,481.13785,643.07815,661.367375,344,80
"ZNF662",0.264813923912223,185.026995639535,166.93552875,6.99120841784557,15.0084796826619,75.300825,54.073625,267.669225,235.555225,344,80
"ZNF320",0.0219837083735932,581.19258255814,631.436685,9.12130801555433,22.7252492930398,469.248925,501.3649,675.813725,693.883525,344,80
"ZNF530",1.84056743068872e-07,57.5768450581395,68.57874,0.80558525230735,2.55679203024408,48.200225,53.095575,64.367425,76.8499,344,80
"ZFP1",0.437356504126705,139.667901162791,135.392475,2.38891917637867,4.9533839744352,109.158075,108.6645,164.824075,158.874375,344,80
"KRBA2",0.0500512953886196,76.5465299418605,67.68887,2.02972415252469,3.33668179160502,48.648075,47.4917,97.288025,86.2473,344,80
"ZNF93",0.00016228869317847,68.8052875,83.70330625,1.56115233304124,4.57288900492615,49.286,58.828875,84.018125,98.413625,344,80
"ZFP90",0.0394271632744146,530.714225581395,498.95486,6.58511177417837,14.6439137733413,453.651,407.26945,610.858025,584.800975,344,80
"ZNF479",0.853593451706865,0.0147363372093023,0.0112525,0.00890173251205963,0.00796096131030526,0,0,0,0,344,80
"ZNF445",0.279340167687375,619.006710755814,640.75593625,8.44285041411516,20.4067249173719,518.4664,530.0502,713.519775,731.118275,344,80
"ZNF74",0.0620071910643102,416.560702616279,389.68127625,6.15182472689491,13.7012565935607,335.09915,297.737025,477.3699,438.36545,344,80
"ZNF829",0.0249945074356499,16.8119912790698,19.69806125,0.535972050156221,1.33061555236938,9.9372,11.992675,22.324525,24.2111,344,80
"ZNF267",0.00361128170126113,164.507593895349,188.380035,3.41849676559026,8.37717372347436,125.726825,135.086,192.384725,226.8832,344,80
"ZNF566",0.270584615089369,197.117804651163,204.7679975,2.85986756073755,7.46495899750199,159.7553,162.45545,231.859825,231.74025,344,80
"ZNF224",0.0344795270350907,178.30824622093,194.0691025,3.19168740221049,7.00402554314347,136.84345,143.8167,215.402875,230.818975,344,80
"ZNF529",0.00776846653351082,314.39444127907,343.81041,4.44841392778345,12.4387928466696,262.392675,271.689025,351.236125,381.53515,344,80
"ZNF284",0.0512072693056416,31.5231546511628,34.94587125,0.752968366361432,1.6416116527767,22.492775,24.9613,40.062775,43.061675,344,80
"ZNF749",0.133265477682826,71.4959293604651,76.60460375,1.34856256938406,4.00422746951065,55.4289,54.44135,85.679475,86.31605,344,80
"ZNF17",7.40042258751128e-05,112.867493023256,126.50981,1.34704808574523,4.05830628777853,95.24555,105.722125,127.386475,144.9262,344,80
"ZNF555",0.247426200525917,68.1523305232558,70.830545,0.944704159398815,2.55165070540156,56.77925,55.258925,81.11155,79.463525,344,80
"ZNF75D",9.91447376574861e-06,417.126489825581,503.06525625,7.77458275671842,21.7037919531637,326.4461,365.528175,487.0148,593.46255,344,80
"ZNF197",0.0173569335014921,413.592940406977,442.17798875,4.97974075864629,12.560978711343,353.7026,372.65195,457.652425,504.30935,344,80
"ZNF732",0.0298635891459953,4.32645813953488,5.310535,0.186332768604407,0.485290521326065,2.11055,2.771625,5.49765,6.385325,344,80
"ZNF546",0.63844579045694,58.569726744186,57.47065,1.00575744533434,2.18923973456656,45.8179,42.3252,70.169425,71.26305,344,80
"ZNF286A",0.410652888605445,183.799524127907,189.969845,2.99700442767238,8.69395746224355,144.494525,144.169825,215.797825,218.43525,344,80
"ZKSCAN4",0.0410929517315068,92.1989584302326,98.95297625,1.41350814291695,3.12936723634592,73.67935,82.35505,110.3547,115.385425,344,80
"ZNF643",0.375985105070752,35.5834395348837,33.48688875,1.03685876745824,2.04501507027423,22.973225,21.484725,42.943825,40.040775,344,80
"ZNF642",0.352687314131368,61.2218744186046,64.473915,1.47216952758678,3.53325015893769,41.997525,40.197,78.6649,85.52305,344,80
"ZNF490",0.348264597857947,222.610720930233,228.731515,2.77950124250478,6.31735487434084,186.274175,196.4122,260.0717,257.51775,344,80
"ZNF626",0.000485339719300093,400.758422674419,474.9370825,8.51981099190087,23.9521232352094,281.4728,330.13725,496.1498,644.45835,344,80
"ZNF793",0.0163612701565112,159.283360465116,175.6259325,2.87206384447245,6.72461882263592,121.052625,144.588875,187.39565,202.880375,344,80
"ZNF383",0.132190168610568,77.2726427325581,80.70669625,0.965988050526558,2.24501942972721,64.647025,66.37895,88.5011,89.4971,344,80
"ZNF669",0.0206200844887404,75.1897970930233,84.04269375,1.61346083037014,3.78258985105257,57.841375,61.94885,91.733025,95.050425,344,80
"ZNF559",0.00348571919281249,391.282835755814,434.29871625,5.49782692998897,19.0996277888822,321.8296,340.236375,446.7657,496.2121,344,80
"ZNF177",0.00501408121606972,85.4344921511628,99.57546375,2.15400935216834,4.72035583985722,60.0528,67.365525,102.107125,124.7522,344,80
