"gene","p-adj-T3-T2","p-adj-T4-T2","p-adj-T4-T3","mean-T2","mean-T3","mean-T4","SEM-T2","SEM-T3","SEM-T4","Q1-T2","Q1-T3","Q1-T4","Q3-T2","Q3-T3","Q3-T4","count-T2","count-T3","count-T4"
"ZNF562",0.604958007860964,0.132317732039502,0.065887907225809,569.119691935484,552.366962798635,680.835009090909,14.3489237952032,10.2792472985787,89.6100084517212,428.877525,434.4929,556.533,675.810125,643.507,746.31805,186,293,11
"ZNF561",0.0522755318816824,0.648601858826328,0.981457155964554,918.49931827957,872.491631058021,860.588427272727,15.3412617906829,12.3570400024286,59.0547232613263,776.7037,726.8097,736.67755,1056.228025,1005.0912,1014.3625,186,293,11
"ZNF584",0.920046496751908,0.0994836946295876,0.122808316053724,174.958196236559,176.356354607509,199.466518181818,2.48763254901132,2.37179985327663,14.155315855182,150.2373,148.795,168.62745,196.908825,198.859,219.2215,186,293,11
"ZNF274",0.253066634710452,0.285575030309396,0.548827074702875,446.230020967742,465.998279180887,508.694190909091,8.57348090713742,8.20250294884352,55.0295727487048,355.14165,372.0151,428.89935,527.794475,536.6134,622.19495,186,293,11
"ZIK1",0.631174312939971,0.00322164014824378,0.00722081250461859,73.3437924731183,77.8072211604096,126.2586,2.70395636807634,3.34756842774411,31.4216001155488,46.798125,36.246,34.85995,97.46955,105.3483,211.88135,186,293,11
"ZNF540",0.846740931718234,0.445840297884741,0.345009397689286,111.9053,115.091715699659,88.6221,3.81141251153503,3.95031513495018,15.8416728602816,79.75785,73.1124,43.28265,131.430825,134.2208,114.6334,186,293,11
"ZNF570",0.946986172468423,0.000850772442025138,0.00105653036446662,54.6727865591398,55.3043225255973,78.9343181818182,1.51137244473618,1.25601098233613,9.5499215722036,41.0857,40.9329,60.6892,66.185725,66.4835,90.48745,186,293,11
"ZNF57",0.490007185443345,0.74683970226014,0.524606120902196,104.368414516129,101.48933003413,110.456736363636,1.8776024655739,1.63261710772902,6.13899947985712,89.0274,84.1669,99.74945,118.024125,117.0766,119.39215,186,293,11
"ZNF556",0.338368765135099,0.0955195545167674,0.217822348210978,4.88635322580645,7.62136723549488,18.2603272727273,1.34280211585677,1.24635816157586,11.5212212732938,0,0,0.3328,1.14765,2.1225,3.8196,186,293,11
"ZNF554",0.80830742355686,0.00406046693761752,0.00188330389241009,134.057843010753,132.282201365188,164.386354545455,2.09368010533098,1.7623234099294,17.9547858606777,114.661,113.8015,120.80895,150.676625,150.7293,189.4924,186,293,11
"ZNF738",5.59586403535706e-05,0.255127771255172,0.958383348150102,164.711544086022,191.826930375427,197.536018181818,4.12991739324662,4.20591248612668,27.268607069225,129.52915,139.7283,139.51605,202.490625,233.1839,238.2196,186,293,11
"ZNF596",0.742885109794191,0.198737308954105,0.285468315918443,61.5391069892473,63.79495221843,79.0140636363636,1.6854901411497,2.16181239611391,14.9335122134156,44.88275,41.6048,40.9257,74.391025,76.3253,125.59535,186,293,11
"ZNF621",0.00455072187930372,6.63376863320186e-05,0.00244475058509153,534.563320967742,580.803099658703,741.015236363636,10.3320559613703,9.35617747834686,73.7097587993467,458.169325,479.3349,540.8668,614.967,675.3277,889.7349,186,293,11
"ZNF680",0.148457997189106,0.126082394023896,0.342268067207301,604.906301612903,697.113099658703,923.039027272727,35.7491091910362,31.4545073662888,234.54555433017,338.6313,346.8875,372.46415,682.761975,830.076,1347.673,186,293,11
"ZNF483",0.957250472334913,0.580666021646597,0.628607977888865,27.091435483871,27.5465416382253,32.4124090909091,1.09225343315827,1.05056571967787,9.19634561821809,16.38895,15.2091,15.7155,34.272175,34.5214,30.47575,186,293,11
"ZNF417",0.618873330867825,0.0614364392639524,0.111902518762594,166.687496774194,172.499040614334,213.370154545455,4.3000660202197,4.088002784081,26.6287460294812,124.3413,125.2874,152.5378,208.586525,209.8569,279.48515,186,293,11
"ZNF791",0.709778619019435,0.00316813659690429,0.00628856317593929,210.668167204301,218.274431740614,315.337327272727,7.51600050686178,5.94268401445973,40.4518005120866,152.661075,151.9105,205.3987,279.85525,271.7283,387.70345,186,293,11
"ZNF519",0.0128661584828405,0.0123910725143459,0.108941468090521,34.5116586021505,38.99025221843,49.4003181818182,0.959857053925272,1.03906627417407,11.0029684855813,24.8969,27.1238,31.5689,43.44845,48.695,54.482,186,293,11
"ZNF25",0.462098412930944,0.987635896692681,0.864652070736825,293.007900537634,302.362522866894,289.086027272727,5.39559064139326,5.22832534449903,31.1575854602435,240.711775,234.4072,235.3909,337.701325,356.4356,349.9474,186,293,11
"ZNF77",0.318371471849842,0.0117805351040101,0.0376187417733401,76.9456903225806,81.4169941979522,106.361681818182,2.40981989148427,1.85396915146583,18.1329801227528,55.95845,61.3011,77.0752,87.870425,92.3723,109.4343,186,293,11
"ZNF169",0.00525205882579105,0.0288130039576069,0.232812145717755,54.654547311828,62.1375201365188,74.9240636363636,1.51249942788025,1.60818352871977,12.2996895372368,38.268725,41.8251,40.7207,67.351125,75.409,113.9714,186,293,11
"ZNF613",0.553073199562909,0.81327262243267,0.617798450270518,754.345349462366,725.557995221843,810.568590909091,21.2193722386711,17.3009498802168,116.512864545212,563.017375,517.5772,486.7585,879.066875,885.8699,1057.24,186,293,11
"ZNF404",0.957273796572074,0.995845074321517,0.983500498206305,97.735961827957,98.8384887372014,96.6092727272727,3.0798439725666,2.44415638920119,10.7367089276598,70.0032,70.9449,58.65285,115.794375,118.1952,127.87005,186,293,11
"ZNF135",0.896324977946525,0.504315646215487,0.582249361051638,172.159040860215,175.796242662116,202.316254545455,4.81691985055973,5.69112219692395,33.0885157178036,130.355675,119.4105,146.5014,198.189825,213.2231,251.25165,186,293,11
"ZNF620",0.881638635026738,0.202160162144383,0.147219120455367,55.0430037634409,54.2596706484642,64.3185454545455,1.17396936884832,1.05022923297852,7.91888373378199,44.05285,42.0045,47.89885,64.387175,63.1955,74.9821,186,293,11
"ZNF619",0.468034502993729,0.00122448856813329,0.00379495180733258,52.7223295698925,55.7066075085324,82.5421545454546,1.94737307897731,1.57800558836423,10.9634105985597,34.258475,36.6252,65.5314,69.920275,71.1974,112.0889,186,293,11
"ZNF354C",0.978625945559681,0.286848185524754,0.308411281035537,38.6781397849462,39.1984791808874,51.8182454545455,2.02229677124953,1.64699800007618,9.51553289923532,17.398125,18.7702,30.6674,53.7736,51.2778,61.6497,186,293,11
"ZNF114",0.394857072115077,0.852304550463331,0.98818282662358,4.22476989247312,3.02898156996587,2.5871,1.139408368639,0.155305752919079,0.395421806774395,1.388325,1.1144,2.122,4.2575,4.1696,3.30795,186,293,11
"ZNF454",0.0359066834725994,0.542935626106912,0.948931574083804,20.2560284946237,17.136080887372,15.8649363636364,1.09006854802626,0.720762871381454,4.65704280865937,9.27105,8.4307,8.0704,26.955725,22.0865,19.7247,186,293,11
"ZNF543",0.170431585035396,0.00675513381144888,0.0310382792248989,129.801336021505,137.540068600683,173.220954545455,3.45032102511712,2.61227434269705,16.5040635923584,98.6862,107.5826,135.2595,155.3023,166.2278,188.81375,186,293,11
"ZNF354B",0.000185847620807866,0.00717727817993863,0.160081387962304,89.4184166666667,105.849051877133,130.285190909091,2.7682515394304,2.66991711473626,20.1064975869424,56.76035,68.4343,77.65715,117.15135,131.3786,199.8434,186,293,11
"ZNF223",0.904725994680238,0.917146107499503,0.856449028934325,94.318147311828,93.1556757679181,97.894,2.29125424534018,1.60801049195267,9.62434018026454,75.179025,75.5722,88.09375,113.22795,108.7905,95.876,186,293,11
"ZNF713",0.270676234924678,0.983914066143044,0.795254359425634,51.0809752688172,54.6497269624573,49.7700909090909,1.63748881954096,1.52438162944953,6.3155076540565,35.87985,37.2307,36.5455,64.9259,67.218,51.23675,186,293,11
"ZNF552",0.598129112835739,0.812728241154908,0.630955130349763,486.645144623656,467.981528327645,525.847327272727,15.104264655676,11.9269078019844,75.1427814647084,349.6434,326.4341,325.3975,569.332275,568.2517,696.2558,186,293,11
"ZNF154",0.976379503316294,0.799177309484128,0.830292303778669,32.3225505376344,31.8279508532423,27.3064181818182,1.75699751360078,1.54258969314059,5.01615747813219,16.7141,13.0482,15.4951,41.577325,42.9729,36.6865,186,293,11
"ZNF571",0.942249130627252,0.226868189219359,0.182654960750894,95.1065672043011,94.4029208191126,106.784545454545,1.67046044002768,1.34725949541467,5.09972966239591,82.373125,79.5402,91.74375,109.134125,108.8227,121.1039,186,293,11
"ZNF443",0.534062640520196,0.0124954535946177,0.029176054467553,112.150269354839,115.980638225256,146.008872727273,2.59194489506603,2.30135822038914,15.8482947241829,89.877825,88.1701,101.0411,131.1956,136.4591,186.73225,186,293,11
"ZNF792",0.827002894464857,0.0335896739881422,0.0499290047378377,162.556108602151,166.697071331058,221.011527272727,4.96481151653289,4.59135942570688,30.5869793162863,114.5826,114.6535,135.2595,196.3203,198.993,285.5696,186,293,11
"ZFP82",0.485513886713947,1.38444337105526e-08,6.92087247511353e-08,94.1988209677419,97.1914450511945,145.738018181818,1.6828557910309,1.70640605880793,16.6424597901098,79.5964,78.125,106.0647,109.329175,113.2362,153.3108,186,293,11
"ZNF707",0.00342374041984328,0.000587325498654145,0.0150820362359045,216.607374193548,244.162741638225,321.459790909091,5.68815028216788,5.49834722024611,48.7648435573089,174.111475,187.1304,208.82375,242.548275,283.8266,442.0632,186,293,11
"ZNF746",2.90087674881256e-05,0.00547745529525756,0.17557936353109,482.345343548387,528.603056996587,589.1297,7.41874445511236,6.72767557855092,39.1253092466222,422.3212,454.1425,522.36855,538.52335,592.4328,654.3459,186,293,11
"ZNF678",0.964053204183012,0.667581941703216,0.612255697586847,75.8321521505376,74.7162781569966,88.116,3.3942291651375,2.7148684757924,10.3517593562904,42.968075,43.0108,64.0379,103.017625,92.8505,100.8193,186,293,11
"HKR1",0.0003189656938416,0.013887066153668,0.22325149410867,1401.59506666667,1252.75233822526,1045.8201,30.7994947735477,23.4714838963419,86.0350247159144,1079.731125,961.5417,852.14185,1647.892,1431.0419,1240.0899,186,293,11
"ZNF101",0.643040196755236,0.00494639148501141,0.0106168922824784,63.4567370967742,65.2797409556314,84.6580090909091,1.29802268119411,1.30234948163092,15.4445415282402,51.253125,50.6667,56.28085,72.852825,74.5889,88.1285,186,293,11
"ZNF716",0.551032403099906,0.998048379033965,0.964032171841059,0.0577752688172043,0.71561843003413,0.182218181818182,0.0186019125007238,0.508160077640596,0.0655377099194624,0,0,0,0,0,0.37655,186,293,11
"ZNF708",0.814464753934759,0.85554319460657,0.749339267188403,270.973716666667,265.903,285.605036363636,6.52498669439332,5.07784490750377,37.1312299786833,211.7735,203.7371,205.31015,317.32625,322.3178,361.8867,186,293,11
"ZNF721",0.0043759887241378,0.0568087193260061,0.367826683941587,524.717176344086,569.567084300341,631.8654,9.68894505723323,9.17153890243446,71.0385189958672,434.44485,468.0436,459.266,610.70715,657.9636,779.85955,186,293,11
"ZNF662",0.0796028384838262,0.0689323758412052,0.253675993673629,201.219105913978,175.258493515358,112.850027272727,9.28412496893634,7.62665431567925,26.3240180624466,90.9398,65.5926,27.16975,297.901525,255.3957,202.0822,186,293,11
"ZNF320",0.052906625276308,0.00141395140864742,0.013153961397421,552.076433870968,589.862735494881,740.679209090909,10.8161167898157,10.2526216486951,119.666789937234,449.0647,471.4662,511.7262,650.874975,680.4959,853.8432,186,293,11
"ZNF530",0.0320963436943223,1.87568219325307e-05,0.000403003043273564,55.9744666666667,59.9084733788396,79.5505090909091,1.05985718302659,1.00337118704643,9.55856530738464,46.58945,48.9054,60.8462,62.031525,67.2448,106.05385,186,293,11
"ZFP1",0.520807273152445,0.828821812864149,0.96418382946164,135.405241397849,139.823581228669,143.239790909091,2.95053909810187,2.65317638002247,8.95424325103066,108.164475,108.6443,124.5356,160.251925,165.0575,160.08315,186,293,11
"KRBA2",0.324713360543542,0.924720699794213,0.998229690210896,77.6022607526882,72.6572324232082,73.2980818181818,2.75789057215754,2.13550512000612,8.47025010378644,49.3796,47.2798,56.5088,102.782775,94.1018,78.1296,186,293,11
"ZNF93",0.0174182048049735,0.000574644570957794,0.00919645804821423,64.9828166666667,72.8511682593857,100.630981818182,1.90150696192608,1.89674511989886,14.8617458189004,47.953675,50.4981,73.13485,80.59165,90.9091,95.2544,186,293,11
"ZFP90",0.477942380557948,0.402688414049661,0.223702310078563,534.256323655914,520.297674061433,585.563536363636,9.31545457100035,7.43082607902183,53.7157319987294,460.44195,427.4603,489.98415,608.2266,609.3049,671.18155,186,293,11
"ZNF479",0.344011334682823,0.986213161471541,0.961842803925619,0.0280935483870968,0.00786928327645051,0.0204818181818182,0.0174758958606052,0.00355560497028641,0.0204818181818182,0,0,0,0,0,0,186,293,11
"ZNF445",0.604780084334836,0.00784667218593038,0.0172640022988155,603.974751612903,618.171822525597,751.612018181818,10.972522244655,9.20838934797244,85.8129765219953,503.175475,510.6796,618.58705,705.78585,702.1148,852.48735,186,293,11
"ZNF74",0.676645909315307,0.822624478905624,0.936729522575794,404.96977311828,414.05122662116,426.209118181818,7.44347039081499,7.19945843067812,29.2484866221697,335.428775,321.4322,375.65595,450.831575,485.7172,475.8548,186,293,11
"ZNF829",0.11664353013622,5.11769569366827e-06,6.46026056556614e-05,15.2430043010753,17.1024580204778,30.2509727272727,0.71054276734193,0.558046609202263,6.42398140767845,8.055375,10.5209,17.41835,20.482925,22.5495,41.0899,186,293,11
"ZNF267",0.00899998580499983,0.00133030977408666,0.0219339405432738,153.744006989247,171.137670307167,222.328709090909,4.09175426348064,3.7050847980039,38.255520186272,120.303575,127.0957,149.33525,180.0714,207.0022,239.4412,186,293,11
"ZNF566",0.424158398521172,0.0227409755156266,0.0576717368839117,192.913058602151,199.234412969283,237.215445454545,3.68157730410261,3.22402078395603,23.451907774315,159.683075,161.1975,185.6599,222.78355,232.6326,261.34715,186,293,11
"ZNF224",0.144516247221502,0.530588400980904,0.86636795683972,171.82133655914,182.49861774744,191.974736363636,4.39428508465236,3.514026190124,23.26486166374,129.201325,140.4556,123.2823,207.758975,221.6226,221.9926,186,293,11
"ZNF529",0.0714166847522063,0.00904466368363743,0.0543485180176603,305.366227956989,323.710278156997,386.883209090909,5.63379851295615,5.40900752321389,46.8536402092758,254.81665,265.9574,282.55265,345.72925,358.7571,471.7019,186,293,11
"ZNF284",0.015909350102901,0.122661959006396,0.491935031348101,29.2719301075269,32.9229563139932,37.8268,0.994938765099893,0.83535812964187,4.60186114197289,20.3935,22.7637,26.4051,38.038575,41.2233,49.9644,186,293,11
"ZNF749",0.45194688570727,0.0601194052480097,0.130640484490646,68.9548870967742,71.9745201365188,87.8661363636364,1.75712684634164,1.63460515926975,11.3864691397072,55.467375,54.4464,67.8524,83.1061,85.2861,110.9864,186,293,11
"ZNF17",0.0837827613626603,0.00904685589150311,0.051600229487448,109.906564516129,115.483553242321,135.485672727273,1.74708310631775,1.74510058946205,10.5411646660396,94.174125,97.0939,103.15635,126.4848,130.872,158.6707,186,293,11
"ZNF555",0.898580460577707,8.57306001789127e-06,3.56509912524672e-06,68.1540747311828,67.4173290102389,94.3635181818182,1.22053344166394,1.03355073766082,10.5755713111682,57.5052,55.0087,70.3737,81.16225,79.2551,102.63245,186,293,11
"ZNF75D",0.924786930171104,0.000131833917135893,0.000177853334166644,419.622975268817,425.069364163823,616.769927272727,11.054383090587,8.85222937964998,78.2935979522209,335.10495,325.2821,433.50255,481.092925,489.7991,828.18565,186,293,11
"ZNF197",7.88371847471048e-07,3.79916004317193e-05,0.0122384109882639,386.04187688172,430.608410580205,510.598,5.75543943336351,5.7119455016526,30.944812752679,335.076975,371.0338,471.17725,429.21175,477.2383,576.6012,186,293,11
"ZNF732",0.177192024322104,0.915195027403074,0.989502750027993,4.16519462365591,4.80839829351536,4.64467272727273,0.238125975473353,0.243152612528515,1.41728352582043,2.08675,2.2332,1.66505,5.648375,5.9804,5.62665,186,293,11
"ZNF546",0.900550516083773,0.794801737573428,0.712042956964291,57.9212413978495,58.7051385665529,54.0780545454545,1.36666592505779,1.14423680160443,5.05319591120067,44.636725,45.8196,46.10325,68.687125,71.0912,55.5242,186,293,11
"ZNF286A",0.181785929359995,3.99356943070472e-08,5.23404083185852e-07,175.843454301075,185.220467918089,277.366381818182,3.71173972027931,3.18477097365821,44.5371109044659,140.7678,145.4248,191.81215,205.05135,220.1845,294.8796,186,293,11
"ZKSCAN4",0.00104449946014362,0.000533719395441334,0.0188684298290034,87.2135876344086,95.8473897610921,117.202245454545,1.85250539524014,1.50177635501204,8.9161618159932,68.6695,78.2564,101.30445,105.576725,112.5764,136.04875,186,293,11
"ZNF643",0.912350898742051,0.031336554075632,0.0206664979077097,34.7246053763441,34.0183784982935,49.2233727272727,1.31632065808522,1.07606084557973,8.15644285858053,22.444625,21.7535,35.8354,43.2362,40.5792,55.2356,186,293,11
"ZNF642",0.302580299272492,0.705495213004722,0.421144988857767,64.2190548387097,60.4361918088737,70.9662636363636,1.77696527121799,1.65154073012285,13.8630045452195,51.275275,38.9126,39.40615,78.5355,79.9984,106.8269,186,293,11
"ZNF490",0.771993163528185,0.328682110461439,0.226090522774692,224.404747849462,221.108823890785,247.081063636364,3.70761807767108,2.96569919079972,22.3393328487925,191.9583,186.5187,203.4432,259.9988,254.7695,302.7367,186,293,11
"ZNF626",0.779305323492058,0.40244432536348,0.5168800704999,404.504837634409,415.405601706485,473.569472727273,11.3068624678281,10.4851744014463,81.5207171569424,295.6482,287.6538,267.5934,492.016375,512.0814,564.1521,186,293,11
"ZNF793",0.30669293754517,0.479068663895193,0.750978524411082,156.238602688172,163.744263139932,175.816,3.78720917457087,3.10865069071491,33.8120268806745,121.191825,122.0303,122.3439,183.4266,195.7922,163.10245,186,293,11
"ZNF383",0.747601276705081,0.812339320835008,0.916092084042456,76.3172392473118,77.5525017064846,79.7723090909091,1.27349986607037,1.07994735804359,6.31080357920886,63.23,64.6674,66.67765,87.57735,88.301,84.65735,186,293,11
"ZNF669",0.674803415694657,0.0001381844769337,0.000332011947646427,73.275002688172,75.6657832764505,111.718936363636,2.10561162533943,1.77900055659544,13.3356070655716,55.251825,57.6739,68.7144,88.853125,90.6736,147.5621,186,293,11
"ZNF559",0.916516127756199,0.0277319440352103,0.0357641143458961,390.024721505376,394.349554607509,482.7277,7.71051972247371,6.64348439252924,81.4151683802349,326.138425,314.7449,319.9502,445.8784,455.5006,687.8044,186,293,11
"ZNF177",0.241563544906884,0.0323686832877111,0.100979359841918,82.4606112903226,88.3909750853242,113.1322,2.99400507680837,2.14967749097958,20.5021616614799,59.102275,63.1379,67.4571,97.546275,105.1693,136.0236,186,293,11
"ZNF548",0.000723324641684453,0.00150476961627466,0.0438113680093429,242.128158602151,267.936580204778,322.965854545455,4.68566761082213,4.6799878770257,26.6647426104018,207.9414,227.6986,237.0422,279.843175,306.3465,410.2651,186,293,11
"ZNF563",0.369701044061199,0.50947671658933,0.277322302598426,138.059271505376,131.625564505119,155.573318181818,3.76082686556671,2.79892101360684,31.1103163052031,103.107675,101.1357,95.8871,161.690625,151.9959,158.40285,186,293,11
"ZNF567",0.00352843194443642,0.00198246800319402,0.0378086326401716,108.579377956989,120.066189761092,148.548790909091,2.62781210548704,2.22096093520081,17.1988888197806,89.252925,99.5542,120.8492,132.1424,136.9863,159.43415,186,293,11
"ZNF573",0.65931172185434,0.564055297962028,0.397502677506114,23.9381758064516,22.7538361774744,28.5361363636364,1.06534637979713,0.824771937679817,6.97963554452618,13.6346,12.9112,14.7559,30.253075,28.777,31.8303,186,293,11
"ZNF527",0.626020780857757,0.721554173225996,0.539540348436255,129.839207526882,127.235941638225,137.0285,1.86693234564627,1.87613690038882,13.3873556058218,113.005525,104.0359,108.3156,146.3946,142.0093,151.68345,186,293,11
"ZNF33A",0.60388809984688,0.0675372103133242,0.123706738837693,1338.14626666667,1310.34184027304,1124.09434545455,21.4339638324439,18.6384217289366,102.49809069374,1119.47275,1092.3143,921.42845,1529.780625,1472.3969,1322.9007,186,293,11
"ZKSCAN3",0.522479718382876,0.105347313127238,0.197741376609148,75.6020994623656,78.2113139931741,91.7548818181818,1.86688574836914,1.49688158529303,8.26903575622848,58.347575,59.764,72.26395,92.479125,95.3287,107.5117,186,293,11
"ZNF676",0.624851536023077,0.463380149159012,0.302196474411023,6.74990376344086,5.60000443686007,11.6218363636364,0.901727505319149,0.748893012665924,9.39000769333863,1.444125,1.2479,0.78985,6.66025,4.814,3.8738,186,293,11
"ZNF699",0.996803555179216,0.012553452704022,0.0123191274228764,18.5315612903226,18.6217836177474,29.7088818181818,0.917740342792427,0.706016204291291,7.41016903493642,8.6706,9.8103,15.0654,26.17465,25.5698,30.6649,186,293,11
"ZNF250",4.06181208223444e-07,4.06655184888027e-05,0.014410868382745,202.872924731183,242.26658225256,309.952381818182,4.27540830959266,5.17712729612716,27.3193784985238,163.947525,187.86,255.58255,234.68785,272.952,363.32865,186,293,11
"ZNF79",0.0223923313008479,0.00178501636873385,0.0212289850583917,108.611883870968,114.259316723549,132.891754545455,1.4179750184619,1.40726006164269,10.6323647203361,94.90835,98.662,117.6692,120.921725,126.168,138.066,186,293,11
"ZNF681",0.000304969671186317,0.000549264401505045,0.0253767874682792,99.8648021505376,117.858417064846,157.137236363636,3.07839303663982,3.03698472406986,22.5242760430861,69.17795,83.2883,103.33335,119.011,147.8314,185.4189,186,293,11
"ZNF766",0.904745019336296,0.359424060972576,0.424111641248043,486.287972580645,490.21312116041,527.936063636364,7.64755449603669,5.53139857911378,24.9978234931228,422.0662,424.0196,485.72505,541.358675,549.9351,533.6361,186,293,11
"ZNF471",0.175060011097445,0.11272636485159,0.302617037302994,195.386640860215,210.740685324232,252.332818181818,5.88832854460054,5.73167465370142,28.2047888705183,149.9784,150.5703,201.3807,243.5263,252.742,287.4008,186,293,11
"ZNF836",0.0916488396220916,0.0240728830063066,0.109781697279601,124.622130107527,131.890818088737,154.773745454545,2.82315942331242,2.10050675084239,11.4636654041633,98.667175,107.0703,133.6761,146.037325,157.0084,159.42995,186,293,11
"ZNF493",0.852043420918997,0.8694115712148,0.936634012904909,256.508633333333,260.964912627986,270.296545454545,6.25510180914753,5.20724292029101,32.8781270110122,206.26005,197.1466,168.50545,300.672125,309.2083,338.44465,186,293,11
"ZNF167",0.299164234815524,0.216892188581578,0.43224331913854,74.5633252688172,70.1175174061433,57.9883727272727,2.21163733638175,1.9367454493874,8.31853560161218,55.0509,47.2692,44.083,90.486025,89.9508,77.3463,186,293,11
"ZNF565",0.526606021908235,0.00551132297897083,0.0015954417113988,70.6426021505376,69.0136624573379,86.1878272727273,1.11991436498524,0.957647838745898,6.25374668261996,59.9273,57.8082,73.0913,80.454625,77.7778,103.5735,186,293,11
"ZNF34",0.0183207595107719,0.0624987693210021,0.315064206777718,101.144046236559,111.9356221843,130.784836363636,2.81042516894572,2.58967736809323,14.8452498567985,75.0149,80.7013,97.27605,117.412175,130.6011,172.16095,186,293,11
"ZNF140",0.99912723875684,0.999848889343531,0.999988438035844,572.16159516129,572.648551877133,572.832118181818,8.47136101881818,8.11863386737359,41.2968749918657,490.649425,485.7965,473.2467,629.998775,648.1591,676.5848,186,293,11
"ZNF658",0.446063583156669,0.0456386438478921,0.103508630483104,49.2558440860215,51.1802470989761,61.7907909090909,1.16422211344029,1.01129980668159,6.96412912051274,38.6817,39.1283,50.03635,59.036175,60.3591,78.6765,186,293,11
"ZNF765",0.591307234233734,0.903101493859496,0.989843404518065,300.279474731183,288.073915699659,282.508990909091,10.8178326598619,7.22561612321673,35.8259574380833,201.878525,202.919,190.7956,368.78875,338.5927,351.1831,186,293,11
"ZNF124",0.180335808308715,1.5999628514507e-05,0.000138462385266713,52.142538172043,57.0795105802048,94.5844818181818,1.84029521816047,1.76655399193685,20.6413315560522,37.2459,36.1832,46.6036,61.8881,70.0138,138.7495,186,293,11
"ZNF569",0.373781602150788,0.00910385132812752,0.0274794276666548,120.349080107527,125.195161433447,155.755118181818,2.53104195290914,2.40948805900149,8.36552009990813,96.7186,96.0866,149.20155,140.252075,148.2605,172.34905,186,293,11
"ZNF777",0.396273609946692,0.818570308899002,0.975396516120002,617.904605376344,633.567132081911,641.9622,8.78265060007586,7.8116399079651,40.1410790155241,552.78905,547.5212,617.872,682.7378,710.7409,716.6544,186,293,11
"ZNF605",0.239067380055234,0.0133828033754541,0.0480856433467315,486.508574193548,508.017501706485,611.085272727273,9.29989596251526,8.62483741994043,64.2460937555755,411.81905,402.2407,426.38675,543.320875,589.6852,721.873,186,293,11
"ZNF799",0.337090935254583,0.498106332019453,0.758748034904337,163.123576344086,170.311104778157,182.147336363636,3.58433307766413,3.36630579010152,16.659045655948,129.7081,132.0793,139.5961,189.4423,195.5178,221.0473,186,293,11
"ZNF782",0.0016911644618689,5.53582209517067e-07,6.4374733971917e-05,82.7689010752688,95.7786034129693,148.5801,2.4222131908234,2.4156170748311,27.2373584012674,64.9295,67.8159,81.41605,101.30625,115.3315,233.09045,186,293,11
"ZNF846",0.999572574094606,0.861377482526863,0.854459960235123,95.4300677419355,95.5151853242321,90.1644090909091,2.3873169259854,1.92219756771608,7.04545112768715,71.8569,74.1041,71.0193,111.17405,111.3534,102.3213,186,293,11
"ZNF136",0.367236129752728,0.0129739577936707,0.0379964115902787,235.66012688172,244.287209556314,295.673463636364,4.90108165804284,3.95844621931201,28.4856414983003,197.234775,204.1473,248.1179,272.668075,285.5649,334.12295,186,293,11
"ZKSCAN5",0.512454082103192,0.0120223739727338,0.0289905319133751,327.071713978495,334.48436996587,390.817318181818,4.17135072943086,4.47978983232571,41.0339341169162,289.93055,287.7759,312.4849,353.926675,368.6582,412.90295,186,293,11
"ZNF33B",0.771424383089814,0.169522191562608,0.241299838047437,1042.41864354839,1021.64457030717,861.824190909091,20.8079016882654,20.0494454646488,114.102077887512,850.607325,763.4315,723.0493,1198.17965,1199.3464,1009.9058,186,293,11
"ZNF431",0.803625851951143,0.0395522855035626,0.0602164304600543,139.01911344086,142.932347440273,189.228618181818,5.5482516157222,3.37138137723117,30.9408242271005,95.929925,104.2116,120.1994,163.259075,173.8829,219.25285,186,293,11
"ZNF418",0.0216136340288928,0.00780975767237879,0.0681729606520566,112.106518817204,122.962313993174,152.633036363636,2.85335146245064,2.62169366301359,21.474190769722,85.905825,92.1788,114.79115,133.797275,144.711,211.90685,186,293,11
"ZNF700",0.216749754346452,0.312045402912434,0.600758692054563,253.937182795699,267.23612116041,292.312609090909,5.41840072820624,5.24476395527012,35.5108581083447,207.1654,212.1876,228.43595,297.304575,300.7262,351.4509,186,293,11
"ZFP28",0.155744343038308,0.00238169293644619,0.0131967409183033,183.914783333333,192.461200682594,235.458472727273,3.24119246674099,3.04814453044468,16.7103354231015,159.98445,161.5417,206.6016,211.3927,212.9894,265.20905,186,293,11
"ZNF585A",0.849617878250056,0.098119778561443,0.133818005221411,120.988170430108,122.782947440273,143.547654545455,2.4090963358409,2.04884703723438,20.0864442512555,96.715075,99.4728,107.4194,140.26385,142.919,142.1666,186,293,11
"ZNF138",0.00120662510335134,0.000757195019679191,0.0236947419028903,173.62292688172,194.691413651877,245.812636363636,3.73702594241849,3.976935123137,32.0211537270408,144.819,146.0174,174.6369,200.864475,227.1491,288.3579,186,293,11
"ZNF429",0.00307711665885202,0.996135973735218,0.521315899654741,191.519869354839,171.576332423208,193.201063636364,4.91292488345996,3.65836155665569,23.384905608192,140.5041,127.6978,163.36985,232.2951,204.3,237.163,186,293,11
"ZNF470",0.927495380769552,0.71781460302178,0.642408743241785,214.859748387097,212.88103890785,228.615318181818,3.9290984432891,3.47700106191626,14.4007163096703,176.9497,173.8722,192.3977,245.487825,243.6636,273.006,186,293,11
"ZNF100",0.290870195086746,0.103638733556246,0.245080524620693,169.840183333333,179.003543003413,211.051663636364,4.54805089392928,3.85361583652149,26.9699108506912,128.147125,129.7935,145.2667,197.109875,218.3236,268.49845,186,293,11
