"gene","p-adj-Dead-Alive","mean-Alive","mean-Dead","SEM-Alive","SEM-Dead","Q1-Alive","Q1-Dead","Q3-Alive","Q3-Dead","count-Alive","count-Dead"
"ZNF195",0.00278597705854278,376.071248049281,475.71368,4.68320210508437,39.4814067451751,306.32875,441.715275,430.7278,499.0796,487,10
"ZNF263",0.00426667742044862,829.544714579055,1009.10876,8.76162823466121,94.5207727296259,700.1915,830.27715,932.55915,1089.040225,487,10
"ZNF200",0.00948339036416856,182.312650102669,224.1517,2.25824883357689,22.3316454580788,148.84195,166.929025,208.4739,270.959125,487,10
"ZNF582",0.924980571200856,85.6167901437372,84.77967,1.26312498925417,7.70557022790151,69.4403,71.857725,98.22285,91.0264,487,10
"ZNF285",0.0716017120430018,119.787219507187,143.39731,1.8495954729001,14.8039469994957,89.6004,105.1082,139.2879,172.84055,487,10
"ZNF275",0.969026935736455,967.95851724846,971.09323,11.3954807935894,96.9710963568252,809.51455,857.48945,1125.0524,1037.667025,487,10
"ZNF37A",0.840550429563561,502.325785010267,492.29282,7.10076933897039,35.8680069082054,395.9298,465.646125,611.49175,563.47185,487,10
"ZNF510",0.936850697779197,310.49405174538,312.93831,4.37383138417797,30.5363935805402,252.73225,264.178375,362.7035,362.0169,487,10
"ZNF506",0.0423727799923161,484.943026488706,552.92499,4.69740951100498,45.9334370918578,411.0239,436.110875,551.9545,609.168325,487,10
"ZNF324",0.0174068290391349,195.825311088296,229.12012,1.91439923499942,29.2570634669981,167.5672,181.206375,221.9532,232.894425,487,10
"ZNF671",0.746331178706023,147.318910882957,154.89592,3.32068506521192,23.1769445784805,96.1875,132.73475,195.49925,182.997625,487,10
"ZNF416",0.111202882022709,121.814635318275,136.61767,1.30099690316188,13.6780131244519,103.93485,117.916525,137.07145,141.2833,487,10
"ZNF586",0.000432241973934544,207.078257905544,270.39404,2.48888118966824,30.2662471498834,167.8057,179.203975,238.49515,352.9326,487,10
"ZNF446",0.683549432322512,480.9134862423,503.66014,7.83647063536505,78.2819643667162,371.9217,348.121125,542.7461,585.9697,487,10
"ZNF8",0.000126944943655172,65.030823613963,93.00694,0.895451329436411,26.7969833832227,50.9697,49.15155,77.1184,96.9368,487,10
"ZNF264",0.645838511218261,774.075918480493,804.3722,9.29856653620044,81.0208585875541,663.0469,714.228775,899.61625,824.245025,487,10
"ZNF213",0.888868113592815,636.090487268994,628.22869,7.9952986181698,48.0308590579002,526.86705,510.596525,718.94785,705.464025,487,10
"ZNF343",0.460845705078361,264.186634086242,277.48152,2.54836312502798,20.2561045638527,228.0888,263.3036,296.691,298.661,487,10
"ZNF302",0.729035897999539,646.605134907598,665.96735,7.9575714450298,40.6757506470358,526.37745,552.6164,732.62535,768.88495,487,10
"ZNF268",0.995267475247872,343.462767761807,343.6998,5.68342257954647,32.1666829690218,266.0121,314.19055,419.5062,421.229725,487,10
"ZNF184",0.308015377858794,207.636418069815,226.00296,2.5568800117907,16.3078045329713,167.78315,192.304875,237.88035,257.253275,487,10
"ZNF500",0.250048238431105,313.543293429158,345.21084,3.91443401922291,21.4104846955577,259.20645,313.083,361.83655,393.2151,487,10
"ZNF419",0.00028436185714753,238.452450513347,333.2304,3.61321442407039,43.5931757846722,180.09925,260.858975,285.462,330.6638,487,10
"ZNF175",0.680613183904238,142.763743531828,148.6028,2.00622122454154,15.7181646351814,115.37375,123.111525,168.93275,161.325875,487,10
"ZNF14",0.732952769456803,245.205604722793,251.54472,2.63628235379213,17.4517245084057,206.66395,239.592775,275.002,268.92095,487,10
"ZNF85",0.113377276943282,117.796040246407,138.77137,1.86828737545818,15.7184810824643,91.3399,96.446075,135.4071,170.254825,487,10
"ZKSCAN1",0.422618934137631,1479.21537084189,1224.30966,45.3544724888537,165.18884684349,760.9239,910.36155,1918.1834,1660.3712,487,10
"ZNF862",0.333797979341743,727.948447638604,846.63885,17.4654128257533,94.8211501397942,502.40505,637.65135,870.59955,994.118375,487,10
"ZNF684",0.356765812610858,35.8608028747433,39.10287,0.496168874251877,4.28625308943345,29.3133,30.045925,41.4739,46.483,487,10
"ZNF430",0.848951388554688,112.873929979466,116.11879,2.42461856416794,12.9299046668948,80.24075,101.098625,143.40225,133.00465,487,10
"ZFP30",0.11484657353318,200.68530513347,233.30187,2.91295200014449,25.7845676706611,158.51505,197.40135,234.33775,295.06875,487,10
"ZNF549",0.0121518319898197,225.625682956879,279.20849,2.96518843033653,36.0928413710514,185.1524,230.008075,259.17225,303.969675,487,10
"ZNF211",0.0569631150535568,225.991188706366,270.02452,3.21040132752688,39.9745671990935,180.14235,189.092575,258.0478,303.00495,487,10
"ZNF205",0.228005807623235,401.747547433265,479.18774,9.1054274370587,61.731210348928,281.35405,343.004875,464.523,558.995725,487,10
"ZNF45",0.143875813565609,259.206051129363,286.12966,2.59915999785978,21.5759170088123,223.4922,260.92355,299.21705,308.788425,487,10
"ZNF133",0.0881340928604041,316.472893429158,381.00325,5.30710198665676,52.8838748957316,235.9033,292.45635,374.1723,425.826025,487,10
"ZNF436",0.921618799808719,623.377886447639,617.57064,8.36422994841977,59.6318459375622,513.52405,515.9379,714.8539,675.651575,487,10
"ZNF484",0.995778346910253,64.2282862422998,64.18723,1.10607627164322,4.93345474177297,48.8736,55.99015,79.365,75.359425,487,10
"ZNF780B",0.00420511117459166,352.567765913758,465.37779,5.49099228149911,60.3746970254472,268.85005,347.647275,423.28705,555.060875,487,10
"ZNF557",0.943664018654505,168.397169815195,169.22181,1.65467660541812,11.4674132064584,146.1857,140.82605,191.16795,185.82015,487,10
"ZNF337",0.0486531751772683,491.46720513347,612.52864,8.52578780753347,105.023638446579,366.43805,478.5028,578.6078,630.35405,487,10
"ZNF317",0.0699442148786218,638.992678028747,703.54354,4.90140457621274,70.0071119140893,572.46725,602.51265,706.47475,704.50405,487,10
"ZNF426",0.840347578690388,121.784239014374,117.71164,2.87537076483938,16.154777849865,77.49565,80.088525,156.37425,144.540575,487,10
"ZNF331",0.706676818244179,794.555608829569,754.68387,15.0627473999179,87.3004927305021,590.60155,607.841,922.30445,960.28955,487,10
"ZNF227",0.474096385006564,408.080872895277,429.30462,4.1963185955251,31.5502210434546,350.91975,371.44355,462.6074,498.542575,487,10
"ZNF141",0.417930861902723,87.8312595482546,97.11067,1.61502368179563,14.1992084060505,64.7903,64.5644,105.62205,119.0158,487,10
"ZNF304",0.140349894221588,350.560627104723,412.42856,5.87100966735382,62.705369266184,267.91785,303.24715,418.12455,471.2883,487,10
"ZNF132",0.5538267707517,146.617964887064,155.24074,1.99079550205255,31.5296254243606,115.82815,95.918925,175.822,166.0292,487,10
"ZNF20",0.571652151198644,121.618146817248,126.38578,1.18377688476801,11.7787658948711,104.28625,102.724825,137.0939,125.207525,487,10
"ZNF670",0.00746643202426012,67.3288716632444,86.28422,0.99863079124129,7.79180929316591,52.7315,69.24615,79.19045,101.74495,487,10
