"gene","p-adj-T2-T1","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","mean-T1","mean-T2","mean-T3","mean-T4","SEM-T1","SEM-T2","SEM-T3","SEM-T4","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q3-T1","Q3-T2","Q3-T3","Q3-T4","count-T1","count-T2","count-T3","count-T4"
"ZNF671",0.977065936459216,0.759726114478592,0.919634163384547,0.0326658420511254,0.0469010142492868,0.0971449437901705,214.161238095238,205.343576,190.677335294118,61.78095,15.6589003902078,15.5755998745434,16.6126729096497,42.38575,158.6912,149.3845,163.1442,40.588075,278.0766,261.6318,246.9136,82.973825,21,25,17,2
"ZNF416",0.982475364320652,0.978057868861428,0.87004997900105,0.0255879843096792,0.0161940964886046,0.043139060328993,128.45600952381,131.840976,124.422758823529,62.094,7.69741245791914,5.63975608470579,7.19474779834864,5.6247,102.5757,119.0909,113.6443,59.28165,151.3208,151.7202,145.2068,64.90635,21,25,17,2
"ZNF586",0.937193225364686,0.94934397245535,0.999999548513116,0.538632266959214,0.678939208592665,0.693258786639432,147.22100952381,139.148372,138.989976470588,100.58095,8.96502974784033,9.65260601690638,12.4525068763327,33.19095,118.7718,118.4501,99.2634,83.985475,166.7925,155.0548,173.9859,117.176425,21,25,17,2
"ZNF446",0.376889082491771,0.976081992918298,0.218088955897645,0.00197390976814915,0.0128767295934868,0.00125075175684908,260.383638095238,309.260804,246.632529411765,546.20545,21.3616162424129,24.4715315230041,17.4298049220753,35.67915,215.1419,241.2393,190.8757,528.365875,279.653,426.0913,277.8308,564.045025,21,25,17,2
"ZNF8",0.931807845230015,0.924940864041275,0.99981394724701,0.923304933354117,0.819278953444072,0.809617463510911,97.4364666666667,93.079476,92.4616411764706,108.81065,4.96078609400688,4.79445325340398,6.67139960729017,16.31545,84.3775,77.9405,82.1707,100.652925,106.897,109.8131,110.5002,116.968375,21,25,17,2
"ZNF264",0.838865202344671,0.665208953970585,0.211017842272697,0.586524897897364,0.37945330328768,0.873363419549927,696.48849047619,735.61026,637.3302,547.49065,28.0476323977112,35.2858051131211,40.4971365491665,84.63655,595.6248,601.108,592.2764,505.172375,775.9662,853.1657,717.9487,589.808925,21,25,17,2
"ZNF213",0.84049842079808,0.948798326361835,0.540637064727266,0.944885187623047,0.808667210455929,0.989226472639943,480.636890476191,528.851512,446.002711764706,399.9638,43.7228612859266,41.0081316750102,43.4307275925477,122.5143,357.7358,426.0865,327.3142,338.70665,540.6953,631.4199,480.5915,461.22095,21,25,17,2
"ZNF343",0.137708187440715,0.956263600098611,0.0563834169546045,6.62600335910035e-06,0.000143398754074542,3.5114094339983e-06,194.248361904762,232.65382,184.376611764706,431.38435,9.97260844757726,10.3215867493408,14.3823947628686,161.64755,161.9421,202.2639,150.993,350.560575,207.394,262.2356,234.3344,512.208125,21,25,17,2
"ZNF302",0.999743268049671,0.260933500430242,0.26721133292333,0.373927956274988,0.38748872154462,0.854575008933982,543.777823809524,538.925088,432.842070588235,322.98705,31.4518818119353,44.3203553934771,37.6931195035185,203.32875,431.5409,383.6364,325.012,221.322675,653.7736,637.84,512.2863,424.651425,21,25,17,2
"ZNF268",0.612276892430898,0.981889626579231,0.869200161077698,0.0789287825666896,0.21052233277889,0.11918276781281,432.888338095238,378.084768,414.441235294118,159.62615,30.87278083719,27.5075993889511,43.8271280859543,77.38935,360.9051,276.4921,311.4316,120.931475,536.9811,445.5619,547.0443,198.320825,21,25,17,2
"ZNF184",0.0238318455216716,0.301978259004609,0.787003867218686,0.0802979042732528,0.00310321016004866,0.011957770936296,113.4233,77.185536,89.4373941176471,188.79995,11.8123866773178,6.23215520910137,9.19773859400837,26.51925,72.1883,52.3597,68.224,175.540325,123.7151,93.0451,87.6155,202.059575,21,25,17,2
"ZNF500",0.00399999178803012,0.765803439186426,0.100399977648685,0.699117007960136,0.0657957323894632,0.443994284828092,249.612285714286,324.188752,272.082882352941,192.64685,10.1046872617454,17.2188796291514,17.723360476348,5.26984999999999,216.9687,288.6626,206.2434,190.011925,286.4889,393.0655,325.0333,195.281775,21,25,17,2
"ZNF419",0.821182477925927,0.561270012705867,0.948791243699028,0.267140918957519,0.444837367889846,0.60066164350997,242.281747619048,223.413612,210.943364705882,142.5823,21.6945085635212,9.54491751064988,14.76706300046,92.6151,178.9361,192.7964,195.7615,96.27475,265.4948,251.9525,248.5902,188.88985,21,25,17,2
"ZNF175",0.363359333394149,0.962417628188299,0.724511905445561,0.999983061845492,0.923635863835771,0.998058068754763,197.837976190476,228.12496,207.6748,199.4978,12.5310383672093,11.6598095668011,18.1252138415256,5.54610000000001,153.0307,190.4166,158.2005,196.72475,236.0341,272.0333,244.8079,202.27085,21,25,17,2
"ZNF14",0.991586147728508,0.714107124353615,0.521062981565341,0.071011072336477,0.0517623586055095,0.197397539155189,232.803895238095,237.823364,212.420952941176,124.1891,14.9734121584123,10.6353927253626,13.4496763124677,7.96100000000001,171.9506,197.2727,171.0543,120.2086,275.4802,265.9359,251.938,128.1696,21,25,17,2
"ZNF85",0.999942023940836,0.834122486534354,0.791538448801243,0.169848693020105,0.158128302312381,0.334861273930758,150.88889047619,151.862944,134.222335294118,57.33655,17.7814007383798,8.28929374859338,13.4164401847108,27.09325,81.8702,129.7236,90.9653,43.789925,200.3694,173.4747,171.4744,70.883175,21,25,17,2
"ZKSCAN1",0.488751866078104,0.353366903152357,0.980982214231247,0.960699504817032,0.70950417759197,0.622209075814789,1033.3721047619,1327.895572,1411.53876470588,779.45005,131.37867132119,147.379058613911,180.769739684486,528.90185,625.6895,828.6464,718.515,514.999125,1244.1718,1740.4651,1894.7154,1043.900975,21,25,17,2
"ZNF862",0.0918163604850804,0.999973471143066,0.112995487217338,0.538335967824782,0.106238760415558,0.558212746281188,572.504028571429,721.80198,569.614035294118,361.566,50.9358306915921,34.0925645943931,56.9387755738294,188.3244,422.9056,632.171,407.5852,267.4038,638.4792,828.6642,674.3421,455.7282,21,25,17,2
"ZNF684",0.0524469068960131,0.0894635037077431,0.999999090552929,0.0318791902865571,0.290450589740414,0.307923833987932,241.246757142857,169.35806,168.962723529412,47.85255,32.4898360374335,9.4659387103481,9.70704906969721,19.58165,154.8387,129.371,137.218,38.061725,230.4564,201.3804,192.0112,57.643375,21,25,17,2
"ZNF430",0.967438875874371,0.999998674585682,0.975360638282337,0.163794856516935,0.108632535999043,0.168487527800102,130.053376190476,137.092028,130.313029411765,49.59195,11.9651205617688,10.4425076526626,11.5618052127493,24.37265,87.8386,106.6597,105.147,37.405625,176.5092,160.7251,166.3075,61.778275,21,25,17,2
"ZFP30",0.995193353463049,0.648192275926987,0.480948110917189,0.3799369416931,0.323001439279328,0.700092671892034,192.382761904762,196.633184,169.383211764706,120.50335,13.4456018632408,11.1649033212439,15.5724675003955,49.77965,158.6082,164.1274,129.8077,95.613525,231.5864,218.3362,221.0721,145.393175,21,25,17,2
"ZNF549",0.996785270441996,0.531599626782376,0.622149600269181,0.205197746060065,0.232818423280858,0.521228671057415,231.710142857143,227.72838,203.097770588235,136.7314,15.6250706813359,10.4705724047064,17.5132012321373,41.728,166.3694,192.116,136.9919,115.8674,280.5637,264.8557,253.5841,157.5954,21,25,17,2
