"gene","p-adj-Current reformed smoker for < or = 15 years-[Unknown]","p-adj-Current reformed smoker for > 15 years-[Unknown]","p-adj-Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","p-adj-Current Reformed Smoker, Duration Not Specified-[Unknown]","p-adj-Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","p-adj-Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","p-adj-Current smoker-[Unknown]","p-adj-Current smoker-Current reformed smoker for < or = 15 years","p-adj-Current smoker-Current reformed smoker for > 15 years","p-adj-Current smoker-Current Reformed Smoker, Duration Not Specified","p-adj-Lifelong Non-smoker-[Unknown]","p-adj-Lifelong Non-smoker-Current reformed smoker for < or = 15 years","p-adj-Lifelong Non-smoker-Current reformed smoker for > 15 years","p-adj-Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","p-adj-Lifelong Non-smoker-Current smoker","mean-[Unknown]","mean-Current reformed smoker for < or = 15 years","mean-Current reformed smoker for > 15 years","mean-Current Reformed Smoker, Duration Not Specified","mean-Current smoker","mean-Lifelong Non-smoker","SEM-[Unknown]","SEM-Current reformed smoker for < or = 15 years","SEM-Current reformed smoker for > 15 years","SEM-Current Reformed Smoker, Duration Not Specified","SEM-Current smoker","SEM-Lifelong Non-smoker","Q1-[Unknown]","Q1-Current reformed smoker for < or = 15 years","Q1-Current reformed smoker for > 15 years","Q1-Current Reformed Smoker, Duration Not Specified","Q1-Current smoker","Q1-Lifelong Non-smoker","Q3-[Unknown]","Q3-Current reformed smoker for < or = 15 years","Q3-Current reformed smoker for > 15 years","Q3-Current Reformed Smoker, Duration Not Specified","Q3-Current smoker","Q3-Lifelong Non-smoker","count-[Unknown]","count-Current reformed smoker for < or = 15 years","count-Current reformed smoker for > 15 years","count-Current Reformed Smoker, Duration Not Specified","count-Current smoker","count-Lifelong Non-smoker"
"ZNF302",0.659424053121552,0.336313131391851,0.990149252142882,0.906609001961137,0.999986398150957,0.985989321037424,0.708918021938446,0.999999692563967,0.984115487968291,0.999998760304492,0.729398634131709,0.980333406505928,0.728909663055602,0.999504911704131,0.990021129356494,626.167433333333,442.676125,355.431133333333,468.1258,452.3918,512.107163043478,95.7676732253275,131.871786227699,135.821982045229,100.6689,53.3825030924772,26.3979141733853,568.002075,301.33965,271.88455,417.79135,418.762125,372.210375,753.907775,526.044875,489.9443,518.46025,518.892925,617.48445,6,4,3,2,4,46
"ZNF268",0.903527143249681,0.601341568547459,0.990219409951629,0.994883355409382,0.999770833669243,0.971670862635286,0.849374031129447,0.999996138152505,0.996225236622579,0.998980943732731,0.966231521506385,0.989373429980189,0.775031035040196,0.999997162680351,0.969656189654258,461.289783333333,356.1446,283.455666666667,393.7376,342.6805,406.666223913043,70.3088151023394,116.143388753651,154.096279088133,24.4847,102.20476232474,20.5849592243011,390.8324,216.917675,130.60985,381.49525,252.42615,327.026675,543.0092,428.576975,376.84515,405.97995,459.57005,504.49755,6,4,3,2,4,46
"ZNF184",0.542543186294262,0.999841596264854,0.83863629965889,0.999987008746954,0.873158528802707,0.999999882395649,0.917079027898713,0.987941314796338,0.99024879640347,0.990826597557036,0.702297490153559,0.946151710764599,0.975257139748937,0.982282870431191,0.999999992247113,121.94965,70.580425,113.425066666667,116.01025,91.676775,92.533497826087,22.8297933165378,11.5418210337721,22.1166399936287,54.22865,32.7833006344281,6.65191092293861,88.6775,61.043325,94.3068,88.895925,59.789075,67.5361,142.4014,84.43855,132.61375,143.124575,98.1819,105.72025,6,4,3,2,4,46
"ZNF500",0.999797211299914,0.999772436372694,0.999999997586571,0.998579488650202,0.999973766777417,0.999990286721028,0.999121128392213,0.992099273155069,0.993015794138464,0.986501320389461,0.963498545475238,0.999316695471575,0.99980691070677,0.999999991274854,0.866943853294452,303.722933333333,289.7875,288.0949,277.42835,322.541975,275.358317391304,42.3079068428166,41.4540153116076,5.08875304012028,38.66365,56.9877791163798,11.254016796616,224.24055,260.9193,283.11135,258.096525,293.5547,219.555825,374.09135,323.19885,291.47815,296.760175,364.818025,321.6164,6,4,3,2,4,46
"ZNF419",0.836367867619061,0.99908971332878,0.984296975893969,0.901575850339123,0.999999116290172,0.9866928927054,0.996698443639735,0.986047870733335,0.999999812945924,0.988718264076947,0.999035333949938,0.847456927309735,0.999982201177876,0.930012263479571,0.999732534938011,240.308083333333,181.83975,220.698266666667,175.93255,216.881075,228.12537173913,30.9002293658738,37.8223233420313,15.9144025764225,19.82895,35.7530610270266,11.5090343687051,196.196875,144.84,204.8309,166.018075,201.015475,192.744575,295.8057,220.30195,229.6908,185.847025,260.1938,251.570775,6,4,3,2,4,46
"ZNF175",0.0634101694941385,0.869580794252593,0.745626396686281,0.689719353166834,0.975121789525067,0.997891536574883,0.658980692953866,0.824173752022202,0.999893964332956,0.999854756577266,0.444656145215317,0.359794494168395,0.999999999966862,0.994144764684564,0.999431432955292,261.440783333333,149.94885,213.278233333333,189.1231,202.341575,212.85437826087,42.3124956640582,21.8514702639777,31.4125894832169,36.0924,35.2300388583704,8.04272068580907,231.2678,128.06925,197.5134,171.0769,168.639425,185.26395,316.59925,175.95595,244.69075,207.1693,250.8326,247.344725,6,4,3,2,4,46
"ZNF14",0.952667694695711,0.999999987930106,0.981460127464868,0.527851733386993,0.925643465864754,0.663023653067786,0.949581680846941,0.999999999960302,0.980097336938838,0.928624736001241,0.999726994781421,0.959481580439081,0.999982986566222,0.494971076121401,0.956016872834964,238.453283333333,204.048025,236.7953,152.46125,203.5196,230.819602173913,23.1597902505674,28.393589972867,7.84298033679374,1.27435,39.3081619239355,9.27053205260422,234.08115,164.48955,229.22395,151.824075,156.310725,181.32345,268.25755,230.947975,242.35305,153.098425,253.950925,273.327525,6,4,3,2,4,46
"ZNF85",0.944608981512557,0.999888409026285,0.994201651743591,0.941019333000501,0.999962771900024,0.987971168914405,0.999961716771521,0.9166158088123,0.998868272375163,0.913992684890861,0.996145028328363,0.647215363505252,0.987045328603964,0.765739879444438,0.999976169833226,138.230683333333,102.0954,127.7493,91.8141,145.93725,151.59352826087,29.5126938254532,22.1833766105764,44.054925607965,26.3612,24.1706745235661,9.20586787660636,90.333,76.51715,95.7025,78.6335,145.034975,115.08395,189.79345,122.45695,169.95245,104.9947,170.318275,179.257875,6,4,3,2,4,46
"ZKSCAN1",0.803722806736007,0.994640138426174,0.627805120314682,0.851797535532504,0.999986212743533,0.694619560100589,0.71778478782501,0.999992301723616,0.544737036734381,0.999999978502777,0.70648621426551,0.999052956895678,0.55300642231693,0.997448349620422,0.993275737936995,1628.9311,1058.2696,1892.24526666667,963.37125,989.3522,1193.16761956522,326.582460013717,561.561760288221,169.264430515376,359.54545,266.862884708605,99.8877126107996,995.514375,457.354325,1729.25935,783.598525,707.290825,727.0148,2007.62665,1158.760325,2013.29235,1143.143975,1016.951025,1486.08355,6,4,3,2,4,46
"ZNF862",0.999296099883591,0.999893864917721,0.999999646145294,0.994685365623257,0.973122273090049,0.985777269214231,0.487642533952829,0.780840403118612,0.792611704773747,0.457692712728873,0.999871044385026,0.99991514361015,0.999998417215365,0.974896743224417,0.356551805499082,588.027933333333,638.422175,625.5482,490.68645,845.723775,611.987734782609,59.1331724290896,122.091452398167,123.675447313577,42.76975,157.878336006873,33.3109674568949,463.9706,520.478925,511.7362,469.301575,715.92125,429.704125,680.9399,818.26275,724.3688,512.071325,945.753925,759.30575,6,4,3,2,4,46
"ZNF684",0.927451015470711,0.998045744208767,0.998310848991141,0.995879091870704,0.999874890435704,0.999996768578044,0.796365934606039,0.999730412527158,0.983374010995201,0.996771369180987,0.829013413094111,0.999969368877624,0.999004842491102,0.999984489041504,0.992533725131279,238.574566666667,175.06065,207.557833333333,196.66,154.444175,184.842273913043,67.5762592478437,31.8595750893537,1.0992166367211,37.1762,7.82626508244035,14.9430150991817,163.882775,164.802575,206.79175,178.0719,146.8986,131.224525,196.878825,203.562825,208.62355,215.2481,163.369925,207.4926,6,4,3,2,4,46
