"gene","p-adj-Current reformed smoker for < or = 15 years-[Unknown]","p-adj-Current reformed smoker for > 15 years-[Unknown]","p-adj-Current reformed smoker for > 15 years-Current reformed smoker for < or = 15 years","p-adj-Current Reformed Smoker, Duration Not Specified-[Unknown]","p-adj-Current Reformed Smoker, Duration Not Specified-Current reformed smoker for < or = 15 years","p-adj-Current Reformed Smoker, Duration Not Specified-Current reformed smoker for > 15 years","p-adj-Current smoker-[Unknown]","p-adj-Current smoker-Current reformed smoker for < or = 15 years","p-adj-Current smoker-Current reformed smoker for > 15 years","p-adj-Current smoker-Current Reformed Smoker, Duration Not Specified","p-adj-Lifelong Non-smoker-[Unknown]","p-adj-Lifelong Non-smoker-Current reformed smoker for < or = 15 years","p-adj-Lifelong Non-smoker-Current reformed smoker for > 15 years","p-adj-Lifelong Non-smoker-Current Reformed Smoker, Duration Not Specified","p-adj-Lifelong Non-smoker-Current smoker","mean-[Unknown]","mean-Current reformed smoker for < or = 15 years","mean-Current reformed smoker for > 15 years","mean-Current Reformed Smoker, Duration Not Specified","mean-Current smoker","mean-Lifelong Non-smoker","SEM-[Unknown]","SEM-Current reformed smoker for < or = 15 years","SEM-Current reformed smoker for > 15 years","SEM-Current Reformed Smoker, Duration Not Specified","SEM-Current smoker","SEM-Lifelong Non-smoker","Q1-[Unknown]","Q1-Current reformed smoker for < or = 15 years","Q1-Current reformed smoker for > 15 years","Q1-Current Reformed Smoker, Duration Not Specified","Q1-Current smoker","Q1-Lifelong Non-smoker","Q3-[Unknown]","Q3-Current reformed smoker for < or = 15 years","Q3-Current reformed smoker for > 15 years","Q3-Current Reformed Smoker, Duration Not Specified","Q3-Current smoker","Q3-Lifelong Non-smoker","count-[Unknown]","count-Current reformed smoker for < or = 15 years","count-Current reformed smoker for > 15 years","count-Current Reformed Smoker, Duration Not Specified","count-Current smoker","count-Lifelong Non-smoker"
"ZNF714",0.927128859587522,0.276112181991414,0.0702589970827321,0.999849323253254,0.929066539340643,0.703058357624543,0.634905639635783,0.994600060241131,0.0194515138156798,0.73078682476839,0.999981357030981,0.896407218744513,0.0959885657966469,0.998821485700227,0.486912547664741,290.769383333333,212.042425,483.0537,316.953,164.429725,281.645006521739,53.8109467800398,53.7889427758992,52.7408961409455,171.9119,25.6033182613236,18.8739821981453,199.00505,152.208525,435.4567,230.99705,145.0016,180.664675,379.896625,253.9895,526.52695,402.90895,177.396125,348.8993,6,4,3,2,4,46
"ZNF394",0.999596819848398,0.999998615652905,0.999978763511544,0.997863592495628,0.987095459517867,0.997065468848998,0.938048593916068,0.993026775877448,0.982188140053279,0.878045850456872,0.980478876571339,0.999948533863146,0.99865664001185,0.94002807210291,0.993223631721561,519.481333333333,561.6485,534.177833333333,444.18035,645.492725,584.062904347826,71.0114440537799,29.8177374643293,72.2437410536104,134.12425,97.9686512232474,33.1459163919192,387.27865,533.881275,493.8523,377.118225,548.8729,454.673575,588.228575,596.897225,606.25165,511.242475,756.515525,688.70395,6,4,3,2,4,46
"ZNF333",0.958176635227049,0.983235333397606,0.999999508272058,0.97110809447923,0.999998494499169,0.999983504511373,0.99999306910142,0.987022952643406,0.9953205540819,0.988583079359579,0.99837385257437,0.981361385940069,0.995650671760113,0.988747266346611,0.999975629352021,149.9276,124.024025,126.940866666667,119.8853,145.7368,141.378341304348,23.1359685525806,24.961554004855,22.0361983824595,57.198,16.0359663596138,6.87327174820354,122.842625,106.8674,104.9128,91.2863,123.8826,115.8718,178.80195,138.232825,138.4733,148.4843,168.6059,159.19865,6,4,3,2,4,46
"ZNF382",0.988457829892711,0.959757138903917,0.781793747748229,0.99996274565799,0.986669137357381,0.996831439183354,0.82455223758094,0.544590027016993,0.999831190952623,0.977371530026404,0.552917804509129,0.265722596142902,0.999906972059523,0.968021937825301,0.999996702340928,52.1248333333333,34.6604,77.5484,58.84895,86.089025,83.4528543478261,10.1179329212927,17.6665029213952,14.6013621680764,24.12515,22.1442303285143,6.74957439914841,34.58195,14.78825,63.997,46.786375,69.239725,55.13535,71.115825,40.9075,89.03255,70.911525,105.02525,103.91295,6,4,3,2,4,46
"ZNF577",0.95747460625433,0.998457739994424,0.882063119376435,0.999112484729151,0.99972569912054,0.987175566100251,0.972181647144192,0.999999689501569,0.907410588397184,0.999913110885841,0.889825048528655,0.99998756014008,0.801244469775458,0.999900973937508,0.999999930971866,102.357466666667,167.136975,68.0467666666667,137.6868,161.0021,157.655039130435,25.2984807020193,35.9581767476554,20.8661761122583,116.1351,30.5724741614904,19.0989884704449,48.785875,109.46035,51.9046,79.61925,137.682375,78.80445,153.160875,212.801725,87.56865,195.75435,189.489875,182.984575,6,4,3,2,4,46
"ZNF75A",0.79555902026472,0.999999534081261,0.856536563693562,0.979397925243796,0.584581899567978,0.992115714889726,0.999997441894176,0.800577005320042,0.999999999409732,0.991275754692204,0.999975577604226,0.704860568500073,0.999921942192389,0.941498609656745,0.999735960207994,274.732716666667,395.216825,266.542933333333,189.4941,264.2149,285.863165217391,52.3160894718723,64.6032168125083,105.356960007591,84.609,51.5016068256936,22.1237998305889,184.577775,320.360875,170.93845,147.1896,180.4251,190.910475,310.95215,424.19095,352.6845,231.7986,344.03285,337.9606,6,4,3,2,4,46
"ZNF496",0.915922260686847,0.999982047969051,0.916619894295192,0.95017014561936,0.999999430163572,0.941482375539529,0.994536781382804,0.998126637672584,0.99033813636254,0.998031660970403,0.999142131078104,0.935071908574713,0.997304975400868,0.970600625387888,0.999169025441749,207.156333333333,149.836525,217.513733333333,143.4897,176.5629,193.20642173913,21.4215418682015,15.7639078299859,12.6270655343107,0.906900000000007,25.2981369732042,14.5680204093483,192.3976,132.5815,205.57575,143.03625,142.956775,153.689875,226.648175,160.801725,227.0458,143.94315,206.425225,211.040825,6,4,3,2,4,46
"ZNF2",0.490997731987904,0.9534456690065,0.981492212305759,0.999996417662588,0.706606090192786,0.970481601730739,0.647631020423814,0.999920675887684,0.996296690441021,0.809353828395873,0.588249974795695,0.957640621772391,0.999986796405374,0.875710773484949,0.994103377850648,121.937916666667,85.9663,102.7224,125.00255,90.91855,99.8156956521739,21.3984165934058,7.24617421759004,18.9260501373988,32.33015,7.20637614575916,4.34563469438616,89.503925,80.182575,89.73315,108.837475,87.5638,83.94745,163.629775,95.957375,121.13785,141.167625,97.1284,108.956925,6,4,3,2,4,46
"ZNF589",0.747579285134502,0.992056748649449,0.544186720410187,0.919757460281095,0.383455607471861,0.99790645755804,0.98616197699323,0.447179245082613,0.999999999809304,0.997694687092103,0.998985030027777,0.740048552436882,0.92855893407717,0.759988762440699,0.870360797676158,171.933016666667,116.312925,197.781366666667,222.90755,198.5844,161.656832608696,30.978694213555,25.4977538361184,45.1520732122507,42.59145,50.214226096612,8.58392350516376,136.335275,83.2014,152.8654,201.611825,140.0508,123.17265,197.202825,140.637775,224.233,244.203275,220.16795,184.125625,6,4,3,2,4,46
"PRDM9",0.999999999900525,0.000479733192986442,0.00152234714850163,0.999999999688071,0.999999999998417,0.0125570469509672,0.999999987416858,0.999999999267476,0.00162616230986301,0.999999999971721,0.999999997621779,0.999999999999712,2.63027235621882e-05,1,0.999999998630998,0,0.112975,37.9311666666667,0.1796,0.297475,0.143336956521739,0,0.112975,37.5305818311029,0.1796,0.173528726608401,0.0456557110902511,0,0,0.4013,0.0898,0,0,0,0.112975,56.89675,0.2694,0.564575,0,6,4,3,2,4,46
"ZNF12",0.0575617832741574,0.524276113946344,0.956796695689887,0.104577078617276,0.999436482643612,0.907536242984014,0.174435043858636,0.997561215968829,0.997987640090733,0.981278371331015,0.0210380712841625,0.956003031887163,0.999347776710676,0.911591038228386,0.999880157022129,1165.85391666667,811.824275,934.926633333333,757.22205,872.2436,896.210697826087,58.1046185046216,80.4715712408879,55.7168091867356,183.51075,99.4398432808584,29.0157230342312,1098.0597,705.054875,879.4292,665.466675,792.265775,790.589125,1206.0386,861.88545,966.953,848.977425,920.788625,1008.27135,6,4,3,2,4,46
"ZNF202",0.912075844175803,0.949578228040962,0.555868899483561,0.994471974505677,0.805541288844831,0.999949093104232,0.999976621257159,0.972284267600558,0.927734227833744,0.987920451640101,0.999999998452423,0.819287466407499,0.893519603104385,0.989092868271733,0.999959495491029,179.864633333333,215.30005,146.071733333333,156.1548,185.95865,180.460532608696,30.1056184981549,40.9635593078063,28.8409225786516,57.2073,22.0598414187599,7.25184098398972,113.079225,196.27315,127.8063,127.55115,167.5329,148.5217,231.882325,256.80155,174.53395,184.75845,217.1514,206.223075,6,4,3,2,4,46
"ZNF3",0.971872628809249,0.999999990949857,0.989486157364945,0.983860086667412,0.830188979512806,0.988036663067513,0.999689438550617,0.997984999952047,0.999933300475795,0.955049953815314,0.999997070469338,0.900188229430805,0.999995259748703,0.981701017184992,0.997309429433231,759.893983333333,855.68305,764.819966666667,653.08925,796.57465,750.273358695652,56.3609553652137,123.440402932849,26.5435700588255,172.17655,102.099759383054,28.9756168110954,713.407925,687.36795,748.4384,567.000975,638.087825,678.5724,849.293625,1005.92185,791.09815,739.177525,928.696525,824.27775,6,4,3,2,4,46
"ZNF606",0.979038022917579,0.999802502682515,0.955561851283613,0.956840519194312,0.999812243375173,0.926548987990203,0.991109391947089,0.999997204176815,0.974639426626536,0.999187930167573,0.999996498467706,0.968210212362276,0.998534148682593,0.947920076480993,0.987817899289963,269.074766666667,232.806325,283.913233333333,214.81905,239.094225,265.03662826087,45.7743005823039,38.4246963669499,9.35097147401155,43.93185,44.9804418730033,11.0412671190878,259.036075,190.1309,277.9784,192.853125,197.83505,198.70085,340.4149,258.629875,293.13875,236.784975,296.396525,304.642975,6,4,3,2,4,46
"ZNF91",0.986166284794973,0.99953788122941,0.99983826261366,0.99999997528802,0.997669812543476,0.999944036003898,0.890896566378154,0.998906731818814,0.989911444914946,0.973577100802007,0.947364433910548,0.999999779773651,0.999794679687085,0.996516402121629,0.991682803785946,1041.57248333333,870.6459,950.258566666667,1027.00305,761.6096,885.057060869565,234.088859078242,229.892075634086,75.8459516957966,666.24405,216.345950531023,53.4552782045514,712.292,641.781275,908.48205,693.881025,460.047575,634.68595,1420.84825,942.877975,1025.96925,1360.125075,967.357575,1026.56485,6,4,3,2,4,46
"ZNF226",0.996195436555465,0.992613915161993,0.932824490754457,0.978235831297209,0.999571501498822,0.883898483591326,0.994212393694711,0.932978773519734,0.999999738814587,0.885242043719764,0.99375183287008,0.891301297872787,0.999772618909019,0.858829341642333,0.99993812610587,355.421166666667,313.3468,408.548933333333,277.49805,401.43635,386.877080434783,52.0465410694932,67.8650676337613,37.7173770410639,22.11015,43.7102493493517,20.3425133527259,264.58245,205.133025,372.7071,266.442975,389.0874,283.51185,458.30695,397.358575,436.642,288.553125,452.72115,444.287025,6,4,3,2,4,46
"ZNF229",0.758662579594071,0.704279888521619,0.150586306663105,0.998445293044246,0.989402508118025,0.67817980461286,0.999952098139264,0.900777128518919,0.665042894284578,0.99989389790733,0.998922391796566,0.364836874028747,0.709258224860785,0.982260551729129,0.992890651708463,182.233316666667,107.32855,269.9123,153.3825,171.03275,196.446502173913,40.5535826063117,35.8793771840803,44.6854989546199,133.6268,34.9867234639203,12.2734913381683,154.17585,92.385525,232.96925,86.5691,120.7984,138.630825,250.219725,136.996225,310.15545,220.1959,230.0928,247.46445,6,4,3,2,4,46
"ZNF180",0.835184264266144,0.999655050857283,0.976589973107121,0.99711343416283,0.997441796996209,0.999968820780147,0.877475764455329,0.999999270731664,0.98599246192285,0.998863973117659,0.991023712331629,0.919131060360075,0.999999606673082,0.999979281468031,0.951477868533866,197.556083333333,153.38945,185.445133333333,175.84225,156.888075,182.839832608696,36.7378722667623,20.8686045047139,11.3635269334735,5.91065,28.2626365512365,8.09744252416735,121.6798,139.988325,174.08915,172.886925,139.193975,147.184625,260.213075,167.330375,191.48165,178.797575,179.40945,219.228075,6,4,3,2,4,46
"ZNF641",0.613026401050818,0.999749223030246,0.888553765501196,0.995503974067082,0.981627989121905,0.999884930851297,0.228533466498961,0.989516868667585,0.571863014566161,0.835668295587348,0.59440914342706,0.989296078330844,0.958703664846189,0.998782461680337,0.695336456584345,157.302216666667,99.46005,146.035166666667,133.62005,74.8357,117.696554347826,27.5996116493139,40.0088070307339,35.3167117288371,0.358549999999994,8.15420830604255,8.18884567125843,137.170325,54.61145,110.7194,133.440775,64.979775,69.766775,179.29625,114.86,163.9168,133.799325,84.287175,161.349925,6,4,3,2,4,46
"ZNF610",0.739597165639885,0.966920710812382,0.410659258441588,0.990321922692577,0.997362548997156,0.854601853920572,0.999935513908407,0.694641646177042,0.993329347163688,0.977544263638987,0.999994496214153,0.464201221050077,0.956340508862175,0.972858405330876,0.999986363208348,139.73785,84.74525,174.577,109.2373,148.2606,143.229043478261,27.969167193462,32.0392908723674,42.4677887607773,7.2258,39.8547224094168,8.78143107247803,96.185275,44.28605,137.85625,105.6244,118.191475,101.2307,166.5686,125.08275,211.41235,112.8502,187.669025,178.7602,6,4,3,2,4,46
"ZNF528",0.837525731926449,0.984189036519363,0.580202837386469,0.99996402876377,0.979809348022291,0.982215302605547,0.998228116722879,0.681153627673536,0.999803292716122,0.99625366523137,0.89564508219124,0.187034640374876,0.999999997271597,0.95645164485185,0.999166215277567,248.784683333333,151.0235,309.1524,229.1366,283.2252,307.011119565217,37.9194081641263,51.2166228774571,101.727692157446,122.0964,82.8423668421137,18.3750508714647,185.489525,103.379375,251.428,168.0884,202.21225,223.5413,305.0975,190.221575,410.5564,290.1848,369.15475,392.1206,6,4,3,2,4,46
"ZNF701",0.746413034565362,0.9997521840665,0.946200230974012,0.999999993696373,0.898660926487473,0.999866780753582,0.992433927899219,0.978134496334368,0.999918035761725,0.997334314612697,0.999816376416174,0.405159568855392,0.994932082634022,0.999996197939811,0.937331850232902,158.72765,108.0819,147.331033333333,160.29905,137.498525,165.309184782609,26.4448098055775,23.3448040613252,38.4632799593904,48.75265,34.4626371976081,8.19637271237549,116.77055,90.918725,121.38415,135.922725,111.559875,131.9485,194.9074,124.562025,184.89385,184.675375,160.35745,199.3729,6,4,3,2,4,46
"ZNF283",0.883871371122585,0.921178926820372,0.454023194002072,0.999996589533893,0.981208790870492,0.952592582601801,0.811955507218141,0.999990874257691,0.374499198070438,0.963108259010285,0.99999212897851,0.687518112424035,0.892738287091801,0.999929269737886,0.562948236999144,44.20455,31.4236,56.8593,42.44955,29.57155,45.3081326086957,9.18674552826879,7.98194926412089,10.417153393482,2.80905,5.0919278956174,2.71269472062822,26.602175,18.609825,48.07965,41.045025,26.206375,29.880275,57.6015,43.420725,66.10465,43.854075,36.290425,56.51615,6,4,3,2,4,46
"ZNF558",0.986963873200007,0.997418620203693,0.926474331544218,0.99903645874125,0.960585412308003,0.999999999383339,0.989631015051588,0.85855459233432,0.999998737453418,0.999997864849748,0.998358615121747,0.997456644112475,0.958210324881699,0.984741482622479,0.877496426157828,345.575183333333,305.326675,376.6973,374.8399,383.8449,328.19872173913,45.9461263199008,45.8383616821903,88.7745208151528,128.3929,39.9248541369283,13.2415211346321,317.544025,258.11695,292.5384,310.64345,328.688975,263.2847,418.2482,353.810925,443.244,439.03635,420.070025,370.351575,6,4,3,2,4,46
"ZNF597",0.788026063650434,0.919398628414218,0.999975467335587,0.906351222587545,0.999999999997955,0.999987499320389,0.199943181492779,0.933132018807084,0.898725446182293,0.972401222823661,0.84791530240769,0.98882613283153,0.999527238442754,0.997344411246751,0.40960812558195,42.03865,30.5117,32.3667,30.43095,21.284275,35.0045760869565,7.33785188306723,8.31739000999312,8.8787707533194,5.84775,7.79811614316507,1.90974772403601,30.44345,22.94545,24.71285,27.507075,11.8457,29.6897,55.321775,34.113,40.09085,33.354825,33.314125,44.179975,6,4,3,2,4,46
"ZNF30",0.707382133507956,0.567909802069566,0.999534425446116,0.999999942185653,0.90994819053398,0.818736948710866,0.984911050962015,0.98133994328682,0.926623059922475,0.997624554915445,0.731674422593496,0.989537477111081,0.932336369182223,0.970306548038618,0.99942480119333,55.7646333333333,34.2957,28.6322666666667,54.77445,45.773725,41.7368782608696,17.8763572557101,13.0481055459531,4.33808136712277,28.19395,9.06626337605291,2.9067884050592,29.2424,17.517425,25.89415,40.677475,33.3915,28.9384,87.825625,53.472475,32.9153,68.871425,51.829725,51.361575,6,4,3,2,4,46
"ZNF354A",0.990648140967138,0.962424573011476,0.999850073409876,0.94100727605929,0.778236154088974,0.693525755942406,0.936694530760867,0.999640833514165,0.999999997894993,0.629106490862714,0.999999959946311,0.96933138940863,0.91279103238523,0.914222313548694,0.837973478866205,177.796616666667,136.512675,115.874033333333,257.4963,113.682025,180.042534782609,63.9864457060109,37.6614014254952,16.2589210590508,57.7837,42.4522499178857,15.5565240988419,107.6041,91.3942,103.8498,228.60445,50.665925,126.277,144.668725,176.349275,131.3639,286.38815,166.4086,188.0443,6,4,3,2,4,46
"ZNF764",0.996653292077143,0.715871133961916,0.943339041860668,0.9999971284201,0.997114989838214,0.834720368168365,0.991167624352672,0.999998396735996,0.964125026821626,0.993774035651235,0.995897847049717,0.999974251893067,0.774431743845088,0.998017309064821,0.999562541280931,187.6399,172.333175,138.2099,192.2355,168.792325,176.89305,23.2183538184917,17.0877442354833,13.8186117987059,20.7674,28.6220644178978,7.34914036332894,169.18555,150.862625,129.67135,181.8518,144.8334,141.044975,194.44795,186.8023,151.8885,202.6192,207.763325,201.1737,6,4,3,2,4,46
"ZNF747",0.653789358257294,0.999999984175547,0.812194673510294,0.998946969721451,0.970561746733448,0.999617807587339,0.996756223128319,0.931489035761962,0.999089101366692,1,0.977549570923826,0.797987709403466,0.996584990937484,0.999999999976014,0.999999999881137,344.569616666667,447.40165,347.558766666667,376.9271,376.93225,377.760608695652,40.5575220994693,34.1337746008871,47.8656781752274,31.3021,50.7654544853831,16.1395676204291,264.268775,409.68835,310.73995,361.27605,366.742475,308.861725,395.56385,459.73365,392.45635,392.57815,433.322125,441.333325,6,4,3,2,4,46
"ZNF778",0.627965257863633,0.999996213334537,0.709066255369143,0.982095621522575,0.995626838752021,0.979638811541938,0.609872871400108,0.999999998318068,0.69452698495312,0.994715150207173,0.749327942554671,0.966925225389539,0.864722271171991,0.999999991845672,0.960316067564115,172.4809,103.071,178.367333333333,133.4833,101.816025,131.725282608696,31.0980644290069,23.6088637293284,63.6201674829173,89.3023,14.4347814206044,9.88171677102108,114.837875,71.19405,134.51195,88.83215,84.718975,89.163325,223.0712,124.74925,240.2096,178.13445,119.00005,150.482675,6,4,3,2,4,46
"ZNF212",0.994290250605329,0.999990751827235,0.99137628851739,0.988524405845911,0.999964212544594,0.984247328554144,0.958981838842283,0.806327996575602,0.992301385941213,0.827075647910809,0.999999997450997,0.9870545049979,0.99996220495022,0.982122510010865,0.894407207315144,327.566633333333,292.573625,337.8361,276.05715,381.996775,326.345893478261,43.8170124787064,90.3991462177084,3.64198412590353,27.85315,44.9748997056205,14.1590902836508,238.7299,175.94325,335.4363,262.130575,316.4458,270.513175,396.780275,366.634125,341.4085,289.983725,431.206275,373.600325,6,4,3,2,4,46
"ZNF282",0.998149293512671,0.999986607386003,0.999933463936716,0.949055937711049,0.858432856885901,0.942287948353468,0.787090773055802,0.96756654868279,0.931632421376981,0.475345916351823,0.999859309603029,0.99954605990389,1,0.858693916948997,0.730384149886247,707.841283333333,770.693775,733.059833333333,542.52585,899.2981,732.733469565217,34.0319679436988,179.3357209903,97.7964556314173,4.45114999999998,54.372071559947,35.3461326486727,657.111725,580.920275,659.7106,540.300275,850.2304,584.626025,746.852925,1001.08205,825.75255,544.751425,960.5942,879.485775,6,4,3,2,4,46
"ZNF160",0.999839026710714,0.932703126378618,0.882242942021297,0.896353101363468,0.840938361862044,0.999937474858561,0.965979733832357,0.926434588203297,0.999956203884173,0.998646499922891,0.974618747594243,0.933607562586815,0.992222146741321,0.975495706474432,0.999056645949236,661.10815,688.080275,552.422866666667,520.9313,576.941975,608.226063043478,68.9840570095185,169.069008988585,39.4259064251892,62.7612,83.8673050576959,21.6541972434473,535.767275,529.8623,521.46375,489.5507,511.831975,494.377375,813.976575,759.757125,589.04365,552.3119,643.3516,683.593525,6,4,3,2,4,46
"ZNF415",0.882297594901854,0.993193810462582,0.701535300673363,0.914998568922287,0.498537486983357,0.997188246938547,0.990685055472399,0.997549745820548,0.907711142944887,0.731151991890205,0.99852687334002,0.910770482537197,0.928747887282152,0.740020216511453,0.998530376111572,249.98585,191.2682,282.938666666667,318.1766,217.78445,235.351286956522,39.8804878031329,48.0723111974208,17.1390940237355,48.4209,47.0163954683452,12.0451647362061,205.8692,163.37925,272.90805,293.96615,185.80845,175.811275,297.061425,250.8683,299.9894,342.38705,259.2741,292.496525,6,4,3,2,4,46
"ZNF439",0.996006295159028,0.874511451790965,0.695634954893467,0.99859580298477,0.999999999999084,0.825352468709697,0.998710386709683,0.999998773204835,0.748805977986953,0.999999363478696,1,0.989120971474424,0.773865013144439,0.997446585443765,0.996371502804525,197.210783333333,164.45895,277.080466666667,163.9482,171.37545,197.292091304348,58.4548932410248,43.132758604733,70.4591120646183,31.8133,42.4277122482955,14.4216413873971,87.78475,114.5318,214.4579,148.04155,143.086375,129.461675,275.281575,196.7109,336.35915,179.85485,219.531875,234.68745,6,4,3,2,4,46
"ZNF440",0.990863297509855,0.999525778163133,0.999943976644263,0.737303045742504,0.506499059692725,0.675208125651011,0.634945292787221,0.378274169008053,0.598341572664023,0.999989159678488,0.803168583303196,0.479118339393293,0.783336259976994,0.965851371990785,0.953281659710982,300.142766666667,330.56795,318.044133333333,211.0092,221.208125,256.821854347826,43.8566138116299,66.0251955396006,75.1720856551671,32.1661,22.6612798993634,10.2112993183093,219.0518,256.68405,245.47705,194.92615,191.4063,203.67635,367.4531,369.647,371.31725,227.09225,258.587425,303.08385,6,4,3,2,4,46
"ZNF562",0.99021738733179,0.997920650749594,0.941147325887774,0.967032227354776,0.833906379004467,0.998980940973869,0.999642125322502,0.999768886949484,0.985692755499022,0.923592539889271,0.998728192804636,0.998186686790532,0.96591843871363,0.864124162777032,0.999999963753005,427.316266666667,379.917975,464.624266666667,506.14585,403.639825,406.645573913043,75.1028685638557,82.9855241745749,40.6051488256655,147.23055,54.7695691589983,15.9368586928152,286.41455,306.004625,436.06025,432.530575,334.824925,340.5955,573.293675,418.72075,503.8994,579.761125,463.318,493.798675,6,4,3,2,4,46
"ZNF561",0.999691643442034,0.998590336782561,0.989150995680504,0.999945012457402,0.998367944192782,0.999995332359887,0.912296267914763,0.986017025274003,0.822171062675438,0.931821027848699,0.999990386286376,0.999879930840136,0.991839401274875,0.999520496958522,0.866350424224746,730.509116666667,693.598275,785.7974,763.4094,603.319175,718.201023913044,111.572480815191,95.7382212397377,24.7707620380022,167.2659,30.6229208937895,28.5277191215526,619.646475,658.21195,762.99845,679.77645,576.3149,586.1221,938.46925,778.683725,805.5843,847.04235,624.985375,838.212025,6,4,3,2,4,46
"ZNF584",0.834564517772541,0.997169283294672,0.699644626592572,0.999997015092178,0.968729660382391,0.99721933287175,0.997622733251634,0.662367279363245,0.999999945504834,0.99775850620207,0.909579655941358,0.987578824976117,0.787243633395519,0.996606954573338,0.724916288377919,207.178183333333,162.66535,226.032133333333,201.7831,223.768875,181.772441304348,35.5803630477957,26.6065100276073,30.260317384342,60.4295,12.9612576990285,8.02130758286595,147.736775,120.9198,201.99595,171.56835,211.2201,146.7086,266.429625,194.13155,253.9707,231.99785,229.108075,218.8302,6,4,3,2,4,46
"ZNF274",0.999999998800387,0.231453123988134,0.300001550026576,0.988301007116941,0.989755066781211,0.845051875722372,0.99990955156722,0.999966754985581,0.220297420270263,0.972368266949498,0.999999946099729,0.99999969898843,0.105601844133304,0.983367517360721,0.99948409633083,520.402016666667,516.21615,949.2106,659.08465,480.595075,526.428391304348,76.6319417318845,73.7711591755828,298.521477594561,181.35475,88.500260480929,40.2400790834861,458.56955,455.57975,660.4438,568.407275,383.068575,319.65835,617.777175,545.661,1159.1425,749.762025,559.885,671.104275,6,4,3,2,4,46
"ZIK1",0.852488783881228,0.999986785221307,0.868473141422001,0.99558941774634,0.998837266215992,0.99220846490844,0.999998393917846,0.926005603280145,0.999907958180626,0.998523972125008,0.976023062931678,0.324354693862226,0.999221971972287,0.908927405447615,0.975734666353179,90.71625,55.97305,95.7957333333333,71.4334,87.6792,105.585545652174,16.8906987777445,8.05315918801435,39.1182771591632,3.5455,19.9722552090811,7.05746597477305,72.4181,49.2435,68.1122,69.66065,73.69715,56.7489,120.419275,67.1323,133.57275,73.20615,109.73235,148.797225,6,4,3,2,4,46
"ZNF540",0.910458459447213,0.999703072458418,0.867284070725019,0.999999998765011,0.969739422774217,0.999948675456313,0.999960541055901,0.877430309168564,0.999998001801045,0.999996110437573,0.991731204638401,0.508138322976672,0.99999952119782,0.999503523821951,0.999868618613645,118.199583333333,63.99305,135.2083,119.83095,128.51085,139.132543478261,26.9010509776652,6.27388055413075,24.7336794384364,15.58575,36.4221595361601,13.1892128788777,60.12215,55.403725,121.8047,112.038075,78.53965,67.038125,170.56395,70.328375,159.91215,127.623825,166.21285,184.522675,6,4,3,2,4,46
"ZNF570",0.455554138995896,0.996656524935458,0.879227330112516,0.999889042273822,0.863232810102867,0.999984921980982,0.64143998126697,0.999811496700225,0.955580017309145,0.939368833347213,0.858325861535737,0.77970807759153,0.999807565211893,0.998220154185526,0.932257579740794,67.0686333333333,36.581125,58.2852666666667,62.0416,41.429375,54.182447826087,17.1473529143454,7.17691123631596,9.2814773447502,28.2772,11.4481169784507,3.55858171454297,39.1244,30.755325,49.0558,47.903,27.4267,36.28195,76.608875,42.86955,63.74975,76.1802,51.932025,69.111325,6,4,3,2,4,46
"ZNF57",0.991368741327115,0.997685380554141,0.942353297191768,0.999999998559871,0.997213375800823,0.999511500937578,0.999988726262377,0.984006052530761,0.999732578761874,0.999999194745788,0.999911898937845,0.939985794688177,0.999137608876296,0.999997772063508,1,164.760516666667,202.46595,133.567033333333,162.7418,155.146675,154.973404347826,19.6581787231408,54.8954947696454,41.1593873938997,56.7266,43.5342930201463,15.4209857589566,139.618325,118.730225,95.80555,134.3785,103.63865,84.438075,174.87935,275.556825,166.6296,191.1051,175.852125,167.695275,6,4,3,2,4,46
"ZNF556",0.9851452497121,0.999573886227255,0.956208122157735,0.248789446277435,0.11880162864813,0.515608392474253,0.977251705786754,0.797852399193409,0.999472678866135,0.641151016551585,0.998039530280412,0.844289138895963,0.999999894098166,0.235624048381406,0.993870671616207,16.86345,3.01705,24.0244,75.13425,32.10455,22.8899695652174,14.6512328184298,1.7362993167942,21.0695180401293,33.34275,20.8961977486535,4.65844773969788,0.955375,1.170325,2.95505,58.462875,4.855125,3.637675,4.4727,3.590425,34.63195,91.805625,43.227075,25.537575,6,4,3,2,4,46
"ZNF554",0.941095381105758,0.999782844229705,0.995156432888677,0.995287416903027,0.999959658177945,0.999856744118736,0.973974481110215,0.999989873016323,0.998856937133418,0.999999665857068,0.991038573616474,0.987582447369357,0.999997762870998,0.99991148967119,0.997837717654295,183.37575,246.2143,203.9308,228.3149,235.1507,210.815706521739,38.5855263245927,37.3573649861041,31.6391989216436,62.9926,15.2773668044704,16.8743548196743,147.032575,206.557025,181.27385,196.8186,218.775625,149.858775,228.23,286.491475,234.38455,259.8112,248.286675,230.812675,6,4,3,2,4,46
