"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.622785503707996,0.865212000042216,0.509732003340854,329.406948484848,399.49975,309.486288888889,17.7258769598783,169.82495,25.5071810804844,277.5034,314.587275,278.034,414.1274,484.412225,369.5115,33,2,9
"ZNF263",0.520738187848353,0.132688838750194,0.132485350700409,883.386372727273,1066.7835,713.517466666667,36.2218658224756,196.8913,98.1694546463325,734.9976,968.33785,497.6846,1005.2491,1165.22915,908.1156,33,2,9
"ZNF200",0.784815979554079,0.972396471280163,0.866303662724926,189.060321212121,169.6769,185.668555555556,6.7513998283195,9.9208,15.5057461540079,163.5338,164.7165,146.0896,203.6119,174.6373,196.4846,33,2,9
"ZNF582",0.399226030806297,0.999561201082969,0.457419700383417,73.1132393939394,51.76885,72.8753777777778,3.98599482884111,13.96395,6.90981186574123,57.1291,44.786875,56.2771,83.005,58.750825,82.4938,33,2,9
"ZNF285",0.0856414158814831,0.476466675164399,0.033798667268518,80.0576151515152,34.4854,92.674,4.84672548049688,11.8561,10.877094981964,61.4657,28.55735,81.7427,95.1139,40.41345,86.3562,33,2,9
"ZNF275",0.993449577046248,0.0712676533340928,0.586531472449957,1622.35537878788,1575.5388,1119.31773333333,102.859462535557,74.4612,205.128653514626,1356.4486,1538.3082,577.8103,1964.507,1612.7694,1630.0398,33,2,9
"ZNF37A",0.984125060214727,0.981331801108619,0.997319189062669,305.278072727273,321.03135,314.106344444444,23.4855985092006,63.30775,31.2396311754268,214.7556,289.377475,241.5643,359.2277,352.685225,376.4308,33,2,9
"ZNF510",0.671165746521475,0.927358966320985,0.81080804598412,248.857190909091,192.97555,236.364833333333,16.8552918447566,64.92675,17.3316493238286,176.2574,160.512175,209.6502,331.4448,225.438925,240.18,33,2,9
"ZNF506",0.55731616730444,0.770577894420369,0.801624742883506,537.484287878788,454.68005,509.065611111111,17.195023263744,35.98085,49.5649561081395,471.8045,436.689625,391.1808,615.085,472.670475,659.5704,33,2,9
"ZNF324",0.712377811951437,0.990375466021978,0.706435246696514,245.326124242424,202.6642,249.029,13.590732464433,5.4659,20.8993230480944,203.992,199.93125,224.9524,306.1115,205.39715,277.1336,33,2,9
"ZNF671",0.0997793001799113,0.866331922366088,0.209368729183008,218.431324242424,110.71975,204.970222222222,12.3409757920829,66.00435,20.9156148816353,163.5659,77.717575,170.9594,265.6979,143.721925,236.7192,33,2,9
"ZNF416",0.488523095574669,0.976831190901808,0.476428153390089,129.711,104.86665,132.0091,4.87663128651738,12.59025,12.1096793790018,114.3774,98.571525,113.0829,145.2068,111.161775,151.0373,33,2,9
