"gene","p-adj-1-[Unknown]","p-adj-2-[Unknown]","p-adj-2-1","p-adj-3-[Unknown]","p-adj-3-1","p-adj-3-2","p-adj-4-[Unknown]","p-adj-4-1","p-adj-4-2","p-adj-4-3","mean-[Unknown]","mean-1","mean-2","mean-3","mean-4","SEM-[Unknown]","SEM-1","SEM-2","SEM-3","SEM-4","Q1-[Unknown]","Q1-1","Q1-2","Q1-3","Q1-4","Q3-[Unknown]","Q3-1","Q3-2","Q3-3","Q3-4","count-[Unknown]","count-1","count-2","count-3","count-4"
"ZNF300",0.949433847708069,0.940087275047146,0.258882260360032,0.960438927992485,0.330330632989565,0.999977685802832,0.996880563558357,0.990084745825361,0.629145972612547,0.702447416841314,114.677358823529,139.061946428571,87.7038105263158,90.4968194444444,126.988911111111,29.2824906011268,23.4251303462205,13.1314151434088,11.0150230511887,14.8070679701609,31.1217,53.722,17.6307,27.191125,60.820825,156.701,156.54955,131.033675,142.031375,193.1885,17,56,38,36,36
"RBAK",0.88740572476113,0.891944452983964,0.999998654722659,0.991842907236637,0.97717492781591,0.977628237604836,0.221623813794308,0.43339032661573,0.549777373811916,0.235290155162492,745.237047058824,820.843619642857,823.90242368421,783.914047222222,928.509261111111,72.8137259491507,43.9509108286553,35.7377279643511,43.1822905939691,56.435138041076,493.3869,585.913075,651.858675,640.0771,675.209025,829.8755,994.945025,945.801925,937.670125,1017.48385,17,56,38,36,36
"ZNF92",0.995054489511905,0.999058189004174,0.908053080875875,0.999991495207209,0.994651063906416,0.993503662791487,0.999886940798863,0.998220770985139,0.986369620277144,0.999985643145801,328.697047058824,357.123525,309.112878947368,334.743194444444,340.264272222222,42.8351818146466,54.9393773963301,20.4762157695799,28.4950883124694,26.8167571634392,174.2606,210.807225,208.96555,214.104275,228.970725,411.5721,386.226,403.46985,442.389425,385.36805,17,56,38,36,36
"ZNF157",0.183235382574168,0.564378830442177,0.923668208123429,0.229061777255402,0.999999939250973,0.940706400488651,0.104329062283039,0.983678341142486,0.731949325896587,0.990432022319643,4.05598235294118,1.85922678571429,2.48099473684211,1.84177222222222,1.44825833333333,1.72836091921685,0.334054021230985,0.660390618220516,0.53308221985057,0.37796508011155,0,0.1839,0.40415,0.2265,0,4.1614,2.3465,2.33875,1.477925,1.605775,17,56,38,36,36
"ZNF182",0.104250656462977,0.0582378149098729,0.987055649289944,0.831728806024715,0.409390866080875,0.243848523267692,0.613193989872812,0.734227970357398,0.510182570382465,0.990165799338537,238.310470588235,169.469441071429,158.807607894737,207.112863888889,195.994336111111,43.9167706260851,11.0499650238366,12.8291538488759,19.1375427513226,13.2766291058279,121.1069,119.46235,105.5119,117.20325,128.808625,292.0815,208.135975,205.593975,267.5691,236.817925,17,56,38,36,36
"ZNF673",0.22858386595972,0.0692031458383603,0.897740242599958,0.329779867378085,0.999960022559481,0.890363646980636,0.851729024119873,0.677521651745455,0.258204048074462,0.809263820739683,214.707952941176,168.931219642857,154.02745,170.875477777778,191.2698,29.5475689301132,9.83818179022208,11.2002970598704,11.8559905604399,13.3215571255903,162.1103,126.235875,103.97665,116.9307,145.868925,249.8379,201.792325,203.177775,208.47595,212.93795,17,56,38,36,36
"ZNF41",0.95502426114027,0.726794616551865,0.931882133731587,0.962104855709464,0.353543924321049,0.117675431367558,0.999997056413325,0.85641578958542,0.477824346991749,0.940330208124778,310.016141176471,280.655960714286,255.555607894737,339.753783333333,312.665066666667,33.4760880173314,21.0471742194907,15.2740821139878,34.7547473514696,19.9403502318452,225.9203,199.10625,197.564225,212.877775,242.5667,350.2656,325.3954,279.48615,407.780025,371.34195,17,56,38,36,36
"ZNF7",0.960610707409302,0.97885897087602,0.999976978774925,0.996148659285977,0.63804469562364,0.761925051637588,0.97970299352133,0.999976667869449,0.999999999997659,0.771728515595249,481.829547058823,516.4769875,512.598828947368,462.011708333333,512.5219,45.5497507369004,21.8265923069334,24.3090432098513,32.0359397714287,38.5851951744039,333.0183,378.007525,402.04005,347.6914,345.09955,573.8056,603.47115,626.45895,553.764375,589.6334,17,56,38,36,36
"ZNF214",0.170144745528844,0.0206032590335558,0.683764412580681,0.1109825016909,0.991404490154069,0.938327829708427,0.300906623200527,0.999349088972937,0.62876078936155,0.971874840227501,45.7075882352941,29.2674964285714,21.9538210526316,26.7143333333333,30.5834472222222,8.36834772166684,4.67884413172044,3.07131235487557,3.26605750115353,3.07687747626199,20.8356,9.7232,7.030625,7.703325,18.271725,67.3634,39.96915,27.16475,39.209,39.921275,17,56,38,36,36
"ZNF215",0.960595598279473,0.970452845179141,0.999999920134204,0.497039102152376,0.674183886349275,0.726961269338519,0.991851240906737,0.998844643965727,0.999427657366065,0.598082363173472,52.6947235294118,64.7214875,64.3951815789474,82.8459861111111,61.0530138888889,14.8374834213806,9.3762860613753,10.4420760567859,11.5815390233475,7.64395209116243,4.0486,9.53725,14.31915,16.61195,18.729325,95.1896,106.8942,83.980275,151.33515,87.12685,17,56,38,36,36
"ZNF547",0.978041490526488,0.638369290364695,0.774254312851059,0.999999983810329,0.938148747174844,0.401695906664618,0.755869350412064,0.899528047752356,0.999390579752566,0.558105682209417,51.1499764705882,46.3514017857143,39.0542736842105,51.2936361111111,40.6455694444444,7.02872450866029,4.67255260989018,4.59615237158189,4.61728288788938,4.20873173873838,28.6885,22.155275,20.307825,37.4422,23.240575,67.5404,57.781775,48.264825,66.501775,53.960525,17,56,38,36,36
"ZNF773",0.964599055801381,0.67116833971897,0.863543600269057,0.93803429336755,0.999565518775688,0.957617107351643,0.925406456535616,0.998841205341877,0.968385914548677,0.999998102802657,82.7658411764706,74.0888142857143,64.2967184210526,71.9605,71.3597972222222,12.5779713036384,7.1294491048208,6.95094519828162,8.09518342499229,6.38722875895688,39.5043,42.1041,42.37585,36.960375,39.2001,113.9899,96.1605,75.7181,96.812525,93.5665,17,56,38,36,36
"ZNF776",0.990184651239285,0.334201683548422,0.275554818733071,0.999994421921364,0.955822352369254,0.109026248622686,0.988699612475445,0.999996549814516,0.412118592656268,0.957860905854337,431.667135294118,409.726089285714,338.770271052632,435.177777777778,407.466352777778,35.8717725256736,24.823157622782,24.6042040286064,33.1963222527527,22.5427473564483,296.2234,256.943575,226.525925,314.853775,313.457475,512.2037,480.477325,424.509575,489.496225,508.92035,17,56,38,36,36
"ZNF256",0.441544379275917,0.243703812692055,0.970694185479982,0.996612061299033,0.0608565261901701,0.0233621643323327,0.687599170286657,0.994893868894834,0.885986264269271,0.236428274677592,50.6754470588235,84.0671625,93.4473578947368,43.2520166666667,78.0755166666667,12.4021052015199,10.9222355848019,12.8881821458179,9.08042115876153,11.178575808697,14.9845,14.6304,41.434175,8.569,24.5852,63.809,110.550675,130.480075,55.1867,119.09355,17,56,38,36,36
"ZNF599",0.407564160436384,0.713222221020062,0.982163487595841,0.999983881390283,0.208199386471501,0.582986735912414,0.412150410611222,0.999931898719515,0.972507890080371,0.243060443843431,57.6473,79.4082964285714,74.2374184210526,58.8603083333333,80.6720666666667,7.83058041018465,7.43845034859716,6.11774631241991,6.7339570754455,7.07015256078522,28.3843,45.984225,51.7735,33.341475,45.821675,78.6212,93.1959,94.88695,68.197125,107.444025,17,56,38,36,36
"ZNF18",0.0994603212907876,0.00931423077673543,0.660794022766998,0.879133995494048,0.312685101350029,0.0269515137666602,0.206137706134835,0.998944213296185,0.589420740533387,0.564903773420167,135.699611764706,185.050835714286,205.416613157895,155.656838888889,181.020611111111,15.3354066087703,11.1998954421848,11.3736152184006,8.04212023072282,12.7365566135472,95.4965,126.609925,152.802525,125.132575,139.4504,169.9418,216.349325,246.822025,181.47015,210.662275,17,56,38,36,36
"ZKSCAN2",0.999871287126849,0.582235080107294,0.35418910386951,0.258941044773349,0.0769742139531633,0.95299985499805,0.498984109065247,0.267940963345092,0.999768581893554,0.984355398405166,186.270694117647,182.702064285714,150.428521052632,136.560675,146.954372222222,24.8818145640553,13.8327105403966,10.1650757195402,11.7756726310654,11.3537552591759,122.1045,107.10125,108.479025,90.15945,89.82815,186.722,232.206,174.982825,155.82195,181.378975,17,56,38,36,36
"ZNF689",0.929213637646732,0.999968924510426,0.893227617911659,0.997946890647134,0.972887230301986,0.999013128086745,0.999795723237838,0.703448518808205,0.996572331866042,0.974140478761731,182.319288235294,202.616967857143,185.195371052632,190.673222222222,177.664497222222,20.9572112268681,13.5849435134317,9.45764893794051,15.5119536802526,16.995886884311,127.0015,145.98235,145.633925,129.24035,126.211,182.0106,224.024725,222.645675,226.53895,217.416525,17,56,38,36,36
"ZNF19",0.405678546014186,0.341895290382099,0.998686060597396,0.872184298802884,0.87846403853465,0.79592930361624,0.692440808262613,0.989022100496548,0.957879398463889,0.993350327866326,55.0253941176471,43.9826803571429,42.6532842105263,48.5848472222222,46.3220166666667,7.8821444135131,3.08498910610215,3.09961327374078,3.64151154865992,3.55237133576526,28.8294,28.86635,26.175675,30.819325,31.4644,74.0191,53.068725,59.0342,69.10955,60.21005,17,56,38,36,36
"ZNF230",0.94067632891962,0.990458006583495,0.468181794807616,0.820631256589222,0.988458648409491,0.301285705484048,0.999999910501428,0.843974339808804,0.981859027958536,0.647802745543514,72.6700941176471,80.8824321428571,67.4180105263158,84.9256138888889,72.3842833333333,7.23139281688991,6.06122454704242,4.98590957078813,7.11869423939437,5.80187203647743,52.0596,47.8046,46.244825,62.443525,50.291575,85.8298,91.98035,80.194025,93.824025,88.5365,17,56,38,36,36
"ZNF222",0.992767302949178,0.645980985701359,0.101404460359746,0.999961314517278,0.994496807684629,0.33928543774569,0.650890265309621,0.109892791813978,0.999999999862241,0.350279449273401,31.2405,33.2905107142857,24.3593078947368,31.8177527777778,24.3395194444444,4.17163349131756,2.66464169285415,1.95016575896639,3.30390987844894,2.32998453141817,18.0217,20.3037,17.188175,21.55915,12.13185,36.905,37.812225,29.367325,38.082225,33.131575,17,56,38,36,36
"ZNF221",0.483361981178045,0.999121745864916,0.0976732979255092,0.999992490234293,0.269135407562908,0.994004081492072,0.999852425747561,0.141287607505721,0.999963750288592,0.998356255043546,28.4289470588235,41.8085357142857,26.2541631578947,29.0914138888889,27.0308583333333,7.08658470170885,5.4293078765098,3.30082772742487,4.1918763308146,3.49933183554971,10.2419,14.089575,11.307175,14.060475,9.3656,36.8902,58.05385,35.4686,32.52775,45.123825,17,56,38,36,36
"ZNF233",0.985447135180563,0.76547225514043,0.14511916359596,0.999999786167561,0.970236683862324,0.554884702963124,0.997754521723325,0.800902339866619,0.820897557056241,0.992406076547464,31.3256529411765,35.9237535714286,20.3364973684211,31.6187888888889,28.3226194444444,6.23775027261737,5.52587075948156,2.5694365844426,6.26479834042841,3.92469384647019,13.4146,13.523625,9.342825,14.007675,11.10675,40.7393,36.272925,27.58685,35.48515,35.2902,17,56,38,36,36
"ZNF235",0.888656647078076,0.931324167071831,0.143749600414267,0.980895683051991,0.993108972264904,0.433743887532615,0.994410569905332,0.407241908624114,0.98824762424155,0.751995191029759,82.6670352941177,95.0626375,71.3652473684211,90.6430861111111,76.9019333333333,10.1019259817597,8.78028167971137,4.75893166569244,7.24106128161457,6.76982294902597,56.8691,54.219275,55.005975,65.6094,40.7124,107.6685,112.8342,79.375925,104.5841,102.5452,17,56,38,36,36
"ZNF208",0.75573862326822,0.997837745054971,0.788724516752735,0.989536094498452,0.8996826364933,0.999603046985442,0.710744067728199,0.999626244307539,0.745870425774114,0.859039347239981,11.9821823529412,49.6226446428571,22.4726078947368,27.908875,54.5404777777778,2.61458678132437,20.6743218348236,8.91215974784775,10.3757916583024,24.354302150596,1.8861,5.3502,2.55865,4.800775,1.95125,22.4768,24.4391,12.093375,22.1388,29.0735,17,56,38,36,36
"ZNF714",0.515964298852762,0.184631407749132,0.864075016800654,0.705262644236023,0.998636309382748,0.783457801128628,0.970829675431276,0.763446333159042,0.285873672963788,0.925947262303542,437.644082352941,336.801569642857,289.160728947368,350.657852777778,395.064522222222,72.6754955886971,32.8707897419176,31.2411165636109,37.2192449250113,36.1303392904623,194.2073,156.118425,138.6536,194.285225,217.41155,603.3543,425.1764,395.5868,470.36765,544.8029,17,56,38,36,36
"ZNF394",0.984984057018887,0.949802812385637,0.997656657715469,0.99983790610244,0.991321180726111,0.954899689056416,0.998364805666997,0.998774897027171,0.982842299551225,0.999842787791954,596.934611764706,533.475448214286,503.799242105263,575.818544444444,559.0354,77.4420294040469,79.8004853015272,33.8983493868208,74.5317162479594,58.9344415793901,441.247,359.475525,373.73115,358.294525,362.65235,656.1184,499.304775,592.927,617.488125,625.867175,17,56,38,36,36
"ZNF333",0.310112275720835,0.31965405025185,0.999965612099822,0.601276580738186,0.986971660297966,0.980264875874738,0.591801365069167,0.988835594377176,0.982575233522129,0.999999974387924,135.295488235294,175.860571428571,177.637323684211,167.663422222222,167.992125,15.9399841785636,11.2243023064609,13.4819000483903,8.2110680641602,13.7331536815477,82.6103,123.003,119.7001,127.689875,112.01745,161.6866,218.09185,210.8363,215.235125,217.846475,17,56,38,36,36
"ZNF382",0.990600962070627,0.993933728687212,0.763122669928054,0.983259174583159,0.667031927000969,0.999834996256924,0.991820541129999,0.744862746641357,0.999998910843129,0.999958665534556,27.7559529411765,32.1501785714286,23.6270105263158,22.3127777777778,23.2535138888889,11.5958692935279,6.08066332924259,4.71275848045383,2.55519265326266,4.03501705762243,6.3259,9.16575,6.60275,10.896925,8.697375,16.2683,29.00805,27.646425,27.94175,25.682375,17,56,38,36,36
"ZNF577",0.999999999258048,0.914699239943668,0.757772983350961,0.926332714490597,0.790519309609709,0.999999591834763,0.999945955019822,0.999758887163875,0.893438261977061,0.910952378518051,101.324223529412,101.512246428571,79.0220210526316,79.78695,98.0355611111111,32.9493771259608,12.351314141178,12.5538709089137,11.9236029229594,14.8044005563641,28.5115,34.14405,26.205125,31.87575,46.57615,115.7895,127.5007,118.984325,82.65885,112.13725,17,56,38,36,36
"ZNF75A",0.996339337091177,0.980951738080891,0.998279293668178,0.853523714913347,0.348215185902355,0.285789601394414,0.673059008047912,0.65160182354367,0.862325410422471,0.0325298166106156,217.979752941176,231.165601785714,239.41135,179.037983333333,269.585402777778,27.1944562048095,19.0721393341547,16.5201675637173,23.0148367391912,23.9549353561427,149.9258,140.750775,154.15195,85.262375,155.12245,260.7903,294.311975,294.62375,232.123225,319.13985,17,56,38,36,36
"ZNF496",0.582518759312418,0.944670725103094,0.896774524693541,0.999757894463986,0.201317922852027,0.76967419382934,0.974043988653008,0.820355648285032,0.999800501234828,0.862993499535902,408.744435294118,506.117985714286,460.933155263158,396.013047222222,451.349902777778,39.6255642906572,31.3105090681835,44.6597900756034,26.8007330876617,48.9008753603256,323.5811,353.53155,294.6044,292.617525,291.8788,419.3227,633.521625,532.756075,446.48475,517.572325,17,56,38,36,36
"ZNF2",0.977860588480767,0.98473728614935,0.568468600196758,0.98407936148986,0.574806363388063,0.999999993119534,0.977839088019075,0.999998847500532,0.633243811945862,0.636734000462971,108.445235294118,114.311441071429,102.852663157895,102.740844444444,114.681016666667,8.52663220521936,5.02447104759321,5.49114517310213,3.82303795979154,7.92157668092269,85.4942,84.73565,78.59035,82.885625,87.521075,123.2043,139.3101,117.583075,122.144175,124.6486,17,56,38,36,36
"ZNF589",0.924726674139581,0.991728411582512,0.990831455042211,0.969757708853341,0.999703049967755,0.999268651217826,0.82448771851107,0.994268198958192,0.934162648566728,0.982991201620858,245.561229411765,280.988473214286,265.921255263158,274.623766666667,294.533036111111,29.5810799296521,18.702936332296,25.1657324193317,35.1879441964698,21.5500479719899,155.4878,186.760225,140.6739,178.450725,205.8148,337.0771,372.747425,346.830275,291.9514,339.150875,17,56,38,36,36
"PRDM9",0.579798150677733,0.987070596275379,0.723909025500747,0.999954960292642,0.406777807638838,0.989103741598785,0.999996990353681,0.272441583588331,0.954878016161051,0.999443886904213,0.548217647058823,3.7324875,1.69014210526316,0.820261111111111,0.410075,0.304994979374697,1.74925201425553,0.877933630583921,0.435594339540047,0.178712628077939,0,0,0,0,0,0.3527,0.39965,0.637825,0.348675,0.2254,17,56,38,36,36
"ZNF12",0.95957745618741,0.793466922036711,0.964757028752557,0.996423588148218,0.99491749292327,0.874060330816594,0.999994206000947,0.933320949358779,0.678617781912213,0.996400012858633,1069.35795294118,998.125430357143,946.089621052632,1029.673775,1061.51242777778,118.29601382636,51.8002466473931,54.547537415034,61.9775488793143,56.5769851359508,752.2518,670.39715,716.2968,768.271,875.320175,1267.287,1187.4199,1149.081625,1272.669725,1267.109825,17,56,38,36,36
"ZNF202",0.741234781217666,0.240104799313398,0.714517932070043,0.97473239903022,0.944270894672755,0.359902180678555,0.577497298883142,0.990783199731701,0.951894756897178,0.808548218528394,303.144382352941,270.833980357143,245.405752631579,286.185952777778,261.43355,24.1168527391974,13.921478636464,14.5040578620428,17.7543665175683,12.1763185780038,253.9338,198.357825,184.416775,224.342825,208.128125,345.0461,322.589325,278.899275,324.11725,297.05725,17,56,38,36,36
"ZNF3",0.486332768707264,0.935252104361931,0.832568923567889,0.929907901656481,0.856589195024756,0.999999772683411,0.967505964911991,0.743863841123698,0.999823599276493,0.999667580103464,889.941452941177,703.722675,795.125134210526,792.078541666667,811.256663888889,123.451062334566,36.7555225741386,69.4076952308938,90.7020417935293,64.3013618697943,555.0407,499.556575,522.895175,499.879,595.9693,951.4567,901.77905,929.0623,886.165225,884.229475,17,56,38,36,36
"ZNF606",0.900944556950469,0.942095432913904,0.999956227380556,0.927070325623649,0.160182080818553,0.281532111879849,0.996878545055506,0.961779348985675,0.986021222425534,0.599560414965392,169.626647058824,205.8526625,202.207418421053,134.489491666667,184.646752777778,37.9994727244844,23.598554885297,22.243044190212,21.3906263558851,19.5354314836144,32.2743,81.793425,107.4445,34.091925,91.206075,283.8574,273.553225,267.5522,182.008825,269.861225,17,56,38,36,36
"ZNF91",0.660881438593006,0.349768833685637,0.933976049290513,0.9829156391127,0.0965935288713944,0.0251968276300685,0.999988241502393,0.478952255236088,0.180507396889393,0.935799878224404,534.137970588235,403.232851785714,345.238697368421,589.913891666667,525.402652777778,93.6667385413624,41.4019294617238,44.9041810257916,68.6366670246689,65.5763979097432,305.5887,173.887725,110.521575,344.2841,229.303825,681.5866,542.444025,524.0476,762.61715,849.3036,17,56,38,36,36
"ZNF226",0.990977741804886,0.653577690529014,0.0973614291156421,0.99900193584767,0.999318030466129,0.253818442625258,0.90693726722924,0.381096303663824,0.974292769626549,0.621018846790035,220.430088235294,234.182892857143,177.245160526316,228.719561111111,192.528783333333,27.6256858224342,17.2945810802767,13.2415614510079,18.3828488136323,15.5549849366652,136.5896,139.70315,118.9917,162.356625,124.392425,265.9374,274.567825,206.49225,263.819,239.47745,17,56,38,36,36
"ZNF229",0.462063659374885,0.9998815028379,0.121257475190999,0.999702072620542,0.327730545870826,0.992758076302659,0.999580181865927,0.110364282439227,0.999993357797089,0.987487863792582,50.7043705882353,117.451625,44.2933657894737,58.8593333333333,41.8120583333333,25.5455493650511,25.8530677641057,10.0355586583839,30.6180439791178,12.5651416067731,5.4507,10.588425,5.162575,5.16985,7.0981,20.7851,143.322725,53.916175,32.390275,35.5549,17,56,38,36,36
"ZNF180",0.999585118789075,0.999999999988977,0.998702362459274,0.99997758210381,0.99993184251269,0.999936475611587,0.97158372102582,0.793600064306803,0.935443102706808,0.896734962633723,193.655811764706,198.629619642857,193.589202631579,196.194247222222,177.826602777778,19.0919246181081,12.6297342175314,14.2133868382919,16.9687132504751,8.84001786915928,138.2824,135.4071,134.0371,152.05805,139.7415,215.5488,224.3162,230.9741,208.14135,211.9118,17,56,38,36,36
"ZNF641",0.595909669443653,0.817332547783223,0.993814283500371,0.981346021858772,0.797244061811365,0.965996975018364,0.290561338555767,0.924750669879255,0.79297392012986,0.403725910946824,159.435352941176,189.940839285714,183.338002631579,171.813344444444,203.215502777778,13.2053756815786,11.2985667406694,14.6618398908357,8.81559936380945,12.14695920859,132.0544,140.8188,131.46975,138.528,160.950375,172.8745,216.7085,216.092125,209.148275,265.2648,17,56,38,36,36
"ZNF610",0.999944022648101,0.991994258381017,0.991515499951619,0.997546830062728,0.998517767436746,0.999905249326328,0.999701549801726,0.9999767579761,0.997882484035779,0.999817825726901,18.6148882352941,17.8070714285714,15.6078894736842,16.3822277777778,17.3071583333333,6.35983559214458,2.97049408569584,3.69264757286032,3.93676516486914,3.95114564869437,4.5185,4.715075,4.0818,3.4473,5.076,18.4486,18.81335,20.51395,20.160775,19.6139,17,56,38,36,36
"ZNF528",0.230823977270742,0.933063387498156,0.4674291434075,0.975318094507389,0.331568601440935,0.999308644714259,0.8202110570822,0.736459843632186,0.996156048841437,0.975895404106558,67.3041647058824,166.443989285714,106.903571052632,97.4843638888889,121.501641666667,10.7526035363737,33.2327373695061,16.442216113328,26.6259816295639,20.6680258282954,45.9824,24.44555,35.883525,15.465525,43.00435,89.7674,202.380025,133.188075,117.9584,129.959625,17,56,38,36,36
"ZNF701",0.64684160006522,0.0407084574394628,0.213948793725596,0.56934850224138,0.998696755099428,0.457629452241788,0.660123204750086,0.999989353771699,0.351371311964122,0.999781934085921,144.362017647059,111.060330357143,71.8850894736842,105.867947222222,109.512241666667,24.5456676818949,12.8923207546951,13.5658278916344,13.8029349949173,12.4231840885795,85.6281,34.011475,21.742525,47.712075,50.699775,246.5409,164.83805,102.171325,142.1243,149.1484,17,56,38,36,36
"ZNF283",0.983786195253317,0.980195214649699,0.574131295107024,0.982383974472094,0.999997057140343,0.630933050417905,0.921447590467295,0.357994769016043,0.997022827898727,0.427088176086778,77.1884882352941,82.8727321428571,70.8680236842105,83.3651305555556,67.8035416666667,7.26642515006764,5.83436722918054,5.7844428455008,7.66036872897993,4.31470104497748,60.7705,54.9362,45.426975,54.2651,52.7041,89.7312,100.54275,84.43535,97.63815,87.99525,17,56,38,36,36
"ZNF558",0.39138533660667,0.909843623170274,0.785009145195301,0.928901829849663,0.00711862578101652,0.224081598131601,0.700716108809725,0.984098771791884,0.982681496581499,0.0729740526128192,353.238147058824,445.768482142857,400.661855263158,308.660219444444,424.430761111111,53.7885624769481,29.7706766255372,24.4527903408663,24.5360818573504,30.7563176300911,205.0098,304.539175,294.052175,213.581675,305.310775,413.3466,553.80725,512.697425,403.9802,530.21855,17,56,38,36,36
"ZNF597",0.460671580966554,0.788716080926941,0.972501244297425,0.999999983141341,0.211766504093195,0.627914833864114,0.991140028481116,0.546150298538205,0.915519736589345,0.982212367132078,70.6716235294118,52.3358589285714,57.4912157894737,70.4784194444444,65.3411833333333,11.1910793932158,4.96408336113434,6.0515729816445,7.25339409120957,6.61134717452406,42.5101,16.408775,32.90515,32.16155,33.661775,96.0699,79.9903,75.777525,98.307925,86.2498,17,56,38,36,36
"ZNF30",0.92192163444326,0.398305262358372,0.65511277287331,0.903394802725488,0.999907342284915,0.808007539963854,0.866605376636293,0.998832611471789,0.864046325042931,0.999959611306983,102.548570588235,87.1900785714286,68.0490868421053,85.1538888888889,83.3299027777778,17.5317751683,8.43990207936046,6.64896957693839,16.9390060422072,7.64279608379161,54.2594,49.501925,41.287325,48.66165,47.2726,119.0132,102.98315,85.65225,86.9137,110.571475,17,56,38,36,36
"ZNF354A",0.999977677239135,0.990888128469267,0.986840539501471,0.99999886821183,0.999996169287418,0.985816737010236,0.999942680418742,0.999999090933039,0.993743779188379,0.999978581535822,282.653452941176,277.748096428571,258.865344736842,280.182030555556,276.049738888889,35.5305122859928,23.5486590317143,19.6378202616692,42.8996075693227,24.1187671238846,160.6707,172.1382,166.163975,172.398025,199.1099,380.1619,301.9776,348.303275,282.041,355.07085,17,56,38,36,36
"ZNF764",0.706692520180537,0.0988550751197529,0.395262369145961,0.347361489413367,0.897351954019241,0.937970373093798,0.167558759356555,0.601476508618457,0.998759089428591,0.987932206336045,251.075505882353,214.651133928571,176.315268421053,194.866772222222,182.881202777778,38.3015331648282,14.9370411702508,9.78178000101474,20.4179281973107,10.8201895129822,154.7538,145.467975,139.822675,127.31685,139.665025,281.761,236.217425,207.6531,210.90365,214.2886,17,56,38,36,36
"ZNF747",0.999759602612324,0.998577752541486,0.96978757287397,0.622748605984928,0.193974533876248,0.611002441403006,0.826954249158993,0.440516941101623,0.861821342695619,0.992407836871999,221.009341176471,225.195775,214.090463157895,186.316686111111,194.923147222222,23.0653014621484,12.7580258774627,12.6301653179294,11.9918372016367,12.4314579010979,170.4985,160.6218,148.2948,143.40915,138.714625,263.981,277.52095,264.061375,227.900075,224.9953,17,56,38,36,36
"ZNF778",0.999973225225204,0.928203398546297,0.862581280545888,0.999877638585262,0.999992751873437,0.924333912865339,0.999855748432185,0.996616437529723,0.743589343744216,0.995131790205809,101.217529411765,102.618326785714,112.659060526316,103.397325,98.9456333333333,8.83391304794952,5.78139324475988,12.0148555957333,5.96240912426621,6.19314135749417,78.2912,70.295925,68.06755,77.072,67.438375,122.842,125.8261,125.211875,116.428325,120.695975,17,56,38,36,36
"ZNF212",0.551141400138837,0.277167802100198,0.942995712359635,0.383517056863049,0.987848439572586,0.999392175246044,0.592476077897189,0.999999628655455,0.966593001942829,0.993718578045924,220.552047058824,269.9469875,288.567313157895,282.332661111111,270.841852777778,17.4100548218469,12.6256836776747,23.9376378323992,19.9047710802454,21.3505867870824,182.5834,200.358225,193.515875,208.6604,180.45025,243.2223,326.619225,356.544625,340.29215,310.588,17,56,38,36,36
"ZNF282",0.864499731831072,0.0755240841471277,0.14539416955229,0.719814827542604,0.990860388801106,0.455238948172618,0.692266923223157,0.985206653962473,0.49131270476016,0.999997672834964,819.718229411765,922.509475,1106.91313421053,959.625783333333,964.674002777778,79.0790924482357,35.8058202829245,77.4194296134093,56.1599115092047,77.4050489284015,657.6297,743.342275,760.871725,771.066325,720.80685,830.4877,1098.156175,1379.825075,1189.8858,1208.971975,17,56,38,36,36
"ZNF160",0.999999999589846,0.984396106127296,0.950634563816802,0.976373356661843,0.92884220590396,0.999988246196471,0.970689047641032,0.912979871481484,0.999934969731232,0.99999908168175,502.464305882353,501.851666071429,450.071455263158,443.370888888889,439.783005555556,79.4033390219913,58.0384468821347,42.4899327779037,48.9768323929572,48.3105867632004,302.5502,251.4353,276.386775,267.6617,206.211275,859.6756,622.470375,536.215525,578.228725,584.5311,17,56,38,36,36
"ZNF415",0.393787057886938,0.983763065692135,0.504121587188048,0.756879356818168,0.965374179486012,0.918794651702676,0.969827934799354,0.611715272530246,0.999936446646244,0.956665364073352,21.4038941176471,67.6263767857143,36.0782894736842,54.4232194444444,38.913025,3.8705036208205,17.6077847566038,7.35938075092276,19.2303492817501,7.97949402426866,11.7033,13.06795,8.688725,9.412375,8.545225,30.2091,66.3166,39.444225,58.503525,47.095975,17,56,38,36,36
"ZNF439",0.828872481139711,0.666211748305928,0.989882751242125,0.509151459439359,0.925800748508074,0.997621711516086,0.556943893134279,0.953355548735188,0.999380434577476,0.999983321173448,67.5344294117647,51.8350785714286,46.5227894736842,42.4854444444444,43.6560666666667,20.349150421104,7.25738081837833,10.0866218629042,6.60584468779557,5.68060997730612,23.2897,13.314275,11.113075,14.04465,15.946975,98.0541,62.487625,60.642525,52.584375,54.2413,17,56,38,36,36
"ZNF440",0.982002676667702,0.995350671985581,0.718426199026289,0.789596731991299,0.915151804286119,0.313872067203561,0.967624708481364,0.999785125879098,0.693864776831906,0.973490531481327,423.351588235294,455.108858928571,399.919523684211,492.9769,462.953836111111,44.8872000493933,34.1431318370885,22.9228005417244,35.7863099164637,31.9983250290548,320.7034,283.29855,288.1356,343.41675,311.8378,470.1601,579.694025,491.895475,601.787325,603.4318,17,56,38,36,36
