"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N1","count-N2","count-N3","count-NX"
"ZNF195",0.332575860092831,0.67521718205691,0.997875568068743,0.957266349260071,0.544069357185921,0.584149715650578,0.995862207423232,0.927455467032514,0.900662885545624,0.999999996985806,414.497036842105,503.463863235294,531.334025,341.2108375,338.8105,27.3693843105496,41.5069898033042,72.6704005391884,48.1806210646901,20.5198,236.336825,266.878625,348.3313,240.6967,328.5506,499.43065,684.2471,580.910125,406.8764,349.0704,76,68,12,8,2
"ZNF263",0.997110672099276,0.999267090959009,0.999997679783605,0.999467785314704,0.995920822005991,0.997008751659295,0.999574726162254,0.999936501240541,0.99997870068859,0.998381711302193,565.308523684211,556.082072058824,553.207316666667,578.661825,540.992,20.7783959678574,17.8874655909455,41.1769240138429,46.0337268781882,37.0312,430.1129,459.424575,461.050475,552.4137,522.4764,648.1739,657.638175,624.722225,594.07225,559.5076,76,68,12,8,2
"ZNF200",0.99992697356267,0.999162781692852,0.997791984957107,0.995155475036486,0.997532243034083,0.988685798374047,0.999834500664788,0.999928767957968,0.999060955285837,0.999999711792089,234.959005263158,236.925436764706,228.190575,247.6540125,245.3244,11.2593193735236,9.21665162201293,27.7264843605765,24.6850800534629,28.6373,170.15035,186.940175,156.405,208.84105,231.00575,266.940025,269.2901,288.051125,283.64175,259.64305,76,68,12,8,2
"ZNF582",0.998824141019124,0.745114178420853,0.663445605638059,0.999990537842737,0.999999365940435,0.900495987991412,0.622036544947072,0.582874023919698,0.920918549837113,0.682001942769696,10.4688078947368,9.821925,15.8690333333333,10.0407875,24.9725,1.58581472357854,1.04220432882302,9.66201365961233,3.9913667469587,18.5827,3.15825,3.139375,4.371875,1.742575,15.68115,10.926875,14.1445,9.18985,11.9274,34.26385,76,68,12,8,2
"ZNF285",0.990592275391279,0.999964006947331,0.996483870326793,0.868469724998178,0.768284737274994,0.95321779910342,0.999999483358904,0.999896629880213,0.999999998323153,0.993391551315009,13.7224381578947,15.2896411764706,13.0141333333333,6.3913625,13.1578,2.22360385458284,2.81860388276732,3.29269017693172,3.40081524726779,9.1642,2.930875,2.749375,3.808325,1.645025,8.5757,18.395925,18.65065,17.993925,6.1895,17.7399,76,68,12,8,2
"ZNF275",0.992470349844125,0.938224563326302,0.983689269567831,0.713545795563279,0.825323817623425,0.986897285731475,0.994904984481286,0.998413162824835,0.999997949496068,0.999283472498904,752.635563157895,779.766129411765,842.202691666667,928.05315,857.80035,41.0723782235541,42.9186392245612,117.768202108481,213.03143091148,176.09105,454.026925,526.843975,659.012425,614.405,769.754825,1011.04115,970.109,953.8653,949.665625,945.845875,76,68,12,8,2
"ZNF37A",0.0814778148104912,0.927129765470389,0.979959762433134,0.984436345032978,0.971405069982752,0.999949552216905,0.932145362843728,0.635151696861641,0.81964961660771,0.86951453377241,479.397535526316,577.034736764706,536.758341666667,524.07,349.84895,22.6444511110559,31.4286459291898,75.0475574249386,52.8191987776665,135.79145,325.45655,364.14655,367.44815,425.799825,281.953225,597.038875,750.6028,677.18145,608.87345,417.744675,76,68,12,8,2
"ZNF510",0.847050008639827,0.994000774274811,0.876975954016918,0.999404051345149,0.999390387221037,0.990383751019829,0.983613150443796,0.938671179585016,0.997270694031338,0.976211375708451,322.050844736842,348.523045588235,302.186183333333,335.2121,262.3392,21.6142534953478,14.256742005739,38.0384532544727,47.6147340700634,49.0804,217.5659,269.006925,219.206125,225.7422,237.799,389.079175,414.363475,360.0425,377.3351,286.8794,76,68,12,8,2
"ZNF506",0.999973536228409,0.341967843660973,0.381670168761409,0.887627117607763,0.906904771256552,0.985695502967799,0.999999999897825,0.999999966448109,0.943389102422483,0.992827131946273,391.097280263158,396.921697058824,585.608141666667,506.4642375,392.2039,33.3184934323396,40.0114547800139,165.322581365126,131.32757190428,59.1368,198.3869,240.875125,309.991075,252.4414,362.6355,537.39575,436.663625,561.218125,685.363875,421.7723,76,68,12,8,2
"ZNF324",0.975602987346145,0.410995345663593,0.248971039874571,0.867617776018186,0.956180255967807,0.281892290399886,0.999870895219706,0.999999986091892,0.913159653810411,0.997797069441349,208.480032894737,198.561195588235,262.498208333333,172.4433,197.4377,12.9301785409631,8.75565120020296,45.0516306269674,24.1357027360402,16.5272,158.84165,152.372825,174.470275,123.29425,189.1741,242.75075,226.6371,247.540175,225.610675,205.7013,76,68,12,8,2
