"gene","p-adj-MALE-FEMALE","mean-FEMALE","mean-MALE","SEM-FEMALE","SEM-MALE","Q1-FEMALE","Q1-MALE","Q3-FEMALE","Q3-MALE","count-FEMALE","count-MALE"
"ZNF227",0.836010904564589,252.452519230769,257.717550632911,16.167783504138,9.94082736643361,200.109475,181.949425,272.621525,303.0654,26,158
"ZNF141",0.409537764232509,80.3453269230769,70.1294240506329,16.9608585481011,4.1810668440269,27.69885,32.224725,92.428675,92.3613,26,158
"ZNF304",0.843076852933516,307.828926923077,301.840692405063,26.1759382448782,11.4677235184758,234.423225,210.1432,341.665775,370.38485,26,158
"ZNF132",0.781497009877268,56.6472230769231,54.2176316455696,9.05261845713214,3.22240124295368,28.65975,29.749925,59.8618,66.47855,26,158
"ZNF20",0.852291830074563,96.91325,98.445153164557,5.66078385777705,3.1963833918644,78.397225,72.013875,110.337875,118.834175,26,158
"ZNF670",0.311309461196894,82.6256076923077,92.7551386075949,6.59903640078301,3.89405929256664,60.08095,58.434475,101.16755,114.04055,26,158
"ZFP37",0.242331146430579,50.3034115384615,62.7525094936709,8.96042297073994,4.04311732947425,20.55465,31.775875,63.940775,89.238075,26,158
"ZNF189",0.857507044614539,481.297661538462,489.912565822785,44.7556759674937,17.9875498614447,321.423175,317.9332,605.1322,644.2855,26,158
"ZNF434",0.315956037284004,367.231676923077,347.700479746835,17.3365362048366,7.34302846022628,308.90825,284.095175,433.64125,412.654325,26,158
"ZNF287",0.863905818640571,60.5941538461538,58.8462613924051,10.5579945691073,3.75031040077105,16.16475,20.409,94.474375,85.0581,26,158
