"gene","p-adj-M0-[Unknown]","p-adj-M1-[Unknown]","p-adj-M1-M0","p-adj-MX-[Unknown]","p-adj-MX-M0","p-adj-MX-M1","mean-[Unknown]","mean-M0","mean-M1","mean-MX","SEM-[Unknown]","SEM-M0","SEM-M1","SEM-MX","Q1-[Unknown]","Q1-M0","Q1-M1","Q1-MX","Q3-[Unknown]","Q3-M0","Q3-M1","Q3-MX","count-[Unknown]","count-M0","count-M1","count-MX"
"ZNF320",0.666423620040241,0.998562637033808,0.597273056922028,0.6225947309478,0.982978091425588,0.57778814607697,488.21754,347.052529104478,464.065922222222,321.929938888889,176.629677817981,23.2525743509756,103.436531480565,56.5681098834784,157.924,117.767225,246.9659,142.10465,726.7102,515.576975,605.2513,482.8562,5,134,9,18
"ZNF530",0.998768824232362,0.999965219995144,0.992786410311761,0.943665149103732,0.828407229060799,0.873888269782756,66.04992,63.0625335820896,67.1611555555556,53.7501111111111,17.1600169192924,3.91293582453201,8.31270153523629,8.47202846274654,53.1595,31.7165,50.2207,39.4245,77.2995,80.83695,76.7843,71.05345,5,134,9,18
"ZFP1",0.809547632100546,0.484921065084984,0.670604435216147,0.995826725685257,0.165690853431058,0.119429602957529,205.41826,242.660532835821,278.417833333333,194.857688888889,32.6585697468459,7.36149857853752,60.8091662916661,19.0388879826975,147.6547,182.5652,193.1948,137.11485,235.1323,272.8631,288.8644,261.251175,5,134,9,18
"KRBA2",0.944204222030521,0.704069494144105,0.746036023426353,0.56324445263901,0.376777168986026,0.999010067711953,85.65896,73.368347761194,56.6184555555556,53.8485833333333,29.6854351312154,4.3000302357785,8.52435173750785,9.25963347876128,48.814,39.17965,40.5366,39.492725,100.917,91.4557,78.6127,48.5716,5,134,9,18
"ZNF93",0.885718772363998,0.862959346679968,0.990393739992619,0.999951630870803,0.486151018776944,0.671245862539674,48.3739,82.3823485074627,93.0490222222222,45.7198944444444,14.0881682072227,9.47374595116424,24.896280044906,13.4618402783705,27.332,17.48265,18.0081,9.431375,66.0223,118.3531,138.3927,62.036225,5,134,9,18
"ZFP90",0.859479579287478,0.999510303813209,0.82352473958945,0.999782497028757,0.380721729080419,0.994081889432032,447.21384,534.886743283582,462.307533333333,436.78325,79.625123510043,20.3593689727868,64.4314837072641,77.4300006313361,419.9257,365.988375,283.4569,212.801525,550.9027,672.654875,593.1643,581.7311,5,134,9,18
"ZNF479",0.971645735593753,0.965113587985935,0.997776801232214,0.999999966721042,0.851830529133448,0.915235988206433,0.11896,0.785951492537313,0.9975,0.111338888888889,0.11896,0.3124332116042,0.934236728565089,0.0528537531757583,0,0,0,0,0,0,0,0,5,134,9,18
"ZNF445",0.999408239992746,0.996730597658144,0.997805463368149,0.996746598010373,0.920303332598445,0.947618361679047,613.24752,599.976535820895,584.408133333333,639.342244444444,77.9556220175967,20.9288560030125,79.3383687293334,69.3794077037245,567.305,434.056925,347.2095,426.76905,703.3333,725.322425,664.8288,753.2764,5,134,9,18
"ZNF74",0.988520440667924,0.999788205120165,0.991571736198773,0.966086988508292,0.425775946318005,0.899568715775026,368.75336,408.9531,381.603955555556,303.800466666667,94.1860085142353,24.9437427175689,93.3421366734694,33.8587756511036,225.4275,264.2672,231.5325,211.84105,419.3881,443.99815,371.7933,334.843775,5,134,9,18
"ZNF829",0.867200952373628,0.982701120718774,0.370705191378869,0.994633733545474,0.232549438990714,0.997237003484609,9.36284,17.1607395522388,4.78821111111111,6.58267222222222,3.89596762648254,2.09712519127205,1.30748096623542,1.77115068214881,3.7814,2.421475,2.333,1.310925,16.456,21.458825,6.7623,10.945725,5,134,9,18
"ZNF267",0.997035265175851,0.997741149296461,0.941399667644917,0.999989923410478,0.973403464516118,0.996460514274196,531.39068,554.734523134328,505.304244444444,527.515122222222,42.9107215609852,22.3154265842948,38.3555654468057,65.7781744947651,499.8265,375.3223,444.7545,323.453225,580.9091,672.174025,558.8261,646.72835,5,134,9,18
"ZNF566",0.892087313423653,0.714049548005956,0.865492890521005,0.751277194974321,0.890864297456019,0.996519793325258,215.9252,180.854576865672,151.994722222222,161.442633333333,51.1892805356551,9.74193105781782,19.7891688828046,19.8598274377857,109.3533,106.6362,110.6383,124.25505,304.572,236.7923,182.5605,196.4825,5,134,9,18
"ZNF224",0.951435978142516,0.804778602151357,0.874129499106008,0.999961864939483,0.715109751433779,0.57167674658698,208.0173,184.322882089552,158.829311111111,210.359638888889,15.3186358947852,8.65104076713938,21.5315198753701,24.4644736100869,180.0025,109.03095,129.0243,132.5222,232.7871,253.81145,184.2896,262.457025,5,134,9,18
"ZNF529",0.777224889211179,0.536115924549544,0.79442673749016,0.462733625871188,0.615795839898495,0.99999354925602,472.5597,367.951862686567,291.490955555556,294.068772222222,122.695620691861,21.8137250122754,33.1203824019797,43.7264878238048,410.4758,189.36105,256.8039,140.1417,421.7069,461.064525,292.2707,415.792875,5,134,9,18
"ZNF284",0.382499409811816,0.189530716499429,0.666967848228851,0.53062370581641,0.998086389618982,0.710066010727233,62.99548,42.9948111940299,32.2341222222222,44.2022611111111,17.0365406692615,2.4032513327829,6.2155006619825,5.93127882596294,36.8606,24.36945,15.4565,26.5977,58.9037,55.11495,50.2187,60.3904,5,134,9,18
"ZNF749",0.6804423630706,0.387321234058614,0.690402009013937,0.867285815654816,0.965348473469172,0.617044234819674,152.40022,124.254911940299,103.286288888889,130.802711111111,28.3356484196745,4.59063038172787,14.212396277433,17.2263864268563,111.2961,88.2913,75.3799,75.89635,161.5152,144.97895,126.9467,174.2193,5,134,9,18
"ZNF17",0.985908765379568,0.695039220892857,0.55602114311441,0.929664819318117,0.932573038984224,0.880865103030585,154.19002,145.985170895522,122.337888888889,138.134711111111,27.8099090572299,4.55865675358127,15.3631740485473,11.4825329669823,123.3701,109.87725,83.7338,103.41325,136.5529,173.121275,167.1812,166.83625,5,134,9,18
"ZNF555",0.770175599515583,0.774127497922058,0.992721499268926,0.960161531075213,0.875528337532918,0.899084992273759,59.07938,72.9767447761194,75.9727888888889,66.9972833333333,12.1226396533676,2.72583641556988,15.545769790261,5.60055527114765,36.6361,52.2221,51.4517,50.156825,71.2136,85.4964,75.6402,80.868975,5,134,9,18
"ZNF75D",0.158536567035484,0.812077672240562,0.540105472298721,0.563782810250436,0.637248867106929,0.978260282237175,452.69954,314.69221641791,381.276688888889,357.676372222222,59.2219319495962,11.2933949965571,77.5210153970243,44.54229692953,393.2394,207.431575,221.6535,206.035325,445.5999,393.619875,503.2174,499.768225,5,134,9,18
"ZNF197",0.987705924157159,0.96959258011871,0.991145627580283,0.99954323792953,0.84756156998072,0.877136508853025,331.97012,316.020793283582,305.242144444444,337.805255555556,38.4737179691332,9.47151041064464,32.5410219915405,20.9528325251724,300.4469,242.386225,250.5581,271.92875,326.9498,386.370525,344.3308,398.9179,5,134,9,18
"ZNF732",0.999924334763671,0.878661584393102,0.672681423554449,0.999999316121644,0.99916123549075,0.730206724805696,15.97086,15.286728358209,5.46944444444444,16.1289555555556,6.36880634158396,2.22072851292515,3.25659172406568,6.76045223971775,5.5165,1.615075,1.3255,1.20205,28.5502,16.206075,3.677,14.827675,5,134,9,18
"ZNF546",0.998989193005473,0.971387657312104,0.804791938992531,0.987408265010511,0.792205218575905,0.997513103016838,61.658,64.3695089552239,51.3141222222222,54.6019555555556,11.2002493283855,3.87139777713262,5.23284572605729,7.1970726774882,55.6892,32.20245,37.9331,27.97715,71.7151,83.8819,60.3098,71.488225,5,134,9,18
"ZNF286A",0.995183339345971,0.993929308768116,0.8830142314493,0.999196533361059,0.898079125502308,0.997519821079413,307.71048,328.096455970149,280.711377777778,295.318461111111,78.8751710493004,17.1363444671454,31.1181072547613,28.9390338362693,235.1323,212.94755,192.9871,197.407825,314.6941,398.59315,356.4742,365.3499,5,134,9,18
"ZKSCAN4",0.972742561413105,0.992584758554885,0.737662377017589,0.99674946324472,0.623488749201317,0.999398383268361,79.28408,85.8950208955224,74.1111222222222,75.7373,12.3022220829979,3.06398455885735,3.79688871763513,5.93384750687966,63.1896,66.50075,69.4441,58.90625,92.3916,99.9132,80.1499,89.2897,5,134,9,18
"ZNF643",0.980333829787002,0.999786751868331,0.981958651503581,0.999965924002611,0.929003632928945,0.999928395152751,50.37152,64.8654052238806,54.2300111111111,52.268,9.29955381722156,7.76896483319021,10.6821086878357,6.57279420154643,31.0852,30.9974,28.4981,30.361925,65.6971,73.424275,89.2401,66.6732,5,134,9,18
"ZNF642",0.933496159556126,0.998371833197946,0.954604637448867,0.999851003335211,0.609079607185632,0.988748394014605,86.39952,111.463115671642,94.9548111111111,82.9150722222222,16.0192725218532,8.74909134869626,9.51737921264807,5.76139855381223,53.6267,72.9943,70.8661,61.511275,117.2727,114.30925,109.2041,99.832675,5,134,9,18
"ZNF490",0.450558996350271,0.522683707792053,0.9943956253861,0.649621812379847,0.986077652934232,0.97447193534187,293.67634,229.999920895522,221.831488888889,238.120533333333,54.4273990564183,8.32202205336255,20.0579721453109,19.6839286309425,255.7621,168.50375,172.3548,170.95405,382.2619,266.125375,264.2952,277.4077,5,134,9,18
"ZNF626",0.957303257074139,0.77088046602853,0.810910857450829,0.882470410133268,0.943141643789624,0.977675402421889,127.94344,85.1887365671642,28.5633888888889,59.07455,98.3942535356949,17.1435771240976,10.2210779764504,19.1221257719392,24.9792,14.0935,12.5401,13.230875,53.6267,66.62825,29.4225,55.0137,5,134,9,18
"ZNF793",0.625724071577351,0.980427414940625,0.768557058634972,0.99997553872938,0.157174499443528,0.964170958833537,30.11504,86.1337380597015,52.1077555555556,32.2225,7.54806785678295,9.47533237442244,31.0618683601378,8.48147952799456,16.0977,9.494525,11.598,6.2994,40,121.359225,28.8714,38.741875,5,134,9,18
"ZNF383",0.742932876439896,0.551853778486303,0.854585569907199,0.62590380370393,0.93587926378726,0.989306701137916,123.5012,100.932860447761,87.4482555555555,93.7142277777778,25.8461485080273,4.37258314946336,14.8804494845876,7.80969152322684,91.5903,66.792,57.9946,67.9816,176.6543,119.3634,93.6133,116.549925,5,134,9,18
"ZNF669",0.992388793717057,0.851608277496339,0.34055030485926,0.964558349824606,0.969622071715852,0.332919262665285,135.04536,127.578778358209,161.450888888889,120.948366666667,25.8472047838756,4.98871415624964,19.4693344754103,15.6435822906241,118.1043,90.432625,134.7268,89.68505,152.2677,155.702775,207.6407,131.231375,5,134,9,18
"ZNF559",0.458333098662836,0.727422588036716,0.993647303852349,0.907949301052563,0.554589711814118,0.935771602347464,95.2727,172.842642537313,162.369555555556,134.577472222222,46.9600738920309,9.84900458488407,33.011058658085,32.5696873306724,38.579,81.61685,98.4802,25.46315,99.5271,250.281475,232.6986,171.722775,5,134,9,18
"ZNF177",0.6330407343578,0.925526602582711,0.940382715688705,0.858169853833945,0.941480449760973,0.999156223154399,14.90116,34.6707626865672,27.4999888888889,29.4782277777778,5.80276099030453,3.25907920522249,8.34987012068725,8.07455407169861,4.2628,8.870875,6.1242,6.347425,27.3626,46.2751,35.1937,38.4468,5,134,9,18
"ZNF548",0.186532136679377,0.0562014601970998,0.461370643369684,0.134730100133986,0.888126902036985,0.858388059973732,326.96748,230.800223134328,177.974011111111,211.808583333333,66.5689190306813,9.31232966903626,20.4566172459579,19.2549034027584,219.3194,149.207325,129.848,163.845775,369.9695,280.1632,223.6804,237.642475,5,134,9,18
"ZNF563",0.974291814443623,0.982252648063276,0.649770839416881,0.999276111626712,0.955415794265467,0.909737346554668,30.60546,34.6373582089552,26.2640888888889,31.9389777777778,8.02617416927891,1.84024077891585,3.14543787220496,5.18484016011281,20.303,19.806975,19.5392,17.025175,38.0669,45.23835,36.4191,36.056375,5,134,9,18
"ZNF567",0.986445516772233,0.685897947536956,0.536866142536913,0.665067149954116,0.33757149727472,0.99964152749136,212.66252,196.066041044776,146.474455555556,150.847588888889,45.184417168172,9.84657225361123,15.3459668009049,15.8195689038602,181.5057,116.737475,120.5506,115.3079,246.3636,261.41575,160.591,194.0885,5,134,9,18
"ZNF573",0.0123563982115291,0.0833117768132653,0.996087168856691,0.0382719273193579,0.997924831762037,0.999834023081502,99.61476,48.0925059701493,50.8970555555556,49.7438555555556,34.460237334943,3.11992590688561,10.502506907627,6.11128411324698,56.0606,23.824525,35.4569,33.729125,79.99,64.462725,70.0756,69.029725,5,134,9,18
"ZNF527",0.807868796873118,0.939718137392591,0.994295593189358,0.766688588091547,0.98745868825268,0.975521864740007,103.96586,84.5378507462687,88.6939,80.5754444444444,24.2154268444643,4.26249194307841,13.3245137417427,8.14239256108658,73.6364,50.25655,60.9726,57.908325,121.3641,109.690225,116.5412,97.922425,5,134,9,18
"ZNF33A",0.123116773970232,0.514514557119342,0.897497787607024,0.150876931935523,0.994549651368426,0.879758998253665,1616.38022,1093.27832014925,1217.92161111111,1060.87030555556,279.866483269418,44.5815800691718,218.706645973132,100.033684901832,1352.8084,679.48445,612.2017,820.109,1948.3519,1401.9474,1670.1185,1276.9681,5,134,9,18
"ZKSCAN3",0.691407845426535,0.916765438585699,0.977404871216156,0.395184428226417,0.639124491056842,0.709026350519377,89.81536,69.5411992537313,75.2020555555556,57.5106611111111,30.4047593009483,3.56268334317497,11.463251557539,6.30944308883007,61.1894,45.223375,55.149,38.4152,87.2367,87.1278,115.2512,76.847075,5,134,9,18
"ZNF676",0.899226296990436,0.987710172811094,0.980413541817757,0.991864556173321,0.902849801082768,0.999686596475605,1.49856,6.68280373134328,4.5042,3.86473333333333,0.891784486633402,1.52984589648531,3.5153837577773,1.75642309263082,0.5551,0.2937,0,0.3277,1.375,6.03275,1.5605,1.686325,5,134,9,18
"ZNF699",0.97721383717361,0.987083473148851,0.999999983388922,0.997077180968443,0.987418923201886,0.99686398875247,66.01452,56.5219410447761,56.4586888888889,60.7840555555556,20.5228235145995,4.38107962425747,16.5358329403269,13.4509785231585,31.344,28.07305,34.6684,22.137175,115.1515,71.680125,61.7391,87.566775,5,134,9,18
"ZNF250",0.957551816262381,0.987581702932373,0.625483771147803,0.950452645094046,0.998569220720017,0.68218589537493,192.6137,229.273835074627,163.356411111111,235.613805555556,43.4229366772332,14.4057128989224,23.2228210860594,32.4979351362377,105.1301,153.638275,116.4275,149.34,264.3967,248.2751,206.6308,266.5747,5,134,9,18
"ZNF79",0.675449999163084,0.963512876310836,0.893193855130007,0.960234613541884,0.724291432056279,0.999971336069751,94.66102,111.003682089552,103.2022,102.641716666667,14.4707377283399,2.79905204756663,10.460058160397,6.63304612729429,77.984,87.628125,76.5471,87.225825,102.1212,126.583975,123.1314,119.06135,5,134,9,18
"ZNF681",0.999594851935851,0.954523020988008,0.762312414703593,0.858922755373811,0.499933500095694,0.333975348563764,98.41708,92.9545940298507,131.7497,52.4006722222222,45.673873252839,10.2009597907623,37.4638483555814,22.4027637498813,16.5005,11.63095,62.556,11.582375,136.0606,125.775225,238.0547,61.3366,5,134,9,18
"ZNF766",0.974814896498186,0.924645763499488,0.969183264739617,0.705246298037817,0.500644526431922,0.963368997440345,379.50818,355.853944776119,336.662388888889,312.480183333333,58.8337147091479,10.3936147163338,41.8069518357708,33.5333763350875,306.4113,270.44635,261.9532,219.059525,408.6245,432.793,320.8352,331.222975,5,134,9,18
"ZNF471",0.723499018531328,0.999999999896317,0.51196118080827,0.990429792265156,0.572037925787876,0.98203463226432,16.52968,47.009121641791,16.5061,26.2996444444444,3.67413172442143,6.01874877392363,4.37529535856978,7.57987248824502,11.0331,9.04865,9.7744,8.918625,22.4813,51.212175,17.5076,27.19825,5,134,9,18
"ZNF836",0.647808024855086,0.996142344797526,0.636541394400362,0.93928328568699,0.77201937183282,0.976704358140176,132.26904,105.131765671642,125.962522222222,117.429988888889,15.1023030815038,4.45726896168427,16.7899607340863,11.7874826776989,100.303,71.7971,95.5623,78.8461,143.214,127.083325,155.4389,148.822225,5,134,9,18
"ZNF493",0.617885096560885,0.810612684806225,0.998308003416687,0.862644797365277,0.921835328483435,0.994719814558871,222.65224,139.401151492537,148.098577777778,163.229411111111,87.8518098178324,13.3246633004609,34.2203396230905,29.1352055172245,72.7172,41.353825,86.671,48.8316,247.8315,175.82045,214.851,225.955775,5,134,9,18
"ZNF167",0.426710084591002,0.994927859146608,0.370606671621392,0.814428466515113,0.757406609182039,0.872514265978845,10.42886,30.0543843283582,14.2683,23.0446611111111,2.78056354352854,2.61197691315732,2.41597886528421,5.00352104984916,6.106,10.907125,6.9827,7.849875,11.6879,38.138625,19.8746,32.32775,5,134,9,18
"ZNF565",0.502704389813833,0.568690237989239,0.994760090501568,0.543891332821823,0.998867375245791,0.999423803073455,100.09382,77.5389194029851,74.5392888888889,76.2329944444444,14.9070749421005,3.0678930790741,12.4821809943375,8.08090685969487,68.2792,53.358475,45.228,58.880125,128.5665,97.75375,89.8339,90.1105,5,134,9,18
"ZNF34",0.492106975371876,0.997299727964192,0.130503788668447,0.89828265698968,0.650431956130908,0.670895132479644,72.41522,95.4916634328358,68.4884777777778,85.0268888888889,13.7959672653787,3.11645452041779,12.1419375667077,8.14410683178389,54.8485,67.603,51.307,60.351875,91.7841,115.912875,75.0556,98.714975,5,134,9,18
"ZNF140",0.995657560948944,0.888404493548984,0.823613335187742,0.922662373696,0.831542045294526,0.996844877256803,326.6296,311.387671641791,268.259255555556,280.5248,46.9822962641248,13.151592094391,37.162628836773,24.3768010042871,234.9549,218.077475,199.3972,227.78815,433.2501,364.42395,321.4708,359.397175,5,134,9,18
"ZNF658",0.67267010290664,0.999999455005667,0.433330794953993,0.996585988322731,0.371018666226854,0.992385310865946,44.77378,72.9664574626866,44.4226777777778,50.6735166666667,11.2324022011945,5.07722569048781,8.24185304173794,8.23769110465839,32.6573,34.789575,28.2067,23.798375,47.5836,85.5116,49.9374,60.249825,5,134,9,18
"ZNF765",0.294275346801802,0.902163288593555,0.613721896223162,0.690318463524723,0.756884947968587,0.974351292575877,360.91976,261.379246268657,313.501511111111,292.075805555556,82.0682657388506,10.3301582938977,48.6077532456141,30.1620171339689,278.9727,179.9064,210.9519,193.1852,342.0913,337.463075,328.5973,397.609975,5,134,9,18
"ZNF124",0.804581219995107,0.998800211416376,0.778599783349347,0.985553740936252,0.786453326574894,0.995934917504199,114.75084,88.4419619402985,109.395477777778,103.486922222222,27.048943589475,5.70425057513053,17.7827925177042,12.687152201469,55.9746,47.71045,55.6796,57.46845,153.9619,102.0117,147.9769,122.31085,5,134,9,18
"ZNF569",0.537892352686311,0.926448416908723,0.865788825349842,0.999856196006333,0.0517450992565981,0.786331375007651,28.78526,62.9420850746269,48.0304666666667,26.7043666666667,5.87628657432566,5.20344162674773,15.2251330676542,4.51363276796554,19.5944,19.30785,15.748,12.7138,42.4242,92.1361,52.4558,34.67135,5,134,9,18
"ZNF777",0.547809805045751,0.958678849298198,0.782262476737544,0.995979369420982,0.210307562115367,0.977244697483763,479.59384,632.016403731343,550.151344444444,508.274255555556,79.520337144611,22.8752474004986,59.2373074010095,44.7924227933948,378.8867,454.168275,432.5206,381.570775,502.404,763.6066,635.0086,663.64005,5,134,9,18
"ZNF605",0.998217929012014,0.993030491291687,0.91016906059246,0.805750970860663,0.151427905258215,0.879826745860438,380.3775,402.356744776119,337.733788888889,252.185066666667,132.952111046245,25.5942039987384,58.4900801394952,45.6143502783178,184.9814,199.74945,215.7236,66.885125,678.0341,490.4046,358.0679,348.936775,5,134,9,18
"ZNF799",0.987366290463064,0.999951737004032,0.953773032618733,0.966454953626596,0.416439543515897,0.957419459737511,69.2211,62.9975828358209,70.3963777777778,78.9148,16.4610106662076,3.29545297362164,16.0080115778248,13.6968000727807,46.0606,38.221475,36.3837,40.531675,88.2648,76.077875,68.6527,102.918675,5,134,9,18
"ZNF782",0.970813913769328,0.766296907836006,0.757665812068316,0.747859039629061,0.617960437606869,0.999785057883469,94.22104,85.3610708955224,70.4649666666667,71.9734944444444,12.1161502347322,3.98562302025517,8.28894550706944,8.26155064511473,90.303,56.06575,49.2466,52.05285,116.0983,101.30495,84.6598,76.056725,5,134,9,18
"ZNF846",0.974600085473931,0.866851978275741,0.272556250979595,0.990651434441082,0.998437378045858,0.485148762037869,76.8666,86.6566455223881,54.9413,84.5669555555556,11.0386291275683,4.4431018435994,5.20588920804015,14.3987311703393,57.1715,46.472275,42.6814,47.928,91.2121,115.81505,64.7399,105.62725,5,134,9,18
"ZNF136",0.97262954507194,0.99998250728315,0.921442197645658,0.985081797014114,0.999821087967787,0.962393462428542,196.8048,180.780344029851,198.455744444444,182.394238888889,20.7349002661214,7.03584406192276,31.6665002509272,18.4433683758312,166.4995,117.96925,133.5432,116.8709,205.9975,227.054175,284.0187,216.348975,5,134,9,18
"ZKSCAN5",0.989180936847245,0.712479269120387,0.560608266786044,0.999373779743838,0.987739552425162,0.56218712753061,385.27596,439.154247014925,608.220466666667,408.160994444444,71.7139352861395,34.1012125999463,141.374733334444,45.6387080509549,262.977,297.6529,290.2989,297.463675,393.5609,436.375275,666.2967,399.10925,5,134,9,18
"ZNF33B",0.769811441408135,0.999975056365426,0.621905020331959,0.890983999750356,0.989652329401167,0.840435249397258,829.73756,681.709442537313,822.022011111111,707.919155555556,190.180078430588,28.5257265626176,135.231613098251,77.8253766141969,548.7094,451.233475,621.3559,493.942825,914.2424,818.1469,939.6325,859.439925,5,134,9,18
"ZNF431",0.999507371756213,0.97786143067482,0.957767866788577,0.903310596253155,0.643771208248818,0.990933241092302,308.47818,296.948199253731,257.320811111111,229.773672222222,42.8281556383228,21.2600941336145,32.4024047732505,28.0628446051745,239.7026,170.570475,222.7183,138.718525,371.3572,339.342625,329.2744,294.525775,5,134,9,18
"ZNF418",0.999868443274025,0.906352014445039,0.75009036460837,0.947708711342522,0.767640646476498,0.99466635747936,39.572,37.7643373134328,18.6634555555556,24.2691944444444,31.97816720264,5.06970564103509,4.67793884621419,7.92689077888822,5.5509,6.175075,7.874,4.5464,13.4067,38.6563,24.6263,20.10205,5,134,9,18
"ZNF700",0.998582927994679,0.999970328947265,0.999040073807808,0.996768981979723,0.893941442528594,0.988835175489712,307.91712,318.09643880597,311.342755555556,293.012194444444,14.208806906507,12.7377634284592,40.6119210548527,26.5364277412066,276.4363,218.64395,226.7549,235.580975,320.2106,380.3252,407.6478,349.668575,5,134,9,18
"ZFP28",0.961490071660451,0.98318960552737,0.602764203866201,0.99999173202307,0.781071837572925,0.966601650095589,46.86318,63.951923880597,31.1961222222222,45.7610611111111,20.198643273532,7.0522031644731,9.88100794300159,13.1264836901804,26.3693,13.6386,10.7518,9.64605,37.7463,81.39445,53.7616,49.934625,5,134,9,18
"ZNF585A",0.903416787508345,0.603617984284976,0.688883247694251,0.878978913230506,0.993858947847652,0.867926595416161,119.82306,99.845323880597,75.4818555555556,95.6635555555555,21.0330232033486,5.84668148170183,12.4462127082466,11.2454820988187,90.6061,52.747925,44.3967,58.933375,119.6287,129.3979,89.8227,123.652,5,134,9,18
"ZNF138",0.991112583315069,0.996275615816421,0.999985486456949,0.856795630199733,0.710392374952233,0.902810837056417,240.8315,225.145813432836,226.527233333333,193.803516666667,31.5104245186414,10.4681659105757,25.6685371785566,25.5644892836606,181.2379,144.559575,164.6454,123.6935,277.2727,272.94935,309.128,224.4314,5,134,9,18
"ZNF429",0.999952312383864,0.999875535744452,0.999964280796238,0.990064612076763,0.953472664670973,0.992108775402238,84.07396,86.3467328358209,87.9070777777778,99.2009666666667,44.5813796732963,8.68774349339751,27.468875891183,19.3317918408082,12.7273,19.834,37.1426,37.459675,160.88,108.02895,97.5076,159.30645,5,134,9,18
"ZNF470",0.964971194146476,0.936469841696788,0.39693342286599,0.978109632535919,0.999954399975126,0.566871111978084,46.86572,62.3495828358209,23.3986,61.4433777777778,18.9517638693447,6.11291018632842,6.72496901826816,22.9627969894522,28.1884,14.790425,9.0405,11.2049,40.5218,77.11265,28.87,62.458075,5,134,9,18
"ZNF100",0.994825760849308,0.992451706791588,0.865870062003663,0.99995827326374,0.985713874788532,0.971339447101061,214.56648,196.317937313433,239.967144444444,210.534516666667,45.2576565127648,14.7577916242434,46.7539391201845,29.1049223788448,150.2006,79.85485,129.7439,125.36235,238.9137,254.119675,369.0472,290.672025,5,134,9,18
"ZNF398",0.983044404088643,0.991860838950762,0.999995551730608,0.999942342283241,0.944609547939728,0.988331901709229,598.6376,635.788074626866,634.020388888889,604.735433333333,70.9465873380038,18.7973170125962,89.38361029801,57.894008073244,453.0303,475.197725,498.7159,393.919675,689.584,773.80315,654.3465,762.091125,5,134,9,18
"ZNF498",0.976253292040638,0.909967552068816,0.36841907527193,0.956781996384641,0.992542071221381,0.416322647557746,479.31624,430.242554477612,576.240322222222,412.073044444444,159.699784139058,21.9501751386768,133.627465654973,46.7346280596876,295.2169,309.67575,322.5544,274.0204,375.7979,482.180875,537.2689,487.741,5,134,9,18
"ZNF441",0.996983033103576,0.982117946693276,0.986921552378829,0.999989566137108,0.972888663270216,0.946755420835108,114.42078,121.355657462687,129.981355555556,113.262827777778,18.1743802941228,6.52982490374617,28.3029144590276,15.9482649183437,103.3099,66.37825,64.3146,69.144,151.9422,157.0608,170.0991,151.19685,5,134,9,18
"ZNF420",0.988862540588045,0.924663623358913,0.935450067985244,0.851486372267967,0.722140735015263,0.99885480570807,85.56088,77.2929097014925,65.7159777777778,62.2788666666667,14.1638604558009,5.11174931598548,15.8519291901717,11.573085496118,77.0024,27.962425,22.1552,25.420775,88.5373,108.07815,77.767,91.015975,5,134,9,18
"ZNF763",0.997384292493799,0.982657736533933,0.986195171493671,0.883009700980328,0.673675666112141,0.977588093216465,25.08788,27.0806253731343,29.7299555555556,33.4432111111111,10.4700357974746,1.93828767284186,7.28002832566817,5.43205126282453,7.5758,10.33615,9.1227,14.15945,28.0843,36.85035,48.9939,49.98465,5,134,9,18
"ZNF679",0.973504773982537,0.82361975927117,0.839267547369414,0.989690193954885,0.998682357430261,0.855891104673261,0,0.247341044776119,0.610277777777778,0.198211111111111,0,0.113144603166436,0.580497225033509,0.158308781768084,0,0,0,0,0,0,0,0,5,134,9,18
"ZNF682",0.989470679551303,0.997993611147269,0.896791133174305,0.999783141648109,0.978974533881945,0.985523186069717,30.74416,38.690026119403,25.1911,33.1340888888889,22.4524849719714,4.79525799677207,6.45500209598468,16.6278806064399,5.2658,5.295375,8.8203,4.167725,18.4848,51.6963,46.2961,20.4986,5,134,9,18
"ZNF772",0.997772308785087,0.994732063764156,0.99866226534908,0.900626797370012,0.716617091225202,0.954564380110608,201.0273,189.681447014925,182.453911111111,153.837233333333,105.344737642352,11.7031962604272,22.5677354508873,29.2389884881941,33.6008,94.778575,118.8613,58.51045,376.0606,269.6748,243.6474,193.399175,5,134,9,18
"ZNF257",0.691960249555025,0.943964291499335,0.947679256854272,0.579046841754538,0.937708989239408,0.846282397830966,41.01664,19.7299134328358,27.7313222222222,13.5168444444444,36.8311611310667,3.57477211469716,13.314760474363,9.2974610878427,1.5152,2.55485,3.6751,2.477125,11.0003,13.596075,25.6635,4.282,5,134,9,18
"ZNF785",0.889202736616685,0.839327777890778,0.978971043421012,0.935692604692545,0.0654313553027168,0.247716617647856,265.36564,230.399673880597,215.871633333333,297.060494444444,40.5156068981399,8.1016104279949,30.5295509284538,43.3215122749472,200.4488,168.69925,170.5517,172.2785,303.657,278.791525,224.7976,378.60365,5,134,9,18
"ZNF98",0.882238896324303,0.998954424068443,0.879652559762766,0.98948250833731,0.893443959953222,0.997539243843665,0.72658,4.85226268656716,1.70707777777778,2.66359444444444,0.169930754720857,1.14652592764659,1.03349987499029,1.805236409834,0.5551,0.3667,0.2432,0.32045,1.0313,1.892725,1.0671,1.22515,5,134,9,18
