"gene","p-adj-Esophagus Squamous Cell Carcinoma-Esophagus Adenocarcinoma, NOS","mean-Esophagus Adenocarcinoma, NOS","mean-Esophagus Squamous Cell Carcinoma","SEM-Esophagus Adenocarcinoma, NOS","SEM-Esophagus Squamous Cell Carcinoma","Q1-Esophagus Adenocarcinoma, NOS","Q1-Esophagus Squamous Cell Carcinoma","Q3-Esophagus Adenocarcinoma, NOS","Q3-Esophagus Squamous Cell Carcinoma","count-Esophagus Adenocarcinoma, NOS","count-Esophagus Squamous Cell Carcinoma"
"ZNF445",4.68979989194374e-05,703.585863636364,546.4271375,29.7961283700386,23.5698545688728,488.624475,398.609525,876.34445,644.546075,88,96
"ZNF74",1.52645199680279e-06,298.377480681818,489.288083333333,17.961370164147,32.8664284523624,203.0925,308.836425,345.184875,547.9458,88,96
"ZNF829",0.0127025825207794,10.4512204545455,18.5268291666667,1.73182777591823,2.6295849943004,1.606875,3.289975,10.874825,23.186625,88,96
"ZNF267",0.457092029734008,523.477469318182,550.447816666667,21.7349688923895,28.3457313383994,387.4036,357.42635,626.669225,671.599875,88,96
"ZNF566",0.136651956758976,196.922080681818,172.557860416667,11.1430327434255,11.7950910551684,118.764225,94.7229,242.216475,226.013175,88,96
"ZNF224",5.80924308657416e-10,234.909257954545,147.508251041667,10.6544077274189,8.24657811604889,162.81015,95.08905,295.7476,170.743725,88,96
"ZNF529",0.266657464768564,379.6785625,340.57830625,26.2745119921285,23.4264663027491,209.8575,182.18385,467.15705,412.33435,88,96
"ZNF284",0.0177791595743054,50.5648363636364,40.1570260416667,3.25396354303039,2.90843134221486,31.5726,22.822875,62.8499,48.8271,88,96
"ZNF749",0.150331682794941,136.443454545455,123.18938125,6.14336025578457,6.7425685534428,95.079175,82.54325,164.4238,138.659675,88,96
"ZNF17",0.282173529922384,151.166751136364,142.556492708333,5.2088297677621,5.96713437862703,116.007975,99.16515,175.916625,169.8253,88,96
"ZNF555",0.0745348975598324,76.2844056818182,68.3059604166667,3.63287106406778,2.65528650434419,55.111675,51.3049,88.212375,81.72655,88,96
"ZNF75D",1.9263834971639e-10,394.563472727273,264.743505208333,15.0670725727823,12.1841568355151,287.323675,178.905,491.4569,335.7451,88,96
"ZNF197",9.7797818554568e-07,361.541757954545,285.986989583333,10.9420850418471,10.1510151448296,286.5766,225.5503,434.5363,339.41895,88,96
"ZNF732",0.000309632402991533,7.44016818181818,20.180215625,1.16418112530754,3.13961164239463,1.2978,1.516575,8.1421,29.235975,88,96
"ZNF546",0.000421739181006298,74.7345920454545,53.47568125,4.62152750466495,3.76290354669836,40.05405,29.628525,100.53795,66.4813,88,96
"ZNF286A",0.00485028871738924,285.345331818182,360.4188875,12.3244075832422,22.526959234907,184.096875,220.4074,359.41545,422.919625,88,96
"ZKSCAN4",0.767617939638794,83.2416,84.7093395833333,3.36040520165156,3.61368142957709,61.6871,66.65825,106.632225,93.1022,88,96
"ZNF643",0.390848137213875,58.0583272727273,68.073203125,3.67787170228531,10.6235422639445,34.033325,29.22365,73.321625,74.494375,88,96
"ZNF642",0.00620602486160726,87.2368988636364,123.956396875,4.1036416703875,12.1240440955732,64.5267,76.474375,105.3035,123.23745,88,96
"ZNF490",0.156215148030249,244.173798863636,224.942535416667,8.20975610235645,10.5155828184438,191.775975,154.263175,295.096975,261.5725,88,96
"ZNF626",0.227826560054849,62.5923340909091,94.5138864583333,10.7151820601773,23.2647114594694,14.061725,13.614625,61.32645,69.290075,88,96
"ZNF793",1.6354020204723e-07,35.4645920454545,111.421898958333,6.04760783837281,12.1405192812134,8.435725,16.2426,38.785125,183.672425,88,96
"ZNF383",0.652535806806106,101.691701136364,98.505684375,4.2299294515111,5.54145581416003,77.88965,64.694025,123.250075,115.95405,88,96
"ZNF669",0.469054563976215,135.359527272727,128.876907291667,6.51793124850152,6.12233359375956,94.04535,90.906825,161.9704,152.2647,88,96
"ZNF559",4.82214268515690e-12,102.426529545455,214.181691666667,9.9476356106666,11.2145910742035,29.2099,122.160125,149.102925,276.29205,88,96
"ZNF177",0.00218501260733805,24.1912102272727,40.4446729166667,3.38691548820263,3.92753465244674,4.75665,15.108275,26.8922,49.934225,88,96
"ZNF548",0.00903830437611697,259.859478409091,216.643709375,11.2341225678466,11.8227586341001,190.86685,137.511575,292.522525,272.055025,88,96
"ZNF563",0.0893032781845264,37.1811965909091,31.994471875,2.2182237909504,2.07766206614081,22.8896,19.281175,46.305225,39.14475,88,96
"ZNF567",0.551491523386235,185.431555681818,194.982175,9.78826702589371,12.4236536496557,128.4511,110.180775,220.833825,262.3009,88,96
"ZNF573",0.000116787658178463,62.7681238636364,41.5852,4.39844256268735,3.20422178678059,34.03165,17.108625,81.85825,53.969575,88,96
"ZNF527",8.42388571561381e-05,100.210075,73.3565260416667,4.78989629193965,4.64428517772518,69.94865,44.127125,121.48715,83.51675,88,96
"ZNF33A",1.01141317543352e-13,1407.90712386364,878.274401041667,50.3830147588187,41.9058968355968,1035.057,586.986975,1692.934125,1054.78025,88,96
"ZKSCAN3",0.945652552074096,69.1689261363636,68.769575,3.18592826061052,4.77901826423991,47.25925,44.332525,87.02655,86.344525,88,96
"ZNF676",0.157540839059168,4.15249545454545,7.48423958333333,0.874335575753369,2.09946172127361,0.26885,0.2986,4.1484,4.214825,88,96
"ZNF699",1.59265070320824e-06,38.2101204545455,71.922428125,2.64084338042659,6.03600820628241,19.582975,34.60015,48.373625,90.0334,88,96
"ZNF250",0.037678127983291,198.034757954545,244.430923958333,9.12341020704643,19.495803469554,148.71955,155.00515,225.101225,267.526725,88,96
"ZNF79",0.0086645053099873,103.244595454545,115.525101041667,3.06840052693009,3.4230582689771,77.67265,91.70785,119.111125,133.45035,88,96
"ZNF681",0.035856130090441,71.7375340909091,107.001302083333,10.0616482653868,13.0348799578565,11.933225,12.651025,92.2752,140.393875,88,96
"ZNF766",0.0949171098650674,375.616782954545,344.130703125,13.6748001356868,12.8581389197539,283.273625,246.214075,455.1496,419.46435,88,96
"ZNF471",0.0218131603005997,29.2319704545455,50.0354364583333,3.89906904711292,7.8310669169459,9.0404,8.948975,33.451,56.179775,88,96
"ZNF836",2.6912775837884e-06,128.222673863636,93.51418125,5.71851800321548,4.42221469652911,88.5962,64.9185,158.170625,105.79085,88,96
"ZNF493",4.79972185329913e-07,204.137986363636,97.480709375,17.0691371607125,11.7309186382562,121.569925,20.166625,249.1717,120.50555,88,96
"ZNF167",0.0419362919604774,23.5509818181818,32.5651885416667,3.32935956726694,2.90423910692918,6.79145,13.257175,23.31515,45.86565,88,96
"ZNF565",2.62158049211259e-05,90.8149397727273,69.2267010416667,3.28521223054412,3.72566970260355,69.69385,48.120275,106.121175,80.46245,88,96
"ZNF34",0.00138771859719744,81.4652215909091,98.0865354166667,3.05959384512599,4.01848449804424,60.56105,67.3125,97.9091,120.8555,88,96
"ZNF140",0.980442413230572,308.306129545455,308.8180125,14.7276708647979,14.707742287525,231.69095,215.824975,368.2248,348.359625,88,96
"ZNF658",1.09263240677393e-08,44.2978670454545,87.7918020833333,3.7562386278217,6.03730747399691,27.397325,52.157675,53.78375,104.607875,88,96
"ZNF765",1.85629289717326e-13,352.260611363636,213.204116666667,15.7455945689834,8.3245527410815,239.491625,153.749925,418.091025,252.4566,88,96
"ZNF124",2.2970648057008e-06,122.054714772727,76.2391458333333,6.60032806819058,6.64473210540308,81.659625,44.5013,141.841325,89.7706,88,96
"ZNF569",5.40734281351263e-07,33.8241647727273,73.751453125,3.70889587057061,6.52216678719563,12.617975,20.7375,42.716425,110.886175,88,96
"ZNF777",9.41906710294482e-07,517.40385,695.939836458333,19.3781501912418,28.5955848563881,391.48795,495.258375,615.06165,818.5455,88,96
"ZNF605",0.03465954150515,336.096818181818,423.168048958333,31.2229114957206,26.7431931568845,142.338425,251.0208,452.081975,533.8604,88,96
"ZNF799",7.93098919871227e-12,87.7315534090909,48.501446875,4.30581297682352,3.28389517154678,56.577075,31.452125,112.045025,52.93235,88,96
"ZNF782",0.0192775695826467,89.8629954545455,75.26183125,4.70594966138486,4.05563535599284,63.58095,50.23465,102.766,90.189825,88,96
"ZNF846",9.50954385625646e-05,68.6437840909091,96.589340625,3.6008629903963,5.8332255776266,43.88065,49.971575,83.55205,118.6357,88,96
"ZNF136",0.298761682666769,189.588605681818,177.367626041667,8.24713239565067,8.30184634902282,138.4216,112.45605,238.1517,223.7886,88,96
"ZKSCAN5",0.946516769074599,440.443313636364,444.01848125,30.0728696600711,42.850631350807,296.32135,296.368375,456.652825,449.695475,88,96
"ZNF33B",2.93765166414772e-07,828.715934090909,586.596684375,33.6221733340249,30.7329929558183,592.72525,385.931425,975.490025,651.6825,88,96
"ZNF431",0.257457542696369,268.402809090909,304.944907291667,14.9885750755234,27.5592238471426,177.542625,163.658975,322.536775,349.15535,88,96
"ZNF418",0.752936765077501,35.4039147727273,38.1232697916667,6.6446065114098,5.57809478590493,6.421775,5.732425,33.86285,40.7985,88,96
"ZNF700",0.00057886016178621,352.721209090909,284.256657291667,12.3992867598621,14.8637227580971,276.34165,201.80835,432.751725,324.0432,88,96
"ZFP28",0.0125237442591697,43.0467965909091,70.3779802083333,7.07153311198711,8.10063675944914,12.29985,12.4322,48.086625,98.64775,88,96
"ZNF585A",2.47516523699254e-06,123.081215909091,79.6164364583333,6.69130415822963,5.96364576574623,85.102175,37.45985,166.257375,100.953425,88,96
"ZNF138",0.0231908521356969,250.858735227273,209.488688541667,13.1936476161401,12.3692448714241,153.58425,141.00445,315.431375,248.8008,88,96
"ZNF429",0.890389940177868,91.1190397727273,89.1536458333333,9.14324191169064,10.7543842074697,30.4004,16.315425,130.421275,118.754325,88,96
"ZNF470",0.144070824588682,50.8019420454545,66.3000145833333,7.64258936126072,7.29462589142099,12.993575,15.893425,55.375975,93.4961,88,96
"ZNF100",0.000736825937725949,245.219034090909,167.991134375,16.011319883925,15.7554183590842,141.517275,66.72595,312.667475,220.025875,88,96
"ZNF398",0.613117447188726,637.148760227273,655.839765625,23.7135064359913,27.8505831036956,491.336525,434.619425,751.371675,811.101975,88,96
"ZNF498",0.805119889215987,442.891003409091,433.676466666667,32.7029269844615,19.4028446770375,293.928975,315.157825,456.6304,530.925075,88,96
"ZNF441",6.75270234540282e-06,145.593736363636,98.78860625,7.94230948365273,6.35836418655988,88.7596,56.517075,190.732275,121.793575,88,96
"ZNF420",0.0874802545993695,84.9536886363636,70.2608552083333,6.31376249993217,5.79172720911911,43.6627,23.192075,118.511075,97.53285,88,96
"ZNF763",3.68594044175552e-14,41.7342579545455,16.9822666666667,2.46240213863793,1.38991128676711,25.004775,7.650275,53.146975,22.7604,88,96
"ZNF679",0.531945440531848,0.225217045454545,0.353135416666667,0.123669506971613,0.159345296475065,0,0,0,0,88,96
"ZNF682",0.840467518885325,36.3492454545455,37.996821875,6.56742353988522,4.99986250604402,5.58795,5.291875,31.37185,52.2278,88,96
"ZNF772",0.823356140639703,201.046992045455,196.031310416667,18.2934658427482,13.427377347389,81.635125,105.735175,274.616825,277.501075,88,96
"ZNF257",0.535121278546242,22.2621386363636,18.1128333333333,5.6228184112939,3.78329196848919,2.688575,2.1783,10.946825,9.63275,88,96
"ZNF785",0.110715621265275,255.160498863636,229.608479166667,10.509026828486,11.8388138682879,182.7823,164.531425,305.960025,265.752225,88,96
"ZNF98",0.442855908644352,3.43128295454545,4.770403125,1.29282233045975,1.17257095456524,0.3142,0.32745,1.742875,2.016875,88,96
"ZNF786",0.000236823755805693,194.339103409091,254.966159375,9.37546515665716,12.8688261808798,132.7717,162.21355,231.077325,319.322425,88,96
"ZNF517",0.00855981675926965,194.822630681818,246.582839583333,13.6310719414946,13.8371632070622,121.697075,163.11885,233.4368,294.53855,88,96
"ZNF675",0.00897188360480461,118.884078409091,163.748802083333,9.13593729906739,13.9372126118609,47.52165,63.730675,167.95865,256.650025,88,96
"ZNF860",7.4019828133487e-07,103.611535227273,57.4795739583333,8.10427446169059,4.35612245932157,58.66665,25.63145,129.471625,81.940675,88,96
"ZNF695",0.0890105621641686,88.2665340909091,69.4079364583333,8.05210513847205,7.552453387858,36.068425,25.922375,117.98515,80.14055,88,96
"ZNF665",0.0858363997933651,10.0542079545455,14.6230864583333,1.34992247923565,2.20949686579242,1.9866,2.67725,12.0459,15.196625,88,96
"ZNF624",1.45806514417757e-07,96.5933920454546,136.507429166667,5.00914675841335,5.26193630866022,64.417475,97.0637,115.184725,175.352825,88,96
"ZNF841",4.28305930832984e-07,499.542447727273,283.824828125,32.2391001462236,26.0100899936386,288.330325,147.034625,632.8097,320.49205,88,96
"ZNF615",0.000448530528654456,243.926040909091,169.143470833333,18.2513099734302,11.012696100491,116.7222,85.074425,313.818725,229.11785,88,96
"ZNF433",0.803034223844824,55.3994352272727,57.232628125,5.26884954301437,5.10353100537972,25.73315,15.192475,69.265975,77.97065,88,96
"ZNF595",0.541184208606212,156.972482954545,140.921020833333,23.2522214915081,13.2682793713667,53.401175,66.9496,167.61025,173.64035,88,96
"ZNF460",0.582823229912591,452.792555681818,475.013703125,26.1077308014509,30.3655391677248,273.3877,304.829675,541.768275,588.930275,88,96
"ZNF81",0.0436434774870539,233.916079545455,201.307920833333,11.8298320265071,10.8881059213862,150.26975,123.97785,295.635075,233.691825,88,96
"ZNF780A",8.78630501688349e-13,352.754155681818,211.745939583333,16.0925704986712,9.48341499553779,261.591875,148.2387,412.145425,255.64995,88,96
"ZNF461",0.735427943368933,73.3476352272727,70.7095885416667,6.01640577137731,5.02844587648497,33.896325,36.26015,91.76355,91.12305,88,96
"ZNF181",0.00598100809798519,189.440973863636,155.671226041667,9.61569860957372,7.57873814172955,131.313125,106.553875,217.679,184.064025,88,96
"ZNF44",7.28536689864612e-08,253.069834090909,177.336159375,10.3196649700271,8.79485492544512,176.213375,129.846025,298.504975,205.15895,88,96
"ZNF790",0.0102260907381938,43.0577727272727,62.4910541666667,5.28476260409267,5.28517195311685,11.40625,19.82425,54.401525,90.267175,88,96
"ZNF677",0.115733142191144,9.01817272727273,12.4598510416667,1.20865508189794,1.76592944506121,2.652575,2.668025,10.98155,14.342275,88,96
"ZNF823",1.70308211977499e-13,214.006559090909,130.436992708333,8.55932711744941,6.18488383070413,154.82965,93.257025,263.079825,157.195375,88,96
"ZNF311",6.3943547444878e-05,17.2224772727273,37.6851979166667,3.01578700610739,3.90721012196985,2.76235,11.4896,17.945575,50.66795,88,96
"ZNF347",0.394994030823887,71.4718931818182,84.5918458333333,12.2249824766554,9.56539614406964,13.106575,17.93125,77.30865,107.321125,88,96
"ZNF273",2.34854677161334e-06,150.025535227273,249.244622916667,7.83895147570741,18.1044068642775,93.621425,148.68605,182.728725,293.1942,88,96
"ZNF84",0.362964124055304,597.005105681818,549.338134375,33.3414338625345,39.6190220049146,399.139975,310.780625,732.20655,691.1942,88,96
"ZNF667",0.0347709399914504,14.3153068181818,25.3868010416667,2.44113183700823,4.45236962627903,4.426,3.84255,14.76555,19.1846,88,96
"ZNF649",0.831086309917228,135.868007954545,139.37019375,12.5204083245873,10.7089844546566,46.295775,72.0193,202.5801,179.736475,88,96
"ZNF248",0.231948540133156,282.094875,261.323914583333,12.9614158441961,11.5662374543977,203.532225,176.162625,343.080175,323.703675,88,96
"ZNF544",0.0235305022577047,668.730722727273,568.106897916667,35.241007886095,27.1276743311309,445.38485,378.2278,798.811225,701.0332,88,96
"ZNF251",0.912078545930674,280.973318181818,283.557361458333,16.2868574671555,16.665412609088,182.063825,172.06975,353.702475,355.351075,88,96
"ZNF607",0.141220090907269,178.394292045455,150.412109375,13.8591781595283,12.9349865359293,97.679875,63.09005,229.698325,211.44455,88,96
"ZNF334",0.51867724239386,71.4903147727273,57.7426552083333,18.3203652863628,11.5054715280783,2.586675,5.927225,31.04085,56.939925,88,96
"ZNF485",4.35351665828421e-09,93.0573068181818,55.557884375,5.35897388202789,3.12301809517636,60.137175,36.0409,104.96725,65.689125,88,96
"ZNF192",0.477122479517741,587.335795454545,557.143465625,27.982991326783,31.4376883444508,390.302175,312.540775,729.53775,741.7723,88,96
"ZNF442",0.660598107293691,15.2047045454545,14.415221875,1.41310332618781,1.12963067331334,5.156675,6.45245,22.050225,19.90745,88,96
"ZNF813",0.79153781913334,74.9866272727273,71.468078125,11.5967670077222,6.99958558345587,9.457125,13.754,96.9117,98.773525,88,96
"ZNF26",0.142457560507057,290.282232954545,260.470573958333,15.3834049262887,13.2891186567756,190.4617,178.713175,353.548675,312.1824,88,96
"ZNF69",1.73194791841524e-14,74.0771727272727,8.03010520833333,4.55471781708425,0.91667272714867,43.340725,2.949175,98.239525,8.91825,88,96
"ZNF583",0.114233543803535,27.9410772727273,21.57226875,3.52659569747218,2.07715312198071,8.2061,6.734975,32.7793,27.838025,88,96
"ZNF568",0.0419568937805944,33.6245568181818,48.8824989583333,5.77701862867903,4.77702104920173,6.873525,12.2329,39.16635,64.55265,88,96
"ZNF480",0.00293563127595786,530.793181818182,424.965282291667,26.8597612372254,22.8717547546648,363.330325,280.629875,656.939825,529.490525,88,96
"ZNF587",3.78586051397178e-14,1917.898225,954.216988541667,97.4759412892312,56.4447708496058,1309.190125,595.111225,2336.98555,1078.66675,88,96
"ZNF808",1.17430509760652e-11,384.600764772727,202.389055208333,21.4871645443238,13.8432011562889,242.596525,100.52205,507.376125,301.230025,88,96
"ZNF43",0.171291143980951,129.009247727273,178.61679375,17.8761554057458,30.4465852509988,29.5379,33.784275,148.54135,203.823475,88,96
"ZNF28",1.66533453693773e-13,589.112685227273,299.805584375,33.2529653118882,16.3036870829014,358.34095,182.4158,766.80465,380.4577,88,96
"ZNF627",0.938941002105913,267.395502272727,266.206760416667,9.16712323610936,12.2271340793704,198.65985,208.018375,316.23675,301.037725,88,96
"ZNF789",0.0111759666074958,167.515352272727,109.007128125,16.3547570236892,15.9001220522003,86.47645,52.980675,178.227475,118.38095,88,96
"ZNF534",0.981227905819657,1.87512386363636,1.852759375,0.800234430923665,0.536573388044773,0,0.29895,0.98505,1.49565,88,96
"ZNF525",0.00256538087778868,242.811426136364,157.613186458333,26.0916658304223,11.8228781500282,47.6826,84.324575,305.3632,213.298175,88,96
"ZNF814",5.61364288387267e-11,502.028804545455,267.907796875,28.6393441208156,18.5750841862497,315.8548,143.58825,619.960675,321.511775,88,96
"ZNF551",0.00344972784335507,225.706009090909,177.965014583333,11.4545307198892,11.2987113371765,161.2853,112.268975,250.7978,217.282025,88,96
"ZNF805",0.460571170568267,509.505982954545,489.803769791667,17.5236461203238,19.8150999062938,396.904325,347.632475,575.751725,607.75155,88,96
"ZNF468",3.65263375101677e-14,598.810057954545,248.581875,33.3663987424003,15.0235703983225,394.95255,139.506,738.107225,314.69185,88,96
"ZNF616",0.000431240134114441,157.184314772727,129.742383333333,6.13188892685349,4.70013191892826,120.056525,98.166175,180.3503,158.095425,88,96
"ZFP57",0.0928729055147142,48.9968806818182,18.7723208333333,17.1809112641035,6.74560770000186,0.370425,0.406475,8.59725,7.837375,88,96
"ZNF155",0.413665466723564,110.500115909091,102.769094791667,6.5200249376416,6.77414405745219,73.373125,66.648875,136.629075,124.515575,88,96
"ZNF425",0.0024492083118246,39.8498,58.0438479166667,3.45232195554019,4.7036144743825,17.42915,30.387775,51.341475,76.91645,88,96
"ZNF611",4.69174921136073e-10,292.120893181818,167.224291666667,16.9528778591881,9.39296864447353,200.296375,98.058225,371.1716,223.33775,88,96
"ZNF254",0.412795454738622,240.048623863636,266.102491666667,22.5218570727943,22.2981895532515,70.691675,97.1741,354.367225,384.6781,88,96
"ZNF625",3.58732442332643e-05,10.2404272727273,19.6534041666667,1.08744720800378,1.87841894986283,2.914075,4.591525,13.67805,30.557675,88,96
"ZNF845",0.65336903934532,234.595322727273,227.892522916667,13.3506539084012,7.33548765460145,148.934525,179.9144,293.460625,276.3438,88,96
"ZNF90",0.864457357037786,344.855782954545,338.922691666667,25.9505405910909,23.2036131392178,199.977825,169.8204,405.120525,424.65735,88,96
"ZNF788",0.000183882290085702,35.4648988636364,66.733853125,3.87784156080164,6.9865826521821,12.61025,14.03755,41.196225,104.973975,88,96
"ZNF880",0.493344423095305,54.3727909090909,63.7088645833333,7.99958561858531,10.7607473981607,10.090875,11.90535,64.914775,68.201925,88,96
"ZNF630",0.000144639647700062,71.9623670454545,47.621859375,4.94622498390751,3.93434323044642,43.41005,24.974775,85.0248,60.965425,88,96
"ZNF844",0.677171333871884,93.7032454545455,88.3120125,8.8214169481173,9.37153901290379,19.948125,15.50135,147.2508,128.6614,88,96
"ZNF717",2.48289032098725e-05,69.7111,40.9872229166667,5.15674430342224,4.24749892030192,30.7893,6.233375,100.506025,64.202775,88,96
"ZNF492",0.149382149060296,3.57620113636364,6.09232395833333,1.185372704008,1.2600051739588,0.3008,0.281825,2.01475,3.3302,88,96
"ZNF688",0.0318516053502711,168.634680681818,195.734404166667,8.00193395374968,9.49112999073044,121.2632,128.19295,194.960925,244.248725,88,96
"ZNF879",2.28018045069778e-05,30.7696318181818,65.1180479166667,4.11500576116695,6.55421221806512,5.992775,23.46105,39.940525,77.05185,88,96
"ZNF737",0.214752237863213,152.980501136364,115.532342708333,20.8243238555313,21.5637340801199,26.132525,19.8114,197.7959,127.95405,88,96
"ZNF709",0.5499916084838,67.9718636363636,63.5524322916667,4.5303604506558,5.71533140835086,36.767525,21.890325,94.600225,85.386725,88,96
"ZNF585B",7.92369692081962e-09,86.0889590909091,44.083190625,5.99911784981908,3.72956255293258,42.3728,13.687775,125.01425,59.5612,88,96
"ZNF324B",0.0274157217498465,140.051093181818,173.585988541667,6.45998864524646,13.1678752273127,102.731175,120.045925,166.35925,192.6799,88,96
"ZNF564",1.51001433579268e-12,249.326710227273,166.450897916667,8.23559976124344,7.20341502264404,191.1337,127.83985,301.48615,188.677575,88,96
"ZNF674",0.0261021800514711,74.7472465909091,62.771025,4.29781073618776,3.25804850092833,53.871125,41.1904,87.44335,76.799,88,96
"ZNF432",1.55175117311224e-07,259.673418181818,145.22174375,16.5589378011512,13.1361850813902,150.1994,78.787725,300.772025,172.7709,88,96
"ZNF10",0.597888211584791,186.031922727273,175.9424875,13.6922971303995,13.293418000156,110.285475,79.132425,213.149725,225.8319,88,96
"ZNF486",0.0183847103430551,89.3230340909091,45.418015625,15.3312157113254,10.7098705682668,10.233475,5.652175,117.691725,33.232,88,96
"ZNF225",2.90103396893837e-05,77.9544068181818,56.3212052083333,4.14799683356199,2.97638761656443,54.203975,37.191425,91.095875,70.932125,88,96
"ZNF350",0.111536810732716,139.288090909091,110.742561458333,16.8102674251755,7.39953919240497,43.4886,52.774875,173.668875,145.471375,88,96
"ZNF253",4.53587396198607e-07,210.392368181818,117.968609375,13.8499441624259,11.164682646607,126.223425,52.440125,283.175475,156.008475,88,96
"ZNF878",0.583777405649982,8.02783977272727,7.26127395833333,1.12055569688488,0.856277822257991,2.48665,1.440025,8.918275,10.124775,88,96
"ZNF727",0.732932129989453,6.12805909090909,6.90176458333333,1.75131778731092,1.45650233344814,0.5543,0.379825,4.762775,5.005075,88,96
"ZNF578",0.000413085180675954,40.2230772727273,13.382359375,7.4439315276794,2.11452173054901,5.1495,3.3216,33.677025,13.363225,88,96
"TRIM28",0.215949867113976,7809.21118522727,8706.4771,355.13185710898,610.385332522304,5701.349725,5727.7893,8864.9037,9114.494775,88,96
