"gene","p-adj-T1-T0","p-adj-T2-T0","p-adj-T2-T1","p-adj-T3-T0","p-adj-T3-T1","p-adj-T3-T2","p-adj-T4-T0","p-adj-T4-T1","p-adj-T4-T2","p-adj-T4-T3","mean-T0","mean-T1","mean-T2","mean-T3","mean-T4","SEM-T0","SEM-T1","SEM-T2","SEM-T3","SEM-T4","Q1-T0","Q1-T1","Q1-T2","Q1-T3","Q1-T4","Q3-T0","Q3-T1","Q3-T2","Q3-T3","Q3-T4","count-T0","count-T1","count-T2","count-T3","count-T4"
"POGK",0.977036253337084,0.989500461286402,0.988815399636812,0.981208300735031,0.999776135076246,0.993943632041069,0.999999989314538,0.750575163399574,0.863025918689412,0.76376759463485,1640.1189,2057.37352580645,1977.16972619048,2031.3533183908,1651.40338,NA,105.725350665386,121.048516151444,76.1781305983614,72.7187261250663,1640.1189,1517.689,1480.7045,1571.09805,1484.1432,1640.1189,2484.73215,2235.869175,2300.23095,1723.4124,1,31,42,87,5
"ZNF514",0.998490703450013,0.999972000910564,0.934817588994878,0.999856320503713,0.969297194518003,0.99859239117213,0.965485522577937,0.227173491267916,0.411458614437685,0.317669667536697,241.9019,281.898367741935,256.477380952381,263.743722988506,143.69708,NA,30.8735221231051,21.6371379482458,13.2460554137251,22.8043012096929,241.9019,183.8929,165.699325,163.34695,133.5927,241.9019,321.6541,304.3718,321.99745,135.2681,1,31,42,87,5
"ZNF300",0.972831950641823,0.926522426766715,0.91762799199927,0.919809422681127,0.841328675444179,0.999986734243827,0.965740242809508,0.999686874963279,0.999437346788032,0.998890232985267,13.9673,90.6901580645161,115.192204761905,117.211868965517,102.14892,NA,14.3627467217049,12.5949582820502,16.2265873976376,18.1485718804649,13.9673,27.823,62.230025,31.6893,63.4409,13.9673,125.41985,142.083125,161.71865,138.0083,1,31,42,87,5
"RBAK",0.999989843153716,0.991461679190268,0.517325413188916,0.997714742064618,0.784406219408062,0.953729959615576,0.999999690194764,0.999135648756385,0.83578232228198,0.935902606659584,734.9183,759.538109677419,870.042078571429,830.386547126437,723.83222,NA,48.9659310774688,53.7563573225095,30.2804117763985,76.8432125920071,734.9183,582.88675,656.565125,640.1607,683.8139,734.9183,919.8683,972.01195,1000.8798,813.5538,1,31,42,87,5
"ZNF92",0.998403517008775,0.992100155666763,0.969708052665768,0.997095765697974,0.99949392169928,0.981362340507557,0.999983339781108,0.922511788590099,0.775776186885496,0.870897747965709,230.9064,308.652374193548,347.886669047619,320.608879310345,204.35782,NA,24.5000983861606,71.5028970331768,15.0248485197309,33.1203792034663,230.9064,194.72005,191.8127,225.6394,164.3969,230.9064,425.97065,382.507675,390.9333,241.1409,1,31,42,87,5
"ZNF157",0.999977050737282,0.994005568168978,0.677235191389254,0.983593994221991,0.231327360961452,0.965597877436301,0.999424987426484,0.998206078119938,0.996530177324204,0.969390740770197,0.5944,0.958635483870968,2.08033095238095,2.52056436781609,1.4773,NA,0.240407051564426,0.549734463980896,0.444808778076228,0.678824316741821,0.5944,0,0.313475,0.29465,0.3243,0.5944,1.24455,2.280325,2.85535,2.1778,1,31,42,87,5
"ZNF182",0.997695241180676,0.999907502048153,0.939352583870368,0.994486314834433,0.995842565428515,0.639189350768666,0.999365884011887,0.751267380591464,0.918323742921589,0.610939912059411,150.9658,184.80254516129,165.901171428571,192.910629885057,124.69832,NA,16.5971985741362,13.3946875664523,12.4865727884058,18.3258420285508,150.9658,99.1204,104.911625,123.61925,101.6129,150.9658,245.62845,217.0743,229.88625,117.332,1,31,42,87,5
"ZNF673",0.462999628209311,0.289643380139789,0.710783610646365,0.198459683467955,0.13282733602819,0.843620215537779,0.524557363442673,0.99999816168943,0.977746292398998,0.847665318461901,14.5617,147.69795483871,171.441571428571,186.660649425287,149.72544,NA,10.865990074898,13.8278322831977,8.68029491395614,12.348365111204,14.5617,105.16415,119.0384,130.25955,141.6667,14.5617,182.7823,198.484,221.2491,152.2571,1,31,42,87,5
"ZNF41",0.991898791043029,0.995255178478249,0.999066600476031,0.998396902541067,0.94393532961678,0.985735505961226,0.999999867356175,0.85584938508332,0.900452042520016,0.955228395784737,236.5527,306.195041935484,296.885535714286,281.929634482759,231.8861,NA,20.7446199044572,28.5615050047228,16.4308228804185,28.7927742855217,236.5527,210.7424,197.978375,197.5164,180.2853,236.5527,340.98165,347.1704,318.20665,269.5398,1,31,42,87,5
"ZNF7",0.0933357637026607,0.193716312741034,0.58394366092456,0.286085580553269,0.0541279143284785,0.759248739928608,0.176285994837339,0.999280616158515,0.987956215455259,0.858878899179247,899.8455,436.819709677419,499.970378571429,540.431518390805,457.66328,NA,33.1478310249298,27.8627493044571,19.6312432528189,56.1896151280234,899.8455,351.62365,386.949225,421.8041,358.2977,899.8455,501.8425,586.846975,642.526,551.9032,1,31,42,87,5
"ZNF214",0.992987254232946,0.914109959489339,0.375913224732558,0.984327731981642,0.990307533259438,0.40460715419062,0.894017952111106,0.774058632944149,0.998649001138809,0.85323380801091,43.9822,32.7219096774194,21.6541357142857,30.1983229885057,18.22312,NA,4.52372924874651,2.93715344500789,3.13044459234867,7.40154523470606,43.9822,18.54875,6.4863,10.83395,7.7821,43.9822,43.7123,32.087975,38.57475,22.8665,1,31,42,87,5
"ZNF215",0.999993264924944,0.996122339498698,0.722253698889064,0.998021314487736,0.793537631602146,0.997618569739333,0.934454493561272,0.480141768915647,0.838454336770699,0.752864733296842,84.6954,79.9162419354839,61.0212571428571,64.8992862068965,29.73296,NA,13.8523926088699,9.66234513667175,6.48880099970414,10.7637234751549,84.6954,7.81335,9.338975,12.29825,9.9464,84.6954,148.69175,106.40805,98.338,50,1,31,42,87,5
"ZNF547",0.999999999830843,0.992272335663479,0.348459215020173,0.998116804977071,0.604063042852037,0.948939069298014,0.948373422515936,0.463960810423142,0.94129030060431,0.815773393455677,48.9153,48.7786032258064,37.4653619047619,41.0124885057471,28.16998,NA,3.94420557354133,3.54849393704131,3.07911630128411,3.38714612150111,48.9153,35.7667,19.970075,18.7799,22.0242,48.9153,60.46265,48.203325,56.7012,32.4904,1,31,42,87,5
"ZNF773",0.995103151802227,0.999787617992981,0.888145144801458,0.991574831966423,0.998900881739068,0.591830217158949,0.997794804779179,0.999977023380671,0.996403850802394,0.999419690533008,52.8975,69.4197677419355,60.2996619047619,71.7386908045977,67.40276,NA,6.29944711716725,4.37257300579266,5.27149715768636,12.9521467166875,52.8975,49.14475,36.522225,36.67815,52.5292,52.8975,93.94755,77.125725,105.29835,69.1439,1,31,42,87,5
"ZNF776",0.999999999992992,0.997950601244571,0.679873974425659,0.999999907282937,0.999966828919308,0.538210491011782,0.999188493687904,0.981383403192596,0.999980294611417,0.984153717215347,409.0015,408.604629032258,356.74805952381,404.790351724138,364.31924,NA,19.7340831377334,24.1758016212652,20.1543545744401,39.5334635310341,409.0015,333.90475,234.824075,243.9897,318.8911,409.0015,456.5855,458.7644,501.64145,409.6311,1,31,42,87,5
"ZNF256",0.987013380711373,0.823364230132098,0.120283920655046,0.831885495072028,0.0744048447849698,0.999940448293169,0.665343237782098,0.275013956564023,0.922072610589032,0.895681660597566,9.2125,42.2900612903226,79.1187238095238,77.5707724137931,104.44886,NA,8.09586194985375,8.0604475334362,8.12165901408913,21.4560830828602,9.2125,7.79375,40.272975,18.3205,87.1104,9.2125,57.93985,111.626025,102.072,118.8267,1,31,42,87,5
"ZNF599",0.94699675523923,0.639251935350682,0.0525630096918815,0.743442149090949,0.168339513514104,0.875648825864035,0.745219266542292,0.754938002117545,0.999868278446204,0.999379501081739,21.0996,54.1044129032258,82.6221071428571,74.7545931034483,79.39376,NA,5.20881613584793,6.30094085489463,5.34996105191383,12.8767402120878,21.0996,31.42895,55.6508,40.33685,57.7957,21.0996,65.98835,92.55575,97.07875,87.4385,1,31,42,87,5
"ZNF18",0.773389994136874,0.992475328070487,0.0178880338847399,0.962069963010445,0.118748349779099,0.718735261813615,0.999472536856952,0.296875469088213,0.99338060133623,0.87841483300124,231.5007,145.8262,199.517183333333,182.386317241379,213.9786,NA,9.60621380624715,8.89912835508239,9.00935947068099,31.3198123899394,231.5007,107.5072,158.350375,131.28615,155.3175,231.5007,179.67345,239.1514,217.38205,241.1869,1,31,42,87,5
"ZKSCAN2",0.980398847941875,0.966732984398202,0.996265172607592,0.861063028754037,0.26219526381046,0.383523216683517,0.806225040416556,0.68058450574918,0.773584441464176,0.990464207045207,90.0446,135.919848387097,142.833328571429,169.881733333333,187.02146,NA,10.1625367555577,10.201492838049,10.0504376376309,23.8784065434568,90.0446,85.24125,97.8564,105.54335,162.4514,90.0446,164.4504,168.57505,185.0654,210.9983,1,31,42,87,5
"ZNF689",0.999309882427975,0.999992611969714,0.958525817406487,0.999479943556685,0.999985063131901,0.939194386408821,0.980270663186007,0.935871491939316,0.784807935702365,0.911302152323852,170.5795,192.504803225806,177.561466666667,190.783227586207,226.94412,NA,13.4435070545426,13.5915887791432,10.6680878228434,23.6733575475132,170.5795,143.35995,131.952725,131.70905,222.9557,170.5795,215.7896,201.297175,219.97465,257.5269,1,31,42,87,5
"ZNF19",0.801052863464338,0.940890609470091,0.560981307546382,0.741734496611032,0.990870975760928,0.118976867775626,0.655479427620367,0.945237720695946,0.555559157611409,0.978757244707311,20.8024,45.8716290322581,37.9523047619048,48.0005528735632,53.86274,NA,3.94691200398868,2.30816307513243,2.69454367731429,8.83364707109131,20.8024,30.9456,27.785175,28.5615,38.316,20.8024,62.73255,46.526725,66.2062,75.2793,1,31,42,87,5
"ZNF230",0.876039395344997,0.855923605025435,0.999755446839888,0.953943739672192,0.746684427113321,0.516502058991669,0.978734336944925,0.95569539499139,0.928367068185725,0.999726695932155,103.1204,68.8381838709677,67.3151571428571,77.7981034482759,80.84016,NA,3.58035105043733,4.55785427850667,4.52734902275283,8.19806067869713,103.1204,52.9481,46.2304,48.4181,62.5811,103.1204,81.9235,78.739025,90.081,89.6805,1,31,42,87,5
"ZNF222",0.932012195974061,0.860096627364019,0.924882622217298,0.910024180666808,0.998420350455361,0.954774960622962,0.991788220861626,0.964171375982138,0.814833452457735,0.922273789516205,42.312,29.3079903225806,26.187419047619,28.3269367816092,34.44906,NA,2.43866166250224,1.68513529544416,2.03969512409441,3.72071115683548,42.312,20.90985,18.37375,16.99265,30.0215,42.312,32.3295,32.931525,38.411,39.7858,1,31,42,87,5
"ZNF221",0.918093128928879,0.911865669311578,0.999996046075948,0.89216847445264,0.99803069327502,0.998962242730799,0.954394220978384,0.999855821235211,0.999680535780387,0.998065510582757,7.1322,28.4083838709677,28.7894523809524,30.0159,26.49768,NA,4.1494348540056,3.43952086962093,2.91220438049594,4.97621821892891,7.1322,13.67325,11.001625,10.3049,23.022,7.1322,35.79755,44.307575,40.60325,32.122,1,31,42,87,5
"ZNF233",0.795932662461547,0.667652611528506,0.890844510992499,0.828425175015427,0.996385160315806,0.529413004518984,0.773961293869293,0.998709786843689,0.999781302465922,0.991216960394529,57.3551,27.2322096774194,21.4963047619048,29.2249827586207,23.70564,NA,3.76753872482001,2.33052693160137,3.46214378960787,5.64951509340403,57.3551,14.1888,9.514125,10.8055,12.6459,57.3551,32.0637,28.16275,35.67175,33.8793,1,31,42,87,5
"ZNF235",0.935588402547241,0.92563602975584,0.99993601663317,0.932349904336451,0.999999986242065,0.999897483902759,0.986989591820582,0.986775926795775,0.977952731891655,0.983431148871438,113.9049,80.4889516129032,79.1988642857143,80.3512218390805,90.72916,NA,6.35041118150217,5.00880398178585,5.18796892076632,12.0828273092269,113.9049,57.64475,56.38435,45.3566,70.1186,113.9049,94.8964,97.660375,108.0936,114.3324,1,31,42,87,5
"ZNF208",0.998953002112572,0.998875420041689,0.999999985246079,0.998947465405026,0.999999996420323,0.999999743815995,0.99982814456702,0.999787146579583,0.999727518981471,0.999770704353541,8.321,35.7813,36.1702238095238,35.5401781609195,27.07436,NA,26.9895610211888,11.8158457458435,10.2931750500808,9.86868470854146,8.321,3.9861,3.508125,3.1352,12.3217,8.321,12.45955,25.804575,27.76145,45.733,1,31,42,87,5
"ZNF714",0.752636660924484,0.764122802517213,0.999969899075326,0.779252086251369,0.998521214030129,0.999744217190907,0.617533619247904,0.957102832972304,0.940846028355521,0.911126603519011,612.4814,330.642070967742,336.519304761905,344.502925287356,252.9586,NA,30.5621943454718,36.2359918907762,27.0494636812104,39.156116366246,612.4814,176.5697,137.902675,159.90685,189.7849,612.4814,465.55605,475.831825,475.4882,259.4034,1,31,42,87,5
"ZNF394",0.999603640348565,0.987384483264285,0.720807405472936,0.999812086495393,0.999767868769607,0.390507575160603,0.97086091056218,0.860022621453154,0.995501142532393,0.797005024592883,678.7519,584.313664516129,449.836078571429,601.302012643678,368.1304,NA,64.6490200981556,22.9207105728491,61.5069809425189,40.1457876252042,678.7519,394.4539,351.2279,381.12525,333.3333,678.7519,629.7405,493.2202,613.7825,395.0925,1,31,42,87,5
"ZNF333",0.999842361975551,0.99999631054375,0.869279021036747,0.999999989610044,0.911287271980864,0.998936431011836,0.996531242863009,0.778661509709266,0.958663623626828,0.925369432889773,168.7964,156.494964516129,173.575395238095,169.890165517241,197.86734,NA,10.0089118720779,12.0424875198989,8.51452731612886,21.6076527766808,168.7964,119.56515,126.1546,113.94215,168.707,168.7964,197.8313,216.4333,215.47335,225.4468,1,31,42,87,5
"ZNF382",0.998305803007995,0.971589132312535,0.640349284633872,0.972030525880918,0.542607380843612,0.999999678523542,0.947532527054164,0.831301688208557,0.995596787052316,0.994369679301312,7.4294,18.1867483870968,29.8788619047619,29.647767816092,36.2808,NA,2.96965130729551,5.90178086613926,4.26228695449809,8.8241830515918,7.4294,7.212,7.859825,7.3084,21.0765,7.4294,23.83035,37.9964,34.33715,45.3385,1,31,42,87,5
"ZNF577",0.0991436478245318,0.140377799452708,0.956189688887494,0.160412895948362,0.773846620736975,0.994051954059007,0.207127855287978,0.996083548911117,0.99999992704031,0.999905502439381,298.0684,73.606064516129,88.3455380952381,95.1835436781609,89.34444,NA,12.0096461454372,13.0373342658863,10.6099189111573,13.1270122582635,298.0684,26.0965,32.94705,32.97725,68.0934,298.0684,100.4221,127.487,115.80445,117.0546,1,31,42,87,5
"ZNF75A",0.869758554196713,0.499869150499803,0.0601755060397386,0.546727400781012,0.0670011449054451,0.992020476700183,0.633863528853086,0.792723845968667,0.999650288928969,0.999999928299527,38.9302,168.796593548387,252.964516666667,241.981814942529,240.54368,NA,17.4815770763979,20.5385060488258,15.5209587278014,11.5005296621677,38.9302,98.07375,150.761275,146.31155,240.8918,38.9302,198.7346,330.574075,294.31735,260.4839,1,31,42,87,5
"ZNF496",0.999370123473935,0.998701651065489,0.999678399002162,0.995135542996789,0.944435263234951,0.976564925400759,0.996909203450943,0.99822338706014,0.999578047524592,0.999999887252202,373.2541,426.866358064516,437.409026190476,462.756852873563,459.9674,NA,40.3657962921345,28.6645182963679,27.0681525563151,41.8375543846674,373.2541,286.43315,285.7591,303.74485,388.4565,373.2541,477.39195,525.21375,555.13085,540.5509,1,31,42,87,5
"ZNF2",0.999943516398191,0.999708281091666,0.998789277251599,0.999277857752418,0.983347192613741,0.999056697837682,0.968140618586165,0.756176772590072,0.817698809864759,0.852994384994564,115.3046,110.641103225806,108.286245238095,106.532502298851,89.63754,NA,5.26029526205206,6.75678647303479,3.83436820152451,7.04766450695548,115.3046,87.8393,88.083,81.19055,77.8549,115.3046,132.2567,116.396875,124.1012,99.4644,1,31,42,87,5
"ZNF589",0.591351310857095,0.667589359227823,0.98358439538107,0.571264994273071,0.999991707091163,0.941401615484313,0.888011076359201,0.865164444592854,0.949799832920437,0.826950220916847,499.8514,267.55465483871,287.424285714286,265.008882758621,341.41872,NA,42.6094743007288,18.2685981131735,13.0237520273885,146.341329970605,499.8514,160.74525,200.2756,174.85285,114.7666,499.8514,268.1047,361.213725,326.84445,341.9083,1,31,42,87,5
"PRDM9",0.999994350139866,0.996452501483844,0.735280658378213,0.999243396771947,0.92479784547227,0.968876985298706,0.999970277591007,0.999981984978329,0.985406530057919,0.998765734355143,0,0.460593548387097,2.33007142857143,1.56088850574713,0.75268,NA,0.303073560357646,1.54413951362598,0.572982995319659,0.75268,0,0,0,0,0,0,0,0.46075,0.689,0,1,31,42,87,5
"ZNF12",0.986766840495092,0.986185234080403,0.99999998513117,0.964190416735543,0.949637374578489,0.932998449794268,0.998992226391006,0.989511512714223,0.988032144498787,0.921295235004873,787.5186,981.250764516129,982.677092857143,1038.7630908046,894.8435,NA,57.1590701475472,59.8236371706835,42.6871582238542,73.7171867248948,787.5186,708.95525,709.80595,718.51165,764.2773,787.5186,1176.55705,1245.9018,1262.84335,1021.725,1,31,42,87,5
"ZNF202",0.994894000938638,0.99992209591414,0.160257299547975,0.999683646330702,0.863821806365929,0.395384399173268,0.989644635861078,0.318676519995664,0.928747817557943,0.531116295396723,256.7608,295.130609677419,243.546364285714,275.448514942529,206.98724,NA,20.7948618885988,13.5430090198321,10.036495028311,24.2867777238892,256.7608,222.03895,170.0328,211.8696,174.4453,256.7608,339.17065,305.4901,315.98885,233.0203,1,31,42,87,5
"ZNF3",0.999850715348702,0.960608020639592,0.178860724331259,0.994907032179376,0.79990868166448,0.528331950302889,0.880931641335674,0.37808002402207,0.951018548709206,0.642142823299455,955.4175,886.900732258065,665.9768,788.973473563218,522.0793,NA,81.8686377240284,47.5261578012785,49.458583345296,70.9294567251576,955.4175,607.0337,460.3488,533.1594,367.75,955.4175,898.3341,728.46455,886.8738,643.1837,1,31,42,87,5
"ZNF606",0.999595433810895,0.994433977559539,0.919185779777009,0.993356705795033,0.843362160788013,0.999985996019396,0.982664286185078,0.930327858777143,0.994735615850561,0.995895818045542,123.7058,152.210990322581,179.159364285714,181.423816091954,204.7142,NA,23.360321853534,16.9022163838865,16.2896523065673,10.9241279889518,123.7058,37.63745,107.5892,72.45715,199.265,123.7058,190.6633,264.419775,268.35975,225.7807,1,31,42,87,5
"ZNF91",0.99999886858275,0.953100705945737,0.0393620492935556,0.982882632020362,0.128232580447797,0.877686817154442,0.93274824273356,0.436911617629863,0.998068749177305,0.955713481528399,624.3685,607.278335483871,366.654088095238,430.194344827586,314.943,NA,83.7891211085373,44.5871760674058,37.4012632957362,63.870876961883,624.3685,241.56355,102.7665,132.4944,198.4436,624.3685,811.90715,559.8521,577.3434,448.6517,1,31,42,87,5
"ZNF226",0.450554923069537,0.243869557671802,0.504244927319305,0.429152223641447,0.999988162194552,0.314797979176478,0.442439155789641,0.998066819868771,0.988643289500564,0.998593559084261,386.3299,214.83704516129,176.897242857143,213.051947126437,199.9818,NA,11.9539480550717,10.7951271459118,13.1270616356772,18.1407252611355,386.3299,172.7229,133.751325,122.3132,173.9247,386.3299,242.1599,209.74265,269.29585,198.1193,1,31,42,87,5
"ZNF229",0.999205756330654,0.984825995605933,0.756926859874222,0.990361734648845,0.833177606707266,0.997262858199938,0.99886757404583,0.999983188203809,0.987126254930958,0.995580999063336,6.2407,41.2486193548387,81.0004785714286,72.1243011494253,47.54406,NA,19.1372032277106,16.8705472556048,17.7512167331304,26.581160426411,6.2407,5.56615,5.191075,7.79445,11.3489,6.2407,30.6274,106.136325,46.8287,46.2774,1,31,42,87,5
"ZNF180",0.94245665853325,0.949883744364381,0.999916136676398,0.964024512673963,0.988255608876133,0.995966947502106,0.968815305059398,0.999892531954999,0.999990207727837,0.999995105964512,241.3076,179.853583870968,182.476992857143,188.036202298851,185.53628,NA,10.1395603422024,11.5574721062005,9.66847689684704,13.744297250911,241.3076,135.58795,136.335325,135.94195,162.6344,241.3076,212.30495,205.753825,213.47845,188.9206,1,31,42,87,5
"ZNF641",0.998258336542097,0.985833629636343,0.889683136792375,0.996330257320549,0.998490253333797,0.918875889577554,0.98850314436706,0.9893273669802,0.999999884193712,0.996006731388478,155.7207,179.441116129032,196.448978571429,184.149705747126,197.43592,NA,17.0674263697041,13.2925981927206,7.30458853731852,24.0633699316077,155.7207,134.26705,143.5301,140.8649,158.3333,155.7207,204.4354,249.81325,219.63805,235.6605,1,31,42,87,5
"ZNF610",0.999343846598514,0.990885115087061,0.873761753206163,0.967093683598064,0.281713476967219,0.857188951865227,0.777116936811747,0.21115356028961,0.440449457637796,0.66907797689819,5.052,10.6432419354839,16.0013476190476,20.4224034482759,34.9504,NA,2.63746873575018,3.24072698429879,2.90977366997774,10.2240829763358,5.052,2.74955,4.19865,5.0214,16.3978,5.052,12.78235,20.320475,22.9793,52.7927,1,31,42,87,5
"ZNF528",0.99900094975888,0.97943118869769,0.680349004639996,0.96330544138102,0.297682129429429,0.98679091205972,0.915777060083598,0.643446959201666,0.946074913584724,0.980836132141612,26.4487,69.5631032258065,120.709538095238,136.254352873563,178.28604,NA,14.2674304689519,16.5391700900989,22.0316400822146,39.5283328188478,26.4487,14.98725,47.894525,32.3549,110.8551,26.4487,101.97345,174.538625,127.16935,249.8087,1,31,42,87,5
"ZNF701",0.99889882970229,0.995141873301248,0.985169356983937,0.998821068383621,0.999999998277034,0.967204301803668,0.993026504790235,0.994000947408432,0.999861129743269,0.993088195187294,126.003,104.187132258065,94.2139309523809,104.029610344828,88.1933,NA,16.2925403789992,11.0848695725826,8.80525456864431,27.332351500685,126.003,36.51625,37.599625,31.36925,48.3871,126.003,165.30965,133.509275,153.9308,136.5723,1,31,42,87,5
"ZNF283",0.863799655781526,0.641336514742387,0.44256695014782,0.692213351818288,0.574267098858949,0.989213180201857,0.620366215554723,0.782532899146321,0.997716625112248,0.984768689006778,120.6538,84.4497967741935,69.897730952381,73.1656310344828,64.39944,NA,7.22343846069227,5.34984513405572,3.90959925823959,5.24597103314534,120.6538,62.44825,43.477675,50.20775,56.7445,120.6538,94.71175,85.93225,89.15455,75.3634,1,31,42,87,5
"ZNF558",0.990762296376127,0.838609662619354,0.106747070743814,0.960640959541182,0.838398197027856,0.301279109931477,0.845342765536512,0.658725202218574,0.999885175550549,0.878240523317575,258.2467,348.627235483871,461.133992857143,390.586848275862,474.8758,NA,23.1927148575621,29.0319841502202,23.2873101517206,38.5786501933518,258.2467,273.499,325.048875,252.90475,399.0745,258.2467,417.8355,549.631825,503.47485,518.9014,1,31,42,87,5
"ZNF597",0.999795718934357,0.997159440737477,0.955977117333583,0.999790774724066,0.999999999966469,0.901198668426843,0.991290216081656,0.964040663130425,0.99759593230259,0.957139772073927,70.1337,63.0345,56.3435142857143,63.0638149425287,50.16616,NA,8.25591672238439,4.87281059645524,4.52861539821522,13.7763519869594,70.1337,38.3188,31.94175,31.0509,29.1462,70.1337,91.2332,75.996825,91.05385,77.6588,1,31,42,87,5
"ZNF30",0.911756492038561,0.916394415113005,0.999993242577898,0.959925445764947,0.902880220835726,0.900292550534465,0.919801280844515,0.999987125173757,0.999944146289945,0.987984896434946,131.055,73.2288322580645,74.3871642857143,85.4825689655172,70.45832,NA,7.27528071822793,6.28637151765814,8.88538143513767,6.86738797836557,131.055,48.32595,46.69545,47.52875,66.7622,131.055,89.138,93.51895,98.43825,79.4423,1,31,42,87,5
"ZNF354A",0.761256191822773,0.77717603759517,0.999906897947717,0.841216058863263,0.932275677337237,0.955397420433034,0.92389975053153,0.970409754291848,0.979461199179744,0.998287251639192,473.4027,255.421564516129,261.53300952381,285.5183,310.3003,NA,48.4146238471551,21.1169946826261,17.4650470593683,58.2192992238227,473.4027,153.5931,158.909425,182.7176,237.1844,473.4027,261.14655,308.494325,357.84445,447.5806,1,31,42,87,5
"ZNF764",0.546099789898439,0.818593945581908,0.292150560781524,0.781786547008406,0.316033237365103,0.997131369398973,0.883029319361391,0.808323162307611,0.999919100921106,0.998645602775626,80.5349,230.358732258065,185.637197619048,191.78607816092,179.36484,NA,23.6749491984982,16.0491296379426,8.39119262544501,20.7102993801297,80.5349,147.4753,142.3056,135.44635,145.4301,80.5349,245.57485,207.18375,225.1176,222.2084,1,31,42,87,5
"ZNF747",0.452808431134923,0.419731639869385,0.999633405317988,0.467997496305631,0.999646234155048,0.989519728769809,0.407271357352025,0.99176892481269,0.996629236831835,0.980862348122884,68.0535,211.637593548387,215.653335714286,208.121943678161,229.7655,NA,15.5007174819831,11.6134210926472,9.40036264220726,38.9501392322672,68.0535,148.7745,160.1904,148.3725,179.5104,68.0535,281.77345,263.7246,242.74165,269.0078,1,31,42,87,5
"ZNF778",0.90155042900253,0.953331630954328,0.942131101184989,0.910792551189621,0.999817999357579,0.93950935204033,0.872452932334289,0.997879821376858,0.956467043173487,0.994271996114517,68.6478,104.553012903226,97.3989785714286,103.148763218391,110.58032,NA,8.22550047784752,5.62427275006622,4.27606616522791,9.11990465725383,68.6478,68.3439,67.74595,69.88195,97.4547,68.6478,129.25895,117.34815,122.81315,114.5918,1,31,42,87,5
"ZNF212",0.84038709245004,0.588989178227803,0.36655518961836,0.712310526457675,0.818176493638091,0.810038454952777,0.913709037949868,0.999281354959948,0.778001162279203,0.946902520612442,119.4651,242.85565483871,293.547711904762,269.374205747126,229.34136,NA,19.5613295666675,22.9167326143071,11.3708883010613,13.775719539995,119.4651,180.26095,205.29805,199.53395,221.8822,119.4651,294.72935,321.8006,332.81195,244.998,1,31,42,87,5
"ZNF282",0.945449547444319,0.710577359230854,0.175705556569971,0.880695733232263,0.895748619161238,0.37711420859648,0.968355170369804,0.999956737515159,0.731906874213467,0.983779748298501,599.7028,877.149406451613,1070.24823809524,946.29836091954,856.41778,NA,51.0170011722521,77.3474367062595,34.3956342492184,49.1923157598969,599.7028,668.71915,783.304025,739.1759,762.0352,599.7028,1089.5281,1233.613725,1188.49005,880.3593,1,31,42,87,5
"ZNF160",0.993030615015804,0.990273942312896,0.99985509727683,0.993248665680549,0.99999952697946,0.999227597383758,0.986836039541033,0.999168821339806,0.999801261752577,0.99871223071565,603.2689,460.26614516129,447.843680952381,462.881713793103,420.97056,NA,87.2606211148275,37.1021836305442,32.6074778537556,76.5654178600927,603.2689,220.3842,281.823125,222.9461,462.9032,603.2689,521.86,542.7306,653.63415,478.7943,1,31,42,87,5
"ZNF415",0.995461554511154,0.989900751208852,0.995885346450194,0.994222840504506,0.999977314616163,0.996466434500281,0.98859704870647,0.998238302432359,0.999954931947088,0.998854156269151,8.321,45.7407741935484,54.2433380952381,47.7564390804598,59.65836,NA,28.1246097827446,9.99156634952887,8.88625195882967,8.44038552085152,8.321,6.76155,9.7175,13.8307,40.5914,8.321,22.87765,72.83085,46.58015,74.0438,1,31,42,87,5
"ZNF439",0.998880247807907,0.96772667619362,0.497260810806112,0.964074078657911,0.326960197325231,0.99998917313467,0.992830317087016,0.993734483339442,0.995536899414354,0.993147159364774,16.9391,31.3715161290323,51.6055738095238,52.4361482758621,42.02734,NA,5.58046062049203,8.13623261974998,6.43518304705418,14.7729978253434,16.9391,11.42235,14.742825,15.18115,22.6978,16.9391,39.0393,78.1094,60.554,49.0752,1,31,42,87,5
"ZNF440",0.935219337380435,0.979026145634904,0.889783719096307,0.858313415852368,0.868333661915421,0.171835822283012,0.59389698559099,0.465516918663244,0.206790386609054,0.69653206015713,635.0669,468.188612903226,513.765785714286,425.633250574713,300.99694,NA,27.7086614463912,42.1164578791513,21.0147684511908,24.1751366829766,635.0669,344.1317,319.117625,298.91125,258.6022,635.0669,547.9216,659.762425,537.89345,353.7613,1,31,42,87,5
"ZNF562",0.999093962163745,0.998795384197037,0.168895149408968,0.998605643947395,0.0784594986175329,0.999998943262361,0.986061620240417,0.43890949262441,0.974132004851068,0.974376465667606,737.2957,807.477732258065,662.154133333333,659.773162068965,583.8842,NA,48.3904664669385,43.4108199074966,29.2662952903057,101.83947218298,737.2957,617.403,493.89545,480.26265,477.5487,737.2957,1001.40505,738.904375,777.80065,741.9355,1,31,42,87,5
