"gene","p-adj-stage I-N","p-adj-stage II-N","p-adj-stage II-stage I","p-adj-stage III-N","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-N","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-N","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-N","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-N","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-N","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-N","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF671",0.890346935468702,0.673016220217685,0.999756593381156,0.549548855431367,0.993397704754655,0.995868405693835,0.285908492818053,0.727328689879711,0.694758981095136,0.813936436534779,83.4128722222222,66.3024,63.6698782051282,59.9459127272727,37.7897555555556,11.8687813177628,10.282676014034,8.05791481044506,5.48668283907742,5.5846703188309,55.52925,30.10585,23.4166,31.56985,23.9283,117.55645,90.3597,76.481325,79.92095,51.5785,18,19,78,55,9
"ZNF416",0.430027005135771,9.03098497495591e-06,0.0251030891724924,5.93120428823424e-05,0.0663720584516235,0.996210611975582,0.0166984607901026,0.389221179781197,0.99991598032455,0.99999924612581,162.148266666667,133.763752631579,94.9916602564103,98.2271527272727,97.4545333333333,16.7020977370266,13.113510738225,5.05343638770522,6.4056549255906,17.9958621550977,108.156125,93.16625,55.715725,66.876,56.2028,225.37385,161.8629,120.30165,117.47495,114.4601,18,19,78,55,9
"ZNF586",0.710122335619488,0.799908241444134,0.987696204157983,0.982814638669682,0.847473013235579,0.925312707873259,0.999757271786856,0.914638850931532,0.972368516099391,0.999614791387151,238.349466666667,196.661289473684,209.316321794872,223.665116363636,230.968844444444,23.8260686686989,15.4436571816497,11.7581702438459,13.5552068744242,37.7249397774982,182.139525,148.33745,134.731775,151.84985,140.7571,230.56925,220.38705,256.69555,292.62145,324.7453,18,19,78,55,9
"ZNF446",0.746315958218106,0.998003412483407,0.729007768600583,0.999879340700614,0.468303472399636,0.957752487934713,0.959800457603718,0.998380819812776,0.980146484578873,0.899994581844986,207.287816666667,159.291984210526,197.533673076923,212.267065454545,173.599722222222,23.8133403841802,10.9858145587213,13.5109322045617,19.2483803925173,41.5201220483407,145.7599,117.21555,135.1912,133.37715,114.649,237.31315,195.46125,231.05855,236.37165,181.715,18,19,78,55,9
"ZNF8",0.197307151722003,0.00958558143604038,0.973888320224118,0.0509521541791839,0.999940129538346,0.958648696698698,0.0951354509929997,0.941128382175504,0.992518196854562,0.940798828135425,314.716144444444,235.885278947368,218.717676923077,232.136009090909,201.791566666667,41.0981591748009,20.8102498899859,12.4418947365503,12.1263154464105,36.7563366774356,186.35515,173.9165,143.01415,168.49165,110.3244,373.724225,285.805,266.08615,302.9843,233.0147,18,19,78,55,9
"ZNF264",0.561505281523676,0.0158884379793709,0.695014195447779,0.0932158466172761,0.955786880404088,0.924279700715392,0.116111506547891,0.743030699700014,0.991078165692358,0.915401134768655,1521.41036111111,1254.81431578947,1076.30973333333,1154.10622,989.9256,185.763708221608,109.397423194988,58.6326244789848,67.6656340734479,151.771879140819,984.01535,937.1687,685.160275,787.7165,590.3951,1648.171275,1490.77465,1351.3734,1414.6125,1220.1808,18,19,78,55,9
"ZNF213",0.998806429250074,0.995855716420491,0.999999740253579,0.867775772974498,0.675375625063145,0.246175424722003,0.997504333950957,0.981772476200842,0.965254978901134,0.996301720026691,740.76365,766.147836842105,768.525347435897,665.656925454545,702.726022222222,60.2281660964284,120.321505654368,29.155586082366,29.2452752603083,74.9311991862364,615.128825,505.07125,580.428025,515.5283,612.5351,806.95605,857.21415,953.209575,825.0448,863.7601,18,19,78,55,9
"ZNF343",0.781278022893426,0.273400173063198,0.980138544181905,0.587673320230875,0.999992535258931,0.955326753008612,0.772595013732952,0.999251831849473,0.999929608867338,0.999521733551197,344.457944444444,307.472731578947,293.344775641026,305.500354545455,297.923711111111,26.6693446788437,27.5874803385342,10.9770283387485,12.0973310942418,22.4587376657013,253.7917,211.6665,218.23775,231.9056,272.3404,446.10475,398.73735,351.45905,363.503,341.6461,18,19,78,55,9
"ZNF302",0.58572790657049,0.861497474391299,0.904754356391792,0.967132105333879,0.101850790306743,0.104597712285983,0.745476366603399,0.999999835507529,0.962314207890131,0.341768190311263,437.915327777778,321.552742105263,375.732326923077,480.259283636364,318.7107,59.4255473066087,29.6561605314779,23.7770425764319,41.8508313125185,45.6568271826594,250.955925,242.1147,213.814375,304.7659,229.3275,479.3732,381.4246,490.261675,531.81055,345.6871,18,19,78,55,9
"ZNF268",0.814012124152161,0.992104013040958,0.879037466030415,0.999998813447912,0.696144812758271,0.9777040042198,0.978940128198634,0.998109439885789,0.99722747914115,0.97277396328873,398.235416666667,323.548326315789,374.112182051282,395.524161818182,349.350733333333,49.2742130502828,36.6825841919368,25.4117851561717,28.7101267106642,35.2218523748712,234.024125,209.43085,226.530675,288.0751,308.8641,520.4504,429.85025,478.455525,467.4024,379.6398,18,19,78,55,9
"ZNF184",0.985762714029888,0.89024723374594,0.500023052409664,0.742550723122107,0.33372242311514,0.985975773377439,0.983770276439812,0.873861047128867,0.999996599816085,0.997925832234944,209.342016666667,191.939557894737,233.955880769231,243.234325454545,231.710833333333,15.4517894670743,16.8382256302366,11.489921504179,16.7961671098839,21.9368691302514,162.13535,137.7405,177.19695,173.79285,188.693,235.986025,220.8664,270.084075,274.6998,253.4267,18,19,78,55,9
"ZNF500",0.887684160924997,0.922254969675319,0.255612934641954,0.999479854930576,0.890094018922291,0.521607860908646,0.996383554124595,0.995204656259041,0.840701064947109,0.999224821282877,244.191494444444,220.222305263158,261.245555128205,239.48522,232.590811111111,24.572593485686,18.5179817818538,9.00958981142734,9.35469050947401,22.0665065163023,160.0216,166.21605,203.016125,194.0547,186.2578,291.916825,251.41,310.455875,283.59785,243.5589,18,19,78,55,9
"ZNF419",0.279611897230153,0.00793634979994851,0.894580108974986,0.0258557516731089,0.973866106723301,0.994655831033344,0.221871949563431,0.985755120352455,0.999995751318386,0.999933646330954,116.247911111111,85.3290157894737,74.3395525641026,77.6664854545455,75.4362555555556,16.1788601552882,7.7665402874902,4.8086354151114,6.72391360621635,15.7689210327987,66.014725,56.8863,44.330925,45.0415,44.6363,176.88915,111.1368,98.071,105.9951,90.348,18,19,78,55,9
"ZNF175",0.0646165609474479,0.0276467389501701,0.99551186964193,0.0944167621761348,0.949226510978766,0.981753995405156,0.0899448212811463,0.995248285488249,0.951537750683244,0.866143193682001,208.7346,127.901757894737,136.90411025641,145.866416363636,113.450888888889,27.4767382203208,17.071263205302,10.7863119218983,12.0317108602982,19.7511313247456,139.1239,78.54025,84.421025,82.89025,69.8621,244.817275,194.0127,173.498575,197.8658,152.9569,18,19,78,55,9
"ZNF14",0.937472106298263,0.995268837980966,0.634342993615231,0.99998365752715,0.830613541660249,0.992752004165352,0.933408393792047,0.611462173901072,0.970231718213113,0.922026545951238,150.540205555556,124.050521052632,161.022282051282,153.135558181818,184.025355555556,15.7256689837321,12.6600439814896,14.1240863879854,12.9103095279866,27.5805823180564,112.050175,75.31245,93.67325,95.2713,140.5471,198.0251,155.6716,198.780675,192.538,231.2982,18,19,78,55,9
"ZNF85",0.899641397723662,0.994535848405919,0.527749248284263,0.9999999999234,0.807444180241745,0.974715617318533,0.998832599978336,0.856543799825912,0.999999988343192,0.997998869903349,51.7214111111111,32.7548526315789,58.493241025641,51.6463290909091,58.8351111111111,13.1049004059298,10.2468846832677,8.97547094517462,6.8601123939756,14.6525538041956,14.071,7.61235,15.70265,13.044,14.8731,61.089325,32.5364,78.799525,82.75465,80.1499,18,19,78,55,9
"ZKSCAN1",0.984703042852982,0.922841716378775,0.999822641206963,0.948576658969392,0.999978332556808,0.999982217110032,0.113348915501773,0.036346851965977,0.00678510358887607,0.00995076981060838,2193.76375555556,1920.71834210526,1853.03398717949,1879.18680727273,3759.31438888889,264.878180760574,232.268718016565,144.059167860991,140.271552425724,1715.37362509766,1284.703475,1370.5161,1093.5701,1242.6841,1326.9175,2698.4524,2389.8477,2141.881775,2284.7152,3186.8475,18,19,78,55,9
"ZNF862",0.601391819574337,0.950864156905793,0.79864282326394,0.90139861869231,0.90489937807254,0.99836420075399,0.450010235235478,0.985136203182131,0.622695950035506,0.730507029253842,465.183611111111,330.866189473684,411.620223076923,396.978181818182,271.155688888889,65.7673025052112,61.6304772688245,31.3981135791798,42.2950681244392,36.5579789426917,274.310425,137.57805,207.630175,182.2724,180.0809,569.01835,470.5018,509.865275,509.3891,351.937,18,19,78,55,9
"ZNF684",0.721958827997415,0.827004163560037,0.98477339124804,0.996233877025786,0.766227257109151,0.849491741694135,0.999999941050365,0.83696926110081,0.926378445764389,0.998215927310956,64.8988833333333,51.9776105263158,56.1942102564103,61.7951163636364,65.1878333333333,6.62518192729489,5.09554696491272,3.34805810970021,5.14266058419119,7.12806940022644,41.367075,33.9598,34.186625,35.78035,58.5203,76.041125,73.6568,68.326125,77.93775,74.9369,18,19,78,55,9
"ZNF430",0.982850763473106,0.992551066679161,0.999099124933956,0.957748196553091,0.999999516048082,0.993185076316508,0.996053030753012,0.999994912888245,0.99997290608184,0.999971754361234,163.940077777778,180.390457894737,174.427908974359,181.327689090909,177.823277777778,11.7334201297747,22.4438451089561,11.3843767336833,12.2353144244278,25.6353137525215,147.577525,112.9311,101.4918,123.82575,124.9848,188.3594,271.5855,221.4014,227.62195,214.1396,18,19,78,55,9
"ZFP30",0.807214427842669,0.999981496815285,0.558002023968868,0.99999999999724,0.654335226371387,0.999917537759312,0.999999982033971,0.892895084244787,0.999998441791994,0.99999997808332,128.669077777778,90.2175947368421,131.310183333333,128.723141818182,129.3962,27.8622087664715,19.4504847985665,13.11834191215,12.6229521636038,36.7930803773391,40.3112,19.15255,48.630475,55.2142,17.9197,225.69465,153.1215,165.2036,177.6158,189.5596,18,19,78,55,9
"ZNF549",0.823767459877154,0.078163741950106,0.710666506797586,0.0648244726533826,0.632582160169671,0.998944215621984,0.224651892050849,0.720451067659285,0.985495588637858,0.995618038202901,181.814305555556,146.285289473684,113.387293589744,108.699832727273,94.9164222222222,37.0589941378489,24.8784579884105,10.3308134514335,12.3042405608787,29.9726230580313,78.5271,50.30635,47.52435,38.79345,34.5361,255.6896,180.0875,175.498225,169.39145,100.9119,18,19,78,55,9
"ZNF211",0.711037507670695,0.123996034958707,0.927763051998878,0.671924779973258,0.999573988275327,0.57031326233176,0.682389012975216,0.99831993592251,0.999163012907893,0.988458416189755,255.200194444444,206.968847368421,183.054626923077,213.391152727273,193.134733333333,32.786183896856,18.7817248715081,12.3589150527489,16.2807847616356,48.8967215285045,166.67345,148.95235,105.0541,132.74305,72.0323,391.5446,285.29065,229.001775,257.81165,205.7825,18,19,78,55,9
"ZNF205",0.880862233751301,0.674044799528182,0.08127602147325,0.995971130963444,0.538246711194355,0.627394408943998,0.985145509412991,0.999278642721446,0.50532766672302,0.907148142122322,252.697472222222,224.511489473684,284.357252564103,261.858801818182,233.308155555556,16.5485824367725,17.7811091271142,11.2463074841215,12.3968012255154,22.9469101308997,207.77905,181.06425,218.389825,188.61645,186.0748,316.920725,257.82025,357.716425,329.07305,269.0415,18,19,78,55,9
"ZNF45",0.376245097350639,0.0165770025458439,0.897407734298198,0.200787918615542,0.99999992243125,0.666068597976609,0.273405454095333,0.982136609785414,0.999999933284147,0.96936717207809,303.508022222222,235.515984210526,209.155707692308,236.2527,210.094277777778,38.6950963873256,23.5760493891679,9.26651300950258,19.2753224342934,18.4399754878255,216.60825,172.82285,152.901825,155.07095,159.8677,340.2622,266.81015,236.7591,273.2381,259.3101,18,19,78,55,9
"ZNF133",0.998013385917195,0.75784084092324,0.491899578081669,0.990993904219172,0.915380935288509,0.825848268492146,0.998366385181155,0.999999034053799,0.73775968281791,0.960971261416085,308.470066666667,293.456852631579,354.444997435897,326.798334545455,290.744377777778,17.7948476487702,19.6244436073612,21.1443569527534,16.9684149091371,22.7820728238405,252.95495,230.1878,231.5737,233.3915,249.3553,361.349775,371.80615,424.1513,415.1396,334.0775,18,19,78,55,9
"ZNF436",0.99957721139679,0.444558665279613,0.592002535446395,0.999171433320285,0.999999999798406,0.214340577944345,0.999515921989431,0.995220633312465,0.561816249849599,0.992739836740532,644.964083333333,673.594752631579,829.300956410256,672.989205454545,608.191444444444,106.555127467924,107.468937172079,50.7000066612724,45.7243249757761,134.674322205208,387.221625,315.73855,506.0924,373.4161,355.3579,572.937675,1068.21055,1095.9815,870.1088,711.3377,18,19,78,55,9
"ZNF484",0.950714700885014,0.281261295929531,0.81123296377671,0.120323048554708,0.529173555508746,0.940655486794996,0.999915842831895,0.991569058761503,0.686573301861381,0.464875930226155,134.181311111111,152.765442105263,174.53893974359,185.030203636364,138.601855555556,13.3997526409612,18.0521702485926,8.69323549929991,11.8726688747139,16.9865176796115,84.556025,97.85815,123.422175,120.1769,107.9635,167.091025,173.06965,209.85965,250.228,178.2803,18,19,78,55,9
"ZNF780B",0.445146108447452,0.0916773815871544,0.994347074985963,0.350712321656238,0.999636953697135,0.900274244749052,0.324646086499288,0.983042015783973,0.997514500315753,0.942703889091916,466.048583333333,352.816815789474,331.712642307692,363.70762,308.222288888889,65.1101421108944,41.5009825573414,22.834161465409,26.5152605117666,45.1271974192315,335.2354,210.2835,182.848375,234.1764,220.0608,448.278175,488.7172,392.089875,431.77725,398.5294,18,19,78,55,9
"ZNF557",0.974265111704488,0.76372419629679,0.992979009475483,0.70715984478065,0.981359067676293,0.999515471508985,0.952796542092135,0.999370811545347,0.999998982733887,0.999883580473947,210.470988888889,196.270968421053,188.456698717949,185.744287272727,189.611433333333,13.5822582280702,16.7481832026205,8.58555740487065,9.42605780870798,20.1162243493074,173.767075,149.1099,144.56685,142.49525,165.4068,254.38685,233.9227,215.0465,213.7497,240.5778,18,19,78,55,9
"ZNF337",0.999193953478311,0.816951801590707,0.616570149835703,0.944013967618931,0.822000951778203,0.991816436149193,0.719617937000162,0.586900046804033,0.965991878523943,0.912141738658871,391.486327777778,375.103905263158,448.798307692308,432.887030909091,495.438522222222,30.0025996134712,33.9196470954834,26.4720712421118,25.7788820919882,66.9996432194124,289.900075,264.55565,314.673575,319.7576,357.9409,502.8949,488.72075,494.501975,508.50505,550.7941,18,19,78,55,9
"ZNF317",0.86465046224202,0.970408215369976,0.972357251374319,0.999274792119935,0.594283522620295,0.691131514050548,0.995633920060901,0.993787735278449,0.999999856000571,0.973465240287339,898.066711111111,968.577378947368,934.036912820513,883.859807272727,931.865144444444,46.071352010032,61.8183647651852,26.0365988207552,23.2684150699556,99.7444084097479,731.6487,784.53745,774.822675,730.39615,684.0122,977.460725,1119.6184,1049.07365,991.2224,1162.4425,18,19,78,55,9
"ZNF426",0.996238585363225,0.437064733830718,0.182983237130325,0.216737610323128,0.072625730827614,0.94572088083474,0.534790962796886,0.34614446430814,0.984229615776288,0.999872898720994,299.760788888889,323.998636842105,209.704301282051,183.147727272727,171.9326,58.8626269051806,88.825507442155,18.7874780811644,20.0098201585634,33.2061663028705,162.6595,107.58585,120.05325,101.0841,110.5384,310.2015,312.48855,251.53435,216.47835,219.8892,18,19,78,55,9
"ZNF331",0.206981449275908,0.993128225641331,0.14345488822377,0.989046976742118,0.0168457193886447,0.646115798377625,0.902540903841266,0.914460747500156,0.954177943974139,0.649951943205073,298.35995,113.761936842105,269.240573076923,332.537903636364,203.842766666667,92.1444392414006,22.5646643831259,27.9558699940232,37.7435757606899,57.9004076032597,35.889675,41.89175,74.832525,137.1344,80,530.170325,173.1032,331.319725,444.3101,297.6847,18,19,78,55,9
"ZNF227",0.236919876384591,0.104563185562909,0.999888144946974,0.416784466361468,0.932300810019752,0.862973940303832,0.0658406250318702,0.859634144524954,0.724344068983775,0.436053857384927,321.93225,240.997236842105,245.524878205128,266.063198181818,193.433577777778,45.5718251037683,16.6581713941949,10.916603537072,18.3382387573195,11.0143810336479,209.266775,181.67295,177.698875,186.74875,183.2491,363.15105,292.04385,293.419325,303.9438,208.3793,18,19,78,55,9
"ZNF141",0.980354640915129,0.95932797368421,0.613728647878182,0.718205850065616,0.282030931969683,0.889265291127253,0.999979544527432,0.981239104543475,0.994740102122914,0.918319121437644,62.7295666666667,51.9191526315789,73.2248051282051,82.6949690909091,65.0545444444444,10.3949909344134,11.9623491050615,6.37326674703647,9.20923071869491,15.8674636246551,24.2149,8.6004,41.095075,33.20845,39.102,82.073725,76.03255,87.200525,122.53145,68.8116,18,19,78,55,9
"ZNF304",0.0314909550435977,0.000225537048915703,0.960184350081434,0.000176195288084879,0.903420683362684,0.997047825657771,0.0115170615933802,0.891750256682214,0.98137351956516,0.995773455996028,443.371661111111,312.110389473684,288.317387179487,280.11218,261.731688888889,53.3282655851492,29.2541455255719,14.2743080855714,16.2472956060921,30.6128406013602,287.4711,212.14885,192.14665,210.2949,210.9382,449.701025,361.4401,355.846625,336.6264,302.1289,18,19,78,55,9
"ZNF132",0.999837059006379,0.419946610188664,0.528361795931254,0.949689574580105,0.982942746803068,0.60132943586527,0.24752303929413,0.303540518388006,0.810166091650101,0.390934495185081,66.3376833333333,64.1847105263158,48.2898628205128,58.4361418181818,32.9205777777778,9.13572189643329,13.1355397639757,3.68182042653682,6.11468087875302,3.30832869499162,40.3654,32.72405,27.5322,31.786,27.9309,84.06975,75.7108,63.88915,68.3985,40.0961,18,19,78,55,9
"ZNF20",0.132611271514668,0.000978044099925635,0.840785787666637,0.0112050824390468,0.993142855946579,0.912510064816583,0.26495489819367,0.999961444295516,0.972063551784635,0.999729695110039,129.083355555556,100.191457894737,90.3590705128205,95.97586,98.4705666666667,6.9522334151626,5.51987650437283,4.3369196360398,5.60422779291607,12.0244303837484,105.2801,83.24545,65.916375,73.10465,77.2176,147.8766,113.3381,112.46155,115.5439,116.3184,18,19,78,55,9
"ZNF670",0.862955631442043,0.817092880923572,0.999851613699545,0.798894437776318,0.999991878686919,0.999959058752469,0.944623648149619,0.52920702043327,0.45552364683408,0.442048875493032,103.228066666667,87.8878052631579,89.8313333333333,88.8633072727273,117.735488888889,13.3884463104979,8.44447641987108,5.51286492335963,5.97980331603673,18.3527146989397,73.8295,59.1348,57.732625,59.7885,84.0904,112.733775,112.6769,115.0728,107.8513,148.3195,18,19,78,55,9
"ZFP37",0.915146729021238,0.846910942905457,0.212011728068418,0.996283717766629,0.617046905864107,0.87572235909996,0.735090933972376,0.981852213937343,0.192184687368166,0.456513329975716,57.3308888888889,43.4026526315789,70.6234487179487,62.2468418181818,32.2924555555556,8.18101567504224,6.545636993115,6.42807280796854,6.97208920544563,9.41820010423245,46.001525,30.7837,34.4699,25.5913,10.4036,58.427675,55.93475,96.21285,85.2783,32.7257,18,19,78,55,9
"ZNF189",0.99781644480342,0.910057831493716,0.69878620562781,0.999566996759688,0.974206680983081,0.873416248623101,0.944935682739701,0.987567161981863,0.559089473503711,0.852028716072551,506.379372222222,529.465936842105,456.297023076923,493.744827272727,574.1049,50.5839330765607,64.803396165035,23.0517642819205,26.3866568646799,123.436169147091,342.1576,270.12505,309.8451,343.12945,234.4726,669.08555,795.23755,573.500825,633.50415,895.3048,18,19,78,55,9
"ZNF434",0.997885983405506,0.997304413538668,0.94571573238358,0.998372576654058,0.999986124466379,0.877639530273851,0.999571235568733,0.990264947626492,0.999999999800661,0.99080530084595,350.825238888889,341.438878947368,358.767024358974,343.577238181818,358.593022222222,19.3724450252285,19.9131832765809,10.9586802109608,11.5116966495162,32.4740969219391,313.205525,269.88545,298.44075,283.0118,305.3461,380.647125,416.0011,415.643225,393.763,412.559,18,19,78,55,9
"ZNF287",0.731633880143616,0.944948677201145,0.134387257078927,0.999835973128889,0.655538421001602,0.652267881423584,0.99999999999159,0.854887138466681,0.980832640524089,0.999951018613942,58.8191166666667,39.3704,68.1828564102564,56.6836854545455,58.7709333333333,14.8057451416125,8.2493632734053,5.41051817233145,6.42202180841677,12.3452904840717,22.108625,10.0351,31.197775,13.86415,41.3782,61.519875,63.3725,93.3543,87.7458,65.4513,18,19,78,55,9
"ZIM3",0.99999999999358,0.868093659290987,0.857364512952198,0.99803229805157,0.997794064722817,0.869805570149642,0.99990791567098,0.999899555122412,0.981032667559177,0.999994073837114,0.0355333333333333,0.0327473684210526,0.969302564102564,0.343127272727273,0.248722222222222,0.0243756655682553,0.0225418835231921,0.616923347059504,0.150369719676714,0.181259185037597,0,0,0,0,0,0,0,0,0,0,18,19,78,55,9
"ZFP14",0.0274427575071611,0.787609743427543,0.0638439919060598,0.965101647390478,0.0250687690898788,0.962072640376693,0.470250133251168,0.942539129329732,0.823901834011882,0.646043738624305,184.786616666667,85.9175631578947,154.778225641026,166.748514545455,116.859811111111,25.9528320045316,12.9833684412948,12.767064358412,13.1620021816055,16.9799309870378,104.350125,45.81845,80.5219,98.45185,91.3986,240.4861,114.79495,199.81655,213.0885,135.608,18,19,78,55,9
"ZNF473",0.0409164002626886,9.20323532960232e-06,0.525161601737485,0.000254950745564253,0.894566803310779,0.897204284450595,0.258634396951654,0.999006697517195,0.608620059862233,0.872142766730002,489.026322222222,357.158884210526,300.646203846154,323.044552727273,371.979555555556,38.4246203060905,34.792452812561,15.1295242158887,18.6686107385943,54.4731651585467,350.383125,248.83345,214.0161,228.51555,302.0355,663.655175,453.0212,371.2288,370.2256,423.8298,18,19,78,55,9
"ZNF614",0.824785587522105,0.221908656555973,0.934518213483435,0.50083394718088,0.997832055276289,0.96368004959564,0.819376785229188,0.999480595913754,0.997748736679724,0.999999992601112,340.398583333333,266.592515789474,224.198433333333,248.877778181818,247.861033333333,61.4833329050092,54.9301979583857,20.9282418153388,30.2502578357766,53.3971317270543,162.359325,125.37885,91.45045,113.26325,113.4442,433.22065,342.70175,293.515425,326.6518,437.0806,18,19,78,55,9
"POGK",0.999863507179206,0.91871377876525,0.965675532128151,0.999994944383108,0.999946755820687,0.786473098064906,0.999993459186818,0.999632033921392,0.954777503366402,0.999924930696494,1929.23721666667,1965.67771052632,2084.0103448718,1942.40397636364,1908.12385555556,170.722563490407,138.809050317702,95.3367989890759,72.3307600476261,137.649137557921,1481.363575,1433.08865,1595.72805,1550.3629,1558.7389,2379.457775,2442.1055,2356.6492,2247.56275,2226.4117,18,19,78,55,9
"ZNF514",0.999970964110228,0.852806999202822,0.900071362711273,0.852684742413387,0.898632182627944,0.999997442414852,0.131159815503608,0.151236200379189,0.274496576669571,0.309897889647194,301.594444444444,296.799852631579,265.537069230769,264.140143636364,169.344,32.0673929527094,45.057272656698,14.7472541977276,17.7301033623223,19.3519448748339,178.85585,179.24575,175.738625,155.4753,115.9892,423.79355,340.3614,323.28805,330.21195,216.2739,18,19,78,55,9
"ZNF300",0.720101440234653,0.911849975074522,0.948120912278964,0.943751916304569,0.935608851086203,0.999961474065699,0.907115887604521,0.99991339673439,0.995837043617224,0.993364751513649,142.316666666667,91.6448684210526,114.750162820513,117.218741818182,98.5969333333333,25.8290006614582,15.759761050438,16.9378363470461,13.3561048616977,34.9011344711386,72.938775,31.52985,45.1127,55.0186,32.2569,197.161575,147.10495,140.532575,154.44315,87.7812,18,19,78,55,9
"RBAK",0.823951113537126,0.999999200240377,0.675662707104915,0.686650040478785,0.999999977164578,0.293647601007626,0.99656659477651,0.986516103672457,0.995550286697962,0.9772205734937,875.343072222222,772.638589473684,872.030041025641,771.252909090909,832.852144444444,72.2281627332047,72.795183888712,37.0741665732678,30.8200012750235,79.9329881269793,641.081375,545.3684,659.063075,625.48755,666.1471,1158.31085,1014.71615,995.665575,887.30145,950.8064,18,19,78,55,9
"ZNF92",0.209476145932313,0.267720286065351,0.95691531542345,0.182518793084309,0.995062365070824,0.993250423358206,0.627792780012887,0.997624544351848,0.999924139600734,0.999992822426298,472.651894444444,289.298,335.824234615385,316.384090909091,323.4074,52.0866335659539,31.5898883710812,39.5698416065968,18.893867614907,54.0098240702997,304.7797,166.8954,204.039575,213.9162,220.2492,630.6368,369.4846,388.9436,390.9333,378.4276,18,19,78,55,9
"ZNF157",0.925487209546676,0.99001790425052,0.979293642599464,0.998814547773544,0.701138001205982,0.79923693774966,0.992671890920333,0.999406825960301,0.999875507955627,0.95731546561938,2.40026111111111,1.41302105263158,1.94917692307692,2.67053454545455,1.75088888888889,0.945811126737288,0.704635088529569,0.341378627273664,0.63052928456581,0.65610754209209,0,0,0.300575,0.24675,0.3258,2.085875,1.43695,2.297575,2.3964,3.1517,18,19,78,55,9
"ZNF182",0.556891475492514,0.303935080234719,0.999999720980997,0.895751312458871,0.878100251932339,0.577378171765532,0.99616693555678,0.911205699042848,0.849592206865926,0.998882909257718,218.139294444444,169.826552631579,169.000206410256,194.321641818182,203.637311111111,21.0597411734672,22.2178737149264,8.64943072563624,16.572147325037,32.3160829039438,175.85585,91.13505,108.989275,120.55495,157.2377,282.030575,206.93065,216.309,228.6536,292.0815,18,19,78,55,9
"ZNF673",0.226929584851472,0.965472112717577,0.259053042930513,0.999033682379171,0.141221419704935,0.978294758737347,0.999642095735754,0.563011286925246,0.999060115962723,0.999999734179051,188.513527777778,134.593226315789,175.107041025641,183.056076363636,182.132555555556,17.6053931898403,13.5783576612158,9.17971346062405,10.931027586133,25.4327066787757,138.098025,95.8318,122.994575,129.8748,156.6054,257.94865,171.94325,203.840925,216.5298,205.5877,18,19,78,55,9
"ZNF41",0.400786830460173,0.103108409425492,0.998996328202116,0.200373118021208,0.999999845310053,0.997312110023105,0.99999579075259,0.65151115044799,0.402600321665617,0.527566200424682,358.126177777778,283.197289473684,274.606633333333,282.209518181818,354.663688888889,28.2789884997465,25.8367039116381,16.6074325588912,14.6286457791669,46.0050547933064,257.698675,192.4601,196.674,206.58325,231.0011,455.8215,323.5791,327.636725,325.4553,411.7096,18,19,78,55,9
"ZNF7",0.981637148686977,0.117211215238962,0.403141500751761,0.116667966426891,0.388090099075274,0.999910585981566,0.999999320613074,0.994220735531217,0.410660753760739,0.391354832208602,412.619733333333,444.957931578947,525.02046025641,529.442785454545,415.6405,27.9151949032729,50.2831170238682,20.7707564125429,24.3522501581598,32.2737253145307,334.263925,330.5555,393.62465,393.3068,357.5627,472.114125,491.4463,602.199875,632.9689,442.5848,18,19,78,55,9
"ZNF214",0.95271313890454,0.871143606816802,0.999995987729424,0.751997217657518,0.997133975502003,0.993541006795021,0.998076948525803,0.900145564776655,0.821419295221573,0.720243148249843,35.1829,28.8156105263158,28.3676717948718,26.3749963636364,38.5631666666667,8.06582737898485,4.26087973959785,3.46599714155937,2.95794383448812,6.56093555947287,14.012825,18.9321,6.32145,9.09885,24.6233,48.9222,36.36335,40.7842,38.1636,47.2441,18,19,78,55,9
"ZNF215",0.96594993136976,0.967606557072181,0.565794265007904,0.988570098371185,0.68996051629287,0.999591433344185,0.905172039256569,0.996614488611153,0.567326875287496,0.652592166104644,70.4786833333333,84.1152315789474,59.7863487179487,62.0963290909091,93.2108555555556,15.1801398430319,16.273136807626,6.5070657754769,8.59639632906848,30.5593622517766,22.572175,34.54485,8.9195,10.82605,11.0992,89.0678,133.41425,101.433625,92.17955,161.459,18,19,78,55,9
"ZNF547",0.00908662411846395,4.68819084775696e-07,0.531144779449242,1.38663305104814e-06,0.576989365399217,0.999999982731071,0.000892352100055782,0.678922406458778,0.9950255387612,0.995029272899794,79.4224611111111,49.7382368421053,39.0058269230769,39.0847545454545,35.2832111111111,9.97280665926503,5.74800161333597,3.1225186911342,2.89754741803996,5.43897289786726,51.71205,37.02495,18.92565,24.0334,27.7603,91.57155,61.047,52.88695,49.3239,39.6123,18,19,78,55,9
