"gene","p-adj-Current-[Unknown]","p-adj-Never-[Unknown]","p-adj-Never-Current","mean-[Unknown]","mean-Current","mean-Never","SEM-[Unknown]","SEM-Current","SEM-Never","Q1-[Unknown]","Q1-Current","Q1-Never","Q3-[Unknown]","Q3-Current","Q3-Never","count-[Unknown]","count-Current","count-Never"
"ZNF556",0.742304033130208,0.690106284719463,0.818548876846726,20.1196454545455,41.9362,24.0579283783784,3.13577689351089,NA,3.64000737216112,1.2579,41.9362,2.719475,25.6975,41.9362,33.7144,77,1,74
"ZNF554",0.999987108244924,0.468804015732028,0.981217025245016,97.5576467532468,97.3295,88.5766202702703,5.62758196879602,NA,5.12867133090979,68.4303,97.3295,54.644175,122.1766,97.3295,116.65775,77,1,74
"ZNF738",0.953197670552012,0.863865157318773,0.924219804620847,147.162531168831,183.0797,137.006694594595,13.2932168710552,NA,14.5736085690149,62.5749,183.0797,46.900175,204.4356,183.0797,178.307,77,1,74
"ZNF596",0.941584363460567,0.0717682216323157,0.999571483478574,60.3538233766234,45.3787,44.1151013513513,6.2870001091974,NA,3.6159954332875,24.038,45.3787,21.58285,79.9212,45.3787,55.98645,77,1,74
"ZNF621",0.972228712949488,0.0600945085939918,0.822195743666921,689.997984415584,757.6682,579.049374324324,38.0234559805648,NA,29.5613623414521,489.0769,757.6682,403.4534,824.8385,757.6682,677.230875,77,1,74
"ZNF680",0.721207341690367,0.170781722184437,0.5383538983169,301.054225974026,440.6431,248.156540540541,24.3487768338094,NA,15.8005756787035,156.5729,440.6431,150.2876,354.4607,440.6431,323.951825,77,1,74
"ZNF483",0.764012969517763,0.990997122362885,0.776173940750222,31.5513012987013,6.2591,30.8024891891892,3.45906154678767,NA,4.75536055520721,10.0182,6.2591,7.4412,44.1478,6.2591,33.037225,77,1,74
"ZNF417",0.667386516067183,0.97260522146756,0.690160047771098,252.570268831169,102.6498,246.227666216216,16.3500029924479,NA,23.2644338328023,153.5257,102.6498,125.069175,320.5829,102.6498,282.772225,77,1,74
"ZNF791",0.512498915305044,0.0010432205728732,0.210395014316864,376.090005194805,511.6842,303.609731081081,15.5565127877146,NA,12.1589205564312,271.3354,511.6842,233.8256,460.606,511.6842,362.091375,77,1,74
"ZNF519",0.911679006158788,0.656267199030187,0.845984002355737,62.1147766233766,41.6232,69.2007148648649,5.95301184456468,NA,5.4510599852609,33.871,41.6232,37.63145,74.0272,41.6232,94.62345,77,1,74
"ZNF25",0.938998575669447,0.411404012469736,0.990482932380673,194.998375324675,159.295,173.211193243243,11.7356104481032,NA,12.4351699055728,126.6244,159.295,104.02845,266.6667,159.295,209.98,77,1,74
"ZNF77",0.345803384135041,0.505297804540555,0.259294248149224,91.0314025974026,151.784,83.1686108108108,5.72475323397205,NA,4.0120822493457,62.9921,151.784,59.43685,105.1497,151.784,104.367425,77,1,74
"ZNF169",0.588370416416462,0.392533495982273,0.720945664442507,111.134122077922,61.9654,100.55207027027,5.66979539540183,NA,5.76355677834893,77.5681,61.9654,63.955775,143.2486,61.9654,131.573625,77,1,74
"ZNF613",0.70727125293936,0.587805814302792,0.801285160180946,86.8324636363636,37.5548,76.9505743243243,7.06485000422204,NA,7.12732130812836,49.092,37.5548,34.642275,107.5971,37.5548,92.550125,77,1,74
"ZNF404",0.618146597918993,0.104110901438555,0.817731303111349,43.3882272727273,10.6405,31.7951094594595,4.64063590002545,NA,3.15737161632068,16.7018,10.6405,14.934575,59.7851,10.6405,39.5788,77,1,74
"ZNF135",0.823957127965096,0.735730898724021,0.88444168468102,29.227338961039,65.095,36.535127027027,4.08499465936169,NA,9.02528377353865,9.1109,65.095,6.576225,35.3786,65.095,32.40815,77,1,74
"ZNF620",0.956121269235211,0.938172264538089,0.971205213743296,67.8810493506493,51.6379,64.7474554054054,5.38096522048722,NA,7.54070527246317,28.6905,51.6379,20.894525,99.1479,51.6379,91.751625,77,1,74
"ZNF619",0.878725970783971,0.99377682595053,0.886733779172166,80.0129883116883,59.1488,79.2719202702703,4.57389336208222,NA,5.27404189624107,59.7225,59.1488,43.82835,100.2107,59.1488,103.7459,77,1,74
"ZNF354C",0.779224229746774,0.3858617236631,0.890110873413502,30.2187376623377,64.4691,41.0823878378378,4.00964016075709,NA,7.27960013903606,8.0128,64.4691,6.2834,36.5445,64.4691,47.599125,77,1,74
"ZNF114",0.997159339826434,0.699805877038967,0.977723031655622,42.2108311688312,35.6771,54.0708567567568,8.36095626075854,NA,12.2288649870836,3.38,35.6771,4.10965,56,35.6771,70.898675,77,1,74
"ZNF454",0.69693114252467,0.89890570750101,0.740438468868266,8.73675714285714,0.6259,8.02497702702703,1.10742082003642,NA,1.18160980865803,2.4979,0.6259,1.76465,10.2151,0.6259,8.66435,77,1,74
"ZNF543",0.531378718435264,0.946609340642383,0.563441174312976,199.727297402597,100.7721,195.026725675676,8.36012277376452,NA,12.4592442146885,149.6671,100.7721,126.6182,249.0566,100.7721,232.35185,77,1,74
"ZNF354B",0.904987817709529,0.423904739745929,0.804808535058109,132.437838961039,172.4392,113.392063513514,13.178560242101,NA,7.22579424260033,81.8762,172.4392,70.41775,140.8506,172.4392,133.241375,77,1,74
"ZNF223",0.387531568233172,0.388688567306163,0.512671251902656,70.3265038961039,13.8984,61.2141608108108,4.66232397053461,NA,5.13578293508118,45.0863,13.8984,36.068375,91.7913,13.8984,78.0529,77,1,74
"ZNF713",0.751678487531112,0.84980250307722,0.802472422203729,78.8721636363636,28.7013,72.7487243243243,7.581789061391,NA,8.34909635401805,40.5217,28.7013,35.0379,93.8851,28.7013,85.133125,77,1,74
"ZNF552",0.607481497233659,0.268155731133434,0.762968268563007,212.811581818182,100.4591,183.155308108108,14.5198587117505,NA,12.2394143190232,127.4638,100.4591,103.209225,251.1186,100.4591,244.686425,77,1,74
"ZNF154",0.587359561014345,0.697711723391568,0.67003909274801,70.3914493506494,17.2126,63.3235945945946,5.11991971312777,NA,7.13713998944125,32.3077,17.2126,25.654025,103.8799,17.2126,72.765675,77,1,74
"ZNF571",0.88903036402557,0.996418383515029,0.894915364970549,58.2740116883117,79.491,58.8730135135135,4.93849588267301,NA,5.56424574684363,25.5157,79.491,24.172775,72.1891,79.491,70.61725,77,1,74
"ZNF443",0.577812801505768,0.765454912443092,0.50769163076483,59.8455636363636,95.7648,55.7960162162162,4.0085819102072,NA,4.20715318055015,31.2115,95.7648,29.61775,80.2157,95.7648,67.676125,77,1,74
"ZNF792",0.927251692790983,0.497619249133467,0.980791654026846,178.039406493507,135.5103,157.060782432432,13.684521645551,NA,12.5035813698768,88.0529,135.5103,74.37225,233.4802,135.5103,213.89885,77,1,74
"ZFP82",0.560129414171341,0.939520968622756,0.52634323990765,44.0203025974026,123.9309,39.7914067567568,11.0925095824883,NA,5.57635916839043,8.8948,123.9309,9.338725,37.6884,123.9309,57.3712,77,1,74
"ZNF707",0.999044777088407,0.233777311656522,0.949658051540709,190.419927272727,187.1481,211.214589189189,8.0928575090206,NA,9.85911050621092,143.0131,187.1481,153.8542,229.9119,187.1481,254.3071,77,1,74
"ZNF746",0.912441402041733,0.311887561264764,0.98396206434155,608.148792207792,739.8297,684.524336486487,36.7910766923026,NA,37.0364607910493,439.3293,739.8297,474.21195,678.959,739.8297,772.45045,77,1,74
"ZNF678",0.999266509241978,0.184217154894923,0.966330716897328,82.2888233766234,80.7428,70.1757472972973,5.32041160353357,NA,4.27032773827377,48.3285,80.7428,41.835,113.6253,80.7428,92.19095,77,1,74
"HKR1",0.93469882890505,0.993223794508105,0.941056577344352,477.993306493507,379.6165,472.946017567568,25.726965569309,NA,37.8530104594214,349.3503,379.6165,296.33545,578.5421,379.6165,541.49615,77,1,74
"ZNF101",0.999756911392453,0.813231096689024,0.992077027938492,148.295735064935,146.4637,156.94615,6.80111835549998,NA,12.5354820465574,107.516,146.4637,92.173225,165.7684,146.4637,181.37485,77,1,74
"ZNF716",0.900913324615397,0.0222846247532329,0.661110478584112,15.6596896103896,29.105,2.27827567567568,4.79657145988072,NA,1.02734155972043,0,29.105,0,2.957,29.105,0.39075,77,1,74
"ZNF708",0.930481726050718,0.566915805229249,0.858682657350915,158.786636363636,198.7275,140.608418918919,11.4503508169567,NA,13.787114713159,93.365,198.7275,63.664875,185.3844,198.7275,199.238525,77,1,74
"ZNF721",0.971226361926771,0.22989197095985,0.999285956268471,574.399815584416,499.3788,487.643055405405,38.8724391314458,NA,35.4411482924262,381.0298,499.3788,311.8923,687.2583,499.3788,586.12325,77,1,74
"ZNF662",0.952545998333052,0.467876070741072,0.877349340934853,50.0504181818182,22.5329,67.7085486486486,6.72216195783525,NA,13.5919705748643,14.0554,22.5329,10.355725,68.7773,22.5329,59.667,77,1,74
"ZNF320",0.552417511062268,0.188412452931262,0.730074899869733,419.964015584416,133.0066,341.689058108108,32.961350433459,NA,29.8838967053849,209.6808,133.0066,144.471175,589.1557,133.0066,488.49265,77,1,74
"ZNF530",0.705940566606652,0.933881583902372,0.670696859238007,65.8150896103896,25.6625,68.6892675675676,5.68109420187757,NA,5.85532579153486,30.455,25.6625,36.317825,78.9634,25.6625,80.524525,77,1,74
"ZFP1",0.924818802552295,0.85100678401417,0.955010808982185,231.074598701299,268.2039,239.706618918919,9.60366710824477,NA,12.83189749068,170.0591,268.2039,158.67255,260.4074,268.2039,271.321925,77,1,74
"KRBA2",0.747822942607108,0.914943952243975,0.785861309077445,68.2367896103896,37.5548,65.4949689189189,5.20158707910308,NA,4.3786905946263,42.9133,37.5548,38.171875,87.1894,37.5548,87.072325,77,1,74
"ZNF93",0.0125310772470867,0.931579363180763,0.0105909142284498,70.6340857142857,286.0424,66.2982297297297,9.04304924415961,NA,7.96929827768159,18.0081,286.0424,14.7106,100.3106,286.0424,101.111325,77,1,74
"ZFP90",0.800092880161994,0.857340338049853,0.750794645806984,486.79084025974,334.2378,507.281524324324,25.0894106278357,NA,29.6793376372415,341.0405,334.2378,326.182,625.5765,334.2378,693.56275,77,1,74
"ZNF479",0.729576936932416,0.554824123730075,0.825899513023246,0.747531168831169,5.9462,1.8985527027027,0.36974853344929,NA,1.06509131726539,0,5.9462,0,0,5.9462,0,77,1,74
"ZNF445",0.999931290740132,0.910781948377793,0.996671377047778,607.340888311688,604.3194,625.372709459459,27.1262655131494,NA,34.6040707824751,436.3077,604.3194,413.549125,754.1062,604.3194,765.342075,77,1,74
"ZNF74",0.0540200019523731,0.167288972056633,0.106027831080783,349.149568831169,891.9267,417.47217972973,28.5598115085795,NA,24.2237380747492,212.1141,891.9267,286.7226,388.1683,891.9267,499.70685,77,1,74
"ZNF829",0.409379999939718,0.60503474481549,0.326528339296698,15.0794220779221,43.501,11.6384040540541,2.80045004634735,NA,2.22598704003681,1.906,43.501,2.1013,15.1675,43.501,12.445975,77,1,74
"ZNF267",0.914248809296831,0.360609666458088,0.981863784851092,526.019425974026,439.7042,478.699516216216,24.402059940656,NA,24.521053629608,382.7861,439.7042,341.393475,606.2038,439.7042,595.66045,77,1,74
"ZNF566",0.960676200970445,0.893700383813422,0.978901610028291,183.960587012987,153.3488,175.670391891892,13.6451651328908,NA,12.1985161236452,106.2422,153.3488,105.811075,234.1624,153.3488,229.00095,77,1,74
"ZNF224",0.35856893219384,0.321479230653436,0.492557982869078,203.583520779221,64.7601,179.951413513514,11.2703625052624,NA,11.8934355740223,135.597,64.7601,108.841075,266.8687,64.7601,252.784175,77,1,74
"ZNF529",0.962071471199748,0.306624325940075,0.869949232518881,371.104432467532,432.8504,315.551902702703,29.5140882475001,NA,23.1505836602862,211.6549,432.8504,184.194575,448.6013,432.8504,414.2452,77,1,74
"ZNF284",0.762289559180389,0.967051674704207,0.785492212647145,44.9935181818182,24.6453,43.8386783783784,3.05119606783475,NA,3.5705807572023,25.0333,24.6453,27.24765,54.2021,24.6453,55.31235,77,1,74
"ZNF749",0.494605802295331,0.783959444222163,0.561459065588023,131.169657142857,58.8359,124.307056756757,6.20192806140335,NA,8.31135235088642,94.8781,58.8359,80.762825,154.2724,58.8359,140.753575,77,1,74
"ZNF17",0.349848138881495,0.935100325459437,0.38026098304468,149.981168831169,72.293,146.821386486486,6.19512769349972,NA,6.61403144016936,111.1426,72.293,111.39295,179.4171,72.293,177.053675,77,1,74
"ZNF555",0.171882025826898,0.977503008418368,0.183124613867028,71.7360688311688,127.6863,72.7554621621622,3.23177796748718,NA,3.85825626634385,51.7703,127.6863,53.566875,85.5299,127.6863,83.17715,77,1,74
"ZNF75D",0.96792041134632,0.011996032160444,0.757010759559219,362.712901298701,397.9401,294.847508108108,17.9428290639643,NA,14.9128287955282,255.0109,397.9401,199.285175,465.4568,397.9401,385.4438,77,1,74
"ZNF197",0.940653153259111,0.402196948592347,0.991517523162801,332.935542857143,297.3089,310.602562162162,11.3003330448162,NA,13.1492346016431,262.1304,297.3089,228.904025,393.0053,297.3089,394.7401,77,1,74
"ZNF732",0.00692690933771278,0.956862092550016,0.00602639982484443,11.1002922077922,75.4226,10.1447567567568,2.77285392424561,NA,1.88336030117533,1.1102,75.4226,1.226775,8.7841,75.4226,8.593675,77,1,74
"ZNF546",0.589487462981114,0.114561881043366,0.788477789969979,70.7816155844156,27.8531,56.6032608108108,5.46067957614392,NA,4.44431685380917,35.8382,27.8531,28.290675,92.4801,27.8531,77.417475,77,1,74
"ZNF286A",0.882348749545293,0.688976392979378,0.93706596910716,302.548548051948,384.6238,325.480933783784,17.8347055171905,NA,21.5007009948826,196.7213,384.6238,208.75645,361.809,384.6238,399.046375,77,1,74
"ZKSCAN4",0.950376996218422,0.898681274500288,0.925435693586691,82.1984584415584,71.3541,84.7403310810811,4.61720869768536,NA,3.40192661166233,57.9947,71.3541,66.5864,92.3154,71.3541,106.9591,77,1,74
"ZNF643",0,0.483927637557593,0,51.717638961039,993.3246,58.2998621621622,3.70047675519226,NA,4.37702378643212,29.2453,993.3246,32.720875,66.3285,993.3246,77.117575,77,1,74
"ZNF642",0,0.685763563452344,0,89.8672597402597,959.2124,96.8341378378378,3.86091489931529,NA,7.57586475939544,66.4845,959.2124,64.66925,109.2041,959.2124,103.986575,77,1,74
"ZNF490",0.947758367833312,0.166368571718763,0.816867753699445,240.048520779221,265.3873,216.137297297297,9.77993538134177,NA,8.71317784463148,177.9711,265.3873,161.77165,304.9281,265.3873,259.64935,77,1,74
"ZNF626",0.865796828118292,0.995283094270651,0.873076201751773,55.6456467532468,14.0831,54.4288743243243,8.23429595156304,NA,10.3067384647729,14.1247,14.0831,10.1168,61.4061,14.0831,62.28225,77,1,74
"ZNF793",0.337919622513405,0.954747888523789,0.362673963340959,60.475787012987,184.9574,64.6127959459459,10.3082671007629,NA,9.84208002246882,8.7442,184.9574,9.494525,63.655,184.9574,83.307925,77,1,74
"ZNF383",0.952747402525749,0.955760673363088,0.966148759965868,96.5949584415584,83.2465,94.5075837837838,4.52216971374687,NA,5.75130838354027,71.4073,83.2465,56.33645,117.1953,83.2465,117.947075,77,1,74
"ZNF669",0.827156650117369,0.258339140133848,0.67738212202809,139.253105194805,174.0039,124.150351351351,7.17412751249156,NA,6.29185698464726,93.9861,174.0039,88.550075,167.2649,174.0039,145.98745,77,1,74
"ZNF559",0.874293246975842,0.724936276461557,0.810740853541102,147.386697402597,91.3834,161.417189189189,12.8269562930357,NA,13.1051349330054,45.9353,91.3834,72.066175,216.1807,91.3834,228.56015,77,1,74
"ZNF177",0.974684501642707,0.777784006098172,0.943480469395868,32.3421311688312,39.7455,28.5889175675676,4.5494905281326,NA,3.10775380154891,7.5552,39.7455,8.518525,43.6057,39.7455,43.6708,77,1,74
"ZNF548",0.431236181743069,0.57564516999597,0.529195521925735,248.572841558442,104.2146,229.681640540541,12.8054283685104,NA,13.8211775876642,168.8518,104.2146,148.54485,299.1214,104.2146,269.26465,77,1,74
"ZNF563",0.999937211952726,0.771639530980325,0.994462245028987,35.9017727272727,35.6771,33.5636108108108,2.35811351953863,NA,2.45854509844855,20.2321,35.6771,22.086725,46.2375,35.6771,40.4945,77,1,74
"ZNF567",0.988511919339959,0.524583843316347,0.999477942016696,184.51431038961,170.2485,167.215147297297,11.7546234337885,NA,10.7096284795803,113.2049,170.2485,106.43605,230.1593,170.2485,205.3115,77,1,74
"ZNF573",0.992326142080074,0.787761217753869,0.999924809222614,52.2061,47.8824,48.3096662162162,3.82505038698133,NA,4.5362582780365,31.944,47.8824,20.00815,70.122,47.8824,69.2941,77,1,74
"ZNF527",0.997355020229955,0.561061832513447,0.994850934347276,89.3706571428571,86.0631,81.4440594594595,5.16880631088928,NA,5.75024508446952,56.897,86.0631,48.0451,116.5412,86.0631,107.742825,77,1,74
"ZNF33A",0.805976091425889,0.0836581761481151,0.958135262294974,1220.36276883117,894.1174,1039.29003783784,64.7808770028526,NA,53.3340824949078,852.2576,894.1174,647.544625,1596.1955,894.1174,1359.15395,77,1,74
"ZKSCAN3",0.840086551316798,0.670511232543399,0.905484357369352,70.9841909090909,48.1953,65.3949459459459,5.47696578651771,NA,3.48757325087664,45.3388,48.1953,45.0472,84.8341,48.1953,81.1241,77,1,74
"ZNF676",0.532198740740014,0.97455818467356,0.554193757132224,4.44157532467533,16.2737,4.82718243243243,0.855230398528077,NA,1.58670924160855,0.3639,16.2737,0,5.0556,16.2737,2.516925,77,1,74
"ZNF699",0.99885536019079,0.825823640654582,0.98911073599567,52.2861077922078,54.1415,48.4029878378378,4.626524234432,NA,4.68338461439434,25.0333,54.1415,20.4847,63.655,54.1415,66.8372,77,1,74
"ZNF250",0.97741756881116,0.556518664099578,0.92707503360297,199.962697402597,170.8306,223.901089189189,9.34825977255065,NA,21.5167992558041,147.7938,170.8306,147.564025,239.8438,170.8306,247.711375,77,1,74
"ZNF79",0.916775827834436,0.251100770915489,0.989373368086155,105.148263636364,118.2976,113.68752972973,3.5484072691126,NA,4.02548145559279,79.2412,118.2976,85.163425,120.1767,118.2976,131.098475,77,1,74
"ZNF681",0.242560587061137,0.814169978212308,0.286545781870056,77.3477623376623,253.182,88.1140972972973,11.8867480350639,NA,13.0297200810064,12.0361,253.182,10.764,102.0099,253.182,121.54165,77,1,74
"ZNF766",0.41800776871072,0.334363038113972,0.556635588890676,373.506927272727,206.2385,343.151622972973,14.7176018078749,NA,15.5717444865815,280.7018,206.2385,241.50155,479.2787,206.2385,414.33145,77,1,74
"ZNF471",0.997874103336929,0.518000648967603,0.992720351864994,41.515987012987,38.1807,31.9990581081081,6.96111937980538,NA,5.09646232797555,9.0944,38.1807,6.286675,44.1712,38.1807,33.9814,77,1,74
"ZNF836",0.301786971230979,0.0592041773673508,0.508511722163048,121.593258441558,44.4399,102.264183783784,6.10800079454451,NA,5.76563759625424,83.4665,44.4399,66.6215,157.5389,44.4399,132.3996,77,1,74
"ZNF493",0.964944647328894,0.767034579576104,0.988933264936251,158.531163636364,120.8013,141.873914864865,13.8841949569523,NA,19.7435943436955,72.7172,120.8013,25.186075,214.851,120.8013,194.453575,77,1,74
"ZNF167",0.98765836537471,0.803646516426696,0.998724419767031,25.6561428571429,30.0438,28.6368486486486,3.41291791656944,NA,3.26355940444468,7.8034,30.0438,8.34855,29.2051,30.0438,44.598075,77,1,74
"ZNF565",0.840842791130986,0.636193382527702,0.909793121002857,82.6584324675325,63.2173,77.572,3.86670815314317,NA,4.05880276684858,59.8965,63.2173,52.9473,100.6118,63.2173,97.263025,77,1,74
"ZNF34",0.613717121359523,0.753332317925416,0.540833331100215,86.5119545454545,53.2026,90.61115,3.70672221063294,NA,4.36532077299962,61.3478,53.2026,64.2789,101.9383,53.2026,111.573725,77,1,74
"ZNF140",0.903322623650279,0.580906267516541,0.961020620285972,313.916579220779,257.2504,292.683264864865,16.5486692384843,NA,13.3010714672979,240.796,257.2504,212.5495,370.4403,257.2504,342.48465,77,1,74
"ZNF658",0.851167854718942,0.848951665413444,0.893258061784687,60.3730116883117,37.2418,56.6015067567568,5.39947737372558,NA,4.26338424073764,30.837,37.2418,31.830425,70.3327,37.2418,72.348975,77,1,74
"ZNF765",0.498479303581935,0.694833432257973,0.580600078264084,291.204838961039,133.0598,272.739437837838,14.8137905786109,NA,17.2515739961742,198.2857,133.0598,184.185925,352.9216,133.0598,337.977075,77,1,74
"ZNF124",0.996355039531482,0.72319202843594,0.976980418561707,101.320698701299,106.3677,93.6173824324324,6.88884213073471,NA,7.30097497663622,56.7204,106.3677,47.65005,128.814,106.3677,115.05125,77,1,74
"ZNF569",0.227184192710269,0.308779279539486,0.336123347819799,41.6946103896104,123.3049,53.4300459459459,4.69464650448498,NA,6.52314872080416,16.2666,123.3049,12.21725,49.6855,123.3049,82.9963,77,1,74
"ZNF777",0.473871539619593,0.162144778474433,0.659016586116728,575.481323376623,868.1419,649.7738,23.9701312854294,NA,32.9508555106887,428.4769,868.1419,454.29535,694.2301,868.1419,778.992625,77,1,74
"ZNF605",0.993221139630308,0.896572447588879,0.981700175459271,358.901162337662,386.8145,340.803606756757,33.9327144028102,NA,21.7287175795238,151.2119,386.8145,193.305325,459.1463,386.8145,450.842375,77,1,74
"ZNF799",0.874498118631494,0.698767825510436,0.930058891067443,71.6574597402597,51.3249,66.2745756756757,4.92293146476063,NA,4.46749735941482,38.1109,51.3249,41.5627,95.3526,51.3249,76.5155,77,1,74
"ZNF782",0.872855601309543,0.167985632072081,0.977480012349983,86.0030311688312,66.0339,74.2038337837838,5.04199017893205,NA,4.05202339380513,56.8069,66.0339,50.546375,101.7863,66.0339,89.260225,77,1,74
"ZNF846",0.902465487299666,0.9566757674508,0.882064947114485,79.5784532467532,99.2073,77.4934040540541,4.9371196683992,NA,5.46751726139532,45.5902,99.2073,45.897925,106.3328,99.2073,105.6937,77,1,74
"ZNF136",0.884882170670682,0.0469900052928154,0.667523928360647,192.109781818182,228.4584,162.264289189189,8.9455887683746,NA,8.67616969232147,129.1582,228.4584,111.66635,228.9528,228.4584,209.56085,77,1,74
"ZKSCAN5",0.864085718446656,0.899210924384239,0.897127311338664,414.252125974026,308.5753,399.679006756757,24.8751050727418,NA,21.8066382643277,292.0204,308.5753,291.4612,453.0131,308.5753,421.3118,77,1,74
"ZNF33B",0.925914150625796,0.270959628868255,0.991674980229319,745.822016883117,625.2875,665.006181081081,40.0470087270096,NA,33.072674207919,492.0016,625.2875,496.1917,881.683,625.2875,817.48085,77,1,74
"ZNF431",0.00500347178212046,0.538037172611161,0.00854227761250914,253.794707792208,849.3645,285.977785135135,15.3127041460425,NA,26.4318050750344,170.485,849.3645,158.960975,307.4832,849.3645,337.018225,77,1,74
"ZNF418",0.876400518187186,0.984359929822375,0.889089364375027,36.7021922077922,8.4498,35.1236108108108,6.77211283238081,NA,6.40429115145067,7.7856,8.4498,4.68855,34.212,8.4498,39.17,77,1,74
"ZNF700",0.624769566308807,0.226644395747069,0.459128101054028,322.968084415584,432.8191,291.237695945946,13.0113849942964,NA,14.135822169184,227.957,432.8191,207.5094,402.396,432.8191,352.401925,77,1,74
"ZFP28",0.946629247788375,0.741523090913894,0.979018008058874,60.9173077922078,36.9289,51.8458162162162,9.91471334874856,NA,7.13574996900609,12.4963,36.9289,10.363075,59.9023,36.9289,74.09025,77,1,74
"ZNF585A",0.839508798934312,0.718645037126153,0.899618325236492,105.282648051948,68.2246,97.0387324324324,6.7551460048763,NA,8.25807790956585,70.3201,68.2246,46.4126,130.759,68.2246,135.627625,77,1,74
"ZNF138",0.597300804829251,0.904106574442698,0.553909227855274,225.004215584416,333.9248,217.229414864865,12.2645563282922,NA,13.445175113697,142.0647,333.9248,144.559575,281.1321,333.9248,257.267475,77,1,74
"ZNF429",0.981967231240459,0.995825549033728,0.984642145728685,85.1778337662338,99.8332,86.3142554054054,9.167205087427,NA,9.27962514115799,28.1052,99.8332,22.200875,106.7073,99.8332,125.916025,77,1,74
"ZNF470",0.99038184532599,0.664679758590526,0.9999721474799,62.3240727272727,52.5767,52.0533175675676,9.81750393567155,NA,6.56899324368878,13.3547,52.5767,13.7512,69.7605,52.5767,72.30135,77,1,74
"ZNF100",0.747064916502805,0.526423420078768,0.639118091182677,208.851832467532,312.6438,183.903524324324,16.7457568767738,NA,15.7830676071335,112.8627,312.6438,80.861225,275.7589,312.6438,242.7903,77,1,74
"ZNF398",0.19672886619919,0.182185673436273,0.320714725584295,618.224598701299,1055.603,690.647585135135,22.7953808540042,NA,34.2573450292825,487.9382,1055.603,447.55685,756.9255,1055.603,842.489075,77,1,74
"ZNF498",0.964885132551166,0.413125187391444,0.998682385238448,448.401053246753,386.1886,398.137647297297,32.7836533516022,NA,21.4591842300289,291.979,386.1886,292.612975,505.1198,386.1886,469.81415,77,1,74
"ZNF441",0.941081785696523,0.104089656399725,0.999999885500023,133.683831168831,109.2219,109.255487837838,9.2772363248699,NA,7.38893388569722,72.5562,109.2219,61.0263,184.5503,109.2219,138.3316,77,1,74
"ZNF420",0.911318926998741,0.953066790799454,0.930075536998324,73.8880142857143,97.6425,76.6516864864865,6.28032805753071,NA,6.95716783771271,31.8761,97.6425,23.0249,96.1385,97.6425,112.5355,77,1,74
"ZNF763",0.929959615871743,0.253911934429569,0.993807022530496,33.2174909090909,24.7236,27.2077635135135,2.84292225572064,NA,2.4795808618308,14.6976,24.7236,9.75755,45.9619,24.7236,39.349925,77,1,74
"ZNF679",0,0.733920848111071,0,0.164931168831169,10.9535,0.304463513513514,0.0785605485750447,NA,0.171203818253499,0,10.9535,0,0,10.9535,0,77,1,74
"ZNF682",0.215958832802449,0.806726264883593,0.257776448920148,31.3946493506494,120.1754,36.73315,5.17403917219406,NA,6.85369808670226,5.3019,120.1754,5.289225,35.5162,120.1754,43.086775,77,1,74
"ZNF772",0.609041292709847,0.993248855310293,0.597872315901719,192.50531038961,44.1269,195.303102702703,17.3937891554948,NA,18.3110378802187,84.2647,44.1269,101.08925,269.6868,44.1269,240.005875,77,1,74
"ZNF257",0.331024953088909,0.657843382675248,0.407144924303236,13.7757987012987,71.98,19.5491121621622,3.55977526089945,NA,5.63402002546344,2.7111,71.98,1.72825,9.6658,71.98,7.683,77,1,74
"ZNF785",0.783989716564927,0.996423163373651,0.791508622383425,238.467135064935,165.1191,237.029404054054,11.5735750891413,NA,13.6349105205641,173.7204,165.1191,158.493175,282.3367,165.1191,282.12755,77,1,74
"ZNF98",0.00623313653255364,0.681843959474396,0.00407664294282029,4.28493376623377,39.4325,2.76035945945946,1.58758718475951,NA,0.859316146410256,0.3873,39.4325,0.305775,1.8074,39.4325,1.5,77,1,74
"ZNF786",0.677893838322131,0.100348854715975,0.868021379105688,203.460806493506,297.9348,240.990097297297,10.8099287081558,NA,14.7189448971786,142.4275,297.9348,154.601575,250.5207,297.9348,284.553775,77,1,74
"ZNF517",0.886611776740036,0.328938103137596,0.969666132438719,192.021798701299,247.2358,219.308017567568,11.7963255147053,NA,15.1342597126998,121.6751,247.2358,146.965975,239.4698,247.2358,265.9317,77,1,74
"ZNF675",0.0798160512321019,0.929420057599647,0.0697889332611764,137.506457142857,378.3647,130.961463513514,12.1360021885934,NA,13.2674363056124,70.4519,378.3647,42.637375,180.9105,378.3647,185.918025,77,1,74
"ZNF860",0.723964379505748,0.598990463614861,0.814772161873849,88.0115935064935,35.0512,77.2109283783784,6.86471331316383,NA,8.88025122655757,47.0952,35.0512,30.124475,107.0573,35.0512,99.878575,77,1,74
"ZNF695",0.828469477383022,0.730828002974045,0.88888752562832,70.6257571428571,115.9223,80.0896243243243,8.58359584768146,NA,9.14017032104841,25.1436,115.9223,26.071725,93.7299,115.9223,113.7349,77,1,74
"ZNF665",0.781309944387259,0.981271954450261,0.798402815965554,11.8311493506494,1.8777,11.3860945945946,1.61918063014507,NA,1.78065024547029,2.6778,1.8777,2.090575,13.2807,1.8777,12.95805,77,1,74
