"Gene.ID","tumor.name","log2FoldChangeMean","log2FoldChangeMedian"
"ZNF132","BLCA",-0.299615580789064,-0.490218859285003
"ZNF20","BLCA",0.520831702183869,0.463264708570531
"ZNF670","BLCA",0.38446115571057,0.134413943997903
"ZFP37","BLCA",-0.0820005891661138,-0.16576841647499
"ZNF189","BLCA",-0.423755317179234,-0.602711587800953
"ZNF434","BLCA",0.200521401187505,0.130663980761999
"ZNF287","BLCA",-0.26060333001591,-0.367963397491899
"ZIM3","BLCA",0.395634986597119,NA
"ZFP14","BLCA",0.353407357386544,0.106474335918898
"ZNF473","BLCA",0.75607000760361,0.473079702772619
"ZNF614","BLCA",0.202921623200659,0.0392455487695221
"POGK","BLCA",0.882374571239071,0.703170042942977
"ZNF514","BLCA",0.519552653087457,0.484560165283901
"ZNF300","BLCA",1.10954114490054,0.577571320496989
"RBAK","BLCA",0.371509088664928,0.26030369830989
"ZNF92","BLCA",1.28812032425133,1.25501245930008
"ZNF157","BLCA",-0.838039418681949,-2.5070379736948
"ZNF182","BLCA",0.524674829270022,0.371648456649097
"ZNF673","BLCA",0.00667267519682578,-0.0707727933716973
"ZNF41","BLCA",0.146247602726226,-0.0374118719091654
"ZNF7","BLCA",0.593464314035825,0.433657922604395
"ZNF214","BLCA",-0.0533653507494337,-0.188945578864866
"ZNF215","BLCA",1.09618060645675,0.951815568911846
"ZNF547","BLCA",0.468308189319323,0.0462190688335706
"ZNF773","BLCA",0.263783693206888,0.228890940994666
"ZNF776","BLCA",0.407147539939152,0.283436776788675
"ZNF256","BLCA",0.19599077801541,0.0111690212015264
"ZNF599","BLCA",0.445757178791719,0.282564891464271
"ZNF18","BLCA",0.192395569393625,-0.0279804724394058
"ZKSCAN2","BLCA",-0.0544301852212284,-0.292405565663971
"ZNF689","BLCA",-0.407159834532301,-0.551036661677349
"ZNF19","BLCA",0.280379241324397,0.412450617512979
"ZNF230","BLCA",0.283701100853195,0.0237877483974263
"ZNF222","BLCA",0.171122517944514,-0.00616558272225636
"ZNF221","BLCA",0.0122181696853085,-0.24095637331825
"ZNF233","BLCA",0.0481696432158823,-0.242630778818429
"ZNF235","BLCA",0.273525906395305,0.132608297317495
"ZNF208","BLCA",0.565509135483778,-2.21452634962923
"ZNF714","BLCA",0.784592976486916,0.713181259217561
"ZNF394","BLCA",-0.196993929750509,-0.0785796461496255
"ZNF333","BLCA",-0.179808692170086,-0.200745557311349
"ZNF382","BLCA",-0.38942976055383,-0.458770344387217
"ZNF577","BLCA",0.394264016708986,-0.159646356882326
"ZNF75A","BLCA",0.187071962295777,0.0473863445841438
"ZNF496","BLCA",-0.0423659812813249,-0.317278220546897
"ZNF2","BLCA",0.517383688315552,0.39660710257548
"ZNF589","BLCA",-0.315437442279249,-0.374866792902048
"PRDM9","BLCA",2.08946196141082,NA
"ZNF12","BLCA",0.201348074651492,0.159736034594273
"ZNF202","BLCA",0.265353433283696,0.160937776088722
"ZNF3","BLCA",0.55527790505143,0.434383377013198
"ZNF606","BLCA",0.945977673401889,1.07612058174676
"ZNF91","BLCA",0.424208486189202,0.287690471426305
"ZNF226","BLCA",0.420000409988108,0.279822480445116
"ZNF229","BLCA",0.659451345306292,0.153184816012522
"ZNF180","BLCA",0.464626496560734,0.387893676551553
"ZNF641","BLCA",-0.76971324585926,-0.993742292290579
"ZNF610","BLCA",0.932919061564084,0.73706164773123
"ZNF528","BLCA",0.318577474554663,0.0206042912057228
"ZNF701","BLCA",0.575471944584334,0.597240083553037
"ZNF283","BLCA",0.426507041166856,0.172020831547388
"ZNF558","BLCA",0.635293565522734,0.354199463859548
"ZNF597","BLCA",-0.510484213627112,-0.444539288025264
"ZNF30","BLCA",0.527519480535357,0.285127913751293
"ZNF354A","BLCA",0.432854530226538,0.290494196498045
"ZNF764","BLCA",0.4970150501363,0.424894482841313
"ZNF747","BLCA",-0.207132856282413,-0.177601571477848
"ZNF778","BLCA",-0.207396416950799,-0.0931585630910381
"ZNF212","BLCA",0.339471597255936,0.387910513748804
"ZNF282","BLCA",0.472667602556319,0.568030321774247
"ZNF160","BLCA",0.219248410941966,0.0552415456383615
"ZNF415","BLCA",-0.12907529183635,-0.212640627115124
"ZNF439","BLCA",0.663795832563708,0.554261915254941
"ZNF440","BLCA",-0.0409547714784296,0.657322812161225
"ZNF562","BLCA",-0.0278907650853856,-0.0291863644169321
"ZNF561","BLCA",-0.186455954622761,-0.424528771148686
"ZNF584","BLCA",0.00564439257699326,-0.00884433777606837
"ZNF274","BLCA",-0.12972574835053,-0.202167146932215
"ZIK1","BLCA",0.0873821395086626,-0.153800113005382
"ZNF540","BLCA",-0.906376121281254,-1.33512242584026
"ZNF570","BLCA",0.124139935904103,-0.311462282812842
"ZNF57","BLCA",0.0638835589455287,0.280148536020105
"ZNF556","BLCA",2.60780048716286,NA
"ZNF554","BLCA",0.191119882210651,0.0176871265907782
"ZNF738","BLCA",1.40981420118958,1.46782238991539
"ZNF596","BLCA",-0.26126520650485,-0.476351086838932
"ZNF621","BLCA",0.231796178816563,0.0903832122184122
"ZNF680","BLCA",0.437329959867936,0.289633617511895
"ZNF483","BLCA",-1.54451891525493,-1.75401262149255
"ZNF417","BLCA",0.146561265522999,-0.0976834567959762
"ZNF791","BLCA",-0.603422562431933,-0.651384025199554
"ZNF519","BLCA",-0.0770840512913132,-0.248067369383346
"ZNF25","BLCA",-1.36927610774112,-1.04832893507177
"ZNF77","BLCA",0.164113885189607,0.0410704992264336
"ZNF169","BLCA",0.332316076535753,0.407600844822577
"ZNF613","BLCA",0.50560894973147,0.118503439025794
"ZNF404","BLCA",-0.148648441676842,-0.325084465407368
"ZNF135","BLCA",-0.96412468230859,-2.07368746571809
"ZNF620","BLCA",0.512151261017934,0.253385440487762
"ZNF619","BLCA",-0.0386139998051366,-0.177025856728175
"ZNF354C","BLCA",-1.20321866681707,-1.10315205116775
"ZNF114","BLCA",4.33524278970821,3.80335242012231
"ZNF454","BLCA",-1.48849641093919,-2.71571873202711
"ZNF543","BLCA",-0.0864906445976466,-0.289041933325006
"ZNF354B","BLCA",0.298319587659304,0.0821469228103511
"ZNF223","BLCA",0.782510769008219,0.693763177863117
"ZNF713","BLCA",0.598072267817011,0.274681533135143
"ZNF552","BLCA",0.0851601435959851,0.346244379142434
"ZNF154","BLCA",-1.98100795935682,-2.90199970933265
"ZNF571","BLCA",0.287652813600132,0.24800236549077
"ZNF443","BLCA",0.658699011291233,0.5404559351595
"ZNF792","BLCA",0.587634981894987,0.465127213755106
"ZFP82","BLCA",0.188511877582284,0.21480735334999
"ZNF707","BLCA",0.975454377274677,0.962136295881591
"ZNF746","BLCA",0.393374073356678,0.267902731914276
"ZNF678","BLCA",0.269218275137509,0.216013663854194
"HKR1","BLCA",0.346703604474813,0.154771789937308
"ZNF101","BLCA",0.0353700798337049,0.137176291581844
"ZNF716","BLCA",1.82857440699779,NA
"ZNF708","BLCA",0.582460588102894,0.408652727410141
"ZNF721","BLCA",0.311318042940913,0.142531660881706
"ZNF662","BLCA",0.272972405063107,-1.14565136114624
"ZNF320","BLCA",0.643546987069959,0.634691391867172
"ZNF530","BLCA",1.02548442851376,0.737228392543417
"ZFP1","BLCA",0.101570475489381,-0.0224831188247867
"KRBA2","BLCA",-0.689816105848732,-0.79841584322962
"ZNF93","BLCA",1.22723149451921,1.6102145288951
"ZFP90","BLCA",0.138954022347597,-0.0695020871342334
"ZNF479","BLCA",NA,NA
"ZNF445","BLCA",-0.149375302148115,-0.0793886385461523
"ZNF74","BLCA",1.00514924148932,0.653677042940865
"ZNF829","BLCA",0.190798358262336,-0.0859674492002302
"ZNF267","BLCA",0.166146810213121,0.144683875763466
"ZNF566","BLCA",0.226575465860211,-0.0377945075438236
"ZNF224","BLCA",0.672494598617005,0.543175102934257
"ZNF529","BLCA",0.196231060050716,0.04384863309487
"ZNF284","BLCA",0.882518082592221,0.548059036566562
"ZNF749","BLCA",0.736320630060483,1.06999235850301
"ZNF17","BLCA",-0.224505309499389,-0.387968797231035
"ZNF555","BLCA",0.232662023997315,0.0611586059262938
"ZNF75D","BLCA",-0.0579598950487171,-0.0258131853837152
"ZNF197","BLCA",0.174165921205662,0.255309980267935
"ZNF732","BLCA",1.46208818703273,0.617449896251823
"ZNF546","BLCA",-0.474097103914049,-0.67101991719875
"ZNF286A","BLCA",0.619184449593009,0.479354232802754
"ZKSCAN4","BLCA",0.834004080872835,0.813581820394063
"ZNF643","BLCA",1.37592825349948,1.34045407372048
"ZNF642","BLCA",0.760263452232592,0.588026798308929
"ZNF490","BLCA",0.580223960808145,0.550923841641946
"ZNF626","BLCA",0.526433848159965,-0.350717849766777
"ZNF793","BLCA",0.413266301751019,0.0519069376947736
"ZNF383","BLCA",0.212903967906254,0.187874596809973
"ZNF669","BLCA",0.404925639367959,0.364299588002574
"ZNF559","BLCA",-0.312849462353578,-0.388319447879665
"ZNF177","BLCA",0.355090978433318,0.287570246588922
"ZNF548","BLCA",-0.412735378141379,-0.53382035125688
"ZNF563","BLCA",0.167183328677846,-0.0653911065786427
"ZNF567","BLCA",0.405405744630197,0.0982025555260995
"ZNF573","BLCA",-0.00212262109399285,-0.28690061266599
"ZNF527","BLCA",-0.158698212949957,-0.327768482159783
"ZNF33A","BLCA",0.106473969262056,-0.0434540303542314
"ZKSCAN3","BLCA",0.322632389563484,0.0592042672427724
"ZNF676","BLCA",0.642012200153372,-3.23731044061143
"ZNF699","BLCA",-0.484579861246869,-0.851541194221091
"ZNF250","BLCA",0.217474963278043,0.0626337309278554
"ZNF79","BLCA",-0.34805451680199,-0.109103938634004
"ZNF681","BLCA",1.24614670592281,1.58436011804913
"ZNF766","BLCA",0.364867929714927,0.374810916846911
"ZNF471","BLCA",-1.11811887022157,-1.8999636007605
"ZNF836","BLCA",0.0722780181025801,-0.116456685526232
"ZNF493","BLCA",0.364256631969146,-0.00122841737734874
"ZNF167","BLCA",0.104737910368652,-0.213231104709178
"ZNF565","BLCA",0.215763696712006,0.204699463079934
"ZNF34","BLCA",-0.473936716692437,-0.412766035911434
"ZNF140","BLCA",0.189663805052506,0.19162633022604
"ZNF658","BLCA",-0.421954909262238,-0.45401116394742
"ZNF765","BLCA",0.793289187752891,0.632348147249358
"ZNF124","BLCA",0.919480188898938,1.10256220678982
"ZNF569","BLCA",-0.257610096023826,-0.276217417208292
"ZNF777","BLCA",0.278511758543601,0.285390568778082
"ZNF605","BLCA",0.472134170369357,0.356904303877267
"ZNF799","BLCA",0.559484305639293,0.445749835941173
"ZNF782","BLCA",-0.194397102655026,-0.481231443788259
"ZNF846","BLCA",-0.577816343117241,-0.860775462277894
"ZNF136","BLCA",-0.533471671450531,-0.680419338580883
"ZKSCAN5","BLCA",0.0757667616001827,-0.026898686018246
"ZNF33B","BLCA",0.100717044913799,-0.105837510755323
"ZNF431","BLCA",0.574141957100521,0.544097321944641
"ZNF418","BLCA",0.0444090359408954,-0.616153700432022
"ZNF700","BLCA",0.70356714174113,0.412738980274046
"ZFP28","BLCA",-0.670599995612087,-1.13711221410587
"ZNF585A","BLCA",0.0515160666122703,-0.0360470296928724
"ZNF138","BLCA",0.889008287991243,0.904515022325076
"ZNF429","BLCA",-0.0833233046754244,-0.0346847505011282
"ZNF470","BLCA",-0.276830433212726,-0.39657562630344
"ZNF100","BLCA",0.579923393353159,0.6203944432218
"ZNF398","BLCA",0.298009066468285,0.286800320081137
"ZNF498","BLCA",0.0917745141756545,0.0583944511418564
"ZNF441","BLCA",-0.245382635257333,-0.109104270500549
"ZNF420","BLCA",0.00781627313072323,-0.173147490701409
"ZNF763","BLCA",0.121465821312332,-0.181157341180479
"ZNF679","BLCA",2.89043473929812,NA
"ZNF682","BLCA",1.3594202747773,1.04387808031882
"ZNF772","BLCA",0.826381155937029,0.591181055113033
"ZNF257","BLCA",1.02306017402594,0.70050881491955
"ZNF785","BLCA",0.335893904409766,0.328668352852171
"ZNF98","BLCA",1.60504959439409,-0.72114357296653
"ZNF786","BLCA",0.541518326627893,0.448342327138438
"ZNF517","BLCA",0.404907563111118,0.0501099200743793
"ZNF675","BLCA",1.14037652550338,1.33383108707208
"ZNF860","BLCA",-0.300769585063921,-0.817668230274049
"ZNF695","BLCA",2.64265423951005,4.57536817186677
"ZNF665","BLCA",-0.202312436176685,-0.109987248675087
"ZNF624","BLCA",0.484813844028074,0.498809663458881
"ZNF841","BLCA",1.03447957089125,0.571157172846278
"ZNF615","BLCA",0.203878082918647,0.0460675033667774
"ZNF433","BLCA",0.62135124406769,0.56623567997753
"ZNF595","BLCA",0.316425220059697,0.124297161812499
"ZNF460","BLCA",-0.911619358392748,-0.40488498459753
"ZNF81","BLCA",0.251610300313946,0.0698727826627588
"ZNF780A","BLCA",0.533549196894738,0.320735768011778
"ZNF461","BLCA",0.0311303741176068,-0.181785823393518
"ZNF181","BLCA",-0.399565645535732,-0.560231235891139
"ZNF44","BLCA",0.636525033632472,-0.0636892355502945
"ZNF790","BLCA",0.146527704671391,0.0543980913096148
"ZNF677","BLCA",-0.78802944662641,-1.5012347343521
"ZNF823","BLCA",0.628992105815831,0.364266516151206
"ZNF311","BLCA",0.620339140759408,0.502915916103212
"ZNF347","BLCA",0.168943588648245,-0.0794194899678505
"ZNF273","BLCA",0.959440274817165,0.906064805013968
"ZNF84","BLCA",0.313496210471986,0.141728757108927
"ZNF667","BLCA",-0.231286028315999,-1.89560922887207
"ZNF649","BLCA",-0.576310869036633,-0.788666378804579
"ZNF248","BLCA",-0.275456354138098,-0.306174705602585
"ZNF544","BLCA",0.620880210657419,0.546917096584162
"ZNF251","BLCA",0.378881107170405,0.274468164689144
"ZNF607","BLCA",0.750579311288208,0.909384548538586
"ZNF334","BLCA",0.427660710726403,-0.248816107003088
"ZNF485","BLCA",0.950875244731889,0.852442351311214
"ZNF192","BLCA",-0.489163094523377,-0.622831328869241
"ZNF442","BLCA",-0.981536722165618,-0.632985884260746
"ZNF813","BLCA",0.869866614520835,0.483318128511567
"ZNF26","BLCA",0.623381497392325,0.516840639178602
"ZNF69","BLCA",1.06187995471162,0.784415356734753
"ZNF583","BLCA",-0.0137379511144118,-0.225581704847612
"ZNF568","BLCA",-0.197825565093589,-0.456571724733252
"ZNF480","BLCA",0.794123181207716,0.649626843844849
"ZNF587","BLCA",0.609627931646806,0.714152881967989
"ZNF808","BLCA",-0.155134081592007,-0.0866699946040445
"ZNF43","BLCA",0.886857793540838,0.862506590981895
"ZNF28","BLCA",0.755900311098013,0.76901685951246
"ZNF627","BLCA",0.328689795796489,0.143351921211904
"ZNF789","BLCA",0.87842948817416,0.778043268568706
"ZNF534","BLCA",0.341430209148764,0.358010293668781
"ZNF525","BLCA",1.38750950504982,1.52206494663052
"ZNF814","BLCA",0.645961027771384,0.345107958471218
"ZNF551","BLCA",-0.0191728700179813,-0.192475577665847
"ZNF805","BLCA",0.272573430470553,0.145822362981183
"ZNF468","BLCA",1.09280107464543,1.09790922939558
"ZNF616","BLCA",0.702099114273025,0.608468148640594
"ZFP57","BLCA",1.19722128686375,0.144506480390812
"ZNF155","BLCA",0.343618954140623,0.107918304035414
"ZNF425","BLCA",-0.514518049912834,-0.567022072592624
"ZNF611","BLCA",0.201302660233774,-0.0181402689590323
"ZNF254","BLCA",0.711215294889695,0.583539492658138
"ZNF625","BLCA",0.168125701207612,0.75818122749127
"ZNF845","BLCA",0.605594334092017,0.548016581967797
"ZNF90","BLCA",0.647558999833047,0.518488844501662
"ZNF788","BLCA",-0.723302344905564,-0.801199561932174
"ZNF880","BLCA",-0.26778344827221,-0.694435346628061
"ZNF630","BLCA",0.203960726274834,-0.13424272566337
"ZNF844","BLCA",-0.772618725498689,-0.397090685449478
"ZNF717","BLCA",0.169655042197386,-0.172786353562984
"ZNF492","BLCA",2.25712068755819,-0.183111252702506
"ZNF688","BLCA",0.22802973468838,-0.049436707944569
"ZNF879","BLCA",-0.00156071479325146,-0.314194654454551
"ZNF737","BLCA",1.7048646154883,0.87764180784443
"ZNF709","BLCA",0.246134391517086,0.0519872372702093
"ZNF585B","BLCA",-0.302871066842819,-0.232800264084654
"ZNF324B","BLCA",0.523688402017519,0.365337473687737
"ZNF564","BLCA",0.0739784501085383,-0.057481502743165
"ZNF674","BLCA",0.0825347961511241,-0.0136515811028645
"ZNF432","BLCA",1.63741623709717,0.383732871173147
"ZNF10","BLCA",-0.327986203448604,-0.623490920579611
"ZNF486","BLCA",0.934685121556445,0.294313343578084
"ZNF225","BLCA",0.293909181567899,0.202609263093249
"ZNF350","BLCA",0.61307487513656,0.258267199603323
"ZNF253","BLCA",0.843592798515989,0.845967526134862
"ZNF878","BLCA",0.319648488647917,0.922875573869345
"ZNF727","BLCA",-0.515267464195385,-2.42090743896161
"ZNF578","BLCA",-0.303503490746566,-1.41495307733496
"TRIM28","BLCA",0.599502986649076,0.531863690060706
"ZNF195","BRCA",-0.113016714707215,-0.185669365662764
"ZNF263","BRCA",0.315319456865807,0.216188547168963
"ZNF200","BRCA",0.422085961414822,0.335609653049027
"ZNF582","BRCA",-0.45136015453059,-0.481088005828137
"ZNF285","BRCA",-0.0340485197312121,-0.10223068368965
"ZNF275","BRCA",-0.141840355249321,-0.155186336426031
"ZNF37A","BRCA",0.0405367132781044,-0.0155715921906612
"ZNF510","BRCA",-0.505351298029547,-0.553050506346378
"ZNF506","BRCA",-0.419621921690031,-0.422515924993645
"ZNF324","BRCA",0.0607284464818947,-0.0868118491637014
"ZNF671","BRCA",-0.278824555073341,-0.411529614755171
"ZNF416","BRCA",-0.169065421504746,-0.234528851109765
"ZNF586","BRCA",0.224478064166868,0.134940045773979
"ZNF446","BRCA",0.813153377808017,0.646049527091289
"ZNF8","BRCA",0.405253388114532,0.290319335452946
"ZNF264","BRCA",-0.0524118344613377,-0.0927678156563701
"ZNF213","BRCA",0.792976023820496,0.667943387101173
"ZNF343","BRCA",-0.0756458717521674,-0.104454287205915
"ZNF302","BRCA",-0.0574195034561127,-0.162451068650205
"ZNF268","BRCA",-0.428042825668897,-0.463975340775586
"ZNF184","BRCA",0.205646208099658,0.131126162036493
"ZNF500","BRCA",0.290681363869771,0.242073614700573
"ZNF419","BRCA",0.0586277639300864,-0.00534861219691117
"ZNF175","BRCA",-0.641327899661587,-0.669351837699301
"ZNF14","BRCA",-0.261046995366969,-0.248691658045368
"ZNF85","BRCA",0.250318968823734,0.219398389318295
"ZKSCAN1","BRCA",-0.0348624646019195,-0.167310897294258
"ZNF862","BRCA",-0.28774715393105,-0.372771301530926
"ZNF684","BRCA",-0.325528221143332,-0.327854444515017
"ZNF430","BRCA",-0.351988622145447,-0.348446632629352
"ZFP30","BRCA",0.32679446314927,0.291351569045463
"ZNF549","BRCA",-0.174262804806777,-0.227657029414755
"ZNF211","BRCA",-0.346226224645548,-0.48341042450908
"ZNF205","BRCA",0.878997673729669,0.765281565472039
"ZNF45","BRCA",-0.26284156750316,-0.261651459131574
"ZNF133","BRCA",-0.280902714020826,-0.41358149893135
"ZNF436","BRCA",-0.598526233609121,-0.655105200144509
"ZNF484","BRCA",-0.220958447862717,-0.272751545313764
"ZNF780B","BRCA",-0.45693367218322,-0.499007621188537
"ZNF557","BRCA",0.00807361454993682,-0.00716668953775891
"ZNF337","BRCA",-0.106597324623762,-0.205810180962829
"ZNF317","BRCA",-0.043379688497592,-0.0640108954535972
"ZNF426","BRCA",-0.72162740564314,-0.844115530292002
"ZNF331","BRCA",-0.634661522494616,-0.70483060542936
"ZNF227","BRCA",-0.254058878340305,-0.291446049187396
"ZNF141","BRCA",-0.321155730477561,-0.298626460856749
"ZNF304","BRCA",-0.140335960684558,-0.241840706063465
"ZNF132","BRCA",-0.988664668297179,-1.17845159548622
"ZNF20","BRCA",0.180501232289531,0.111616972885965
"ZNF670","BRCA",0.118893419088795,-0.00585864785539104
"ZFP37","BRCA",-0.913935161732342,-0.990889222041656
"ZNF189","BRCA",-0.483244772537925,-0.566938677982229
"ZNF434","BRCA",0.377879821841164,0.278897402534285
"ZNF287","BRCA",-0.201289860585472,-0.284985123806758
"ZIM3","BRCA",1.28099477551583,NA
"ZFP14","BRCA",-0.197602631405988,-0.200159147202515
"ZNF473","BRCA",0.156369618780057,0.0153428212279286
"ZNF614","BRCA",-0.272683978044444,-0.442070839306199
"POGK","BRCA",0.837337900293377,0.70007762646241
"ZNF514","BRCA",-0.280901833947362,-0.345165117133706
"ZNF300","BRCA",-0.594419374107753,-1.06768419884331
"RBAK","BRCA",0.0664006670642251,0.0465153940536748
"ZNF92","BRCA",0.734120625117994,0.337094044042789
"ZNF157","BRCA",-0.992406192229393,-1.73484689111614
"ZNF182","BRCA",0.0237086202790077,-0.000647169763906817
"ZNF673","BRCA",-0.54798843996296,-0.557163712873466
"ZNF41","BRCA",-0.197025517801514,-0.236434280306144
"ZNF7","BRCA",0.402131565276828,0.24887733810544
"ZNF214","BRCA",-0.526090537718075,-0.810622333821618
"ZNF215","BRCA",-0.344134614168593,-0.931351297259982
"ZNF547","BRCA",0.107950133649038,-0.0399365145921155
"ZNF773","BRCA",-0.0998260830736684,-0.0971727915714045
"ZNF776","BRCA",0.0796615235667714,-0.00278703155074776
"ZNF256","BRCA",-0.0474125116526141,-0.115480822790716
"ZNF599","BRCA",-0.119653544047909,-0.0987833454413289
"ZNF18","BRCA",0.0672441352148682,-0.0425062386532544
"ZKSCAN2","BRCA",0.239569804710631,0.0423152469748216
"ZNF689","BRCA",0.0503155781813283,-0.11963841636767
"ZNF19","BRCA",-0.347938243756344,-0.348684862793835
"ZNF230","BRCA",-0.233822031622085,-0.250499172772712
"ZNF222","BRCA",-0.07881104329524,-0.193722157894138
"ZNF221","BRCA",-0.605022218257831,-0.96060233449274
"ZNF233","BRCA",0.57178183768775,0.59797753441972
"ZNF235","BRCA",-0.307430104242109,-0.337111275703038
"ZNF208","BRCA",-0.608258943226161,-1.92687250418885
"ZNF714","BRCA",0.425488161267487,0.451477174471668
"ZNF394","BRCA",-0.116663160642629,-0.152942527696062
"ZNF333","BRCA",-0.626053388971242,-0.689951220073969
"ZNF382","BRCA",0.277195471634619,0.17652595918195
"ZNF577","BRCA",-0.397157327171815,-0.52643067654488
"ZNF75A","BRCA",0.583436280667564,0.411935338993747
"ZNF496","BRCA",0.195286162470586,0.0651236326865583
"ZNF2","BRCA",0.0346025602410885,0.0162556374691466
"ZNF589","BRCA",-0.242565893222981,-0.237433140714921
"PRDM9","BRCA",3.43123390608716,NA
"ZNF12","BRCA",-0.145552306514256,-0.133186122789009
"ZNF202","BRCA",-0.345575623422225,-0.419190929392832
"ZNF3","BRCA",0.278242409028021,0.260529062569203
"ZNF606","BRCA",0.356868719206153,0.265763625977991
"ZNF91","BRCA",0.314304043853961,0.168655426256892
"ZNF226","BRCA",-0.180575216179617,-0.213582362306591
"ZNF229","BRCA",-0.395157618539381,-0.839537196944776
"ZNF180","BRCA",-0.27696369667748,-0.339834878883947
"ZNF641","BRCA",-0.44068854616486,-0.525076945721586
"ZNF610","BRCA",0.277356167506103,0.0850256721854922
"ZNF528","BRCA",-0.0949159828938787,-0.20143578004917
"ZNF701","BRCA",0.139696321409836,0.107710550988496
"ZNF283","BRCA",-0.173785912153788,-0.237187451847202
"ZNF558","BRCA",-0.164479235167363,-0.252987135483531
"ZNF597","BRCA",-0.103117495935049,-0.179778909815783
"ZNF30","BRCA",0.3228381936357,0.232957508924524
"ZNF354A","BRCA",0.126846899829779,-0.0242940571329806
"ZNF764","BRCA",0.697029026246781,0.582518102824806
"ZNF747","BRCA",0.372691466107444,0.310214408278197
"ZNF778","BRCA",-0.633707941635514,-0.89892465155189
"ZNF212","BRCA",0.166966586685915,0.135021946382692
"ZNF282","BRCA",0.443975678835062,0.368735563470102
"ZNF160","BRCA",-0.447307121272584,-0.467121777467903
"ZNF415","BRCA",-0.237105452777346,-0.294829250161983
"ZNF439","BRCA",-0.0357458231865458,-0.134548020495851
"ZNF440","BRCA",0.255945738635467,0.109597550580863
"ZNF562","BRCA",-0.110114778356143,-0.189926500397246
"ZNF561","BRCA",-0.641631747207083,-0.606687490801843
"ZNF584","BRCA",0.0549599822884291,-0.0149936079543197
"ZNF274","BRCA",-0.205080139716279,-0.339090672382812
"ZIK1","BRCA",-0.501792963408902,-1.47849658021646
"ZNF540","BRCA",-0.836946025812594,-1.07346747215907
"ZNF570","BRCA",-0.277500684711136,-0.402803159424551
"ZNF57","BRCA",-0.0173034510489212,-0.127242262996086
"ZNF556","BRCA",0.489171169476422,-1.28539484253621
"ZNF554","BRCA",-0.225613819812967,-0.210113611225992
"ZNF738","BRCA",0.391295296778691,0.233376886462799
"ZNF596","BRCA",-0.610338046553242,-0.748705247084038
"ZNF621","BRCA",-0.157317904775693,-0.220225400104514
"ZNF680","BRCA",0.0218216247270066,-0.163355029562465
"ZNF483","BRCA",-1.52877804095526,-1.79784739142139
"ZNF417","BRCA",-0.170728935194683,-0.26854602666923
"ZNF791","BRCA",-0.529378912347284,-0.550626792413694
