"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 14-BLCA nonsquamous-like c1","p-adj-RNA cluster 14-BRCA basal-like c8","p-adj-RNA cluster 14-GBM-like c6","p-adj-RNA cluster 14-LAML-like c13","p-adj-RNA cluster 14-LUAD-like c10","p-adj-RNA cluster 14-RNA cluster 12","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 2-RNA cluster 14","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 14","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 14","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 14","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","p-adj-UCEC-like c11-BLCA nonsquamous-like c1","p-adj-UCEC-like c11-BRCA basal-like c8","p-adj-UCEC-like c11-GBM-like c6","p-adj-UCEC-like c11-LAML-like c13","p-adj-UCEC-like c11-LUAD-like c10","p-adj-UCEC-like c11-RNA cluster 12","p-adj-UCEC-like c11-RNA cluster 14","p-adj-UCEC-like c11-RNA cluster 2","p-adj-UCEC-like c11-RNA cluster 3","p-adj-UCEC-like c11-RNA cluster 5","p-adj-UCEC-like c11-squamous-like c4","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 14","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","mean-UCEC-like c11","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 14","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","SEM-UCEC-like c11","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 14","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q1-UCEC-like c11","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 14","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","Q3-UCEC-like c11","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 14","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4","count-UCEC-like c11"
"ZNF549",0.242316113031599,0.999999902646563,0.315486753347033,0.216856032994611,0.999999223231329,0.273855564120741,0.0982036110014542,0.994145104425943,0.0748411746881581,0.999726426362174,1,0.0791017928065634,0.99999547061249,0.0240036824348465,1.14198096534679e-08,0.999999999833563,0.165536595743302,0.999985594803306,0.132924915939603,0.0420900843876312,0.999999999045117,0.926360107959148,0.856398603034072,0.977168650822879,0.911618938988228,0.901569550685554,0.505585972132875,0.825797666072928,0.937107700517807,0.769005263566855,0.982561764220074,0.806999072656014,0.522664151310673,0.423261043121163,0.837217061132508,0.999999999984926,0.00165301200279688,2.21710265146946e-07,0.000140906149710296,1.21272872855016e-08,3.43441941552669e-11,7.94792069493955e-05,0.00329043684065755,5.2682439377616e-07,2.84268145689381e-07,0.0643669592775954,0.997647232573946,0.043563768834841,0.999968138141139,0.980896964550838,1.88768789488591e-09,0.0260166303717004,0.800005625683888,0.346390713857159,1.62784230539614e-11,0.324816238745971,0.999999999999332,0.415653720469792,0.999999988101458,0.99875060087055,0.124936652753567,0.23092088416729,0.920730423558224,0.859038566756525,4.63599988509422e-07,0.999614379277104,290.9952,81.4664,269.4139,116.65865,152.849538983051,292.075644444444,304.1213,205.0499,211.853366666667,621.0853,145.846900440529,92.8429,23.4296822140919,0,43.4107739972924,10.0008324953892,2.97515882708241,36.1315420565476,70.3239185985347,51.3817045990872,20.3815517653474,0,4.82667773481725,0,250.4138,81.4664,182.843025,99.3367,94.7657,241.9731,182.3167,110.02665,141.6561,621.0853,69.211825,92.8429,331.5766,81.4664,359.966625,133.9806,206.6787,400.6199,425.9259,323.3085,281.5597,621.0853,195.814225,92.8429,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF211",0.676725804273483,0.91426997182476,0.999183886368092,0.0520532795182141,0.99996963078304,0.702517133079249,0.269522630473048,0.999977251829512,0.999914774661801,0.707641237822801,0.7001552090162,0.999322451488126,0.999999999986841,0.563483467408599,0.999177001044023,0.877068517475549,0.0340876819398476,0.0309101389346909,5.64090321821809e-05,4.43795489537546e-05,0.00218814078061291,0.496407219137613,0.999999061532962,0.999940645311441,0.942708851610674,0.999999999626708,0.999936522743571,0.00160835972753348,0.131862072656944,1,0.97437968796311,0.995998088180999,0.979486751885145,0.914106970050492,4.48594380415557e-05,0.999960337655025,0.799214794739963,0.0406607064713955,0.0628308376064577,0.000467542897958362,0.00260296955041417,0.0168126968961031,0.99999894958592,0.00934941201925432,0.00114433972805073,0.101640044725026,0.999999972832019,0.988202375952675,0.921761182257878,0.0289229711564577,0.844109218011254,5.36797256567301e-06,0.999999922882034,0.999988055326283,0.000762226023112156,0.139743970862931,0.999817976971079,0.801715993397301,0.999999998896924,0.868494924215505,0.758640182614935,0.00122025254135805,0.959015564109172,0.995425172568347,0.0025251740877168,0.962476050696628,352.96565,162.1181,241.5373,101.92065,209.959331073446,233.196122222222,482.3224,201.418775,168.843933333333,525.8364,187.398512334802,78.9408,50.3572121665556,0,25.4695890103472,8.2600636987556,4.27432173741147,24.3785652539537,30.3131985335321,40.6382713110119,12.723200561378,0,4.86175301677747,0,265.7444,162.1181,195.925975,87.6138,129.0995,193.8572,429.8184,135.624725,145.4109,525.8364,115.2195,78.9408,440.1869,162.1181,294.106975,116.2275,259.0503,286.4736,534.8264,246.0904,196.3895,525.8364,243.99825,78.9408,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF205",0.868075666434907,0.962546871143363,0.136850222163869,0.778486030419504,0.0578221534468685,0.999968070591125,0.999999939562652,0.455795741115315,0.828221875457134,0.489753593099045,0.999110271409389,0.256004824671638,0.999384461209897,0.943685946335318,0.972672953511242,0.997776625066571,0.331876747526367,0.999999982909079,0.999348696437414,0.996390951106367,0.999999891102626,0.999999996172491,0.641187827167192,0.968978474983427,0.768886197504613,1,0.999779548642749,0.999312748323863,1,0.708242341248663,0.850367315116793,0.533461887810225,0.999998532327931,0.986116514790042,0.992026309971784,0.999999994460945,0.232568308295226,0.999452057693187,0.00445145421554416,0.00159635841118355,0.02120546616317,0.00854224423643701,0.023970373996025,0.0707128249274571,0.0834757672819106,0.96527752510517,0.0922573102275299,0.999997135445235,0.985612593042672,0,0.999582130810188,1,0.9435479759499,0.507811352428452,0.0012523523643867,0.00623338465962897,0.768624004413505,1.33605011474192e-05,5.12754644899083e-06,4.39209953232433e-05,1.73358574141469e-05,0.000190445818567642,0.000553534494023844,0.000585428749739547,0.997051841877273,8.58816479598623e-07,288.17605,436.1507,197.0192,155.40185,270.392404519774,238.090388888889,217.378,271.35755,284.328366666667,522.2127,217.986888105727,625.5484,6.1936116152721,0,13.5694936387472,19.9512334447648,4.01070004402619,16.421969536519,37.3103373859489,7.50512433634038,27.633757088391,0,4.39371619433927,0,277.4484,436.1507,168.636775,120.8453,201.6974,176.9818,152.7546,270.8862,231.6914,522.2127,160.641625,625.5484,298.9037,436.1507,223.33405,189.9584,322.7429,283.3284,282.0014,283.07615,323.7037,522.2127,262.283825,625.5484,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF45",0.99983436224164,1,0.999701412528261,0.628256244642449,0.998533089867978,0.481433025575275,0.997751752113864,0.999999999655799,0.987165886422384,0.724963737676251,0.989787908132478,0.838735040963253,0.965092350355453,0.00650741592399395,8.87726953670009e-05,0.999883518915938,0.971747133472808,0.999721347362448,0.171641660580193,0.674551272503396,0.999999998198691,0.863688133049581,0.583949236475062,0.73563564999483,0.00231397104094355,0.000886954595205713,0.998953148392855,0.999385625861041,0.999964743003703,0.999999904915501,0.999847593261454,0.749890550612993,0.999999460763977,0.195393202750284,0.928507055819541,0.0802249461793655,5.94309811363658e-07,1.18146460648116e-06,7.44860073620401e-08,8.11806177836161e-12,8.06132938180326e-13,4.31367605968624e-07,1.57771133292295e-05,3.89369593145616e-05,1.93936089409874e-10,0.999999945291302,0.999945222950847,0.999999503563357,0.282561568714481,5.23345543201881e-06,0.0271776589516283,0.967630683150557,0.0307014634759368,0.9999438169931,2.93157720321346e-11,0.759832444309576,0.477038783570989,0.68453356672598,0.016740885783777,0.101434690915622,0.975900210357439,0.978790111955389,0.999836333583467,0.256741062346892,0.0373666778943987,0.298790693476395,278.6276,217.9226,278.725766666667,141.56435,232.288276553672,339.509388888889,326.45275,375.62895,243.973583333333,742.9287,262.358763436123,430.9772,5.72148343264228,0,45.9544232584755,21.8865692821153,3.16546793189456,32.7653808240879,28.7707206868516,36.0151391300787,23.6079392209512,0,4.84589832093769,0,268.7177,217.9226,187.867525,103.6557,179.5446,304.2929,276.6204,315.84125,182.7909,742.9287,187.14875,430.9772,288.5375,217.9226,351.451825,179.473,275.824,443.7015,376.2851,403.45295,270.6283,742.9287,327.7014,430.9772,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF133",0.866897879380653,0.543968977384456,1,0.997450746771026,0.999314988131337,0.99470440973245,0.99980357863013,0.929900043176447,0.319085834760552,0.999959553659957,0.0300298306457556,0.9999906820536,0.997606040159691,0.593083730128689,2.15053809204946e-08,0.0814764229005767,0.99957048323345,0.989211006127456,0.625330084178173,0.0163999175936052,0.999994462683622,1,0.761762101206648,0.235556006802158,0.988409772353419,0.992061135028945,0.000409686268070253,0.0155604668855317,0.0387306907228003,0.999982141396237,0.997138202721243,0.610421160669137,7.57948300633693e-06,1,0.999999184469369,0.00112161732216243,0.931621618300737,0.999999999995234,0.999999999999657,0.999916778319168,0.975401184228,0.999809200250159,0.997577037768188,0.864376771737214,0.999714766591906,0.476158049293887,0.999999186945657,0.999959985359326,0.999317451541061,0,0.0851674899291226,0.640544110980196,0.045123988418342,0.24037450311881,0.999999999009962,2.48057130391999e-12,1.94951655113629e-05,1.77062050576993e-08,9.14818110153703e-10,0,2.10519554011412e-08,2.37258617441505e-05,0,7.42683470278394e-08,8.9534261833446e-06,1.42741374276056e-12,210.24465,392.2607,386.139033333333,298.53475,257.891252542373,444.587244444444,481.4904,207.27995,449.38495,373.9698,352.864538325991,1027.9193,42.5284579863982,0,27.5073354747501,57.0492214017057,4.02862492798726,24.7857656014248,85.8726541681343,25.3959418359017,34.819732868337,0,6.89501004947808,0,136.5832,392.2607,330.45345,199.7226,180.1926,409.9186,332.7546,157.69565,342.3986,373.9698,250.5641,1027.9193,283.9061,392.2607,432.475275,397.3469,307.1749,491.2934,630.2262,256.8157,509.1569,373.9698,418.02485,1027.9193,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF436",0.0941075034888864,0.978775678120631,0.541184311781335,0.000130645717164923,0.999555522300435,0.00524145953008004,4.47301229270503e-05,0.999999999820845,0.00317266272874406,0.850040411007128,0.538412637509101,0.754058164164742,0.999664067268457,0.00602576408223343,6.91964259291744e-06,0.999945677172405,0.337978164096861,0.999991758348987,0.00264766608048206,0.00336517308709527,0.972125357988435,0.0106539204927072,0.999999073488334,0.239259980397024,0.832123679925767,0.999982962113821,0.341481354513917,0.124110565878193,0.00265916437829516,0.999999892878986,0.0976231812641023,0.844624982860516,0.999998574501897,0.0949107386368897,0.051609025620356,0.99999999998231,0.99999996147282,0.12823602024431,0.96560289953078,0.00148152879941332,0.00477291478536424,0.668181053913404,0.999206987591385,0.0517544777416808,0.0261315013584701,0.756844950851831,0.416192896462685,0.999999995060189,0.000106523674082148,0,0.993914231547926,0.998537254900322,0.0107961345354904,0.000107881763663387,0.837790958396511,0.999810884144012,0.705192439676858,0.999999999694857,0.0771780892778512,0.284107731444452,0.999844286057111,0.999999999721705,0.657200391256875,0.532437767552242,0.998452693830916,0.999999685807528,1066.8804,394.9002,853.357833333333,210.6934,431.980435028249,755.972377777778,945.4728,486.43075,467.091166666667,1141.2962,824.16484185022,898.2539,467.10517755284,0,179.216850460643,43.6592850911464,6.10058344077075,50.0901234285857,245.453076862524,49.8015755229656,51.4340293438924,0,16.1870298330561,0,257.8305,394.9002,568.717725,135.0733,314.5445,646.9255,520.3356,419.95465,337.3573,1141.2962,583.6282,898.2539,1875.9303,394.9002,1208.20005,286.3135,501.5643,847.005,1370.61,562.5137,589.9448,1141.2962,997.617225,898.2539,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF484",0.983566083778259,0.99999999995443,0.989444038064469,0.955645744116275,1,0.964675959835774,0.999971750518325,0.994956495685343,0.999998077435282,0.964497715238908,0.994221193194396,0.999968197820296,0.996351056132359,0.999884353052785,0.985525481710533,0.998763035536608,0.999997650810578,0.999536649679598,0.999997323238819,0.999939468106269,1,0.929277599315067,0.999999999931511,0.932684932840413,0.999999999999589,0.840349489982198,0.999794272682206,0.999998967000976,0.999959491190344,0.998774209451672,0.999996053968564,0.994469028727722,0.999999999771455,0.999973425584742,0.999998135539897,0.986117396125255,0.999857328846281,0.850461952766482,0.998762601294865,0.746525004485211,0.970542809841619,0.872864754713162,0.938454468775152,0.687242367521674,0.973460547253287,0.999686887969998,0.998278061793184,0.999921780422869,0.98755993834819,0.950595177313913,0.999383874025262,0.999997141364264,0.939039000291987,1,0.945088763289362,0.935070013677612,0.9999999995533,0.94878303027747,0.999999952215861,0.961599803149795,0.998661988833661,0.999833140793295,0.999998651160882,0.98679384369609,0.719211504238539,0.980931377331372,132.81505,64.3585,125.4527,69.04445,112.891475988701,94.3230888888889,91.40485,73.7181,109.04265,173.2709,107.385692511013,50.2991,11.0094056806366,0,8.35529216756262,4.30896713155639,2.74239710952825,9.16995607994731,19.7302814967459,1.99418296660204,11.8793999923059,0,2.14193942398541,0,113.7462,64.3585,108.33655,61.5811,70.188,67.3259,57.231,69.683,78.8671,173.2709,75.774325,50.2991,151.8839,64.3585,142.6564,76.5078,130.8879,115.467,125.5787,78.3678,130.7332,173.2709,129.74465,50.2991,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF780B",1,1,0.999999999998651,0.999999999999787,0.999999999989601,1,0.920920102074339,0.996936408795411,0.659346372565949,0.852478392566619,0.999969077341819,0.999993837367363,0.9999718472587,0.999998124400919,0.000129756400475745,0.999999600504993,0.999999994673893,0.999993859916055,0.999994561248567,0.998224704147098,0.990508371019163,0.977491015132011,0.998573000783632,0.912631735892621,0.953111105510365,1,0.2153967747952,0.999609651189069,0.9999265322832,0.999999065509013,0.998985685981332,0.999531452651793,0.977247022700815,0.673688004522504,0.999999999956684,0.999293174836091,0.977852314432529,0.995437897982371,0.951560676964238,0.962196519124755,0.999997872413339,0.695718616127564,0.99831623752588,0.999999629634782,0.998432320302349,0.991753701188887,0.999857568036822,0.926252975269795,0.975733457066533,0.035755381048591,0.00587443048604797,0.999991221695794,0.999976388433688,0.999979730330913,0.999777014945358,0.51029269069472,0.76033934095052,0.367795593173187,0.440645276724743,0.890781728500676,0.0849774252987442,0.752873743485318,0.952650020037723,0.67340882388147,0.99964947847011,0.737907175942099,344.5242,336.8635,352.3262,356.47805,232.770925141243,394.844477777778,302.13095,230.089425,287.2476,183.0289,261.706243612335,66.6962,30.0511969813739,0,61.8792241537335,99.4713603360326,4.27611872679239,82.9172008243705,34.1071692249714,28.2300563657953,60.9320473415288,0,7.79564729784994,0,292.474,336.8635,254.191875,184.1886,155.2953,230.7059,243.0556,194.696025,131.7573,183.0289,159.326025,66.6962,396.5744,336.8635,474.77265,528.7675,282.6199,328.1858,361.2063,247.42815,307.7214,183.0289,305.4246,66.6962,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF557",0.950583342316989,0.996174269716626,0.999908951072325,0.928519174769271,0.99999999985856,0.999973455006618,0.737910814385862,0.999999634413515,0.999926667704295,0.99999999901074,1,0.897060992251398,0.972640756355567,0.768828237106933,0.00671091803058732,0.999975010454558,0.998564149644549,0.999999890390411,0.998972396326465,0.996452333454982,0.999907857345631,0.696727718650275,1,0.997778578830119,0.99999999972517,0.999911976601728,0.198356342194709,0.982414296742569,0.985087878488814,0.999905512505455,1,0.999967424440198,0.999433916829036,0.818447037314974,0.999998456609335,0.994648613306273,0.965770053547829,1,0.999971254892329,0.999999999999073,0.999999971865539,0.926821586905223,0.999315894253977,1,0.999972457932773,0.999990248362514,0.96714652042694,0.998327150913163,0.90917467462357,0,0.997879396572013,0.999999984779146,0.268686184704573,0.946374105997887,0.980179178456269,0.819977481814859,0.999999992593092,0.995888800124966,0.999994838850762,0.999603188171161,0.678317029263532,0.980948834381798,0.99999958855312,0.994886493306704,0.999999938525693,0.823223080162599,224.7953,125.0509,170.8938,138.8318,148.369973728814,220.954144444444,189.88105,128.4753,168.093266666667,130.0191,202.174871806167,102.1493,41.5476264815854,0,14.7837870683169,7.12860150871123,2.24010256821882,22.309484763072,31.445007133738,12.4436180696027,9.91668550470836,0,4.83402856248586,0,152.8327,125.0509,141.35235,126.4847,104.7382,148.9807,135.4167,106.446475,160.4993,130.0191,136.669775,102.1493,296.7579,125.0509,201.716775,151.1789,179.4507,297.8443,244.3454,158.256475,165.405,130.0191,241.7071,102.1493,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF337",1,0.2550828130123,0.646933109000797,0.999899698715141,0.999991611871515,0.784662042536614,0.898779914464103,0.993659943165559,0.56770311201925,0.999979758463481,0.00426901448891503,0.13522947927328,0.996831755613133,0.0946842707538789,6.04024923300805e-07,0.102529803008953,0.375771409833876,0.999952361871545,0.472783478171673,0.259353092020474,1,0.999859778038404,0.999993441077114,0.463203729188022,1,0.997396154783201,0.00259835338438874,0.203722363417545,0.34602453648815,0.78600956701445,0.999994646351269,0.905219685363897,0.595336995111756,0.669268722673708,0.987946619717239,0.583919882574602,0.999129677290477,0.999831117744388,0.99292003719595,0.999999983763881,1,0.757884536194903,0.919474991544119,0.999999706616508,0.999408584413383,0.437211049711134,0.893933118455613,0.981803312446525,0.973215388921662,9.15441910054327e-08,0.00157715267109915,0.757092905661221,0.665714815443499,0.999341975089258,0.999990457844164,0.0846568036758589,0.248193167168823,0.989687487231773,0.335992423342799,0.262646184565807,0.999964563532502,0.999975655949961,0.175297334545717,0.899623719009067,0.758624203163218,0.613914165569571,219.6857,223.8697,561.807866666667,321.542,383.156735028249,659.699411111111,648.1152,310.9368,507.809266666667,375.7289,456.657862555066,756.4791,11.3934302121881,0,67.9408703161245,9.31912616504359,7.34480269520533,59.3034433375576,148.154198986911,42.4848948824167,84.17746289296,0,9.63597665987765,0,199.9517,223.8697,451.113675,305.4008,241.4145,542.9093,391.5046,249.1647,289.4154,375.7289,305.414925,756.4791,239.4197,223.8697,697.671,337.6832,477.3411,815.1768,904.7258,409.5312,646.0522,375.7289,545.55125,756.4791,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF317",8.1240493554624e-08,0.995258292032832,2.32301955449543e-11,0.354779421833294,0,0.898390942572582,0.609071824087794,0,0.999275490222042,0.968023554349347,0.999999874657464,1.71571645779522e-11,0.996643082537326,0.184542163719513,0.0186541764967626,0.999365776073553,8.62290128189613e-10,0.999999999998673,0.906202741088148,0.999193154146665,0.999875878990432,0.999959031619041,6.13601391918905e-11,0.999993177285347,0.547180921972518,0.786294407134853,0.999999069608156,0.99999995009766,0.97703083484015,1.57207580286922e-13,0.999999999999808,0.859735309614542,0.996774416820863,0.946170888535855,0.999999998471889,0.999769075954922,0.720051306960835,2.76641598517813e-10,0.987291891154011,1,0.999149054274753,0.694927528935691,0.984639053632972,0.894605763440419,0.986712584510386,0.999995264737653,3.99125177352744e-13,0.996331143071584,0.123056569282522,0,0.999999998860952,0.99993181650409,0.99999987101235,0.875560204641859,0.680756051974949,0.937206394702228,0.00396797201824184,0.364667756449218,0.0214474343609466,0.0394526898220884,0.66725720303102,0.533111993983874,0.574467014782352,0.222183364792536,0.107352129076057,0.53069006417114,831.11185,2061.9145,668.447833333333,424.4225,584.501267231638,782.634788888889,688.3542,737.63675,654.698116666667,437.0014,768.998727312775,1135.1651,86.3215151349158,0,85.126309189246,114.662398546356,6.04395457451853,91.6611968024862,95.0476159709613,49.8095824341167,74.0771629123051,0,14.458913627322,0,681.5986,2061.9145,490.3971,225.8214,467.5051,537.5769,523.7269,621.62165,509.2793,437.0014,581.875075,1135.1651,980.6251,2061.9145,833.35365,623.0236,688.4682,1009.405,852.9815,815.9282,874.8392,437.0014,903.81045,1135.1651,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF426",0.999991550435099,0.998063820439976,0.968373768317861,0.213382167367239,0.184826487898266,0.688203255545165,0.590220412267883,0.544013679232848,0.995532918769729,0.866939314560394,0.999999843669333,0.998682010685287,0.999201586302488,0.0823350346684486,0.0164504308821093,1,0.999984972960489,0.998720301077782,0.232904176875293,0.63085756935819,0.999999965608324,0.999999999947613,0.999827053725829,0.998354407329195,0.119844771279694,0.223614535025067,0.999999999216826,0.999999999997753,0.948798468057306,0.844823107147016,0.999999517852448,0.775708698338498,0.999771360838906,0.86703054553957,0.959683820161321,0.905452234189279,0.92327898656592,0.796683376979069,0.99931060596438,0.999951278273872,0.999999835424235,0.933646030101452,0.933269414304871,0.921320706784166,0.999959166085414,0.997462004796478,0.962580873986832,0.999999987214403,0.168414770685855,0,0.986894716972198,0.998482747960436,0.994375182739906,0.991533567182653,0.989837955534826,0.999999997657188,0.999906353666369,0.999997629535226,0.716102784732955,0.989036441792204,1,0.99999999944531,0.999999999996678,0.999663910580216,0.993632322871481,0.99999978520757,171.4244,200.4073,133.805266666667,56.83805,107.550906779661,158.760988888889,169.7567,164.721275,121.072583333333,91.2507,141.262725991189,157.988,18.8477727427761,0,26.5510427953739,9.30466354080039,1.70595905630269,21.706088815493,13.9193376398927,21.0451051330126,14.0799427695808,0,3.55149874618691,0,138.7791,200.4073,78.2802,40.7219,75.8541,98.5722,145.6477,118.1106,89.7603,91.2507,93.994375,157.988,204.0697,200.4073,185.7636,72.9542,132.527,219.0148,193.8657,209.016325,164.5842,91.2507,180.258,157.988,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF331",5.8192756553499e-06,0,0.72375527889788,1.50167656087774e-11,0.999948123152834,0.919676279811139,0,0.779485681941997,0.999951363260594,0.947460900287845,0,0.71783011472221,0.999999994845111,0.911509718645461,0.999985422837672,0,0.945084841666946,0.9999983068675,0.997862002238304,1,0.999999975646238,0,0.951537906872726,0.999625461819492,0.998828894992278,0.999998452956281,0.99987664225225,0.999999999692044,0,0.644406814094082,1,0.854921471008752,0.999217932766398,0.999999982713529,0.999996788456412,0.998689178422749,1.35807885894845e-05,0.999999999997847,0.605456742464859,0.999582082529067,0.650233868540793,0.587196616968409,0.892939729450965,0.897358131714702,0.512852916567271,0,0.321409677377186,0.999998408383089,0.399470438896647,4.71400696255841e-13,0.968619555210875,0.997408611238083,0.818343234526149,0.999888324932415,0.214779379302219,9.04354369168914e-12,0.806567560900667,0.999999995952335,0.957757217025016,0.999918768560794,0.999998458526532,0.99997784111185,0.999512713719395,0.999999982963826,0.721451716340325,1,2506.72845,960.0815,430.114166666667,766.5124,521.163574011299,474.0827,533.60925,577.682125,435.205733333333,1005.868,364.613596475771,355.6393,1267.83264116961,0,56.6102466419915,0.115758728972507,12.7189839663433,32.1499223419365,94.1947252858009,92.5447171522247,59.7657600108722,0,12.4425330676148,0,310.7779,960.0815,320.28025,766.3119,293.5652,382.531,370.4592,410.34745,354.062,1005.868,209.540175,355.6393,4702.679,960.0815,548.522575,766.7129,666.1972,607.7103,696.7593,625.744975,422.0164,1005.868,441.716925,355.6393,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF227",0.9991693843722,0.89125978319714,0.999999940588041,0.0151016486259332,0.641282121068661,0.450377281327989,0.0225626053735993,0.96388260669228,0.862033634570149,0.906297583399691,0.99999999999897,0.992984362037795,0.401498734721144,0.000122827748847643,1.68121072618987e-12,0.999989455713582,0.999999560401029,0.997352609991213,0.0929256440488229,0.222801798754606,0.999387093996785,1,0.99850621768249,0.74088287725154,0.00197199680556237,6.73379243375516e-05,0.999999999649614,0.999973437730385,0.999088181494681,0.999999969175387,0.995399612652459,0.0204279099174294,0.00125742576516219,0.91140220847397,0.999999999878949,0.99481148173527,0.913240280825204,0.585790013929304,0.113571203504697,0.000352809680941757,0.000612518860546474,0.844714467877399,0.652481552469882,0.835599158174163,0.350431598311484,0.302623564527515,0.999896099093691,0.999994079677439,0.304656595767701,1.15352172258554e-13,1.28027529011643e-06,0.843562030851763,0.0205691615836023,0.272358673885981,0.00978563610195682,0.521144664148475,0.220182826168886,0.0130957508923025,1.44177502677811e-05,1.27726675183126e-05,0.33745661787888,0.222695582706692,0.353602623145424,0.0584833055128564,0.99999155566851,0.000362614392107163,397.65305,322.9572,295.231633333333,149.85875,227.541500847458,404.588555555556,358.42675,395.607025,347.356316666667,530.2143,273.673164757709,584.507,0.655725568232118,0,25.944644029583,20.6195163813518,3.10906535479108,38.8659695833313,51.3305092503555,40.2197327000546,34.6480791510758,0,5.23910636506478,0,396.5173,322.9572,243.392525,114.1447,172.6068,278.9836,269.5197,306.465675,255.6022,530.2143,190.076525,584.507,398.7888,322.9572,337.41065,185.5728,265.2727,488.2073,447.3338,451.0034,466.7382,530.2143,328.236475,584.507,4,2,6,4,708,18,4,8,12,2,454,2
