"gene","p-adj-BRCA basal-like c8-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BLCA nonsquamous-like c1","p-adj-GBM-like c6-BRCA basal-like c8","p-adj-LAML-like c13-BLCA nonsquamous-like c1","p-adj-LAML-like c13-BRCA basal-like c8","p-adj-LAML-like c13-GBM-like c6","p-adj-LUAD-like c10-BLCA nonsquamous-like c1","p-adj-LUAD-like c10-BRCA basal-like c8","p-adj-LUAD-like c10-GBM-like c6","p-adj-LUAD-like c10-LAML-like c13","p-adj-RNA cluster 12-BLCA nonsquamous-like c1","p-adj-RNA cluster 12-BRCA basal-like c8","p-adj-RNA cluster 12-GBM-like c6","p-adj-RNA cluster 12-LAML-like c13","p-adj-RNA cluster 12-LUAD-like c10","p-adj-RNA cluster 14-BLCA nonsquamous-like c1","p-adj-RNA cluster 14-BRCA basal-like c8","p-adj-RNA cluster 14-GBM-like c6","p-adj-RNA cluster 14-LAML-like c13","p-adj-RNA cluster 14-LUAD-like c10","p-adj-RNA cluster 14-RNA cluster 12","p-adj-RNA cluster 2-BLCA nonsquamous-like c1","p-adj-RNA cluster 2-BRCA basal-like c8","p-adj-RNA cluster 2-GBM-like c6","p-adj-RNA cluster 2-LAML-like c13","p-adj-RNA cluster 2-LUAD-like c10","p-adj-RNA cluster 2-RNA cluster 12","p-adj-RNA cluster 2-RNA cluster 14","p-adj-RNA cluster 3-BLCA nonsquamous-like c1","p-adj-RNA cluster 3-BRCA basal-like c8","p-adj-RNA cluster 3-GBM-like c6","p-adj-RNA cluster 3-LAML-like c13","p-adj-RNA cluster 3-LUAD-like c10","p-adj-RNA cluster 3-RNA cluster 12","p-adj-RNA cluster 3-RNA cluster 14","p-adj-RNA cluster 3-RNA cluster 2","p-adj-RNA cluster 5-BLCA nonsquamous-like c1","p-adj-RNA cluster 5-BRCA basal-like c8","p-adj-RNA cluster 5-GBM-like c6","p-adj-RNA cluster 5-LAML-like c13","p-adj-RNA cluster 5-LUAD-like c10","p-adj-RNA cluster 5-RNA cluster 12","p-adj-RNA cluster 5-RNA cluster 14","p-adj-RNA cluster 5-RNA cluster 2","p-adj-RNA cluster 5-RNA cluster 3","p-adj-squamous-like c4-BLCA nonsquamous-like c1","p-adj-squamous-like c4-BRCA basal-like c8","p-adj-squamous-like c4-GBM-like c6","p-adj-squamous-like c4-LAML-like c13","p-adj-squamous-like c4-LUAD-like c10","p-adj-squamous-like c4-RNA cluster 12","p-adj-squamous-like c4-RNA cluster 14","p-adj-squamous-like c4-RNA cluster 2","p-adj-squamous-like c4-RNA cluster 3","p-adj-squamous-like c4-RNA cluster 5","p-adj-UCEC-like c11-BLCA nonsquamous-like c1","p-adj-UCEC-like c11-BRCA basal-like c8","p-adj-UCEC-like c11-GBM-like c6","p-adj-UCEC-like c11-LAML-like c13","p-adj-UCEC-like c11-LUAD-like c10","p-adj-UCEC-like c11-RNA cluster 12","p-adj-UCEC-like c11-RNA cluster 14","p-adj-UCEC-like c11-RNA cluster 2","p-adj-UCEC-like c11-RNA cluster 3","p-adj-UCEC-like c11-RNA cluster 5","p-adj-UCEC-like c11-squamous-like c4","mean-BLCA nonsquamous-like c1","mean-BRCA basal-like c8","mean-GBM-like c6","mean-LAML-like c13","mean-LUAD-like c10","mean-RNA cluster 12","mean-RNA cluster 14","mean-RNA cluster 2","mean-RNA cluster 3","mean-RNA cluster 5","mean-squamous-like c4","mean-UCEC-like c11","SEM-BLCA nonsquamous-like c1","SEM-BRCA basal-like c8","SEM-GBM-like c6","SEM-LAML-like c13","SEM-LUAD-like c10","SEM-RNA cluster 12","SEM-RNA cluster 14","SEM-RNA cluster 2","SEM-RNA cluster 3","SEM-RNA cluster 5","SEM-squamous-like c4","SEM-UCEC-like c11","Q1-BLCA nonsquamous-like c1","Q1-BRCA basal-like c8","Q1-GBM-like c6","Q1-LAML-like c13","Q1-LUAD-like c10","Q1-RNA cluster 12","Q1-RNA cluster 14","Q1-RNA cluster 2","Q1-RNA cluster 3","Q1-RNA cluster 5","Q1-squamous-like c4","Q1-UCEC-like c11","Q3-BLCA nonsquamous-like c1","Q3-BRCA basal-like c8","Q3-GBM-like c6","Q3-LAML-like c13","Q3-LUAD-like c10","Q3-RNA cluster 12","Q3-RNA cluster 14","Q3-RNA cluster 2","Q3-RNA cluster 3","Q3-RNA cluster 5","Q3-squamous-like c4","Q3-UCEC-like c11","count-BLCA nonsquamous-like c1","count-BRCA basal-like c8","count-GBM-like c6","count-LAML-like c13","count-LUAD-like c10","count-RNA cluster 12","count-RNA cluster 14","count-RNA cluster 2","count-RNA cluster 3","count-RNA cluster 5","count-squamous-like c4","count-UCEC-like c11"
"ZNF267",0.999999812543186,0.99026184723647,0.972081701365185,1.15780812514066e-05,0.00582462870642031,4.37516800566584e-10,0.99494238547762,0.999999991349062,0.0626916771209682,2.55796949177878e-08,1,0.999999707466759,0.871602819523781,2.84783630011276e-09,0.585163936404089,0.999999999565796,0.999999999785881,0.958144248920963,3.67841007717917e-05,0.999781766885642,0.999999999578823,0.885419898155425,0.999450723920193,0.0467498244384312,0.000713093123993702,0.976825450045962,0.468752561717416,0.963103152305854,1,0.999999846706635,0.902680450803369,1.98113320193372e-08,0.855625115060105,1,0.999999999903963,0.602439291337441,0.999999958026972,1,0.979592284179328,0.00477564168659117,0.999999931179605,0.99999994540918,0.999999999990031,0.999003749654465,0.999999973411604,0.956908284875075,0.999994962608741,0.0167070770652989,2.16893653925965e-07,0.161741113533106,0.160931660404021,0.993900673549378,0.999575358310788,0.473873085505486,0.999984274408453,0.999999986457199,0.999982211779731,0.999981315256541,0.000298800471931315,0.99224360279014,0.999999745835111,0.999998034231858,0.900605863063127,0.999999714241502,0.999991851783172,0.965279672315696,345.17795,402.8513,215.6578,975.3448,438.272785875706,351.0973,372.0297,517.81225,352.93765,395.332,467.330984581498,300.0222,7.34559860738615,0,26.9714097433807,382.303277193945,6.28516631297236,28.0874222530602,4.63329364527367,34.282241607078,21.1598389758992,0,7.95009474870643,0,332.455,402.8513,159.256075,313.1761,323.741,265.8465,364.0046,435.109925,297.3696,395.332,356.984625,300.0222,357.9009,402.8513,267.5809,1637.5135,521.3675,424.3258,380.0548,603.691575,416.6308,395.332,549.889175,300.0222,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF566",1,0.999649509287078,0.999853801354595,0.992807544551822,0.997113183782157,0.999999485469741,0.999999999688391,1,0.925327608643809,0.804295222133011,0.0533095125018349,0.326155521407066,0.229507364698576,0.820774376984703,6.47260023356466e-14,0.733234132752985,0.877347987723986,0.978076252485546,0.999712760817393,0.123806078844892,0.999801666431007,0.999999999961615,0.999999998931319,0.999793811320357,0.992954205809194,0.999979399010889,0.00427508384759379,0.650280532197717,0.99747985969928,0.99935232547519,1,0.99999984367355,0.421959834876364,0.0522340166227209,0.969566167124533,0.996804612487788,0.997158648417347,0.998267034454755,0.999999364809934,1,0.96239413062435,0.98716788093774,0.999992016989139,0.998030516064263,0.999999784924446,0.99999909298324,0.999999999821304,0.795389824840609,0.651332212825789,0.699033951237402,0,0.0648339064983544,0.998579825528467,0.191410706325201,0.918216578402205,0.00115393626262705,0.00837457793583685,0.00558350202479041,0.0381977260553797,5.14326504286178e-06,0.295889989294812,0.223864221396569,0.000346047061631105,0.00255338703469377,0.168815063843102,2.07958585596302e-06,168.83545,162.9328,206.616533333333,226.5574,161.043453389831,297.608,267.0995,176.69065,210.6103,232.3465,152.467587665198,434.9657,1.91729364143836,0,13.7110383093979,9.33055770037354,2.6676670917427,34.9462811843411,15.5523728762955,22.6188356343699,15.4523048902588,0,3.27696902310113,0,165.5146,162.9328,181.42845,210.3964,111.5021,179.2929,240.162,145.6941,170.9837,232.3465,107.7746,434.9657,172.1563,162.9328,235.09485,242.7184,195.8425,363.1987,294.037,209.865,263.2486,232.3465,178.8525,434.9657,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF224",0.733508429316342,0.0954929462530599,0.999999937140027,0.0269797867165027,0.999203758927485,0.999853264051495,0.548847709351152,0.999662566114744,0.6143416663311,0.232871063467872,0.89112436484667,0.996936238177177,0.515650796924657,0.185907719971138,0.999678472077759,0.969727839241551,0.999614971023146,0.924321538611229,0.621194021616694,0.999999995771133,1,0.0881923047675662,0.999999997740718,0.999999999992503,0.998882844566305,0.549560737182886,0.479756039271366,0.939760050744219,0.0709788345385216,0.999999999941678,0.999999991508131,0.995076918150124,0.360779493260667,0.374877760741666,0.94482114222413,0.999999999997547,0.998494845137157,0.336343688677166,0.0310891666600224,0.0087934608617658,0.214502952845247,0.455181452126869,0.644873815465105,0.030407137180965,0.0269100860547443,0.0313321863487779,1,0.999980716499776,0.950738262466509,0,0.0379333945565925,0.940767884323373,0.999998737584332,0.999999935737485,0.0177001161607082,1,0.91280758026981,0.476023067714769,0.214174343573721,0.95734192512579,0.994689188111796,0.997482279667982,0.497741184207609,0.500395803385701,0.998958594268465,0.478826061790902,300.88015,157.112,132.3628,91.08295,206.438601129943,222.981944444444,218.2731,139.5006,144.949016666667,371.6068,153.832315859031,293.1376,9.27158137037583,0,9.29266374469667,15.1689834300402,3.59066460647663,22.0903788442088,47.8973247421329,11.0647263422037,9.27537262939154,0,3.28315864864153,0,284.8213,157.112,114.0969,64.8095,140.4164,181.9834,135.3125,110.9596,111.9651,371.6068,102.699775,293.1376,316.939,157.112,151.79025,117.3564,255.8186,261.5547,301.2337,164.66105,172.4905,371.6068,199.4337,293.1376,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF529",0.99999999946173,0.999987770504477,0.999999999643137,0.990485992273011,0.999876752690869,0.999915082733661,0.992003937581858,0.994834614485489,0.454454506624677,0.17402783555401,0.881205719970796,0.998190390027577,0.991710950582133,0.999999999986532,2.8226476822546e-08,0.999999999849808,1,0.999999921373055,0.998158908147031,0.955241521144458,0.96142007751692,0.998319291374439,0.997738919936926,0.821547186559526,0.457482474212143,1,0.0193534890578188,0.988948854592614,1,0.999999963359207,0.999340270320236,0.926962289689742,0.827062211105215,0.259285817355211,0.999999941314414,0.991350822862217,0.969179177681535,0.997946119938808,0.997903548863362,0.999999728717187,0.346169414741875,0.999999942814208,0.98876045324776,0.514968490180614,0.897860523478516,0.991053981457273,0.994350341445452,0.443216301908753,0.168689719039423,0.999999999996015,2.94360675834326e-08,0.951791134726935,1,0.815287118148606,0.339568253842872,0.174991936398354,0.520683478775988,0.326020095635714,0.788442594193443,0.00132223505395368,0.671938029282391,0.253713899403818,0.00741037273694889,0.0507342942856189,0.984474933117437,0.00127226671165437,344.33,371.0794,395.365466666667,457.16275,265.9742,469.349977777778,363.75775,264.245925,336.247433333333,504.7801,264.787484581498,674.2743,12.9414217539393,0,32.8690409328765,11.0620022901598,4.94057252929618,51.2025845608075,48.3040968742904,22.8893981201587,30.0737738397452,0,6.60539245534355,0,321.9148,371.0794,334.057,438.0028,178.0591,352.5765,280.0926,223.09785,274.7503,504.7801,169.004,674.2743,366.7452,371.0794,463.8418,476.3227,312.5847,488.0051,447.4229,285.495675,440.9273,504.7801,314.513225,674.2743,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF284",0.470310392720544,0.852838142407766,0.995486443496618,0.661008751641802,0.999969727909516,0.999997052188324,0.934839358580862,0.845626396480422,0.999377919701226,0.969748885178785,1,0.246546476216725,0.448674417189271,0.286392444921485,0.0766176893632317,0.927738595671024,0.0190423604811666,0.0310633473600167,0.0177216619381007,0.0120801856264798,0.690663289527498,0.999971132633367,0.667323889495123,0.972084908149569,0.855181900747961,0.996436376702787,0.999300125995163,0.393779281714575,0.997702549159347,0.78218751036925,0.99538936015963,0.938916326179493,0.999970684145798,0.938620494370192,0.144928191264418,0.999999678974844,0.998495610342529,0.170057255130097,0.418891354834435,0.266351236011691,0.517428654815129,0.993330662222121,0.999999986656949,0.929893611649452,0.796508804269534,0.860036231174812,0.907418889053906,0.999976503422629,0.991439216706981,0.884158274886769,0.0222744686301449,0.00586796863954298,0.975452685332249,0.998166820413653,0.417867703925948,0.729835754566512,0.0127146110377272,0.0301727474380291,0.0162029539734939,0.0279697993621622,0.490187742682862,0.999938611637504,0.267356818249321,0.12108022912665,0.999439245247128,0.0174784592125818,64.0697,14.2566,36.2110333333333,28.0245,45.074954519774,63.6822666666667,91.2746,54.3798,49.6883666666667,84.6575,42.5831964757709,106.0425,7.31087098869439,0,4.32499320420789,4.78080663905162,0.922788708998789,6.60127918592967,6.99217364010172,3.03278511426143,7.1769964887335,0,1.21353932327773,0,51.4069,14.2566,27.347125,19.7439,29.0271,49.6397,79.1638,48.669125,31.7233,84.6575,25.23675,106.0425,76.7325,14.2566,43.77085,36.3051,56.3707,84.2521,103.3854,56.159675,57.0023,84.6575,51.8654,106.0425,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF749",0.993567508202165,0.972577170696949,0.99999999999916,0.984295342946424,1,1,0.933777055973647,0.999999990810625,0.999999998039608,0.999999998896198,0.706292362424577,0.191330307457703,0.00194386019732395,0.0180986577057102,7.60280727263307e-13,0.0352369114838385,0.00593774156923832,3.16117958332196e-05,0.000241631630619188,2.73926095140098e-08,0.441314779171534,1,0.983543967640109,0.888718445633375,0.944575714062215,0.539275651792017,0.326048743600552,0.00634414701879349,0.999995450671591,0.999333563421961,0.993487539952979,0.997600491272312,0.918516837540321,0.00964487682911397,0.000202329664209411,0.999896357402923,0.999793197697468,0.892089749369359,0.767754120477308,0.819192541058318,0.67529109765779,0.999990504657399,0.699944147921792,0.999642725776286,0.981643213194576,0.999998395677898,0.996896949213342,0.93234605120209,0.980942603494079,0,2.15164950700952e-06,1.17324093226179e-05,0.999865778259302,0.999999999583631,0.980787910893897,0.978833400281787,0.999999999992873,0.999999981437858,0.999999995267085,0.999996780847547,0.114790095359669,0.00294505849095406,0.951799506216661,0.995623613032644,0.818908830037497,0.984553548791162,88.0617,56.2118,59.6278333333333,59.0766,63.0718940677966,123.861555555556,166.32795,88.8096,78.0431666666667,109.9756,80.1738982378855,51.1855,7.22218998734687,0,8.11193068382066,5.60993936063484,1.08379581159363,10.6753890366061,30.9341098805321,7.15832061475116,9.1865232418764,0,1.76923244355809,0,75.5525,56.2118,43.379725,49.3599,42.2542,97.2222,112.7485,72.932,45.7516,109.9756,53.03105,51.1855,100.5709,56.2118,76.529425,68.7933,78.8684,153.8164,219.9074,99.34325,103.3966,109.9756,103.4483,51.1855,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF17",0.998199589039942,0.999999983124455,0.999763982860818,0.908355596319349,0.999999965758697,0.955022011975626,0.945495978063994,0.999999999997166,0.976753238922002,0.999783073355534,0.911076366477745,0.46718089581763,0.47755384139026,0.0147089615414924,1.03617325830641e-09,0.999045436309947,0.86120743030204,0.978039425594715,0.333897690362464,0.197356387736402,0.999999472094037,0.999999172336566,0.999902913760917,0.999999999998029,0.963795568296142,0.977569608377246,0.21515662264469,0.940598119540346,0.999328256215678,0.999999330921676,0.999982225587095,0.995200845278347,0.999653306056971,0.0111620251291694,0.701735613997119,0.999997481315696,2.01690616887795e-05,8.99843744950335e-06,9.59817460732815e-07,1.04398517608573e-08,2.53811416328631e-11,0.000116018452498201,0.000711414033650604,1.86963585391275e-07,7.97640631322594e-09,0.999999988757591,0.99816255028949,0.99999999999946,0.724420189208113,0,0.00111781647338571,0.915792121242653,0.999999945494699,0.98828262252922,7.6771624613059e-09,0.848884569001372,0.999954473678869,0.909692434409092,0.999999470452891,0.9954748544998,0.0615443146382199,0.351752705621313,0.923699952104824,0.977574834312351,2.13229751411248e-07,0.75079456632521,136.16305,99.7963,127.432966666667,87.2887,104.113968079096,174.189622222222,163.87745,124.24315,114.366983333333,328.3444,129.6217969163,71.1279,5.3137298050271,0,10.2714670307172,10.5181672040966,1.29620740337114,16.6817499271156,17.6478368108058,11.5471649447417,10.7897425764139,0,2.51191742748677,0,126.9594,99.7963,106.331775,69.0707,83.7875,122.6864,133.3105,104.6256,75.3813,328.3444,91.9449,71.1279,145.3667,99.7963,145.52775,105.5067,121.4442,210.771,194.4444,130.09955,134.6411,328.3444,162.814675,71.1279,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF555",0.999997542933118,0.286147829819917,0.935950097465322,0.0031783118335017,0.178968595766037,0.792932546082521,0.997332446852824,1,0.166745796036316,0.000189004999858522,0.798673939377288,0.999779767776283,0.96437418475937,0.0402502499178556,0.613954989848032,0.313449934672637,0.91730203307645,0.999999999894277,0.939533264130463,0.297493181592352,0.959667574205318,0.986051582491702,0.999999709375928,0.870498426179944,0.0296474244767184,0.99992987668542,0.999982169358829,0.867309003555253,0.999999999996722,0.999999005815238,0.0665578595699541,0.000105033114720321,0.949036819768161,0.341286688875405,0.117896228143484,0.946838518603103,0.99999993772936,0.999867193650419,0.390858753365119,0.0139412914280924,0.992089006273052,0.833158576852957,0.385547965308655,0.973000001412819,0.999997025861811,0.99528377203014,0.999999999990788,0.206608276855981,0.000271191771296642,0.999988138203775,0.725727231434852,0.342572973752686,0.999985594256984,0.916082990954931,0.988873839441521,0.999999999920963,0.999999996955155,0.792660846429394,0.0801658986195898,0.999998190273277,0.992905446564977,0.768050425191684,0.99985342116599,1,0.999998661353366,0.999995060696329,54.7507,68.0244,105.965033333333,142.431,70.3684206214689,85.8107333333333,109.851,77.9241,57.2836333333333,45.3616,71.4408894273128,59.8272,15.3826318971538,0,10.4722017218497,39.9522922177606,1.152835910775,11.625666964953,1.27715653047437,8.01844935668451,5.69282253692039,0,1.38969598048668,0,28.1072,68.0244,85.7431,73.2316,50.3597,52.6928,107.6389,62.3498,49.0896,45.3616,52.79285,59.8272,81.3942,68.0244,127.867,211.6304,84.3023,92.6316,112.0631,97.3126,70.0129,45.3616,86.567,59.8272,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF75D",1,1,1,0.999999999432393,0.999999998713502,0.999999999943709,0.99451672308726,0.999913564310986,0.952268749398608,0.958076097914455,0.999999999586341,0.999999999262319,0.999999999976509,1,0.166443701489553,0.999988096351155,0.999995003214875,0.999990050074296,0.999999939045673,0.742928721721257,0.999996143773606,0.991253827724198,0.998263127653448,0.985196301013183,0.999106527600117,0.01927639029768,0.965091701564852,0.999997841711486,0.999999999190858,0.999999998720066,0.999999999931956,1,0.426224223039743,1,0.999998527028542,0.983064887642739,0.999999933636572,0.999999924632981,0.999999974499538,0.999999999979913,0.987619200553392,0.999999998636995,0.999999999999747,0.999996758487049,0.999999999545439,0.999533209502652,0.999950488103613,0.998860238657182,0.999996377914826,0,0.984920277293223,1,0.999648123073859,0.998112870676692,0.999999999987581,0.99999999999279,0.999999999944605,1,1,0.998254683312661,1,0.999999977697861,0.999875151226997,1,0.999999999970152,0.999999710149903,294.50605,304.0122,286.7511,264.8385,395.812092090395,271.977744444444,219.1326,163.7517,269.4805,238.0827,217.115769603524,270.1152,39.6387044190502,0,30.9216981505221,69.9598992538106,8.49801065455752,24.7172505206176,17.6650129813142,12.4226674612811,14.8967371089149,0,4.46106126561643,0,225.8498,304.0122,222.34,143.6644,256.5683,249.4678,188.5359,154.0642,238.7773,238.0827,150.307525,270.1152,363.1623,304.0122,344.3854,386.0126,459.2282,325.6728,249.7293,184.14065,291.1068,238.0827,258.342025,270.1152,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF197",0.63476139509966,0.999989150746926,0.842576814356909,0.978452754575448,0.997319532575345,0.999473668892993,0.999999457500316,0.519760184371274,0.999999871526165,0.962121938070477,0.999434940159448,0.826954159944331,0.999999999687705,0.999675615822991,0.995498473206757,0.157459396225451,0.000665892699568738,0.0116854110410635,0.00197950161391169,0.000539402086612406,0.000428137005790918,0.99940094396053,0.124379830034697,0.881390831102282,0.425878707164861,0.622436478485934,0.43168302057034,0.382364057803091,0.957309326536143,0.981462741136407,0.999058349977503,0.99999999998117,0.628922855137561,0.998658128767612,5.91656930849505e-05,0.118615330440821,0.999706907010859,0.994287684317077,0.999999800643681,0.999999997411478,0.999947314184434,0.99999999125693,0.0752725776950557,0.926497859453769,0.999999999975287,0.918970285644352,0.957086658219077,0.997397696446,0.999999997098879,0,0.978115329734831,1.76337541080152e-06,0.0121456335544058,0.999999999999288,0.999999999998615,0.175952455806206,0.00143906504051472,0.0296379741660414,0.00620358048753999,0.0101743725522638,0.00560140832045808,0.999998467113404,0.399206946115182,0.00126190654503611,0.0765453570557476,0.00036511469067535,328.64605,160.0815,293.831433333333,242.3999,308.336399435028,284.2721,517.46605,378.108625,251.45325,263.7305,254.899932599119,556.1711,47.2446013953005,0,38.5856064917534,18.1210042239202,3.87878893060543,16.5325854171005,24.329800151272,26.3597048211629,19.6861942731352,0,3.68321479969364,0,246.816,160.0815,230.958075,211.0134,244.7611,249.7943,475.3256,332.3336,208.2174,263.7305,200.20525,556.1711,410.4761,160.0815,370.9953,273.7864,363.2287,301.3316,559.6065,393.317625,290.9807,263.7305,295.98265,556.1711,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF732",0.928414121069995,0.999885622349539,0.540905605667929,0.999802324767265,0.570687651327356,1,0.888920611964895,0.999903515010648,0.0685779262980446,0.208408252113782,0.944973064916965,0.999931842342599,0.208992738891117,0.360345510175746,1,0.258474020236104,0.0121374120202535,0.576890655523855,0.778041904542529,5.94576579704409e-06,8.40097686559682e-05,0.998325897282726,0.381165183816203,0.999999999561666,1,0.003955211678904,0.0431618136850976,0.635343392437969,0.690069936256518,0.999999999311072,0.0528721617156456,0.125484938457424,0.993313947365791,0.999076857915137,1.23496162782732e-05,0.00740492139793658,0.938895481419784,1,0.568827822696412,0.596942651992314,0.999948719746156,0.999963536610096,0.0138079904005339,0.407751392704287,0.99999999991479,0.61903793885358,0.999999808732142,0.0113046651676403,0.0643614565879372,0.00822087335875143,0.997967975190821,4.85912527214971e-07,0.000262045295306601,0.999999955672787,0.999999946131054,0.956373253033314,1,0.623756431998723,0.648243045709472,0.99998744945469,0.99999090331074,0.0177385217983386,0.462289824370876,1,1,0.999999997545551,16.8998,0.4073,22.7078666666667,23.6263,6.67027627118644,6.77377777777778,39.9468,24.2009,2.60828333333333,0.7912,3.84655418502203,1.5511,5.70987869223156,0,7.48643593942479,11.5032999684149,0.541466240285749,1.41531855841751,14.3575464942076,5.96082866626541,0.525397565894128,0,0.376806114322572,0,7.01,0.4073,9.22305,3.702,1.1907,3.3523,15.0788,17.3676,1.024,0.7912,0.4995,1.5511,26.7896,0.4073,38.183925,43.5506,5.603,9.2151,64.8148,32.81,4.5239,0.7912,2.48865,1.5511,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF546",0.999960431850385,0.675896467981889,0.999069578848487,0.999294749784074,1,0.996094050613682,0.995010483405071,1,0.787719143553916,0.999999999995164,0.346991730685915,0.995277019457349,0.999999999995801,0.969820830281108,0.0265384561861612,0.999999997944577,0.999390762244006,0.471164718669829,0.992924114376776,0.95173440547333,0.172614421569575,0.999999999972832,0.999476526775066,0.27071341549189,0.989763861767183,0.795992657800096,0.0250890521806126,0.999999999999409,0.997414242154907,1,0.954357506161195,1,0.999999999999109,0.60579940353835,0.975237216812386,0.936632604212009,0.994629350218466,0.99999984095479,0.999999466456395,0.999999854013204,0.999989807595856,0.999991013680032,0.977589374943945,0.973547392594777,0.999998305955072,0.998448337301993,0.999999999999556,0.685812720041756,0.999999994851522,0.994322590260935,0.0109564819982615,0.976403675034098,0.891348649834378,0.999999933750787,0.999952451560797,0.118730290120303,0.690440113439191,0.926443901596763,0.512067165085918,0.157246374143604,0.90772554558021,0.0661836578921177,0.0350263742956748,0.279763525041855,0.902494577046258,0.124807625395899,35.2784,53.3605,76.9291666666667,55.09465,52.7239949152542,79.1294111111111,29.4641,31.8924,53.9173833333333,65.6689,50.6003603524229,117.2169,4.14029425041264,0,9.2880425806039,10.7916868941252,0.9872027962279,21.419498340703,12.6676422562896,0.754024826703813,6.04642296502192,0,1.6948899533464,0,28.1072,53.3605,58.338725,36.4029,33.4572,34.6401,7.5231,30.51065,35.7298,65.6689,28.9612,117.2169,42.4496,53.3605,92.098175,73.7864,67.4626,65.4785,51.4051,32.4744,71.9152,65.6689,67.960525,117.2169,4,2,6,4,708,18,4,8,12,2,454,2
"ZNF286A",1,0.588137010619534,0.831592173087127,0.982228637728919,0.998295966719621,0.0209314861876478,0.850919873881865,0.992742343182222,2.9220612850489e-06,1,0.999995437747295,0.999998483535959,0.463886808617311,0.578956293657882,7.71714657994416e-05,0,2.11011985662424e-09,1.58003798933493e-09,0,0,0,0.293697149536789,0.640345745207033,0.99999993510795,0.00318186350086058,5.9596527712813e-10,0.102958955616262,1.12241194116791e-09,0.276122096821826,0.656120802150789,0.999999999121987,0.00194684269616274,0,0.053406465532837,2.70526934187387e-11,0.999999999989722,0.654460177126213,0.793656861863752,0.99999831822709,0.0843866685220213,0.0102601540116618,0.696947686316683,0.00033305518118476,0.999999998140614,0.999999925973617,0.999998888571597,0.999999999053023,0.0048710358509747,0.975247997090366,0,0.556557921537745,0,2.82673530773714e-05,2.36598707181734e-07,0.164153222754635,0.999870853903939,0.999921532536599,0.998976687459617,0.829993176298253,0.599556169998024,0.999998902054582,3.29882339777932e-07,0.989847130041951,0.993076863610646,0.992727454999413,0.986499885507277,330.1094,321.3849,523.003966666667,204.7964,208.949770338983,370.946844444444,1128.57615,549.703575,539.6081,577.8335,297.687272246696,419.0117,11.323628564643,0,117.705399926485,1.80826104310191,4.6665846431581,30.3036349569864,321.358384850882,70.0959734598591,48.0810254838138,0,6.98798057755745,0,310.4963,321.3849,277.975225,201.6644,136.626,276.1667,571.9671,435.23505,455.1939,577.8335,196.953375,419.0117,349.7225,321.3849,759.427675,207.9284,247.8978,359.5981,1685.1852,578.014625,618.7364,577.8335,355.98125,419.0117,4,2,6,4,708,18,4,8,12,2,454,2
"ZKSCAN4",0.997682386865832,1,0.992236900966371,0.999704748829876,0.887174628040851,0.999809625250567,0.918480148268235,1,0.622362033089851,0.224463186334933,0.999999941535005,0.958800732312362,0.999999997851799,0.999946532935911,0.00237257111977029,0.000118912711388308,6.54695402101391e-05,2.12291054346725e-05,0.00407204027734265,0,6.4089970130965e-07,0.998911851833258,0.999999855778162,0.990486965690494,0.790428971529632,0.999972748412975,0.825765596543674,1.04947722734394e-08,0.99999992660091,0.999408808641673,0.999992118364074,0.973283050510754,0.695486023990206,0.995515489314734,4.35084778205308e-08,0.999772612497134,0.999999999992109,0.999879679657645,0.999999998330295,0.999675680490476,0.99888083453677,0.999999346077718,0.00296389734941238,0.999994158396581,1,0.741443990899695,0.99999999999679,0.320644433691051,0.0935776696395664,0.114656792141717,9.38060556722187e-05,0,0.993188905396503,0.279992925318033,0.990629975524511,0.999334013644375,0.900178601680002,0.999550976942388,0.999999999660729,0.562027243164264,0.9998381389781,0.0995246460397387,0.880889997608328,0.983362111764563,0.999199591707303,0.383124657286828,165.91435,128.3096,169.052366666667,190.5429,131.695364689266,174.351577777778,312.8098,141.43775,156.913116666667,160.0844,123.9151030837,198.7591,8.3133531286018,0,24.2181040392605,31.0547472192793,1.67067304180315,12.0295510213121,55.6419012530425,10.6314504237092,14.760900571703,0,1.89248977465214,0,151.5152,128.3096,128.98605,136.7545,103.1915,138.2576,216.4352,130.146325,106.4795,160.0844,93.78185,198.7591,180.3135,128.3096,217.760775,244.3313,159.2155,210.4479,409.1844,151.432025,190.2197,160.0844,153.741,198.7591,4,2,6,4,708,18,4,8,12,2,454,2
