"gene","p-adj-Magnoid-Bronchioid","p-adj-Squamoid-Bronchioid","p-adj-Squamoid-Magnoid","mean-Bronchioid","mean-Magnoid","mean-Squamoid","SEM-Bronchioid","SEM-Magnoid","SEM-Squamoid","Q1-Bronchioid","Q1-Magnoid","Q1-Squamoid","Q3-Bronchioid","Q3-Magnoid","Q3-Squamoid","count-Bronchioid","count-Magnoid","count-Squamoid"
"ZNF195",0.00336863549326061,0.784208691446902,0.000516406526122504,360.904062921348,421.164536507937,349.350675641026,9.46556800568607,16.5124489153624,13.4411714921111,275.4515,289.84175,227.0096,418.7259,542.7496,415.0861,178,126,156
"ZNF263",0.00278031998874029,5.7942259960031e-06,0.461608424543052,713.093629213483,643.252168253968,617.57387051282,14.7633143280608,15.9115816369329,12.9518163022527,568.3667,536.167775,527.6331,792.7191,722.231775,689.7368,178,126,156
"ZNF200",0.836896388700547,0.0534516899889397,0.257158066201188,210.992694382022,215.562112698413,228.590688461538,4.70173823307103,7.58662674264087,4.87407008654633,169.8822,161.3158,185.8495,224.8804,241.736525,262.8469,178,126,156
"ZNF582",0.00655105113458487,0.628060926381319,0.000446454901072979,32.293393258427,24.9170333333333,34.3799743589744,1.30761136296554,2.07370413520608,1.74860715572031,19.548,9.922425,18.8485,42.0765,31.210825,44.7678,178,126,156
"ZNF285",0.0296264713415916,0.365088704612023,0.430718156185378,35.9120269662921,47.3798222222222,41.6515307692308,2.49905890261519,4.20144923470921,2.91835443690504,10.8125,9.451875,12.8851,51.6917,72.3384,60.2467,178,126,156
"ZNF275",0.968196095013726,0.000327554219235027,0.00265963385511658,672.231457303371,664.697403174603,557.976638461538,15.4305326413958,32.278952099038,18.9978076519321,528.7908,435.45675,387.7814,808.9888,819.180475,693.8776,178,126,156
"ZNF37A",0.99650100264518,0.176365235249718,0.202414441502481,390.901551685393,392.5606,355.9504,12.4962124983746,17.211772600172,14.3954464442373,252.8736,268.2402,223.1457,499.779,462.154175,455.5305,178,126,156
"ZNF510",0.00931197019586405,0.00233074801043909,0.973922586791159,240.327233707865,216.409049206349,214.583541025641,4.80785820583441,7.4212855958321,5.05885363263008,196.8431,154.318775,166.8146,275.4203,270.3905,264.9055,178,126,156
"ZNF506",8.34293908815731e-05,4.8168888923672e-05,0.99184733821342,372.193421348315,287.881334920635,290.379714102564,14.0493682639653,17.6094970429342,9.72656581124997,253.8226,146.422675,193.5542,469.4767,374.526175,365.5366,178,126,156
"ZNF324",3.93532550990727e-08,1.74149718312755e-07,0.832598269052031,174.005131460674,138.708487301587,142.326121794872,3.31176114829329,4.96150104689578,4.63696170667521,150.3569,104.49875,111.6071,209.8375,166.77155,163.1458,178,126,156
"ZNF671",0,2.94248642118689e-07,0.000539993582966414,158.138642696629,90.3526095238095,119.627483333333,5.49282717605251,5.40967965023983,4.58774951518733,96.966,44.4221,75,218.0715,138.58275,150.3319,178,126,156
"ZNF416",0.000272957004310626,0.973576280547187,0.000188572997873226,120.634782022472,99.1859174603175,121.76396025641,3.65631998027383,4.29142760521042,3.43889543699805,90.7985,68.085425,93.3072,152.8861,120.177825,145.3947,178,126,156
"ZNF586",0.152568069097415,0.0469201504567343,0.926884947617022,167.339541573034,153.377217460317,150.505873076923,4.36627053261825,6.85937213357266,4.83151939029845,129.7786,96.485625,114.3123,207.9778,181.768375,178.2042,178,126,156
"ZNF446",0.664311762825203,2.01437866387266e-10,5.97361447973732e-07,211.601026966292,204.456192063492,159.445767948718,4.94655831649479,8.23923870855135,4.42884843646894,168.9082,144.3903,123.6655,251.4153,242.685175,187.4337,178,126,156
"ZNF8",1.14002887785514e-06,0.468988549230175,0.000284344652612845,80.8636685393258,103.106204761905,85.6391525641026,2.43074559064553,4.03890675009375,2.76582358363582,58.444,66.3239,60.6612,96.9282,131.37715,99.9293,178,126,156
"ZNF264",0,4.25918466284703e-06,0.00137447426730064,762.746635955056,524.80066984127,629.585825641026,19.5324640537138,22.172070259363,18.7023221463843,601.3449,348.269675,482.8571,898.917,695.6755,756.97,178,126,156
"ZNF213",3.19386464275873e-07,1.23272285790232e-06,0.848866321452367,583.906194382022,459.059014285714,472.029629487179,16.729439243855,15.4077003480022,15.0230715914865,416.6667,356.938675,355.2743,697.6127,564.7288,545.0313,178,126,156
"ZNF343",0.580266600364381,0.00941438636640957,0.000802057747924634,178.793874157303,185.97306984127,158.762607692308,4.4343146626309,5.97598971407258,4.86615608210975,136.4755,136.9101,109.5251,218.2867,228.561425,193.6743,178,126,156
"ZNF302",0.0815985970133845,0.719827900020871,0.352373750981825,481.75634494382,423.671352380952,462.06318974359,17.7100154379171,14.9362109944212,21.5865011903331,346.9809,281.609025,286.8195,553.0036,519.4504,584.2634,178,126,156
"ZNF268",0.0598539770814456,0.953557137141891,0.0355757690908552,355.207683146067,392.972504761905,350.621524358974,8.72875358807361,15.2097622567876,11.535780554703,286.0943,279.071975,230.8682,425.9819,497.020825,431.079,178,126,156
"ZNF184",0.0593839149585068,0.818653906062295,0.219491511983603,251.62183258427,228.384720634921,245.838994871795,5.22083055006846,6.95751163640111,8.80695590021653,205.7851,163.013675,175.278,290.5917,275.759975,281.4217,178,126,156
"ZNF500",1.76371182780688e-06,1.18757909228773e-06,0.975287036391547,245.533819101124,206.204366666667,207.906006410256,5.05083996661069,5.72759629088681,5.42424289383175,196.6292,162.65935,166.567,295.2783,240.30585,240.3509,178,126,156
"ZNF419",0.0338924987775903,0.669378461753233,0.225983053800825,160.799857303371,142.075782539683,154.777283333333,4.96116237194378,5.59842215398284,5.06019263420716,121.8865,95.804075,108.5513,183.0601,198.5655,189.4226,178,126,156
"ZNF175",3.34788657130325e-07,0.167985289234049,0.00108373133677897,125.327537078652,93.9431968253968,115.413064102564,3.54151336915853,4.78986664007905,3.99364122174673,93.5337,53.1866,84.479,158.2216,128.6697,142.3633,178,126,156
"ZNF14",2.39838339188836e-08,7.21253267811361e-05,0.167831514329621,214.867095505618,157.09920952381,175.386308974359,6.58301866861741,7.81104771180007,6.2011323605004,149.2877,101.351025,120.8054,267.2449,190.8491,225.857,178,126,156
"ZNF85",1.53418454919008e-05,0.847986125661307,2.62975398512832e-06,108.717679775281,70.9451015873016,112.937741025641,6.48839151673877,5.81536566886966,4.0729205639929,66.9649,24.29395,77.784,123.3077,89.91195,141.3093,178,126,156
"ZKSCAN1",0.0679949675968847,0.193123166239236,0.833964049268474,566.931526966292,683.230834920635,652.361823076923,25.7299897454119,52.6881945059468,33.7164680222222,337.5845,436.9461,368.5714,692.71,786.952625,783.3958,178,126,156
"ZNF862",8.17737363378868e-08,0.481198110283038,3.34152220291539e-05,397.293042696629,282.718596825397,375.266214102564,12.515551509668,15.5480999589163,14.509969717105,274.2736,150.925025,241.6571,490.4989,429.2783,464.2321,178,126,156
"ZNF684",0.187360643930509,0.355400111077149,0.896925023868448,65.4299314606742,58.305346031746,60.1648512820513,2.46743334585175,3.4833483131649,2.68973153640995,45.3457,36.716475,39.0202,77.4527,70.120725,68.1672,178,126,156
"ZNF430",4.94493335168045e-12,0.27367863769617,0,131.130642696629,87.8244793650794,139.886702564103,3.81860879030726,4.17038029484051,4.53156020000448,89.241,59.995525,99.4227,161.6162,107.215,173.5339,178,126,156
"ZFP30",0.00115157793519571,0.000804836920882179,0.993008527231012,173.737751685393,212.934904761905,211.660237179487,4.86780461588339,10.1239571083656,8.39965661646679,130.7209,138.167,135.2122,211.1784,290.72375,263.4939,178,126,156
"ZNF549",0.00660014231296169,0.0849629477640793,0.561666352003833,163.594242696629,133.89313015873,144.122914102564,6.33335254515038,8.23658566727352,5.90364279246174,101.0488,57.333825,85,218.7257,208.4376,180.0884,178,126,156
"ZNF211",0,9.33070202213671e-08,0.0894183992972872,266.166741573034,169.471412698413,197.52383974359,9.09209856685546,10.6777132246099,7.17125143506524,181.3958,99.1545,124.3969,328.2626,204.69235,237.86,178,126,156
