"gene","p-adj-M1-M0","p-adj-MX-M0","p-adj-MX-M1","mean-M0","mean-M1","mean-MX","SEM-M0","SEM-M1","SEM-MX","Q1-M0","Q1-M1","Q1-MX","Q3-M0","Q3-M1","Q3-MX","count-M0","count-M1","count-MX"
"ZNF195",0.973724292647856,0.0330995586557677,0.709433269123205,355.046070409511,359.427522580645,375.908872272727,3.81639017610722,17.2552120052879,8.25479219909915,247.5056,247.825525,261.9533,436.1111,433.20965,460.61045,1514,62,440
"ZNF263",0.962793270736291,0.194172752920093,0.614185253066971,680.934125363276,673.705806451613,700.865300909091,5.52279845900609,19.9249076597884,10.099646670629,538.9407,563.9484,556.725875,786.7936,801.512175,802.1016,1514,62,440
"ZNF200",0.422508586138229,0.000281687547063147,0.929380254655486,245.437270937913,230.895332258065,226.464056363636,2.42202291418272,10.110837205422,3.48133707544428,183.6066,161.863825,180.3433,286.9601,278.591675,251.037825,1514,62,440
"ZNF582",0.953975234488113,0.688990510928762,0.998667403999196,27.2734446499339,28.0984935483871,28.2437881818182,0.582706698861636,1.86307482391685,0.921036167724633,10.4683,16.00435,13.929575,38.1596,35.8307,40.71615,1514,62,440
"ZNF285",1.08125864139996e-06,6.72354347752702e-08,0.0230616191030312,31.7705425363276,54.7971483870968,42.35548,0.811294488548721,5.58853356533742,2.05181875981403,7.298,17.6283,10.66715,46.0057,77.964525,60.6297,1514,62,440
"ZNF275",0.0905540418276449,0.00305198687552954,0.00270725306125352,649.139112813738,570.272038709677,700.652336363636,7.4163404342022,27.81251263759,14.4917342238872,461.3593,402.478175,495.020925,810.6061,656.17835,846.72075,1514,62,440
"ZNF37A",0.952883758214692,2.22664940929818e-08,0.104066349191455,368.214034346103,374.772341935484,422.002438181818,4.46716385786309,20.9018796473812,7.72729937828671,246.8514,254.117675,307.86935,461.4745,474.5309,522.607325,1514,62,440
"ZNF510",0.420039314819075,0.921666588341087,0.547439669484342,213.847522985469,226.535129032258,215.471064090909,1.99664117006343,11.347718492075,3.6709534701408,157.6331,171.40035,160.796425,254.5118,274.027525,259.382975,1514,62,440
"ZNF506",0.853219289336555,0.00425619101104002,0.72932653605671,287.744713606341,300.4634,319.245730909091,4.27183775575109,20.2329268633825,11.1388713768603,173.1773,194.386575,195.89275,364.777,410.781225,384.9971,1514,62,440
"ZNF324",0.00656805453390263,0.0428782533928306,0.000326331984898842,175.704360237781,146.245538709677,185.417995909091,1.93276831134505,7.2355351298885,3.55049253453714,124.42,110.72375,134.082625,213.2153,178.1285,217.633175,1514,62,440
"ZNF671",0.924418594046952,2.60487619252459e-08,0.126027615930818,98.2921844121532,101.904267741935,121.398664090909,1.82057231856098,8.42267293480576,4.01222376181616,44.292,50.335075,51.90475,138.8889,126.668925,172.220275,1514,62,440
"ZNF416",0.0788078713936997,0.296226306819415,0.307229830883295,119.024207926024,104.434461290323,114.815654545455,1.3848936942454,6.0567669129571,2.21507670639445,81.6787,69.353925,82.006075,150.8507,124.107825,136.950575,1514,62,440
"ZNF586",0.573798242245365,0.0653297613321627,0.152840737578119,165.048094055482,154.504229032258,174.858792272727,2.14255162634409,9.26464825735744,3.49397976343922,110.6008,109.267075,127.7651,201.8438,180.225725,211.958275,1514,62,440
"ZNF446",0.631727958680053,2.08035962900865e-08,0.00404905134820965,210.267474636724,198.932112903226,240.437280454545,2.37441178873897,11.7224031133201,5.09879674248839,154.431,133.1308,164.770325,254.7689,224.792475,302.25085,1514,62,440
"ZNF8",0.962272663900126,0.0122938676088693,0.649600562199335,103.788875561427,105.560261290323,111.776666363636,1.32025350342468,7.38823000838083,2.48544177542914,70.2175,76.719775,76.6046,124.4028,114.4495,129.4304,1514,62,440
"ZNF264",0.816227650511659,7.3389576982219e-07,0.022240303699795,626.431402642008,605.684996774194,700.40111,6.81581198154237,31.1006651441562,12.4449375254869,442.2967,399.89935,514.357675,772.5968,812.810325,841.13375,1514,62,440
"ZNF213",0.787062788551683,0.305875189374,0.443490062507421,488.274412417437,471.815370967742,503.606610454545,4.9480798152601,18.2167611324121,9.48259408324722,363.5821,347.484425,377.1761,583.8113,541.1774,603.370025,1514,62,440
"ZNF343",0.108584320504308,0.631911957883446,0.0573676602352813,247.3582001321,215.212032258065,253.445271818182,3.28452407344402,11.1399606117173,5.23866808677987,160.7143,158.353275,183.0623,307.2228,250.345225,296.888,1514,62,440
"ZNF302",0.869029270063892,0.0115314706089487,0.78444320600755,440.627940686922,456.963477419355,479.459034090909,6.57955319128955,27.4881784148143,11.0433517011306,286.8843,330.8982,336.50795,517.6144,564.7108,588.59325,1514,62,440
"ZNF268",0.655570408357416,0.404930250743841,0.943628048889397,312.973830515192,328.975783870968,322.770532272727,3.3777063832368,14.4157309588952,8.23307747250786,224.6477,252.480925,218.67045,388.8452,384.475925,389.0865,1514,62,440
"ZNF184",0.9327696125716,0.354730783902684,0.647933959591381,245.038494319683,249.589506451613,237.68281,2.45024644644787,13.2907336605833,5.21095995431556,173.9884,193.056575,169.879625,291.8114,288.96505,273.421725,1514,62,440
"ZNF500",0.574888994533338,0.001948126675544,0.915091554798031,230.565667503303,241.708409677419,246.374121363636,2.20092509320547,10.5743950226339,4.11546114097671,170.7754,188.960475,190.0755,277.0398,284.07915,289.900825,1514,62,440
"ZNF419",0.995913869044851,6.4832145123539e-06,0.117656722464744,163.499721400264,162.641761290323,183.268078636364,1.93655861624087,10.7315293010177,3.84602651948803,114.6992,109.381975,128.780225,201.7011,185.211925,220.6067,1514,62,440
"ZNF175",0.973557272142129,0.0131713758512843,0.628961536742259,113.722126155878,115.348661290323,122.438513181818,1.45153811145074,8.44341295092253,2.71991410253057,74.0361,59.560575,82.709625,150.458,139.67485,158.105125,1514,62,440
"ZNF14",0.878148134679341,0.130070456778358,0.432584138479499,171.500131043593,165.550219354839,181.392659090909,2.25680815917936,8.74880028877174,5.59316801972479,113.7364,113.750975,123.3162,214.5451,213.947125,209.21255,1514,62,440
"ZNF85",0.872067878471836,0.0247425710936015,0.282590464139276,84.7524515191546,79.6309870967742,95.9611413636364,1.8463971281416,5.81729316590209,4.94384722975505,35.8814,41.458925,44.479725,111.5174,105.488425,118.6873,1514,62,440
"ZKSCAN1",0.161544628516925,0.0046006589582126,0.879390105540464,713.293925363276,812.940377419355,785.338763636364,10.9325359889409,69.4004488608312,18.3862073681302,425.747,460.89685,510.4587,892.383,1044.4691,972.6618,1514,62,440
"ZNF862",0.0588154327828647,4.801858910497e-11,0.637187499263924,364.920348084544,435.676574193548,465.076417727273,6.03938374439543,35.394640597604,11.8563856233149,205.8189,277.8346,294.5491,463.8047,530.005475,599.8116,1514,62,440
"ZNF684",0.994793574119948,0.543964981180339,0.942707489890775,53.7598334214003,54.1667967741935,55.5993245454545,0.797502905332905,2.58513050065363,1.78441284687596,34.296,36.02595,36.623775,63.8665,64.183525,62.9439,1514,62,440
"ZNF430",0.193995026401141,0.285238013279278,0.0622695175026331,128.176223910172,110.161412903226,134.756582727273,2.00091979897636,5.993846574094,4.36724063443464,81.306,70.2466,83.01795,159.8495,150.208675,166.774325,1514,62,440
"ZFP30",0.987790194552187,0.426039398073856,0.932900604836246,204.699310964333,202.248106451613,196.145524545455,3.34582061380544,15.9138853687488,5.44512677515337,126.3624,122.204,127.259875,249.2,264.495375,246.926975,1514,62,440
"ZNF549",0.364362213826235,2.80695278132015e-09,0.476831879611478,148.540205284016,164.903174193548,179.566738181818,2.35931977774805,12.563725123333,4.61115640801948,83.939,95.929525,117.10405,197.5257,209.250725,225.1528,1514,62,440
"ZNF211",0.86696451512536,4.79695172472816e-11,0.0102711375441281,206.315202774108,214.067680645161,260.438389545455,2.80581468112088,14.2672318537907,6.82914665155235,126.7298,133.749725,163.23065,260.3039,266.33195,317.7536,1514,62,440
"ZNF205",0.727903963896768,3.94996597123942e-05,0.0363469206309127,276.072833025099,263.873806451613,305.385562727273,3.02123384220845,12.5170303146207,6.98731693386122,197.4718,195.06575,218.8622,325.9142,352.709175,352.0436,1514,62,440
"ZNF45",0.409132297583986,0.750822487386156,0.288040154787851,242.457190488771,226.060680645161,246.333085,2.61584969763239,11.1314576274537,4.35643772323578,177.1995,161.36995,190.44475,288.6443,288.3013,283.259325,1514,62,440
"ZNF133",0.503719823629224,0.0565206363805019,0.116477885804373,332.089127873184,309.363096774194,351.619662727273,3.87706714777147,21.4255085129801,8.35102993317269,231.0133,206.177325,230.325325,405.6657,369.083175,438.22495,1514,62,440
"ZNF436",0.140518745958878,0.0277880743600939,0.712757020469165,606.150864332893,523.283677419355,559.198994545455,8.91839490584891,44.1568229364957,14.3617803226109,369.1295,290.83855,361.327175,735.3041,617.53595,673.6565,1514,62,440
"ZNF484",0.012792315387583,0.579212188182809,0.0544341355804397,105.759970805812,133.424516129032,109.821913181818,1.86893429544561,13.4786039091121,3.75031126812414,68.4845,85.45385,66.03195,123.1672,130.5434,120.74715,1514,62,440
"ZNF780B",0.515637124525685,0.12765010373069,0.162229363004937,264.373282430647,237.504922580645,284.228610909091,5.21073285826079,13.2057044677859,6.82062947390519,158.079,169.74215,196.5551,307.1161,314.599275,348.87295,1514,62,440
"ZNF557",0.00144192592757508,0.983293600356056,0.0019737596753,164.838840951123,131.043638709677,165.546788636364,2.02479584976584,6.02034017787022,2.98970180668439,110.2138,90.8904,119.250825,200.2425,167.950425,198.989125,1514,62,440
"ZNF337",0.494875039797794,3.04517744353916e-09,0.00122854076867496,476.761577410832,438.280306451613,564.041390454545,6.46291945828065,31.7002315559154,14.25475496846,293.5964,248.323525,369.511,587.9781,543.9672,703.403875,1514,62,440
"ZNF317",0.00447279660311839,0.502760625381181,0.00153758160612927,674.591940554822,576.24364516129,689.114511363636,6.54213081202192,22.9723972040118,9.00675764330668,509.2793,426.37695,554.0565,774.4472,701.860275,783.383025,1514,62,440
"ZNF426",0.261255173542237,0.26526959718797,0.657112274978989,112.994436988111,101.132703225806,108.064889545455,1.57114181253217,5.65798528422106,2.40169244438355,73.3864,70.95425,75.9097,138.4868,126.4391,140.208725,1514,62,440
"ZNF331",0.00300423439749253,0.0521685521082131,0.0704354212782019,468.876338177015,650.849383870968,522.83279,10.8183304179588,106.214655692237,17.2855662254892,255.8173,264.0116,296.761325,576.8722,675.819575,652.060725,1514,62,440
"ZNF227",0.86031102594271,0.567134604466774,0.637455530711296,253.038912813738,245.693170967742,259.005375909091,2.82746796639501,10.3784825096378,5.07267965246145,179.1198,178.8069,185.5517,301.919,298.02395,304.888725,1514,62,440
"ZNF141",0.000191761416478475,0.00351436431753349,0.0307647473878765,63.9412692206077,84.1120838709677,70.7597845454546,0.971863153118658,6.833709864031,1.91017779477632,41.9198,61.279425,45.488625,77.7334,100.53515,87.618025,1514,62,440
"ZNF304",0.707951941226041,0.844710410341521,0.591162612554987,285.856560501982,272.796861290323,289.670822727273,3.3492595579772,13.2224170148575,5.68241997908678,202.6559,179.115725,211.538125,344.4505,323.642,354.07065,1514,62,440
"ZNF132",0.157511863265618,2.98498870382469e-05,0.99991968924035,67.5848731836195,78.1414290322581,78.2139995454545,1.13123776438838,5.24447058219827,2.18168395219229,36.394,45.9464,40.44085,89.5165,99.8549,107.747225,1514,62,440
"ZNF20",0.718070346567379,0.0685244108704729,0.234828880327064,103.070627873184,98.8761516129032,108.082590454545,1.08389801759637,5.42511737034107,1.90915081270338,75.7548,72.8768,80.7989,121.7173,113.498625,131.484,1514,62,440
"ZNF670",0.347767223622588,0.436945306324168,0.681325965297853,87.4712538969617,78.8826870967742,84.2944545454545,1.2487932185843,4.54923235658749,2.21197665555617,55.0131,54.322725,53.561275,106.954,91.7346,99.360925,1514,62,440
"ZFP37",0.462599191820548,0.0199088601113631,0.998097668644517,56.009806340819,49.6847903225806,50.0133463636364,1.07846345876047,6.23416548534025,1.7739458421752,25.2908,17.019825,23.5144,75.4269,72.56995,67.41295,1514,62,440
"ZNF189",0.0659968029396008,0.966247352827413,0.104578455022672,453.526248745046,394.766506451613,450.781150454545,4.84070022592558,21.6161910754877,11.9499110884561,320.4887,282.92365,323.677125,541.3204,434.063225,521.98645,1514,62,440
"ZNF434",0.420044245902694,0.473969146330903,0.742719324158624,344.989680845443,328.915851612903,338.758052272727,2.60428925260414,12.1887405755966,4.26810476160469,274.9633,268.396125,273.637975,396.9543,389.123175,383.66895,1514,62,440
"ZNF287",0.338730538559108,0.670763214166177,0.212473659757627,93.3812199471598,84.1366419354839,95.7246922727273,1.33274301926173,6.07095010525579,2.25971868233651,57.4202,43.0312,66.534,121.1914,117.132725,117.2443,1514,62,440
"ZIM3",0.805810071507573,0.252696465049873,0.9993458745293,0.0932932628797886,0.0141677419354839,0.00960954545454545,0.0288973707458334,0.00993565144391571,0.00306112660061085,0,0,0,0,0,0,1514,62,440
