"gene","p-adj-Lung Squamous Cell Carcinoma-Lung Adenocarcinoma","mean-Lung Adenocarcinoma","mean-Lung Squamous Cell Carcinoma","SEM-Lung Adenocarcinoma","SEM-Lung Squamous Cell Carcinoma","Q1-Lung Adenocarcinoma","Q1-Lung Squamous Cell Carcinoma","Q3-Lung Adenocarcinoma","Q3-Lung Squamous Cell Carcinoma","count-Lung Adenocarcinoma","count-Lung Squamous Cell Carcinoma"
"ZFP90",0.00577128062979904,491.289037984496,469.452535,5.351358143269,5.8257839718349,375.15495,335.577725,589.580525,562.743975,1032,1000
"ZNF479",0.542875464405125,0.53332984496124,0.3949594,0.136140607343364,0.183334574868009,0,0,0,0,1032,1000
"ZNF445",5.14395193107475e-11,520.061221511628,451.974074,6.6974642261606,5.40007118829553,387.633475,335.859825,623.047825,546.273675,1032,1000
"ZNF74",5.14126519135516e-11,307.231187984496,484.3971822,4.99411994793247,14.0563645228723,206.29665,292.047225,363.6111,567.810675,1032,1000
"ZNF829",7.39215096912105e-08,13.7777230620155,17.6621456,0.400388674514115,0.602489133920848,6.0285,4.754375,16.5416,23.4187,1032,1000
"ZNF267",4.68752026927532e-06,418.620370348837,452.6114668,4.99866463283152,5.47418913930646,303.313,340.198875,508.06365,540.231225,1032,1000
"ZNF566",0.63172279961368,166.824629844961,164.9326172,2.51931597669806,3.05225856458756,115.292975,111.01235,197.405125,192.670375,1032,1000
"ZNF224",5.14137621365762e-11,230.265757170543,180.450373,3.24861782041282,2.86653739175155,159.7287,112.71935,283.353425,229.41515,1032,1000
"ZNF529",0.325658007095354,291.304517054264,299.3116246,5.2377622714099,6.26394635248296,191.0454,181.528025,336.969325,353.128175,1032,1000
"ZNF284",0.0184634035430128,46.8638651162791,44.1330914,0.813230212943213,0.824397085292291,29.2638,26.629225,58.884275,54.641725,1032,1000
"ZNF749",5.14126519135516e-11,60.2262164728682,79.4285378,0.886787358068527,1.21717479067189,40.271375,51.311175,73.360125,102.16155,1032,1000
"ZNF17",5.14256415229397e-11,104.268707170543,125.9578494,1.1298400574044,1.62689716988348,80.70725,93.003525,122.013625,151.16775,1032,1000
"ZNF555",0.521395896799155,67.2613277131783,66.4602662,0.87451890531663,0.892013568369514,48.5714,47.49,80.981825,80.94155,1032,1000
"ZNF75D",5.14126519135516e-11,408.041076744186,244.0074148,6.52280783126787,3.56681374635122,274.409375,166.489075,475.516175,297.400175,1032,1000
"ZNF197",5.14310816157604e-11,305.841620348837,263.3653274,3.01248757874924,2.56516623628435,245.895175,209.0942,354.770725,301.410025,1032,1000
"ZNF732",1.82340410836979e-06,7.00863120155039,4.5844066,0.419062962784065,0.278806394110776,1.495475,0.6268,6.542775,3.72905,1032,1000
"ZNF546",0.00506753015865924,58.0887160852713,53.4375814,0.904176082715215,1.40187094594001,36.6414,29.958,75.674075,68.417225,1032,1000
"ZNF286A",5.14126519135516e-11,213.915231395349,290.2459162,4.37218772704301,4.68992606191157,136.50945,191.718675,253.90465,350.135525,1032,1000
"ZKSCAN4",0.000313601030162758,130.591757170543,123.4439626,1.41531053771447,1.38291581193452,100.91985,93.301175,156.867675,150.36345,1032,1000
"ZNF643",1.83353944249731e-08,47.3422131782946,63.318863,1.13979844860868,2.62063613778709,27.4385,33.325025,57.183475,75.1592,1032,1000
"ZNF642",0.544508957419186,104.978284883721,107.0512352,1.53318781018183,3.093199310815,75.436175,75.972675,122.63145,122.711225,1032,1000
"ZNF490",3.24619346973032e-05,184.970443992248,172.2591808,1.85317769429926,2.44039021467284,147.979675,121.41275,215.9284,206.955275,1032,1000
"ZNF626",5.14126519135516e-11,245.382370348837,93.790774,7.93277974108744,4.49469464108992,71.122875,19.6457,337.296825,118.05125,1032,1000
"ZNF793",0.0769843882797634,110.670223837209,119.352362,2.96667052417122,3.93386418356164,52.058075,41.133075,139.9848,160.5194,1032,1000
"ZNF383",5.14148723596008e-11,81.4991321705426,108.4313958,1.23503367035277,2.04366598972356,57.1058,70.51135,92.603675,128.454625,1032,1000
"ZNF669",0.894922949570304,111.765004263566,111.4825236,1.42017140200176,1.60356252166315,78.069825,74.9636,136.48445,134.995625,1032,1000
"ZNF559",5.87156539255673e-06,223.063884883721,245.2548396,2.65642571296118,4.13617525126831,168.59435,162.511575,268.82735,299.672075,1032,1000
"ZNF177",0.0394077634465024,48.7918125968992,52.299463,1.03084988940552,1.36264148705989,25.017075,21.922,64.037575,69.77615,1032,1000
"ZNF548",4.89291718253071e-10,240.198230232558,269.347104,2.8306373519009,3.71022376941695,178.581425,187.4551,287.779525,330.909225,1032,1000
"ZNF563",6.34605033411617e-07,48.0724178294574,42.3894384,0.72748075265193,0.878377440010503,32.785325,25.867075,61.211,54.0867,1032,1000
"ZNF567",1.31782617041054e-08,147.695690697674,171.0775898,2.43578806938825,3.31652366977307,101.482525,112.202225,170.87325,196.509375,1032,1000
"ZNF573",1.72747653959249e-08,26.7806625968992,21.6254684,0.537313714137277,0.740577034713436,15.13975,10.277875,32.7657,25.0236,1032,1000
"ZNF527",0.425221603029444,107.300134302326,109.4143248,1.53204891766019,2.17991741925015,75.206675,67.951725,124.188,129.2407,1032,1000
"ZNF33A",5.14126519135516e-11,940.367555813953,629.2163234,12.131871850263,8.87668137576248,651.842625,437.704225,1173.842675,783.383325,1032,1000
"ZKSCAN3",0.00924302908373764,78.0828746124031,73.5243498,1.30229964608892,1.16313479875119,49.479075,45.124675,96.6362,94.156025,1032,1000
"ZNF676",5.147660075977e-11,14.081819379845,3.9857238,1.23864646591764,0.441261053949322,0.5669,0,4.392175,1.809225,1032,1000
"ZNF699",5.14290832143161e-11,23.6266955426357,31.5819442,0.515066859930665,0.753489249753891,13.318325,15.81205,29.996,40.442325,1032,1000
"ZNF250",5.14289721920136e-11,225.613709689922,189.2652328,3.12640526263456,2.69894189183862,156.381775,128.37975,275.731275,226.3658,1032,1000
"ZNF79",1.68505940312258e-08,98.7716571705426,107.917575,0.980962462796275,1.29036825688083,76.7433,79.2089,116.08015,129.695525,1032,1000
"ZNF681",5.14164266718353e-11,145.096293604651,86.828772,3.96578919452444,3.28139336654691,80.468625,19.226,165.492875,108.63165,1032,1000
"ZNF766",0.0293064541846544,399.589765116279,413.4697458,4.10325325115576,4.88571159855943,309.53995,307.39465,468.1338,492.974475,1032,1000
"ZNF471",1.09570437133444e-05,72.0522976744186,59.8183202,1.81378850909687,2.10811540268463,26.178725,14.0448,98.560225,84.2571,1032,1000
"ZNF836",0.517599387785391,93.9384209302326,92.7058506,1.30141412113234,1.39272120134767,65.25525,61.216225,114.183475,113.838825,1032,1000
"ZNF493",5.14126519135516e-11,198.115992829457,82.9965738,5.98028678264204,2.38992501841706,96.8452,34.310875,237.3892,111.437925,1032,1000
"ZNF167",5.14331910395072e-11,61.9836282945736,49.1476862,1.1218215817533,1.03564171458756,35.8386,26.957725,79.5344,64.12825,1032,1000
"ZNF565",2.20220474522748e-06,67.3674447674419,74.8603422,0.979609819914961,1.24440414904485,48.188825,48.9231,80.081575,89.579375,1032,1000
"ZNF34",5.14522868755307e-11,123.273029651163,104.8600596,1.86561579533625,1.49409195026111,82.755075,74.6823,149.052325,121.667625,1032,1000
"ZNF140",5.30622434880001e-10,473.742242054264,427.639183,5.22699775937827,5.19048744041416,360.8542,317.53585,546.319375,506.221325,1032,1000
"ZNF658",5.14126519135516e-11,31.7704029069767,54.332767,0.543594544005195,0.989116817921537,19.311075,32.623025,40.61975,68.52465,1032,1000
"ZNF765",7.07404135269485e-11,215.12348120155,244.3990238,2.49160329990657,3.57832977614615,162.768075,175.1791,252.592125,284.9541,1032,1000
"ZNF124",5.95583804496869e-10,101.203300775194,87.4176758,1.63903591088869,1.47716427622192,62.898775,55.049375,126.2484,108.168425,1032,1000
"ZNF569",0.118791647830504,101.040405426357,105.9652952,1.80359444092451,2.61038551426495,64.643075,54.970425,122.584575,134.204825,1032,1000
"ZNF777",5.14126519135516e-11,446.416918023256,551.7186704,4.90927211319853,6.93512076629359,348.64425,392.1931,523.177875,671.354225,1032,1000
"ZNF605",5.14296383258284e-11,376.937277713178,317.2799134,4.89884824178311,4.8210780585448,267.57745,219.686825,453.364625,400.33145,1032,1000
"ZNF799",5.14310816157604e-11,125.996157751938,100.6928798,1.70490258190738,1.64985627004446,91.056025,67.808425,150.21185,119.619,1032,1000
"ZNF782",0.0570841660553332,50.5282505813953,48.4961546,0.696939726833829,0.811501777186924,34.744825,31.647375,62.6379,60.683425,1032,1000
"ZNF846",0.0721167300347405,74.6117990310077,78.256326,1.22797860418559,1.62110598924137,45.6064,46.287825,94.24885,94.320775,1032,1000
"ZNF136",0.026078880160596,182.764079069767,189.9116902,2.07218291958336,2.46185628458886,135.3856,132.7943,222.499975,238.15295,1032,1000
"ZKSCAN5",5.1441073622982e-11,346.189087209302,410.3579504,4.56777474246069,6.69772109129049,275.6088,314.851525,382.193075,455.84425,1032,1000
"ZNF33B",5.14126519135516e-11,684.778518217054,451.3712148,10.140085340741,7.39821967267353,452.502625,301.40885,833.703725,539.10925,1032,1000
"ZNF431",1.08763353878771e-09,216.158520542636,181.1523314,4.69321944075676,3.18866463509938,126.415475,115.526875,264.684025,228.49735,1032,1000
"ZNF418",5.14330800172047e-11,59.1804034883721,38.7339832,1.70929931634824,1.72648554364173,19.182625,8.9002,83.2762,44.713025,1032,1000
"ZNF700",1.80779672482867e-05,270.931742054264,296.7946168,3.7478650344159,4.73438241390023,185.08225,199.256775,334.296825,347.368325,1032,1000
"ZFP28",0.000169807475743688,133.735829069767,120.0716834,2.15007534367607,2.9417528686379,86.8143,38.677575,173.4443,173.836625,1032,1000
"ZNF585A",0.0348150707934195,142.503700968992,134.4703192,2.38778301743572,2.97655994755517,97.376475,70.30365,165.291325,173.062675,1032,1000
"ZNF138",5.16497955516115e-11,201.012114534884,170.033182,3.24064904247254,2.64220524436222,132.62765,116.2104,242.56035,201.8577,1032,1000
"ZNF429",5.14126519135516e-11,130.954591085271,60.5381714,2.91533959191105,1.55199108393838,78.991875,23.41325,159.364875,83.6009,1032,1000
"ZNF470",5.14406295337722e-11,139.070182751938,112.26322,2.07478953890938,2.66197246350093,93.09015,52.4509,172.91705,150.60125,1032,1000
"ZNF100",5.14126519135516e-11,212.630027713178,139.7169714,4.64847590250869,3.039213295486,130.93685,81.291225,259.5142,177.820575,1032,1000
"ZNF398",5.14128739581565e-11,441.376855620155,527.7085502,4.15032389870687,6.21806722720045,352.850075,394.237875,509.6346,622.737275,1032,1000
"ZNF498",5.14317477495752e-11,381.995965503876,470.5449106,4.12461236155948,8.12289104022526,303.105325,348.45545,438.9818,543.901325,1032,1000
"ZNF441",5.14126519135516e-11,119.041737209302,77.7027318,1.83606463972917,1.26060116558747,76.42915,49.03835,147.134375,97.4149,1032,1000
"ZNF420",0.0401959229197673,138.289322286822,130.5641632,2.45330064576497,2.86383561972059,86.908825,71.04435,167.603025,165.587625,1032,1000
"ZNF763",5.14126519135516e-11,50.487219379845,26.9304418,0.871805579021321,0.634220240409195,30.229225,13.683225,65.032725,34.98575,1032,1000
"ZNF679",0.29144736787696,0.940966472868217,0.6996932,0.198309489079455,0.109852778715084,0,0,0,0,1032,1000
"ZNF682",5.14126519135516e-11,105.836865891473,52.1160396,4.06226233304908,1.99838501075693,31.804475,13.052825,128.628825,70.027725,1032,1000
"ZNF772",1.12428364396067e-08,168.439937403101,194.7288252,2.70825886069241,3.72435371922315,108.1713,112.097675,211.27875,251.2418,1032,1000
"ZNF257",5.69986280396506e-11,36.4448705426357,20.8287614,1.91575817865614,1.15287479647139,5.752275,2.370275,44.052475,22.253275,1032,1000
"ZNF785",0.00538842851093602,201.830664147287,188.8874406,3.07292338752952,3.49568866176781,139.57025,123.13355,241.71675,237.71385,1032,1000
"ZNF98",0.011876084672222,8.59196841085271,6.3519292,0.721158554225534,0.512630829674611,0.33,0,3.826325,2.650675,1032,1000
"ZNF786",5.14126519135516e-11,186.957368604651,246.2107676,2.28418172664835,3.75476759886166,136.10695,161.4121,226.3494,303.039775,1032,1000
"ZNF517",0.0957362565773724,251.326838565891,241.677104,4.43130759427271,3.69889210818093,155.307425,160.97645,302.71905,303.42325,1032,1000
"ZNF675",0.879236402295893,178.078351744186,177.0006316,4.18578469831544,5.76632246271096,112.383,83.453875,198.299475,208.947475,1032,1000
"ZNF860",5.14126519135516e-11,62.2084170542636,37.2395038,1.29539199140511,0.830807746736417,34.198625,20.4359,78.914175,46.9439,1032,1000
"ZNF695",5.14126519135516e-11,34.8821833333333,64.4783708,1.61586696560373,1.76565924337696,3.976875,22.580625,50.281425,92.782275,1032,1000
"ZNF665",5.14126519135516e-11,25.8734180232558,13.7071356,0.514197403351315,0.437743027840302,13.787075,3.89285,34.6333,19.95925,1032,1000
"ZNF624",3.58185336657435e-06,80.197921124031,87.3232866,1.01016233590318,1.1573250095643,58.4511,62.670475,95.906825,104.09285,1032,1000
"ZNF841",2.19411266932923e-10,264.204396124031,225.3889664,4.38042202143026,4.15633425766748,171.554525,138.447925,327.94615,287.077625,1032,1000
"ZNF615",5.14297493481308e-11,206.649500193798,138.5560838,5.74906684597481,2.31196590443719,128.21875,89.840075,225.491675,173.99095,1032,1000
"ZNF433",5.14404074891672e-11,77.7077149224806,62.0918354,1.31963963832408,1.46827064852533,50.601075,33.47195,97.9803,82.727625,1032,1000
"ZNF595",0.00837749007106892,169.266369573643,151.8532426,4.14666524748616,5.15920896995213,102.3475,66.941125,187.756225,173.54965,1032,1000
"ZNF460",5.14126519135516e-11,47.2074346899225,78.1844004,0.951245688388881,1.3519267728198,29.0471,47.476,57.530025,100.17065,1032,1000
"ZNF81",5.14406295337722e-11,107.030970348837,124.0715334,1.39976313310626,1.66061899045098,78.7762,87.08195,131.680525,148.6804,1032,1000
"ZNF780A",1.07425496276292e-08,282.746019379845,241.6231764,3.14617839263469,6.50908753410435,216.468925,151.4549,331.612175,281.22755,1032,1000
"ZNF461",0.920838159952514,112.942003682171,112.5681672,2.56736447349094,2.75320092924677,69.4316,65.417175,133.33525,139.03765,1032,1000
"ZNF181",0.0444839647363281,174.34074127907,182.6791486,2.43636041001902,3.38015823569111,126.965475,121.801475,206.17345,207.515525,1032,1000
"ZNF44",5.14126519135516e-11,216.836303875969,168.8938492,3.06411046609264,2.62017228598339,154.818025,118.908175,254.55995,200.67555,1032,1000
"ZNF790",5.14328579725998e-11,91.9274087209302,72.304245,1.42720680086574,1.59768595849893,63.162525,39.01555,108.176825,94.480825,1032,1000
"ZNF677",0.0001875688297307,25.4864213178295,20.6250758,0.862465866422507,0.97439989794455,6.846225,3.3659,35.29485,25.0009,1032,1000
"ZNF823",2.09069996537359e-07,108.723086434109,97.7223746,1.50283311039572,1.48230833903414,75.020975,65.42115,131.739975,118.513575,1032,1000
"ZNF311",0.0545510935386312,45.6813937984496,49.4911144,1.34263995101915,1.45886586197963,15.09715,17.22365,61.051725,68.148925,1032,1000
"ZNF347",5.20067322540285e-11,110.087926937984,89.6546936,1.66083259338101,2.2922377263856,70.6678,30.499575,145.45995,133.157625,1032,1000
"ZNF273",5.14139841811811e-11,153.680784302326,210.303849,2.96070180395608,4.00256754809199,90.273125,133.0437,189.38665,247.74815,1032,1000
"ZNF84",5.37008215673040e-11,611.091356395349,529.1290484,7.93531784728386,8.48623111399253,422.780975,348.17975,756.853325,633.47865,1032,1000
"ZNF667",0.822267625812073,50.7609106589147,51.419471,1.88911102092132,2.25104928435692,11.29005,6.833075,69.85065,70.6577,1032,1000
"ZNF649",3.93919395014208e-06,182.427865116279,151.1583202,5.67506150700656,3.58142074079596,92.7158,82.51915,197.38665,188.35835,1032,1000
"ZNF248",5.14359665970687e-11,288.146386046512,244.5515806,3.77715264675577,3.706294737242,201.0976,168.7366,347.995225,287.733025,1032,1000
"ZNF544",5.15830711478316e-11,531.531404457364,613.6300504,6.76556643843905,8.78569010935438,391.8226,423.182475,651.680075,759.035175,1032,1000
"ZNF251",0.0011245971146252,362.816349418605,333.6321784,6.62154041120064,5.99238661869165,227.450125,204.551675,445.5314,413.664875,1032,1000
"ZNF607",0.118570244222951,184.942744767442,175.6839306,3.48720787496565,4.83050485463582,118.551875,80.9952,219.1256,226.398175,1032,1000
"ZNF334",4.83007484763931e-06,77.1065825581395,101.1190586,2.8793336480283,4.41403357240169,16.966475,17.06925,101.80825,134.703475,1032,1000
"ZNF485",0.00153547057457559,65.2535887596899,60.5006086,1.01316037058291,1.10614857567798,43.38155,36.709575,80.030175,76.727825,1032,1000
"ZNF192",0.0321834786895134,340.64446996124,359.0301556,6.09035099665149,6.03448146229454,200.417825,221.3866,441.8383,454.6193,1032,1000
"ZNF442",5.14126519135516e-11,22.9825874031008,14.9802228,0.418313352558245,0.325144191665319,13.586475,7.83585,29.34375,19.882125,1032,1000
"ZNF813",0.0378783140823882,87.2461850775194,93.2703062,1.65226985107008,2.40200161963834,53.301925,48.87625,109.6919,125.70405,1032,1000
"ZNF26",0.0904131827874115,276.119005813953,267.5161722,3.89838445784545,3.22939475011832,193.511675,193.48975,322.18975,319.98865,1032,1000
"ZNF69",5.14126519135516e-11,73.6324044573643,23.9928062,1.59445005086516,0.864340274688893,39.63865,9.632675,95.384975,28.3193,1032,1000
"ZNF583",5.14326359279949e-11,60.7872474806202,48.3081166,0.812702060949446,1.11304287580186,41.911175,22.332725,77.4276,66.239675,1032,1000
"ZNF568",0.306253292666878,80.9992459302326,83.7225132,1.56888367723866,2.16482759004501,49.80945,35.026325,101.627525,111.4536,1032,1000
"ZNF480",9.63516368912565e-08,359.332752906977,394.2087628,3.8387564744629,5.30216145887992,265.571275,283.1643,427.2739,482.667075,1032,1000
"ZNF587",0.00179853987611411,627.922902325581,672.8069844,9.22206282738357,11.0550656119631,436.1634,432.314275,764.165775,829.5365,1032,1000
"ZNF808",6.36174224410979e-10,207.210435271318,183.5487392,2.31928969612077,3.03040859685296,158.113975,121.360575,246.11115,239.262675,1032,1000
"ZNF43",5.14126519135516e-11,272.979818604651,147.4098392,6.98555109509367,4.87736978516066,147.723325,49.107925,339.170375,200.727075,1032,1000
"ZNF28",0.152253492699732,418.985071511628,405.4295006,5.68316549776923,7.61957479399675,303.2634,258.949425,504.333925,523.0808,1032,1000
"ZNF627",4.56200655030159e-09,392.745162209302,331.5925812,7.23139223594365,7.45340843401875,267.102125,203.8602,435.41165,365.27045,1032,1000
"ZNF789",0.00252475161790477,94.4752792635659,103.8904406,1.89646027407833,2.48449523126907,54.511625,58.09865,118.63675,130.35175,1032,1000
"ZNF534",0.209568388709017,5.89960251937984,6.363685,0.316813470367665,0.184893780458422,2.900925,3.795625,6.118875,7.4617,1032,1000
"ZNF525",5.14315257049702e-11,205.889883139535,267.0654202,3.06094740834262,4.96820516771059,141.850675,165.98165,252.07885,341.735425,1032,1000
"ZNF814",0.000452405693563529,218.90964244186,200.4434614,3.45747564314643,3.97245495197939,140.92155,108.94175,269.596975,259.787325,1032,1000
"ZNF551",5.14126519135516e-11,121.524852325581,164.2453356,1.87839915372466,2.75018853376298,78.5977,107.130425,155.676,200.396925,1032,1000
"ZNF805",5.14313036603653e-11,273.967673449612,314.828106,2.98865895978447,3.75934371922079,211.416875,232.168225,326.11605,373.164775,1032,1000
"ZNF468",6.75730085002435e-05,478.339545155039,429.2724554,6.92035218335739,10.2387293416327,341.261025,254.96245,574.702175,527.7021,1032,1000
"ZNF616",0.462263237907578,175.513055620155,177.923042,1.99804788198856,2.6144689240463,129.5652,120.92775,211.9983,217.916075,1032,1000
"ZFP57",0.173981940759007,24.986501744186,20.4189956,1.82125738893156,2.84739510251336,1.494225,0.4017,22.377275,12.9619,1032,1000
"ZNF155",3.95548741488616e-05,149.915446317829,138.125374,1.96208269872441,2.08677739448838,106.575875,96.004725,183.745175,174.693075,1032,1000
"ZNF425",0.553237196126626,58.2413821705426,57.2668394,1.01163219542724,1.30274701883569,35.02465,30.618725,74.984325,70.46485,1032,1000
"ZNF611",2.61656651900921e-09,172.603175193798,151.8125808,2.19328198930888,2.70808271622165,126.69425,99.8311,207.012275,190.156475,1032,1000
"ZNF254",5.14126519135516e-11,519.618716085271,221.098525,10.4481973996792,5.303188782806,303.687525,109.056575,627.82715,292.612625,1032,1000
"ZNF625",2.79706305672534e-07,22.2563484496124,18.5785204,0.483100523105369,0.526242913034183,12.195325,6.900475,29.474175,25.74175,1032,1000
"ZNF845",5.14126519135516e-11,190.499666860465,242.8161474,2.24436618645694,2.99445921854952,141.128825,181.757625,232.284,292.460275,1032,1000
"ZNF90",5.14126519135516e-11,294.395090310078,163.5715556,7.83021781170352,4.92771467252186,121.997075,67.501525,376.3453,196.0303,1032,1000
"ZNF788",0.212115929798377,68.8886112403101,65.4871888,1.61239038179136,2.21252154046307,32.601275,21.11495,88.69265,84.7775,1032,1000
"ZNF880",5.14126519135516e-11,130.387439341085,78.0143822,3.30304188986807,2.59385555231886,54.86335,21.8819,179.45225,107.84715,1032,1000
"ZNF630",1.75602460095181e-06,62.0338687984496,55.0678272,0.975387117887053,1.0798158924138,41.4927,34.145125,76.2125,68.299275,1032,1000
"ZNF844",5.14126519135516e-11,108.712924806202,66.8626344,1.9976822140485,1.70917060300055,64.594575,24.52095,135.018325,93.05125,1032,1000
"ZNF717",5.14126519135516e-11,42.6577738372093,26.1620934,0.704835491045985,0.610714233254864,27.689075,10.013725,53.3018,37.97305,1032,1000
"ZNF492",0.515550843067025,10.4373775193798,11.2319542,0.792570244892745,0.933570957047232,0.7799,0.43035,6.105325,5.82815,1032,1000
"ZNF688",5.14295273035259e-11,231.200437015504,191.1465774,3.53803267321395,2.94068469128316,154.7717,131.2116,279.796475,220.285525,1032,1000
"ZNF879",5.1429305258921e-11,60.760125,45.23036,1.39873640522435,1.0090801072479,31.8527,23.862025,76.534925,58.50925,1032,1000
"ZNF737",5.14126519135516e-11,297.879509302326,123.8324894,9.05021675673998,5.59954773609754,135.32,32.9884,380.826125,148.836425,1032,1000
"ZNF709",5.14308595711555e-11,71.7710184108527,56.9062646,1.09477446449977,1.246308748501,47.375825,31.174825,86.9685,72.574125,1032,1000
"ZNF585B",7.8324181329581e-07,75.2568180232558,65.1496124,1.30883599682172,1.57146152486567,47.410475,31.337675,90.666125,85.926175,1032,1000
"ZNF324B",5.14126519135516e-11,111.827508139535,142.629349,1.31207882490808,2.01340639447322,80.7278,95.934475,135.673325,177.21405,1032,1000
"ZNF564",5.14315257049702e-11,224.093411627907,190.6840654,2.40232293460052,2.34745359751964,169.8295,140.286725,264.7611,221.994275,1032,1000
"ZNF674",0.941332256597999,70.4849645348837,70.338301,1.68745619318854,1.03187150242111,51.624475,51.46485,80.0653,82.5085,1032,1000
"ZNF432",4.23444122918948e-05,117.402321511628,104.57125,2.43098402225142,1.94865146846784,74.37105,65.0205,135.788075,124.696425,1032,1000
"ZNF10",1.96893135129272e-08,182.154281782946,157.817626,2.98488719677693,3.12116902383531,117.725775,94.0906,221.00515,197.026375,1032,1000
"ZNF486",5.14126519135516e-11,157.357865891473,41.3324698,8.46942128595314,3.30510927684451,24.1666,6.25525,165.672125,39.6524,1032,1000
"ZNF225",0.139107896769664,72.8648846899225,70.922999,0.859372655269322,0.99540583364537,53.586175,49.563325,88.46415,87.9019,1032,1000
"ZNF350",5.14126519135516e-11,208.788092054264,139.5069862,3.9075089130313,2.44041520587005,145.304275,85.653275,235.423,184.218425,1032,1000
"ZNF253",5.14133180473664e-11,192.974218217054,134.6343028,3.25622450179922,3.89713020347495,124.474825,71.3208,230.36975,166.81365,1032,1000
"ZNF878",0.363417042980781,5.41027558139535,5.129517,0.17366907392285,0.257511394935083,1.96095,1.30195,6.91805,6.14835,1032,1000
"ZNF727",5.14832620979178e-11,9.76445,5.2434416,0.485124102368625,0.343161311327809,0.936325,0.4045,12.3225,4.191425,1032,1000
"ZNF578",5.14318587718776e-11,50.0882891472868,20.3676658,2.6590120374455,1.31103094294565,9.895925,4.247575,53.414,15.703025,1032,1000
"TRIM28",5.14126519135516e-11,5590.65184767442,8325.4575768,69.6620016780494,127.229513479102,4100.8359,5771.548425,6316.133775,9866.51995,1032,1000
