"gene","p-adj-stage II-stage I","p-adj-stage III-stage I","p-adj-stage III-stage II","p-adj-stage IV-stage I","p-adj-stage IV-stage II","p-adj-stage IV-stage III","mean-stage I","mean-stage II","mean-stage III","mean-stage IV","SEM-stage I","SEM-stage II","SEM-stage III","SEM-stage IV","Q1-stage I","Q1-stage II","Q1-stage III","Q1-stage IV","Q3-stage I","Q3-stage II","Q3-stage III","Q3-stage IV","count-stage I","count-stage II","count-stage III","count-stage IV"
"ZNF195",0.0037756683099136,0.341303989636762,0.72034426737307,0.915263899743031,0.887915336729588,0.998462241723305,370.379560114504,343.252469097222,354.319251190476,357.688848484849,4.58562636526045,6.71189862374549,8.74311874145554,16.2238897609624,262.492225,229.7756,247.645375,260.0767,453.9426,426.991825,429.183425,422.1461,1048,576,336,66
"ZNF263",0.569018418023967,0.376102359966688,0.961246277539185,0.877215489431076,0.996436577472096,0.999974417561249,693.380789312977,679.135076736111,671.970833333333,673.158642424242,6.57574061489424,8.00888361427249,13.7818077979136,18.7146927565934,547.672775,542.172525,541.249175,567.5268,808.995925,773.843225,765.759225,792.3054,1048,576,336,66
"ZNF200",0.996552633764938,0.318336494395184,0.311525462987192,0.754819887392541,0.814166922243017,0.308165206138281,240.261765648855,239.266339236111,249.892325595238,228.97206969697,2.78082534710911,3.49884028776542,5.47673614076909,9.54293343174507,181.162925,182.962,188.03215,166.429,270.14115,283.950875,292.22515,272.1674,1048,576,336,66
"ZNF582",0.00228259073985704,0.117397951076142,0.916510975414704,0.998259696888207,0.595996677953804,0.817845295876234,29.2243269083969,25.2311631944444,26.1966107142857,28.7561181818182,0.687209479826325,0.835423403708243,1.30369394200727,1.79676252333032,12.185225,10.10175,8.591175,18.5395,41.159775,34.1597,36.045075,36.6729,1048,576,336,66
"ZNF285",0.00780963396713086,0.999337211275572,0.0565216798983412,8.41608280865991e-06,1.41634770578491e-08,4.1981127847146e-05,35.651818129771,29.8767756944444,35.9204779761905,57.0629939393939,1.0963194287569,1.33448029924359,1.93190836140849,5.52008143618769,9.107,6.03235,8.44635,20.7135,51.7702,42.7482,54.461575,81.7012,1048,576,336,66
"ZNF275",0.269764924671432,0.0702261698083347,0.00189346874122143,0.209331682930655,0.0436617562947494,0.897764643555348,659.912921755725,687.092727083333,615.592635714286,588.343963636364,9.14681976949365,11.8655798188047,15.7507819119256,28.5432617210641,474.7526,483.681475,433.59415,411.5594,814.683825,854.72375,751.59365,656.967,1048,576,336,66
"ZNF37A",0.756474847113153,0.612137375002789,0.244271860552165,0.876565875361492,0.986650269086345,0.577875172889107,379.128077671756,387.969286111111,365.894313095238,395.560184848485,5.15615827672195,7.53686070048554,9.47038005429248,22.3230489873638,259.393575,280.0018,229.9068,256.6406,481.16495,464.60955,462.3092,478.9511,1048,576,336,66
"ZNF510",0.83702255979337,0.338640148345876,0.807366716954152,0.289681315661644,0.166922890494081,0.0693524114251418,216.59893148855,213.218534375,208.431548809524,234.067054545455,2.32444171532431,3.35575112068943,4.27380351978966,11.3875019014069,161.78165,155.38865,151.728475,171.6585,261.658075,252.077,243.6369,277.2795,1048,576,336,66
"ZNF506",4.54438794705858e-06,0.000642889744048469,0.996653721727794,0.976086199038582,0.392859051347788,0.491386364413839,315.772182061069,269.009573263889,271.649316071429,306.223266666667,6.35895170573836,6.17289989089915,8.52901795771234,19.4233468875835,194.7143,165.369725,161.98975,203.1063,396.57145,335.602225,356.827,417.9435,1048,576,336,66
"ZNF324",0.743998598096978,0.57159850706699,0.976351950209111,0.00161050721351053,0.0090211156547233,0.0243562103722295,180.264170038168,176.355360763889,174.241739285714,145.803196969697,2.10558096088104,3.3930912008252,4.61290309486751,6.82044142129793,132.1261,119.7364,117.216725,113.5982,213.572,218.204675,213.135375,164.4245,1048,576,336,66
