"gene","p-adj-classical-basal","p-adj-primitive-basal","p-adj-primitive-classical","p-adj-secretory-basal","p-adj-secretory-classical","p-adj-secretory-primitive","mean-basal","mean-classical","mean-primitive","mean-secretory","SEM-basal","SEM-classical","SEM-primitive","SEM-secretory","Q1-basal","Q1-classical","Q1-primitive","Q1-secretory","Q3-basal","Q3-classical","Q3-primitive","Q3-secretory","count-basal","count-classical","count-primitive","count-secretory"
"ZNF671",0.0741675325261382,0.397562380880339,0.978390821448453,0.000113265608567725,2.27708962796669e-11,8.38415709081275e-07,81.0742186046512,62.4595492307692,66.0303148148148,117.54848372093,6.58262713233604,3.29137927396923,6.90260453188011,7.74305452878282,40.03065,34.5078,27.908,69.331775,95.17765,88.3459,84.87775,139.019075,86,130,54,86
"ZNF416",0.00215556359516444,0.888694747127234,0.0985609974777192,0.401539707086328,0.241801576787503,0.915053010738589,172.38953255814,137.316981538462,163.582640740741,155.627093023256,9.89377328230383,4.52099073419884,9.49323389054345,7.63267253197054,108.5681,95.0276,119.35385,111.212625,222.888825,163.8812,208.502,177.0282,86,130,54,86
"ZNF586",0.993491866969691,0.468250299496564,0.282829551159265,0.770700427516999,0.858316094425031,0.100680554389034,196.993625581395,192.866238461538,225.252107407407,180.529520930233,12.3941245764238,8.36794917613736,23.498175349872,8.66735517632999,118.02955,131.4206,122.7094,125.78575,267.114175,237.8763,293.03955,207.665025,86,130,54,86
"ZNF446",0.994375464950334,1.76215176472816e-06,7.82474566252134e-08,0.753997493150918,0.537706405218828,0.000102172930772526,188.611413953488,186.01096,255.990462962963,199.84383255814,7.79347045925714,6.15230064397151,13.1187519259688,7.10127990942197,136.552825,132.5821,191.7544,145.780725,218.48165,219.2318,325.6133,238.848725,86,130,54,86
"ZNF8",0.448404376406216,4.23571281942259e-05,1.18568899143412e-08,0.621332426417547,0.026709038899515,0.00299570780185143,102.860972093023,92.7574369230769,141.620588888889,111.895641860465,5.2619288649973,3.75215715809391,8.2868754396231,5.3567899847255,72.035475,63.411,91.1956,75.236975,121.185075,113.408,180.923325,139.056125,86,130,54,86
"ZNF264",0.000153081109956377,0.960940745189249,0.0101473217674406,0.624711240106228,2.84438075648374e-07,0.4093659320225,694.096023255814,522.586998461538,669.380044444444,747.264660465116,36.4620403498324,19.2331647972483,44.5281160423121,32.9166675287521,426.664175,377.4076,416.7407,521.7129,919.205775,635.8896,898.3084,898.739525,86,130,54,86
"ZNF213",0.00807547863637037,0.985148431373402,0.0103277678560461,0.994793363369298,0.00324922624121204,0.999114679479918,479.798144186046,396.393606153846,491.215892592593,486.813890697674,22.7122465275568,12.258122689412,38.7302026704027,15.5884631632269,335.973375,298.158,280.1409,387.3758,553.244075,510.5277,630.01345,543.9219,86,130,54,86
"ZNF343",0.00363826026919489,0.446561273693803,0.526531108365951,0.454361268051549,4.10337032352714e-06,0.0290142909566217,247.970786046512,301.038907692308,276.628666666667,223.017253488372,13.4331985567064,10.2548424345292,15.3714355167732,8.9011469921155,176.138525,220.1797,192.740575,159.1319,294.647125,381.333,353.388275,275.992325,86,130,54,86
"ZNF302",0.00418422620451397,0.0699009825524626,0.991420944858349,0.325253200827539,0.418414494255228,0.774125873982355,322.332423255814,413.15868,404.105203703704,372.172169767442,16.2054606878033,21.4517565915745,22.1281943358287,16.4288113646657,231.6879,241.1771,276.690025,265.660825,398.274525,470.4138,468.269,438.452275,86,130,54,86
"ZNF268",0.9299843013811,0.230375248748376,0.429113318554442,0.0235323111515224,0.0577899000857143,0.929408865784423,283.176037209302,293.514323076923,323.609188888889,336.561962790698,13.4338699501329,10.5303736354045,19.6770944797177,11.7379240127659,179.772625,218.2229,269.122225,241.25455,384.1044,337.612,418.902175,394.626075,86,130,54,86
"ZNF184",0.309521862347747,3.01358205705426e-05,2.16838569322420e-09,0.992739675003139,0.178313151984754,8.78195499680601e-05,264.433325581395,239.386658461538,348.198177777778,268.797823255814,12.060141513993,7.2107831578697,20.7799138066849,9.40674671704818,176.888425,172.539,209.33675,195.820025,308.97135,286.9544,419.454075,305.1175,86,130,54,86
"ZNF500",0.888219057142483,0.00767454715558824,0.025194702448915,0.841861889395159,0.99776235324976,0.0629156132829297,189.310948837209,198.15516,238.535922222222,200.416679069767,7.9060284567351,7.77944307768818,18.0261278846624,6.72593885398406,149.042175,140.5787,142.72755,156.443425,228.481525,242.0245,265.924,237.84735,86,130,54,86
"ZNF419",0.260371441260881,0.98152829492988,0.198269601585482,0.477959878807216,0.00407598622192618,0.813916727949172,162.311825581395,142.619901538462,167.393762962963,179.248669767442,9.66016118440328,4.47384221961738,10.1863196749662,10.4082701821786,104.001275,109.8369,125.3701,120.550675,209.12885,183.1882,208.77865,204.303875,86,130,54,86
"ZNF175",0.0911668267953034,0.755307164535555,0.779452927894212,0.197029904433663,5.14192453001661e-05,0.0335016787269611,125.809713953488,105.205930769231,114.92007037037,144.952676744186,6.79490589860305,4.23227719371765,9.49598093417156,8.41064618700725,75.351425,73.8733,46.43585,83.51205,171.133075,132.5861,164.489425,190.649725,86,130,54,86
"ZNF14",0.997750637699788,9.34600322454182e-05,4.6692855203867e-05,0.854651205163842,0.90008477798029,0.00156356635066723,173.377276744186,176.05216,252.428662962963,186.059623255814,9.24069512031625,8.07006685761096,19.7405211471515,11.564618965911,118.905675,118.9343,187.47855,122.372275,237.36495,225.7806,274.125,221.127125,86,130,54,86
"ZNF85",0.983762425719925,0.118345258806709,0.162961286862709,0.0994900223062989,0.135481641860427,0.997008897393073,63.6822139534884,68.0083323076923,96.9162592592593,93.8757302325581,7.25937592729592,5.48738735015257,12.4262102344118,13.1894901563389,23.046175,23.4955,32.567025,35.8204,68.5056,90.7729,129.263225,109.070075,86,130,54,86
"ZKSCAN1",0.855659254455462,0.00478496925095073,0.0195099825503433,0.463494308488539,0.852751485073001,0.162319850076672,666.058251162791,707.804290769231,885.797892592593,749.879248837209,34.0059028754473,28.4487021889208,58.6114423365489,49.7554453073873,431.137525,505.5468,626.7503,480.677125,831.540275,816.2539,1138.146075,902.965975,86,130,54,86
"ZNF862",0.376653638983367,0.121479348589608,0.752081653963932,0.0323295816356736,0.497992490316833,0.997357073397247,237.455393023256,272.712475384615,298.171144444444,303.527586046512,12.9926313545464,14.9576270603949,27.7798104774595,14.741637546932,139.899875,161.3972,157.4592,202.037375,327.298225,306.4209,446.214375,401.920775,86,130,54,86
"ZNF684",3.1642765053741e-05,0.999991719414492,0.000573079697753998,0.71350887312873,0.00341135802689563,0.803034001942542,62.8703651162791,40.9153369230769,62.7015777777778,57.3407488372093,5.47193739161614,1.97969274443352,4.14628031997194,3.25301251991131,37.032725,27.5887,37.28815,37.58295,65.1221,45.9434,79.162775,63.636875,86,130,54,86
"ZNF430",0.645609402863141,0.147840507926615,0.581814756456004,0.470833796798783,0.975589172568593,0.829508727521595,129.46951627907,147.410830769231,170.099974074074,153.79658372093,7.85757053464328,6.93620177950172,16.4657694347508,17.517703531186,82.879925,96.0777,119.69425,83.173575,160.0287,180.6847,214.593175,150.68435,86,130,54,86
"ZFP30",0.70706075298307,0.00142676968547928,0.0132076947638053,0.951596247877454,0.3499495433415,0.000228452555708802,206.767502325581,226.381875384615,291.342688888889,196.112090697674,13.9095956221197,13.3970590926252,15.7910629123415,11.493787532989,118.843075,130.9599,205.23305,117.471475,279.518675,282.2208,372.303,246.57515,86,130,54,86
"ZNF549",0.000241845963894094,0.87871043895951,9.89914107124568e-05,0.386086882237701,5.25804934037311e-08,0.915264995875076,165.359106976744,104.901493846154,178.913751851852,190.750927906977,12.9307672602393,5.11495927485823,16.7719632164096,13.8287300416728,71.12105,63.0332,44.944,103.883475,230.275625,147.3618,251.5592,255.118625,86,130,54,86
"ZNF211",1.46427536762417e-10,0.203150613238201,0.000928539983878429,0.818873236215568,4.1319755617053e-08,0.628048765088956,227.47981627907,134.589756923077,194.410933333333,214.579937209302,14.3799111883954,5.10507153389264,12.5484258612751,11.1338892700023,149.11675,94.4731,124.2534,148.29695,271.00855,163.7975,246.656325,257.4307,86,130,54,86
"ZNF205",0.0154306386450479,0.999976084191003,0.0572246604188756,0.979770224313702,0.0517557782388032,0.99038266699752,240.895111627907,203.505567692308,240.263677777778,235.550118604651,10.6324408078191,6.68795716801565,14.7189397865696,9.35804270540461,192.926775,155.3011,163.00435,188.9191,263.015,256.4183,278.000075,273.269475,86,130,54,86
"ZNF45",0.601543040562416,0.283038290268136,0.0163425130661953,0.0183151064672225,6.34318216238272e-05,0.855060183087951,254.163725581395,235.859876923077,287.036,301.755286046512,9.78159494594962,7.37814456422654,14.5374433552754,15.4723343282123,183.456,181.1927,210.386825,218.554425,320.640125,276.5382,350.2196,340.769075,86,130,54,86
"ZNF133",0.327053821998033,0.999498858373351,0.540242934506525,0.00750467974330704,0.255727459362265,0.0344043696985181,382.747862790698,351.005684615385,380.133907407407,316.551686046512,16.0508970479265,12.500905314932,18.3155599193523,11.1840582494617,269.98245,265.7269,286.6421,235.6756,432.0096,406.0443,483.1121,371.5588,86,130,54,86
"ZNF436",4.77628447903555e-09,2.20132073035506e-05,0.98085115916977,0.000341141528427236,0.248940079938726,0.671884983714866,1002.44698139535,709.01046,729.731259259259,795.220323255814,40.1953177522486,22.3888653085307,51.4885903874665,39.6413441015022,741.191025,534.6446,519.5028,496.50915,1191.63095,882.2957,838.917975,1029.210325,86,130,54,86
"ZNF484",0.126223918238881,0.999494771350877,0.187704820165618,0.953629337920773,0.0299915033149553,0.985650729801096,106.728153488372,121.203336923077,105.804925925926,102.949837209302,5.78240201651561,4.1376878460388,6.44031452967806,4.39382189414547,77.715875,89.7766,70.407825,69.361025,116.5949,143.9385,139.366375,123.545075,86,130,54,86
"ZNF780B",0.999620060054004,0.223241937696665,0.141928382131459,0.948344271889678,0.897867456023286,0.476035656134397,236.262902325581,234.225224615385,284.092122222222,248.17293255814,15.0732251807188,13.2043580716028,19.7005921689207,14.7126885528922,148.53325,146.9115,190.07365,169.04315,288.09085,246.3353,318.5247,295.269525,86,130,54,86
"ZNF557",0.99943251524659,0.740620986473722,0.755978163380614,0.0228794342799887,0.00670261691229623,0.00263352231091485,210.42516744186,212.151690769231,229.205648148148,163.889520930233,16.6134913275155,7.2775406187394,14.8917341326819,7.88954409090743,127.2549,153.5912,138.64,108.081275,221.4604,262.0927,308.214825,198.77145,86,130,54,86
"ZNF337",0.999934179340853,0.476637421092999,0.442697928790283,0.0486009080002849,0.0205572759294306,0.00134759473641088,452.955262790698,454.576447692308,504.230385185185,371.759051162791,21.5659572581656,20.7941328275369,27.235099519059,16.8560093950075,311.093475,293.3953,378.56375,237.318575,549.54995,524.9955,641.8051,477.185325,86,130,54,86
"ZNF317",0.917918485306945,0.999745172076641,0.916284809993894,0.429900458367342,0.738740272182913,0.488066916968577,776.492511627907,745.964218461539,781.783074074074,697.614293023256,54.8742360243303,19.9587364995838,45.1916664454591,29.8735586188557,524.900925,599.4962,485.3057,551.5697,874.379975,885.8896,1002.210025,798.415075,86,130,54,86
"ZNF426",0.791664084572419,0.176402066137381,0.0162922978449133,0.872129457218092,0.999735444826278,0.035891828283119,141.087720930233,130.929223076923,169.043437037037,131.9217,9.97070235372104,6.67229727280236,13.3076381711908,5.47118245208174,81.98055,80.9859,96.94215,98.9246,172.77805,169.4215,222.7297,161.9514,86,130,54,86
"ZNF331",0.0229490780523445,0.999966539719496,0.0605839666107325,1.20722180030342e-08,0,8.87306081609474e-07,364.412065116279,266.469832307692,366.348251851852,595.509541860465,25.0953572789628,12.4434261870938,24.218744894953,41.2533349620313,220.56715,162.6875,263.4936,338.234,427.339125,380.7968,465.279025,709.4623,86,130,54,86
"ZNF227",0.999912387394999,0.00690913659183312,0.00255953829379196,0.193153621661373,0.112721076696252,0.438111332228253,256.414430232558,255.41576,321.312859259259,291.342925581395,12.1930789928269,9.7852929311059,18.4734065134634,11.6210537390672,170.384425,180.9448,230.703225,225.620975,326.259125,301.919,371.322425,340.1913,86,130,54,86
"ZNF141",0.914624746854968,0.0016528931436196,0.00470692200648137,0.291526582112398,0.573057694920274,0.152429664874366,42.4745604651163,46.8099707692308,72.8455259259259,55.3479953488372,2.30258541765881,2.07804503879715,15.1753862846383,2.1562944002088,28.273875,31.7779,42.0496,42.7259,53.588775,55.1643,62.570925,68.298625,86,130,54,86
"ZNF304",0.0533411832186603,0.273397188806314,0.000265240724932947,0.380993702288541,0.000124467772200543,0.978338659437948,353.952023255814,298.092681538462,403.175351851852,392.263202325581,16.7657557959941,11.5983165548531,22.5310374154836,20.0368767798234,231.64015,197.6073,318.719825,262.04015,476.84385,349.3789,468.1486,483.72175,86,130,54,86
"ZNF132",0.00641581515096989,0.194317984512035,0.905781353728692,0.998229158102077,0.0117400569033775,0.257101747989743,72.019911627907,53.9585923076923,58.3109185185185,70.9861744186046,5.11238149343102,2.98239395393623,5.41534827490652,4.23187252531455,38.9252,28.7165,32.291925,42.079625,95.63025,68.9052,72.37275,88.998075,86,130,54,86
"ZNF20",0.864849373903061,0.154486403881322,0.0193473785589905,0.995290694761306,0.955083011650135,0.0976068725883866,110.186265116279,105.017744615385,127.651381481481,108.454337209302,4.96643991159678,3.74583029615494,7.20554678459131,5.75346966823401,84.121225,69.8223,89.068725,71.869525,133.316525,135.1253,160.873,124.68915,86,130,54,86
"ZNF670",0.990885087925673,0.000231139494496713,0.000190423594518818,0.938372591919536,0.986662384561762,0.00168670877217247,91.5056186046512,93.5973969230769,128.134177777778,95.979976744186,5.98822895771671,3.87778159611122,8.37236338087164,5.0884755949228,51.526575,64.835,81.811,56.293075,117.075775,112.8348,177.403025,117.5999,86,130,54,86
"ZFP37",0.121754021581668,0.0293826387346844,0.702973244182517,0.99516157599718,0.0655491799230723,0.0158681178210442,62.0704674418605,76.1153384615385,84.0878407407407,60.4026813953488,4.97063430119951,4.04058754356745,7.26472032206879,4.19391589372839,34.828625,33.2728,53.996,31.200875,72.7483,98.8735,115.76075,81.646825,86,130,54,86
"ZNF189",0,0.136966458303817,4.03303274265632e-06,0.0578071144505793,7.95127094166403e-08,0.999925463417812,349.967939534884,550.267104615385,412.845311111111,414.569302325581,14.4186038211897,18.0431625328011,19.0535696489796,16.0697970258453,276.59815,412.2765,311.03535,302.1159,390.47475,607.438,535.002175,489.9388,86,130,54,86
"ZNF434",0.086009900947233,0.00858180635144401,0.510034697760257,0.878873392397002,0.410526862962163,0.0572065856254911,334.745244186047,373.541290769231,400.000385185185,348.15341627907,12.0187549437963,9.23857218777433,22.7933414726712,11.2921823580123,250.339675,322.0221,304.002725,272.1481,392.00715,429.5775,428.993825,413.829625,86,130,54,86
"ZNF287",0.972214452444076,0.158280579752412,0.0456387161338627,0.999310390430832,0.940213512890844,0.197148803152662,106.773023255814,103.490507692308,126.428562962963,107.800839534884,5.5038958998805,4.29312522421337,8.09683596024065,6.55777036015156,73.44665,64.1628,75.165925,70.99835,120.1569,129.0138,176.135875,130.528375,86,130,54,86
"ZIM3",0.631643178986639,0.504850563461585,0.0589210014067926,0.989262582639093,0.831127545556275,0.342061607537959,0.364476744186047,0.00480307692307692,0.888881481481481,0.260618604651163,0.220289567285084,0.00338309874405981,0.607318630971688,0.183197944947162,0,0,0,0,0,0,0,0,86,130,54,86
"ZFP14",0.997485122886411,0.187747201282882,0.195102710493546,0.999003061372503,0.985684211098417,0.145781945041555,157.967006976744,160.182735384615,186.872285185185,156.185060465116,11.4299312327394,7.22312777223752,10.325365136299,6.2952674755413,90.46595,102.514,132.45155,117.396375,182.192975,202.8725,217.206275,183.609775,86,130,54,86
"ZNF473",0.00376378472423522,0.000206983500410596,2.22999396726209e-12,0.713278839859394,0.108312259114872,2.98575580703897e-06,356.634104651163,288.072298461538,461.248203703704,333.354358139535,15.8462017466471,8.22627872982908,26.8881600147667,17.5154968478338,231.135025,215.1782,320.1596,247.0016,426.401075,340.4255,595.687475,358.8158,86,130,54,86
"ZNF614",0.00324497147226366,0.692309072084201,0.00023727627836756,0.977199002326755,0.000617426752479222,0.881536300865971,323.789630232558,238.367812307692,357.469318518518,334.77571627907,19.7631169682183,10.9500346907607,26.1385953812349,23.991766582857,196.024425,158.5117,216.61385,200.306525,421.033275,302.4257,487.588,439.12435,86,130,54,86
"POGK",0.146661631590564,0.156587782013067,0.974806457096773,0.989903102441098,0.0674570673386408,0.0857449997725755,1762.20394186047,1994.91664,2048.62340740741,1725.28969534884,94.4517253907416,64.9096391346444,99.8765921256231,85.7446578450126,1199.995425,1545.9098,1440.489775,1311.9786,1924.27045,2199.5335,2571.2819,1945.16215,86,130,54,86
"ZNF514",9.43764720601203e-05,2.38660646800781e-10,0.00240227326509423,0.167927059151783,0.151024946271776,5.19547169486323e-06,132.892662790698,198.054584615385,259.763725925926,166.582958139535,9.73398421419653,8.91955096311066,22.5941433316232,8.71323877121183,79.27805,123.6491,158.250375,115.6021,156.32565,239.2143,295.28725,208.98505,86,130,54,86
"ZNF300",0.773401654765109,0.202801138412499,0.0187837520747224,0.602321398734124,0.978046714151384,0.0129002797865264,96.3774744186046,84.8107307692308,126.036374074074,79.9606093023256,12.8461441615273,5.84135413686434,14.9337743675475,5.72608360955657,29.8012,39.733,16.494725,35.2263,101.752575,115.3938,194.795325,113.3329,86,130,54,86
"RBAK",0.296655604682926,0.980197831505984,0.694832386669015,0.217144607647462,0.00073490976462609,0.160610764731384,532.174937209302,581.196335384615,545.691833333333,473.037325581395,23.4494231030896,19.1872071470999,27.2733781206977,16.0419274529267,373.02315,452.2427,365.941725,363.831225,663.38455,700.9868,694.62395,555.647075,86,130,54,86
"ZNF92",0.978649884518083,0.00236310966719955,0.00317969254624062,0.865362108669634,0.968939902023665,0.021863988831671,218.188158139535,224.379652307692,287.425422222222,231.436565116279,10.2423781150461,8.78871998633052,18.402732161051,13.7505833730554,157.084375,158.2601,188.40195,166.146375,267.927025,266.6412,387.8033,269.01085,86,130,54,86
"ZNF157",0.523508762691238,2.20106626258598e-08,0,0.829915473118383,0.973426886462238,2.69047006895562e-10,3.54287674418605,2.64487692307692,8.52335555555556,2.92772093023256,0.395924811256809,0.295961769057484,1.28435419304732,0.280018323804941,0.762375,0.629,1.99615,0.89625,4.697325,3.5088,12.654775,3.97405,86,130,54,86
"ZNF182",0.433602015044366,1.12352491310475e-07,9.66229513510442e-06,0.515969009687524,0.999999999998169,4.39885976277754e-05,141.572881395349,152.298336923077,192.701418518519,152.299562790698,5.04165801427129,4.96555422363873,8.39357116553425,4.05821274037269,104.431425,115.3588,154.400525,135.270575,166.1748,188.9512,236.492425,174.972475,86,130,54,86
"ZNF673",0.0208537897211928,0.000625410331357323,0.318650853589795,0.629581230449856,0.0001909254681145,6.35514568081419e-06,227.231844186047,265.119066153846,291.215596296296,210.060055813953,8.54052561875396,8.55944956984291,17.9044094556584,7.75172124864197,169.78005,198.9808,200.022775,174.3148,264.235725,316.8932,317.36825,245.337475,86,130,54,86
"ZNF41",0.0147366461886766,0.994728148735179,0.0238458804615176,0.383824393973235,1.6832737733119e-05,0.657036528467959,222.040572093023,192.645367692308,225.04662962963,239.101706976744,8.55478375437202,5.2477567259113,12.468824622342,6.34249282762443,166.57575,152.9327,163.2955,201.040075,261.237375,231.5298,289.8682,277.49205,86,130,54,86
"ZNF7",0.0270723340491155,0.383070771899644,0.000276405145675174,0.00247341209956697,0.697507860347299,2.10375046495459e-05,577.542755813953,510.340903076923,625.246903703704,484.297660465116,21.9604235955232,11.438210834624,34.9984026631448,12.9530658873365,416.83415,414.1273,430.83075,401.627425,681.75305,595.227,852.78735,555.136875,86,130,54,86
"ZNF214",0.319550025786168,3.32333404724494e-05,2.74313938231074e-09,0.542108852398888,0.00884706713623384,0.00363466411139035,21.045976744186,15.9413523076923,38.2310185185185,25.4117255813953,1.45483943660181,1.29980438810231,5.41205409573784,2.17466626893728,11.169325,5.1941,11.098025,9.281325,26.0939,20.354,50.4948,37.3957,86,130,54,86
"ZNF215",0.997582386349907,2.53226666713235e-06,8.7691067296447e-07,0.998998403370623,0.999984800944013,4.64699821201009e-06,44.0029976744186,45.1621953846154,83.3831962962963,44.9491837209302,3.56682870447732,3.59980404477933,10.0819175008435,3.31431101909983,16.317725,14.6492,21.023675,22.540475,57.740975,65.4852,134.222475,58.9702,86,130,54,86
"ZNF547",0.429867774352561,0.0112936269721806,3.15963746396752e-05,0.219573998731923,0.00186836848508054,0.495854134531438,34.8314418604651,30.9391215384615,44.7748851851852,40.2582558139535,1.70313068683499,1.45525680241473,3.34124951320187,2.08152144595786,21.637525,20.1268,25.64455,22.97915,46.800125,36.6656,52.8596,51.373425,86,130,54,86
"ZNF773",0.539086234957904,0.707458704945905,0.100510463685196,0.32762636186597,0.00817368486830794,0.975365539249429,114.251074418605,101.150964615385,127.345555555556,132.45741627907,7.71520218359339,3.89399520700189,15.7336738146079,6.89588116995613,79.8981,69.3012,61.7095,93.715025,152.362325,123.7855,150.60925,154.409525,86,130,54,86
"ZNF776",0.00734827396418036,0.00207685695622017,7.48263229155555e-10,0.521212663432392,1.92534703759017e-05,0.0795567298107083,344.950369767442,279.215278461538,436.3614,375.453486046512,17.4062180583411,7.83827883385782,26.1511702352869,17.8865342527434,240.038425,211.1676,271.282775,269.351775,431.9426,332.2535,515.811025,477.782625,86,130,54,86
"ZNF256",0.97327775659865,0.483883478338046,0.230452676499303,0.999537841114304,0.989589365170422,0.4255691282823,126.772848837209,122.246806153846,145.517348148148,125.516195348837,8.98116368953845,5.2735147010214,13.7195930987372,7.60324439266043,67.8655,76.5311,79.314075,84.622875,192.4891,148.9502,193.052475,148.385375,86,130,54,86
"ZNF599",0.0927749640944251,0.0109084214831481,0.543599706564394,0.360270769294663,0.949632709479196,0.339959626344785,82.5611813953488,96.9140430769231,106.457311111111,93.6014465116279,4.45338081826045,4.41383871074594,6.3080159027052,3.78161660041189,53.981775,62.0781,76.1272,71.97705,96.118975,117.5506,124.8602,114.178,86,130,54,86
"ZNF18",6.19092802134347e-07,3.63975317198006e-05,0.993927382906133,0.986393351876788,8.52986682398083e-08,9.14129727935808e-06,179.64346744186,252.517869230769,256.558677777778,174.632158139535,7.49142022683775,8.64128376430473,22.3912869595842,4.96896020794417,134.472675,168.8868,152.7946,152.98525,217.5701,318.5942,296.74935,211.796825,86,130,54,86
"ZKSCAN2",0.930022144361648,9.75468364750043e-07,1.91213058264861e-06,0.709884598388038,0.942583838205004,8.18365451870084e-05,125.20033255814,145.561561538462,349.375,164.508544186047,7.46441199637203,5.74377551761164,80.9862723144672,10.5386063916216,74.391525,95.2578,156.8255,98.933225,161.661375,195.2338,285.6327,193.8387,86,130,54,86
"ZNF689",0.978948304596168,0.000140796582229208,0.000159623486069571,0.999999992839264,0.978489426744996,0.000139383889975031,175.960430232558,181.073763076923,245.0323,175.922030232558,9.55663509314109,5.03819563353382,24.6161328446927,5.3893821864785,126.800825,149.9999,161.0313,143.9091,216.0322,211.4745,261.214525,211.5916,86,130,54,86
"ZNF19",0.999916738161034,0.0215624683094772,0.00967045495411334,0.491691725355346,0.372991821796612,0.355881260685635,40.9205697674419,40.7651230769231,50.0403962962963,44.8458604651163,1.61691844753986,1.38414164624078,3.83388033998643,1.78953326998669,28.689525,30.172,35.325725,34.254175,52.372975,52.5972,51.9238,57.4675,86,130,54,86
"ZNF230",0.890891146501791,0.14009738625658,0.0195253962280298,0.0255695496947204,0.000918743049851511,0.987172515056743,100.61348372093,95.6823876923077,119.105507407407,121.978176744186,5.26359155748444,4.14632401430392,6.63001528141172,5.83153614686244,65.069975,63.862,85.345075,83.295025,127.958875,113.0755,144.59945,139.3436,86,130,54,86
"ZNF222",0.511489992156239,0.610110791622456,0.0612632304919202,0.334742852429122,0.00743906729299282,0.994486284765657,69.0608930232558,61.7269415384615,77.1944592592593,78.8538186046512,5.23021060048388,2.73699411032861,4.27004300307828,4.3025602806924,43.419475,42.2892,47.7867,50.416375,80.90045,72.5569,94.294975,94.188025,86,130,54,86
