"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 14 (HNSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-BRCA CIMP c7","p-adj-Cluster 14 (HNSC)-BRCA non-CIMP c9","p-adj-Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-Cluster 14 (HNSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 14 (HNSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 14 (HNSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 14 (HNSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 14 (HNSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 14 (HNSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","count-BRCA basal-like c8","count-BRCA CIMP c7","count-BRCA non-CIMP c9","count-Cluster 13 (HNSC-LUSC)","count-Cluster 14 (HNSC)","count-Cluster 5","count-Cluster 6","count-KIRC-like c17","count-Low purity c2","count-OV-like c1","count-UCEC Serous c4"
"ZNF227",0.723925511040479,0.565305774127392,0.996245959185676,0.413758319380074,0.978673264699021,0.999897879721471,0.100924836565151,0.156650696561686,0.999999999999569,0.252315786604279,0.281613150672067,0.673458586535345,0.999997053203613,0.615378310295038,0.697224588255784,0.077241990585913,0.00870023666727737,0.999999999999829,3.66711550014998e-09,1,5.37972762892913e-07,0.237791992206761,0.849009460857002,0.999990603353547,0.9563149334617,0.999956058180944,0.986233708709773,0.999933500729873,0.2070584200309,0.429327894039601,0.999999974375916,0.492285861963498,0.983080990734226,0.99204122300956,0.486200172256101,0.996329427774502,0.875703762592905,0.999999532454719,0.989867952173474,0.976710718655587,0.299748756182848,0.825717226219288,0.124826311360601,0.797712952174626,0.644095935309289,0.97327826133168,0.0135997702118058,0.0297211020499485,0.00195483722896117,0.000141535637312007,0.000783944487859567,6.59916870126009e-05,0.00487530178480133,0.000442578169326024,0.0449489316782287,450.8494,304.74155,228.5192,277.190134285714,221.317653846154,261.853356060606,221.799716,175.3757,249.196730434783,319.3876,584.507,0,12.2212576642318,0,6.79606911263294,17.6198547209057,4.35475454649116,4.41643922072922,0,10.9473611530487,62.1748604659293,0,450.8494,270.6761,228.5192,196.240175,180.7802,187.5,162.095875,175.3757,170.8812,156.3518,584.507,450.8494,345.843625,228.5192,326.850575,269.7987,307.2964,261.425325,175.3757,284.3819,467.2442,584.507,2,24,2,280,26,660,350,2,92,10,2
"ZNF141",0.999999999904509,0.999999999897517,1,0.999999976836185,0.999999567918868,1,0.999998187643193,0.99981439137922,0.9999999981551,0.999965192183783,0.999995638534112,0.544219331020698,0.999831854970844,1.73485670273976e-11,0.0509976968620333,0.999692806841477,0.0890556563104257,0.996994320474277,0,0.00206252372027904,0.121732199051648,0.985694643808997,0.812120820359366,0.964272330875544,0.704551449857724,0.63592713818199,0.984289881795096,0.998063991855666,0.999999999560656,0.992612627764626,0.999998931795786,0.202403447975925,0.652229182881117,0.781614762221082,0.0339401688143323,0.934715487232912,0.999994295200721,0.969841812857962,0.999844304329885,0.80524071264326,0.756089630104125,0.999999999985512,0.999995299289895,0.994715009033896,0.999736099586227,0.999999990797192,0.999999999605504,0.999999999999788,1,1,0.999234237998286,0.991772786837778,0.94433448681256,0.999985411736326,0.999361333551556,55.4495,50.9995333333333,49.3601,47.9829614285714,43.3828,68.20917,75.6272371428571,100.5487,60.4878152173913,69.80334,45.8675,0,5.34010186552229,0,1.33568836601999,4.13701744401224,1.78929560425702,2.05341265468443,0,2.76578129824603,7.80588007026612,0,55.4495,32.041875,49.3601,33.70695,29.1044,44.0159,52.17715,100.5487,40.8602,50.8884,45.8675,55.4495,67.0819,49.3601,56.539825,59.9029,83.1085,94.934925,100.5487,72.45,92.2707,45.8675,2,24,2,280,26,660,350,2,92,10,2
"ZNF304",0.421565478733335,0.999976105660055,0.898753801540149,0.871005337949792,0.251549582817308,0.99903495308192,0.97585111286285,0.168437720585026,0.999992580936607,0.988215102807341,0.900477267549268,0.12021073713664,0.999565461779414,0.999676719947053,0.998187898955535,0.995804859004433,0.000131478043810196,0.999999998077032,1.79516174614314e-06,0.994114727263309,1.99597758210324e-07,0.999999538863557,0.770776797365605,0.999999999397582,0.990664245745914,0.999639880300205,0.994535092723512,0.999994552720001,0.843100052537874,0.513176482050207,0.998178308879184,0.999998418405236,0.972336181441318,0.997712438617699,0.00123465907134701,0.985757971296155,0.385978691995541,0.999999756718286,0.860141933244544,0.562276695250896,0.328059228076571,0.428582677642763,0.0194023847415984,0.721585395152751,0.718512835759108,0.999982317066544,0.0821161825607039,0.9910350221797,0.374477507927922,0.654794408861506,0.421252547181894,0.802129332158161,0.998059292099306,0.340259229035839,0.0784875783075291,165.7826,382.596483333333,236.7459,312.436911428571,282.763892307692,305.717488787879,255.842642285714,212.7892,318.851563043478,399.1657,97.053,0,39.2654190328802,0,8.49887492879566,21.7373569924694,5.08508757312708,5.54466006599749,0,11.8429095622589,53.1275313208761,0,165.7826,312.07285,236.7459,207.788475,162.9071,218.1818,195.872375,212.7892,232.1755,276.356,97.053,165.7826,442.215325,236.7459,378.74705,366.6667,374.2911,311.146275,212.7892,381.9355,541.268,97.053,2,24,2,280,26,660,350,2,92,10,2
"ZNF132",0.999999999919199,0.999928871346768,0.995537978280644,0.999999933091447,0.903819773587866,0.999965351379406,0.999999999715076,1,0.994630805691928,0.847332235620951,0.989203195325664,0.000641350678418307,0.999999993533929,0,0.000208322452715404,0.986469653481307,0.000508521597018863,0.999999975157086,2.53186360765767e-12,0.000166664086119983,0.999999419379371,0.99816802443049,0.952477998679751,0.999999973072706,0.996685872327463,0.946635369614649,0.999999999932349,0.999999999995375,0.716215439363167,9.79541325829558e-09,0.994920710408843,0,1.65936009377532e-09,2.69576636976465e-05,0.00026167835290769,0.999919775706154,1,0.99999789247618,0.999656142380196,0.999988735291599,0.999994545028162,0.401767246034306,0.360460281311158,0.990739477044918,0.0041964956600038,0.999969495035469,0.999931989768014,0.98243903821388,0.990242799754174,0.999948512405526,0.693597493604139,0.671154810839391,0.927073903461368,0.198975496982799,0.999337861161895,40.7384,35.879975,67.6417,49.9722142857143,35.2403384615385,74.9113963636364,75.9847388571429,79.5036,98.985152173913,42.86024,16.1755,0,3.27778836280096,0,1.89730510368477,2.90906958326529,1.73517472546289,2.4938749495655,0,5.74973113873998,6.14209011752695,0,40.7384,24.3942,67.6417,27.823925,24.2849,40.7173,38.9305,79.5036,58.2685,23.9722,16.1755,40.7384,46.857875,67.6417,63.7385,47.441,101.7081,105.941025,79.5036,118.7215,61.0848,16.1755,2,24,2,280,26,660,350,2,92,10,2
"ZNF20",0.999975244011496,0.999979351154376,0.999999999457951,0.999984573330666,0.999999999874202,0.999999992926282,1,0.896374190887566,0.999425251319779,0.652688267772423,0.999990123109264,0.999999989284408,0.99999998053423,0.999999988342019,0.680513673494064,0.996546757355327,0.964552280571581,0.99999999888561,0.00453576819499024,0.0169846310284154,3.11411549279716e-05,0.999999999909493,0.999999739582749,0.999999148377167,0.999999908348371,0.999999988429369,0.999999959428058,0.99961423318185,0.999641548203848,0.999982895751089,1,0.966660892248465,0.275490965467086,0.890360687136744,0.963300298653652,0.999984858375809,0.999999829602866,0.999998787709743,0.999999462244993,0.999999519136521,0.999505639613015,0.999999893618105,0.959403958039546,0.999999999981448,0.999097182622052,1,0.999996597072525,0.999995145226154,0.999998289388777,0.999999999946691,0.999999044139386,0.998733216686371,1,0.999913542377898,0.999999994952109,86.2862,103.845941666667,109.6892,102.387975714286,84.9823692307692,101.616108787879,115.743234285714,92.9179,109.103952173913,97.29902,89.5967,0,9.41516247624881,0,2.50307819514476,10.038040201205,1.56691510527232,2.41218034051149,0,5.06584232011218,9.99355831471009,0,86.2862,76.485,109.6892,72.5236,35.4509,74.4824,83.4375,92.9179,77.83,69.9315,89.5967,86.2862,134.6498,109.6892,124.023775,109.3486,120.5594,139.456425,92.9179,121.7959,120.8879,89.5967,2,24,2,280,26,660,350,2,92,10,2
"ZNF670",0.997849223939908,1,0.997815004155607,0.999730867335335,0.999564458567198,0.999724822344362,0.999999956678573,0.862963053649493,0.999999954061052,0.928055208562115,0.999420539215972,0.999972448728761,0.999408828426397,0.999921798796773,0.81539368842853,0.999994575797393,0.877829881124823,0.999994377439413,0.501015801964915,0.999939100912359,0.032812069617975,0.999993008575602,0.8872901503045,0.999993179998905,0.944115377332356,0.997015568878206,0.925025434948592,0.985625602420378,0.999910705340378,0.99714342215478,0.999908400960105,0.999996018318624,0.990269305283573,0.998147464977284,0.994432821570645,0.963628710153696,0.0968249633346576,0.000718676131467144,0.0963944457455852,1.37231935715132e-06,1.00287546522804e-06,2.21384491727594e-06,4.73796514244285e-08,0.0132372086930794,1.54135607666195e-06,0.99482630208539,0.99999518971168,0.994774251851323,0.999754930697779,0.990521750052646,0.999892664061784,0.996750729402468,0.914560989688954,0.999422463429297,0.851067811381848,65.8774,99.8662,65.8135,91.6985735714286,76.5552384615385,93.9645018181818,82.840984,41.3107,88.9152673913044,182.01472,117.2524,0,10.8793849409517,0,2.68413218989038,4.90069733025218,2.20687643206178,2.14865696360412,0,5.15568202204536,26.0792228754139,0,65.8774,61.509,65.8135,56.556425,58.2088,58.0321,54.6219,41.3107,58.9962,145.2573,117.2524,65.8774,122.410375,65.8135,112.1468,87.3462,113.5042,102.184275,41.3107,115.1302,203.8608,117.2524,2,24,2,280,26,660,350,2,92,10,2
"ZFP37",0.98809645622277,0.999999999998229,0.971588935992621,0.856931264042817,0.889974770317708,0.777079948614678,0.794695745970762,0.866367050930511,0.704927324122088,0.999937841093972,0.975011266430877,0.999999987254582,0.946253658684916,0.00363721780043702,0.613072004291901,0.988735296617192,0.999999999748177,0.972021522602782,0.000189250766955196,0.330120574576112,0.958118397735708,0.999999999999871,0.995089092263701,0.999999999174637,0.909339141646243,0.858589447441704,0.988577618370046,0.995566759488974,0.972072158809516,0.99999984617539,0.941496634028166,0.527239693259981,0.811869492828247,0.999999998821155,0.997045811843618,0.986866239150392,0.999999999933277,0.70461178948769,0.999999961601952,0.0407745248437854,0.0559383688853012,0.345048131445371,0.54934231489299,1,0.369053568579856,0.999933983418131,0.99999995074919,0.999725636006825,0.99949615687736,0.997758018558205,0.999999383042238,0.999999988427797,0.999984497577907,0.999998776304651,0.999897999537237,17.2572,52.83255,12.7971,67.0917371428571,72.4680307692308,55.0923518181818,51.2881891428571,21.0451,56.0438195652174,22.21814,43.6517,0,7.56786078579358,0,2.48063571813914,7.54062282389657,1.73917466929665,2.13580362837346,0,4.34307959095847,7.02270727463103,0,17.2572,28.00705,12.7971,33.194075,33.8669,22.5694,17.21995,21.0451,24.5959,8.8259,43.6517,17.2572,70.805175,12.7971,91.454225,105.9942,69.4275,73.834575,21.0451,68.8705,18.6646,43.6517,2,24,2,280,26,660,350,2,92,10,2
"ZNF189",0.999948491595159,0.999293428240489,0.832203676725736,0.999999876389791,0.995072369879366,0.931095195029801,0.997444631887996,0.998769892860524,0.617078161989857,0.469510436092889,0.999904717705429,1,0.785129831678943,0.0507945998504314,0.986567134696811,0.999998962853335,0.999580966170484,0.904523810164123,0.999818128760739,0.652703073763121,0.23509621491403,0.999972548770077,0.99999999985129,0.953951647309308,0.999994804741249,0.999999999799617,0.99999999992794,0.99999908161697,0.999953156370409,1,0.818144503578279,0.855164329964418,0.98478664674122,0.999999979438467,0.979406820031143,0.999999999246903,0.999999984373046,0.999906779005322,0.967632493767462,1,0.967074926416645,0.99934020015342,0.999999987285105,0.999995367615668,0.999854112227581,0.968408371850711,0.986094852760128,0.568025479346479,0.915672472821973,0.999082750714337,0.983407931204731,0.939426458225414,0.999696616947507,0.979949533190681,0.943441499877615,541.1981,444.031841666667,717.5503,491.247652857143,390.817507692308,441.266761515152,479.103639428571,417.7839,447.793306521739,497.01772,257.4784,0,44.594410096023,0,10.9308955109425,37.6010979860695,6.87805844789166,16.4667014494163,0,18.3152633636733,63.2515820298711,0,541.1981,316.38345,717.5503,375.175275,273.052,309.7826,322.99265,417.7839,322.5913,357.2407,257.4784,541.1981,531.5589,717.5503,572.04615,466.3538,517.7105,558.274875,417.7839,524.5606,617.2773,257.4784,2,24,2,280,26,660,350,2,92,10,2
"ZNF434",0.35640800989431,0.760563649982803,1,0.732654412652956,0.576598060557015,0.999792820216132,0.576139615103267,0.999079603732323,0.999999117844706,0.994771041348723,0.62159580115801,0.877548316309749,0.999979667737588,0.894517648320422,0.999992666745869,0.521273580447605,0.990259182466762,0.999998845412685,0.224489525736192,1,0.913726767341678,0.523124554415948,0.999983033093238,0.99999978272607,0.983778610901227,0.998784316868312,0.994541631293785,0.998411511792063,0.776324274193213,0.558454410268746,0.999610014208899,0.999999816865697,0.988903619462914,0.955467374984663,0.535192867168987,0.978281156498172,0.496189820581681,0.999999999751321,0.999999999922652,0.983919729195592,0.999996162486554,0.998953726993314,0.999985752771302,0.999956447413832,0.97385253013442,0.999999998315663,0.553872473226425,0.87238007637001,0.889955044526595,0.770184795705642,0.8126970249318,0.728776556816076,0.672854955711127,0.915311446460606,0.688957698440609,491.6897,310.782766666667,305.3016,356.237841428571,334.820223076923,344.845061515152,334.631475428571,270.4683,360.351204347826,317.38582,470.4188,0,22.0203400208964,0,6.0057190603981,26.0148704202065,4.21446739350995,4.53420790394539,0,11.2571066131459,26.5134103641275,0,491.6897,233.577725,305.3016,286.2704,230.6112,274.0668,279.2797,270.4683,278.5388,259.9096,470.4188,491.6897,387.64195,305.3016,411.76425,413.9234,398.1057,371.508825,270.4683,434.3558,366.5087,470.4188,2,24,2,280,26,660,350,2,92,10,2
"ZNF287",0.8915535265409,1,0.915105238092567,0.970328906257048,0.987204659742571,0.979603723256865,0.999846977687647,0.411367040752231,0.999937626583319,0.629757664042067,0.966767278339762,0.989949593768886,0.976931919335356,0.999999999551642,0.545566127419741,0.99984326081372,0.0530625229605431,0.999938007123159,4.76480932298795e-06,1,1.44818390612755e-09,1,0.867469730272533,1,0.959682767991676,0.999686083457923,0.955202952378487,0.999671462121728,0.830334654302866,0.999999981212071,0.862486807338001,0.278167752593719,0.0462550579942149,0.232590576433896,2.26488084953402e-08,0.798638051902254,0.922368320429456,1,0.940183767353206,0.999661631005297,0.80257945476466,0.999776034942751,0.583003443428443,0.903783649678818,0.999999998975845,0.998819560577248,0.999998736061841,0.999272566886539,1,0.999993280600988,0.999999999999135,0.99998607696262,0.998234323987693,0.999990193019162,0.999999346102213,54.3178,112.976025,56.6728,100.606522857143,79.6144153846154,101.265800606061,78.8283194285714,52.223,116.06582173913,112.72082,97.7177,0,9.28932791253898,0,2.79288148384992,8.25027822914279,2.03199889466931,2.55966435791986,0,6.49730618209712,14.8847889638069,0,54.3178,77.957975,56.6728,68.36595,59.4672,66.0258,41.889825,52.223,74.9543,80.8799,97.7177,54.3178,145.9946,56.6728,124.537225,95.5121,130.8677,109.86195,52.223,146.4825,115.6556,97.7177,2,24,2,280,26,660,350,2,92,10,2
"ZIM3",0.999999999620056,1,0.999999999620056,0.999999742056646,0.999982583322181,0.999999742056646,1,0.999995535776686,1,0.981855524539356,1,0.999999127901225,1,0.174156927338921,0.9999999893443,1,0.999976563561669,1,0.124075977601799,1,0.999983461653211,1,0.999999999620056,1,0.999999742056646,1,1,1,1,0.999985425206969,1,0.672314981727731,1,0.999999700975012,1,1,1,0.999999716307501,1,0.999555092122824,1,0.999999999895225,1,1,1,1,0.999999999620056,1,0.999999742056646,1,1,1,1,1,1,0,0.144216666666667,0,0.269263571428571,0,0.054849696969697,0.0161868571428571,0,0.0119782608695652,0,0,0,0.0703913783594482,0,0.130577116535123,0,0.0290529622414691,0.00491761147885034,0,0.00842324296457971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,2,280,26,660,350,2,92,10,2
"ZFP14",0.684688664386611,0.777090524122552,0.999990890121079,0.629689136167227,1,0.999988521252084,0.113320400906346,0.281969341310208,0.999994945318182,0.0216010433712448,0.661844981801415,0.999999999945545,0.99997220417372,0.999992506468316,0.008450616119973,0.366855014385727,0.973610768051866,0.999999999954464,0.0411297539955542,0.491563908550816,0.000348763315381473,0.593562282333009,0.998629108926651,0.999999977063184,0.99823755839704,0.999999999998632,0.997186658635827,0.999985541870411,0.595319046437844,0.999999997853192,0.999996896355734,0.99999951864041,0.0909935561813378,0.99975822361213,0.737892535047915,0.999110402682113,0.963725397952971,0.992492277620862,0.995739185584524,0.97352076867776,0.0901807910505897,0.985269300976335,0.579518626321621,0.959044176854044,0.957072892903777,0.55581282380163,7.54172304715528e-05,0.00417156680972075,2.97971032828803e-05,3.58571171643618e-07,3.63845607321833e-05,4.13426420675655e-06,0.00137299925455103,2.60441489865482e-05,0.0023452934410283,288.2806,168.917283333333,138.0256,168.545394285714,109.071,171.478126363636,146.608873714286,115.3582,164.828956521739,202.5862,465.544,0,17.2294894902792,0,5.75694938369039,12.9845613446005,3.40503814129546,3.53750904357571,0,7.49000396635978,26.6018556760572,0,288.2806,111.1172,138.0256,104.632425,71.0692,117.9259,101.235,115.3582,111.9266,147.8827,465.544,288.2806,217.555675,138.0256,212.27055,137.1882,210.1116,187.5581,115.3582,220.8122,251.0777,465.544,2,24,2,280,26,660,350,2,92,10,2
"ZNF473",0.0832188368137239,0.999967006454708,0.460007637779931,0.854285604701113,3.40820995499147e-05,0.998946390328902,0.906687709347583,0.00411919839788621,0.999639033905882,0.999999990766561,0.955408044703155,6.27815260889619e-08,0.999977882236157,0.11240087313789,0.999412166500294,0.999408617269951,0,1,3.65152352799214e-13,0.164762615016454,5.07394793958227e-08,0.999999964944433,0.0255773538074771,0.998782090737286,0.603935495135822,0.700110920473749,0.796797500988957,0.983122575139423,0.99742663423085,5.91188320520075e-10,0.999999999980939,0.00132985395338259,0.612536097755919,0.215054581628284,0.997405251421851,0.961696124350964,0.577199528514597,0.865412199624215,0.958832048135513,0.951102072603719,0.961987047604721,0.605768750793587,0.0373678716319757,0.324716090356702,0.135746415904921,0.999847107504838,0.561964634205939,0.999999999998378,0.999805325536664,0.999946855895775,0.999998850121932,0.999999999800259,0.99680699364154,1,0.980382178238751,163.5193,451.301216666667,237.66,314.843238571429,308.312492307692,287.972752424242,235.70668,127.0499,249.876239130435,372.18556,251.0525,0,39.5866638972087,0,7.45820532572427,24.3030887454027,5.51448104750131,5.62574694152371,0,9.37521766894063,52.5394805469166,0,163.5193,308.8287,237.66,222.5205,217.4914,189.8806,164.9335,127.0499,177.4856,272.3127,251.0525,163.5193,504.9065,237.66,399.8495,396.8553,343.5504,282.199725,127.0499,308.8893,519.8192,251.0525,2,24,2,280,26,660,350,2,92,10,2
"ZNF614",0.902747728972836,0.999999973714614,0.985193978271005,0.978459155337605,0.977814449547963,0.998969550510902,0.999545750148611,0.627249571691837,0.9999991494229,0.914146846271217,0.943042619238385,0.999913790362061,0.994571463455707,0.762056289783084,0.498792026755002,0.918915447425247,0.999999723746043,0.990074254748501,0.389674116667018,0.327043905161205,0.998333982434574,0.999999977575608,0.984616889362928,1,0.998902177924191,0.999999014800276,0.994302550147397,0.989637355314937,0.876478508827135,1,0.979367466190931,0.429262532441408,0.224680327343541,0.965681060235,0.999651969602021,0.978598454889057,0.999188173379917,0.962525788265492,0.999995676692798,0.999672881032261,0.9999999992038,0.986500351231777,0.962350889748788,0.99999514353172,0.902292795617103,0.999999999265719,0.774022627246599,0.999995489717647,0.918019690930297,0.99454700657934,0.839090242607778,0.795142081479055,0.999995880826459,0.728441575210238,0.992686322601331,74.1212,319.091658333333,133.4552,262.423307142857,195.578892307692,290.468056969697,303.17808,132.5061,321.998708695652,211.08278,32.7942,0,26.3699977475493,0,10.8250881008142,23.5611832308135,7.56347589741442,12.5825835361244,0,38.1315036088076,39.1897040686363,0,74.1212,243.890125,133.4552,159.705625,69.9334,176.1711,175.9505,132.5061,166.2835,126.8036,32.7942,74.1212,394.942425,133.4552,306.4991,268.1243,345.2277,381.249325,132.5061,330.5648,313.1853,32.7942,2,24,2,280,26,660,350,2,92,10,2
"POGK",0.999995998111367,0.999999899942132,0.998366059870068,1,0.826594808055172,0.999998723124297,0.999872699800602,0.112558944869659,0.999999994003741,0.453023489310569,0.999999969236805,0.252170718354772,0.999999999828461,0.342605153502382,0.9321520103065,0.999999997637515,0.40623277788768,0.999999995721576,0.880552442177296,0.855618293565902,0.999842951537233,0.996215253803213,0.77804105278371,0.999869675142915,0.958445040611137,0.999859515634691,0.990128154277202,0.985044648354257,0.999591834757663,0.00560561657210457,0.999999893282449,0.000844803113953629,0.999999993579661,0.0714211671911511,0.0355574449164869,0.999936879275945,0.999993032480516,0.999999999998388,0.998266994803238,0.97550010597984,0.407073374549848,0.770862479350409,0.85425077639949,0.80087501548942,0.168923516797337,0.276123242814833,0.0943549806401118,0.134687982998593,0.0131139876558081,0.00178605943050325,0.00512500812859973,0.0066725260068542,0.0180779148931067,0.000811937757277614,0.157900762404358,2038.3337,2279.30345833333,1814.4424,2020.78649642857,1690.98687692308,1897.71520787879,1929.74412628571,1339.8703,1653.36026521739,2307.09762,3843.3415,0,161.688428338614,0,47.3761598037171,262.83784995487,26.6899084858918,34.9393846076646,0,53.1412800987405,192.068510739776,0,2038.3337,1827.24475,1814.4424,1498.2417,1072.0995,1419.4476,1441.3144,1339.8703,1268.3659,1802.5149,3843.3415,2038.3337,2709.622475,1814.4424,2278.852175,1741.9172,2215.454,2332.222275,1339.8703,1965.2893,2328.9902,3843.3415,2,24,2,280,26,660,350,2,92,10,2
"ZNF514",0.999999999549897,0.999999929844362,0.999999995389593,0.999999056879461,0.675360346094144,0.999141374407873,0.96184095172851,0.00397698424029214,0.806288612025322,0.0273770951713481,0.999999038340348,0.643133816570476,0.999126092464592,1,0.0204844973413132,0.999998607720952,0.626400952981564,0.998979408023775,0.999999999963661,0.0298734911175547,0.999999999750307,0.999039732453358,0.964881008892429,0.987811075231798,0.999469096622481,0.999999999125585,0.999459332992132,0.999555203622111,0.999974454983874,0.405616362735819,0.996139650653593,0.995995014904079,0.242241113639596,0.992574749870722,0.997848275039188,0.999944437787792,1,0.999999929676386,0.999999558784217,0.997474900252363,0.203368235009499,0.997255641505258,0.996469598809697,0.990424290986577,0.974080255465333,0.999628357957771,0.999027132504953,0.999997061698464,0.9325952157834,0.389827702382621,0.931719512269055,0.927450861083296,0.885788182960884,0.875541966597634,0.997318869337137,255.7465,272.786416666667,294.3327,220.010155,131.489315384615,220.011461212121,218.568650285714,149.6539,204.907315217391,258.25956,350.986,0,38.0151024051129,0,7.6723667548268,15.7247053105181,5.11493049887799,6.17632410205031,0,12.4541341303875,35.8013686546671,0,255.7465,160.5985,294.3327,135.042675,60.9896,134.6637,128.12655,149.6539,121.8274,177.8993,350.986,255.7465,310.759325,294.3327,276.7661,186.339,273.6249,268.554875,149.6539,256.921,327.6873,350.986,2,24,2,280,26,660,350,2,92,10,2
"ZNF300",0.999853808223225,0.999999999923172,0.998444833455731,0.999999881737806,0.972720596354766,0.999983247315283,0.999999678802866,0.999012879373915,0.999973206371831,0.999999999867346,0.999921762809274,0.999999992432787,0.998916143977257,0.0726634771668753,0.997503349080307,0.999997044528305,0.998784361656479,0.999880267872234,0.989901826880866,0.99999997286661,0.658529051392973,0.999999985145528,0.994514322329961,0.999999999997835,0.999833101316018,0.999776596491352,0.995706799045046,0.999247500233686,0.999822756198814,1,0.998108347002618,0.486944261483076,0.993542359500919,0.999998482130667,0.913786413316578,0.993357825213723,0.999986563607307,0.999999991375199,0.999741311157265,0.999977480514206,0.999999214906784,0.999999999981827,0.999999972117521,0.998788522528358,0.99999998133558,0.999987536908617,0.951529971927363,0.999999562211735,0.993452026586301,0.992920912033114,0.955355801934732,0.984277358922526,0.999999985127858,0.942748950446603,0.982731821805006,63.0879,110.8331,48.4461,84.9035635714286,88.0747846153846,106.001414242424,93.4541188571429,38.1929,110.448419565217,101.96498,13.2949,0,27.6068728187188,0,3.60952578176311,12.9890474269549,4.03729679511195,5.21249560292987,0,10.9986701304998,42.2923385475242,0,63.0879,23.5635,48.4461,39.37415,41.4269,42.4942,19.992325,38.1929,44.164,27.8041,13.2949,63.0879,139.63505,48.4461,123.460525,95.2507,139.5343,132.977775,38.1929,127.1961,82.0847,13.2949,2,24,2,280,26,660,350,2,92,10,2
