"gene","p-adj-BRCA CIMP c7-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA basal-like c8","p-adj-BRCA non-CIMP c9-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA basal-like c8","p-adj-Cluster 13 (HNSC-LUSC)-BRCA CIMP c7","p-adj-Cluster 13 (HNSC-LUSC)-BRCA non-CIMP c9","p-adj-Cluster 14 (HNSC)-BRCA basal-like c8","p-adj-Cluster 14 (HNSC)-BRCA CIMP c7","p-adj-Cluster 14 (HNSC)-BRCA non-CIMP c9","p-adj-Cluster 14 (HNSC)-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-BRCA basal-like c8","p-adj-Cluster 5-BRCA CIMP c7","p-adj-Cluster 5-BRCA non-CIMP c9","p-adj-Cluster 5-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 5-Cluster 14 (HNSC)","p-adj-Cluster 6-BRCA basal-like c8","p-adj-Cluster 6-BRCA CIMP c7","p-adj-Cluster 6-BRCA non-CIMP c9","p-adj-Cluster 6-Cluster 13 (HNSC-LUSC)","p-adj-Cluster 6-Cluster 14 (HNSC)","p-adj-Cluster 6-Cluster 5","p-adj-KIRC-like c17-BRCA basal-like c8","p-adj-KIRC-like c17-BRCA CIMP c7","p-adj-KIRC-like c17-BRCA non-CIMP c9","p-adj-KIRC-like c17-Cluster 13 (HNSC-LUSC)","p-adj-KIRC-like c17-Cluster 14 (HNSC)","p-adj-KIRC-like c17-Cluster 5","p-adj-KIRC-like c17-Cluster 6","p-adj-Low purity c2-BRCA basal-like c8","p-adj-Low purity c2-BRCA CIMP c7","p-adj-Low purity c2-BRCA non-CIMP c9","p-adj-Low purity c2-Cluster 13 (HNSC-LUSC)","p-adj-Low purity c2-Cluster 14 (HNSC)","p-adj-Low purity c2-Cluster 5","p-adj-Low purity c2-Cluster 6","p-adj-Low purity c2-KIRC-like c17","p-adj-OV-like c1-BRCA basal-like c8","p-adj-OV-like c1-BRCA CIMP c7","p-adj-OV-like c1-BRCA non-CIMP c9","p-adj-OV-like c1-Cluster 13 (HNSC-LUSC)","p-adj-OV-like c1-Cluster 14 (HNSC)","p-adj-OV-like c1-Cluster 5","p-adj-OV-like c1-Cluster 6","p-adj-OV-like c1-KIRC-like c17","p-adj-OV-like c1-Low purity c2","p-adj-UCEC Serous c4-BRCA basal-like c8","p-adj-UCEC Serous c4-BRCA CIMP c7","p-adj-UCEC Serous c4-BRCA non-CIMP c9","p-adj-UCEC Serous c4-Cluster 13 (HNSC-LUSC)","p-adj-UCEC Serous c4-Cluster 14 (HNSC)","p-adj-UCEC Serous c4-Cluster 5","p-adj-UCEC Serous c4-Cluster 6","p-adj-UCEC Serous c4-KIRC-like c17","p-adj-UCEC Serous c4-Low purity c2","p-adj-UCEC Serous c4-OV-like c1","mean-BRCA basal-like c8","mean-BRCA CIMP c7","mean-BRCA non-CIMP c9","mean-Cluster 13 (HNSC-LUSC)","mean-Cluster 14 (HNSC)","mean-Cluster 5","mean-Cluster 6","mean-KIRC-like c17","mean-Low purity c2","mean-OV-like c1","mean-UCEC Serous c4","SEM-BRCA basal-like c8","SEM-BRCA CIMP c7","SEM-BRCA non-CIMP c9","SEM-Cluster 13 (HNSC-LUSC)","SEM-Cluster 14 (HNSC)","SEM-Cluster 5","SEM-Cluster 6","SEM-KIRC-like c17","SEM-Low purity c2","SEM-OV-like c1","SEM-UCEC Serous c4","Q1-BRCA basal-like c8","Q1-BRCA CIMP c7","Q1-BRCA non-CIMP c9","Q1-Cluster 13 (HNSC-LUSC)","Q1-Cluster 14 (HNSC)","Q1-Cluster 5","Q1-Cluster 6","Q1-KIRC-like c17","Q1-Low purity c2","Q1-OV-like c1","Q1-UCEC Serous c4","Q3-BRCA basal-like c8","Q3-BRCA CIMP c7","Q3-BRCA non-CIMP c9","Q3-Cluster 13 (HNSC-LUSC)","Q3-Cluster 14 (HNSC)","Q3-Cluster 5","Q3-Cluster 6","Q3-KIRC-like c17","Q3-Low purity c2","Q3-OV-like c1","Q3-UCEC Serous c4","count-BRCA basal-like c8","count-BRCA CIMP c7","count-BRCA non-CIMP c9","count-Cluster 13 (HNSC-LUSC)","count-Cluster 14 (HNSC)","count-Cluster 5","count-Cluster 6","count-KIRC-like c17","count-Low purity c2","count-OV-like c1","count-UCEC Serous c4"
"ZNF546",0.973060687810056,0.996501691835182,1,0.987942655831128,0.99995573926962,0.999999994627186,0.712245187891461,0.867966116676268,0.99996830883245,0.132393591392031,0.9928057976943,0.998699794512499,0.999999914297178,0.999629416393564,0.0512816549142191,0.973759411939743,0.999999999661643,0.999999999997402,0.990049727378134,0.329812101231727,0.531646343162889,0.992950397633102,0.999999999716229,1,0.999999645673317,0.999996610155677,0.999997705489495,0.999999994800193,0.999976385045927,0.399293428440614,0.99929349617047,0.0260981895110207,0.000366621538322676,0.050558131434487,0.00100948283178881,0.997603879224569,0.998204688765394,0.99992245372925,0.99999965072042,0.999999753381909,0.728220699295145,0.999999999578037,0.999930049327529,0.999994953589446,0.998210286612086,0.975131336946953,0.0988829327834372,0.478330857015421,0.118325812525934,0.01333644001033,0.141293276064422,0.0838770241814013,0.416391947926059,0.420287252013906,0.288402972077933,76.9503,46.9812666666667,45.7038,51.0367242857143,32.2041615384615,52.7530557575758,48.1811354285714,42.8696,64.2071956521739,54.60554,117.2169,0,3.65502888199431,0,1.91759182169453,4.32269631894466,1.33966946221826,1.40988647198107,0,4.07322790775614,3.27127470734778,0,76.9503,33.963725,45.7038,29.48575,19.5793,32.8796,29.289325,42.8696,38.3457,49.6267,117.2169,76.9503,64.7224,45.7038,69.5422,33.4467,64.8845,62.798925,42.8696,75.9259,54.7231,117.2169,2,24,2,280,26,660,350,2,92,10,2
"ZNF286A",0.999178187821893,0.978940500323739,0.307013998835908,0.999999919962102,0.76840496473738,0.617644918788711,0.999999984247406,0.150542644535874,0.944644772024422,0.642830656882621,1,0.122833959509412,0.812898364560176,0.0870739269255809,0.996484939289237,0.999967181050722,8.59063334476273e-05,0.986603244285975,0,0.992804519203737,3.06994364374091e-08,0.995637229363582,0.513213247916765,0.999999996237589,0.822870895334859,0.990573364004345,0.942805260476557,0.999043477616754,0.999999957411673,0.0172961797627746,0.940219330004509,0.0172504832166626,1,0.723047203469574,0.821358918640869,0.989989225332245,0.997192096118376,0.999999748334247,0.281350169432485,0.878553238426148,0.306000139388871,0.431372813481901,0.0157987514813391,0.470403170543223,0.145151650667525,0.996706678961565,0.999992444886093,0.503940087290584,0.993357924247444,0.888854609922458,0.956351985694153,0.68634229721232,0.666661867989216,0.861300266351778,0.999999938826992,270.1747,363.194316666667,81.3528,303.833503571429,240.669515384615,270.664695454545,207.342134857143,116.1377,238.381884782609,383.26368,419.0117,0,42.4112862352314,0,8.48732663224884,18.8136253236733,7.02201763031861,5.92629915822685,0,10.746741102752,57.0892727722756,0,270.1747,231.6159,81.3528,196.69695,164.3588,160.1157,134.59145,116.1377,162.7854,276.1667,419.0117,270.1747,488.17785,81.3528,370.732425,277.9874,321.8971,241.419775,116.1377,301.4336,516.8752,419.0117,2,24,2,280,26,660,350,2,92,10,2
"ZKSCAN4",0.999641297655038,0.956750194423108,0.990797096325048,0.969564245792802,0.82067179972152,0.99993083516187,0.933655015937889,0.765930967306121,0.999998945622278,0.999736732907194,0.999817034767748,0.999999964580469,0.97909082863521,1.49529577275764e-07,0.131062979475967,0.998454571310736,0.999999611610765,0.994363169288152,0.0131213717074067,0.532196278552228,0.610300395765304,0.993776647563308,0.999859765182858,0.999999906146866,0.999999999551955,1,0.999456673117873,0.999957814687404,0.999785053407338,0.999999998964323,0.982584331916234,0.0252045430363587,0.287852193450886,0.999999999992596,0.994030594451838,0.999597312833129,1,0.970972387920787,0.848905443228178,0.225089772730492,0.205403889974289,0.962581496145426,0.808972811440263,0.973959759081616,0.965748780188656,0.997038758329395,0.612126048580832,0.419145572056015,0.226066987645729,0.174152677002441,0.614252841397671,0.47805939794111,0.643601257252679,0.614213976657241,0.964702344559965,156.7296,132.508766666667,96.8921,116.378717142857,109.860561538462,135.103626969697,129.144057142857,110.6815,134.511008695652,153.76742,198.7591,0,6.76052835084898,0,2.15624175983708,7.10353700406316,1.76195489851832,2.67434640034671,0,3.38977472426351,17.6332368803084,0,156.7296,108.4427,96.8921,85.00835,96.3275,103.2917,99.680975,110.6815,118.2325,112.4803,198.7591,156.7296,153.520175,96.8921,139.7374,111.0223,164.0489,157.2635,110.6815,158.716,181.2638,198.7591,2,24,2,280,26,660,350,2,92,10,2
"ZNF643",0.999715988672953,1,0.999483371674693,0.999557029286687,1,0.999206098798609,0.999989304378559,0.999970789397654,0.999973871147112,0.99918746505107,0.999837120795086,0.999999991453842,0.999682479380725,0.999219734989557,0.999978703751747,0.99999627851377,0.99557799737135,0.999989508933273,0.184172421666971,0.999999990251518,0.344234473649458,1,0.999901233883447,0.99999999999936,0.999841961021562,0.999997908689405,0.999950423072017,0.999999461212242,0.9999892285274,0.999658298020862,0.999973105215945,0.925444372599679,1,0.992396012403765,0.999999714315972,0.999997989363437,0.013949180450636,1.32991917811687e-07,0.0117434370161092,2.14192663605672e-10,5.77645831167928e-09,3.52003981518578e-11,2.32369679054045e-13,0.0182012239336117,2.48419063098027e-11,0.911257302819449,0.961234779374987,0.897433804321071,0.952802462243777,0.896190429910862,0.930341090324895,0.839629686669561,0.930494904674322,0.873306086663861,0.863846986092743,24.6128,63.1196166666667,21.9378,63.6363257142857,51.5570538461538,59.45378,47.9230714285714,28.8396,50.8771913043478,224.90276,133.8356,0,9.10427733650839,0,8.3498143069436,5.58918055772106,1.58225220007955,1.61078583888933,0,3.38849894382414,63.2361153589856,0,24.6128,37.800675,21.9378,29.05255,29.9194,34.52,29.1915,28.8396,30.4311,66.4495,133.8356,24.6128,70.017025,21.9378,67.21815,73.4831,73.2336,60.542775,28.8396,60.5023,417.4913,133.8356,2,24,2,280,26,660,350,2,92,10,2
"ZNF642",0.997782134983992,0.999999521723925,0.999998390471776,0.999741751844428,0.999435642371608,0.999999998925112,0.999999507192036,0.938025034900652,0.999999999980494,0.985573123330618,0.999928725051436,0.988342967596988,0.999999999998517,0.996996064606705,0.998843344174351,0.999959563487535,0.977504755233645,1,0.98506214911641,0.999762861440382,0.99999923031966,0.999999997995444,0.999919605139449,0.99999999989273,0.999998301005789,1,0.999999859878302,0.999999956501595,0.999977658476538,0.977512019393898,1,0.996656489037011,0.999977912844949,0.999997797068454,0.999999999244305,0.99999998718577,0.29620934394182,0.0319494403912844,0.623546789919355,0.000456595427356099,0.000377586981197497,0.000136845788992868,0.000107911334403465,0.476064832445471,0.000180310570009223,0.968651809216762,0.998997730932365,0.997682542368267,0.99026912761358,0.948209678242632,0.981452571515948,0.977193136830044,0.991689608761566,0.974158162548776,0.999078974542884,66.4828,125.610983333333,98.7203,111.033379285714,90.2115538461538,105.091280909091,102.852639428571,84.9598,100.890634782609,235.62832,179.4815,0,10.2930565953245,0,10.0787153311741,4.94008777242868,1.69708336875168,3.00581475783799,0,4.44515551637239,58.989114613692,0,66.4828,103.185475,98.7203,70.3158,66.7694,77.3109,72.910075,84.9598,72.3878,108.1855,179.4815,66.4828,163.901575,98.7203,122.076,108.48,125.1689,120.55885,84.9598,117.0412,380.3156,179.4815,2,24,2,280,26,660,350,2,92,10,2
"ZNF490",0.999999999776001,0.999999709900742,0.999902116033924,1,0.999999787793536,0.999970234494878,0.999997402252966,0.999800362050751,0.997829540540178,0.964552299576162,0.999999947709397,0.999998896893624,0.99940478957969,0.50644328622887,0.999968916110745,1,0.999978840001353,0.999989762033383,0.999981140871953,0.902024673371158,0.0873310310690781,0.999999999990063,1,0.999994568352851,0.999999999998881,0.999999977295443,0.999999999993539,0.999999999857756,0.9999999999909,0.999999999868576,0.999939082092199,0.999999947739999,0.993135534837487,0.99168014332078,0.999858988807013,1,1,0.999999892805959,0.999995990211635,0.999999999949878,0.998846838604065,0.999914675272838,1,0.999999999919918,0.999999990603955,0.921627214379694,0.503580810241637,0.987956074182888,0.518441094516701,0.317235854397634,0.362417563717232,0.561908038324526,0.873876435827037,0.493871397356714,0.692296553037896,193.7902,184.67845,219.3784,189.949330714286,170.247507692308,178.57779030303,193.116762857143,184.7291,187.368089130435,193.37718,302.238,0,16.4628051208186,0,5.3182186478809,16.5394163655069,2.6164318421199,3.63251049759122,0,7.10787606318712,15.5576368576465,0,193.7902,133.802875,219.3784,142.353925,110.5442,135.0634,150.664125,184.7291,135.693,185.6678,302.238,193.7902,207.0184,219.3784,223.679375,233.2026,209.917,229.35745,184.7291,215.4601,220.1123,302.238,2,24,2,280,26,660,350,2,92,10,2
"ZNF626",1,1,0.999999999875034,1,0.999999999995603,0.999999999982129,0.999999739088464,0.999748311956255,0.999997551019078,0.989989569852043,0.999117647470945,0.259297945112775,0.997795228413834,0,0.854536941423517,0.922173180326101,0.000105933386551182,0.887815573335907,0,0.00393337296041751,9.39095468055484e-11,0.99416514309938,0.960841760540433,0.990493508620987,0.941254535760531,0.992753504130443,0.99991580331829,1,0.996823339057145,0.164179635414333,0.993307761389219,2.2016009671999e-06,0.679335755520058,0.997916752451218,0.0633256618881338,0.999993002352481,0.999897712669107,0.981888900620183,0.999686329269377,0.924309704569934,0.999868248902697,0.99999998609751,0.822856961356038,0.999828638269939,0.999977584209419,0.981261537056561,0.892436979306862,0.972418846421109,0.851284543712248,0.968538113679222,0.998549731150912,0.999999997752738,0.999999999778716,0.999722256523789,0.998053947399844,45.5478,56.8456833333333,31.0786,51.5151092857143,101.244792307692,173.52926969697,275.897454285714,272.0272,195.764267391304,155.5887,309.107,0,8.11023127637953,0,4.32030731398453,25.2858037105097,9.00857380951389,14.7996603241016,0,21.9859128053006,28.0998466722428,0,45.5478,28.044125,31.0786,16.95035,24.1657,42.8721,61.455675,272.0272,73.1544,70.5106,309.107,45.5478,83.54005,31.0786,50.79465,90.3955,216.1481,399.07175,272.0272,256.963,196.7427,309.107,2,24,2,280,26,660,350,2,92,10,2
"ZNF793",0.999888803726298,0.999978411854398,0.946119391894354,0.99999883466401,0.997838162437255,0.984052499099767,0.999998568635928,0.162190673283476,0.999999813625402,0.124820147560811,0.999537342381458,0.99999994726447,0.901625085394346,0.0137982406217447,0.00109751597751229,0.999990479749902,0.999956020116666,0.971238213059385,0.998571731509144,0.0436014382823839,0.146319124573065,1,0.99994767155422,0.99995971325115,0.999999704669825,0.999995566556468,0.999757262512512,0.999996732072181,0.998397499007693,0.999886398104133,0.853853200876872,0.126117699525549,0.00119904611624866,0.999314198044408,0.389424601554865,0.999056479344193,0.870119758489262,0.604457677122385,0.40574100116777,0.0895873307832513,0.00135967250559066,0.474157893014483,0.15403325890015,0.891012793316512,0.732596016318687,0,0,0,0,0,0,0,1.35003119794419e-13,0,0,64.5024,106.688116666667,16.4534,89.6224228571429,37.9683615384615,112.044616060606,95.74864,67.8119,119.856834782609,174.20278,739.1979,0,21.7308772975711,0,4.53560217569488,6.81843979954602,3.76096479787809,4.11177073688953,0,8.32514302913745,45.6454326330608,0,64.5024,33.278825,16.4534,36.056575,10.5662,46.5435,44.892675,67.8119,66.0513,60.6635,739.1979,64.5024,142.185175,16.4534,125.146225,56.9059,145.4017,129.987575,67.8119,179.7753,283.0407,739.1979,2,24,2,280,26,660,350,2,92,10,2
"ZNF383",0.764276352387549,0.552668836765996,0.992573944752979,0.923950675007545,0.958409124723499,0.913384948411853,0.64627221728025,0.999997193991177,0.998171020049203,0.633133629037979,0.696197101408839,0.999999999995935,0.99209300748655,0.000658925280328626,0.999989400014289,0.360352616971161,0.819810591822207,0.999953949164756,0,0.985067376252989,1.49827745444808e-05,0.383732083326809,0.948525379573956,0.999999993291234,0.744302566273013,0.978811205099621,0.943140176261587,0.997512545846989,0.85009433898722,0.999897643590523,0.966397078490399,0.986952767374847,0.977515937298862,0.899106788537958,0.000611842954049591,0.859756560254098,0.798366097309395,1,0.996237989222661,0.99652147850991,0.999999979386732,1,0.993398534311018,0.969471180355095,0.999986029401478,0.255600248053629,5.73632827360893e-06,0.000134710920914771,1.72264922959631e-05,2.05062475444606e-06,1.50405813970078e-06,9.46107229227167e-08,4.15003418041682e-05,7.53030541589261e-06,1.95897310983906e-05,168.0458,96.74395,54.8446,112.043037142857,90.0494538461538,95.483906969697,77.3782777142857,42.0902,104.684823913043,95.36696,305.3401,0,8.58712849427198,0,4.49995904274041,7.43323424843035,2.09647075709804,1.53962127290695,0,4.57767482643901,12.0971216590394,0,168.0458,65.379225,54.8446,70.3843,72.6573,65.5039,54.7537,42.0902,74.7563,101.6287,305.3401,168.0458,132.221375,54.8446,134.73955,99.1269,111.1371,94.2133,42.0902,126.1426,115.8064,305.3401,2,24,2,280,26,660,350,2,92,10,2
"ZNF669",0.999999999988636,0.995935321536433,0.926609247533761,1,0.999999958413717,0.936034492677848,0.996504562021278,0.136066800718318,0.999999411178278,0.0120592419674921,0.999999992617559,0.972800062030052,0.986185461405258,0.139127564365101,0.188513511913262,0.999999999822619,0.995728061002863,0.978157586646946,0.737689329240054,0.109598486669763,0.999274704340543,0.998376394231964,0.961974456108168,0.999999999998496,0.968691181688551,0.999999993952774,0.995186015554602,0.991555991617217,0.99999748240981,0.791329523443303,0.997186697063073,0.128630440773375,0.773865960544324,0.971131129033006,0.845590770029879,0.999315903051114,0.967847734626742,0.341067152801958,0.253844064245226,0.0838409588764299,0.000192728449363577,0.00960370260377208,0.0189645787018298,0.330632137475488,0.00342135171730984,0.996969066996289,0.984722073656477,0.679376205112289,0.967332533776758,0.443514782757844,0.882732775179307,0.912713133301495,0.748003783051217,0.789089116912273,1,125.3271,129.8687,76.7824,126.868397857143,90.3551384615385,116.943726363636,119.562744571429,81.842,109.96347173913,174.66296,172.1693,0,11.2115451380599,0,2.92323546538405,6.61559136938485,1.91311119463413,2.55203557411368,0,5.12510178604092,23.0591848484296,0,125.3271,92.98455,76.7824,97.046175,60.8944,83.2901,82.183975,81.842,70.4056,126.5044,172.1693,125.3271,152.37205,76.7824,151.026025,121.5333,139.6214,143.051725,81.842,141.2678,199.7687,172.1693,2,24,2,280,26,660,350,2,92,10,2
"ZNF559",0.999969633618841,0.999943253856626,0.947194671540487,0.999999346472411,0.999799382071738,0.976908124649152,0.999999982738174,0.999339617564911,0.991023028626427,0.999999398956554,0.99999763356684,0.999983653551265,0.968378649694855,0.999984298033227,0.999965756646156,0.999999999824646,0.938504972176432,0.994626548458098,0.703435662736739,0.999999483590289,0.122154307259166,0.999999929239793,0.999999999896166,0.997925101423187,1,0.999999999931213,1,0.999999983035323,0.999994868125072,0.999999656128659,0.963188922390822,0.999975520630843,0.999896611999605,0.999999984160706,0.724672139797862,1,0.990751049876247,0.987215685039172,0.720812128368766,0.773549214787363,0.794341455579516,0.830603889530129,0.435859666786136,0.999782416438145,0.902967020179287,0.998157384250431,0.999891844829198,0.913946057985834,0.99837051167864,0.996744339379186,0.999026511332161,0.990334741127148,0.999953375940487,0.99942135865768,1,201.7003,249.297141666667,132.5411,232.414971428571,223.617307692308,236.714967575758,215.029845714286,236.1726,240.010002173913,298.20958,303.8843,0,31.4036315964775,0,6.61811787136028,31.3864210615075,4.91856477680214,4.27878265908313,0,9.81075684608934,42.4418798938418,0,201.7003,180.1568,132.5411,171.162,116.2255,162.8269,165.309725,236.1726,167.4052,150.534,303.8843,201.7003,283.740325,132.5411,278.814575,292.4293,278.1457,267.98785,236.1726,300.4949,412.1333,303.8843,2,24,2,280,26,660,350,2,92,10,2
"ZNF177",0.99999997038755,0.869697554927443,0.694388489489503,0.998094702433517,0.602562531246373,0.951557178130899,0.95852411628726,0.163826968941003,0.998750854308804,0.832699223769773,0.989135213388481,0.14022097583282,0.985205504604808,0.542743599526803,0.996337754143261,0.991449970954734,0.201845252572869,0.982008677441805,0.873659339446951,0.992122582252603,0.999999717920301,0.989801117429178,0.977901485672328,0.999989569177224,0.999877042919727,0.999999999810897,0.999996839867848,0.999993888724595,0.994858503858417,0.435267953425571,0.975839038361618,0.999722277707119,0.984586769532077,0.999960510790393,0.99999963456577,0.999982892709981,0.957680148819216,0.468322154261869,0.999666970959458,0.973904332106525,0.999999999902292,0.999363967053784,0.998717855963976,1,0.996916623995711,0.612754242824059,0.079214130487177,0.0109158561816884,0.00703945598374012,0.00174391815400265,0.00293930832609945,0.00342480774254084,0.058937123452352,0.00488964158579208,0.00313192971705289,73.2838,66.108925,16.4534,50.7886007142857,38.5903,45.4457090909091,46.2569388571429,34.2957,47.733,36.55238,144.8194,0,10.6998468506144,0,2.49279955210434,6.81041502822078,1.32416202438964,1.55958041629623,0,3.58317525213539,7.00891935523428,0,73.2838,25.865975,16.4534,22.237475,18.2785,21.5915,25.5364,34.2957,25.9413,17.9758,144.8194,73.2838,100.862675,16.4534,60.84015,44.6541,58.6913,60.9846,34.2957,56.6728,52.1824,144.8194,2,24,2,280,26,660,350,2,92,10,2
"ZNF548",0.976418261974595,0.999433528346216,0.418015966017783,0.999999996949916,0.0152656456203077,0.962621999373382,1,0.0264801636609948,0.995450585214723,0.995519169783432,0.999997348665219,0.118120529260688,0.899180650177457,0.510917987842625,0.771211142338181,1,0.00107972872301176,0.987908562969868,0.83172025766255,0.999999781265647,0.00050990442208565,0.999901273136344,0.552438593416646,0.999999999970514,0.98823159438502,0.999214525938226,0.957183850130166,0.997320700441456,0.999990258946694,0.346934013632587,0.876971740584969,0.830773361219193,0.74643120521782,0.999997455662685,0.116966480578018,0.943997868739676,0.519195236766629,0.619182354077048,0.0537052939155539,0.000113454073057295,0.00017240314141409,0.000863041374330131,1.21796794788631e-05,0.0899936604740885,0.00346493418675331,0.96502741114927,0.0835859405099268,0.999984772799036,0.58805313760686,0.817208042042023,0.427165710156245,0.72154392001451,0.999867867023072,0.394926372483767,0.00502529263619966,227.456,322.080391666667,146.2523,243.656221428571,222.416238461538,259.728650909091,229.578378285714,160.5662,264.778465217391,401.10196,91.5134,0,23.7671090399479,0,6.06087885465071,17.5078590596699,4.15044898001118,4.91101359862733,0,9.80230022900478,80.7304944820333,0,227.456,260.8239,146.2523,173.82175,132.336,191.6443,169.8028,160.5662,211.4094,197.5777,91.5134,227.456,374.446425,146.2523,282.885925,296.3698,314.1741,281.85485,160.5662,303.934,578.6983,91.5134,2,24,2,280,26,660,350,2,92,10,2
"ZNF563",0.970299973563449,0.999679420742341,0.999999963998071,0.953590112790678,0.999999999985909,0.999999827652009,0.987165340124995,0.999999510610053,0.999999999963152,0.999904774269807,0.938658941622609,0.999999863292913,0.999999187755217,0.999972867432508,0.998732182252281,0.741443028728626,0.805896978741545,0.99922700870722,0.00101921175773501,0.406381229497712,0.000268470182110292,0.497326658366945,0.829393958136506,0.929486336601416,0.816134333489922,0.742750548944197,0.844013560570018,0.975846314674507,0.822544562324451,0.97879595574412,0.999833804768416,0.561780766955908,0.811189538437882,0.698595717344858,0.999637561828432,0.955900621019481,0.966296799406252,0.999999999598542,0.999999657282294,0.999999999988928,0.999995693150409,1,0.997411758641149,0.906510992375082,0.999910496043745,0.971000193507775,0.999996412182119,0.999980520112193,0.999997754129083,0.999951545207367,0.999999408466663,1,0.997820176671012,1,0.999999755213653,16.6914,41.0189416666667,35.649,41.7226578571429,38.3225846153846,42.7558924242424,50.4990542857143,73.2681,48.24725,42.7623,49.6344,0,6.08084903006233,0,1.55815588254425,5.57928163622879,0.943711205184987,1.50111639596257,0,2.36956052361766,5.20270827828054,0,16.6914,24.7229,35.649,26.249825,10.5834,28.5611,34.140875,73.2681,33.9335,28.6467,49.6344,16.6914,49.116475,35.649,47.3821,55.8205,52.197,63.068175,73.2681,63.9269,56.3558,49.6344,2,24,2,280,26,660,350,2,92,10,2
"ZNF567",0.509834449561825,0.115958222516736,0.791064279364362,0.253022815318292,0.993149956787426,0.909957895424323,0.00885342302998615,0.00340819253408231,0.999999990459774,0.000591439064908439,0.201632656096253,0.941970138099007,0.940028963816668,0.996237652037729,0.00166532746232062,0.080927511090909,0.234786646040336,0.992915659666752,0.00215378101166674,0.150438673009908,0.00465302941286494,0.0589498057156134,0.568663599505901,0.999999992486186,0.735572720158794,0.999965594069473,0.79395593364791,0.946083558183353,0.145280571165792,0.778583149434372,0.975606602611697,0.899271575219301,0.0505847172979725,0.993731128590631,0.98176173764393,0.883876652180645,0.298412191634692,0.998555310208827,0.974337791774303,0.999999862699234,0.546571743740401,0.999999999997406,0.999814833921972,0.891008640927512,0.999999991404829,0.764987672682079,0.000170073801604276,0.000117649941489328,1.47311895837277e-05,3.4511396518333e-08,8.25643675639309e-06,1.16085908341557e-06,3.54985325489166e-05,4.44801747523371e-06,6.65519660286717e-05,305.5379,182.8425,83.181,165.668067142857,97.0785076923077,160.321666060606,140.684933142857,64.6941,151.435230434783,157.67516,444.2721,0,20.7689341344055,0,4.99055804552702,8.33844936305015,3.2727399802277,3.01084885469604,0,5.57360016248528,25.2691184794106,0,305.5379,126.470125,83.181,105.608425,71.8363,109.4418,100.03395,64.6941,115.3843,126.3823,444.2721,305.5379,207.83905,83.181,209.39315,125.8503,182.9622,169.526825,64.6941,194.0639,200.6098,444.2721,2,24,2,280,26,660,350,2,92,10,2
"ZNF573",0.993709708615685,0.956017238067566,0.999316785845847,0.996740257834159,0.99999893638359,0.997048743965392,0.954509325005166,0.999127895280236,0.9999931858491,0.897113622003703,0.999969244140021,0.79928461822231,0.958200753833899,0.00398357867746491,0.0922000122973066,0.999999832930173,0.278941038579429,0.884644853493326,1.18049301678358e-06,0.0070708314730078,0.265886664708787,0.99999998800211,0.999795913441853,0.990182315262179,0.999945666166068,0.994786661995024,0.999999997922414,1,0.99998338475261,0.836112263083563,0.954181480422763,0.28923795203292,0.154697651633701,0.999999998931905,0.975056052013032,0.999999999608448,0.999678322794052,0.99998538450844,0.994888011950946,0.999999703945821,0.985800204010786,0.999986314324367,0.993630461422187,0.999998695053487,0.999970830077026,0.763186528828014,0.0182347223906144,0.0544248385439763,0.0175906308848268,0.00546342016338497,0.0613247746842704,0.120235215550339,0.589519255772694,0.0729792930944237,0.0717196407894681,32.817,18.3885416666667,7.3126,19.98815,14.0077692307692,25.2386109090909,28.4073937142857,28.0601,25.6532195652174,22.1101,66.9178,0,2.39164671447202,0,1.0082775401747,1.79049171859636,0.806830185080764,0.96974850953243,0,1.4067098720291,3.89723951238423,0,32.817,9.256625,7.3126,9.840675,6.8792,13.2949,15.049,28.0601,14.2518,16.0084,66.9178,32.817,24.669025,7.3126,24.28535,17.809,29.8336,38.219025,28.0601,34.0944,31.2704,66.9178,2,24,2,280,26,660,350,2,92,10,2
