"gene","p-adj-N1-N0","p-adj-N2-N0","p-adj-N2-N1","p-adj-N3-N0","p-adj-N3-N1","p-adj-N3-N2","p-adj-NX-N0","p-adj-NX-N1","p-adj-NX-N2","p-adj-NX-N3","mean-N0","mean-N1","mean-N2","mean-N3","mean-NX","SEM-N0","SEM-N1","SEM-N2","SEM-N3","SEM-NX","Q1-N0","Q1-N1","Q1-N2","Q1-N3","Q1-NX","Q3-N0","Q3-N1","Q3-N2","Q3-N3","Q3-NX","count-N0","count-N1","count-N2","count-N3","count-NX"
"ZNF195",0.0149673160193604,0.957511941227903,0.0521098628172477,0.372472578963844,0.777113388915924,0.296313658788825,0.611175805639529,0.992785323575558,0.485442397113982,0.945800883016791,365.745352841782,339.528733920705,373.432665486726,291.466871428571,327.758729411765,4.2468577895173,7.10828438587091,11.0245053979283,18.3732052388631,20.25126313922,254.61115,233.879,269.3333,227.509825,282.3219,450.953175,406.562025,456.9014,333.799925,376.5101,1302,454,226,14,34
"ZNF263",0.567113424708031,0.113306384779656,0.0151620973929885,0.790645938696676,0.924833303230267,0.413995502351184,0.929993062131661,0.997559646382805,0.433351240237826,0.985651736500055,684.770439170507,702.05417092511,647.904038053097,749.2582,714.368523529412,5.71520028685537,11.5590232955044,11.3921042061072,43.7850912697938,37.6476498300559,543.3483,561.6421,534.8772,580.090775,532.9194,792.615675,808.323125,729.4685,904.557375,829.1097,1302,454,226,14,34
"ZNF200",0.589842525604731,0.892248846097241,0.999818541854274,0.0423618993961571,0.0979563223322339,0.0948074506712497,0.873398691533722,0.638061915353822,0.713949823545486,0.0322379826918439,238.815757450077,245.947378854626,244.714769911504,306.079657142857,223.867770588235,2.46309566402675,4.32957248829723,6.32356717486449,17.0164782873908,8.69897951637852,180.8858,183.698025,185.9273,273.99295,199.7208,272.6499,292.3759,286.1431,359.559025,255.6591,1302,454,226,14,34
"ZNF582",0.0310850509887688,0.999996443236869,0.326046646299154,0.859823623658243,0.521719990330865,0.863230164570939,0.845823136059248,0.325303617958901,0.8604674185217,0.998667425956374,28.2306741935484,24.798704845815,28.132089380531,34.0122714285714,32.0843705882353,0.602619131710701,0.991493723109085,1.56382761453122,5.53898620830215,2.8123407118245,11.780375,9.063775,11.5288,18.5152,16.2011,39.20915,33.799775,38.5572,44.8244,42.2164,1302,454,226,14,34
"ZNF285",0.32011896669004,0.293178069774269,0.0234782348019192,0.94354495689894,0.996186752589522,0.725076442998179,0.55497308180393,0.239017379496256,0.963782806235693,0.585590990464842,34.8990147465438,31.272918061674,39.8222212389381,27.7891714285714,44.1170823529412,0.957538485439777,1.69393171153368,2.44083080698769,7.54488231317874,5.86791919566496,8.6657,5.598775,11.3112,9.401,22.6323,51.36335,42.283425,63.263,46.359475,57.6633,1302,454,226,14,34
"ZNF275",0.999999810360541,0.104603454960948,0.202826483528498,0.9162959611372,0.920997931099459,0.999734046215695,0.993682499650026,0.994712016943973,0.980299695371059,0.988539541879836,665.115912288786,664.636616299559,613.937436283186,599.058028571429,644.058423529412,8.27418431618637,12.857769289005,18.7683638882012,74.7234416460651,45.3882461910018,472.9761,478.68175,440.7526,432.7469,454.2936,825.516875,815.852025,792.8258,821.4824,819.5536,1302,454,226,14,34
"ZNF37A",0.295764960141975,0.811834958678276,0.997291007427102,0.109024125263839,0.260745725191386,0.228767873837018,0.658329861152664,0.308823765409763,0.43155392145651,0.0421501172307728,385.720222580645,367.504826431718,372.199046017699,273.541428571429,426.164741176471,4.70378719711351,8.30298743527455,11.7592562384538,25.2957246095532,32.8539770569985,268.34515,244.984875,233.7839,219.549225,267.1141,485.13775,436.468725,465.3595,361.8471,478.9511,1302,454,226,14,34
"ZNF510",0.992754945327544,0.474323768706357,0.411052139862982,0.999999995429736,0.999978681831803,0.993705800116235,0.999991350870654,0.999997836093553,0.953066633287234,0.999998198845284,215.372261751152,217.207436123348,206.183550442478,215.122757142857,216.437,2.08952687252777,4.12654365883838,4.71360851385476,19.2240166630345,13.5028195330614,160.298225,153.190225,157.2655,170.657675,157.9794,261.20435,263.482775,236.4568,262.1691,235.7242,1302,454,226,14,34
"ZNF506",0.000948743684693443,0.429955968363476,0.807053120180417,0.980523575473765,0.999411377933687,0.999976358795212,0.999553325677245,0.626527532627635,0.908384291457475,0.976467777854206,306.296426574501,267.54240660793,283.863419469027,278.7813,313.006847058824,5.48599934673351,6.84549859392459,10.516566708684,44.0776332759511,26.2997414337012,191.17805,162.8665,180.8852,141.58115,175.697,379.413075,340.755225,376.2079,415.6957,465.6992,1302,454,226,14,34
"ZNF324",0.973934590530442,0.476414141263834,0.837411136303157,0.999877226806349,0.999999830218181,0.998693160536456,0.794845022285795,0.893068130995662,0.993488131158065,0.988790870112713,178.878847619048,176.399711013216,170.069831858407,175.8021,164.283617647059,1.90818849069133,3.9914968230275,6.01264272312836,10.1082983235786,6.54610957721234,130.711325,118.1603,116.0204,154.80045,135.1956,215.232475,217.316525,188.6539,202.4681,203.1662,1302,454,226,14,34
